Year,Sexua,Trebetasun informatikoa,Adina,Lurraldea,Units,Value
2022,2.0,,16tik 74ra,Gipuzkoa,Ehunekoa,69.97
2022,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Bizkaia,Ehunekoa,55.34
2022,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Bizkaia,Ehunekoa,42.08
2022,2.0,Kalkulu-orriak erabiltzea,16tik 74ra,Bizkaia,Ehunekoa,38.9
2022,2.0,Programazio-lengoaia batean programatzea,16tik 74ra,Bizkaia,Ehunekoa,3.74
2022,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Bizkaia,Ehunekoa,50.45
2022,2.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Bizkaia,Ehunekoa,52.2
2022,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Bizkaia,Ehunekoa,18.43
2022,2.0,,16tik 74ra,Bizkaia,Ehunekoa,67.26
2022,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,,Ehunekoa,89.57
2022,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,,Ehunekoa,85.68
2022,2.0,Kalkulu-orriak erabiltzea,16tik 24ra,,Ehunekoa,68.72
2022,2.0,Programazio-lengoaia batean programatzea,16tik 24ra,,Ehunekoa,9.13
2022,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,,Ehunekoa,81.09
2022,2.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,,Ehunekoa,78.54
2022,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,,Ehunekoa,33.27
2022,2.0,,16tik 24ra,,Ehunekoa,97.55
2022,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Araba/Álava,Ehunekoa,91.43
2022,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Araba/Álava,Ehunekoa,94.03
2022,2.0,Kalkulu-orriak erabiltzea,16tik 24ra,Araba/Álava,Ehunekoa,72.24
2022,2.0,Programazio-lengoaia batean programatzea,16tik 24ra,Araba/Álava,Ehunekoa,4.68
2022,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Araba/Álava,Ehunekoa,85.62
2022,2.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Araba/Álava,Ehunekoa,82.37
2022,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Araba/Álava,Ehunekoa,37.67
2022,2.0,,16tik 24ra,Araba/Álava,Ehunekoa,96.48
2022,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Gipuzkoa,Ehunekoa,87.43
2022,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Gipuzkoa,Ehunekoa,84.41
2022,2.0,Kalkulu-orriak erabiltzea,16tik 24ra,Gipuzkoa,Ehunekoa,66.21
2022,2.0,Programazio-lengoaia batean programatzea,16tik 24ra,Gipuzkoa,Ehunekoa,4.69
2022,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Gipuzkoa,Ehunekoa,78.94
2022,2.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Gipuzkoa,Ehunekoa,74.19
2022,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Gipuzkoa,Ehunekoa,38.14
2022,2.0,,16tik 24ra,Gipuzkoa,Ehunekoa,95.77
2022,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Bizkaia,Ehunekoa,90.43
2022,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Bizkaia,Ehunekoa,84.29
2022,2.0,Kalkulu-orriak erabiltzea,16tik 24ra,Bizkaia,Ehunekoa,69.38
2022,2.0,Programazio-lengoaia batean programatzea,16tik 24ra,Bizkaia,Ehunekoa,13.13
2022,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Bizkaia,Ehunekoa,81.25
2022,2.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Bizkaia,Ehunekoa,80.29
2022,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Bizkaia,Ehunekoa,29.02
2022,2.0,,16tik 24ra,Bizkaia,Ehunekoa,98.96
2022,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,,Ehunekoa,52.3
2022,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,,Ehunekoa,37.51
2022,2.0,Kalkulu-orriak erabiltzea,25tik 74ra,,Ehunekoa,37.57
2022,2.0,Programazio-lengoaia batean programatzea,25tik 74ra,,Ehunekoa,2.62
2022,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,,Ehunekoa,47.26
2022,2.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,,Ehunekoa,48.51
2022,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,,Ehunekoa,17.71
2022,2.0,,25tik 74ra,,Ehunekoa,64.48
2022,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Araba/Álava,Ehunekoa,53.63
2022,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Araba/Álava,Ehunekoa,38.54
2022,2.0,Kalkulu-orriak erabiltzea,25tik 74ra,Araba/Álava,Ehunekoa,40.58
2022,2.0,Programazio-lengoaia batean programatzea,25tik 74ra,Araba/Álava,Ehunekoa,2.84
2022,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Araba/Álava,Ehunekoa,49.1
2022,2.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Araba/Álava,Ehunekoa,46.44
2022,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Araba/Álava,Ehunekoa,17.14
2022,2.0,,25tik 74ra,Araba/Álava,Ehunekoa,64.47
2022,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Gipuzkoa,Ehunekoa,53.94
2022,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Gipuzkoa,Ehunekoa,38.22
2022,2.0,Kalkulu-orriak erabiltzea,25tik 74ra,Gipuzkoa,Ehunekoa,40.32
2022,2.0,Programazio-lengoaia batean programatzea,25tik 74ra,Gipuzkoa,Ehunekoa,2.59
2022,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Gipuzkoa,Ehunekoa,47.5
2022,2.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Gipuzkoa,Ehunekoa,49.21
2022,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Gipuzkoa,Ehunekoa,19.01
2022,2.0,,25tik 74ra,Gipuzkoa,Ehunekoa,66.5
2022,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Bizkaia,Ehunekoa,50.95
2022,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Bizkaia,Ehunekoa,36.8
2022,2.0,Kalkulu-orriak erabiltzea,25tik 74ra,Bizkaia,Ehunekoa,35.08
2022,2.0,Programazio-lengoaia batean programatzea,25tik 74ra,Bizkaia,Ehunekoa,2.57
2022,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Bizkaia,Ehunekoa,46.6
2022,2.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Bizkaia,Ehunekoa,48.69
2022,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Bizkaia,Ehunekoa,17.11
2022,2.0,,25tik 74ra,Bizkaia,Ehunekoa,63.29
2023,,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,,Ehunekoa,56.25
2023,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,,Ehunekoa,41.06
2023,,Kalkulu-orriak erabiltzea,16tik 74ra,,Ehunekoa,41.85
2023,,Programazio-lengoaia batean programatzea,16tik 74ra,,Ehunekoa,6.23
2023,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,,Ehunekoa,49.97
2023,,Deskargatu edo instalatu software edo app-ak,16tik 74ra,,Ehunekoa,51.59
2023,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,,Ehunekoa,33.43
2023,,,16tik 74ra,,Ehunekoa,71.49
2023,,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Araba/Álava,Ehunekoa,54.82
2023,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Araba/Álava,Ehunekoa,38.38
2023,,Kalkulu-orriak erabiltzea,16tik 74ra,Araba/Álava,Ehunekoa,37.35
2023,,Programazio-lengoaia batean programatzea,16tik 74ra,Araba/Álava,Ehunekoa,4.26
2023,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Araba/Álava,Ehunekoa,46.04
2023,,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Araba/Álava,Ehunekoa,52.49
2023,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Araba/Álava,Ehunekoa,31.66
2023,,,16tik 74ra,Araba/Álava,Ehunekoa,71.3
2023,,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Gipuzkoa,Ehunekoa,57.26
2023,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Gipuzkoa,Ehunekoa,42.92
2023,,Kalkulu-orriak erabiltzea,16tik 74ra,Gipuzkoa,Ehunekoa,44.42
2023,,Programazio-lengoaia batean programatzea,16tik 74ra,Gipuzkoa,Ehunekoa,6.12
2023,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Gipuzkoa,Ehunekoa,50.82
2023,,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Gipuzkoa,Ehunekoa,50.67
2023,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Gipuzkoa,Ehunekoa,32.69
2023,,,16tik 74ra,Gipuzkoa,Ehunekoa,71.95
2023,,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Bizkaia,Ehunekoa,56.04
2023,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Bizkaia,Ehunekoa,40.68
2023,,Kalkulu-orriak erabiltzea,16tik 74ra,Bizkaia,Ehunekoa,41.54
2023,,Programazio-lengoaia batean programatzea,16tik 74ra,Bizkaia,Ehunekoa,6.86
2023,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Bizkaia,Ehunekoa,50.57
2023,,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Bizkaia,Ehunekoa,51.9
2023,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Bizkaia,Ehunekoa,34.41
2023,,,16tik 74ra,Bizkaia,Ehunekoa,71.26
2023,,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,,Ehunekoa,89.14
2023,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,,Ehunekoa,83.54
2023,,Kalkulu-orriak erabiltzea,16tik 24ra,,Ehunekoa,63.58
2023,,Programazio-lengoaia batean programatzea,16tik 24ra,,Ehunekoa,16.58
2023,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,,Ehunekoa,77.6
2023,,Deskargatu edo instalatu software edo app-ak,16tik 24ra,,Ehunekoa,76.57
2023,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,,Ehunekoa,45.54
2023,,,16tik 24ra,,Ehunekoa,95.87
2023,,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Araba/Álava,Ehunekoa,94.85
2023,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Araba/Álava,Ehunekoa,83.61
2023,,Kalkulu-orriak erabiltzea,16tik 24ra,Araba/Álava,Ehunekoa,57.79
2023,,Programazio-lengoaia batean programatzea,16tik 24ra,Araba/Álava,Ehunekoa,14.41
2023,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Araba/Álava,Ehunekoa,83.91
2023,,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Araba/Álava,Ehunekoa,72.3
2023,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Araba/Álava,Ehunekoa,39.35
2023,,,16tik 24ra,Araba/Álava,Ehunekoa,99.48
2023,,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Gipuzkoa,Ehunekoa,89.53
2023,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Gipuzkoa,Ehunekoa,85.71
2023,,Kalkulu-orriak erabiltzea,16tik 24ra,Gipuzkoa,Ehunekoa,70.09
2023,,Programazio-lengoaia batean programatzea,16tik 24ra,Gipuzkoa,Ehunekoa,12.47
2023,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Gipuzkoa,Ehunekoa,76.4
2023,,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Gipuzkoa,Ehunekoa,79.31
2023,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Gipuzkoa,Ehunekoa,48.36
2023,,,16tik 24ra,Gipuzkoa,Ehunekoa,97.29
2023,,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Bizkaia,Ehunekoa,87.1
2023,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Bizkaia,Ehunekoa,82.03
2023,,Kalkulu-orriak erabiltzea,16tik 24ra,Bizkaia,Ehunekoa,60.93
2023,,Programazio-lengoaia batean programatzea,16tik 24ra,Bizkaia,Ehunekoa,20.07
2023,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Bizkaia,Ehunekoa,76.45
2023,,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Bizkaia,Ehunekoa,76.02
2023,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Bizkaia,Ehunekoa,45.54
2023,,,16tik 24ra,Bizkaia,Ehunekoa,93.78
2023,,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,,Ehunekoa,51.9
2023,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,,Ehunekoa,35.44
2023,,Kalkulu-orriak erabiltzea,25tik 74ra,,Ehunekoa,38.98
2023,,Programazio-lengoaia batean programatzea,25tik 74ra,,Ehunekoa,4.86
2023,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,,Ehunekoa,46.31
2023,,Deskargatu edo instalatu software edo app-ak,25tik 74ra,,Ehunekoa,48.28
2023,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,,Ehunekoa,31.83
2023,,,25tik 74ra,,Ehunekoa,68.27
2023,,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Araba/Álava,Ehunekoa,49.29
2023,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Araba/Álava,Ehunekoa,32.14
2023,,Kalkulu-orriak erabiltzea,25tik 74ra,Araba/Álava,Ehunekoa,34.53
2023,,Programazio-lengoaia batean programatzea,25tik 74ra,Araba/Álava,Ehunekoa,2.86
2023,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Araba/Álava,Ehunekoa,40.81
2023,,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Araba/Álava,Ehunekoa,49.75
2023,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Araba/Álava,Ehunekoa,30.59
2023,,,25tik 74ra,Araba/Álava,Ehunekoa,67.41
2023,,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Gipuzkoa,Ehunekoa,52.75
2023,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Gipuzkoa,Ehunekoa,36.94
2023,,Kalkulu-orriak erabiltzea,25tik 74ra,Gipuzkoa,Ehunekoa,40.84
2023,,Programazio-lengoaia batean programatzea,25tik 74ra,Gipuzkoa,Ehunekoa,5.23
2023,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Gipuzkoa,Ehunekoa,47.25
2023,,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Gipuzkoa,Ehunekoa,46.67
2023,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Gipuzkoa,Ehunekoa,30.5
2023,,,25tik 74ra,Gipuzkoa,Ehunekoa,68.42
2023,,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Bizkaia,Ehunekoa,52.12
2023,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Bizkaia,Ehunekoa,35.46
2023,,Kalkulu-orriak erabiltzea,25tik 74ra,Bizkaia,Ehunekoa,39.1
2023,,Programazio-lengoaia batean programatzea,25tik 74ra,Bizkaia,Ehunekoa,5.19
2023,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Bizkaia,Ehunekoa,47.3
2023,,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Bizkaia,Ehunekoa,48.86
2023,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Bizkaia,Ehunekoa,33.0
2023,,,25tik 74ra,Bizkaia,Ehunekoa,68.42
2023,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,,Ehunekoa,56.67
2023,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,,Ehunekoa,40.29
2023,1.0,Kalkulu-orriak erabiltzea,16tik 74ra,,Ehunekoa,42.84
2023,1.0,Programazio-lengoaia batean programatzea,16tik 74ra,,Ehunekoa,8.1
2023,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,,Ehunekoa,51.9
2023,1.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,,Ehunekoa,54.26
2023,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,,Ehunekoa,37.7
2023,1.0,,16tik 74ra,,Ehunekoa,72.52
2023,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Araba/Álava,Ehunekoa,54.1
2023,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Araba/Álava,Ehunekoa,37.2
2023,1.0,Kalkulu-orriak erabiltzea,16tik 74ra,Araba/Álava,Ehunekoa,35.4
2023,1.0,Programazio-lengoaia batean programatzea,16tik 74ra,Araba/Álava,Ehunekoa,4.98
2023,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Araba/Álava,Ehunekoa,46.11
2023,1.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Araba/Álava,Ehunekoa,52.49
2023,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Araba/Álava,Ehunekoa,37.29
2023,1.0,,16tik 74ra,Araba/Álava,Ehunekoa,69.77
2023,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Gipuzkoa,Ehunekoa,57.43
2023,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Gipuzkoa,Ehunekoa,43.52
2023,1.0,Kalkulu-orriak erabiltzea,16tik 74ra,Gipuzkoa,Ehunekoa,45.65
2023,1.0,Programazio-lengoaia batean programatzea,16tik 74ra,Gipuzkoa,Ehunekoa,8.95
2023,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Gipuzkoa,Ehunekoa,52.26
2023,1.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Gipuzkoa,Ehunekoa,54.55
2023,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Gipuzkoa,Ehunekoa,36.17
2023,1.0,,16tik 74ra,Gipuzkoa,Ehunekoa,73.03
2023,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Bizkaia,Ehunekoa,56.95
2023,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Bizkaia,Ehunekoa,39.15
2023,1.0,Kalkulu-orriak erabiltzea,16tik 74ra,Bizkaia,Ehunekoa,43.27
2023,1.0,Programazio-lengoaia batean programatzea,16tik 74ra,Bizkaia,Ehunekoa,8.48
2023,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Bizkaia,Ehunekoa,53.39
2023,1.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Bizkaia,Ehunekoa,54.6
2023,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Bizkaia,Ehunekoa,38.78
2023,1.0,,16tik 74ra,Bizkaia,Ehunekoa,73.02
2023,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,,Ehunekoa,85.58
2023,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,,Ehunekoa,77.2
2023,1.0,Kalkulu-orriak erabiltzea,16tik 24ra,,Ehunekoa,62.72
2023,1.0,Programazio-lengoaia batean programatzea,16tik 24ra,,Ehunekoa,20.82
2023,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,,Ehunekoa,71.32
2023,1.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,,Ehunekoa,73.67
2023,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,,Ehunekoa,47.3
2023,1.0,,16tik 24ra,,Ehunekoa,93.15
2023,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Araba/Álava,Ehunekoa,93.34
2023,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Araba/Álava,Ehunekoa,76.92
2023,1.0,Kalkulu-orriak erabiltzea,16tik 24ra,Araba/Álava,Ehunekoa,54.19
2023,1.0,Programazio-lengoaia batean programatzea,16tik 24ra,Araba/Álava,Ehunekoa,18.62
2023,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Araba/Álava,Ehunekoa,79.3
2023,1.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Araba/Álava,Ehunekoa,67.59
2023,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Araba/Álava,Ehunekoa,38.16
2023,1.0,,16tik 24ra,Araba/Álava,Ehunekoa,100.0
2023,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Gipuzkoa,Ehunekoa,84.13
2023,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Gipuzkoa,Ehunekoa,79.85
2023,1.0,Kalkulu-orriak erabiltzea,16tik 24ra,Gipuzkoa,Ehunekoa,66.82
2023,1.0,Programazio-lengoaia batean programatzea,16tik 24ra,Gipuzkoa,Ehunekoa,16.54
2023,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Gipuzkoa,Ehunekoa,70.81
2023,1.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Gipuzkoa,Ehunekoa,78.58
2023,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Gipuzkoa,Ehunekoa,46.3
2023,1.0,,16tik 24ra,Gipuzkoa,Ehunekoa,94.65
2023,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Bizkaia,Ehunekoa,83.88
2023,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Bizkaia,Ehunekoa,75.48
2023,1.0,Kalkulu-orriak erabiltzea,16tik 24ra,Bizkaia,Ehunekoa,62.89
