Year,Sexua,Trebetasun informatikoa,Adina,Lurraldea,Units,Value
2021,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Gipuzkoa,Ehunekoa,86.17
2021,,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Gipuzkoa,Ehunekoa,90.48
2021,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Gipuzkoa,Ehunekoa,47.31
2021,,,16tik 24ra,Gipuzkoa,Ehunekoa,98.44
2021,,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Bizkaia,Ehunekoa,87.2
2021,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Bizkaia,Ehunekoa,83.32
2021,,Kalkulu-orriak erabiltzea,16tik 24ra,Bizkaia,Ehunekoa,64.2
2021,,Programazio-lengoaia batean programatzea,16tik 24ra,Bizkaia,Ehunekoa,14.51
2021,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Bizkaia,Ehunekoa,85.4
2021,,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Bizkaia,Ehunekoa,87.12
2021,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Bizkaia,Ehunekoa,47.25
2021,,,16tik 24ra,Bizkaia,Ehunekoa,94.38
2021,,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,,Ehunekoa,58.11
2021,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,,Ehunekoa,41.0
2021,,Kalkulu-orriak erabiltzea,25tik 74ra,,Ehunekoa,41.37
2021,,Programazio-lengoaia batean programatzea,25tik 74ra,,Ehunekoa,4.0
2021,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,,Ehunekoa,56.95
2021,,Deskargatu edo instalatu software edo app-ak,25tik 74ra,,Ehunekoa,61.41
2021,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,,Ehunekoa,25.39
2021,,,25tik 74ra,,Ehunekoa,72.16
2021,,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Araba/Álava,Ehunekoa,58.69
2021,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Araba/Álava,Ehunekoa,42.45
2021,,Kalkulu-orriak erabiltzea,25tik 74ra,Araba/Álava,Ehunekoa,41.73
2021,,Programazio-lengoaia batean programatzea,25tik 74ra,Araba/Álava,Ehunekoa,4.5
2021,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Araba/Álava,Ehunekoa,56.51
2021,,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Araba/Álava,Ehunekoa,62.57
2021,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Araba/Álava,Ehunekoa,25.17
2021,,,25tik 74ra,Araba/Álava,Ehunekoa,72.47
2021,,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Gipuzkoa,Ehunekoa,57.39
2021,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Gipuzkoa,Ehunekoa,39.69
2021,,Kalkulu-orriak erabiltzea,25tik 74ra,Gipuzkoa,Ehunekoa,40.03
2021,,Programazio-lengoaia batean programatzea,25tik 74ra,Gipuzkoa,Ehunekoa,3.81
2021,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Gipuzkoa,Ehunekoa,56.89
2021,,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Gipuzkoa,Ehunekoa,60.86
2021,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Gipuzkoa,Ehunekoa,25.3
2021,,,25tik 74ra,Gipuzkoa,Ehunekoa,72.07
2021,,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Bizkaia,Ehunekoa,58.38
2021,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Bizkaia,Ehunekoa,41.38
2021,,Kalkulu-orriak erabiltzea,25tik 74ra,Bizkaia,Ehunekoa,42.07
2021,,Programazio-lengoaia batean programatzea,25tik 74ra,Bizkaia,Ehunekoa,3.98
2021,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Bizkaia,Ehunekoa,57.11
2021,,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Bizkaia,Ehunekoa,61.42
2021,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Bizkaia,Ehunekoa,25.51
2021,,,25tik 74ra,Bizkaia,Ehunekoa,72.12
2021,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,,Ehunekoa,62.72
2021,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,,Ehunekoa,46.84
2021,1.0,Kalkulu-orriak erabiltzea,16tik 74ra,,Ehunekoa,46.58
2021,1.0,Programazio-lengoaia batean programatzea,16tik 74ra,,Ehunekoa,7.4
2021,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,,Ehunekoa,61.97
2021,1.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,,Ehunekoa,68.05
2021,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,,Ehunekoa,32.22
2021,1.0,,16tik 74ra,,Ehunekoa,76.24
2021,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Araba/Álava,Ehunekoa,64.32
2021,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Araba/Álava,Ehunekoa,48.29
2021,1.0,Kalkulu-orriak erabiltzea,16tik 74ra,Araba/Álava,Ehunekoa,44.95
2021,1.0,Programazio-lengoaia batean programatzea,16tik 74ra,Araba/Álava,Ehunekoa,7.7
2021,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Araba/Álava,Ehunekoa,62.89
2021,1.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Araba/Álava,Ehunekoa,69.67
2021,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Araba/Álava,Ehunekoa,29.91
2021,1.0,,16tik 74ra,Araba/Álava,Ehunekoa,76.36
2021,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Gipuzkoa,Ehunekoa,60.21
2021,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Gipuzkoa,Ehunekoa,43.74
2021,1.0,Kalkulu-orriak erabiltzea,16tik 74ra,Gipuzkoa,Ehunekoa,44.77
2021,1.0,Programazio-lengoaia batean programatzea,16tik 74ra,Gipuzkoa,Ehunekoa,7.81
2021,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Gipuzkoa,Ehunekoa,61.18
2021,1.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Gipuzkoa,Ehunekoa,67.13
2021,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Gipuzkoa,Ehunekoa,31.0
2021,1.0,,16tik 74ra,Gipuzkoa,Ehunekoa,75.76
2021,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Bizkaia,Ehunekoa,63.83
2021,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Bizkaia,Ehunekoa,48.37
2021,1.0,Kalkulu-orriak erabiltzea,16tik 74ra,Bizkaia,Ehunekoa,48.18
2021,1.0,Programazio-lengoaia batean programatzea,16tik 74ra,Bizkaia,Ehunekoa,7.05
2021,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Bizkaia,Ehunekoa,62.2
2021,1.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Bizkaia,Ehunekoa,68.17
2021,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Bizkaia,Ehunekoa,33.67
2021,1.0,,16tik 74ra,Bizkaia,Ehunekoa,76.5
2021,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,,Ehunekoa,87.49
2021,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,,Ehunekoa,82.55
2021,1.0,Kalkulu-orriak erabiltzea,16tik 24ra,,Ehunekoa,70.16
2021,1.0,Programazio-lengoaia batean programatzea,16tik 24ra,,Ehunekoa,17.82
2021,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,,Ehunekoa,87.5
2021,1.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,,Ehunekoa,90.82
2021,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,,Ehunekoa,53.26
2021,1.0,,16tik 24ra,,Ehunekoa,95.71
2021,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Araba/Álava,Ehunekoa,84.98
2021,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Araba/Álava,Ehunekoa,71.4
2021,1.0,Kalkulu-orriak erabiltzea,16tik 24ra,Araba/Álava,Ehunekoa,60.36
2021,1.0,Programazio-lengoaia batean programatzea,16tik 24ra,Araba/Álava,Ehunekoa,18.8
2021,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Araba/Álava,Ehunekoa,80.13
2021,1.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Araba/Álava,Ehunekoa,94.25
2021,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Araba/Álava,Ehunekoa,42.22
2021,1.0,,16tik 24ra,Araba/Álava,Ehunekoa,97.21
2021,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Gipuzkoa,Ehunekoa,85.97
2021,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Gipuzkoa,Ehunekoa,82.42
2021,1.0,Kalkulu-orriak erabiltzea,16tik 24ra,Gipuzkoa,Ehunekoa,76.33
2021,1.0,Programazio-lengoaia batean programatzea,16tik 24ra,Gipuzkoa,Ehunekoa,20.33
2021,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Gipuzkoa,Ehunekoa,91.14
2021,1.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Gipuzkoa,Ehunekoa,93.67
2021,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Gipuzkoa,Ehunekoa,55.51
2021,1.0,,16tik 24ra,Gipuzkoa,Ehunekoa,98.26
2021,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Bizkaia,Ehunekoa,89.47
2021,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Bizkaia,Ehunekoa,86.33
2021,1.0,Kalkulu-orriak erabiltzea,16tik 24ra,Bizkaia,Ehunekoa,68.76
2021,1.0,Programazio-lengoaia batean programatzea,16tik 24ra,Bizkaia,Ehunekoa,15.6
2021,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Bizkaia,Ehunekoa,87.19
2021,1.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Bizkaia,Ehunekoa,87.52
2021,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Bizkaia,Ehunekoa,55.21
2021,1.0,,16tik 24ra,Bizkaia,Ehunekoa,93.28
2021,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,,Ehunekoa,59.16
2021,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,,Ehunekoa,41.72
2021,1.0,Kalkulu-orriak erabiltzea,25tik 74ra,,Ehunekoa,43.19
2021,1.0,Programazio-lengoaia batean programatzea,25tik 74ra,,Ehunekoa,5.9
2021,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,,Ehunekoa,58.31
2021,1.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,,Ehunekoa,64.79
2021,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,,Ehunekoa,29.21
2021,1.0,,25tik 74ra,,Ehunekoa,73.44
2021,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Araba/Álava,Ehunekoa,61.18
2021,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Araba/Álava,Ehunekoa,44.79
2021,1.0,Kalkulu-orriak erabiltzea,25tik 74ra,Araba/Álava,Ehunekoa,42.61
2021,1.0,Programazio-lengoaia batean programatzea,25tik 74ra,Araba/Álava,Ehunekoa,6.01
2021,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Araba/Álava,Ehunekoa,60.27
2021,1.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Araba/Álava,Ehunekoa,65.94
2021,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Araba/Álava,Ehunekoa,28.04
2021,1.0,,25tik 74ra,Araba/Álava,Ehunekoa,73.2
2021,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Gipuzkoa,Ehunekoa,56.08
2021,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Gipuzkoa,Ehunekoa,37.52
2021,1.0,Kalkulu-orriak erabiltzea,25tik 74ra,Gipuzkoa,Ehunekoa,39.7
2021,1.0,Programazio-lengoaia batean programatzea,25tik 74ra,Gipuzkoa,Ehunekoa,5.8
2021,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Gipuzkoa,Ehunekoa,56.37
2021,1.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Gipuzkoa,Ehunekoa,62.86
2021,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Gipuzkoa,Ehunekoa,27.05
2021,1.0,,25tik 74ra,Gipuzkoa,Ehunekoa,72.14
2021,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Bizkaia,Ehunekoa,60.48
2021,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Bizkaia,Ehunekoa,43.41
2021,1.0,Kalkulu-orriak erabiltzea,25tik 74ra,Bizkaia,Ehunekoa,45.5
2021,1.0,Programazio-lengoaia batean programatzea,25tik 74ra,Bizkaia,Ehunekoa,5.93
2021,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Bizkaia,Ehunekoa,58.94
2021,1.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Bizkaia,Ehunekoa,65.64
2021,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Bizkaia,Ehunekoa,30.86
2021,1.0,,25tik 74ra,Bizkaia,Ehunekoa,74.31
2021,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,,Ehunekoa,60.25
2021,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,,Ehunekoa,45.07
2021,2.0,Kalkulu-orriak erabiltzea,16tik 74ra,,Ehunekoa,42.32
2021,2.0,Programazio-lengoaia batean programatzea,16tik 74ra,,Ehunekoa,3.14
2021,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,,Ehunekoa,58.63
2021,2.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,,Ehunekoa,61.24
2021,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,,Ehunekoa,23.51
2021,2.0,,16tik 74ra,,Ehunekoa,73.76
2021,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Araba/Álava,Ehunekoa,59.54
2021,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Araba/Álava,Ehunekoa,44.91
2021,2.0,Kalkulu-orriak erabiltzea,16tik 74ra,Araba/Álava,Ehunekoa,43.21
2021,2.0,Programazio-lengoaia batean programatzea,16tik 74ra,Araba/Álava,Ehunekoa,3.69
2021,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Araba/Álava,Ehunekoa,56.3
2021,2.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Araba/Álava,Ehunekoa,61.97
2021,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Araba/Álava,Ehunekoa,24.05
2021,2.0,,16tik 74ra,Araba/Álava,Ehunekoa,74.42
2021,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Gipuzkoa,Ehunekoa,61.84
2021,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Gipuzkoa,Ehunekoa,47.05
2021,2.0,Kalkulu-orriak erabiltzea,16tik 74ra,Gipuzkoa,Ehunekoa,44.01
2021,2.0,Programazio-lengoaia batean programatzea,16tik 74ra,Gipuzkoa,Ehunekoa,2.57
2021,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Gipuzkoa,Ehunekoa,59.99
2021,2.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Gipuzkoa,Ehunekoa,62.05
2021,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Gipuzkoa,Ehunekoa,25.12
2021,2.0,,16tik 74ra,Gipuzkoa,Ehunekoa,75.04
2021,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Bizkaia,Ehunekoa,59.48
2021,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Bizkaia,Ehunekoa,43.91
2021,2.0,Kalkulu-orriak erabiltzea,16tik 74ra,Bizkaia,Ehunekoa,41.04
2021,2.0,Programazio-lengoaia batean programatzea,16tik 74ra,Bizkaia,Ehunekoa,3.34
2021,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Bizkaia,Ehunekoa,58.45
2021,2.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Bizkaia,Ehunekoa,60.56
2021,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Bizkaia,Ehunekoa,22.38
2021,2.0,,16tik 74ra,Bizkaia,Ehunekoa,72.8
2021,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,,Ehunekoa,85.56
2021,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,,Ehunekoa,83.18
2021,2.0,Kalkulu-orriak erabiltzea,16tik 24ra,,Ehunekoa,64.17
2021,2.0,Programazio-lengoaia batean programatzea,16tik 24ra,,Ehunekoa,11.1
2021,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,,Ehunekoa,82.59
2021,2.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,,Ehunekoa,86.29
2021,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,,Ehunekoa,38.31
2021,2.0,,16tik 24ra,,Ehunekoa,96.66
2021,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Araba/Álava,Ehunekoa,86.52
2021,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Araba/Álava,Ehunekoa,83.9
2021,2.0,Kalkulu-orriak erabiltzea,16tik 24ra,Araba/Álava,Ehunekoa,62.48
2021,2.0,Programazio-lengoaia batean programatzea,16tik 24ra,Araba/Álava,Ehunekoa,9.22
2021,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Araba/Álava,Ehunekoa,84.87
2021,2.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Araba/Álava,Ehunekoa,84.23
2021,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Araba/Álava,Ehunekoa,37.98
2021,2.0,,16tik 24ra,Araba/Álava,Ehunekoa,96.29
2021,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Gipuzkoa,Ehunekoa,86.21
2021,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Gipuzkoa,Ehunekoa,87.54
2021,2.0,Kalkulu-orriak erabiltzea,16tik 24ra,Gipuzkoa,Ehunekoa,72.32
2021,2.0,Programazio-lengoaia batean programatzea,16tik 24ra,Gipuzkoa,Ehunekoa,8.26
2021,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Gipuzkoa,Ehunekoa,80.03
2021,2.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Gipuzkoa,Ehunekoa,86.55
2021,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Gipuzkoa,Ehunekoa,37.19
2021,2.0,,16tik 24ra,Gipuzkoa,Ehunekoa,98.66
2021,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Bizkaia,Ehunekoa,84.89
2021,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Bizkaia,Ehunekoa,80.24
2021,2.0,Kalkulu-orriak erabiltzea,16tik 24ra,Bizkaia,Ehunekoa,59.54
2021,2.0,Programazio-lengoaia batean programatzea,16tik 24ra,Bizkaia,Ehunekoa,13.4
2021,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Bizkaia,Ehunekoa,83.57
2021,2.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Bizkaia,Ehunekoa,86.71
2021,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Bizkaia,Ehunekoa,39.11
2021,2.0,,16tik 24ra,Bizkaia,Ehunekoa,95.51
2021,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,,Ehunekoa,57.08
2021,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,,Ehunekoa,40.29
2021,2.0,Kalkulu-orriak erabiltzea,25tik 74ra,,Ehunekoa,39.58
2021,2.0,Programazio-lengoaia batean programatzea,25tik 74ra,,Ehunekoa,2.15
2021,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,,Ehunekoa,55.62
2021,2.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,,Ehunekoa,58.11
2021,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,,Ehunekoa,21.65
2021,2.0,,25tik 74ra,,Ehunekoa,70.9
2021,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Araba/Álava,Ehunekoa,56.25
2021,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Araba/Álava,Ehunekoa,40.16
2021,2.0,Kalkulu-orriak erabiltzea,25tik 74ra,Araba/Álava,Ehunekoa,40.86
2021,2.0,Programazio-lengoaia batean programatzea,25tik 74ra,Araba/Álava,Ehunekoa,3.01
2021,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Araba/Álava,Ehunekoa,52.82
2021,2.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Araba/Álava,Ehunekoa,59.26
2021,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Araba/Álava,Ehunekoa,22.35
2021,2.0,,25tik 74ra,Araba/Álava,Ehunekoa,71.75
2021,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Gipuzkoa,Ehunekoa,58.7
2021,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Gipuzkoa,Ehunekoa,41.83
2021,2.0,Kalkulu-orriak erabiltzea,25tik 74ra,Gipuzkoa,Ehunekoa,40.36
2021,2.0,Programazio-lengoaia batean programatzea,25tik 74ra,Gipuzkoa,Ehunekoa,1.84
