Year,Value,Units,Series,GeoCode
2020,54.7,PT,AG_LND_FRST,
2021,54.8,PT,AG_LND_FRST,
2022,54.8,PT,AG_LND_FRST,
2019,54.5,PT,AG_LND_FRST,
2010,54.9,PT,AG_LND_FRST,
2018,54.2,PT,AG_LND_FRST,
2016,54.9,PT,AG_LND_FRST,
2019,42.1,PT,AG_LND_PUB,
2022,42.1,PT,AG_LND_PUB,
2016,41.7,PT,AG_LND_PUB,
2018,42.1,PT,AG_LND_PUB,
2021,41.9,PT,AG_LND_PUB,
2020,42.0,PT,AG_LND_PUB,
