Year,Value,Units,Series
2010,-17.2,IX,ES_090401_06
2011,-25.9,IX,ES_090401_06
2012,-21.6,IX,ES_090401_06
2013,-28.6,IX,ES_090401_06
2014,-29.3,IX,ES_090401_06
2015,-27.8,IX,ES_090401_06
2016,-28.0,IX,ES_090401_06
2017,-25.7,IX,ES_090401_06
2018,-26.9,IX,ES_090401_06
2019,-23.1,IX,ES_090401_06
2020,-32.3,IX,ES_090401_06
2021,-26.5,IX,ES_090401_06
2022,-20.6,IX,ES_090401_06
