Year,Value,Units,Series
2013,35.6,PT,EU_OVWGT_Y2T17
2017,13.8,PT,EU_OVWGT_GE18
2018,12.8,PT,EU_OVWGT_GE18
2014,13.0,PT,EU_OVWGT_GE18
2011,15.3,PT,EU_OVWGT_GE18
2013,14.5,PT,EU_OVWGT_GE18
2023,36.1,PT,EU_OVWGT_Y2T17
2018,33.4,PT,EU_OVWGT_Y2T17
2023,14.0,PT,EU_OVWGT_GE18
2019,13.5,PT,EU_OVWGT_GE18
