Year,Value,Units,Series
2008,12.58,PT,_L_ES_010202_1A
2012,14.71,PT,_L_ES_010202_1A
2014,16.67,PT,_L_ES_010202_1A
2016,15.59,PT,_L_ES_010202_1A
2018,15.12,PT,_L_ES_010202_1A
2020,13.38,PT,_L_ES_010202_1A
2022,14.59,PT,_L_ES_010202_1A
