Year,Value,Units,Series
2012,26.19,PT,_L_ES_010A02_01
2014,27.16,PT,_L_ES_010A02_01
2015,27.26,PT,_L_ES_010A02_01
2016,27.01,PT,_L_ES_010A02_01
2017,26.84,PT,_L_ES_010A02_01
2018,27.15,PT,_L_ES_010A02_01
2019,27.7,PT,_L_ES_010A02_01
2020,27.43,PT,_L_ES_010A02_01
2021,26.96,PT,_L_ES_010A02_01
2022,26.65,PT,_L_ES_010A02_01
