Year,Value,Units,Series
2008,4.52,PT,_L_ES_010201_2A
2012,7.14,PT,_L_ES_010201_2A
2016,7.65,PT,_L_ES_010201_2A
2020,8.61,PT,_L_ES_010201_2A
