Year,Value,Units,Series
2012,82.67,YR,UE_LE_Y0
2010,82.36,YR,UE_LE_Y0
2013,83.09,YR,UE_LE_Y0
2020,83.09,YR,UE_LE_Y0
2016,83.35,YR,UE_LE_Y0
2015,82.97,YR,UE_LE_Y0
2011,82.39,YR,UE_LE_Y0
2014,83.26,YR,UE_LE_Y0
2017,83.48,YR,UE_LE_Y0
2022,83.36,YR,UE_LE_Y0
2021,83.69,YR,UE_LE_Y0
2018,83.59,YR,UE_LE_Y0
2019,83.9,YR,UE_LE_Y0
