Year,Value,Units,Series
2012,26.19,Porcentaje,_L_ES_010A02_01
2014,27.16,Porcentaje,_L_ES_010A02_01
2015,27.26,Porcentaje,_L_ES_010A02_01
2016,27.01,Porcentaje,_L_ES_010A02_01
2017,26.84,Porcentaje,_L_ES_010A02_01
2018,27.15,Porcentaje,_L_ES_010A02_01
2019,27.7,Porcentaje,_L_ES_010A02_01
2020,27.43,Porcentaje,_L_ES_010A02_01
2021,26.96,Porcentaje,_L_ES_010A02_01
2022,26.65,Porcentaje,_L_ES_010A02_01
