Year,Value,Units,Series
2023,467682907.7,Euros,EU_EXP_RGI
2023,50169917.0,Euros,EU_EXP_AES
2020,44411720.1,Euros,EU_EXP_AES
2021,46360701.9,Euros,EU_EXP_AES
2020,449871225.6,Euros,EU_EXP_RGI
2019,422486652.7,Euros,EU_EXP_RGI
2021,426611597.6,Euros,EU_EXP_RGI
2022,379621575.8,Euros,EU_EXP_RGI
2022,48425936.7,Euros,EU_EXP_AES
