Year,Value,Units,Series
2018,26.7,Porcentaje,Diru-sarrera erabilgarri baliokidearen Gini indizea (postfiskala)
2014,27.1,Porcentaje,Diru-sarrera erabilgarri baliokidearen Gini indizea (postfiskala)
2016,25.8,Porcentaje,Diru-sarrera erabilgarri baliokidearen Gini indizea (postfiskala)
2022,26.9,Porcentaje,Diru-sarrera erabilgarri baliokidearen Gini indizea (postfiskala)
2020,28.2,Porcentaje,Diru-sarrera erabilgarri baliokidearen Gini indizea (postfiskala)
2012,25.3,Porcentaje,Diru-sarrera erabilgarri baliokidearen Gini indizea (postfiskala)
