Year,Series,Tipo de tecnología renovable,Territorio,Comarca,Municipio,Units,GeoCode,Value
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ondarroa,Watts per cápita,Ondarroa,0.0
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ondarroa,Watts per cápita,Ondarroa,0.0
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ondarroa,Watts per cápita,Ondarroa,0.0
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ondarroa,Watts per cápita,Ondarroa,0.0
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ondarroa,Watts per cápita,Ondarroa,0.0
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ondarroa,Watts per cápita,Ondarroa,0.0
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ondarroa,Watts per cápita,Ondarroa,0.0
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ondarroa,Watts per cápita,Ondarroa,0.0
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ondarroa,Watts per cápita,Ondarroa,0.0
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ondarroa,Watts per cápita,Ondarroa,0.0
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ondarroa,Watts per cápita,Ondarroa,0.0
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ondarroa,Watts per cápita,Ondarroa,0.0
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Oñati,Watts per cápita,Oñati,4917.0
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Oñati,Watts per cápita,Oñati,4870.9
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Oñati,Watts per cápita,Oñati,4885.1
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Oñati,Watts per cápita,Oñati,4845.6
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Oñati,Watts per cápita,Oñati,4976.1
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Oñati,Watts per cápita,Oñati,4917.0
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Oñati,Watts per cápita,Oñati,4810.9
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Oñati,Watts per cápita,Oñati,4802.9
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Oñati,Watts per cápita,Oñati,4855.4
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Oñati,Watts per cápita,Oñati,4952.8
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Oñati,Watts per cápita,Oñati,4850.7
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Oñati,Watts per cápita,Oñati,5029.7
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Oñati,Watts per cápita,Oñati,4792.1
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ordizia,Watts per cápita,Ordizia,0.0
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ordizia,Watts per cápita,Ordizia,0.0
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ordizia,Watts per cápita,Ordizia,0.0
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ordizia,Watts per cápita,Ordizia,0.0
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ordizia,Watts per cápita,Ordizia,0.0
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ordizia,Watts per cápita,Ordizia,0.0
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ordizia,Watts per cápita,Ordizia,0.0
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ordizia,Watts per cápita,Ordizia,0.0
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ordizia,Watts per cápita,Ordizia,0.0
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ordizia,Watts per cápita,Ordizia,0.0
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ordizia,Watts per cápita,Ordizia,0.0
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ordizia,Watts per cápita,Ordizia,0.0
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ordizia,Watts per cápita,Ordizia,0.0
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orendain,Watts per cápita,Orendain,0.0
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orendain,Watts per cápita,Orendain,0.0
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orendain,Watts per cápita,Orendain,0.0
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orendain,Watts per cápita,Orendain,0.0
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orendain,Watts per cápita,Orendain,0.0
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orendain,Watts per cápita,Orendain,0.0
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orendain,Watts per cápita,Orendain,0.0
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orendain,Watts per cápita,Orendain,0.0
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orendain,Watts per cápita,Orendain,0.0
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orendain,Watts per cápita,Orendain,0.0
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orendain,Watts per cápita,Orendain,0.0
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orendain,Watts per cápita,Orendain,0.0
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orendain,Watts per cápita,Orendain,0.0
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orexa,Watts per cápita,Orexa,0.0
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orexa,Watts per cápita,Orexa,0.0
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orexa,Watts per cápita,Orexa,0.0
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orexa,Watts per cápita,Orexa,0.0
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orexa,Watts per cápita,Orexa,0.0
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orexa,Watts per cápita,Orexa,0.0
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orexa,Watts per cápita,Orexa,0.0
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orexa,Watts per cápita,Orexa,0.0
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orexa,Watts per cápita,Orexa,0.0
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orexa,Watts per cápita,Orexa,0.0
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orexa,Watts per cápita,Orexa,0.0
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orexa,Watts per cápita,Orexa,0.0
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orexa,Watts per cápita,Orexa,0.0
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orio,Watts per cápita,Orio,0.0
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orio,Watts per cápita,Orio,0.0
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orio,Watts per cápita,Orio,0.0
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orio,Watts per cápita,Orio,0.0
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orio,Watts per cápita,Orio,0.0
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orio,Watts per cápita,Orio,0.0
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orio,Watts per cápita,Orio,0.0
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orio,Watts per cápita,Orio,0.0
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orio,Watts per cápita,Orio,0.0
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orio,Watts per cápita,Orio,0.0
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orio,Watts per cápita,Orio,0.0
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orio,Watts per cápita,Orio,0.0
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orio,Watts per cápita,Orio,0.0
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ormaiztegi,Watts per cápita,Ormaiztegi,0.0
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ormaiztegi,Watts per cápita,Ormaiztegi,0.0
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ormaiztegi,Watts per cápita,Ormaiztegi,0.0
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ormaiztegi,Watts per cápita,Ormaiztegi,0.0
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ormaiztegi,Watts per cápita,Ormaiztegi,0.0
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ormaiztegi,Watts per cápita,Ormaiztegi,0.0
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ormaiztegi,Watts per cápita,Ormaiztegi,0.0
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ormaiztegi,Watts per cápita,Ormaiztegi,0.0
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ormaiztegi,Watts per cápita,Ormaiztegi,0.0
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ormaiztegi,Watts per cápita,Ormaiztegi,0.0
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ormaiztegi,Watts per cápita,Ormaiztegi,0.0
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ormaiztegi,Watts per cápita,Ormaiztegi,0.0
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ormaiztegi,Watts per cápita,Ormaiztegi,0.0
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orozko,Watts per cápita,Orozko,1534.9
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orozko,Watts per cápita,Orozko,1253.3
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orozko,Watts per cápita,Orozko,1209.2
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orozko,Watts per cápita,Orozko,1252.4
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orozko,Watts per cápita,Orozko,1587.2
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orozko,Watts per cápita,Orozko,1254.3
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orozko,Watts per cápita,Orozko,1257.6
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orozko,Watts per cápita,Orozko,1200.0
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orozko,Watts per cápita,Orozko,1261.0
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orozko,Watts per cápita,Orozko,1207.5
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orozko,Watts per cápita,Orozko,1262.9
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orozko,Watts per cápita,Orozko,1260.5
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Orozko,Watts per cápita,Orozko,1255.2
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ortuella,Watts per cápita,Ortuella,0.0
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ortuella,Watts per cápita,Ortuella,0.0
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ortuella,Watts per cápita,Ortuella,0.0
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ortuella,Watts per cápita,Ortuella,0.0
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ortuella,Watts per cápita,Ortuella,0.0
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ortuella,Watts per cápita,Ortuella,0.0
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ortuella,Watts per cápita,Ortuella,0.0
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Hidraúlica,,,Ortuella,Watts per cápita,Ortuella,0.0
