Year,Lurraldea,Eskualdea,Udalerria,Units,GeoCode,Value
2013,,,Sopuerta,Ehunekoa,Sopuerta,0.0
2014,,,Sopuerta,Ehunekoa,Sopuerta,0.0
2015,,,Sopuerta,Ehunekoa,Sopuerta,0.0
2016,,,Sopuerta,Ehunekoa,Sopuerta,0.02
2017,,,Sopuerta,Ehunekoa,Sopuerta,0.02
2018,,,Sopuerta,Ehunekoa,Sopuerta,0.02
2019,,,Sopuerta,Ehunekoa,Sopuerta,0.02
2020,,,Sopuerta,Ehunekoa,Sopuerta,0.02
2021,,,Sopuerta,Ehunekoa,Sopuerta,0.02
2010,,,Trucios-Turtzioz,Ehunekoa,Trucios-Turtzioz,0.0
2011,,,Trucios-Turtzioz,Ehunekoa,Trucios-Turtzioz,0.35
2012,,,Trucios-Turtzioz,Ehunekoa,Trucios-Turtzioz,0.0
2013,,,Trucios-Turtzioz,Ehunekoa,Trucios-Turtzioz,0.0
2014,,,Trucios-Turtzioz,Ehunekoa,Trucios-Turtzioz,0.0
2015,,,Trucios-Turtzioz,Ehunekoa,Trucios-Turtzioz,0.0
2016,,,Trucios-Turtzioz,Ehunekoa,Trucios-Turtzioz,0.0
2017,,,Trucios-Turtzioz,Ehunekoa,Trucios-Turtzioz,0.0
2018,,,Trucios-Turtzioz,Ehunekoa,Trucios-Turtzioz,0.0
2019,,,Trucios-Turtzioz,Ehunekoa,Trucios-Turtzioz,0.0
2020,,,Trucios-Turtzioz,Ehunekoa,Trucios-Turtzioz,0.0
2021,,,Trucios-Turtzioz,Ehunekoa,Trucios-Turtzioz,0.0
2010,,,Ubide,Ehunekoa,Ubide,0.0
2011,,,Ubide,Ehunekoa,Ubide,0.0
2012,,,Ubide,Ehunekoa,Ubide,0.0
2013,,,Ubide,Ehunekoa,Ubide,0.0
2014,,,Ubide,Ehunekoa,Ubide,0.0
2015,,,Ubide,Ehunekoa,Ubide,0.0
2016,,,Ubide,Ehunekoa,Ubide,0.0
2017,,,Ubide,Ehunekoa,Ubide,18.67
2018,,,Ubide,Ehunekoa,Ubide,0.0
2019,,,Ubide,Ehunekoa,Ubide,0.0
2020,,,Ubide,Ehunekoa,Ubide,0.0
2021,,,Ubide,Ehunekoa,Ubide,0.0
2010,,,Urduliz,Ehunekoa,Urduliz,0.19
2011,,,Urduliz,Ehunekoa,Urduliz,0.25
2012,,,Urduliz,Ehunekoa,Urduliz,0.26
2013,,,Urduliz,Ehunekoa,Urduliz,0.26
2014,,,Urduliz,Ehunekoa,Urduliz,0.17
2015,,,Urduliz,Ehunekoa,Urduliz,0.17
2016,,,Urduliz,Ehunekoa,Urduliz,0.0
2017,,,Urduliz,Ehunekoa,Urduliz,0.0
2018,,,Urduliz,Ehunekoa,Urduliz,0.0
2019,,,Urduliz,Ehunekoa,Urduliz,0.0
2020,,,Urduliz,Ehunekoa,Urduliz,0.0
2021,,,Urduliz,Ehunekoa,Urduliz,0.0
2010,,,Balmaseda,Ehunekoa,Balmaseda,0.0
2011,,,Balmaseda,Ehunekoa,Balmaseda,0.0
2012,,,Balmaseda,Ehunekoa,Balmaseda,0.0
2013,,,Balmaseda,Ehunekoa,Balmaseda,0.0
2014,,,Balmaseda,Ehunekoa,Balmaseda,0.0
2015,,,Balmaseda,Ehunekoa,Balmaseda,0.0
2016,,,Balmaseda,Ehunekoa,Balmaseda,0.0
2017,,,Balmaseda,Ehunekoa,Balmaseda,0.0
2018,,,Balmaseda,Ehunekoa,Balmaseda,0.0
2019,,,Balmaseda,Ehunekoa,Balmaseda,0.0
2020,,,Balmaseda,Ehunekoa,Balmaseda,0.0
2021,,,Balmaseda,Ehunekoa,Balmaseda,0.0
2010,,,Atxondo,Ehunekoa,Atxondo,0.98
2011,,,Atxondo,Ehunekoa,Atxondo,1.27
2012,,,Atxondo,Ehunekoa,Atxondo,1.25
2013,,,Atxondo,Ehunekoa,Atxondo,1.25
2014,,,Atxondo,Ehunekoa,Atxondo,1.07
2015,,,Atxondo,Ehunekoa,Atxondo,1.07
2016,,,Atxondo,Ehunekoa,Atxondo,0.92
2017,,,Atxondo,Ehunekoa,Atxondo,0.92
2018,,,Atxondo,Ehunekoa,Atxondo,0.75
2019,,,Atxondo,Ehunekoa,Atxondo,0.63
2020,,,Atxondo,Ehunekoa,Atxondo,0.71
2021,,,Atxondo,Ehunekoa,Atxondo,1.4
2010,,,Bedia,Ehunekoa,Bedia,0.0
2011,,,Bedia,Ehunekoa,Bedia,0.0
2012,,,Bedia,Ehunekoa,Bedia,0.0
2013,,,Bedia,Ehunekoa,Bedia,0.0
2014,,,Bedia,Ehunekoa,Bedia,0.0
2015,,,Bedia,Ehunekoa,Bedia,0.0
2016,,,Bedia,Ehunekoa,Bedia,0.0
2017,,,Bedia,Ehunekoa,Bedia,0.0
2018,,,Bedia,Ehunekoa,Bedia,0.0
2019,,,Bedia,Ehunekoa,Bedia,0.0
2020,,,Bedia,Ehunekoa,Bedia,0.0
2021,,,Bedia,Ehunekoa,Bedia,0.0
2010,,,Areatza,Ehunekoa,Areatza,0.0
2011,,,Areatza,Ehunekoa,Areatza,0.0
2012,,,Areatza,Ehunekoa,Areatza,0.49
2013,,,Areatza,Ehunekoa,Areatza,0.49
2014,,,Areatza,Ehunekoa,Areatza,0.44
2015,,,Areatza,Ehunekoa,Areatza,0.44
2016,,,Areatza,Ehunekoa,Areatza,0.44
2017,,,Areatza,Ehunekoa,Areatza,0.44
2018,,,Areatza,Ehunekoa,Areatza,0.44
2019,,,Areatza,Ehunekoa,Areatza,0.43
2020,,,Areatza,Ehunekoa,Areatza,0.59
2021,,,Areatza,Ehunekoa,Areatza,21.08
2010,,,Igorre,Ehunekoa,Igorre,0.75
2011,,,Igorre,Ehunekoa,Igorre,0.75
2012,,,Igorre,Ehunekoa,Igorre,0.74
2013,,,Igorre,Ehunekoa,Igorre,2.6
2014,,,Igorre,Ehunekoa,Igorre,2.23
2015,,,Igorre,Ehunekoa,Igorre,6.06
2016,,,Igorre,Ehunekoa,Igorre,6.04
2017,,,Igorre,Ehunekoa,Igorre,5.98
2018,,,Igorre,Ehunekoa,Igorre,5.99
2019,,,Igorre,Ehunekoa,Igorre,9.69
2020,,,Igorre,Ehunekoa,Igorre,9.77
2021,,,Igorre,Ehunekoa,Igorre,9.36
2010,,,Zaldibar,Ehunekoa,Zaldibar,0.0
2011,,,Zaldibar,Ehunekoa,Zaldibar,0.0
2012,,,Zaldibar,Ehunekoa,Zaldibar,0.0
2013,,,Zaldibar,Ehunekoa,Zaldibar,0.0
2014,,,Zaldibar,Ehunekoa,Zaldibar,0.0
2015,,,Zaldibar,Ehunekoa,Zaldibar,0.0
2016,,,Zaldibar,Ehunekoa,Zaldibar,0.0
2017,,,Zaldibar,Ehunekoa,Zaldibar,0.0
2018,,,Zaldibar,Ehunekoa,Zaldibar,0.0
2019,,,Zaldibar,Ehunekoa,Zaldibar,0.0
2020,,,Zaldibar,Ehunekoa,Zaldibar,0.0
2021,,,Zaldibar,Ehunekoa,Zaldibar,0.0
2010,,,Zalla,Ehunekoa,Zalla,0.0
2011,,,Zalla,Ehunekoa,Zalla,0.0
2012,,,Zalla,Ehunekoa,Zalla,0.0
2013,,,Zalla,Ehunekoa,Zalla,0.0
2014,,,Zalla,Ehunekoa,Zalla,0.09
2015,,,Zalla,Ehunekoa,Zalla,0.12
2016,,,Zalla,Ehunekoa,Zalla,0.11
2017,,,Zalla,Ehunekoa,Zalla,0.12
2018,,,Zalla,Ehunekoa,Zalla,0.12
2019,,,Zalla,Ehunekoa,Zalla,0.11
2020,,,Zalla,Ehunekoa,Zalla,0.09
2021,,,Zalla,Ehunekoa,Zalla,0.09
2010,,,Zaratamo,Ehunekoa,Zaratamo,0.0
2011,,,Zaratamo,Ehunekoa,Zaratamo,0.0
2012,,,Zaratamo,Ehunekoa,Zaratamo,0.0
2013,,,Zaratamo,Ehunekoa,Zaratamo,0.0
2014,,,Zaratamo,Ehunekoa,Zaratamo,0.0
2015,,,Zaratamo,Ehunekoa,Zaratamo,0.0
2016,,,Zaratamo,Ehunekoa,Zaratamo,0.0
2017,,,Zaratamo,Ehunekoa,Zaratamo,0.0
2018,,,Zaratamo,Ehunekoa,Zaratamo,0.0
2019,,,Zaratamo,Ehunekoa,Zaratamo,0.0
2020,,,Zaratamo,Ehunekoa,Zaratamo,0.0
2021,,,Zaratamo,Ehunekoa,Zaratamo,0.0
2010,,,Derio,Ehunekoa,Derio,0.0
2011,,,Derio,Ehunekoa,Derio,0.0
2012,,,Derio,Ehunekoa,Derio,0.0
2013,,,Derio,Ehunekoa,Derio,0.0
2014,,,Derio,Ehunekoa,Derio,0.0
2015,,,Derio,Ehunekoa,Derio,0.93
2016,,,Derio,Ehunekoa,Derio,1.87
2017,,,Derio,Ehunekoa,Derio,2.56
2018,,,Derio,Ehunekoa,Derio,2.56
2019,,,Derio,Ehunekoa,Derio,2.96
2020,,,Derio,Ehunekoa,Derio,1.54
2021,,,Derio,Ehunekoa,Derio,1.54
2010,,,Erandio,Ehunekoa,Erandio,0.07
2011,,,Erandio,Ehunekoa,Erandio,0.07
2012,,,Erandio,Ehunekoa,Erandio,0.09
2013,,,Erandio,Ehunekoa,Erandio,0.09
2014,,,Erandio,Ehunekoa,Erandio,0.07
2015,,,Erandio,Ehunekoa,Erandio,0.17
2016,,,Erandio,Ehunekoa,Erandio,0.22
2017,,,Erandio,Ehunekoa,Erandio,0.23
2018,,,Erandio,Ehunekoa,Erandio,0.3
2019,,,Erandio,Ehunekoa,Erandio,3.85
2020,,,Erandio,Ehunekoa,Erandio,3.89
2021,,,Erandio,Ehunekoa,Erandio,4.52
2010,,,Loiu,Ehunekoa,Loiu,0.0
2011,,,Loiu,Ehunekoa,Loiu,0.0
2012,,,Loiu,Ehunekoa,Loiu,0.0
2013,,,Loiu,Ehunekoa,Loiu,0.0
2014,,,Loiu,Ehunekoa,Loiu,0.06
2015,,,Loiu,Ehunekoa,Loiu,0.44
2016,,,Loiu,Ehunekoa,Loiu,0.59
2017,,,Loiu,Ehunekoa,Loiu,0.62
2018,,,Loiu,Ehunekoa,Loiu,0.7
2019,,,Loiu,Ehunekoa,Loiu,0.66
2020,,,Loiu,Ehunekoa,Loiu,0.57
2021,,,Loiu,Ehunekoa,Loiu,0.63
2010,,,Sondika,Ehunekoa,Sondika,0.0
2011,,,Sondika,Ehunekoa,Sondika,0.0
2012,,,Sondika,Ehunekoa,Sondika,0.0
2013,,,Sondika,Ehunekoa,Sondika,0.0
2014,,,Sondika,Ehunekoa,Sondika,0.0
2015,,,Sondika,Ehunekoa,Sondika,0.0
2016,,,Sondika,Ehunekoa,Sondika,0.0
2017,,,Sondika,Ehunekoa,Sondika,0.0
2018,,,Sondika,Ehunekoa,Sondika,0.0
2019,,,Sondika,Ehunekoa,Sondika,0.0
2020,,,Sondika,Ehunekoa,Sondika,0.0
2021,,,Sondika,Ehunekoa,Sondika,0.0
2010,,,Zamudio,Ehunekoa,Zamudio,0.11
2011,,,Zamudio,Ehunekoa,Zamudio,0.22
2012,,,Zamudio,Ehunekoa,Zamudio,0.83
2013,,,Zamudio,Ehunekoa,Zamudio,0.75
2014,,,Zamudio,Ehunekoa,Zamudio,0.47
2015,,,Zamudio,Ehunekoa,Zamudio,1.53
2016,,,Zamudio,Ehunekoa,Zamudio,1.46
2017,,,Zamudio,Ehunekoa,Zamudio,1.93
2018,,,Zamudio,Ehunekoa,Zamudio,1.64
2019,,,Zamudio,Ehunekoa,Zamudio,1.7
2020,,,Zamudio,Ehunekoa,Zamudio,1.76
2021,,,Zamudio,Ehunekoa,Zamudio,1.75
2010,,,Forua,Ehunekoa,Forua,0.24
2011,,,Forua,Ehunekoa,Forua,0.24
2012,,,Forua,Ehunekoa,Forua,0.24
2013,,,Forua,Ehunekoa,Forua,0.1
2014,,,Forua,Ehunekoa,Forua,0.24
2015,,,Forua,Ehunekoa,Forua,0.24
2016,,,Forua,Ehunekoa,Forua,0.2
2017,,,Forua,Ehunekoa,Forua,0.1
2018,,,Forua,Ehunekoa,Forua,0.1
2019,,,Forua,Ehunekoa,Forua,0.25
2020,,,Forua,Ehunekoa,Forua,0.64
2021,,,Forua,Ehunekoa,Forua,0.64
2010,,,Kortezubi,Ehunekoa,Kortezubi,0.0
2011,,,Kortezubi,Ehunekoa,Kortezubi,0.0
2012,,,Kortezubi,Ehunekoa,Kortezubi,1.4
2013,,,Kortezubi,Ehunekoa,Kortezubi,1.4
2014,,,Kortezubi,Ehunekoa,Kortezubi,0.23
2015,,,Kortezubi,Ehunekoa,Kortezubi,0.24
2016,,,Kortezubi,Ehunekoa,Kortezubi,0.44
2017,,,Kortezubi,Ehunekoa,Kortezubi,0.48
2018,,,Kortezubi,Ehunekoa,Kortezubi,0.33
2019,,,Kortezubi,Ehunekoa,Kortezubi,0.34
2020,,,Kortezubi,Ehunekoa,Kortezubi,0.34
2021,,,Kortezubi,Ehunekoa,Kortezubi,0.96
2010,,,Murueta,Ehunekoa,Murueta,0.0
2011,,,Murueta,Ehunekoa,Murueta,0.0
2012,,,Murueta,Ehunekoa,Murueta,0.0
2013,,,Murueta,Ehunekoa,Murueta,0.0
2014,,,Murueta,Ehunekoa,Murueta,0.0
2015,,,Murueta,Ehunekoa,Murueta,0.0
2016,,,Murueta,Ehunekoa,Murueta,0.0
2017,,,Murueta,Ehunekoa,Murueta,0.0
2018,,,Murueta,Ehunekoa,Murueta,0.0
2019,,,Murueta,Ehunekoa,Murueta,0.0
2020,,,Murueta,Ehunekoa,Murueta,0.0
2021,,,Murueta,Ehunekoa,Murueta,0.0
2010,,,Nabarniz,Ehunekoa,Nabarniz,0.0
2011,,,Nabarniz,Ehunekoa,Nabarniz,0.0
2012,,,Nabarniz,Ehunekoa,Nabarniz,0.0
2013,,,Nabarniz,Ehunekoa,Nabarniz,0.0
2014,,,Nabarniz,Ehunekoa,Nabarniz,0.0
2015,,,Nabarniz,Ehunekoa,Nabarniz,0.0
2016,,,Nabarniz,Ehunekoa,Nabarniz,0.0
2017,,,Nabarniz,Ehunekoa,Nabarniz,0.0
2018,,,Nabarniz,Ehunekoa,Nabarniz,0.0
2019,,,Nabarniz,Ehunekoa,Nabarniz,0.0
2020,,,Nabarniz,Ehunekoa,Nabarniz,0.0
2021,,,Nabarniz,Ehunekoa,Nabarniz,0.0
2010,,,Iurreta,Ehunekoa,Iurreta,0.49
2011,,,Iurreta,Ehunekoa,Iurreta,0.65
2012,,,Iurreta,Ehunekoa,Iurreta,0.65
2013,,,Iurreta,Ehunekoa,Iurreta,0.66
2014,,,Iurreta,Ehunekoa,Iurreta,0.53
2015,,,Iurreta,Ehunekoa,Iurreta,0.6
2016,,,Iurreta,Ehunekoa,Iurreta,0.61
2017,,,Iurreta,Ehunekoa,Iurreta,0.61
2018,,,Iurreta,Ehunekoa,Iurreta,0.69
2019,,,Iurreta,Ehunekoa,Iurreta,0.9
2020,,,Iurreta,Ehunekoa,Iurreta,1.51
2021,,,Iurreta,Ehunekoa,Iurreta,1.17
2010,,,Ajangiz,Ehunekoa,Ajangiz,1.03
2011,,,Ajangiz,Ehunekoa,Ajangiz,2.33
2012,,,Ajangiz,Ehunekoa,Ajangiz,2.33
2013,,,Ajangiz,Ehunekoa,Ajangiz,2.63
2014,,,Ajangiz,Ehunekoa,Ajangiz,2.49
2015,,,Ajangiz,Ehunekoa,Ajangiz,2.23
2016,,,Ajangiz,Ehunekoa,Ajangiz,2.07
2017,,,Ajangiz,Ehunekoa,Ajangiz,2.05
2018,,,Ajangiz,Ehunekoa,Ajangiz,2.04
2019,,,Ajangiz,Ehunekoa,Ajangiz,2.08
2020,,,Ajangiz,Ehunekoa,Ajangiz,2.08
2021,,,Ajangiz,Ehunekoa,Ajangiz,2.19
2010,,,Alonsotegi,Ehunekoa,Alonsotegi,0.0
2011,,,Alonsotegi,Ehunekoa,Alonsotegi,0.0
2012,,,Alonsotegi,Ehunekoa,Alonsotegi,0.61
2013,,,Alonsotegi,Ehunekoa,Alonsotegi,0.13
2014,,,Alonsotegi,Ehunekoa,Alonsotegi,0.26
2015,,,Alonsotegi,Ehunekoa,Alonsotegi,0.04
2016,,,Alonsotegi,Ehunekoa,Alonsotegi,0.04
2017,,,Alonsotegi,Ehunekoa,Alonsotegi,0.05
2018,,,Alonsotegi,Ehunekoa,Alonsotegi,0.05
2019,,,Alonsotegi,Ehunekoa,Alonsotegi,0.05
2020,,,Alonsotegi,Ehunekoa,Alonsotegi,0.05
2021,,,Alonsotegi,Ehunekoa,Alonsotegi,0.0
2010,,,Zierbena,Ehunekoa,Zierbena,0.0
2011,,,Zierbena,Ehunekoa,Zierbena,0.0
2012,,,Zierbena,Ehunekoa,Zierbena,0.0
2013,,,Zierbena,Ehunekoa,Zierbena,0.0
2014,,,Zierbena,Ehunekoa,Zierbena,0.0
2015,,,Zierbena,Ehunekoa,Zierbena,0.0
2016,,,Zierbena,Ehunekoa,Zierbena,0.0
2017,,,Zierbena,Ehunekoa,Zierbena,0.0
2018,,,Zierbena,Ehunekoa,Zierbena,0.06
2019,,,Zierbena,Ehunekoa,Zierbena,0.16
2020,,,Zierbena,Ehunekoa,Zierbena,0.16
2021,,,Zierbena,Ehunekoa,Zierbena,0.16
2010,,,Arratzu,Ehunekoa,Arratzu,0.57
2011,,,Arratzu,Ehunekoa,Arratzu,0.57
2012,,,Arratzu,Ehunekoa,Arratzu,0.57
2013,,,Arratzu,Ehunekoa,Arratzu,0.57
2014,,,Arratzu,Ehunekoa,Arratzu,0.57
2015,,,Arratzu,Ehunekoa,Arratzu,0.57
2016,,,Arratzu,Ehunekoa,Arratzu,0.57
2017,,,Arratzu,Ehunekoa,Arratzu,0.57
2018,,,Arratzu,Ehunekoa,Arratzu,0.57
2019,,,Arratzu,Ehunekoa,Arratzu,0.56
2020,,,Arratzu,Ehunekoa,Arratzu,0.57
2021,,,Arratzu,Ehunekoa,Arratzu,0.57
2019,,,Ziortza-Bolibar,Ehunekoa,Ziortza-Bolibar,20.18
2020,,,Ziortza-Bolibar,Ehunekoa,Ziortza-Bolibar,20.18
2021,,,Ziortza-Bolibar,Ehunekoa,Ziortza-Bolibar,20.18
2010,,,,Ehunekoa,,0.76
2011,,,,Ehunekoa,,0.85
2012,,,,Ehunekoa,,1.05
2013,,,,Ehunekoa,,1.13
2014,,,,Ehunekoa,,1.05
2015,,,,Ehunekoa,,1.09
2016,,,,Ehunekoa,,1.17
2017,,,,Ehunekoa,,1.56
2018,,,,Ehunekoa,,1.65
2019,,,,Ehunekoa,,2.09
2020,,,,Ehunekoa,,2.63
2021,,,,Ehunekoa,,2.91
