Year,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2020,,,Erriberagoitia / Ribera Alta,PER_10000,Erriberagoitia / Ribera Alta,27.1
2021,,,Erriberagoitia / Ribera Alta,PER_10000,Erriberagoitia / Ribera Alta,52.5
2023,,,Erriberagoitia / Ribera Alta,PER_10000,Erriberagoitia / Ribera Alta,0.0
2023,,,Errigoiti,PER_10000,Errigoiti,43.7
2022,,,Errigoiti,PER_10000,Errigoiti,43.9
2021,,,Errigoiti,PER_10000,Errigoiti,45.2
2019,,,Errigoiti,PER_10000,Errigoiti,45.0
2020,,,Errigoiti,PER_10000,Errigoiti,90.5
2022,,,Eskoriatza,PER_10000,Eskoriatza,43.5
2023,,,Eskoriatza,PER_10000,Eskoriatza,43.3
2019,,,Eskoriatza,PER_10000,Eskoriatza,14.7
2021,,,Eskoriatza,PER_10000,Eskoriatza,53.5
2020,,,Eskoriatza,PER_10000,Eskoriatza,4.9
2019,,,Etxebarri,PER_10000,Etxebarri,24.5
2022,,,Etxebarri,PER_10000,Etxebarri,25.3
2023,,,Etxebarri,PER_10000,Etxebarri,30.2
2021,,,Etxebarri,PER_10000,Etxebarri,24.0
2020,,,Etxebarri,PER_10000,Etxebarri,45.0
2019,,,Etxebarria,PER_10000,Etxebarria,26.0
2023,,,Etxebarria,PER_10000,Etxebarria,0.0
2020,,,Etxebarria,PER_10000,Etxebarria,27.3
2022,,,Etxebarria,PER_10000,Etxebarria,57.5
2021,,,Etxebarria,PER_10000,Etxebarria,0.0
2021,,,Ezkio-Itsaso,PER_10000,Ezkio-Itsaso,0.0
2019,,,Ezkio-Itsaso,PER_10000,Ezkio-Itsaso,0.0
2022,,,Ezkio-Itsaso,PER_10000,Ezkio-Itsaso,33.2
2020,,,Ezkio-Itsaso,PER_10000,Ezkio-Itsaso,0.0
2023,,,Ezkio-Itsaso,PER_10000,Ezkio-Itsaso,0.0
2023,,,Forua,PER_10000,Forua,0.0
2021,,,Forua,PER_10000,Forua,0.0
2020,,,Forua,PER_10000,Forua,21.6
2022,,,Forua,PER_10000,Forua,83.7
2019,,,Forua,PER_10000,Forua,0.0
2020,,,Fruiz,PER_10000,Fruiz,0.0
2022,,,Fruiz,PER_10000,Fruiz,70.7
2019,,,Fruiz,PER_10000,Fruiz,0.0
2021,,,Fruiz,PER_10000,Fruiz,0.0
2023,,,Fruiz,PER_10000,Fruiz,69.7
2022,,,Gabiria,PER_10000,Gabiria,0.0
2023,,,Gabiria,PER_10000,Gabiria,44.1
2020,,,Gabiria,PER_10000,Gabiria,0.0
2019,,,Gabiria,PER_10000,Gabiria,0.0
2021,,,Gabiria,PER_10000,Gabiria,0.0
2021,,,Gaintza,PER_10000,Gaintza,0.0
2020,,,Gaintza,PER_10000,Gaintza,0.0
2019,,,Gaintza,PER_10000,Gaintza,0.0
2022,,,Gaintza,PER_10000,Gaintza,0.0
2023,,,Gaintza,PER_10000,Gaintza,0.0
2023,,,Galdakao,PER_10000,Galdakao,33.4
2019,,,Galdakao,PER_10000,Galdakao,33.5
2020,,,Galdakao,PER_10000,Galdakao,30.2
2022,,,Galdakao,PER_10000,Galdakao,28.1
2021,,,Galdakao,PER_10000,Galdakao,28.8
2019,,,Galdames,PER_10000,Galdames,24.7
2022,,,Galdames,PER_10000,Galdames,102.0
2021,,,Galdames,PER_10000,Galdames,25.5
2020,,,Galdames,PER_10000,Galdames,0.0
2023,,,Galdames,PER_10000,Galdames,76.1
2019,,,Gamiz-Fika,PER_10000,Gamiz-Fika,14.1
2022,,,Gamiz-Fika,PER_10000,Gamiz-Fika,14.4
2020,,,Gamiz-Fika,PER_10000,Gamiz-Fika,14.4
2023,,,Gamiz-Fika,PER_10000,Gamiz-Fika,0.0
2021,,,Gamiz-Fika,PER_10000,Gamiz-Fika,0.0
2019,,,Garai,PER_10000,Garai,0.0
2023,,,Garai,PER_10000,Garai,0.0
2022,,,Garai,PER_10000,Garai,0.0
2020,,,Garai,PER_10000,Garai,0.0
2021,,,Garai,PER_10000,Garai,0.0
2022,,,Gatika,PER_10000,Gatika,12.2
2023,,,Gatika,PER_10000,Gatika,24.7
2021,,,Gatika,PER_10000,Gatika,0.0
2020,,,Gatika,PER_10000,Gatika,48.2
2019,,,Gatika,PER_10000,Gatika,12.1
2021,,,Gautegiz Arteaga,PER_10000,Gautegiz Arteaga,46.2
2022,,,Gautegiz Arteaga,PER_10000,Gautegiz Arteaga,0.0
2020,,,Gautegiz Arteaga,PER_10000,Gautegiz Arteaga,23.7
2023,,,Gautegiz Arteaga,PER_10000,Gautegiz Arteaga,44.7
2019,,,Gautegiz Arteaga,PER_10000,Gautegiz Arteaga,0.0
2021,,,Gaztelu,PER_10000,Gaztelu,0.0
2023,,,Gaztelu,PER_10000,Gaztelu,0.0
2019,,,Gaztelu,PER_10000,Gaztelu,0.0
2020,,,Gaztelu,PER_10000,Gaztelu,0.0
2022,,,Gaztelu,PER_10000,Gaztelu,0.0
2023,,,Gernika-Lumo,PER_10000,Gernika-Lumo,25.0
2022,,,Gernika-Lumo,PER_10000,Gernika-Lumo,34.3
2020,,,Gernika-Lumo,PER_10000,Gernika-Lumo,43.4
2019,,,Gernika-Lumo,PER_10000,Gernika-Lumo,48.1
2021,,,Gernika-Lumo,PER_10000,Gernika-Lumo,32.1
2020,,,Getaria,PER_10000,Getaria,14.2
2021,,,Getaria,PER_10000,Getaria,14.1
2022,,,Getaria,PER_10000,Getaria,41.9
2019,,,Getaria,PER_10000,Getaria,14.1
2023,,,Getaria,PER_10000,Getaria,13.9
2020,,,Getxo,PER_10000,Getxo,21.0
2023,,,Getxo,PER_10000,Getxo,27.4
2022,,,Getxo,PER_10000,Getxo,37.0
2019,,,Getxo,PER_10000,Getxo,29.2
2021,,,Getxo,PER_10000,Getxo,21.0
2021,,,Gizaburuaga,PER_10000,Gizaburuaga,0.0
2020,,,Gizaburuaga,PER_10000,Gizaburuaga,0.0
2019,,,Gizaburuaga,PER_10000,Gizaburuaga,103.1
2023,,,Gizaburuaga,PER_10000,Gizaburuaga,0.0
2022,,,Gizaburuaga,PER_10000,Gizaburuaga,204.1
2023,,,Gordexola,PER_10000,Gordexola,36.7
2019,,,Gordexola,PER_10000,Gordexola,12.1
2022,,,Gordexola,PER_10000,Gordexola,0.0
2021,,,Gordexola,PER_10000,Gordexola,24.3
2020,,,Gordexola,PER_10000,Gordexola,48.4
2021,,,Gorliz,PER_10000,Gorliz,48.5
2023,,,Gorliz,PER_10000,Gorliz,16.1
2019,,,Gorliz,PER_10000,Gorliz,3.3
2020,,,Gorliz,PER_10000,Gorliz,35.8
2022,,,Gorliz,PER_10000,Gorliz,41.7
2021,,,Güeñes,PER_10000,Güeñes,23.5
2019,,,Güeñes,PER_10000,Güeñes,26.6
2023,,,Güeñes,PER_10000,Güeñes,20.2
2020,,,Güeñes,PER_10000,Güeñes,23.6
2022,,,Güeñes,PER_10000,Güeñes,61.0
2023,,,Harana / Valle de Arana,PER_10000,Harana / Valle de Arana,0.0
2020,,,Harana / Valle de Arana,PER_10000,Harana / Valle de Arana,0.0
2019,,,Harana / Valle de Arana,PER_10000,Harana / Valle de Arana,0.0
2021,,,Harana / Valle de Arana,PER_10000,Harana / Valle de Arana,0.0
2022,,,Harana / Valle de Arana,PER_10000,Harana / Valle de Arana,202.0
2020,,,Hernani,PER_10000,Hernani,25.0
2021,,,Hernani,PER_10000,Hernani,39.1
2022,,,Hernani,PER_10000,Hernani,42.9
2023,,,Hernani,PER_10000,Hernani,39.3
2019,,,Hernani,PER_10000,Hernani,41.9
2022,,,Hernialde,PER_10000,Hernialde,0.0
2019,,,Hernialde,PER_10000,Hernialde,0.0
2020,,,Hernialde,PER_10000,Hernialde,66.2
2023,,,Hernialde,PER_10000,Hernialde,0.0
2021,,,Hernialde,PER_10000,Hernialde,0.0
2022,,,Hondarribia,PER_10000,Hondarribia,24.3
2020,,,Hondarribia,PER_10000,Hondarribia,25.7
2019,,,Hondarribia,PER_10000,Hondarribia,37.4
2021,,,Hondarribia,PER_10000,Hondarribia,17.4
2023,,,Hondarribia,PER_10000,Hondarribia,45.3
2021,,,Ibarra,PER_10000,Ibarra,19.1
2023,,,Ibarra,PER_10000,Ibarra,24.2
2022,,,Ibarra,PER_10000,Ibarra,62.7
2020,,,Ibarra,PER_10000,Ibarra,37.3
2019,,,Ibarra,PER_10000,Ibarra,27.6
2019,,,Ibarrangelu,PER_10000,Ibarrangelu,0.0
2023,,,Ibarrangelu,PER_10000,Ibarrangelu,0.0
2020,,,Ibarrangelu,PER_10000,Ibarrangelu,62.9
2022,,,Ibarrangelu,PER_10000,Ibarrangelu,0.0
2021,,,Ibarrangelu,PER_10000,Ibarrangelu,29.7
2019,,,Idiazabal,PER_10000,Idiazabal,0.0
2023,,,Idiazabal,PER_10000,Idiazabal,34.6
2021,,,Idiazabal,PER_10000,Idiazabal,26.2
2020,,,Idiazabal,PER_10000,Idiazabal,0.0
2022,,,Idiazabal,PER_10000,Idiazabal,17.4
2022,,,Igorre,PER_10000,Igorre,56.4
2021,,,Igorre,PER_10000,Igorre,23.3
2023,,,Igorre,PER_10000,Igorre,79.0
2019,,,Igorre,PER_10000,Igorre,27.9
2020,,,Igorre,PER_10000,Igorre,32.5
2023,,,Ikaztegieta,PER_10000,Ikaztegieta,0.0
2021,,,Ikaztegieta,PER_10000,Ikaztegieta,0.0
2019,,,Ikaztegieta,PER_10000,Ikaztegieta,0.0
2022,,,Ikaztegieta,PER_10000,Ikaztegieta,0.0
2020,,,Ikaztegieta,PER_10000,Ikaztegieta,0.0
2020,,,Irun,PER_10000,Irun,43.9
2021,,,Irun,PER_10000,Irun,51.8
2023,,,Irun,PER_10000,Irun,67.1
2022,,,Irun,PER_10000,Irun,63.2
2019,,,Irun,PER_10000,Irun,49.3
2022,,,Iruña Oka / Iruña de Oca,PER_10000,Iruña Oka / Iruña de Oca,64.4
2020,,,Iruña Oka / Iruña de Oca,PER_10000,Iruña Oka / Iruña de Oca,41.1
2019,,,Iruña Oka / Iruña de Oca,PER_10000,Iruña Oka / Iruña de Oca,29.2
2021,,,Iruña Oka / Iruña de Oca,PER_10000,Iruña Oka / Iruña de Oca,23.7
2023,,,Iruña Oka / Iruña de Oca,PER_10000,Iruña Oka / Iruña de Oca,63.7
2023,,,Irura,PER_10000,Irura,0.0
2022,,,Irura,PER_10000,Irura,22.3
2020,,,Irura,PER_10000,Irura,69.1
2019,,,Irura,PER_10000,Irura,11.5
2021,,,Irura,PER_10000,Irura,34.3
2021,,,Iruraiz-Gauna,PER_10000,Iruraiz-Gauna,0.0
2023,,,Iruraiz-Gauna,PER_10000,Iruraiz-Gauna,38.5
2020,,,Iruraiz-Gauna,PER_10000,Iruraiz-Gauna,0.0
2022,,,Iruraiz-Gauna,PER_10000,Iruraiz-Gauna,0.0
2019,,,Iruraiz-Gauna,PER_10000,Iruraiz-Gauna,0.0
2019,,,Ispaster,PER_10000,Ispaster,28.7
2023,,,Ispaster,PER_10000,Ispaster,0.0
2022,,,Ispaster,PER_10000,Ispaster,28.2
2020,,,Ispaster,PER_10000,Ispaster,0.0
2021,,,Ispaster,PER_10000,Ispaster,0.0
2023,,,Itsasondo,PER_10000,Itsasondo,0.0
2020,,,Itsasondo,PER_10000,Itsasondo,28.6
2021,,,Itsasondo,PER_10000,Itsasondo,0.0
2022,,,Itsasondo,PER_10000,Itsasondo,30.4
2019,,,Itsasondo,PER_10000,Itsasondo,82.6
2019,,,Iurreta,PER_10000,Iurreta,0.0
2020,,,Iurreta,PER_10000,Iurreta,31.7
2021,,,Iurreta,PER_10000,Iurreta,21.3
2022,,,Iurreta,PER_10000,Iurreta,26.9
2023,,,Iurreta,PER_10000,Iurreta,15.7
2023,,,Izurtza,PER_10000,Izurtza,0.0
2021,,,Izurtza,PER_10000,Izurtza,0.0
2020,,,Izurtza,PER_10000,Izurtza,0.0
2019,,,Izurtza,PER_10000,Izurtza,0.0
2022,,,Izurtza,PER_10000,Izurtza,224.7
2020,,,Karrantza Harana / Valle de Carranza,PER_10000,Karrantza Harana / Valle de Carranza,66.6
2022,,,Karrantza Harana / Valle de Carranza,PER_10000,Karrantza Harana / Valle de Carranza,15.1
2021,,,Karrantza Harana / Valle de Carranza,PER_10000,Karrantza Harana / Valle de Carranza,37.5
2023,,,Karrantza Harana / Valle de Carranza,PER_10000,Karrantza Harana / Valle de Carranza,7.7
2019,,,Karrantza Harana / Valle de Carranza,PER_10000,Karrantza Harana / Valle de Carranza,22.0
2020,,,Kortezubi,PER_10000,Kortezubi,0.0
2022,,,Kortezubi,PER_10000,Kortezubi,0.0
2021,,,Kortezubi,PER_10000,Kortezubi,0.0
2023,,,Kortezubi,PER_10000,Kortezubi,42.0
2019,,,Kortezubi,PER_10000,Kortezubi,0.0
2020,,,Kripan,PER_10000,Kripan,0.0
2019,,,Kripan,PER_10000,Kripan,0.0
2022,,,Kripan,PER_10000,Kripan,0.0
2021,,,Kripan,PER_10000,Kripan,0.0
2023,,,Kripan,PER_10000,Kripan,0.0
2020,,,Kuartango,PER_10000,Kuartango,0.0
2022,,,Kuartango,PER_10000,Kuartango,0.0
2019,,,Kuartango,PER_10000,Kuartango,0.0
2023,,,Kuartango,PER_10000,Kuartango,0.0
2021,,,Kuartango,PER_10000,Kuartango,58.5
2023,,,Labastida / Bastida,PER_10000,Labastida / Bastida,25.4
2019,,,Labastida / Bastida,PER_10000,Labastida / Bastida,26.8
2020,,,Labastida / Bastida,PER_10000,Labastida / Bastida,26.0
2022,,,Labastida / Bastida,PER_10000,Labastida / Bastida,25.6
2021,,,Labastida / Bastida,PER_10000,Labastida / Bastida,0.0
2021,,,Lagrán,PER_10000,Lagrán,0.0
2019,,,Lagrán,PER_10000,Lagrán,0.0
2020,,,Lagrán,PER_10000,Lagrán,0.0
2023,,,Lagrán,PER_10000,Lagrán,246.9
2022,,,Lagrán,PER_10000,Lagrán,0.0
2019,,,Laguardia,PER_10000,Laguardia,27.7
2021,,,Laguardia,PER_10000,Laguardia,13.9
2023,,,Laguardia,PER_10000,Laguardia,42.2
2020,,,Laguardia,PER_10000,Laguardia,14.0
2022,,,Laguardia,PER_10000,Laguardia,13.8
2022,,,Lanciego / Lantziego,PER_10000,Lanciego / Lantziego,0.0
2020,,,Lanciego / Lantziego,PER_10000,Lanciego / Lantziego,0.0
2023,,,Lanciego / Lantziego,PER_10000,Lanciego / Lantziego,26.9
2019,,,Lanciego / Lantziego,PER_10000,Lanciego / Lantziego,29.2
2021,,,Lanciego / Lantziego,PER_10000,Lanciego / Lantziego,28.4
2020,,,Lanestosa,PER_10000,Lanestosa,78.7
2019,,,Lanestosa,PER_10000,Lanestosa,0.0
2023,,,Lanestosa,PER_10000,Lanestosa,0.0
2022,,,Lanestosa,PER_10000,Lanestosa,155.0
2021,,,Lanestosa,PER_10000,Lanestosa,0.0
2019,,,Lantarón,PER_10000,Lantarón,48.4
2023,,,Lantarón,PER_10000,Lantarón,0.0
2020,,,Lantarón,PER_10000,Lantarón,0.0
2022,,,Lantarón,PER_10000,Lantarón,115.7
2021,,,Lantarón,PER_10000,Lantarón,71.3
2021,,,Lapuebla de Labarca,PER_10000,Lapuebla de Labarca,47.6
2019,,,Lapuebla de Labarca,PER_10000,Lapuebla de Labarca,46.8
2023,,,Lapuebla de Labarca,PER_10000,Lapuebla de Labarca,0.0
2022,,,Lapuebla de Labarca,PER_10000,Lapuebla de Labarca,23.7
2020,,,Lapuebla de Labarca,PER_10000,Lapuebla de Labarca,23.6
2021,,,Larrabetzu,PER_10000,Larrabetzu,9.4
2020,,,Larrabetzu,PER_10000,Larrabetzu,28.1
2023,,,Larrabetzu,PER_10000,Larrabetzu,37.5
2019,,,Larrabetzu,PER_10000,Larrabetzu,0.0
2022,,,Larrabetzu,PER_10000,Larrabetzu,0.0
2020,,,Larraul,PER_10000,Larraul,0.0
2023,,,Larraul,PER_10000,Larraul,0.0
2022,,,Larraul,PER_10000,Larraul,0.0
2021,,,Larraul,PER_10000,Larraul,90.1
2019,,,Larraul,PER_10000,Larraul,0.0
2022,,,Lasarte-Oria,PER_10000,Lasarte-Oria,37.2
2020,,,Lasarte-Oria,PER_10000,Lasarte-Oria,37.8
2019,,,Lasarte-Oria,PER_10000,Lasarte-Oria,33.1
2021,,,Lasarte-Oria,PER_10000,Lasarte-Oria,23.3
2023,,,Lasarte-Oria,PER_10000,Lasarte-Oria,36.8
2021,,,Laudio / Llodio,PER_10000,Laudio / Llodio,32.3
2023,,,Laudio / Llodio,PER_10000,Laudio / Llodio,31.1
2019,,,Laudio / Llodio,PER_10000,Laudio / Llodio,26.5
2022,,,Laudio / Llodio,PER_10000,Laudio / Llodio,51.6
2020,,,Laudio / Llodio,PER_10000,Laudio / Llodio,19.2
2022,,,Laukiz,PER_10000,Laukiz,0.0
2019,,,Laukiz,PER_10000,Laukiz,0.0
2020,,,Laukiz,PER_10000,Laukiz,15.6
2023,,,Laukiz,PER_10000,Laukiz,15.6
2021,,,Laukiz,PER_10000,Laukiz,15.5
2020,,,Lazkao,PER_10000,Lazkao,24.4
2022,,,Lazkao,PER_10000,Lazkao,27.6
2019,,,Lazkao,PER_10000,Lazkao,14.3
2023,,,Lazkao,PER_10000,Lazkao,41.0
2021,,,Lazkao,PER_10000,Lazkao,20.7
2023,,,Leaburu,PER_10000,Leaburu,0.0
2021,,,Leaburu,PER_10000,Leaburu,0.0
2019,,,Leaburu,PER_10000,Leaburu,0.0
2022,,,Leaburu,PER_10000,Leaburu,0.0
2020,,,Leaburu,PER_10000,Leaburu,0.0
2023,,,Legazpi,PER_10000,Legazpi,31.3
2020,,,Legazpi,PER_10000,Legazpi,28.9
2022,,,Legazpi,PER_10000,Legazpi,21.9
2021,,,Legazpi,PER_10000,Legazpi,21.8
2019,,,Legazpi,PER_10000,Legazpi,24.0
2021,,,Legorreta,PER_10000,Legorreta,27.5
2023,,,Legorreta,PER_10000,Legorreta,95.6
2020,,,Legorreta,PER_10000,Legorreta,27.6
2022,,,Legorreta,PER_10000,Legorreta,41.3
2019,,,Legorreta,PER_10000,Legorreta,27.7
2019,,,Legutio,PER_10000,Legutio,46.3
2023,,,Legutio,PER_10000,Legutio,39.4
2020,,,Legutio,PER_10000,Legutio,44.2
2022,,,Legutio,PER_10000,Legutio,31.1
2021,,,Legutio,PER_10000,Legutio,74.0
2020,,,Leintz-Gatzaga,PER_10000,Leintz-Gatzaga,0.0
2022,,,Leintz-Gatzaga,PER_10000,Leintz-Gatzaga,0.0
2021,,,Leintz-Gatzaga,PER_10000,Leintz-Gatzaga,0.0
2019,,,Leintz-Gatzaga,PER_10000,Leintz-Gatzaga,0.0
2023,,,Leintz-Gatzaga,PER_10000,Leintz-Gatzaga,0.0
2019,,,Leioa,PER_10000,Leioa,41.6
2022,,,Leioa,PER_10000,Leioa,43.0
2023,,,Leioa,PER_10000,Leioa,34.3
2020,,,Leioa,PER_10000,Leioa,36.8
2021,,,Leioa,PER_10000,Leioa,37.8
2022,,,Lekeitio,PER_10000,Lekeitio,13.9
2020,,,Lekeitio,PER_10000,Lekeitio,19.1
2019,,,Lekeitio,PER_10000,Lekeitio,16.4
2023,,,Lekeitio,PER_10000,Lekeitio,27.7
2021,,,Lekeitio,PER_10000,Lekeitio,16.4
2022,,,Lemoa,PER_10000,Lemoa,22.5
2019,,,Lemoa,PER_10000,Lemoa,27.7
2021,,,Lemoa,PER_10000,Lemoa,28.3
2020,,,Lemoa,PER_10000,Lemoa,28.1
2023,,,Lemoa,PER_10000,Lemoa,45.1
2022,,,Lemoiz,PER_10000,Lemoiz,47.5
2021,,,Lemoiz,PER_10000,Lemoiz,15.8
2020,,,Lemoiz,PER_10000,Lemoiz,0.0
2019,,,Lemoiz,PER_10000,Lemoiz,17.3
2023,,,Lemoiz,PER_10000,Lemoiz,0.0
2022,,,Leza,PER_10000,Leza,89.3
2019,,,Leza,PER_10000,Leza,0.0
2020,,,Leza,PER_10000,Leza,90.1
2023,,,Leza,PER_10000,Leza,0.0
2021,,,Leza,PER_10000,Leza,0.0
2020,,,Lezama,PER_10000,Lezama,16.3
2019,,,Lezama,PER_10000,Lezama,24.4
2023,,,Lezama,PER_10000,Lezama,24.9
2022,,,Lezama,PER_10000,Lezama,41.3
2021,,,Lezama,PER_10000,Lezama,32.7
2022,,,Lezo,PER_10000,Lezo,42.6
2020,,,Lezo,PER_10000,Lezo,62.3
2019,,,Lezo,PER_10000,Lezo,42.7
2021,,,Lezo,PER_10000,Lezo,52.3
2023,,,Lezo,PER_10000,Lezo,49.2
2023,,,Lizartza,PER_10000,Lizartza,0.0
2021,,,Lizartza,PER_10000,Lizartza,0.0
2020,,,Lizartza,PER_10000,Lizartza,0.0
2022,,,Lizartza,PER_10000,Lizartza,0.0
2019,,,Lizartza,PER_10000,Lizartza,98.4
2021,,,Loiu,PER_10000,Loiu,45.8
2022,,,Loiu,PER_10000,Loiu,45.3
2020,,,Loiu,PER_10000,Loiu,27.1
2019,,,Loiu,PER_10000,Loiu,61.2
2023,,,Loiu,PER_10000,Loiu,36.1
2020,,,Mallabia,PER_10000,Mallabia,17.1
2023,,,Mallabia,PER_10000,Mallabia,87.0
2019,,,Mallabia,PER_10000,Mallabia,17.3
2022,,,Mallabia,PER_10000,Mallabia,34.2
2021,,,Mallabia,PER_10000,Mallabia,16.9
2022,,,Mañaria,PER_10000,Mañaria,0.0
2023,,,Mañaria,PER_10000,Mañaria,38.6
2021,,,Mañaria,PER_10000,Mañaria,79.4
2020,,,Mañaria,PER_10000,Mañaria,38.8
2019,,,Mañaria,PER_10000,Mañaria,77.5
2021,,,Markina-Xemein,PER_10000,Markina-Xemein,44.7
2020,,,Markina-Xemein,PER_10000,Markina-Xemein,20.3
2019,,,Markina-Xemein,PER_10000,Markina-Xemein,8.2
2023,,,Markina-Xemein,PER_10000,Markina-Xemein,36.0
2022,,,Markina-Xemein,PER_10000,Markina-Xemein,24.3
2020,,,Maruri-Jatabe,PER_10000,Maruri-Jatabe,0.0
2023,,,Maruri-Jatabe,PER_10000,Maruri-Jatabe,0.0
2021,,,Maruri-Jatabe,PER_10000,Maruri-Jatabe,0.0
2019,,,Maruri-Jatabe,PER_10000,Maruri-Jatabe,0.0
2022,,,Maruri-Jatabe,PER_10000,Maruri-Jatabe,0.0
2019,,,Mendaro,PER_10000,Mendaro,18.9
2021,,,Mendaro,PER_10000,Mendaro,0.0
2023,,,Mendaro,PER_10000,Mendaro,70.9
2020,,,Mendaro,PER_10000,Mendaro,29.5
2022,,,Mendaro,PER_10000,Mendaro,30.2
2020,,,Mendata,PER_10000,Mendata,0.0
2022,,,Mendata,PER_10000,Mendata,0.0
2019,,,Mendata,PER_10000,Mendata,52.6
2021,,,Mendata,PER_10000,Mendata,49.0
2023,,,Mendata,PER_10000,Mendata,0.0
2022,,,Mendexa,PER_10000,Mendexa,47.6
2019,,,Mendexa,PER_10000,Mendexa,41.3
2021,,,Mendexa,PER_10000,Mendexa,0.0
2020,,,Mendexa,PER_10000,Mendexa,87.3
2023,,,Mendexa,PER_10000,Mendexa,95.2
2019,,,Meñaka,PER_10000,Meñaka,0.0
2021,,,Meñaka,PER_10000,Meñaka,58.0
2020,,,Meñaka,PER_10000,Meñaka,0.0
2023,,,Meñaka,PER_10000,Meñaka,58.0
2022,,,Meñaka,PER_10000,Meñaka,0.0
2020,,,Moreda de Álava / Moreda Araba,PER_10000,Moreda de Álava / Moreda Araba,0.0
2021,,,Moreda de Álava / Moreda Araba,PER_10000,Moreda de Álava / Moreda Araba,0.0
2019,,,Moreda de Álava / Moreda Araba,PER_10000,Moreda de Álava / Moreda Araba,0.0
2023,,,Moreda de Álava / Moreda Araba,PER_10000,Moreda de Álava / Moreda Araba,0.0
2022,,,Moreda de Álava / Moreda Araba,PER_10000,Moreda de Álava / Moreda Araba,0.0
2020,,,Morga,PER_10000,Morga,0.0
2021,,,Morga,PER_10000,Morga,0.0
2023,,,Morga,PER_10000,Morga,0.0
2022,,,Morga,PER_10000,Morga,0.0
2019,,,Morga,PER_10000,Morga,0.0
2022,,,Mundaka,PER_10000,Mundaka,41.3
2023,,,Mundaka,PER_10000,Mundaka,10.5
2021,,,Mundaka,PER_10000,Mundaka,41.1
2020,,,Mundaka,PER_10000,Mundaka,30.8
2019,,,Mundaka,PER_10000,Mundaka,0.0
2021,,,Mungia,PER_10000,Mungia,28.0
2020,,,Mungia,PER_10000,Mungia,32.5
2019,,,Mungia,PER_10000,Mungia,26.9
2023,,,Mungia,PER_10000,Mungia,37.4
2022,,,Mungia,PER_10000,Mungia,28.9
2021,,,Munitibar-Arbatzegi Gerrikaitz,PER_10000,Munitibar-Arbatzegi Gerrikaitz,0.0
2019,,,Munitibar-Arbatzegi Gerrikaitz,PER_10000,Munitibar-Arbatzegi Gerrikaitz,0.0
2023,,,Munitibar-Arbatzegi Gerrikaitz,PER_10000,Munitibar-Arbatzegi Gerrikaitz,48.8
2020,,,Munitibar-Arbatzegi Gerrikaitz,PER_10000,Munitibar-Arbatzegi Gerrikaitz,0.0
2022,,,Munitibar-Arbatzegi Gerrikaitz,PER_10000,Munitibar-Arbatzegi Gerrikaitz,93.0
2021,,,Murueta,PER_10000,Murueta,0.0
2019,,,Murueta,PER_10000,Murueta,187.5
2022,,,Murueta,PER_10000,Murueta,0.0
2020,,,Murueta,PER_10000,Murueta,63.3
2023,,,Murueta,PER_10000,Murueta,0.0
2020,,,Muskiz,PER_10000,Muskiz,71.4
2022,,,Muskiz,PER_10000,Muskiz,45.9
2019,,,Muskiz,PER_10000,Muskiz,42.0
2023,,,Muskiz,PER_10000,Muskiz,89.5
2021,,,Muskiz,PER_10000,Muskiz,32.1
2022,,,Mutiloa,PER_10000,Mutiloa,0.0
2020,,,Mutiloa,PER_10000,Mutiloa,0.0
2019,,,Mutiloa,PER_10000,Mutiloa,0.0
2021,,,Mutiloa,PER_10000,Mutiloa,0.0
2023,,,Mutiloa,PER_10000,Mutiloa,0.0
2023,,,Mutriku,PER_10000,Mutriku,22.5
2021,,,Mutriku,PER_10000,Mutriku,34.1
2019,,,Mutriku,PER_10000,Mutriku,34.2
2020,,,Mutriku,PER_10000,Mutriku,22.7
2022,,,Mutriku,PER_10000,Mutriku,56.6
2023,,,Muxika,PER_10000,Muxika,14.1
2022,,,Muxika,PER_10000,Muxika,28.1
2020,,,Muxika,PER_10000,Muxika,56.3
2021,,,Muxika,PER_10000,Muxika,28.6
2019,,,Muxika,PER_10000,Muxika,13.7
2020,,,Nabarniz,PER_10000,Nabarniz,0.0
2022,,,Nabarniz,PER_10000,Nabarniz,72.5
2021,,,Nabarniz,PER_10000,Nabarniz,71.9
2019,,,Nabarniz,PER_10000,Nabarniz,0.0
2023,,,Nabarniz,PER_10000,Nabarniz,0.0
2019,,,Navaridas,PER_10000,Navaridas,0.0
2021,,,Navaridas,PER_10000,Navaridas,0.0
2023,,,Navaridas,PER_10000,Navaridas,0.0
2022,,,Navaridas,PER_10000,Navaridas,0.0
2020,,,Navaridas,PER_10000,Navaridas,0.0
2022,,,Oiartzun,PER_10000,Oiartzun,26.7
2021,,,Oiartzun,PER_10000,Oiartzun,32.3
2019,,,Oiartzun,PER_10000,Oiartzun,28.3
2020,,,Oiartzun,PER_10000,Oiartzun,32.2
2023,,,Oiartzun,PER_10000,Oiartzun,30.5
2019,,,Okondo,PER_10000,Okondo,17.5
2023,,,Okondo,PER_10000,Okondo,36.4
2020,,,Okondo,PER_10000,Okondo,0.0
2021,,,Okondo,PER_10000,Okondo,0.0
2022,,,Okondo,PER_10000,Okondo,18.3
2022,,,Olaberria,PER_10000,Olaberria,22.5
2023,,,Olaberria,PER_10000,Olaberria,66.7
2019,,,Olaberria,PER_10000,Olaberria,0.0
