Year,Serie,Sexo,Cobertura,Residencia,Discapacidad,Territorio,Comarca,Municipio,Unidad,GeoCode,Value
2018,RESI,,PLAZA,,PD,,,Bergara,PLAZA,Bergara,0.7
2019,RESI,,PLAZA,,PD,,,Bergara,PLAZA,Bergara,0.7
2010,RESI,,PLAZA,,,,,Bergara,PLAZA,Bergara,35.2
2011,RESI,,PLAZA,,,,,Bergara,PLAZA,Bergara,34.6
2013,RESI,,PLAZA,,,,,Bergara,PLAZA,Bergara,32.9
2014,RESI,,PLAZA,,,,,Bergara,PLAZA,Bergara,32.3
2015,RESI,,PLAZA,,,,,Bergara,PLAZA,Bergara,31.2
2016,RESI,,PLAZA,,,,,Bergara,PLAZA,Bergara,30.0
2017,RESI,,PLAZA,,,,,Bergara,PLAZA,Bergara,29.8
2018,RESI,,PLAZA,,,,,Bergara,PLAZA,Bergara,29.4
2019,RESI,,PLAZA,,,,,Bergara,PLAZA,Bergara,29.5
2010,RESI,,PLAZA,,PD,,,Villabona,PLAZA,Villabona,0.0
2011,RESI,,PLAZA,,PD,,,Villabona,PLAZA,Villabona,0.0
2013,RESI,,PLAZA,,PD,,,Villabona,PLAZA,Villabona,0.0
2014,RESI,,PLAZA,,PD,,,Villabona,PLAZA,Villabona,0.0
2015,RESI,,PLAZA,,PD,,,Villabona,PLAZA,Villabona,0.0
2016,RESI,,PLAZA,,PD,,,Villabona,PLAZA,Villabona,0.0
2017,RESI,,PLAZA,,PD,,,Villabona,PLAZA,Villabona,0.0
2018,RESI,,PLAZA,,PD,,,Villabona,PLAZA,Villabona,0.0
2019,RESI,,PLAZA,,PD,,,Villabona,PLAZA,Villabona,0.0
2010,RESI,,PLAZA,,,,,Villabona,PLAZA,Villabona,33.4
2011,RESI,,PLAZA,,,,,Villabona,PLAZA,Villabona,32.7
2013,RESI,,PLAZA,,,,,Villabona,PLAZA,Villabona,31.1
2014,RESI,,PLAZA,,,,,Villabona,PLAZA,Villabona,30.1
2015,RESI,,PLAZA,,,,,Villabona,PLAZA,Villabona,29.1
2016,RESI,,PLAZA,,,,,Villabona,PLAZA,Villabona,33.7
2017,RESI,,PLAZA,,,,,Villabona,PLAZA,Villabona,32.9
2018,RESI,,PLAZA,,,,,Villabona,PLAZA,Villabona,32.4
2019,RESI,,PLAZA,,,,,Villabona,PLAZA,Villabona,32.0
2010,RESI,,PLAZA,,PD,,,Ordizia,PLAZA,Ordizia,0.0
2011,RESI,,PLAZA,,PD,,,Ordizia,PLAZA,Ordizia,0.0
2013,RESI,,PLAZA,,PD,,,Ordizia,PLAZA,Ordizia,0.0
2014,RESI,,PLAZA,,PD,,,Ordizia,PLAZA,Ordizia,0.0
2015,RESI,,PLAZA,,PD,,,Ordizia,PLAZA,Ordizia,0.0
2016,RESI,,PLAZA,,PD,,,Ordizia,PLAZA,Ordizia,0.0
2017,RESI,,PLAZA,,PD,,,Ordizia,PLAZA,Ordizia,0.0
2018,RESI,,PLAZA,,PD,,,Ordizia,PLAZA,Ordizia,0.0
2019,RESI,,PLAZA,,PD,,,Ordizia,PLAZA,Ordizia,0.0
2010,RESI,,PLAZA,,,,,Ordizia,PLAZA,Ordizia,40.2
2011,RESI,,PLAZA,,,,,Ordizia,PLAZA,Ordizia,40.1
2013,RESI,,PLAZA,,,,,Ordizia,PLAZA,Ordizia,38.6
2014,RESI,,PLAZA,,,,,Ordizia,PLAZA,Ordizia,38.2
2015,RESI,,PLAZA,,,,,Ordizia,PLAZA,Ordizia,38.3
2016,RESI,,PLAZA,,,,,Ordizia,PLAZA,Ordizia,38.2
2017,RESI,,PLAZA,,,,,Ordizia,PLAZA,Ordizia,38.2
2018,RESI,,PLAZA,,,,,Ordizia,PLAZA,Ordizia,38.2
2019,RESI,,PLAZA,,,,,Ordizia,PLAZA,Ordizia,37.7
2010,RESI,,PLAZA,,PD,,,Urretxu,PLAZA,Urretxu,0.0
2011,RESI,,PLAZA,,PD,,,Urretxu,PLAZA,Urretxu,0.0
2013,RESI,,PLAZA,,PD,,,Urretxu,PLAZA,Urretxu,0.0
2014,RESI,,PLAZA,,PD,,,Urretxu,PLAZA,Urretxu,0.0
2015,RESI,,PLAZA,,PD,,,Urretxu,PLAZA,Urretxu,0.0
2016,RESI,,PLAZA,,PD,,,Urretxu,PLAZA,Urretxu,0.0
2017,RESI,,PLAZA,,PD,,,Urretxu,PLAZA,Urretxu,0.0
2018,RESI,,PLAZA,,PD,,,Urretxu,PLAZA,Urretxu,0.0
2019,RESI,,PLAZA,,PD,,,Urretxu,PLAZA,Urretxu,0.0
2010,RESI,,PLAZA,,,,,Urretxu,PLAZA,Urretxu,0.0
2011,RESI,,PLAZA,,,,,Urretxu,PLAZA,Urretxu,0.0
2013,RESI,,PLAZA,,,,,Urretxu,PLAZA,Urretxu,0.0
2014,RESI,,PLAZA,,,,,Urretxu,PLAZA,Urretxu,0.0
2015,RESI,,PLAZA,,,,,Urretxu,PLAZA,Urretxu,0.0
2016,RESI,,PLAZA,,,,,Urretxu,PLAZA,Urretxu,0.0
2017,RESI,,PLAZA,,,,,Urretxu,PLAZA,Urretxu,0.0
2018,RESI,,PLAZA,,,,,Urretxu,PLAZA,Urretxu,0.0
2019,RESI,,PLAZA,,,,,Urretxu,PLAZA,Urretxu,0.0
2010,RESI,,PLAZA,,PD,,,Zaldibia,PLAZA,Zaldibia,0.0
2011,RESI,,PLAZA,,PD,,,Zaldibia,PLAZA,Zaldibia,0.0
2013,RESI,,PLAZA,,PD,,,Zaldibia,PLAZA,Zaldibia,0.0
2014,RESI,,PLAZA,,PD,,,Zaldibia,PLAZA,Zaldibia,0.0
2015,RESI,,PLAZA,,PD,,,Zaldibia,PLAZA,Zaldibia,0.0
2016,RESI,,PLAZA,,PD,,,Zaldibia,PLAZA,Zaldibia,0.0
2017,RESI,,PLAZA,,PD,,,Zaldibia,PLAZA,Zaldibia,0.0
2018,RESI,,PLAZA,,PD,,,Zaldibia,PLAZA,Zaldibia,0.0
2019,RESI,,PLAZA,,PD,,,Zaldibia,PLAZA,Zaldibia,0.0
2010,RESI,,PLAZA,,,,,Zaldibia,PLAZA,Zaldibia,0.0
2011,RESI,,PLAZA,,,,,Zaldibia,PLAZA,Zaldibia,0.0
2013,RESI,,PLAZA,,,,,Zaldibia,PLAZA,Zaldibia,0.0
2014,RESI,,PLAZA,,,,,Zaldibia,PLAZA,Zaldibia,0.0
2015,RESI,,PLAZA,,,,,Zaldibia,PLAZA,Zaldibia,0.0
2016,RESI,,PLAZA,,,,,Zaldibia,PLAZA,Zaldibia,0.0
2017,RESI,,PLAZA,,,,,Zaldibia,PLAZA,Zaldibia,0.0
2018,RESI,,PLAZA,,,,,Zaldibia,PLAZA,Zaldibia,0.0
2019,RESI,,PLAZA,,,,,Zaldibia,PLAZA,Zaldibia,0.0
2010,RESI,,PLAZA,,PD,,,Zarautz,PLAZA,Zarautz,0.0
2011,RESI,,PLAZA,,PD,,,Zarautz,PLAZA,Zarautz,0.0
2013,RESI,,PLAZA,,PD,,,Zarautz,PLAZA,Zarautz,0.0
2014,RESI,,PLAZA,,PD,,,Zarautz,PLAZA,Zarautz,0.0
2015,RESI,,PLAZA,,PD,,,Zarautz,PLAZA,Zarautz,0.0
2016,RESI,,PLAZA,,PD,,,Zarautz,PLAZA,Zarautz,0.0
2017,RESI,,PLAZA,,PD,,,Zarautz,PLAZA,Zarautz,0.0
2018,RESI,,PLAZA,,PD,,,Zarautz,PLAZA,Zarautz,0.0
2019,RESI,,PLAZA,,PD,,,Zarautz,PLAZA,Zarautz,0.2
2010,RESI,,PLAZA,,,,,Zarautz,PLAZA,Zarautz,27.1
2011,RESI,,PLAZA,,,,,Zarautz,PLAZA,Zarautz,26.4
2013,RESI,,PLAZA,,,,,Zarautz,PLAZA,Zarautz,25.7
2014,RESI,,PLAZA,,,,,Zarautz,PLAZA,Zarautz,32.1
2015,RESI,,PLAZA,,,,,Zarautz,PLAZA,Zarautz,31.1
2016,RESI,,PLAZA,,,,,Zarautz,PLAZA,Zarautz,30.8
2017,RESI,,PLAZA,,,,,Zarautz,PLAZA,Zarautz,29.9
2018,RESI,,PLAZA,,,,,Zarautz,PLAZA,Zarautz,29.1
2019,RESI,,PLAZA,,,,,Zarautz,PLAZA,Zarautz,28.5
2010,RESI,,PLAZA,,PD,,,Zumarraga,PLAZA,Zumarraga,0.6
2011,RESI,,PLAZA,,PD,,,Zumarraga,PLAZA,Zumarraga,0.6
2013,RESI,,PLAZA,,PD,,,Zumarraga,PLAZA,Zumarraga,0.7
2014,RESI,,PLAZA,,PD,,,Zumarraga,PLAZA,Zumarraga,0.7
2015,RESI,,PLAZA,,PD,,,Zumarraga,PLAZA,Zumarraga,0.7
2016,RESI,,PLAZA,,PD,,,Zumarraga,PLAZA,Zumarraga,0.7
2017,RESI,,PLAZA,,PD,,,Zumarraga,PLAZA,Zumarraga,1.7
2018,RESI,,PLAZA,,PD,,,Zumarraga,PLAZA,Zumarraga,1.7
2019,RESI,,PLAZA,,PD,,,Zumarraga,PLAZA,Zumarraga,1.7
2010,RESI,,PLAZA,,,,,Zumarraga,PLAZA,Zumarraga,51.5
2011,RESI,,PLAZA,,,,,Zumarraga,PLAZA,Zumarraga,51.1
2013,RESI,,PLAZA,,,,,Zumarraga,PLAZA,Zumarraga,49.9
2014,RESI,,PLAZA,,,,,Zumarraga,PLAZA,Zumarraga,49.6
2015,RESI,,PLAZA,,,,,Zumarraga,PLAZA,Zumarraga,50.2
2016,RESI,,PLAZA,,,,,Zumarraga,PLAZA,Zumarraga,48.8
2017,RESI,,PLAZA,,,,,Zumarraga,PLAZA,Zumarraga,44.2
2018,RESI,,PLAZA,,,,,Zumarraga,PLAZA,Zumarraga,57.7
2019,RESI,,PLAZA,,,,,Zumarraga,PLAZA,Zumarraga,33.3
2010,RESI,,PLAZA,,PD,,,Zumaia,PLAZA,Zumaia,0.0
2011,RESI,,PLAZA,,PD,,,Zumaia,PLAZA,Zumaia,0.0
2013,RESI,,PLAZA,,PD,,,Zumaia,PLAZA,Zumaia,0.0
2014,RESI,,PLAZA,,PD,,,Zumaia,PLAZA,Zumaia,0.0
2015,RESI,,PLAZA,,PD,,,Zumaia,PLAZA,Zumaia,0.0
2016,RESI,,PLAZA,,PD,,,Zumaia,PLAZA,Zumaia,0.0
2017,RESI,,PLAZA,,PD,,,Zumaia,PLAZA,Zumaia,0.0
2018,RESI,,PLAZA,,PD,,,Zumaia,PLAZA,Zumaia,0.0
2019,RESI,,PLAZA,,PD,,,Zumaia,PLAZA,Zumaia,0.0
2010,RESI,,PLAZA,,,,,Zumaia,PLAZA,Zumaia,125.3
2011,RESI,,PLAZA,,,,,Zumaia,PLAZA,Zumaia,122.1
2013,RESI,,PLAZA,,,,,Zumaia,PLAZA,Zumaia,108.3
2014,RESI,,PLAZA,,,,,Zumaia,PLAZA,Zumaia,107.5
2015,RESI,,PLAZA,,,,,Zumaia,PLAZA,Zumaia,105.5
2016,RESI,,PLAZA,,,,,Zumaia,PLAZA,Zumaia,104.3
2017,RESI,,PLAZA,,,,,Zumaia,PLAZA,Zumaia,101.6
2018,RESI,,PLAZA,,,,,Zumaia,PLAZA,Zumaia,97.9
2019,RESI,,PLAZA,,,,,Zumaia,PLAZA,Zumaia,95.3
2010,RESI,,PLAZA,,PD,,,Mendaro,PLAZA,Mendaro,0.0
2011,RESI,,PLAZA,,PD,,,Mendaro,PLAZA,Mendaro,0.0
2013,RESI,,PLAZA,,PD,,,Mendaro,PLAZA,Mendaro,0.0
2014,RESI,,PLAZA,,PD,,,Mendaro,PLAZA,Mendaro,0.0
2015,RESI,,PLAZA,,PD,,,Mendaro,PLAZA,Mendaro,0.0
2016,RESI,,PLAZA,,PD,,,Mendaro,PLAZA,Mendaro,0.0
2017,RESI,,PLAZA,,PD,,,Mendaro,PLAZA,Mendaro,0.0
2018,RESI,,PLAZA,,PD,,,Mendaro,PLAZA,Mendaro,0.0
2019,RESI,,PLAZA,,PD,,,Mendaro,PLAZA,Mendaro,0.0
2010,RESI,,PLAZA,,,,,Mendaro,PLAZA,Mendaro,0.0
2011,RESI,,PLAZA,,,,,Mendaro,PLAZA,Mendaro,0.0
2013,RESI,,PLAZA,,,,,Mendaro,PLAZA,Mendaro,0.0
2014,RESI,,PLAZA,,,,,Mendaro,PLAZA,Mendaro,0.0
2015,RESI,,PLAZA,,,,,Mendaro,PLAZA,Mendaro,0.0
2016,RESI,,PLAZA,,,,,Mendaro,PLAZA,Mendaro,0.0
2017,RESI,,PLAZA,,,,,Mendaro,PLAZA,Mendaro,0.0
2018,RESI,,PLAZA,,,,,Mendaro,PLAZA,Mendaro,0.0
2019,RESI,,PLAZA,,,,,Mendaro,PLAZA,Mendaro,0.0
2010,RESI,,PLAZA,,PD,,,Lasarte-Oria,PLAZA,Lasarte-Oria,0.2
2011,RESI,,PLAZA,,PD,,,Lasarte-Oria,PLAZA,Lasarte-Oria,0.0
2013,RESI,,PLAZA,,PD,,,Lasarte-Oria,PLAZA,Lasarte-Oria,0.0
2014,RESI,,PLAZA,,PD,,,Lasarte-Oria,PLAZA,Lasarte-Oria,0.0
2015,RESI,,PLAZA,,PD,,,Lasarte-Oria,PLAZA,Lasarte-Oria,0.0
2016,RESI,,PLAZA,,PD,,,Lasarte-Oria,PLAZA,Lasarte-Oria,0.0
2017,RESI,,PLAZA,,PD,,,Lasarte-Oria,PLAZA,Lasarte-Oria,0.0
2018,RESI,,PLAZA,,PD,,,Lasarte-Oria,PLAZA,Lasarte-Oria,0.0
2019,RESI,,PLAZA,,PD,,,Lasarte-Oria,PLAZA,Lasarte-Oria,0.0
2010,RESI,,PLAZA,,,,,Lasarte-Oria,PLAZA,Lasarte-Oria,18.0
2011,RESI,,PLAZA,,,,,Lasarte-Oria,PLAZA,Lasarte-Oria,16.8
2013,RESI,,PLAZA,,,,,Lasarte-Oria,PLAZA,Lasarte-Oria,15.4
2014,RESI,,PLAZA,,,,,Lasarte-Oria,PLAZA,Lasarte-Oria,14.9
2015,RESI,,PLAZA,,,,,Lasarte-Oria,PLAZA,Lasarte-Oria,14.5
2016,RESI,,PLAZA,,,,,Lasarte-Oria,PLAZA,Lasarte-Oria,15.6
2017,RESI,,PLAZA,,,,,Lasarte-Oria,PLAZA,Lasarte-Oria,15.2
2018,RESI,,PLAZA,,,,,Lasarte-Oria,PLAZA,Lasarte-Oria,14.2
2019,RESI,,PLAZA,,,,,Lasarte-Oria,PLAZA,Lasarte-Oria,13.9
2010,RESI,,PLAZA,,PD,,,Astigarraga,PLAZA,Astigarraga,0.0
2011,RESI,,PLAZA,,PD,,,Astigarraga,PLAZA,Astigarraga,0.0
2013,RESI,,PLAZA,,PD,,,Astigarraga,PLAZA,Astigarraga,0.0
2014,RESI,,PLAZA,,PD,,,Astigarraga,PLAZA,Astigarraga,0.0
2015,RESI,,PLAZA,,PD,,,Astigarraga,PLAZA,Astigarraga,0.0
2016,RESI,,PLAZA,,PD,,,Astigarraga,PLAZA,Astigarraga,0.0
2017,RESI,,PLAZA,,PD,,,Astigarraga,PLAZA,Astigarraga,0.0
2018,RESI,,PLAZA,,PD,,,Astigarraga,PLAZA,Astigarraga,0.0
2019,RESI,,PLAZA,,PD,,,Astigarraga,PLAZA,Astigarraga,0.9
2010,RESI,,PLAZA,,,,,Astigarraga,PLAZA,Astigarraga,28.4
2011,RESI,,PLAZA,,,,,Astigarraga,PLAZA,Astigarraga,25.0
2013,RESI,,PLAZA,,,,,Astigarraga,PLAZA,Astigarraga,23.0
2014,RESI,,PLAZA,,,,,Astigarraga,PLAZA,Astigarraga,22.9
2015,RESI,,PLAZA,,,,,Astigarraga,PLAZA,Astigarraga,27.1
2016,RESI,,PLAZA,,,,,Astigarraga,PLAZA,Astigarraga,26.1
2017,RESI,,PLAZA,,,,,Astigarraga,PLAZA,Astigarraga,25.3
2018,RESI,,PLAZA,,,,,Astigarraga,PLAZA,Astigarraga,24.9
2019,RESI,,PLAZA,,,,,Astigarraga,PLAZA,Astigarraga,22.7
2010,RESI,,PLAZA,,PD,,,Baliarrain,PLAZA,Baliarrain,0.0
2011,RESI,,PLAZA,,PD,,,Baliarrain,PLAZA,Baliarrain,0.0
2013,RESI,,PLAZA,,PD,,,Baliarrain,PLAZA,Baliarrain,0.0
2014,RESI,,PLAZA,,PD,,,Baliarrain,PLAZA,Baliarrain,0.0
2015,RESI,,PLAZA,,PD,,,Baliarrain,PLAZA,Baliarrain,0.0
2016,RESI,,PLAZA,,PD,,,Baliarrain,PLAZA,Baliarrain,0.0
2017,RESI,,PLAZA,,PD,,,Baliarrain,PLAZA,Baliarrain,0.0
2018,RESI,,PLAZA,,PD,,,Baliarrain,PLAZA,Baliarrain,0.0
2019,RESI,,PLAZA,,PD,,,Baliarrain,PLAZA,Baliarrain,0.0
2010,RESI,,PLAZA,,,,,Baliarrain,PLAZA,Baliarrain,0.0
2011,RESI,,PLAZA,,,,,Baliarrain,PLAZA,Baliarrain,0.0
2013,RESI,,PLAZA,,,,,Baliarrain,PLAZA,Baliarrain,0.0
2014,RESI,,PLAZA,,,,,Baliarrain,PLAZA,Baliarrain,0.0
2015,RESI,,PLAZA,,,,,Baliarrain,PLAZA,Baliarrain,0.0
2016,RESI,,PLAZA,,,,,Baliarrain,PLAZA,Baliarrain,0.0
2017,RESI,,PLAZA,,,,,Baliarrain,PLAZA,Baliarrain,0.0
2018,RESI,,PLAZA,,,,,Baliarrain,PLAZA,Baliarrain,0.0
2019,RESI,,PLAZA,,,,,Baliarrain,PLAZA,Baliarrain,0.0
2010,RESI,,PLAZA,,PD,,,Orendain,PLAZA,Orendain,0.0
2011,RESI,,PLAZA,,PD,,,Orendain,PLAZA,Orendain,0.0
2013,RESI,,PLAZA,,PD,,,Orendain,PLAZA,Orendain,0.0
2014,RESI,,PLAZA,,PD,,,Orendain,PLAZA,Orendain,0.0
2015,RESI,,PLAZA,,PD,,,Orendain,PLAZA,Orendain,0.0
2016,RESI,,PLAZA,,PD,,,Orendain,PLAZA,Orendain,0.0
2017,RESI,,PLAZA,,PD,,,Orendain,PLAZA,Orendain,0.0
2018,RESI,,PLAZA,,PD,,,Orendain,PLAZA,Orendain,0.0
2019,RESI,,PLAZA,,PD,,,Orendain,PLAZA,Orendain,0.0
2010,RESI,,PLAZA,,,,,Orendain,PLAZA,Orendain,0.0
2011,RESI,,PLAZA,,,,,Orendain,PLAZA,Orendain,0.0
2013,RESI,,PLAZA,,,,,Orendain,PLAZA,Orendain,0.0
2014,RESI,,PLAZA,,,,,Orendain,PLAZA,Orendain,0.0
2015,RESI,,PLAZA,,,,,Orendain,PLAZA,Orendain,0.0
2016,RESI,,PLAZA,,,,,Orendain,PLAZA,Orendain,0.0
2017,RESI,,PLAZA,,,,,Orendain,PLAZA,Orendain,0.0
2018,RESI,,PLAZA,,,,,Orendain,PLAZA,Orendain,0.0
2019,RESI,,PLAZA,,,,,Orendain,PLAZA,Orendain,0.0
2010,RESI,,PLAZA,,PD,,,Altzaga,PLAZA,Altzaga,0.0
2011,RESI,,PLAZA,,PD,,,Altzaga,PLAZA,Altzaga,0.0
2013,RESI,,PLAZA,,PD,,,Altzaga,PLAZA,Altzaga,0.0
2014,RESI,,PLAZA,,PD,,,Altzaga,PLAZA,Altzaga,0.0
2015,RESI,,PLAZA,,PD,,,Altzaga,PLAZA,Altzaga,0.0
2016,RESI,,PLAZA,,PD,,,Altzaga,PLAZA,Altzaga,0.0
2017,RESI,,PLAZA,,PD,,,Altzaga,PLAZA,Altzaga,0.0
2018,RESI,,PLAZA,,PD,,,Altzaga,PLAZA,Altzaga,0.0
2019,RESI,,PLAZA,,PD,,,Altzaga,PLAZA,Altzaga,0.0
2010,RESI,,PLAZA,,,,,Altzaga,PLAZA,Altzaga,0.0
2011,RESI,,PLAZA,,,,,Altzaga,PLAZA,Altzaga,0.0
2013,RESI,,PLAZA,,,,,Altzaga,PLAZA,Altzaga,0.0
2014,RESI,,PLAZA,,,,,Altzaga,PLAZA,Altzaga,0.0
2015,RESI,,PLAZA,,,,,Altzaga,PLAZA,Altzaga,0.0
2016,RESI,,PLAZA,,,,,Altzaga,PLAZA,Altzaga,0.0
2017,RESI,,PLAZA,,,,,Altzaga,PLAZA,Altzaga,0.0
2018,RESI,,PLAZA,,,,,Altzaga,PLAZA,Altzaga,0.0
2019,RESI,,PLAZA,,,,,Altzaga,PLAZA,Altzaga,0.0
2010,RESI,,PLAZA,,PD,,,Gaztelu,PLAZA,Gaztelu,0.0
2011,RESI,,PLAZA,,PD,,,Gaztelu,PLAZA,Gaztelu,0.0
2013,RESI,,PLAZA,,PD,,,Gaztelu,PLAZA,Gaztelu,0.0
2014,RESI,,PLAZA,,PD,,,Gaztelu,PLAZA,Gaztelu,0.0
2015,RESI,,PLAZA,,PD,,,Gaztelu,PLAZA,Gaztelu,0.0
2016,RESI,,PLAZA,,PD,,,Gaztelu,PLAZA,Gaztelu,0.0
2017,RESI,,PLAZA,,PD,,,Gaztelu,PLAZA,Gaztelu,0.0
2018,RESI,,PLAZA,,PD,,,Gaztelu,PLAZA,Gaztelu,0.0
2019,RESI,,PLAZA,,PD,,,Gaztelu,PLAZA,Gaztelu,0.0
2010,RESI,,PLAZA,,,,,Gaztelu,PLAZA,Gaztelu,0.0
2011,RESI,,PLAZA,,,,,Gaztelu,PLAZA,Gaztelu,0.0
2013,RESI,,PLAZA,,,,,Gaztelu,PLAZA,Gaztelu,0.0
2014,RESI,,PLAZA,,,,,Gaztelu,PLAZA,Gaztelu,0.0
2015,RESI,,PLAZA,,,,,Gaztelu,PLAZA,Gaztelu,0.0
2016,RESI,,PLAZA,,,,,Gaztelu,PLAZA,Gaztelu,0.0
2017,RESI,,PLAZA,,,,,Gaztelu,PLAZA,Gaztelu,0.0
2018,RESI,,PLAZA,,,,,Gaztelu,PLAZA,Gaztelu,0.0
2019,RESI,,PLAZA,,,,,Gaztelu,PLAZA,Gaztelu,0.0
2010,RESI,,PLAZA,,PD,Bizkaia,,,PLAZA,Bizkaia,0.9
2011,RESI,,PLAZA,,PD,Bizkaia,,,PLAZA,Bizkaia,1.0
2013,RESI,,PLAZA,,PD,Bizkaia,,,PLAZA,Bizkaia,1.1
2014,RESI,,PLAZA,,PD,Bizkaia,,,PLAZA,Bizkaia,1.1
2015,RESI,,PLAZA,,PD,Bizkaia,,,PLAZA,Bizkaia,1.1
2016,RESI,,PLAZA,,PD,Bizkaia,,,PLAZA,Bizkaia,1.1
2017,RESI,,PLAZA,,PD,Bizkaia,,,PLAZA,Bizkaia,1.1
2018,RESI,,PLAZA,,PD,Bizkaia,,,PLAZA,Bizkaia,1.1
2019,RESI,,PLAZA,,PD,Bizkaia,,,PLAZA,Bizkaia,1.2
2010,RESI,,PLAZA,,,Bizkaia,,,PLAZA,Bizkaia,48.0
2011,RESI,,PLAZA,,,Bizkaia,,,PLAZA,Bizkaia,47.8
2013,RESI,,PLAZA,,,Bizkaia,,,PLAZA,Bizkaia,45.7
2014,RESI,,PLAZA,,,Bizkaia,,,PLAZA,Bizkaia,44.8
2015,RESI,,PLAZA,,,Bizkaia,,,PLAZA,Bizkaia,44.4
2016,RESI,,PLAZA,,,Bizkaia,,,PLAZA,Bizkaia,44.7
2017,RESI,,PLAZA,,,Bizkaia,,,PLAZA,Bizkaia,44.2
2018,RESI,,PLAZA,,,Bizkaia,,,PLAZA,Bizkaia,43.5
2019,RESI,,PLAZA,,,Bizkaia,,,PLAZA,Bizkaia,43.5
2010,RESI,,PLAZA,,PD,,,Abadiño,PLAZA,Abadiño,9.4
2011,RESI,,PLAZA,,PD,,,Abadiño,PLAZA,Abadiño,9.3
2013,RESI,,PLAZA,,PD,,,Abadiño,PLAZA,Abadiño,9.2
2014,RESI,,PLAZA,,PD,,,Abadiño,PLAZA,Abadiño,9.2
2015,RESI,,PLAZA,,PD,,,Abadiño,PLAZA,Abadiño,9.1
2016,RESI,,PLAZA,,PD,,,Abadiño,PLAZA,Abadiño,9.1
2017,RESI,,PLAZA,,PD,,,Abadiño,PLAZA,Abadiño,9.0
2018,RESI,,PLAZA,,PD,,,Abadiño,PLAZA,Abadiño,9.0
2019,RESI,,PLAZA,,PD,,,Abadiño,PLAZA,Abadiño,8.9
2010,RESI,,PLAZA,,,,,Abadiño,PLAZA,Abadiño,0.0
2011,RESI,,PLAZA,,,,,Abadiño,PLAZA,Abadiño,0.0
2013,RESI,,PLAZA,,,,,Abadiño,PLAZA,Abadiño,0.0
2014,RESI,,PLAZA,,,,,Abadiño,PLAZA,Abadiño,0.0
2015,RESI,,PLAZA,,,,,Abadiño,PLAZA,Abadiño,0.0
2016,RESI,,PLAZA,,,,,Abadiño,PLAZA,Abadiño,0.0
2017,RESI,,PLAZA,,,,,Abadiño,PLAZA,Abadiño,0.0
2018,RESI,,PLAZA,,,,,Abadiño,PLAZA,Abadiño,0.0
2019,RESI,,PLAZA,,,,,Abadiño,PLAZA,Abadiño,0.0
2010,RESI,,PLAZA,,PD,,,Abanto y Ciérvana-Abanto Zierbena,PLAZA,Abanto y Ciérvana-Abanto Zierbena,0.0
2011,RESI,,PLAZA,,PD,,,Abanto y Ciérvana-Abanto Zierbena,PLAZA,Abanto y Ciérvana-Abanto Zierbena,0.0
2013,RESI,,PLAZA,,PD,,,Abanto y Ciérvana-Abanto Zierbena,PLAZA,Abanto y Ciérvana-Abanto Zierbena,0.0
2014,RESI,,PLAZA,,PD,,,Abanto y Ciérvana-Abanto Zierbena,PLAZA,Abanto y Ciérvana-Abanto Zierbena,0.0
2015,RESI,,PLAZA,,PD,,,Abanto y Ciérvana-Abanto Zierbena,PLAZA,Abanto y Ciérvana-Abanto Zierbena,0.0
2016,RESI,,PLAZA,,PD,,,Abanto y Ciérvana-Abanto Zierbena,PLAZA,Abanto y Ciérvana-Abanto Zierbena,0.0
2017,RESI,,PLAZA,,PD,,,Abanto y Ciérvana-Abanto Zierbena,PLAZA,Abanto y Ciérvana-Abanto Zierbena,0.0
2018,RESI,,PLAZA,,PD,,,Abanto y Ciérvana-Abanto Zierbena,PLAZA,Abanto y Ciérvana-Abanto Zierbena,0.0
2019,RESI,,PLAZA,,PD,,,Abanto y Ciérvana-Abanto Zierbena,PLAZA,Abanto y Ciérvana-Abanto Zierbena,0.0
2010,RESI,,PLAZA,,,,,Abanto y Ciérvana-Abanto Zierbena,PLAZA,Abanto y Ciérvana-Abanto Zierbena,61.4
2011,RESI,,PLAZA,,,,,Abanto y Ciérvana-Abanto Zierbena,PLAZA,Abanto y Ciérvana-Abanto Zierbena,60.0
2013,RESI,,PLAZA,,,,,Abanto y Ciérvana-Abanto Zierbena,PLAZA,Abanto y Ciérvana-Abanto Zierbena,59.2
2014,RESI,,PLAZA,,,,,Abanto y Ciérvana-Abanto Zierbena,PLAZA,Abanto y Ciérvana-Abanto Zierbena,58.4
2015,RESI,,PLAZA,,,,,Abanto y Ciérvana-Abanto Zierbena,PLAZA,Abanto y Ciérvana-Abanto Zierbena,57.3
2016,RESI,,PLAZA,,,,,Abanto y Ciérvana-Abanto Zierbena,PLAZA,Abanto y Ciérvana-Abanto Zierbena,56.3
2017,RESI,,PLAZA,,,,,Abanto y Ciérvana-Abanto Zierbena,PLAZA,Abanto y Ciérvana-Abanto Zierbena,54.6
2018,RESI,,PLAZA,,,,,Abanto y Ciérvana-Abanto Zierbena,PLAZA,Abanto y Ciérvana-Abanto Zierbena,53.4
2019,RESI,,PLAZA,,,,,Abanto y Ciérvana-Abanto Zierbena,PLAZA,Abanto y Ciérvana-Abanto Zierbena,52.5
2010,RESI,,PLAZA,,PD,,,Amorebieta-Etxano,PLAZA,Amorebieta-Etxano,0.0
2011,RESI,,PLAZA,,PD,,,Amorebieta-Etxano,PLAZA,Amorebieta-Etxano,0.0
