Year,Territorio,Comarca,Municipio,Unidad,GeoCode,Value
2012,,,Segura,Por 1.000 habitantes,Segura,0.0
2013,,,Segura,Por 1.000 habitantes,Segura,0.0
2014,,,Segura,Por 1.000 habitantes,Segura,0.0
2015,,,Segura,Por 1.000 habitantes,Segura,0.0
2016,,,Segura,Por 1.000 habitantes,Segura,0.0
2017,,,Segura,Por 1.000 habitantes,Segura,0.0
2018,,,Segura,Por 1.000 habitantes,Segura,0.0
2019,,,Segura,Por 1.000 habitantes,Segura,0.0
2020,,,Segura,Por 1.000 habitantes,Segura,0.0
2021,,,Segura,Por 1.000 habitantes,Segura,0.0
2022,,,Segura,Por 1.000 habitantes,Segura,0.0
2010,,,Tolosa,Por 1.000 habitantes,Tolosa,3.0
2011,,,Tolosa,Por 1.000 habitantes,Tolosa,3.0
2012,,,Tolosa,Por 1.000 habitantes,Tolosa,2.9
2013,,,Tolosa,Por 1.000 habitantes,Tolosa,2.0
2014,,,Tolosa,Por 1.000 habitantes,Tolosa,2.0
2015,,,Tolosa,Por 1.000 habitantes,Tolosa,0.0
2016,,,Tolosa,Por 1.000 habitantes,Tolosa,0.0
2017,,,Tolosa,Por 1.000 habitantes,Tolosa,0.0
2018,,,Tolosa,Por 1.000 habitantes,Tolosa,0.0
2019,,,Tolosa,Por 1.000 habitantes,Tolosa,0.0
2020,,,Tolosa,Por 1.000 habitantes,Tolosa,0.0
2021,,,Tolosa,Por 1.000 habitantes,Tolosa,0.0
2022,,,Tolosa,Por 1.000 habitantes,Tolosa,0.0
2010,,,Urnieta,Por 1.000 habitantes,Urnieta,15.0
2011,,,Urnieta,Por 1.000 habitantes,Urnieta,0.0
2012,,,Urnieta,Por 1.000 habitantes,Urnieta,0.0
2013,,,Urnieta,Por 1.000 habitantes,Urnieta,0.0
2014,,,Urnieta,Por 1.000 habitantes,Urnieta,0.0
2015,,,Urnieta,Por 1.000 habitantes,Urnieta,0.0
2016,,,Urnieta,Por 1.000 habitantes,Urnieta,0.0
2017,,,Urnieta,Por 1.000 habitantes,Urnieta,0.0
2018,,,Urnieta,Por 1.000 habitantes,Urnieta,0.0
2019,,,Urnieta,Por 1.000 habitantes,Urnieta,0.0
2020,,,Urnieta,Por 1.000 habitantes,Urnieta,0.0
2021,,,Urnieta,Por 1.000 habitantes,Urnieta,0.0
2022,,,Urnieta,Por 1.000 habitantes,Urnieta,0.0
2010,,,Usurbil,Por 1.000 habitantes,Usurbil,0.0
2011,,,Usurbil,Por 1.000 habitantes,Usurbil,0.0
2012,,,Usurbil,Por 1.000 habitantes,Usurbil,0.0
2013,,,Usurbil,Por 1.000 habitantes,Usurbil,0.0
2014,,,Usurbil,Por 1.000 habitantes,Usurbil,0.0
2015,,,Usurbil,Por 1.000 habitantes,Usurbil,0.0
2016,,,Usurbil,Por 1.000 habitantes,Usurbil,0.0
2017,,,Usurbil,Por 1.000 habitantes,Usurbil,0.0
2018,,,Usurbil,Por 1.000 habitantes,Usurbil,0.0
2019,,,Usurbil,Por 1.000 habitantes,Usurbil,0.0
2020,,,Usurbil,Por 1.000 habitantes,Usurbil,0.0
2021,,,Usurbil,Por 1.000 habitantes,Usurbil,0.0
2022,,,Usurbil,Por 1.000 habitantes,Usurbil,0.0
2010,,,Bergara,Por 1.000 habitantes,Bergara,0.0
2011,,,Bergara,Por 1.000 habitantes,Bergara,0.0
2012,,,Bergara,Por 1.000 habitantes,Bergara,0.0
2013,,,Bergara,Por 1.000 habitantes,Bergara,0.0
2014,,,Bergara,Por 1.000 habitantes,Bergara,0.0
2015,,,Bergara,Por 1.000 habitantes,Bergara,0.0
2016,,,Bergara,Por 1.000 habitantes,Bergara,0.0
2017,,,Bergara,Por 1.000 habitantes,Bergara,0.0
2018,,,Bergara,Por 1.000 habitantes,Bergara,0.0
2019,,,Bergara,Por 1.000 habitantes,Bergara,0.0
2020,,,Bergara,Por 1.000 habitantes,Bergara,0.0
2021,,,Bergara,Por 1.000 habitantes,Bergara,0.0
2022,,,Bergara,Por 1.000 habitantes,Bergara,0.0
2010,,,Villabona,Por 1.000 habitantes,Villabona,0.0
2011,,,Villabona,Por 1.000 habitantes,Villabona,0.0
2012,,,Villabona,Por 1.000 habitantes,Villabona,0.0
2013,,,Villabona,Por 1.000 habitantes,Villabona,0.0
2014,,,Villabona,Por 1.000 habitantes,Villabona,0.0
2015,,,Villabona,Por 1.000 habitantes,Villabona,0.0
2016,,,Villabona,Por 1.000 habitantes,Villabona,0.0
2017,,,Villabona,Por 1.000 habitantes,Villabona,0.0
2018,,,Villabona,Por 1.000 habitantes,Villabona,0.0
2019,,,Villabona,Por 1.000 habitantes,Villabona,0.0
2020,,,Villabona,Por 1.000 habitantes,Villabona,0.0
2021,,,Villabona,Por 1.000 habitantes,Villabona,0.0
2022,,,Villabona,Por 1.000 habitantes,Villabona,0.0
2010,,,Ordizia,Por 1.000 habitantes,Ordizia,0.0
2011,,,Ordizia,Por 1.000 habitantes,Ordizia,0.0
2012,,,Ordizia,Por 1.000 habitantes,Ordizia,0.0
2013,,,Ordizia,Por 1.000 habitantes,Ordizia,0.0
2014,,,Ordizia,Por 1.000 habitantes,Ordizia,0.0
2015,,,Ordizia,Por 1.000 habitantes,Ordizia,0.0
2016,,,Ordizia,Por 1.000 habitantes,Ordizia,0.0
2017,,,Ordizia,Por 1.000 habitantes,Ordizia,0.0
2018,,,Ordizia,Por 1.000 habitantes,Ordizia,0.0
2019,,,Ordizia,Por 1.000 habitantes,Ordizia,0.0
2020,,,Ordizia,Por 1.000 habitantes,Ordizia,0.0
2021,,,Ordizia,Por 1.000 habitantes,Ordizia,0.0
2022,,,Ordizia,Por 1.000 habitantes,Ordizia,0.0
2010,,,Urretxu,Por 1.000 habitantes,Urretxu,0.0
2011,,,Urretxu,Por 1.000 habitantes,Urretxu,0.0
2012,,,Urretxu,Por 1.000 habitantes,Urretxu,0.0
2013,,,Urretxu,Por 1.000 habitantes,Urretxu,0.0
2014,,,Urretxu,Por 1.000 habitantes,Urretxu,0.0
2015,,,Urretxu,Por 1.000 habitantes,Urretxu,0.0
2016,,,Urretxu,Por 1.000 habitantes,Urretxu,0.0
2017,,,Urretxu,Por 1.000 habitantes,Urretxu,0.0
2018,,,Urretxu,Por 1.000 habitantes,Urretxu,0.0
2019,,,Urretxu,Por 1.000 habitantes,Urretxu,0.0
2020,,,Urretxu,Por 1.000 habitantes,Urretxu,0.0
2021,,,Urretxu,Por 1.000 habitantes,Urretxu,0.0
2022,,,Urretxu,Por 1.000 habitantes,Urretxu,0.0
2010,,,Zaldibia,Por 1.000 habitantes,Zaldibia,0.0
2011,,,Zaldibia,Por 1.000 habitantes,Zaldibia,0.0
2012,,,Zaldibia,Por 1.000 habitantes,Zaldibia,0.0
2013,,,Zaldibia,Por 1.000 habitantes,Zaldibia,0.0
2014,,,Zaldibia,Por 1.000 habitantes,Zaldibia,0.0
2015,,,Zaldibia,Por 1.000 habitantes,Zaldibia,0.0
2016,,,Zaldibia,Por 1.000 habitantes,Zaldibia,0.0
2017,,,Zaldibia,Por 1.000 habitantes,Zaldibia,0.0
2018,,,Zaldibia,Por 1.000 habitantes,Zaldibia,0.0
2019,,,Zaldibia,Por 1.000 habitantes,Zaldibia,0.0
2020,,,Zaldibia,Por 1.000 habitantes,Zaldibia,0.0
2021,,,Zaldibia,Por 1.000 habitantes,Zaldibia,0.0
2022,,,Zaldibia,Por 1.000 habitantes,Zaldibia,0.0
2010,,,Zarautz,Por 1.000 habitantes,Zarautz,0.0
2011,,,Zarautz,Por 1.000 habitantes,Zarautz,0.0
2012,,,Zarautz,Por 1.000 habitantes,Zarautz,0.0
2013,,,Zarautz,Por 1.000 habitantes,Zarautz,0.0
2014,,,Zarautz,Por 1.000 habitantes,Zarautz,0.0
2015,,,Zarautz,Por 1.000 habitantes,Zarautz,0.0
2016,,,Zarautz,Por 1.000 habitantes,Zarautz,0.0
2017,,,Zarautz,Por 1.000 habitantes,Zarautz,1.3
2018,,,Zarautz,Por 1.000 habitantes,Zarautz,1.3
2019,,,Zarautz,Por 1.000 habitantes,Zarautz,1.3
2020,,,Zarautz,Por 1.000 habitantes,Zarautz,1.3
2021,,,Zarautz,Por 1.000 habitantes,Zarautz,1.3
2022,,,Zarautz,Por 1.000 habitantes,Zarautz,0.0
2010,,,Zumarraga,Por 1.000 habitantes,Zumarraga,4.3
2011,,,Zumarraga,Por 1.000 habitantes,Zumarraga,4.3
2012,,,Zumarraga,Por 1.000 habitantes,Zumarraga,4.3
2013,,,Zumarraga,Por 1.000 habitantes,Zumarraga,0.0
2014,,,Zumarraga,Por 1.000 habitantes,Zumarraga,0.0
2015,,,Zumarraga,Por 1.000 habitantes,Zumarraga,0.0
2016,,,Zumarraga,Por 1.000 habitantes,Zumarraga,0.0
2017,,,Zumarraga,Por 1.000 habitantes,Zumarraga,0.0
2018,,,Zumarraga,Por 1.000 habitantes,Zumarraga,0.0
2019,,,Zumarraga,Por 1.000 habitantes,Zumarraga,0.0
2020,,,Zumarraga,Por 1.000 habitantes,Zumarraga,0.0
2021,,,Zumarraga,Por 1.000 habitantes,Zumarraga,0.0
2022,,,Zumarraga,Por 1.000 habitantes,Zumarraga,0.0
2010,,,Zumaia,Por 1.000 habitantes,Zumaia,0.0
2011,,,Zumaia,Por 1.000 habitantes,Zumaia,0.0
2012,,,Zumaia,Por 1.000 habitantes,Zumaia,0.0
2013,,,Zumaia,Por 1.000 habitantes,Zumaia,0.0
2014,,,Zumaia,Por 1.000 habitantes,Zumaia,0.0
2015,,,Zumaia,Por 1.000 habitantes,Zumaia,0.0
2016,,,Zumaia,Por 1.000 habitantes,Zumaia,0.0
2017,,,Zumaia,Por 1.000 habitantes,Zumaia,0.0
2018,,,Zumaia,Por 1.000 habitantes,Zumaia,0.0
2019,,,Zumaia,Por 1.000 habitantes,Zumaia,0.0
2020,,,Zumaia,Por 1.000 habitantes,Zumaia,0.0
2021,,,Zumaia,Por 1.000 habitantes,Zumaia,0.0
2022,,,Zumaia,Por 1.000 habitantes,Zumaia,0.0
2010,,,Mendaro,Por 1.000 habitantes,Mendaro,0.0
2011,,,Mendaro,Por 1.000 habitantes,Mendaro,0.0
2012,,,Mendaro,Por 1.000 habitantes,Mendaro,0.0
2013,,,Mendaro,Por 1.000 habitantes,Mendaro,0.0
2014,,,Mendaro,Por 1.000 habitantes,Mendaro,0.0
2015,,,Mendaro,Por 1.000 habitantes,Mendaro,0.0
2016,,,Mendaro,Por 1.000 habitantes,Mendaro,0.0
2017,,,Mendaro,Por 1.000 habitantes,Mendaro,0.0
2018,,,Mendaro,Por 1.000 habitantes,Mendaro,0.0
2019,,,Mendaro,Por 1.000 habitantes,Mendaro,0.0
2020,,,Mendaro,Por 1.000 habitantes,Mendaro,0.0
2021,,,Mendaro,Por 1.000 habitantes,Mendaro,0.0
2022,,,Mendaro,Por 1.000 habitantes,Mendaro,0.0
2010,,,Lasarte-Oria,Por 1.000 habitantes,Lasarte-Oria,0.0
2011,,,Lasarte-Oria,Por 1.000 habitantes,Lasarte-Oria,0.0
2012,,,Lasarte-Oria,Por 1.000 habitantes,Lasarte-Oria,0.0
2013,,,Lasarte-Oria,Por 1.000 habitantes,Lasarte-Oria,0.0
2014,,,Lasarte-Oria,Por 1.000 habitantes,Lasarte-Oria,0.0
2015,,,Lasarte-Oria,Por 1.000 habitantes,Lasarte-Oria,0.0
2016,,,Lasarte-Oria,Por 1.000 habitantes,Lasarte-Oria,0.0
2017,,,Lasarte-Oria,Por 1.000 habitantes,Lasarte-Oria,0.0
2018,,,Lasarte-Oria,Por 1.000 habitantes,Lasarte-Oria,0.0
2019,,,Lasarte-Oria,Por 1.000 habitantes,Lasarte-Oria,0.0
2020,,,Lasarte-Oria,Por 1.000 habitantes,Lasarte-Oria,0.0
2021,,,Lasarte-Oria,Por 1.000 habitantes,Lasarte-Oria,0.0
2022,,,Lasarte-Oria,Por 1.000 habitantes,Lasarte-Oria,0.0
2010,,,Astigarraga,Por 1.000 habitantes,Astigarraga,0.0
2011,,,Astigarraga,Por 1.000 habitantes,Astigarraga,0.0
2012,,,Astigarraga,Por 1.000 habitantes,Astigarraga,0.0
2013,,,Astigarraga,Por 1.000 habitantes,Astigarraga,0.0
2014,,,Astigarraga,Por 1.000 habitantes,Astigarraga,0.0
2015,,,Astigarraga,Por 1.000 habitantes,Astigarraga,0.0
2016,,,Astigarraga,Por 1.000 habitantes,Astigarraga,0.0
2017,,,Astigarraga,Por 1.000 habitantes,Astigarraga,0.0
2018,,,Astigarraga,Por 1.000 habitantes,Astigarraga,0.0
2019,,,Astigarraga,Por 1.000 habitantes,Astigarraga,0.0
2020,,,Astigarraga,Por 1.000 habitantes,Astigarraga,0.0
2021,,,Astigarraga,Por 1.000 habitantes,Astigarraga,0.0
2022,,,Astigarraga,Por 1.000 habitantes,Astigarraga,0.0
2010,,,Baliarrain,Por 1.000 habitantes,Baliarrain,0.0
2011,,,Baliarrain,Por 1.000 habitantes,Baliarrain,0.0
2012,,,Baliarrain,Por 1.000 habitantes,Baliarrain,0.0
2013,,,Baliarrain,Por 1.000 habitantes,Baliarrain,0.0
2014,,,Baliarrain,Por 1.000 habitantes,Baliarrain,0.0
2015,,,Baliarrain,Por 1.000 habitantes,Baliarrain,0.0
2016,,,Baliarrain,Por 1.000 habitantes,Baliarrain,0.0
2017,,,Baliarrain,Por 1.000 habitantes,Baliarrain,0.0
2018,,,Baliarrain,Por 1.000 habitantes,Baliarrain,0.0
2019,,,Baliarrain,Por 1.000 habitantes,Baliarrain,0.0
2020,,,Baliarrain,Por 1.000 habitantes,Baliarrain,0.0
2021,,,Baliarrain,Por 1.000 habitantes,Baliarrain,0.0
2022,,,Baliarrain,Por 1.000 habitantes,Baliarrain,0.0
2010,,,Orendain,Por 1.000 habitantes,Orendain,0.0
2011,,,Orendain,Por 1.000 habitantes,Orendain,0.0
2012,,,Orendain,Por 1.000 habitantes,Orendain,0.0
2013,,,Orendain,Por 1.000 habitantes,Orendain,0.0
2014,,,Orendain,Por 1.000 habitantes,Orendain,0.0
2015,,,Orendain,Por 1.000 habitantes,Orendain,0.0
2016,,,Orendain,Por 1.000 habitantes,Orendain,0.0
2017,,,Orendain,Por 1.000 habitantes,Orendain,0.0
2018,,,Orendain,Por 1.000 habitantes,Orendain,0.0
2019,,,Orendain,Por 1.000 habitantes,Orendain,0.0
2020,,,Orendain,Por 1.000 habitantes,Orendain,0.0
2021,,,Orendain,Por 1.000 habitantes,Orendain,0.0
2022,,,Orendain,Por 1.000 habitantes,Orendain,0.0
2010,,,Altzaga,Por 1.000 habitantes,Altzaga,0.0
2011,,,Altzaga,Por 1.000 habitantes,Altzaga,0.0
2012,,,Altzaga,Por 1.000 habitantes,Altzaga,0.0
2013,,,Altzaga,Por 1.000 habitantes,Altzaga,0.0
2014,,,Altzaga,Por 1.000 habitantes,Altzaga,0.0
2015,,,Altzaga,Por 1.000 habitantes,Altzaga,0.0
2016,,,Altzaga,Por 1.000 habitantes,Altzaga,0.0
2017,,,Altzaga,Por 1.000 habitantes,Altzaga,0.0
2018,,,Altzaga,Por 1.000 habitantes,Altzaga,0.0
2019,,,Altzaga,Por 1.000 habitantes,Altzaga,0.0
2020,,,Altzaga,Por 1.000 habitantes,Altzaga,0.0
2021,,,Altzaga,Por 1.000 habitantes,Altzaga,0.0
2022,,,Altzaga,Por 1.000 habitantes,Altzaga,0.0
2010,,,Gaztelu,Por 1.000 habitantes,Gaztelu,0.0
2011,,,Gaztelu,Por 1.000 habitantes,Gaztelu,0.0
2012,,,Gaztelu,Por 1.000 habitantes,Gaztelu,0.0
2013,,,Gaztelu,Por 1.000 habitantes,Gaztelu,0.0
2014,,,Gaztelu,Por 1.000 habitantes,Gaztelu,0.0
2015,,,Gaztelu,Por 1.000 habitantes,Gaztelu,0.0
2016,,,Gaztelu,Por 1.000 habitantes,Gaztelu,0.0
2017,,,Gaztelu,Por 1.000 habitantes,Gaztelu,0.0
2018,,,Gaztelu,Por 1.000 habitantes,Gaztelu,0.0
2019,,,Gaztelu,Por 1.000 habitantes,Gaztelu,0.0
2020,,,Gaztelu,Por 1.000 habitantes,Gaztelu,0.0
2021,,,Gaztelu,Por 1.000 habitantes,Gaztelu,0.0
2022,,,Gaztelu,Por 1.000 habitantes,Gaztelu,0.0
2010,Bizkaia,,,Por 1.000 habitantes,Bizkaia,1.9
2011,Bizkaia,,,Por 1.000 habitantes,Bizkaia,1.9
2012,Bizkaia,,,Por 1.000 habitantes,Bizkaia,2.2
2013,Bizkaia,,,Por 1.000 habitantes,Bizkaia,2.3
2014,Bizkaia,,,Por 1.000 habitantes,Bizkaia,2.0
2015,Bizkaia,,,Por 1.000 habitantes,Bizkaia,1.8
2016,Bizkaia,,,Por 1.000 habitantes,Bizkaia,1.3
2017,Bizkaia,,,Por 1.000 habitantes,Bizkaia,1.3
2018,Bizkaia,,,Por 1.000 habitantes,Bizkaia,1.0
2019,Bizkaia,,,Por 1.000 habitantes,Bizkaia,1.1
2020,Bizkaia,,,Por 1.000 habitantes,Bizkaia,1.1
2021,Bizkaia,,,Por 1.000 habitantes,Bizkaia,1.2
2022,Bizkaia,,,Por 1.000 habitantes,Bizkaia,1.0
2010,,,Abadiño,Por 1.000 habitantes,Abadiño,30.8
2011,,,Abadiño,Por 1.000 habitantes,Abadiño,38.0
2012,,,Abadiño,Por 1.000 habitantes,Abadiño,37.7
2013,,,Abadiño,Por 1.000 habitantes,Abadiño,37.5
2014,,,Abadiño,Por 1.000 habitantes,Abadiño,16.5
2015,,,Abadiño,Por 1.000 habitantes,Abadiño,7.2
2016,,,Abadiño,Por 1.000 habitantes,Abadiño,0.0
2017,,,Abadiño,Por 1.000 habitantes,Abadiño,0.0
2018,,,Abadiño,Por 1.000 habitantes,Abadiño,0.0
2019,,,Abadiño,Por 1.000 habitantes,Abadiño,0.0
2020,,,Abadiño,Por 1.000 habitantes,Abadiño,0.0
2021,,,Abadiño,Por 1.000 habitantes,Abadiño,0.0
2022,,,Abadiño,Por 1.000 habitantes,Abadiño,0.0
2010,,,Abanto y Ciérvana-Abanto Zierbena,Por 1.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,0.0
2011,,,Abanto y Ciérvana-Abanto Zierbena,Por 1.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,0.0
2012,,,Abanto y Ciérvana-Abanto Zierbena,Por 1.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,0.0
2013,,,Abanto y Ciérvana-Abanto Zierbena,Por 1.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,0.0
2014,,,Abanto y Ciérvana-Abanto Zierbena,Por 1.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,0.0
2015,,,Abanto y Ciérvana-Abanto Zierbena,Por 1.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,0.0
2016,,,Abanto y Ciérvana-Abanto Zierbena,Por 1.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,0.0
2017,,,Abanto y Ciérvana-Abanto Zierbena,Por 1.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,0.0
2018,,,Abanto y Ciérvana-Abanto Zierbena,Por 1.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,0.0
2019,,,Abanto y Ciérvana-Abanto Zierbena,Por 1.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,0.0
2020,,,Abanto y Ciérvana-Abanto Zierbena,Por 1.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,0.0
2021,,,Abanto y Ciérvana-Abanto Zierbena,Por 1.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,0.0
2022,,,Abanto y Ciérvana-Abanto Zierbena,Por 1.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,0.0
2010,,,Amorebieta-Etxano,Por 1.000 habitantes,Amorebieta-Etxano,0.0
2011,,,Amorebieta-Etxano,Por 1.000 habitantes,Amorebieta-Etxano,0.0
2012,,,Amorebieta-Etxano,Por 1.000 habitantes,Amorebieta-Etxano,0.0
2013,,,Amorebieta-Etxano,Por 1.000 habitantes,Amorebieta-Etxano,0.0
2014,,,Amorebieta-Etxano,Por 1.000 habitantes,Amorebieta-Etxano,0.0
2015,,,Amorebieta-Etxano,Por 1.000 habitantes,Amorebieta-Etxano,0.0
2016,,,Amorebieta-Etxano,Por 1.000 habitantes,Amorebieta-Etxano,0.0
2017,,,Amorebieta-Etxano,Por 1.000 habitantes,Amorebieta-Etxano,0.0
2018,,,Amorebieta-Etxano,Por 1.000 habitantes,Amorebieta-Etxano,0.0
2019,,,Amorebieta-Etxano,Por 1.000 habitantes,Amorebieta-Etxano,0.0
2020,,,Amorebieta-Etxano,Por 1.000 habitantes,Amorebieta-Etxano,0.0
2021,,,Amorebieta-Etxano,Por 1.000 habitantes,Amorebieta-Etxano,0.0
2022,,,Amorebieta-Etxano,Por 1.000 habitantes,Amorebieta-Etxano,0.0
2010,,,Amoroto,Por 1.000 habitantes,Amoroto,0.0
2011,,,Amoroto,Por 1.000 habitantes,Amoroto,0.0
2012,,,Amoroto,Por 1.000 habitantes,Amoroto,0.0
2013,,,Amoroto,Por 1.000 habitantes,Amoroto,0.0
2014,,,Amoroto,Por 1.000 habitantes,Amoroto,0.0
2015,,,Amoroto,Por 1.000 habitantes,Amoroto,0.0
2016,,,Amoroto,Por 1.000 habitantes,Amoroto,0.0
2017,,,Amoroto,Por 1.000 habitantes,Amoroto,0.0
2018,,,Amoroto,Por 1.000 habitantes,Amoroto,0.0
2019,,,Amoroto,Por 1.000 habitantes,Amoroto,0.0
2020,,,Amoroto,Por 1.000 habitantes,Amoroto,0.0
2021,,,Amoroto,Por 1.000 habitantes,Amoroto,0.0
2022,,,Amoroto,Por 1.000 habitantes,Amoroto,0.0
2010,,,Arakaldo,Por 1.000 habitantes,Arakaldo,0.0
2011,,,Arakaldo,Por 1.000 habitantes,Arakaldo,0.0
2012,,,Arakaldo,Por 1.000 habitantes,Arakaldo,0.0
2013,,,Arakaldo,Por 1.000 habitantes,Arakaldo,0.0
2014,,,Arakaldo,Por 1.000 habitantes,Arakaldo,0.0
2015,,,Arakaldo,Por 1.000 habitantes,Arakaldo,0.0
2016,,,Arakaldo,Por 1.000 habitantes,Arakaldo,0.0
2017,,,Arakaldo,Por 1.000 habitantes,Arakaldo,0.0
2018,,,Arakaldo,Por 1.000 habitantes,Arakaldo,0.0
2019,,,Arakaldo,Por 1.000 habitantes,Arakaldo,0.0
2020,,,Arakaldo,Por 1.000 habitantes,Arakaldo,0.0
2021,,,Arakaldo,Por 1.000 habitantes,Arakaldo,0.0
2022,,,Arakaldo,Por 1.000 habitantes,Arakaldo,0.0
2010,,,Arantzazu,Por 1.000 habitantes,Arantzazu,0.0
2011,,,Arantzazu,Por 1.000 habitantes,Arantzazu,0.0
2012,,,Arantzazu,Por 1.000 habitantes,Arantzazu,0.0
2013,,,Arantzazu,Por 1.000 habitantes,Arantzazu,0.0
2014,,,Arantzazu,Por 1.000 habitantes,Arantzazu,0.0
2015,,,Arantzazu,Por 1.000 habitantes,Arantzazu,0.0
2016,,,Arantzazu,Por 1.000 habitantes,Arantzazu,0.0
2017,,,Arantzazu,Por 1.000 habitantes,Arantzazu,0.0
2018,,,Arantzazu,Por 1.000 habitantes,Arantzazu,0.0
2019,,,Arantzazu,Por 1.000 habitantes,Arantzazu,0.0
2020,,,Arantzazu,Por 1.000 habitantes,Arantzazu,0.0
2021,,,Arantzazu,Por 1.000 habitantes,Arantzazu,0.0
2022,,,Arantzazu,Por 1.000 habitantes,Arantzazu,0.0
2010,,,Munitibar-Arbatzegi Gerrikaitz,Por 1.000 habitantes,Munitibar-Arbatzegi Gerrikaitz,0.0
2011,,,Munitibar-Arbatzegi Gerrikaitz,Por 1.000 habitantes,Munitibar-Arbatzegi Gerrikaitz,0.0
2012,,,Munitibar-Arbatzegi Gerrikaitz,Por 1.000 habitantes,Munitibar-Arbatzegi Gerrikaitz,0.0
2013,,,Munitibar-Arbatzegi Gerrikaitz,Por 1.000 habitantes,Munitibar-Arbatzegi Gerrikaitz,0.0
2014,,,Munitibar-Arbatzegi Gerrikaitz,Por 1.000 habitantes,Munitibar-Arbatzegi Gerrikaitz,0.0
2015,,,Munitibar-Arbatzegi Gerrikaitz,Por 1.000 habitantes,Munitibar-Arbatzegi Gerrikaitz,0.0
2016,,,Munitibar-Arbatzegi Gerrikaitz,Por 1.000 habitantes,Munitibar-Arbatzegi Gerrikaitz,0.0
2017,,,Munitibar-Arbatzegi Gerrikaitz,Por 1.000 habitantes,Munitibar-Arbatzegi Gerrikaitz,0.0
2018,,,Munitibar-Arbatzegi Gerrikaitz,Por 1.000 habitantes,Munitibar-Arbatzegi Gerrikaitz,0.0
2019,,,Munitibar-Arbatzegi Gerrikaitz,Por 1.000 habitantes,Munitibar-Arbatzegi Gerrikaitz,0.0
2020,,,Munitibar-Arbatzegi Gerrikaitz,Por 1.000 habitantes,Munitibar-Arbatzegi Gerrikaitz,0.0
2021,,,Munitibar-Arbatzegi Gerrikaitz,Por 1.000 habitantes,Munitibar-Arbatzegi Gerrikaitz,0.0
2022,,,Munitibar-Arbatzegi Gerrikaitz,Por 1.000 habitantes,Munitibar-Arbatzegi Gerrikaitz,0.0
2010,,,Artzentales,Por 1.000 habitantes,Artzentales,0.0
2011,,,Artzentales,Por 1.000 habitantes,Artzentales,0.0
2012,,,Artzentales,Por 1.000 habitantes,Artzentales,0.0
2013,,,Artzentales,Por 1.000 habitantes,Artzentales,0.0
2014,,,Artzentales,Por 1.000 habitantes,Artzentales,0.0
2015,,,Artzentales,Por 1.000 habitantes,Artzentales,0.0
2016,,,Artzentales,Por 1.000 habitantes,Artzentales,0.0
2017,,,Artzentales,Por 1.000 habitantes,Artzentales,0.0
2018,,,Artzentales,Por 1.000 habitantes,Artzentales,0.0
2019,,,Artzentales,Por 1.000 habitantes,Artzentales,0.0
2020,,,Artzentales,Por 1.000 habitantes,Artzentales,0.0
2021,,,Artzentales,Por 1.000 habitantes,Artzentales,0.0
2022,,,Artzentales,Por 1.000 habitantes,Artzentales,0.0
2010,,,Arrankudiaga-Zollo,Por 1.000 habitantes,Arrankudiaga-Zollo,0.0
2011,,,Arrankudiaga-Zollo,Por 1.000 habitantes,Arrankudiaga-Zollo,0.0
2012,,,Arrankudiaga-Zollo,Por 1.000 habitantes,Arrankudiaga-Zollo,0.0
2013,,,Arrankudiaga-Zollo,Por 1.000 habitantes,Arrankudiaga-Zollo,0.0
2014,,,Arrankudiaga-Zollo,Por 1.000 habitantes,Arrankudiaga-Zollo,0.0
2015,,,Arrankudiaga-Zollo,Por 1.000 habitantes,Arrankudiaga-Zollo,0.0
2016,,,Arrankudiaga-Zollo,Por 1.000 habitantes,Arrankudiaga-Zollo,0.0
2017,,,Arrankudiaga-Zollo,Por 1.000 habitantes,Arrankudiaga-Zollo,0.0
2018,,,Arrankudiaga-Zollo,Por 1.000 habitantes,Arrankudiaga-Zollo,0.0
2019,,,Arrankudiaga-Zollo,Por 1.000 habitantes,Arrankudiaga-Zollo,0.0
2020,,,Arrankudiaga-Zollo,Por 1.000 habitantes,Arrankudiaga-Zollo,0.0
2021,,,Arrankudiaga-Zollo,Por 1.000 habitantes,Arrankudiaga-Zollo,0.0
2022,,,Arrankudiaga-Zollo,Por 1.000 habitantes,Arrankudiaga-Zollo,0.0
2010,,Arratia Nerbioi / Arratia-Nervión,,Por 1.000 habitantes,Arratia Nerbioi / Arratia-Nervión,6.6
2011,,Arratia Nerbioi / Arratia-Nervión,,Por 1.000 habitantes,Arratia Nerbioi / Arratia-Nervión,3.9
2012,,Arratia Nerbioi / Arratia-Nervión,,Por 1.000 habitantes,Arratia Nerbioi / Arratia-Nervión,1.5
