Year,Territorio,Comarca,Municipio,Unidad,GeoCode,Value
2010,Araba/Álava,,,Por 1.000 habitantes,Araba/Álava,9.4
2011,Araba/Álava,,,Por 1.000 habitantes,Araba/Álava,7.3
2012,Araba/Álava,,,Por 1.000 habitantes,Araba/Álava,7.1
2013,Araba/Álava,,,Por 1.000 habitantes,Araba/Álava,5.6
2014,Araba/Álava,,,Por 1.000 habitantes,Araba/Álava,3.9
2015,Araba/Álava,,,Por 1.000 habitantes,Araba/Álava,1.5
2016,Araba/Álava,,,Por 1.000 habitantes,Araba/Álava,1.3
2017,Araba/Álava,,,Por 1.000 habitantes,Araba/Álava,1.3
2018,Araba/Álava,,,Por 1.000 habitantes,Araba/Álava,1.2
2019,Araba/Álava,,,Por 1.000 habitantes,Araba/Álava,0.4
2020,Araba/Álava,,,Por 1.000 habitantes,Araba/Álava,0.5
2021,Araba/Álava,,,Por 1.000 habitantes,Araba/Álava,0.3
2022,Araba/Álava,,,Por 1.000 habitantes,Araba/Álava,0.7
2010,,,Alegría-Dulantzi,Por 1.000 habitantes,Alegría-Dulantzi,0.0
2011,,,Alegría-Dulantzi,Por 1.000 habitantes,Alegría-Dulantzi,0.0
2012,,,Alegría-Dulantzi,Por 1.000 habitantes,Alegría-Dulantzi,0.0
2013,,,Alegría-Dulantzi,Por 1.000 habitantes,Alegría-Dulantzi,0.0
2014,,,Alegría-Dulantzi,Por 1.000 habitantes,Alegría-Dulantzi,0.0
2015,,,Alegría-Dulantzi,Por 1.000 habitantes,Alegría-Dulantzi,0.0
2016,,,Alegría-Dulantzi,Por 1.000 habitantes,Alegría-Dulantzi,0.0
2017,,,Alegría-Dulantzi,Por 1.000 habitantes,Alegría-Dulantzi,0.0
2018,,,Alegría-Dulantzi,Por 1.000 habitantes,Alegría-Dulantzi,0.0
2019,,,Alegría-Dulantzi,Por 1.000 habitantes,Alegría-Dulantzi,0.0
2020,,,Alegría-Dulantzi,Por 1.000 habitantes,Alegría-Dulantzi,0.0
2021,,,Alegría-Dulantzi,Por 1.000 habitantes,Alegría-Dulantzi,0.0
2022,,,Alegría-Dulantzi,Por 1.000 habitantes,Alegría-Dulantzi,0.0
2010,,,Amurrio,Por 1.000 habitantes,Amurrio,5.0
2011,,,Amurrio,Por 1.000 habitantes,Amurrio,5.0
2012,,,Amurrio,Por 1.000 habitantes,Amurrio,5.0
2013,,,Amurrio,Por 1.000 habitantes,Amurrio,0.0
2014,,,Amurrio,Por 1.000 habitantes,Amurrio,0.0
2015,,,Amurrio,Por 1.000 habitantes,Amurrio,0.0
2016,,,Amurrio,Por 1.000 habitantes,Amurrio,0.0
2017,,,Amurrio,Por 1.000 habitantes,Amurrio,0.0
2018,,,Amurrio,Por 1.000 habitantes,Amurrio,0.0
2019,,,Amurrio,Por 1.000 habitantes,Amurrio,0.0
2020,,,Amurrio,Por 1.000 habitantes,Amurrio,0.0
2021,,,Amurrio,Por 1.000 habitantes,Amurrio,0.0
2022,,,Amurrio,Por 1.000 habitantes,Amurrio,0.0
2010,,,Aramaio,Por 1.000 habitantes,Aramaio,0.0
2011,,,Aramaio,Por 1.000 habitantes,Aramaio,0.0
2012,,,Aramaio,Por 1.000 habitantes,Aramaio,0.0
2013,,,Aramaio,Por 1.000 habitantes,Aramaio,0.0
2014,,,Aramaio,Por 1.000 habitantes,Aramaio,0.0
2015,,,Aramaio,Por 1.000 habitantes,Aramaio,0.0
2016,,,Aramaio,Por 1.000 habitantes,Aramaio,0.0
2017,,,Aramaio,Por 1.000 habitantes,Aramaio,0.0
2018,,,Aramaio,Por 1.000 habitantes,Aramaio,0.0
2019,,,Aramaio,Por 1.000 habitantes,Aramaio,0.0
2020,,,Aramaio,Por 1.000 habitantes,Aramaio,0.0
2021,,,Aramaio,Por 1.000 habitantes,Aramaio,0.0
2022,,,Aramaio,Por 1.000 habitantes,Aramaio,0.0
2010,,,Artziniega,Por 1.000 habitantes,Artziniega,0.0
2011,,,Artziniega,Por 1.000 habitantes,Artziniega,0.0
2012,,,Artziniega,Por 1.000 habitantes,Artziniega,0.0
2013,,,Artziniega,Por 1.000 habitantes,Artziniega,0.0
2014,,,Artziniega,Por 1.000 habitantes,Artziniega,0.0
2015,,,Artziniega,Por 1.000 habitantes,Artziniega,0.0
2016,,,Artziniega,Por 1.000 habitantes,Artziniega,0.0
2017,,,Artziniega,Por 1.000 habitantes,Artziniega,0.0
2018,,,Artziniega,Por 1.000 habitantes,Artziniega,0.0
2019,,,Artziniega,Por 1.000 habitantes,Artziniega,0.0
2020,,,Artziniega,Por 1.000 habitantes,Artziniega,0.0
2021,,,Artziniega,Por 1.000 habitantes,Artziniega,0.0
2022,,,Artziniega,Por 1.000 habitantes,Artziniega,0.0
2010,,,Armiñón,Por 1.000 habitantes,Armiñón,0.0
2011,,,Armiñón,Por 1.000 habitantes,Armiñón,0.0
2012,,,Armiñón,Por 1.000 habitantes,Armiñón,0.0
2013,,,Armiñón,Por 1.000 habitantes,Armiñón,0.0
2014,,,Armiñón,Por 1.000 habitantes,Armiñón,0.0
2015,,,Armiñón,Por 1.000 habitantes,Armiñón,0.0
2016,,,Armiñón,Por 1.000 habitantes,Armiñón,0.0
2017,,,Armiñón,Por 1.000 habitantes,Armiñón,0.0
2018,,,Armiñón,Por 1.000 habitantes,Armiñón,0.0
2019,,,Armiñón,Por 1.000 habitantes,Armiñón,0.0
2020,,,Armiñón,Por 1.000 habitantes,Armiñón,0.0
2021,,,Armiñón,Por 1.000 habitantes,Armiñón,0.0
2022,,,Armiñón,Por 1.000 habitantes,Armiñón,0.0
2010,,,Arratzua-Ubarrundia,Por 1.000 habitantes,Arratzua-Ubarrundia,0.0
2011,,,Arratzua-Ubarrundia,Por 1.000 habitantes,Arratzua-Ubarrundia,0.0
2012,,,Arratzua-Ubarrundia,Por 1.000 habitantes,Arratzua-Ubarrundia,0.0
2013,,,Arratzua-Ubarrundia,Por 1.000 habitantes,Arratzua-Ubarrundia,0.0
2014,,,Arratzua-Ubarrundia,Por 1.000 habitantes,Arratzua-Ubarrundia,0.0
2015,,,Arratzua-Ubarrundia,Por 1.000 habitantes,Arratzua-Ubarrundia,0.0
2016,,,Arratzua-Ubarrundia,Por 1.000 habitantes,Arratzua-Ubarrundia,0.0
2017,,,Arratzua-Ubarrundia,Por 1.000 habitantes,Arratzua-Ubarrundia,0.0
2018,,,Arratzua-Ubarrundia,Por 1.000 habitantes,Arratzua-Ubarrundia,0.0
2019,,,Arratzua-Ubarrundia,Por 1.000 habitantes,Arratzua-Ubarrundia,0.0
2020,,,Arratzua-Ubarrundia,Por 1.000 habitantes,Arratzua-Ubarrundia,0.0
2021,,,Arratzua-Ubarrundia,Por 1.000 habitantes,Arratzua-Ubarrundia,0.0
2022,,,Arratzua-Ubarrundia,Por 1.000 habitantes,Arratzua-Ubarrundia,0.0
2010,,,Asparrena,Por 1.000 habitantes,Asparrena,0.0
2011,,,Asparrena,Por 1.000 habitantes,Asparrena,0.0
2012,,,Asparrena,Por 1.000 habitantes,Asparrena,0.0
2013,,,Asparrena,Por 1.000 habitantes,Asparrena,0.0
2014,,,Asparrena,Por 1.000 habitantes,Asparrena,0.0
2015,,,Asparrena,Por 1.000 habitantes,Asparrena,0.0
2016,,,Asparrena,Por 1.000 habitantes,Asparrena,0.0
2017,,,Asparrena,Por 1.000 habitantes,Asparrena,0.0
2018,,,Asparrena,Por 1.000 habitantes,Asparrena,0.0
2019,,,Asparrena,Por 1.000 habitantes,Asparrena,0.0
2020,,,Asparrena,Por 1.000 habitantes,Asparrena,0.0
2021,,,Asparrena,Por 1.000 habitantes,Asparrena,0.0
2022,,,Asparrena,Por 1.000 habitantes,Asparrena,0.0
2010,,Añana (comarca),,Por 1.000 habitantes,Añana (comarca),0.7
2011,,Añana (comarca),,Por 1.000 habitantes,Añana (comarca),0.0
2012,,Añana (comarca),,Por 1.000 habitantes,Añana (comarca),0.0
2013,,Añana (comarca),,Por 1.000 habitantes,Añana (comarca),0.0
2014,,Añana (comarca),,Por 1.000 habitantes,Añana (comarca),0.0
2015,,Añana (comarca),,Por 1.000 habitantes,Añana (comarca),0.0
2016,,Añana (comarca),,Por 1.000 habitantes,Añana (comarca),0.0
2017,,Añana (comarca),,Por 1.000 habitantes,Añana (comarca),0.0
2018,,Añana (comarca),,Por 1.000 habitantes,Añana (comarca),0.0
2019,,Añana (comarca),,Por 1.000 habitantes,Añana (comarca),0.0
2020,,Añana (comarca),,Por 1.000 habitantes,Añana (comarca),0.0
2021,,Añana (comarca),,Por 1.000 habitantes,Añana (comarca),0.0
2022,,Añana (comarca),,Por 1.000 habitantes,Añana (comarca),0.0
2010,,,Ayala/Aiara,Por 1.000 habitantes,Ayala/Aiara,0.0
2011,,,Ayala/Aiara,Por 1.000 habitantes,Ayala/Aiara,0.0
2012,,,Ayala/Aiara,Por 1.000 habitantes,Ayala/Aiara,0.0
2013,,,Ayala/Aiara,Por 1.000 habitantes,Ayala/Aiara,0.0
2014,,,Ayala/Aiara,Por 1.000 habitantes,Ayala/Aiara,0.0
2015,,,Ayala/Aiara,Por 1.000 habitantes,Ayala/Aiara,0.0
2016,,,Ayala/Aiara,Por 1.000 habitantes,Ayala/Aiara,0.0
2017,,,Ayala/Aiara,Por 1.000 habitantes,Ayala/Aiara,0.0
2018,,,Ayala/Aiara,Por 1.000 habitantes,Ayala/Aiara,0.0
2019,,,Ayala/Aiara,Por 1.000 habitantes,Ayala/Aiara,0.0
2020,,,Ayala/Aiara,Por 1.000 habitantes,Ayala/Aiara,0.0
2021,,,Ayala/Aiara,Por 1.000 habitantes,Ayala/Aiara,0.0
2022,,,Ayala/Aiara,Por 1.000 habitantes,Ayala/Aiara,0.0
2010,,,Baños de Ebro/Mañueta,Por 1.000 habitantes,Baños de Ebro/Mañueta,0.0
2011,,,Baños de Ebro/Mañueta,Por 1.000 habitantes,Baños de Ebro/Mañueta,0.0
2012,,,Baños de Ebro/Mañueta,Por 1.000 habitantes,Baños de Ebro/Mañueta,0.0
2013,,,Baños de Ebro/Mañueta,Por 1.000 habitantes,Baños de Ebro/Mañueta,0.0
2014,,,Baños de Ebro/Mañueta,Por 1.000 habitantes,Baños de Ebro/Mañueta,0.0
2015,,,Baños de Ebro/Mañueta,Por 1.000 habitantes,Baños de Ebro/Mañueta,0.0
2016,,,Baños de Ebro/Mañueta,Por 1.000 habitantes,Baños de Ebro/Mañueta,0.0
2017,,,Baños de Ebro/Mañueta,Por 1.000 habitantes,Baños de Ebro/Mañueta,0.0
2018,,,Baños de Ebro/Mañueta,Por 1.000 habitantes,Baños de Ebro/Mañueta,0.0
2019,,,Baños de Ebro/Mañueta,Por 1.000 habitantes,Baños de Ebro/Mañueta,0.0
2020,,,Baños de Ebro/Mañueta,Por 1.000 habitantes,Baños de Ebro/Mañueta,0.0
2021,,,Baños de Ebro/Mañueta,Por 1.000 habitantes,Baños de Ebro/Mañueta,0.0
2022,,,Baños de Ebro/Mañueta,Por 1.000 habitantes,Baños de Ebro/Mañueta,0.0
2010,,,Barrundia,Por 1.000 habitantes,Barrundia,0.0
2011,,,Barrundia,Por 1.000 habitantes,Barrundia,0.0
2012,,,Barrundia,Por 1.000 habitantes,Barrundia,0.0
2013,,,Barrundia,Por 1.000 habitantes,Barrundia,0.0
2014,,,Barrundia,Por 1.000 habitantes,Barrundia,0.0
2015,,,Barrundia,Por 1.000 habitantes,Barrundia,0.0
2016,,,Barrundia,Por 1.000 habitantes,Barrundia,0.0
2017,,,Barrundia,Por 1.000 habitantes,Barrundia,0.0
2018,,,Barrundia,Por 1.000 habitantes,Barrundia,0.0
2019,,,Barrundia,Por 1.000 habitantes,Barrundia,0.0
2020,,,Barrundia,Por 1.000 habitantes,Barrundia,0.0
2021,,,Barrundia,Por 1.000 habitantes,Barrundia,0.0
2022,,,Barrundia,Por 1.000 habitantes,Barrundia,0.0
2010,,,Berantevilla,Por 1.000 habitantes,Berantevilla,0.0
2011,,,Berantevilla,Por 1.000 habitantes,Berantevilla,0.0
2012,,,Berantevilla,Por 1.000 habitantes,Berantevilla,0.0
2013,,,Berantevilla,Por 1.000 habitantes,Berantevilla,0.0
2014,,,Berantevilla,Por 1.000 habitantes,Berantevilla,0.0
2015,,,Berantevilla,Por 1.000 habitantes,Berantevilla,0.0
2016,,,Berantevilla,Por 1.000 habitantes,Berantevilla,0.0
2017,,,Berantevilla,Por 1.000 habitantes,Berantevilla,0.0
2018,,,Berantevilla,Por 1.000 habitantes,Berantevilla,0.0
2019,,,Berantevilla,Por 1.000 habitantes,Berantevilla,0.0
2020,,,Berantevilla,Por 1.000 habitantes,Berantevilla,0.0
2021,,,Berantevilla,Por 1.000 habitantes,Berantevilla,0.0
2022,,,Berantevilla,Por 1.000 habitantes,Berantevilla,0.0
2010,,,Bernedo,Por 1.000 habitantes,Bernedo,0.0
2011,,,Bernedo,Por 1.000 habitantes,Bernedo,0.0
2012,,,Bernedo,Por 1.000 habitantes,Bernedo,0.0
2013,,,Bernedo,Por 1.000 habitantes,Bernedo,0.0
2014,,,Bernedo,Por 1.000 habitantes,Bernedo,0.0
2015,,,Bernedo,Por 1.000 habitantes,Bernedo,0.0
2016,,,Bernedo,Por 1.000 habitantes,Bernedo,0.0
2017,,,Bernedo,Por 1.000 habitantes,Bernedo,0.0
2018,,,Bernedo,Por 1.000 habitantes,Bernedo,0.0
2019,,,Bernedo,Por 1.000 habitantes,Bernedo,0.0
2020,,,Bernedo,Por 1.000 habitantes,Bernedo,0.0
2021,,,Bernedo,Por 1.000 habitantes,Bernedo,0.0
2022,,,Bernedo,Por 1.000 habitantes,Bernedo,0.0
2010,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,0.0
2011,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,0.0
2012,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,0.0
2013,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,0.0
2014,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,0.0
2015,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,0.0
2016,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,0.0
2017,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,0.0
2018,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,0.0
2019,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,0.0
2020,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,0.0
2021,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,0.0
2022,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,0.0
2010,,,Zigoitia,Por 1.000 habitantes,Zigoitia,0.0
2011,,,Zigoitia,Por 1.000 habitantes,Zigoitia,0.0
2012,,,Zigoitia,Por 1.000 habitantes,Zigoitia,0.0
2013,,,Zigoitia,Por 1.000 habitantes,Zigoitia,0.0
2014,,,Zigoitia,Por 1.000 habitantes,Zigoitia,0.0
2015,,,Zigoitia,Por 1.000 habitantes,Zigoitia,0.0
2016,,,Zigoitia,Por 1.000 habitantes,Zigoitia,0.0
2017,,,Zigoitia,Por 1.000 habitantes,Zigoitia,0.0
2018,,,Zigoitia,Por 1.000 habitantes,Zigoitia,0.0
2019,,,Zigoitia,Por 1.000 habitantes,Zigoitia,0.0
2020,,,Zigoitia,Por 1.000 habitantes,Zigoitia,0.0
2021,,,Zigoitia,Por 1.000 habitantes,Zigoitia,0.0
2022,,,Zigoitia,Por 1.000 habitantes,Zigoitia,0.0
2010,,,Kripan,Por 1.000 habitantes,Kripan,0.0
2011,,,Kripan,Por 1.000 habitantes,Kripan,0.0
2012,,,Kripan,Por 1.000 habitantes,Kripan,0.0
2013,,,Kripan,Por 1.000 habitantes,Kripan,0.0
2014,,,Kripan,Por 1.000 habitantes,Kripan,0.0
2015,,,Kripan,Por 1.000 habitantes,Kripan,0.0
2016,,,Kripan,Por 1.000 habitantes,Kripan,0.0
2017,,,Kripan,Por 1.000 habitantes,Kripan,0.0
2018,,,Kripan,Por 1.000 habitantes,Kripan,0.0
2019,,,Kripan,Por 1.000 habitantes,Kripan,0.0
2020,,,Kripan,Por 1.000 habitantes,Kripan,0.0
2021,,,Kripan,Por 1.000 habitantes,Kripan,0.0
2022,,,Kripan,Por 1.000 habitantes,Kripan,0.0
2010,,Arabako Lautada / Llanada Alavesa,,Por 1.000 habitantes,Arabako Lautada / Llanada Alavesa,10.3
2011,,Arabako Lautada / Llanada Alavesa,,Por 1.000 habitantes,Arabako Lautada / Llanada Alavesa,7.5
2012,,Arabako Lautada / Llanada Alavesa,,Por 1.000 habitantes,Arabako Lautada / Llanada Alavesa,7.4
2013,,Arabako Lautada / Llanada Alavesa,,Por 1.000 habitantes,Arabako Lautada / Llanada Alavesa,6.0
2014,,Arabako Lautada / Llanada Alavesa,,Por 1.000 habitantes,Arabako Lautada / Llanada Alavesa,4.6
2015,,Arabako Lautada / Llanada Alavesa,,Por 1.000 habitantes,Arabako Lautada / Llanada Alavesa,1.7
2016,,Arabako Lautada / Llanada Alavesa,,Por 1.000 habitantes,Arabako Lautada / Llanada Alavesa,1.5
2017,,Arabako Lautada / Llanada Alavesa,,Por 1.000 habitantes,Arabako Lautada / Llanada Alavesa,1.5
2018,,Arabako Lautada / Llanada Alavesa,,Por 1.000 habitantes,Arabako Lautada / Llanada Alavesa,1.5
2019,,Arabako Lautada / Llanada Alavesa,,Por 1.000 habitantes,Arabako Lautada / Llanada Alavesa,0.5
2020,,Arabako Lautada / Llanada Alavesa,,Por 1.000 habitantes,Arabako Lautada / Llanada Alavesa,0.7
2021,,Arabako Lautada / Llanada Alavesa,,Por 1.000 habitantes,Arabako Lautada / Llanada Alavesa,0.3
2022,,Arabako Lautada / Llanada Alavesa,,Por 1.000 habitantes,Arabako Lautada / Llanada Alavesa,0.7
2010,,,Kuartango,Por 1.000 habitantes,Kuartango,0.0
2011,,,Kuartango,Por 1.000 habitantes,Kuartango,0.0
2012,,,Kuartango,Por 1.000 habitantes,Kuartango,0.0
2013,,,Kuartango,Por 1.000 habitantes,Kuartango,0.0
2014,,,Kuartango,Por 1.000 habitantes,Kuartango,0.0
2015,,,Kuartango,Por 1.000 habitantes,Kuartango,0.0
2016,,,Kuartango,Por 1.000 habitantes,Kuartango,0.0
2017,,,Kuartango,Por 1.000 habitantes,Kuartango,0.0
2018,,,Kuartango,Por 1.000 habitantes,Kuartango,0.0
2019,,,Kuartango,Por 1.000 habitantes,Kuartango,0.0
2020,,,Kuartango,Por 1.000 habitantes,Kuartango,0.0
2021,,,Kuartango,Por 1.000 habitantes,Kuartango,0.0
2022,,,Kuartango,Por 1.000 habitantes,Kuartango,0.0
2010,,,Elburgo/Burgelu,Por 1.000 habitantes,Elburgo/Burgelu,0.0
2011,,,Elburgo/Burgelu,Por 1.000 habitantes,Elburgo/Burgelu,0.0
2012,,,Elburgo/Burgelu,Por 1.000 habitantes,Elburgo/Burgelu,0.0
2013,,,Elburgo/Burgelu,Por 1.000 habitantes,Elburgo/Burgelu,0.0
2014,,,Elburgo/Burgelu,Por 1.000 habitantes,Elburgo/Burgelu,0.0
2015,,,Elburgo/Burgelu,Por 1.000 habitantes,Elburgo/Burgelu,0.0
2016,,,Elburgo/Burgelu,Por 1.000 habitantes,Elburgo/Burgelu,0.0
2017,,,Elburgo/Burgelu,Por 1.000 habitantes,Elburgo/Burgelu,0.0
2018,,,Elburgo/Burgelu,Por 1.000 habitantes,Elburgo/Burgelu,0.0
2019,,,Elburgo/Burgelu,Por 1.000 habitantes,Elburgo/Burgelu,0.0
2020,,,Elburgo/Burgelu,Por 1.000 habitantes,Elburgo/Burgelu,0.0
2021,,,Elburgo/Burgelu,Por 1.000 habitantes,Elburgo/Burgelu,0.0
2022,,,Elburgo/Burgelu,Por 1.000 habitantes,Elburgo/Burgelu,0.0
2010,,,Elciego,Por 1.000 habitantes,Elciego,0.0
2011,,,Elciego,Por 1.000 habitantes,Elciego,0.0
2012,,,Elciego,Por 1.000 habitantes,Elciego,0.0
2013,,,Elciego,Por 1.000 habitantes,Elciego,0.0
2014,,,Elciego,Por 1.000 habitantes,Elciego,0.0
2015,,,Elciego,Por 1.000 habitantes,Elciego,0.0
2016,,,Elciego,Por 1.000 habitantes,Elciego,0.0
2017,,,Elciego,Por 1.000 habitantes,Elciego,0.0
2018,,,Elciego,Por 1.000 habitantes,Elciego,0.0
2019,,,Elciego,Por 1.000 habitantes,Elciego,0.0
2020,,,Elciego,Por 1.000 habitantes,Elciego,0.0
2021,,,Elciego,Por 1.000 habitantes,Elciego,0.0
2022,,,Elciego,Por 1.000 habitantes,Elciego,0.0
2010,,,Elvillar/Bilar,Por 1.000 habitantes,Elvillar/Bilar,0.0
2011,,,Elvillar/Bilar,Por 1.000 habitantes,Elvillar/Bilar,0.0
2012,,,Elvillar/Bilar,Por 1.000 habitantes,Elvillar/Bilar,0.0
2013,,,Elvillar/Bilar,Por 1.000 habitantes,Elvillar/Bilar,0.0
2014,,,Elvillar/Bilar,Por 1.000 habitantes,Elvillar/Bilar,0.0
2015,,,Elvillar/Bilar,Por 1.000 habitantes,Elvillar/Bilar,0.0
2016,,,Elvillar/Bilar,Por 1.000 habitantes,Elvillar/Bilar,0.0
2017,,,Elvillar/Bilar,Por 1.000 habitantes,Elvillar/Bilar,0.0
2018,,,Elvillar/Bilar,Por 1.000 habitantes,Elvillar/Bilar,0.0
2019,,,Elvillar/Bilar,Por 1.000 habitantes,Elvillar/Bilar,0.0
2020,,,Elvillar/Bilar,Por 1.000 habitantes,Elvillar/Bilar,0.0
2021,,,Elvillar/Bilar,Por 1.000 habitantes,Elvillar/Bilar,0.0
2022,,,Elvillar/Bilar,Por 1.000 habitantes,Elvillar/Bilar,0.0
2010,,,Iruraiz-Gauna,Por 1.000 habitantes,Iruraiz-Gauna,0.0
2011,,,Iruraiz-Gauna,Por 1.000 habitantes,Iruraiz-Gauna,0.0
2012,,,Iruraiz-Gauna,Por 1.000 habitantes,Iruraiz-Gauna,0.0
2013,,,Iruraiz-Gauna,Por 1.000 habitantes,Iruraiz-Gauna,0.0
2014,,,Iruraiz-Gauna,Por 1.000 habitantes,Iruraiz-Gauna,0.0
2015,,,Iruraiz-Gauna,Por 1.000 habitantes,Iruraiz-Gauna,0.0
2016,,,Iruraiz-Gauna,Por 1.000 habitantes,Iruraiz-Gauna,0.0
2017,,,Iruraiz-Gauna,Por 1.000 habitantes,Iruraiz-Gauna,0.0
2018,,,Iruraiz-Gauna,Por 1.000 habitantes,Iruraiz-Gauna,0.0
2019,,,Iruraiz-Gauna,Por 1.000 habitantes,Iruraiz-Gauna,0.0
2020,,,Iruraiz-Gauna,Por 1.000 habitantes,Iruraiz-Gauna,0.0
2021,,,Iruraiz-Gauna,Por 1.000 habitantes,Iruraiz-Gauna,0.0
2022,,,Iruraiz-Gauna,Por 1.000 habitantes,Iruraiz-Gauna,0.0
2010,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,0.0
2011,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,0.0
2012,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,0.0
2013,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,0.0
2014,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,0.0
2015,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,0.0
2016,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,0.0
2017,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,0.0
2018,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,0.0
2019,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,0.0
2020,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,0.0
2021,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,0.0
2022,,,Labastida/Bastida,Por 1.000 habitantes,Labastida/Bastida,0.0
2010,,Arabako Mendialdea / Montaña Alavesa,,Por 1.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2011,,Arabako Mendialdea / Montaña Alavesa,,Por 1.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2012,,Arabako Mendialdea / Montaña Alavesa,,Por 1.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2013,,Arabako Mendialdea / Montaña Alavesa,,Por 1.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2014,,Arabako Mendialdea / Montaña Alavesa,,Por 1.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2015,,Arabako Mendialdea / Montaña Alavesa,,Por 1.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2016,,Arabako Mendialdea / Montaña Alavesa,,Por 1.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2017,,Arabako Mendialdea / Montaña Alavesa,,Por 1.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2018,,Arabako Mendialdea / Montaña Alavesa,,Por 1.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2019,,Arabako Mendialdea / Montaña Alavesa,,Por 1.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2020,,Arabako Mendialdea / Montaña Alavesa,,Por 1.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2021,,Arabako Mendialdea / Montaña Alavesa,,Por 1.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2022,,Arabako Mendialdea / Montaña Alavesa,,Por 1.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2010,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2011,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2012,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2013,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2014,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2015,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2016,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2017,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2018,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2019,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2020,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2021,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2022,,,Lagrán,Por 1.000 habitantes,Lagrán,0.0
2010,,,Laguardia,Por 1.000 habitantes,Laguardia,0.0
2011,,,Laguardia,Por 1.000 habitantes,Laguardia,0.0
2012,,,Laguardia,Por 1.000 habitantes,Laguardia,0.0
2013,,,Laguardia,Por 1.000 habitantes,Laguardia,0.0
2014,,,Laguardia,Por 1.000 habitantes,Laguardia,0.0
2015,,,Laguardia,Por 1.000 habitantes,Laguardia,0.0
2016,,,Laguardia,Por 1.000 habitantes,Laguardia,0.0
2017,,,Laguardia,Por 1.000 habitantes,Laguardia,0.0
2018,,,Laguardia,Por 1.000 habitantes,Laguardia,0.0
2019,,,Laguardia,Por 1.000 habitantes,Laguardia,0.0
2020,,,Laguardia,Por 1.000 habitantes,Laguardia,0.0
2021,,,Laguardia,Por 1.000 habitantes,Laguardia,0.0
2022,,,Laguardia,Por 1.000 habitantes,Laguardia,0.0
2010,,,Lanciego/Lantziego,Por 1.000 habitantes,Lanciego/Lantziego,0.0
2011,,,Lanciego/Lantziego,Por 1.000 habitantes,Lanciego/Lantziego,0.0
2012,,,Lanciego/Lantziego,Por 1.000 habitantes,Lanciego/Lantziego,0.0
