Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2011,Consumo de agua por habitante y día,,,Muxika,Litros per cápita diario,Muxika,198.3
2014,Consumo de agua por habitante y día,,,Muxika,Litros per cápita diario,Muxika,121.8
2015,Consumo de agua por habitante y día,,,Muxika,Litros per cápita diario,Muxika,170.0
2019,Consumo de agua por habitante y día,,,Muxika,Litros per cápita diario,Muxika,151.6
2018,Consumo de agua por habitante y día,,,Muxika,Litros per cápita diario,Muxika,163.0
2017,Consumo de agua por habitante y día,,,Muxika,Litros per cápita diario,Muxika,171.3
2018,Consumo de agua por habitante y día,,,Nabarniz,Litros per cápita diario,Nabarniz,147.7
2011,Consumo de agua por habitante y día,,,Nabarniz,Litros per cápita diario,Nabarniz,174.0
2015,Consumo de agua por habitante y día,,,Nabarniz,Litros per cápita diario,Nabarniz,139.9
2012,Consumo de agua por habitante y día,,,Nabarniz,Litros per cápita diario,Nabarniz,171.2
2017,Consumo de agua por habitante y día,,,Nabarniz,Litros per cápita diario,Nabarniz,144.8
2019,Consumo de agua por habitante y día,,,Nabarniz,Litros per cápita diario,Nabarniz,188.7
2014,Consumo de agua por habitante y día,,,Nabarniz,Litros per cápita diario,Nabarniz,156.7
2016,Consumo de agua por habitante y día,,,Nabarniz,Litros per cápita diario,Nabarniz,129.5
2011,Consumo de agua por habitante y día,,,Navaridas,Litros per cápita diario,Navaridas,379.7
2017,Consumo de agua por habitante y día,,,Navaridas,Litros per cápita diario,Navaridas,342.5
2014,Consumo de agua por habitante y día,,,Navaridas,Litros per cápita diario,Navaridas,330.9
2015,Consumo de agua por habitante y día,,,Navaridas,Litros per cápita diario,Navaridas,312.3
2019,Consumo de agua por habitante y día,,,Navaridas,Litros per cápita diario,Navaridas,348.2
2016,Consumo de agua por habitante y día,,,Navaridas,Litros per cápita diario,Navaridas,298.5
2018,Consumo de agua por habitante y día,,,Navaridas,Litros per cápita diario,Navaridas,319.1
2012,Consumo de agua por habitante y día,,,Navaridas,Litros per cápita diario,Navaridas,346.7
2014,Consumo de agua por habitante y día,,,Oiartzun,Litros per cápita diario,Oiartzun,238.6
2018,Consumo de agua por habitante y día,,,Oiartzun,Litros per cápita diario,Oiartzun,216.0
2011,Consumo de agua por habitante y día,,,Oiartzun,Litros per cápita diario,Oiartzun,213.3
2017,Consumo de agua por habitante y día,,,Oiartzun,Litros per cápita diario,Oiartzun,217.0
2016,Consumo de agua por habitante y día,,,Oiartzun,Litros per cápita diario,Oiartzun,222.8
2015,Consumo de agua por habitante y día,,,Oiartzun,Litros per cápita diario,Oiartzun,235.3
2012,Consumo de agua por habitante y día,,,Oiartzun,Litros per cápita diario,Oiartzun,245.0
2019,Consumo de agua por habitante y día,,,Oiartzun,Litros per cápita diario,Oiartzun,196.2
2019,Consumo de agua por habitante y día,,,Okondo,Litros per cápita diario,Okondo,227.8
2018,Consumo de agua por habitante y día,,,Okondo,Litros per cápita diario,Okondo,232.2
2017,Consumo de agua por habitante y día,,,Okondo,Litros per cápita diario,Okondo,214.8
2011,Consumo de agua por habitante y día,,,Okondo,Litros per cápita diario,Okondo,135.0
2014,Consumo de agua por habitante y día,,,Okondo,Litros per cápita diario,Okondo,161.8
2016,Consumo de agua por habitante y día,,,Okondo,Litros per cápita diario,Okondo,237.0
2015,Consumo de agua por habitante y día,,,Okondo,Litros per cápita diario,Okondo,238.6
2012,Consumo de agua por habitante y día,,,Okondo,Litros per cápita diario,Okondo,161.1
2016,Consumo de agua por habitante y día,,,Olaberria,Litros per cápita diario,Olaberria,581.8
2017,Consumo de agua por habitante y día,,,Olaberria,Litros per cápita diario,Olaberria,646.5
2015,Consumo de agua por habitante y día,,,Olaberria,Litros per cápita diario,Olaberria,588.0
2012,Consumo de agua por habitante y día,,,Olaberria,Litros per cápita diario,Olaberria,652.2
2011,Consumo de agua por habitante y día,,,Olaberria,Litros per cápita diario,Olaberria,856.5
2019,Consumo de agua por habitante y día,,,Olaberria,Litros per cápita diario,Olaberria,784.7
2014,Consumo de agua por habitante y día,,,Olaberria,Litros per cápita diario,Olaberria,548.3
2018,Consumo de agua por habitante y día,,,Olaberria,Litros per cápita diario,Olaberria,683.8
2012,Consumo de agua por habitante y día,,,Ondarroa,Litros per cápita diario,Ondarroa,180.9
2016,Consumo de agua por habitante y día,,,Ondarroa,Litros per cápita diario,Ondarroa,173.5
2011,Consumo de agua por habitante y día,,,Ondarroa,Litros per cápita diario,Ondarroa,183.8
2014,Consumo de agua por habitante y día,,,Ondarroa,Litros per cápita diario,Ondarroa,178.2
2018,Consumo de agua por habitante y día,,,Ondarroa,Litros per cápita diario,Ondarroa,172.3
2015,Consumo de agua por habitante y día,,,Ondarroa,Litros per cápita diario,Ondarroa,176.9
2019,Consumo de agua por habitante y día,,,Ondarroa,Litros per cápita diario,Ondarroa,174.4
2017,Consumo de agua por habitante y día,,,Ondarroa,Litros per cápita diario,Ondarroa,170.5
2015,Consumo de agua por habitante y día,,,Oñati,Litros per cápita diario,Oñati,144.1
2016,Consumo de agua por habitante y día,,,Oñati,Litros per cápita diario,Oñati,155.0
2012,Consumo de agua por habitante y día,,,Oñati,Litros per cápita diario,Oñati,158.0
2011,Consumo de agua por habitante y día,,,Oñati,Litros per cápita diario,Oñati,158.1
2017,Consumo de agua por habitante y día,,,Oñati,Litros per cápita diario,Oñati,152.7
2019,Consumo de agua por habitante y día,,,Oñati,Litros per cápita diario,Oñati,151.8
2014,Consumo de agua por habitante y día,,,Oñati,Litros per cápita diario,Oñati,155.5
2018,Consumo de agua por habitante y día,,,Oñati,Litros per cápita diario,Oñati,152.2
2014,Consumo de agua por habitante y día,,,Ordizia,Litros per cápita diario,Ordizia,156.2
2019,Consumo de agua por habitante y día,,,Ordizia,Litros per cápita diario,Ordizia,150.5
2015,Consumo de agua por habitante y día,,,Ordizia,Litros per cápita diario,Ordizia,144.4
2017,Consumo de agua por habitante y día,,,Ordizia,Litros per cápita diario,Ordizia,157.2
2011,Consumo de agua por habitante y día,,,Ordizia,Litros per cápita diario,Ordizia,158.1
2016,Consumo de agua por habitante y día,,,Ordizia,Litros per cápita diario,Ordizia,160.3
2012,Consumo de agua por habitante y día,,,Ordizia,Litros per cápita diario,Ordizia,155.8
2018,Consumo de agua por habitante y día,,,Ordizia,Litros per cápita diario,Ordizia,154.1
2019,Consumo de agua por habitante y día,,,Orendain,Litros per cápita diario,Orendain,150.4
2012,Consumo de agua por habitante y día,,,Orendain,Litros per cápita diario,Orendain,296.5
2018,Consumo de agua por habitante y día,,,Orendain,Litros per cápita diario,Orendain,150.1
2015,Consumo de agua por habitante y día,,,Orendain,Litros per cápita diario,Orendain,145.2
2014,Consumo de agua por habitante y día,,,Orendain,Litros per cápita diario,Orendain,296.3
2011,Consumo de agua por habitante y día,,,Orendain,Litros per cápita diario,Orendain,341.7
2017,Consumo de agua por habitante y día,,,Orendain,Litros per cápita diario,Orendain,157.4
2016,Consumo de agua por habitante y día,,,Orendain,Litros per cápita diario,Orendain,157.1
2015,Consumo de agua por habitante y día,,,Orexa,Litros per cápita diario,Orexa,292.0
2016,Consumo de agua por habitante y día,,,Orexa,Litros per cápita diario,Orexa,168.9
2012,Consumo de agua por habitante y día,,,Orexa,Litros per cápita diario,Orexa,294.7
2011,Consumo de agua por habitante y día,,,Orexa,Litros per cápita diario,Orexa,294.5
2017,Consumo de agua por habitante y día,,,Orexa,Litros per cápita diario,Orexa,170.4
2019,Consumo de agua por habitante y día,,,Orexa,Litros per cápita diario,Orexa,172.6
2014,Consumo de agua por habitante y día,,,Orexa,Litros per cápita diario,Orexa,297.1
2018,Consumo de agua por habitante y día,,,Orexa,Litros per cápita diario,Orexa,169.2
2019,Consumo de agua por habitante y día,,,Orio,Litros per cápita diario,Orio,146.6
2014,Consumo de agua por habitante y día,,,Orio,Litros per cápita diario,Orio,151.9
2011,Consumo de agua por habitante y día,,,Orio,Litros per cápita diario,Orio,158.1
2012,Consumo de agua por habitante y día,,,Orio,Litros per cápita diario,Orio,161.9
2016,Consumo de agua por habitante y día,,,Orio,Litros per cápita diario,Orio,152.7
2017,Consumo de agua por habitante y día,,,Orio,Litros per cápita diario,Orio,150.2
2015,Consumo de agua por habitante y día,,,Orio,Litros per cápita diario,Orio,138.3
2018,Consumo de agua por habitante y día,,,Orio,Litros per cápita diario,Orio,148.2
2015,Consumo de agua por habitante y día,,,Ormaiztegi,Litros per cápita diario,Ormaiztegi,146.0
2011,Consumo de agua por habitante y día,,,Ormaiztegi,Litros per cápita diario,Ormaiztegi,158.1
2017,Consumo de agua por habitante y día,,,Ormaiztegi,Litros per cápita diario,Ormaiztegi,153.3
2012,Consumo de agua por habitante y día,,,Ormaiztegi,Litros per cápita diario,Ormaiztegi,158.2
2014,Consumo de agua por habitante y día,,,Ormaiztegi,Litros per cápita diario,Ormaiztegi,157.6
2019,Consumo de agua por habitante y día,,,Ormaiztegi,Litros per cápita diario,Ormaiztegi,154.4
2016,Consumo de agua por habitante y día,,,Ormaiztegi,Litros per cápita diario,Ormaiztegi,155.9
2018,Consumo de agua por habitante y día,,,Ormaiztegi,Litros per cápita diario,Ormaiztegi,151.1
2011,Consumo de agua por habitante y día,,,Orozko,Litros per cápita diario,Orozko,169.8
2012,Consumo de agua por habitante y día,,,Orozko,Litros per cápita diario,Orozko,170.9
2014,Consumo de agua por habitante y día,,,Orozko,Litros per cápita diario,Orozko,168.1
2018,Consumo de agua por habitante y día,,,Orozko,Litros per cápita diario,Orozko,192.4
2015,Consumo de agua por habitante y día,,,Orozko,Litros per cápita diario,Orozko,174.7
2019,Consumo de agua por habitante y día,,,Orozko,Litros per cápita diario,Orozko,191.2
2016,Consumo de agua por habitante y día,,,Orozko,Litros per cápita diario,Orozko,177.3
2017,Consumo de agua por habitante y día,,,Orozko,Litros per cápita diario,Orozko,184.6
2011,Consumo de agua por habitante y día,,,Ortuella,Litros per cápita diario,Ortuella,183.8
2016,Consumo de agua por habitante y día,,,Ortuella,Litros per cápita diario,Ortuella,176.3
2012,Consumo de agua por habitante y día,,,Ortuella,Litros per cápita diario,Ortuella,182.3
2014,Consumo de agua por habitante y día,,,Ortuella,Litros per cápita diario,Ortuella,176.8
2018,Consumo de agua por habitante y día,,,Ortuella,Litros per cápita diario,Ortuella,175.6
2015,Consumo de agua por habitante y día,,,Ortuella,Litros per cápita diario,Ortuella,175.3
2019,Consumo de agua por habitante y día,,,Ortuella,Litros per cápita diario,Ortuella,176.8
2017,Consumo de agua por habitante y día,,,Ortuella,Litros per cápita diario,Ortuella,173.9
2016,Consumo de agua por habitante y día,,,Otxandio,Litros per cápita diario,Otxandio,233.9
2012,Consumo de agua por habitante y día,,,Otxandio,Litros per cápita diario,Otxandio,232.4
2011,Consumo de agua por habitante y día,,,Otxandio,Litros per cápita diario,Otxandio,240.7
2017,Consumo de agua por habitante y día,,,Otxandio,Litros per cápita diario,Otxandio,232.0
2014,Consumo de agua por habitante y día,,,Otxandio,Litros per cápita diario,Otxandio,232.5
2018,Consumo de agua por habitante y día,,,Otxandio,Litros per cápita diario,Otxandio,234.4
2015,Consumo de agua por habitante y día,,,Otxandio,Litros per cápita diario,Otxandio,236.6
2019,Consumo de agua por habitante y día,,,Otxandio,Litros per cápita diario,Otxandio,231.1
2014,Consumo de agua por habitante y día,,,Oyón-Oion,Litros per cápita diario,Oyón-Oion,310.5
2019,Consumo de agua por habitante y día,,,Oyón-Oion,Litros per cápita diario,Oyón-Oion,301.8
2017,Consumo de agua por habitante y día,,,Oyón-Oion,Litros per cápita diario,Oyón-Oion,354.4
2011,Consumo de agua por habitante y día,,,Oyón-Oion,Litros per cápita diario,Oyón-Oion,331.2
2016,Consumo de agua por habitante y día,,,Oyón-Oion,Litros per cápita diario,Oyón-Oion,319.2
2015,Consumo de agua por habitante y día,,,Oyón-Oion,Litros per cápita diario,Oyón-Oion,313.2
2018,Consumo de agua por habitante y día,,,Oyón-Oion,Litros per cápita diario,Oyón-Oion,283.3
2012,Consumo de agua por habitante y día,,,Oyón-Oion,Litros per cápita diario,Oyón-Oion,327.3
2014,Consumo de agua por habitante y día,,,Pasaia,Litros per cápita diario,Pasaia,139.7
2017,Consumo de agua por habitante y día,,,Pasaia,Litros per cápita diario,Pasaia,142.6
2016,Consumo de agua por habitante y día,,,Pasaia,Litros per cápita diario,Pasaia,134.6
2018,Consumo de agua por habitante y día,,,Pasaia,Litros per cápita diario,Pasaia,134.7
2012,Consumo de agua por habitante y día,,,Pasaia,Litros per cápita diario,Pasaia,149.6
2011,Consumo de agua por habitante y día,,,Pasaia,Litros per cápita diario,Pasaia,139.3
2015,Consumo de agua por habitante y día,,,Pasaia,Litros per cápita diario,Pasaia,137.3
2019,Consumo de agua por habitante y día,,,Pasaia,Litros per cápita diario,Pasaia,151.6
2014,Consumo de agua por habitante y día,,,Peñacerrada-Urizaharra,Litros per cápita diario,Peñacerrada-Urizaharra,169.9
2015,Consumo de agua por habitante y día,,,Peñacerrada-Urizaharra,Litros per cápita diario,Peñacerrada-Urizaharra,291.2
2012,Consumo de agua por habitante y día,,,Peñacerrada-Urizaharra,Litros per cápita diario,Peñacerrada-Urizaharra,151.8
2011,Consumo de agua por habitante y día,,,Peñacerrada-Urizaharra,Litros per cápita diario,Peñacerrada-Urizaharra,175.1
2017,Consumo de agua por habitante y día,,,Peñacerrada-Urizaharra,Litros per cápita diario,Peñacerrada-Urizaharra,305.7
2016,Consumo de agua por habitante y día,,,Peñacerrada-Urizaharra,Litros per cápita diario,Peñacerrada-Urizaharra,293.3
2018,Consumo de agua por habitante y día,,,Peñacerrada-Urizaharra,Litros per cápita diario,Peñacerrada-Urizaharra,309.5
2019,Consumo de agua por habitante y día,,,Peñacerrada-Urizaharra,Litros per cápita diario,Peñacerrada-Urizaharra,233.6
2017,Consumo de agua por habitante y día,,,Plentzia,Litros per cápita diario,Plentzia,170.9
2018,Consumo de agua por habitante y día,,,Plentzia,Litros per cápita diario,Plentzia,170.1
2015,Consumo de agua por habitante y día,,,Plentzia,Litros per cápita diario,Plentzia,176.6
2019,Consumo de agua por habitante y día,,,Plentzia,Litros per cápita diario,Plentzia,174.0
2016,Consumo de agua por habitante y día,,,Plentzia,Litros per cápita diario,Plentzia,173.8
2014,Consumo de agua por habitante y día,,,Plentzia,Litros per cápita diario,Plentzia,176.7
2011,Consumo de agua por habitante y día,,,Plentzia,Litros per cápita diario,Plentzia,183.8
2012,Consumo de agua por habitante y día,,,Plentzia,Litros per cápita diario,Plentzia,183.6
2016,Consumo de agua por habitante y día,,,Portugalete,Litros per cápita diario,Portugalete,176.0
2017,Consumo de agua por habitante y día,,,Portugalete,Litros per cápita diario,Portugalete,173.8
2012,Consumo de agua por habitante y día,,,Portugalete,Litros per cápita diario,Portugalete,181.4
2014,Consumo de agua por habitante y día,,,Portugalete,Litros per cápita diario,Portugalete,178.0
2018,Consumo de agua por habitante y día,,,Portugalete,Litros per cápita diario,Portugalete,174.8
2015,Consumo de agua por habitante y día,,,Portugalete,Litros per cápita diario,Portugalete,177.8
2019,Consumo de agua por habitante y día,,,Portugalete,Litros per cápita diario,Portugalete,177.1
2011,Consumo de agua por habitante y día,,,Portugalete,Litros per cápita diario,Portugalete,183.8
2017,Consumo de agua por habitante y día,,,Ribera Baja/Erriberabeitia,Litros per cápita diario,Ribera Baja/Erriberabeitia,56.5
2012,Consumo de agua por habitante y día,,,Ribera Baja/Erriberabeitia,Litros per cápita diario,Ribera Baja/Erriberabeitia,31.2
2011,Consumo de agua por habitante y día,,,Ribera Baja/Erriberabeitia,Litros per cápita diario,Ribera Baja/Erriberabeitia,21.7
2014,Consumo de agua por habitante y día,,,Ribera Baja/Erriberabeitia,Litros per cápita diario,Ribera Baja/Erriberabeitia,53.7
2016,Consumo de agua por habitante y día,,,Ribera Baja/Erriberabeitia,Litros per cápita diario,Ribera Baja/Erriberabeitia,59.5
2018,Consumo de agua por habitante y día,,,Ribera Baja/Erriberabeitia,Litros per cápita diario,Ribera Baja/Erriberabeitia,56.8
2019,Consumo de agua por habitante y día,,,Ribera Baja/Erriberabeitia,Litros per cápita diario,Ribera Baja/Erriberabeitia,55.9
2015,Consumo de agua por habitante y día,,,Ribera Baja/Erriberabeitia,Litros per cápita diario,Ribera Baja/Erriberabeitia,57.6
2011,Consumo de agua por habitante y día,,,Samaniego,Litros per cápita diario,Samaniego,381.8
