Year,Sexua,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2020,,,,Zestoa,PER_100000_POP,Zestoa,0.0
2014,,,,Zestoa,PER_100000_POP,Zestoa,0.0
2022,,,,Zestoa,PER_100000_POP,Zestoa,0.0
2017,,,,Zestoa,PER_100000_POP,Zestoa,0.0
2021,,,,Zestoa,PER_100000_POP,Zestoa,0.0
2023,,,,Zestoa,PER_100000_POP,Zestoa,0.0
2016,,,,Zestoa,PER_100000_POP,Zestoa,0.0
2013,,,,ES48913,PER_100000_POP,ES48913,0.0
2022,,,,ES48913,PER_100000_POP,ES48913,0.0
2014,,,,ES48913,PER_100000_POP,ES48913,0.0
2012,,,,ES48913,PER_100000_POP,ES48913,0.0
2011,,,,ES48913,PER_100000_POP,ES48913,0.0
2010,,,,ES48913,PER_100000_POP,ES48913,0.0
2016,,,,ES48913,PER_100000_POP,ES48913,0.0
2015,,,,ES48913,PER_100000_POP,ES48913,0.0
2023,,,,ES48913,PER_100000_POP,ES48913,0.0
2017,,,,ES48913,PER_100000_POP,ES48913,0.0
2020,,,,ES48913,PER_100000_POP,ES48913,0.0
2019,,,,ES48913,PER_100000_POP,ES48913,0.0
2018,,,,ES48913,PER_100000_POP,ES48913,0.0
2021,,,,ES48913,PER_100000_POP,ES48913,0.0
2018,,,,Zigoitia,PER_100000_POP,Zigoitia,0.0
2020,,,,Zigoitia,PER_100000_POP,Zigoitia,0.0
2015,,,,Zigoitia,PER_100000_POP,Zigoitia,0.0
2019,,,,Zigoitia,PER_100000_POP,Zigoitia,0.0
2013,,,,Zigoitia,PER_100000_POP,Zigoitia,0.0
2016,,,,Zigoitia,PER_100000_POP,Zigoitia,0.0
2022,,,,Zigoitia,PER_100000_POP,Zigoitia,0.0
2021,,,,Zigoitia,PER_100000_POP,Zigoitia,0.0
2012,,,,Zigoitia,PER_100000_POP,Zigoitia,0.0
2014,,,,Zigoitia,PER_100000_POP,Zigoitia,0.0
2023,,,,Zigoitia,PER_100000_POP,Zigoitia,0.0
2010,,,,Zigoitia,PER_100000_POP,Zigoitia,0.0
2011,,,,Zigoitia,PER_100000_POP,Zigoitia,0.0
2017,,,,Zigoitia,PER_100000_POP,Zigoitia,0.0
2017,,,,ES48915,PER_100000_POP,ES48915,0.0
2011,,,,ES48915,PER_100000_POP,ES48915,0.0
2015,,,,ES48915,PER_100000_POP,ES48915,0.0
2022,,,,ES48915,PER_100000_POP,ES48915,0.0
2014,,,,ES48915,PER_100000_POP,ES48915,0.0
2021,,,,ES48915,PER_100000_POP,ES48915,0.0
2019,,,,ES48915,PER_100000_POP,ES48915,0.0
2023,,,,ES48915,PER_100000_POP,ES48915,0.0
2012,,,,ES48915,PER_100000_POP,ES48915,0.0
2018,,,,ES48915,PER_100000_POP,ES48915,0.0
2020,,,,ES48915,PER_100000_POP,ES48915,0.0
2013,,,,ES48915,PER_100000_POP,ES48915,0.0
2010,,,,ES48915,PER_100000_POP,ES48915,0.0
2016,,,,ES48915,PER_100000_POP,ES48915,0.0
2021,,,,Zizurkil,PER_100000_POP,Zizurkil,0.0
2013,,,,Zizurkil,PER_100000_POP,Zizurkil,0.0
2010,,,,Zizurkil,PER_100000_POP,Zizurkil,0.0
2014,,,,Zizurkil,PER_100000_POP,Zizurkil,0.0
2019,,,,Zizurkil,PER_100000_POP,Zizurkil,0.0
2016,,,,Zizurkil,PER_100000_POP,Zizurkil,0.0
2018,,,,Zizurkil,PER_100000_POP,Zizurkil,0.0
2012,,,,Zizurkil,PER_100000_POP,Zizurkil,0.0
2017,,,,Zizurkil,PER_100000_POP,Zizurkil,0.0
2020,,,,Zizurkil,PER_100000_POP,Zizurkil,0.0
2022,,,,Zizurkil,PER_100000_POP,Zizurkil,0.0
2011,,,,Zizurkil,PER_100000_POP,Zizurkil,0.0
2015,,,,Zizurkil,PER_100000_POP,Zizurkil,0.0
2023,,,,Zizurkil,PER_100000_POP,Zizurkil,0.0
2015,,,,Zuia,PER_100000_POP,Zuia,0.0
2019,,,,Zuia,PER_100000_POP,Zuia,0.0
2018,,,,Zuia,PER_100000_POP,Zuia,0.0
2014,,,,Zuia,PER_100000_POP,Zuia,0.0
2016,,,,Zuia,PER_100000_POP,Zuia,0.0
2012,,,,Zuia,PER_100000_POP,Zuia,0.0
2011,,,,Zuia,PER_100000_POP,Zuia,0.0
2017,,,,Zuia,PER_100000_POP,Zuia,0.0
2010,,,,Zuia,PER_100000_POP,Zuia,0.0
2022,,,,Zuia,PER_100000_POP,Zuia,0.0
2013,,,,Zuia,PER_100000_POP,Zuia,0.0
2021,,,,Zuia,PER_100000_POP,Zuia,0.0
2020,,,,Zuia,PER_100000_POP,Zuia,0.0
2023,,,,Zuia,PER_100000_POP,Zuia,0.0
2013,,,,Zumaia,PER_100000_POP,Zumaia,0.0
2017,,,,Zumaia,PER_100000_POP,Zumaia,0.0
2018,,,,Zumaia,PER_100000_POP,Zumaia,0.0
2010,,,,Zumaia,PER_100000_POP,Zumaia,0.0
2016,,,,Zumaia,PER_100000_POP,Zumaia,0.0
2020,,,,Zumaia,PER_100000_POP,Zumaia,0.0
2022,,,,Zumaia,PER_100000_POP,Zumaia,0.0
2015,,,,Zumaia,PER_100000_POP,Zumaia,0.0
2019,,,,Zumaia,PER_100000_POP,Zumaia,0.0
2011,,,,Zumaia,PER_100000_POP,Zumaia,0.0
2012,,,,Zumaia,PER_100000_POP,Zumaia,0.0
2014,,,,Zumaia,PER_100000_POP,Zumaia,0.0
2021,,,,Zumaia,PER_100000_POP,Zumaia,0.0
2023,,,,Zumaia,PER_100000_POP,Zumaia,0.0
2022,,,,Zumarraga,PER_100000_POP,Zumarraga,0.0
2023,,,,Zumarraga,PER_100000_POP,Zumarraga,0.0
2010,,,,Zumarraga,PER_100000_POP,Zumarraga,0.0
2011,,,,Zumarraga,PER_100000_POP,Zumarraga,0.0
2020,,,,Zumarraga,PER_100000_POP,Zumarraga,0.0
2012,,,,Zumarraga,PER_100000_POP,Zumarraga,0.0
2018,,,,Zumarraga,PER_100000_POP,Zumarraga,0.0
2014,,,,Zumarraga,PER_100000_POP,Zumarraga,0.0
2016,,,,Zumarraga,PER_100000_POP,Zumarraga,0.0
2013,,,,Zumarraga,PER_100000_POP,Zumarraga,0.0
2021,,,,Zumarraga,PER_100000_POP,Zumarraga,0.0
2019,,,,Zumarraga,PER_100000_POP,Zumarraga,0.0
2017,,,,Zumarraga,PER_100000_POP,Zumarraga,0.0
2015,,,,Zumarraga,PER_100000_POP,Zumarraga,0.0
2019,,,Añana (eskualdea),,PER_100000_POP,Añana (eskualdea),0.0
2022,,,Añana (eskualdea),,PER_100000_POP,Añana (eskualdea),0.0
2020,,,Añana (eskualdea),,PER_100000_POP,Añana (eskualdea),0.0
2015,,,Añana (eskualdea),,PER_100000_POP,Añana (eskualdea),0.0
2014,,,Añana (eskualdea),,PER_100000_POP,Añana (eskualdea),0.0
2012,,,Añana (eskualdea),,PER_100000_POP,Añana (eskualdea),0.0
2013,,,Añana (eskualdea),,PER_100000_POP,Añana (eskualdea),0.0
2010,,,Añana (eskualdea),,PER_100000_POP,Añana (eskualdea),0.0
2016,,,Añana (eskualdea),,PER_100000_POP,Añana (eskualdea),0.0
2017,,,Añana (eskualdea),,PER_100000_POP,Añana (eskualdea),0.0
2018,,,Añana (eskualdea),,PER_100000_POP,Añana (eskualdea),0.0
2023,,,Añana (eskualdea),,PER_100000_POP,Añana (eskualdea),0.0
2011,,,Añana (eskualdea),,PER_100000_POP,Añana (eskualdea),0.0
2021,,,Añana (eskualdea),,PER_100000_POP,Añana (eskualdea),0.0
2020,,,Arabako Errioxa / Rioja Alavesa,,PER_100000_POP,Arabako Errioxa / Rioja Alavesa,0.0
2017,,,Arabako Errioxa / Rioja Alavesa,,PER_100000_POP,Arabako Errioxa / Rioja Alavesa,0.0
2010,,,Arabako Errioxa / Rioja Alavesa,,PER_100000_POP,Arabako Errioxa / Rioja Alavesa,0.0
2015,,,Arabako Errioxa / Rioja Alavesa,,PER_100000_POP,Arabako Errioxa / Rioja Alavesa,0.0
2022,,,Arabako Errioxa / Rioja Alavesa,,PER_100000_POP,Arabako Errioxa / Rioja Alavesa,0.0
2021,,,Arabako Errioxa / Rioja Alavesa,,PER_100000_POP,Arabako Errioxa / Rioja Alavesa,0.0
2014,,,Arabako Errioxa / Rioja Alavesa,,PER_100000_POP,Arabako Errioxa / Rioja Alavesa,0.0
2019,,,Arabako Errioxa / Rioja Alavesa,,PER_100000_POP,Arabako Errioxa / Rioja Alavesa,0.0
2011,,,Arabako Errioxa / Rioja Alavesa,,PER_100000_POP,Arabako Errioxa / Rioja Alavesa,0.0
2012,,,Arabako Errioxa / Rioja Alavesa,,PER_100000_POP,Arabako Errioxa / Rioja Alavesa,0.0
2023,,,Arabako Errioxa / Rioja Alavesa,,PER_100000_POP,Arabako Errioxa / Rioja Alavesa,0.0
2016,,,Arabako Errioxa / Rioja Alavesa,,PER_100000_POP,Arabako Errioxa / Rioja Alavesa,0.0
2018,,,Arabako Errioxa / Rioja Alavesa,,PER_100000_POP,Arabako Errioxa / Rioja Alavesa,0.0
2013,,,Arabako Errioxa / Rioja Alavesa,,PER_100000_POP,Arabako Errioxa / Rioja Alavesa,0.0
2021,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PER_100000_POP,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2017,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PER_100000_POP,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2015,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PER_100000_POP,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2013,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PER_100000_POP,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2010,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PER_100000_POP,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2022,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PER_100000_POP,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2018,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PER_100000_POP,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2019,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PER_100000_POP,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2014,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PER_100000_POP,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2012,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PER_100000_POP,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2011,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PER_100000_POP,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2020,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PER_100000_POP,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2023,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PER_100000_POP,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2016,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PER_100000_POP,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2014,,,Arabako Lautada / Llanada Alavesa,,PER_100000_POP,Arabako Lautada / Llanada Alavesa,0.39
2021,,,Arabako Lautada / Llanada Alavesa,,PER_100000_POP,Arabako Lautada / Llanada Alavesa,0.0
2010,,,Arabako Lautada / Llanada Alavesa,,PER_100000_POP,Arabako Lautada / Llanada Alavesa,0.0
2020,,,Arabako Lautada / Llanada Alavesa,,PER_100000_POP,Arabako Lautada / Llanada Alavesa,0.0
2018,,,Arabako Lautada / Llanada Alavesa,,PER_100000_POP,Arabako Lautada / Llanada Alavesa,0.0
2015,,,Arabako Lautada / Llanada Alavesa,,PER_100000_POP,Arabako Lautada / Llanada Alavesa,0.0
2019,,,Arabako Lautada / Llanada Alavesa,,PER_100000_POP,Arabako Lautada / Llanada Alavesa,0.38
2022,,,Arabako Lautada / Llanada Alavesa,,PER_100000_POP,Arabako Lautada / Llanada Alavesa,0.37
2016,,,Arabako Lautada / Llanada Alavesa,,PER_100000_POP,Arabako Lautada / Llanada Alavesa,0.39
2013,,,Arabako Lautada / Llanada Alavesa,,PER_100000_POP,Arabako Lautada / Llanada Alavesa,0.0
2023,,,Arabako Lautada / Llanada Alavesa,,PER_100000_POP,Arabako Lautada / Llanada Alavesa,0.0
2011,,,Arabako Lautada / Llanada Alavesa,,PER_100000_POP,Arabako Lautada / Llanada Alavesa,0.0
2017,,,Arabako Lautada / Llanada Alavesa,,PER_100000_POP,Arabako Lautada / Llanada Alavesa,0.0
2012,,,Arabako Lautada / Llanada Alavesa,,PER_100000_POP,Arabako Lautada / Llanada Alavesa,0.0
2015,,,Arabako Mendialdea / Montaña Alavesa,,PER_100000_POP,Arabako Mendialdea / Montaña Alavesa,0.0
2020,,,Arabako Mendialdea / Montaña Alavesa,,PER_100000_POP,Arabako Mendialdea / Montaña Alavesa,0.0
2014,,,Arabako Mendialdea / Montaña Alavesa,,PER_100000_POP,Arabako Mendialdea / Montaña Alavesa,0.0
2019,,,Arabako Mendialdea / Montaña Alavesa,,PER_100000_POP,Arabako Mendialdea / Montaña Alavesa,0.0
2012,,,Arabako Mendialdea / Montaña Alavesa,,PER_100000_POP,Arabako Mendialdea / Montaña Alavesa,0.0
2016,,,Arabako Mendialdea / Montaña Alavesa,,PER_100000_POP,Arabako Mendialdea / Montaña Alavesa,0.0
2021,,,Arabako Mendialdea / Montaña Alavesa,,PER_100000_POP,Arabako Mendialdea / Montaña Alavesa,0.0
2023,,,Arabako Mendialdea / Montaña Alavesa,,PER_100000_POP,Arabako Mendialdea / Montaña Alavesa,0.0
2011,,,Arabako Mendialdea / Montaña Alavesa,,PER_100000_POP,Arabako Mendialdea / Montaña Alavesa,0.0
2010,,,Arabako Mendialdea / Montaña Alavesa,,PER_100000_POP,Arabako Mendialdea / Montaña Alavesa,0.0
2018,,,Arabako Mendialdea / Montaña Alavesa,,PER_100000_POP,Arabako Mendialdea / Montaña Alavesa,0.0
2022,,,Arabako Mendialdea / Montaña Alavesa,,PER_100000_POP,Arabako Mendialdea / Montaña Alavesa,0.0
2013,,,Arabako Mendialdea / Montaña Alavesa,,PER_100000_POP,Arabako Mendialdea / Montaña Alavesa,0.0
2017,,,Arabako Mendialdea / Montaña Alavesa,,PER_100000_POP,Arabako Mendialdea / Montaña Alavesa,0.0
2018,,,Arratia Nerbioi / Arratia-Nervión,,PER_100000_POP,Arratia Nerbioi / Arratia-Nervión,0.0
2013,,,Arratia Nerbioi / Arratia-Nervión,,PER_100000_POP,Arratia Nerbioi / Arratia-Nervión,0.0
2023,,,Arratia Nerbioi / Arratia-Nervión,,PER_100000_POP,Arratia Nerbioi / Arratia-Nervión,0.0
2015,,,Arratia Nerbioi / Arratia-Nervión,,PER_100000_POP,Arratia Nerbioi / Arratia-Nervión,0.0
2012,,,Arratia Nerbioi / Arratia-Nervión,,PER_100000_POP,Arratia Nerbioi / Arratia-Nervión,0.0
2021,,,Arratia Nerbioi / Arratia-Nervión,,PER_100000_POP,Arratia Nerbioi / Arratia-Nervión,0.0
2020,,,Arratia Nerbioi / Arratia-Nervión,,PER_100000_POP,Arratia Nerbioi / Arratia-Nervión,0.0
2010,,,Arratia Nerbioi / Arratia-Nervión,,PER_100000_POP,Arratia Nerbioi / Arratia-Nervión,0.0
2014,,,Arratia Nerbioi / Arratia-Nervión,,PER_100000_POP,Arratia Nerbioi / Arratia-Nervión,0.0
2016,,,Arratia Nerbioi / Arratia-Nervión,,PER_100000_POP,Arratia Nerbioi / Arratia-Nervión,0.0
2011,,,Arratia Nerbioi / Arratia-Nervión,,PER_100000_POP,Arratia Nerbioi / Arratia-Nervión,0.0
2022,,,Arratia Nerbioi / Arratia-Nervión,,PER_100000_POP,Arratia Nerbioi / Arratia-Nervión,0.0
2017,,,Arratia Nerbioi / Arratia-Nervión,,PER_100000_POP,Arratia Nerbioi / Arratia-Nervión,0.0
2019,,,Arratia Nerbioi / Arratia-Nervión,,PER_100000_POP,Arratia Nerbioi / Arratia-Nervión,0.0
2013,,,Bidasoa Beherea / Bajo Bidasoa,,PER_100000_POP,Bidasoa Beherea / Bajo Bidasoa,0.0
2012,,,Bidasoa Beherea / Bajo Bidasoa,,PER_100000_POP,Bidasoa Beherea / Bajo Bidasoa,0.0
2019,,,Bidasoa Beherea / Bajo Bidasoa,,PER_100000_POP,Bidasoa Beherea / Bajo Bidasoa,0.0
2018,,,Bidasoa Beherea / Bajo Bidasoa,,PER_100000_POP,Bidasoa Beherea / Bajo Bidasoa,1.3
2017,,,Bidasoa Beherea / Bajo Bidasoa,,PER_100000_POP,Bidasoa Beherea / Bajo Bidasoa,1.3
2014,,,Bidasoa Beherea / Bajo Bidasoa,,PER_100000_POP,Bidasoa Beherea / Bajo Bidasoa,0.0
2016,,,Bidasoa Beherea / Bajo Bidasoa,,PER_100000_POP,Bidasoa Beherea / Bajo Bidasoa,0.0
2010,,,Bidasoa Beherea / Bajo Bidasoa,,PER_100000_POP,Bidasoa Beherea / Bajo Bidasoa,0.0
2021,,,Bidasoa Beherea / Bajo Bidasoa,,PER_100000_POP,Bidasoa Beherea / Bajo Bidasoa,0.0
2011,,,Bidasoa Beherea / Bajo Bidasoa,,PER_100000_POP,Bidasoa Beherea / Bajo Bidasoa,0.0
2022,,,Bidasoa Beherea / Bajo Bidasoa,,PER_100000_POP,Bidasoa Beherea / Bajo Bidasoa,0.0
2023,,,Bidasoa Beherea / Bajo Bidasoa,,PER_100000_POP,Bidasoa Beherea / Bajo Bidasoa,0.0
2015,,,Bidasoa Beherea / Bajo Bidasoa,,PER_100000_POP,Bidasoa Beherea / Bajo Bidasoa,0.0
2020,,,Bidasoa Beherea / Bajo Bidasoa,,PER_100000_POP,Bidasoa Beherea / Bajo Bidasoa,0.0
2012,,,Bilbo Handia / Gran Bilbao,,PER_100000_POP,Bilbo Handia / Gran Bilbao,0.0
2013,,,Bilbo Handia / Gran Bilbao,,PER_100000_POP,Bilbo Handia / Gran Bilbao,0.12
2023,,,Bilbo Handia / Gran Bilbao,,PER_100000_POP,Bilbo Handia / Gran Bilbao,0.12
2017,,,Bilbo Handia / Gran Bilbao,,PER_100000_POP,Bilbo Handia / Gran Bilbao,0.23
2019,,,Bilbo Handia / Gran Bilbao,,PER_100000_POP,Bilbo Handia / Gran Bilbao,0.12
2010,,,Bilbo Handia / Gran Bilbao,,PER_100000_POP,Bilbo Handia / Gran Bilbao,0.11
2020,,,Bilbo Handia / Gran Bilbao,,PER_100000_POP,Bilbo Handia / Gran Bilbao,0.0
2016,,,Bilbo Handia / Gran Bilbao,,PER_100000_POP,Bilbo Handia / Gran Bilbao,0.23
2014,,,Bilbo Handia / Gran Bilbao,,PER_100000_POP,Bilbo Handia / Gran Bilbao,0.0
2015,,,Bilbo Handia / Gran Bilbao,,PER_100000_POP,Bilbo Handia / Gran Bilbao,0.0
2022,,,Bilbo Handia / Gran Bilbao,,PER_100000_POP,Bilbo Handia / Gran Bilbao,0.12
2018,,,Bilbo Handia / Gran Bilbao,,PER_100000_POP,Bilbo Handia / Gran Bilbao,0.23
2021,,,Bilbo Handia / Gran Bilbao,,PER_100000_POP,Bilbo Handia / Gran Bilbao,0.0
2011,,,Bilbo Handia / Gran Bilbao,,PER_100000_POP,Bilbo Handia / Gran Bilbao,0.34
2012,,,Debabarrena / Bajo Deba,,PER_100000_POP,Debabarrena / Bajo Deba,0.0
2023,,,Debabarrena / Bajo Deba,,PER_100000_POP,Debabarrena / Bajo Deba,0.0
2015,,,Debabarrena / Bajo Deba,,PER_100000_POP,Debabarrena / Bajo Deba,0.0
2016,,,Debabarrena / Bajo Deba,,PER_100000_POP,Debabarrena / Bajo Deba,0.0
2013,,,Debabarrena / Bajo Deba,,PER_100000_POP,Debabarrena / Bajo Deba,0.0
2017,,,Debabarrena / Bajo Deba,,PER_100000_POP,Debabarrena / Bajo Deba,0.0
2014,,,Debabarrena / Bajo Deba,,PER_100000_POP,Debabarrena / Bajo Deba,0.0
2018,,,Debabarrena / Bajo Deba,,PER_100000_POP,Debabarrena / Bajo Deba,0.0
2022,,,Debabarrena / Bajo Deba,,PER_100000_POP,Debabarrena / Bajo Deba,1.83
2019,,,Debabarrena / Bajo Deba,,PER_100000_POP,Debabarrena / Bajo Deba,0.0
2011,,,Debabarrena / Bajo Deba,,PER_100000_POP,Debabarrena / Bajo Deba,0.0
2021,,,Debabarrena / Bajo Deba,,PER_100000_POP,Debabarrena / Bajo Deba,0.0
2020,,,Debabarrena / Bajo Deba,,PER_100000_POP,Debabarrena / Bajo Deba,0.0
2010,,,Debabarrena / Bajo Deba,,PER_100000_POP,Debabarrena / Bajo Deba,0.0
2012,,,Debagoiena / Alto Deba,,PER_100000_POP,Debagoiena / Alto Deba,0.0
2019,,,Debagoiena / Alto Deba,,PER_100000_POP,Debagoiena / Alto Deba,0.0
2017,,,Debagoiena / Alto Deba,,PER_100000_POP,Debagoiena / Alto Deba,0.0
2016,,,Debagoiena / Alto Deba,,PER_100000_POP,Debagoiena / Alto Deba,0.0
2015,,,Debagoiena / Alto Deba,,PER_100000_POP,Debagoiena / Alto Deba,0.0
2018,,,Debagoiena / Alto Deba,,PER_100000_POP,Debagoiena / Alto Deba,0.0
2021,,,Debagoiena / Alto Deba,,PER_100000_POP,Debagoiena / Alto Deba,0.0
2014,,,Debagoiena / Alto Deba,,PER_100000_POP,Debagoiena / Alto Deba,0.0
2020,,,Debagoiena / Alto Deba,,PER_100000_POP,Debagoiena / Alto Deba,0.0
2011,,,Debagoiena / Alto Deba,,PER_100000_POP,Debagoiena / Alto Deba,0.0
2010,,,Debagoiena / Alto Deba,,PER_100000_POP,Debagoiena / Alto Deba,0.0
2023,,,Debagoiena / Alto Deba,,PER_100000_POP,Debagoiena / Alto Deba,0.0
2013,,,Debagoiena / Alto Deba,,PER_100000_POP,Debagoiena / Alto Deba,0.0
2022,,,Debagoiena / Alto Deba,,PER_100000_POP,Debagoiena / Alto Deba,1.6
2020,,,Donostialdea,,PER_100000_POP,Donostialdea,0.0
2018,,,Donostialdea,,PER_100000_POP,Donostialdea,0.0
2021,,,Donostialdea,,PER_100000_POP,Donostialdea,0.0
2022,,,Donostialdea,,PER_100000_POP,Donostialdea,0.0
2015,,,Donostialdea,,PER_100000_POP,Donostialdea,0.0
2023,,,Donostialdea,,PER_100000_POP,Donostialdea,0.0
2013,,,Donostialdea,,PER_100000_POP,Donostialdea,0.62
2011,,,Donostialdea,,PER_100000_POP,Donostialdea,0.0
2019,,,Donostialdea,,PER_100000_POP,Donostialdea,0.0
2014,,,Donostialdea,,PER_100000_POP,Donostialdea,0.0
2012,,,Donostialdea,,PER_100000_POP,Donostialdea,0.0
2017,,,Donostialdea,,PER_100000_POP,Donostialdea,0.0
2010,,,Donostialdea,,PER_100000_POP,Donostialdea,0.31
2016,,,Donostialdea,,PER_100000_POP,Donostialdea,0.0
2014,,,Durangaldea / Duranguesado,,PER_100000_POP,Durangaldea / Duranguesado,0.0
2016,,,Durangaldea / Duranguesado,,PER_100000_POP,Durangaldea / Duranguesado,0.0
2011,,,Durangaldea / Duranguesado,,PER_100000_POP,Durangaldea / Duranguesado,0.0
2021,,,Durangaldea / Duranguesado,,PER_100000_POP,Durangaldea / Duranguesado,0.0
2013,,,Durangaldea / Duranguesado,,PER_100000_POP,Durangaldea / Duranguesado,0.0
2015,,,Durangaldea / Duranguesado,,PER_100000_POP,Durangaldea / Duranguesado,1.02
2022,,,Durangaldea / Duranguesado,,PER_100000_POP,Durangaldea / Duranguesado,1.01
2023,,,Durangaldea / Duranguesado,,PER_100000_POP,Durangaldea / Duranguesado,0.0
2012,,,Durangaldea / Duranguesado,,PER_100000_POP,Durangaldea / Duranguesado,0.0
2010,,,Durangaldea / Duranguesado,,PER_100000_POP,Durangaldea / Duranguesado,1.03
2017,,,Durangaldea / Duranguesado,,PER_100000_POP,Durangaldea / Duranguesado,1.01
2020,,,Durangaldea / Duranguesado,,PER_100000_POP,Durangaldea / Duranguesado,0.0
2018,,,Durangaldea / Duranguesado,,PER_100000_POP,Durangaldea / Duranguesado,1.01
2019,,,Durangaldea / Duranguesado,,PER_100000_POP,Durangaldea / Duranguesado,0.0
2013,,,Enkartazioak / Encartaciones,,PER_100000_POP,Enkartazioak / Encartaciones,0.0
2018,,,Enkartazioak / Encartaciones,,PER_100000_POP,Enkartazioak / Encartaciones,0.0
2010,,,Enkartazioak / Encartaciones,,PER_100000_POP,Enkartazioak / Encartaciones,0.0
2021,,,Enkartazioak / Encartaciones,,PER_100000_POP,Enkartazioak / Encartaciones,0.0
2014,,,Enkartazioak / Encartaciones,,PER_100000_POP,Enkartazioak / Encartaciones,0.0
2012,,,Enkartazioak / Encartaciones,,PER_100000_POP,Enkartazioak / Encartaciones,0.0
2020,,,Enkartazioak / Encartaciones,,PER_100000_POP,Enkartazioak / Encartaciones,0.0
2016,,,Enkartazioak / Encartaciones,,PER_100000_POP,Enkartazioak / Encartaciones,0.0
2015,,,Enkartazioak / Encartaciones,,PER_100000_POP,Enkartazioak / Encartaciones,0.0
2017,,,Enkartazioak / Encartaciones,,PER_100000_POP,Enkartazioak / Encartaciones,0.0
2023,,,Enkartazioak / Encartaciones,,PER_100000_POP,Enkartazioak / Encartaciones,0.0
2019,,,Enkartazioak / Encartaciones,,PER_100000_POP,Enkartazioak / Encartaciones,0.0
2011,,,Enkartazioak / Encartaciones,,PER_100000_POP,Enkartazioak / Encartaciones,0.0
2022,,,Enkartazioak / Encartaciones,,PER_100000_POP,Enkartazioak / Encartaciones,0.0
2021,,,Gernika-Bermeo,,PER_100000_POP,Gernika-Bermeo,0.0
2014,,,Gernika-Bermeo,,PER_100000_POP,Gernika-Bermeo,0.0
2022,,,Gernika-Bermeo,,PER_100000_POP,Gernika-Bermeo,0.0
2011,,,Gernika-Bermeo,,PER_100000_POP,Gernika-Bermeo,0.0
2017,,,Gernika-Bermeo,,PER_100000_POP,Gernika-Bermeo,0.0
2019,,,Gernika-Bermeo,,PER_100000_POP,Gernika-Bermeo,0.0
2012,,,Gernika-Bermeo,,PER_100000_POP,Gernika-Bermeo,0.0
2023,,,Gernika-Bermeo,,PER_100000_POP,Gernika-Bermeo,2.15
2015,,,Gernika-Bermeo,,PER_100000_POP,Gernika-Bermeo,0.0
2018,,,Gernika-Bermeo,,PER_100000_POP,Gernika-Bermeo,0.0
2020,,,Gernika-Bermeo,,PER_100000_POP,Gernika-Bermeo,0.0
2016,,,Gernika-Bermeo,,PER_100000_POP,Gernika-Bermeo,0.0
2013,,,Gernika-Bermeo,,PER_100000_POP,Gernika-Bermeo,0.0
2010,,,Gernika-Bermeo,,PER_100000_POP,Gernika-Bermeo,0.0
2023,,,Goierri,,PER_100000_POP,Goierri,0.0
2010,,,Goierri,,PER_100000_POP,Goierri,0.0
2018,,,Goierri,,PER_100000_POP,Goierri,0.0
2022,,,Goierri,,PER_100000_POP,Goierri,0.0
2013,,,Goierri,,PER_100000_POP,Goierri,0.0
2017,,,Goierri,,PER_100000_POP,Goierri,0.0
2021,,,Goierri,,PER_100000_POP,Goierri,0.0
2015,,,Goierri,,PER_100000_POP,Goierri,0.0
2019,,,Goierri,,PER_100000_POP,Goierri,0.0
2016,,,Goierri,,PER_100000_POP,Goierri,0.0
2011,,,Goierri,,PER_100000_POP,Goierri,0.0
2012,,,Goierri,,PER_100000_POP,Goierri,0.0
2020,,,Goierri,,PER_100000_POP,Goierri,0.0
2014,,,Goierri,,PER_100000_POP,Goierri,0.0
2016,,,Gorbeialdea / Estribaciones del Gorbea,,PER_100000_POP,Gorbeialdea / Estribaciones del Gorbea,0.0
