Year,Series,Actividad,Units,Value
2019,NV_IND_TECH,ISIC4_C,PT,33.4
2020,NV_IND_TECH,ISIC4_C,PT,34.6
2018,NV_IND_TECH,ISIC4_C,PT,32.7
2012,NV_IND_TECH,ISIC4_C,PT,32.8
2013,NV_IND_TECH,ISIC4_C,PT,32.1
2022,NV_IND_TECH,ISIC4_C,PT,30.2
2021,NV_IND_TECH,ISIC4_C,PT,32.3
2014,NV_IND_TECH,ISIC4_C,PT,31.8
2023,NV_IND_TECH,ISIC4_C,PT,33.4
2010,NV_IND_TECH,ISIC4_C,PT,31.7
2011,NV_IND_TECH,ISIC4_C,PT,32.7
2016,NV_IND_TECH,ISIC4_C,PT,32.7
2017,NV_IND_TECH,ISIC4_C,PT,32.7
2015,NV_IND_TECH,ISIC4_C,PT,32.2
