Year,Sex,Age,Residence,People with and without disabilities,Province,County,Municipality,Units,GeoCode,Value
2016,Female,16 years and over,,,,,Urnieta,%,Urnieta,14.0
2022,Female,16 years and over,,,,,Urretxu,%,Urretxu,8.0
2015,Female,16 years and over,,,,,Urretxu,%,Urretxu,14.8
2019,Female,16 years and over,,,,,Urretxu,%,Urretxu,10.1
2018,Female,16 years and over,,,,,Urretxu,%,Urretxu,11.0
2016,Female,16 years and over,,,,,Urretxu,%,Urretxu,14.2
2010,Female,16 years and over,,,,,Urretxu,%,Urretxu,8.9
2021,Female,16 years and over,,,,,Urretxu,%,Urretxu,9.9
2023,Female,16 years and over,,,,,Urretxu,%,Urretxu,7.9
2020,Female,16 years and over,,,,,Urretxu,%,Urretxu,9.2
2021,Female,16 years and over,,,,,Usurbil,%,Usurbil,9.6
2019,Female,16 years and over,,,,,Usurbil,%,Usurbil,8.2
2022,Female,16 years and over,,,,,Usurbil,%,Usurbil,7.3
2016,Female,16 years and over,,,,,Usurbil,%,Usurbil,12.3
2010,Female,16 years and over,,,,,Usurbil,%,Usurbil,6.3
2023,Female,16 years and over,,,,,Usurbil,%,Usurbil,6.5
2018,Female,16 years and over,,,,,Usurbil,%,Usurbil,10.1
2020,Female,16 years and over,,,,,Usurbil,%,Usurbil,8.2
2015,Female,16 years and over,,,,,Usurbil,%,Usurbil,12.1
2010,Female,16 years and over,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,10.3
2023,Female,16 years and over,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,10.5
2020,Female,16 years and over,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,10.6
2019,Female,16 years and over,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,13.7
2018,Female,16 years and over,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,8.7
2022,Female,16 years and over,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,11.9
2015,Female,16 years and over,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,12.3
2016,Female,16 years and over,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,14.2
2021,Female,16 years and over,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,18.6
2018,Female,16 years and over,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,15.0
2022,Female,16 years and over,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,12.0
2016,Female,16 years and over,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,18.1
2015,Female,16 years and over,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,17.3
2020,Female,16 years and over,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,12.7
2010,Female,16 years and over,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,9.1
2023,Female,16 years and over,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,11.4
2019,Female,16 years and over,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,13.5
2021,Female,16 years and over,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,12.9
2020,Female,16 years and over,,,,,Villabona,%,Villabona,11.5
2018,Female,16 years and over,,,,,Villabona,%,Villabona,13.3
2010,Female,16 years and over,,,,,Villabona,%,Villabona,9.8
2016,Female,16 years and over,,,,,Villabona,%,Villabona,16.2
2015,Female,16 years and over,,,,,Villabona,%,Villabona,14.0
2019,Female,16 years and over,,,,,Villabona,%,Villabona,11.7
2021,Female,16 years and over,,,,,Villabona,%,Villabona,12.2
2023,Female,16 years and over,,,,,Villabona,%,Villabona,9.9
2022,Female,16 years and over,,,,,Villabona,%,Villabona,10.9
2022,Female,16 years and over,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,4.9
2015,Female,16 years and over,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,9.4
2016,Female,16 years and over,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,5.6
2021,Female,16 years and over,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,13.1
2010,Female,16 years and over,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,8.6
2020,Female,16 years and over,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,9.3
2023,Female,16 years and over,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,3.3
2018,Female,16 years and over,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,6.9
2019,Female,16 years and over,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,1.8
2023,Female,16 years and over,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,10.7
2019,Female,16 years and over,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,12.8
2015,Female,16 years and over,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,14.9
2022,Female,16 years and over,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,11.7
2018,Female,16 years and over,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,13.7
2016,Female,16 years and over,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,16.1
2021,Female,16 years and over,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,13.3
2020,Female,16 years and over,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,11.9
2010,Female,16 years and over,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,9.0
2010,Female,16 years and over,,,,,Yécora/Iekora,%,Yécora/Iekora,13.2
2015,Female,16 years and over,,,,,Yécora/Iekora,%,Yécora/Iekora,26.9
2023,Female,16 years and over,,,,,Yécora/Iekora,%,Yécora/Iekora,9.1
2022,Female,16 years and over,,,,,Yécora/Iekora,%,Yécora/Iekora,8.8
2020,Female,16 years and over,,,,,Yécora/Iekora,%,Yécora/Iekora,14.3
2019,Female,16 years and over,,,,,Yécora/Iekora,%,Yécora/Iekora,8.3
2021,Female,16 years and over,,,,,Yécora/Iekora,%,Yécora/Iekora,5.3
2016,Female,16 years and over,,,,,Yécora/Iekora,%,Yécora/Iekora,15.4
2018,Female,16 years and over,,,,,Yécora/Iekora,%,Yécora/Iekora,14.3
2021,Female,16 years and over,,,,,Zaldibar,%,Zaldibar,11.7
2019,Female,16 years and over,,,,,Zaldibar,%,Zaldibar,11.2
2023,Female,16 years and over,,,,,Zaldibar,%,Zaldibar,7.6
2018,Female,16 years and over,,,,,Zaldibar,%,Zaldibar,12.1
2015,Female,16 years and over,,,,,Zaldibar,%,Zaldibar,17.1
2020,Female,16 years and over,,,,,Zaldibar,%,Zaldibar,8.3
2016,Female,16 years and over,,,,,Zaldibar,%,Zaldibar,17.3
2022,Female,16 years and over,,,,,Zaldibar,%,Zaldibar,9.3
2010,Female,16 years and over,,,,,Zaldibar,%,Zaldibar,8.2
2021,Female,16 years and over,,,,,Zaldibia,%,Zaldibia,10.3
2020,Female,16 years and over,,,,,Zaldibia,%,Zaldibia,7.0
2023,Female,16 years and over,,,,,Zaldibia,%,Zaldibia,6.6
2010,Female,16 years and over,,,,,Zaldibia,%,Zaldibia,6.8
2015,Female,16 years and over,,,,,Zaldibia,%,Zaldibia,12.8
2016,Female,16 years and over,,,,,Zaldibia,%,Zaldibia,12.2
2018,Female,16 years and over,,,,,Zaldibia,%,Zaldibia,7.2
2022,Female,16 years and over,,,,,Zaldibia,%,Zaldibia,9.2
2019,Female,16 years and over,,,,,Zaldibia,%,Zaldibia,9.1
2019,Female,16 years and over,,,,,Zalduondo,%,Zalduondo,0.0
2010,Female,16 years and over,,,,,Zalduondo,%,Zalduondo,7.0
2018,Female,16 years and over,,,,,Zalduondo,%,Zalduondo,8.9
2023,Female,16 years and over,,,,,Zalduondo,%,Zalduondo,1.5
2022,Female,16 years and over,,,,,Zalduondo,%,Zalduondo,6.8
2016,Female,16 years and over,,,,,Zalduondo,%,Zalduondo,8.3
2020,Female,16 years and over,,,,,Zalduondo,%,Zalduondo,8.2
2021,Female,16 years and over,,,,,Zalduondo,%,Zalduondo,5.6
2015,Female,16 years and over,,,,,Zalduondo,%,Zalduondo,11.1
2022,Female,16 years and over,,,,,Zalla,%,Zalla,14.3
2018,Female,16 years and over,,,,,Zalla,%,Zalla,18.1
2019,Female,16 years and over,,,,,Zalla,%,Zalla,16.1
2023,Female,16 years and over,,,,,Zalla,%,Zalla,12.8
2021,Female,16 years and over,,,,,Zalla,%,Zalla,16.6
2015,Female,16 years and over,,,,,Zalla,%,Zalla,20.3
2016,Female,16 years and over,,,,,Zalla,%,Zalla,23.5
2020,Female,16 years and over,,,,,Zalla,%,Zalla,15.1
2010,Female,16 years and over,,,,,Zalla,%,Zalla,10.3
2021,Female,16 years and over,,,,,Zambrana,%,Zambrana,13.8
2016,Female,16 years and over,,,,,Zambrana,%,Zambrana,22.6
2019,Female,16 years and over,,,,,Zambrana,%,Zambrana,20.9
2018,Female,16 years and over,,,,,Zambrana,%,Zambrana,30.4
2020,Female,16 years and over,,,,,Zambrana,%,Zambrana,14.0
2010,Female,16 years and over,,,,,Zambrana,%,Zambrana,13.4
2015,Female,16 years and over,,,,,Zambrana,%,Zambrana,30.1
2022,Female,16 years and over,,,,,Zambrana,%,Zambrana,14.1
2023,Female,16 years and over,,,,,Zambrana,%,Zambrana,18.1
2018,Female,16 years and over,,,,,Zamudio,%,Zamudio,11.7
2023,Female,16 years and over,,,,,Zamudio,%,Zamudio,9.1
2021,Female,16 years and over,,,,,Zamudio,%,Zamudio,10.2
2016,Female,16 years and over,,,,,Zamudio,%,Zamudio,14.2
2019,Female,16 years and over,,,,,Zamudio,%,Zamudio,10.1
2022,Female,16 years and over,,,,,Zamudio,%,Zamudio,9.9
2020,Female,16 years and over,,,,,Zamudio,%,Zamudio,10.0
2015,Female,16 years and over,,,,,Zamudio,%,Zamudio,12.5
2010,Female,16 years and over,,,,,Zamudio,%,Zamudio,9.7
2022,Female,16 years and over,,,,,Zaratamo,%,Zaratamo,14.7
2015,Female,16 years and over,,,,,Zaratamo,%,Zaratamo,17.3
2019,Female,16 years and over,,,,,Zaratamo,%,Zaratamo,13.1
2016,Female,16 years and over,,,,,Zaratamo,%,Zaratamo,15.5
2021,Female,16 years and over,,,,,Zaratamo,%,Zaratamo,12.8
2020,Female,16 years and over,,,,,Zaratamo,%,Zaratamo,12.9
2010,Female,16 years and over,,,,,Zaratamo,%,Zaratamo,8.4
2018,Female,16 years and over,,,,,Zaratamo,%,Zaratamo,13.9
2023,Female,16 years and over,,,,,Zaratamo,%,Zaratamo,11.8
2016,Female,16 years and over,,,,,Zarautz,%,Zarautz,14.0
2022,Female,16 years and over,,,,,Zarautz,%,Zarautz,7.5
2021,Female,16 years and over,,,,,Zarautz,%,Zarautz,9.0
2020,Female,16 years and over,,,,,Zarautz,%,Zarautz,7.9
2019,Female,16 years and over,,,,,Zarautz,%,Zarautz,8.5
2015,Female,16 years and over,,,,,Zarautz,%,Zarautz,13.8
2023,Female,16 years and over,,,,,Zarautz,%,Zarautz,6.3
2010,Female,16 years and over,,,,,Zarautz,%,Zarautz,9.0
2018,Female,16 years and over,,,,,Zarautz,%,Zarautz,9.6
2020,Female,16 years and over,,,,,Zeanuri,%,Zeanuri,6.0
2018,Female,16 years and over,,,,,Zeanuri,%,Zeanuri,9.0
2021,Female,16 years and over,,,,,Zeanuri,%,Zeanuri,9.0
2022,Female,16 years and over,,,,,Zeanuri,%,Zeanuri,7.1
2016,Female,16 years and over,,,,,Zeanuri,%,Zeanuri,6.3
2023,Female,16 years and over,,,,,Zeanuri,%,Zeanuri,6.8
2010,Female,16 years and over,,,,,Zeanuri,%,Zeanuri,7.5
2015,Female,16 years and over,,,,,Zeanuri,%,Zeanuri,10.1
2019,Female,16 years and over,,,,,Zeanuri,%,Zeanuri,7.7
2022,Female,16 years and over,,,,,Zeberio,%,Zeberio,7.5
2016,Female,16 years and over,,,,,Zeberio,%,Zeberio,10.4
2010,Female,16 years and over,,,,,Zeberio,%,Zeberio,4.4
2018,Female,16 years and over,,,,,Zeberio,%,Zeberio,10.4
2019,Female,16 years and over,,,,,Zeberio,%,Zeberio,8.3
2015,Female,16 years and over,,,,,Zeberio,%,Zeberio,9.7
2023,Female,16 years and over,,,,,Zeberio,%,Zeberio,7.2
2021,Female,16 years and over,,,,,Zeberio,%,Zeberio,10.6
2020,Female,16 years and over,,,,,Zeberio,%,Zeberio,8.7
2022,Female,16 years and over,,,,,Zegama,%,Zegama,8.2
2020,Female,16 years and over,,,,,Zegama,%,Zegama,7.9
2015,Female,16 years and over,,,,,Zegama,%,Zegama,11.4
2019,Female,16 years and over,,,,,Zegama,%,Zegama,7.1
2023,Female,16 years and over,,,,,Zegama,%,Zegama,5.4
2018,Female,16 years and over,,,,,Zegama,%,Zegama,11.9
2010,Female,16 years and over,,,,,Zegama,%,Zegama,8.9
2016,Female,16 years and over,,,,,Zegama,%,Zegama,15.1
2021,Female,16 years and over,,,,,Zegama,%,Zegama,7.2
2021,Female,16 years and over,,,,,Zerain,%,Zerain,3.4
2022,Female,16 years and over,,,,,Zerain,%,Zerain,1.4
2018,Female,16 years and over,,,,,Zerain,%,Zerain,9.7
2019,Female,16 years and over,,,,,Zerain,%,Zerain,5.4
2023,Female,16 years and over,,,,,Zerain,%,Zerain,5.9
2016,Female,16 years and over,,,,,Zerain,%,Zerain,9.7
2015,Female,16 years and over,,,,,Zerain,%,Zerain,14.3
2010,Female,16 years and over,,,,,Zerain,%,Zerain,8.9
2020,Female,16 years and over,,,,,Zerain,%,Zerain,8.5
2023,Female,16 years and over,,,,,Zestoa,%,Zestoa,8.8
2010,Female,16 years and over,,,,,Zestoa,%,Zestoa,9.8
2020,Female,16 years and over,,,,,Zestoa,%,Zestoa,13.3
2021,Female,16 years and over,,,,,Zestoa,%,Zestoa,13.2
2016,Female,16 years and over,,,,,Zestoa,%,Zestoa,19.0
2022,Female,16 years and over,,,,,Zestoa,%,Zestoa,9.7
2015,Female,16 years and over,,,,,Zestoa,%,Zestoa,18.1
2019,Female,16 years and over,,,,,Zestoa,%,Zestoa,14.0
2018,Female,16 years and over,,,,,Zestoa,%,Zestoa,14.3
2018,Female,16 years and over,,,,,Zierbena,%,Zierbena,13.3
2023,Female,16 years and over,,,,,Zierbena,%,Zierbena,7.4
2022,Female,16 years and over,,,,,Zierbena,%,Zierbena,10.5
2015,Female,16 years and over,,,,,Zierbena,%,Zierbena,17.1
2016,Female,16 years and over,,,,,Zierbena,%,Zierbena,16.0
2020,Female,16 years and over,,,,,Zierbena,%,Zierbena,12.9
2019,Female,16 years and over,,,,,Zierbena,%,Zierbena,12.1
2010,Female,16 years and over,,,,,Zierbena,%,Zierbena,9.1
2021,Female,16 years and over,,,,,Zierbena,%,Zierbena,14.4
2021,Female,16 years and over,,,,,Zigoitia,%,Zigoitia,6.5
2020,Female,16 years and over,,,,,Zigoitia,%,Zigoitia,7.7
2016,Female,16 years and over,,,,,Zigoitia,%,Zigoitia,9.0
2022,Female,16 years and over,,,,,Zigoitia,%,Zigoitia,6.6
2015,Female,16 years and over,,,,,Zigoitia,%,Zigoitia,6.6
2010,Female,16 years and over,,,,,Zigoitia,%,Zigoitia,4.5
2023,Female,16 years and over,,,,,Zigoitia,%,Zigoitia,4.8
2018,Female,16 years and over,,,,,Zigoitia,%,Zigoitia,7.7
2019,Female,16 years and over,,,,,Zigoitia,%,Zigoitia,7.7
2016,Female,16 years and over,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,15.0
2023,Female,16 years and over,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,2.2
2019,Female,16 years and over,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,7.8
2010,Female,16 years and over,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,13.2
2018,Female,16 years and over,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,15.1
2022,Female,16 years and over,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,5.5
2020,Female,16 years and over,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,8.2
2021,Female,16 years and over,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,8.4
2015,Female,16 years and over,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,10.5
2015,Female,16 years and over,,,,,Zizurkil,%,Zizurkil,17.6
2023,Female,16 years and over,,,,,Zizurkil,%,Zizurkil,6.5
2016,Female,16 years and over,,,,,Zizurkil,%,Zizurkil,15.1
2019,Female,16 years and over,,,,,Zizurkil,%,Zizurkil,11.0
2022,Female,16 years and over,,,,,Zizurkil,%,Zizurkil,8.2
2010,Female,16 years and over,,,,,Zizurkil,%,Zizurkil,10.4
2020,Female,16 years and over,,,,,Zizurkil,%,Zizurkil,11.0
2018,Female,16 years and over,,,,,Zizurkil,%,Zizurkil,12.8
2021,Female,16 years and over,,,,,Zizurkil,%,Zizurkil,12.2
2015,Female,16 years and over,,,,,Zuia,%,Zuia,12.2
2021,Female,16 years and over,,,,,Zuia,%,Zuia,6.4
2010,Female,16 years and over,,,,,Zuia,%,Zuia,6.0
2020,Female,16 years and over,,,,,Zuia,%,Zuia,4.2
2019,Female,16 years and over,,,,,Zuia,%,Zuia,6.4
2018,Female,16 years and over,,,,,Zuia,%,Zuia,6.0
2016,Female,16 years and over,,,,,Zuia,%,Zuia,9.8
2023,Female,16 years and over,,,,,Zuia,%,Zuia,5.3
2022,Female,16 years and over,,,,,Zuia,%,Zuia,6.4
2010,Female,16 years and over,,,,,Zumaia,%,Zumaia,9.1
2018,Female,16 years and over,,,,,Zumaia,%,Zumaia,11.4
2022,Female,16 years and over,,,,,Zumaia,%,Zumaia,9.1
2021,Female,16 years and over,,,,,Zumaia,%,Zumaia,10.2
2019,Female,16 years and over,,,,,Zumaia,%,Zumaia,9.1
2016,Female,16 years and over,,,,,Zumaia,%,Zumaia,16.8
2023,Female,16 years and over,,,,,Zumaia,%,Zumaia,7.3
2015,Female,16 years and over,,,,,Zumaia,%,Zumaia,13.6
2020,Female,16 years and over,,,,,Zumaia,%,Zumaia,9.6
2022,Female,16 years and over,,,,,Zumarraga,%,Zumarraga,11.1
2019,Female,16 years and over,,,,,Zumarraga,%,Zumarraga,12.5
2010,Female,16 years and over,,,,,Zumarraga,%,Zumarraga,9.6
2021,Female,16 years and over,,,,,Zumarraga,%,Zumarraga,12.2
2018,Female,16 years and over,,,,,Zumarraga,%,Zumarraga,14.8
2020,Female,16 years and over,,,,,Zumarraga,%,Zumarraga,11.1
2023,Female,16 years and over,,,,,Zumarraga,%,Zumarraga,9.6
2015,Female,16 years and over,,,,,Zumarraga,%,Zumarraga,15.9
2016,Female,16 years and over,,,,,Zumarraga,%,Zumarraga,18.5
2022,Female,16 years and over,,,,Añana (county),,%,Añana (county),10.3
2015,Female,16 years and over,,,,Añana (county),,%,Añana (county),18.0
2018,Female,16 years and over,,,,Añana (county),,%,Añana (county),15.1
2023,Female,16 years and over,,,,Añana (county),,%,Añana (county),9.8
2010,Female,16 years and over,,,,Añana (county),,%,Añana (county),11.0
2019,Female,16 years and over,,,,Añana (county),,%,Añana (county),13.3
2016,Female,16 years and over,,,,Añana (county),,%,Añana (county),16.7
2020,Female,16 years and over,,,,Añana (county),,%,Añana (county),11.0
2021,Female,16 years and over,,,,Añana (county),,%,Añana (county),13.7
2016,Female,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,19.9
2021,Female,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,16.1
2010,Female,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,13.0
2020,Female,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,15.0
2018,Female,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,17.0
2015,Female,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,19.8
2023,Female,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,12.4
2022,Female,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,13.2
2019,Female,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,16.6
2018,Female,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,15.0
2022,Female,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,11.7
2021,Female,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,14.3
2015,Female,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,16.4
2019,Female,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,13.4
2023,Female,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,10.5
2016,Female,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,18.3
2020,Female,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,12.9
2010,Female,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,9.5
2021,Female,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,13.3
2015,Female,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,14.9
2018,Female,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,13.6
2023,Female,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,10.6
2016,Female,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,16.0
2020,Female,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,11.9
2022,Female,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,11.7
2010,Female,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,8.9
2019,Female,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,12.8
2020,Female,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,7.8
2023,Female,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,6.7
2010,Female,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,7.9
2016,Female,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,11.8
2019,Female,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,7.2
2018,Female,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,9.6
2015,Female,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,10.9
2022,Female,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,8.1
2021,Female,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,8.7
2010,Female,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,7.8
2018,Female,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,13.1
2015,Female,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,14.7
2023,Female,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,9.8
2019,Female,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,11.5
2022,Female,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,10.5
2016,Female,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,15.5
