Year,Series,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2021,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,100.0
2024,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,100.0
2010,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,100.0
2022,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,100.0
2013,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,100.0
2019,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,100.0
2012,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,100.0
2017,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,100.0
2015,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,100.0
2023,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,100.0
2011,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,100.0
2014,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,100.0
2020,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,100.0
2018,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,100.0
2016,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,100.0
2022,SG_DSR_SILS,,,Aduna,PT,Aduna,0.0
2023,SG_DSR_SILS,,,Aduna,PT,Aduna,0.0
2020,SG_DSR_SILS,,,Aduna,PT,Aduna,0.0
2015,SG_DSR_SILS,,,Aduna,PT,Aduna,0.0
2018,SG_DSR_SILS,,,Aduna,PT,Aduna,0.0
2017,SG_DSR_SILS,,,Aduna,PT,Aduna,0.0
2011,SG_DSR_SILS,,,Aduna,PT,Aduna,0.0
2010,SG_DSR_SILS,,,Aduna,PT,Aduna,0.0
2019,SG_DSR_SILS,,,Aduna,PT,Aduna,0.0
2021,SG_DSR_SILS,,,Aduna,PT,Aduna,0.0
2024,SG_DSR_SILS,,,Aduna,PT,Aduna,0.0
2016,SG_DSR_SILS,,,Aduna,PT,Aduna,0.0
2013,SG_DSR_SILS,,,Aduna,PT,Aduna,0.0
2012,SG_DSR_SILS,,,Aduna,PT,Aduna,0.0
2014,SG_DSR_SILS,,,Aduna,PT,Aduna,0.0
2018,SG_DSR_SILS,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2017,SG_DSR_SILS,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2023,SG_DSR_SILS,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2016,SG_DSR_SILS,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2019,SG_DSR_SILS,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2012,SG_DSR_SILS,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2024,SG_DSR_SILS,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2013,SG_DSR_SILS,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2011,SG_DSR_SILS,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2022,SG_DSR_SILS,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2021,SG_DSR_SILS,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2014,SG_DSR_SILS,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2010,SG_DSR_SILS,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2020,SG_DSR_SILS,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2015,SG_DSR_SILS,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2022,SG_DSR_SILS,,,Aia,PT,Aia,0.0
2024,SG_DSR_SILS,,,Aia,PT,Aia,0.0
2013,SG_DSR_SILS,,,Aia,PT,Aia,0.0
2021,SG_DSR_SILS,,,Aia,PT,Aia,0.0
2012,SG_DSR_SILS,,,Aia,PT,Aia,0.0
2010,SG_DSR_SILS,,,Aia,PT,Aia,0.0
2017,SG_DSR_SILS,,,Aia,PT,Aia,0.0
2016,SG_DSR_SILS,,,Aia,PT,Aia,0.0
2015,SG_DSR_SILS,,,Aia,PT,Aia,0.0
2014,SG_DSR_SILS,,,Aia,PT,Aia,0.0
2023,SG_DSR_SILS,,,Aia,PT,Aia,0.0
2018,SG_DSR_SILS,,,Aia,PT,Aia,0.0
2019,SG_DSR_SILS,,,Aia,PT,Aia,0.0
2011,SG_DSR_SILS,,,Aia,PT,Aia,0.0
2020,SG_DSR_SILS,,,Aia,PT,Aia,0.0
2015,SG_DSR_SILS,,,Aizarnazabal,PT,Aizarnazabal,0.0
2021,SG_DSR_SILS,,,Aizarnazabal,PT,Aizarnazabal,0.0
2010,SG_DSR_SILS,,,Aizarnazabal,PT,Aizarnazabal,0.0
2013,SG_DSR_SILS,,,Aizarnazabal,PT,Aizarnazabal,0.0
2023,SG_DSR_SILS,,,Aizarnazabal,PT,Aizarnazabal,0.0
2020,SG_DSR_SILS,,,Aizarnazabal,PT,Aizarnazabal,0.0
2019,SG_DSR_SILS,,,Aizarnazabal,PT,Aizarnazabal,0.0
2024,SG_DSR_SILS,,,Aizarnazabal,PT,Aizarnazabal,0.0
2014,SG_DSR_SILS,,,Aizarnazabal,PT,Aizarnazabal,0.0
2016,SG_DSR_SILS,,,Aizarnazabal,PT,Aizarnazabal,0.0
2018,SG_DSR_SILS,,,Aizarnazabal,PT,Aizarnazabal,0.0
2022,SG_DSR_SILS,,,Aizarnazabal,PT,Aizarnazabal,0.0
2011,SG_DSR_SILS,,,Aizarnazabal,PT,Aizarnazabal,0.0
2017,SG_DSR_SILS,,,Aizarnazabal,PT,Aizarnazabal,0.0
2012,SG_DSR_SILS,,,Aizarnazabal,PT,Aizarnazabal,0.0
2020,SG_DSR_SILS,,,Ajangiz,PT,Ajangiz,0.0
2022,SG_DSR_SILS,,,Ajangiz,PT,Ajangiz,0.0
2011,SG_DSR_SILS,,,Ajangiz,PT,Ajangiz,0.0
2017,SG_DSR_SILS,,,Ajangiz,PT,Ajangiz,0.0
2015,SG_DSR_SILS,,,Ajangiz,PT,Ajangiz,0.0
2018,SG_DSR_SILS,,,Ajangiz,PT,Ajangiz,0.0
2023,SG_DSR_SILS,,,Ajangiz,PT,Ajangiz,0.0
2014,SG_DSR_SILS,,,Ajangiz,PT,Ajangiz,0.0
2019,SG_DSR_SILS,,,Ajangiz,PT,Ajangiz,0.0
2021,SG_DSR_SILS,,,Ajangiz,PT,Ajangiz,0.0
2024,SG_DSR_SILS,,,Ajangiz,PT,Ajangiz,0.0
2013,SG_DSR_SILS,,,Ajangiz,PT,Ajangiz,0.0
2010,SG_DSR_SILS,,,Ajangiz,PT,Ajangiz,0.0
2012,SG_DSR_SILS,,,Ajangiz,PT,Ajangiz,0.0
2016,SG_DSR_SILS,,,Ajangiz,PT,Ajangiz,0.0
2020,SG_DSR_SILS,,,Albiztur,PT,Albiztur,0.0
2023,SG_DSR_SILS,,,Albiztur,PT,Albiztur,0.0
2024,SG_DSR_SILS,,,Albiztur,PT,Albiztur,0.0
2016,SG_DSR_SILS,,,Albiztur,PT,Albiztur,0.0
2013,SG_DSR_SILS,,,Albiztur,PT,Albiztur,0.0
2021,SG_DSR_SILS,,,Albiztur,PT,Albiztur,0.0
2015,SG_DSR_SILS,,,Albiztur,PT,Albiztur,0.0
2010,SG_DSR_SILS,,,Albiztur,PT,Albiztur,0.0
2014,SG_DSR_SILS,,,Albiztur,PT,Albiztur,0.0
2019,SG_DSR_SILS,,,Albiztur,PT,Albiztur,0.0
2022,SG_DSR_SILS,,,Albiztur,PT,Albiztur,0.0
2018,SG_DSR_SILS,,,Albiztur,PT,Albiztur,0.0
2017,SG_DSR_SILS,,,Albiztur,PT,Albiztur,0.0
2012,SG_DSR_SILS,,,Albiztur,PT,Albiztur,0.0
2011,SG_DSR_SILS,,,Albiztur,PT,Albiztur,0.0
2019,SG_DSR_SILS,,,Alegia,PT,Alegia,0.0
2021,SG_DSR_SILS,,,Alegia,PT,Alegia,0.0
2011,SG_DSR_SILS,,,Alegia,PT,Alegia,0.0
2017,SG_DSR_SILS,,,Alegia,PT,Alegia,0.0
2018,SG_DSR_SILS,,,Alegia,PT,Alegia,0.0
2015,SG_DSR_SILS,,,Alegia,PT,Alegia,0.0
2012,SG_DSR_SILS,,,Alegia,PT,Alegia,0.0
2024,SG_DSR_SILS,,,Alegia,PT,Alegia,0.0
2014,SG_DSR_SILS,,,Alegia,PT,Alegia,0.0
2010,SG_DSR_SILS,,,Alegia,PT,Alegia,0.0
2016,SG_DSR_SILS,,,Alegia,PT,Alegia,0.0
2023,SG_DSR_SILS,,,Alegia,PT,Alegia,0.0
2013,SG_DSR_SILS,,,Alegia,PT,Alegia,0.0
2020,SG_DSR_SILS,,,Alegia,PT,Alegia,0.0
2022,SG_DSR_SILS,,,Alegia,PT,Alegia,0.0
2021,SG_DSR_SILS,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,0.0
2010,SG_DSR_SILS,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,0.0
2020,SG_DSR_SILS,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,0.0
2012,SG_DSR_SILS,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,0.0
2013,SG_DSR_SILS,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,0.0
2014,SG_DSR_SILS,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,0.0
2016,SG_DSR_SILS,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,0.0
2017,SG_DSR_SILS,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,0.0
2023,SG_DSR_SILS,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,0.0
2019,SG_DSR_SILS,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,0.0
2018,SG_DSR_SILS,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,0.0
2015,SG_DSR_SILS,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,0.0
2022,SG_DSR_SILS,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,0.0
2011,SG_DSR_SILS,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,0.0
2024,SG_DSR_SILS,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,0.0
2017,SG_DSR_SILS,,,Alkiza,PT,Alkiza,0.0
2019,SG_DSR_SILS,,,Alkiza,PT,Alkiza,0.0
2021,SG_DSR_SILS,,,Alkiza,PT,Alkiza,0.0
2024,SG_DSR_SILS,,,Alkiza,PT,Alkiza,0.0
2022,SG_DSR_SILS,,,Alkiza,PT,Alkiza,0.0
2018,SG_DSR_SILS,,,Alkiza,PT,Alkiza,0.0
2010,SG_DSR_SILS,,,Alkiza,PT,Alkiza,0.0
2016,SG_DSR_SILS,,,Alkiza,PT,Alkiza,0.0
2013,SG_DSR_SILS,,,Alkiza,PT,Alkiza,0.0
2011,SG_DSR_SILS,,,Alkiza,PT,Alkiza,0.0
2023,SG_DSR_SILS,,,Alkiza,PT,Alkiza,0.0
2014,SG_DSR_SILS,,,Alkiza,PT,Alkiza,0.0
2012,SG_DSR_SILS,,,Alkiza,PT,Alkiza,0.0
2020,SG_DSR_SILS,,,Alkiza,PT,Alkiza,0.0
2015,SG_DSR_SILS,,,Alkiza,PT,Alkiza,0.0
2020,SG_DSR_SILS,,,Alonsotegi,PT,Alonsotegi,100.0
2014,SG_DSR_SILS,,,Alonsotegi,PT,Alonsotegi,100.0
2010,SG_DSR_SILS,,,Alonsotegi,PT,Alonsotegi,100.0
2015,SG_DSR_SILS,,,Alonsotegi,PT,Alonsotegi,100.0
2023,SG_DSR_SILS,,,Alonsotegi,PT,Alonsotegi,100.0
2011,SG_DSR_SILS,,,Alonsotegi,PT,Alonsotegi,100.0
2013,SG_DSR_SILS,,,Alonsotegi,PT,Alonsotegi,100.0
2016,SG_DSR_SILS,,,Alonsotegi,PT,Alonsotegi,100.0
2017,SG_DSR_SILS,,,Alonsotegi,PT,Alonsotegi,100.0
2024,SG_DSR_SILS,,,Alonsotegi,PT,Alonsotegi,100.0
2021,SG_DSR_SILS,,,Alonsotegi,PT,Alonsotegi,100.0
2022,SG_DSR_SILS,,,Alonsotegi,PT,Alonsotegi,100.0
2012,SG_DSR_SILS,,,Alonsotegi,PT,Alonsotegi,100.0
2019,SG_DSR_SILS,,,Alonsotegi,PT,Alonsotegi,100.0
2018,SG_DSR_SILS,,,Alonsotegi,PT,Alonsotegi,100.0
2016,SG_DSR_SILS,,,Altzaga,PT,Altzaga,0.0
2018,SG_DSR_SILS,,,Altzaga,PT,Altzaga,0.0
2013,SG_DSR_SILS,,,Altzaga,PT,Altzaga,0.0
2017,SG_DSR_SILS,,,Altzaga,PT,Altzaga,0.0
2020,SG_DSR_SILS,,,Altzaga,PT,Altzaga,0.0
2024,SG_DSR_SILS,,,Altzaga,PT,Altzaga,0.0
2022,SG_DSR_SILS,,,Altzaga,PT,Altzaga,0.0
2010,SG_DSR_SILS,,,Altzaga,PT,Altzaga,0.0
2012,SG_DSR_SILS,,,Altzaga,PT,Altzaga,0.0
2015,SG_DSR_SILS,,,Altzaga,PT,Altzaga,0.0
2023,SG_DSR_SILS,,,Altzaga,PT,Altzaga,0.0
2019,SG_DSR_SILS,,,Altzaga,PT,Altzaga,0.0
2011,SG_DSR_SILS,,,Altzaga,PT,Altzaga,0.0
2014,SG_DSR_SILS,,,Altzaga,PT,Altzaga,0.0
2021,SG_DSR_SILS,,,Altzaga,PT,Altzaga,0.0
2011,SG_DSR_SILS,,,Altzo,PT,Altzo,0.0
2024,SG_DSR_SILS,,,Altzo,PT,Altzo,0.0
2020,SG_DSR_SILS,,,Altzo,PT,Altzo,0.0
2023,SG_DSR_SILS,,,Altzo,PT,Altzo,0.0
2018,SG_DSR_SILS,,,Altzo,PT,Altzo,0.0
2022,SG_DSR_SILS,,,Altzo,PT,Altzo,0.0
2013,SG_DSR_SILS,,,Altzo,PT,Altzo,0.0
2021,SG_DSR_SILS,,,Altzo,PT,Altzo,0.0
2017,SG_DSR_SILS,,,Altzo,PT,Altzo,0.0
2015,SG_DSR_SILS,,,Altzo,PT,Altzo,0.0
2019,SG_DSR_SILS,,,Altzo,PT,Altzo,0.0
2016,SG_DSR_SILS,,,Altzo,PT,Altzo,0.0
2014,SG_DSR_SILS,,,Altzo,PT,Altzo,0.0
2010,SG_DSR_SILS,,,Altzo,PT,Altzo,0.0
2012,SG_DSR_SILS,,,Altzo,PT,Altzo,0.0
2015,SG_DSR_SILS,,,Amezketa,PT,Amezketa,0.0
2022,SG_DSR_SILS,,,Amezketa,PT,Amezketa,0.0
2018,SG_DSR_SILS,,,Amezketa,PT,Amezketa,0.0
2012,SG_DSR_SILS,,,Amezketa,PT,Amezketa,0.0
2021,SG_DSR_SILS,,,Amezketa,PT,Amezketa,0.0
2023,SG_DSR_SILS,,,Amezketa,PT,Amezketa,0.0
2017,SG_DSR_SILS,,,Amezketa,PT,Amezketa,0.0
2019,SG_DSR_SILS,,,Amezketa,PT,Amezketa,0.0
2024,SG_DSR_SILS,,,Amezketa,PT,Amezketa,0.0
2016,SG_DSR_SILS,,,Amezketa,PT,Amezketa,0.0
2020,SG_DSR_SILS,,,Amezketa,PT,Amezketa,0.0
2011,SG_DSR_SILS,,,Amezketa,PT,Amezketa,0.0
2010,SG_DSR_SILS,,,Amezketa,PT,Amezketa,0.0
2013,SG_DSR_SILS,,,Amezketa,PT,Amezketa,0.0
2014,SG_DSR_SILS,,,Amezketa,PT,Amezketa,0.0
2021,SG_DSR_SILS,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,100.0
2019,SG_DSR_SILS,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,100.0
2012,SG_DSR_SILS,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,100.0
2020,SG_DSR_SILS,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,100.0
2011,SG_DSR_SILS,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,100.0
2018,SG_DSR_SILS,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,100.0
2017,SG_DSR_SILS,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,100.0
2022,SG_DSR_SILS,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,100.0
2016,SG_DSR_SILS,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,100.0
2013,SG_DSR_SILS,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,100.0
2023,SG_DSR_SILS,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,100.0
2010,SG_DSR_SILS,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,100.0
2024,SG_DSR_SILS,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,100.0
2014,SG_DSR_SILS,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,100.0
2015,SG_DSR_SILS,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,100.0
2024,SG_DSR_SILS,,,Amoroto,PT,Amoroto,0.0
2020,SG_DSR_SILS,,,Amoroto,PT,Amoroto,0.0
2015,SG_DSR_SILS,,,Amoroto,PT,Amoroto,0.0
2011,SG_DSR_SILS,,,Amoroto,PT,Amoroto,0.0
2022,SG_DSR_SILS,,,Amoroto,PT,Amoroto,0.0
2018,SG_DSR_SILS,,,Amoroto,PT,Amoroto,0.0
2021,SG_DSR_SILS,,,Amoroto,PT,Amoroto,0.0
2017,SG_DSR_SILS,,,Amoroto,PT,Amoroto,0.0
2014,SG_DSR_SILS,,,Amoroto,PT,Amoroto,0.0
2013,SG_DSR_SILS,,,Amoroto,PT,Amoroto,0.0
2023,SG_DSR_SILS,,,Amoroto,PT,Amoroto,0.0
2010,SG_DSR_SILS,,,Amoroto,PT,Amoroto,0.0
2016,SG_DSR_SILS,,,Amoroto,PT,Amoroto,0.0
2012,SG_DSR_SILS,,,Amoroto,PT,Amoroto,0.0
2019,SG_DSR_SILS,,,Amoroto,PT,Amoroto,0.0
2017,SG_DSR_SILS,,,Amurrio,PT,Amurrio,100.0
2014,SG_DSR_SILS,,,Amurrio,PT,Amurrio,100.0
2010,SG_DSR_SILS,,,Amurrio,PT,Amurrio,100.0
2011,SG_DSR_SILS,,,Amurrio,PT,Amurrio,100.0
2015,SG_DSR_SILS,,,Amurrio,PT,Amurrio,100.0
2020,SG_DSR_SILS,,,Amurrio,PT,Amurrio,100.0
2013,SG_DSR_SILS,,,Amurrio,PT,Amurrio,100.0
2021,SG_DSR_SILS,,,Amurrio,PT,Amurrio,100.0
2016,SG_DSR_SILS,,,Amurrio,PT,Amurrio,100.0
2019,SG_DSR_SILS,,,Amurrio,PT,Amurrio,100.0
2018,SG_DSR_SILS,,,Amurrio,PT,Amurrio,100.0
2012,SG_DSR_SILS,,,Amurrio,PT,Amurrio,100.0
2024,SG_DSR_SILS,,,Amurrio,PT,Amurrio,100.0
2022,SG_DSR_SILS,,,Amurrio,PT,Amurrio,100.0
2023,SG_DSR_SILS,,,Amurrio,PT,Amurrio,100.0
2016,SG_DSR_SILS,,,Andoain,PT,Andoain,100.0
2024,SG_DSR_SILS,,,Andoain,PT,Andoain,100.0
2013,SG_DSR_SILS,,,Andoain,PT,Andoain,100.0
2014,SG_DSR_SILS,,,Andoain,PT,Andoain,100.0
2023,SG_DSR_SILS,,,Andoain,PT,Andoain,100.0
2022,SG_DSR_SILS,,,Andoain,PT,Andoain,100.0
2012,SG_DSR_SILS,,,Andoain,PT,Andoain,100.0
2019,SG_DSR_SILS,,,Andoain,PT,Andoain,100.0
2020,SG_DSR_SILS,,,Andoain,PT,Andoain,100.0
2011,SG_DSR_SILS,,,Andoain,PT,Andoain,100.0
2010,SG_DSR_SILS,,,Andoain,PT,Andoain,100.0
2015,SG_DSR_SILS,,,Andoain,PT,Andoain,100.0
2018,SG_DSR_SILS,,,Andoain,PT,Andoain,100.0
2017,SG_DSR_SILS,,,Andoain,PT,Andoain,100.0
2021,SG_DSR_SILS,,,Andoain,PT,Andoain,100.0
2017,SG_DSR_SILS,,,Anoeta,PT,Anoeta,0.0
2018,SG_DSR_SILS,,,Anoeta,PT,Anoeta,0.0
2011,SG_DSR_SILS,,,Anoeta,PT,Anoeta,0.0
2023,SG_DSR_SILS,,,Anoeta,PT,Anoeta,0.0
2012,SG_DSR_SILS,,,Anoeta,PT,Anoeta,0.0
2020,SG_DSR_SILS,,,Anoeta,PT,Anoeta,0.0
2014,SG_DSR_SILS,,,Anoeta,PT,Anoeta,0.0
2015,SG_DSR_SILS,,,Anoeta,PT,Anoeta,0.0
2013,SG_DSR_SILS,,,Anoeta,PT,Anoeta,0.0
2021,SG_DSR_SILS,,,Anoeta,PT,Anoeta,0.0
2016,SG_DSR_SILS,,,Anoeta,PT,Anoeta,0.0
2022,SG_DSR_SILS,,,Anoeta,PT,Anoeta,0.0
2024,SG_DSR_SILS,,,Anoeta,PT,Anoeta,0.0
2010,SG_DSR_SILS,,,Anoeta,PT,Anoeta,0.0
2019,SG_DSR_SILS,,,Anoeta,PT,Anoeta,0.0
2023,SG_DSR_SILS,,,Antzuola,PT,Antzuola,0.0
2018,SG_DSR_SILS,,,Antzuola,PT,Antzuola,0.0
2015,SG_DSR_SILS,,,Antzuola,PT,Antzuola,0.0
2021,SG_DSR_SILS,,,Antzuola,PT,Antzuola,0.0
2013,SG_DSR_SILS,,,Antzuola,PT,Antzuola,0.0
2020,SG_DSR_SILS,,,Antzuola,PT,Antzuola,0.0
2016,SG_DSR_SILS,,,Antzuola,PT,Antzuola,0.0
2019,SG_DSR_SILS,,,Antzuola,PT,Antzuola,0.0
2012,SG_DSR_SILS,,,Antzuola,PT,Antzuola,0.0
2011,SG_DSR_SILS,,,Antzuola,PT,Antzuola,0.0
2017,SG_DSR_SILS,,,Antzuola,PT,Antzuola,0.0
2022,SG_DSR_SILS,,,Antzuola,PT,Antzuola,0.0
2024,SG_DSR_SILS,,,Antzuola,PT,Antzuola,0.0
2010,SG_DSR_SILS,,,Antzuola,PT,Antzuola,0.0
2014,SG_DSR_SILS,,,Antzuola,PT,Antzuola,0.0
2011,SG_DSR_SILS,,,Añana,PT,Añana,0.0
2018,SG_DSR_SILS,,,Añana,PT,Añana,0.0
2017,SG_DSR_SILS,,,Añana,PT,Añana,0.0
2012,SG_DSR_SILS,,,Añana,PT,Añana,0.0
2020,SG_DSR_SILS,,,Añana,PT,Añana,0.0
2021,SG_DSR_SILS,,,Añana,PT,Añana,0.0
2010,SG_DSR_SILS,,,Añana,PT,Añana,0.0
2014,SG_DSR_SILS,,,Añana,PT,Añana,0.0
2022,SG_DSR_SILS,,,Añana,PT,Añana,0.0
2019,SG_DSR_SILS,,,Añana,PT,Añana,0.0
2015,SG_DSR_SILS,,,Añana,PT,Añana,0.0
2024,SG_DSR_SILS,,,Añana,PT,Añana,0.0
2013,SG_DSR_SILS,,,Añana,PT,Añana,0.0
2023,SG_DSR_SILS,,,Añana,PT,Añana,0.0
2016,SG_DSR_SILS,,,Añana,PT,Añana,0.0
2020,SG_DSR_SILS,,,Arakaldo,PT,Arakaldo,0.0
2017,SG_DSR_SILS,,,Arakaldo,PT,Arakaldo,0.0
2011,SG_DSR_SILS,,,Arakaldo,PT,Arakaldo,0.0
2013,SG_DSR_SILS,,,Arakaldo,PT,Arakaldo,0.0
2019,SG_DSR_SILS,,,Arakaldo,PT,Arakaldo,0.0
2024,SG_DSR_SILS,,,Arakaldo,PT,Arakaldo,0.0
2018,SG_DSR_SILS,,,Arakaldo,PT,Arakaldo,0.0
2014,SG_DSR_SILS,,,Arakaldo,PT,Arakaldo,0.0
2010,SG_DSR_SILS,,,Arakaldo,PT,Arakaldo,0.0
2022,SG_DSR_SILS,,,Arakaldo,PT,Arakaldo,0.0
2015,SG_DSR_SILS,,,Arakaldo,PT,Arakaldo,0.0
