Year,Sexua,Adina,Egoitza,Desgaitasunik ez duten pertsonak,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2020,F,16 urte eta gehiago,,,,,Laudio / Llodio,PT,Laudio / Llodio,12.9
2015,F,16 urte eta gehiago,,,,,Laudio / Llodio,PT,Laudio / Llodio,17.3
2010,F,16 urte eta gehiago,,,,,Laudio / Llodio,PT,Laudio / Llodio,9.3
2021,F,16 urte eta gehiago,,,,,Laudio / Llodio,PT,Laudio / Llodio,15.0
2015,F,16 urte eta gehiago,,,,,ES48053,PT,ES48053,12.5
2020,F,16 urte eta gehiago,,,,,ES48053,PT,ES48053,7.8
2018,F,16 urte eta gehiago,,,,,ES48053,PT,ES48053,8.9
2019,F,16 urte eta gehiago,,,,,ES48053,PT,ES48053,8.1
2010,F,16 urte eta gehiago,,,,,ES48053,PT,ES48053,8.3
2016,F,16 urte eta gehiago,,,,,ES48053,PT,ES48053,13.1
2021,F,16 urte eta gehiago,,,,,ES48053,PT,ES48053,9.6
2018,F,16 urte eta gehiago,,,,,Lazkao,PT,Lazkao,10.7
2021,F,16 urte eta gehiago,,,,,Lazkao,PT,Lazkao,9.9
2010,F,16 urte eta gehiago,,,,,Lazkao,PT,Lazkao,9.1
2016,F,16 urte eta gehiago,,,,,Lazkao,PT,Lazkao,12.9
2019,F,16 urte eta gehiago,,,,,Lazkao,PT,Lazkao,9.4
2020,F,16 urte eta gehiago,,,,,Lazkao,PT,Lazkao,9.7
2015,F,16 urte eta gehiago,,,,,Lazkao,PT,Lazkao,13.5
2016,F,16 urte eta gehiago,,,,,Leaburu,PT,Leaburu,17.8
2018,F,16 urte eta gehiago,,,,,Leaburu,PT,Leaburu,17.5
2021,F,16 urte eta gehiago,,,,,Leaburu,PT,Leaburu,14.3
2010,F,16 urte eta gehiago,,,,,Leaburu,PT,Leaburu,10.5
2019,F,16 urte eta gehiago,,,,,Leaburu,PT,Leaburu,16.0
2015,F,16 urte eta gehiago,,,,,Leaburu,PT,Leaburu,16.4
2020,F,16 urte eta gehiago,,,,,Leaburu,PT,Leaburu,13.6
2020,F,16 urte eta gehiago,,,,,Legazpi,PT,Legazpi,9.2
2021,F,16 urte eta gehiago,,,,,Legazpi,PT,Legazpi,9.9
2010,F,16 urte eta gehiago,,,,,Legazpi,PT,Legazpi,8.8
2016,F,16 urte eta gehiago,,,,,Legazpi,PT,Legazpi,13.1
2015,F,16 urte eta gehiago,,,,,Legazpi,PT,Legazpi,13.3
2019,F,16 urte eta gehiago,,,,,Legazpi,PT,Legazpi,9.5
2018,F,16 urte eta gehiago,,,,,Legazpi,PT,Legazpi,10.2
2010,F,16 urte eta gehiago,,,,,Legorreta,PT,Legorreta,10.3
2016,F,16 urte eta gehiago,,,,,Legorreta,PT,Legorreta,14.8
2018,F,16 urte eta gehiago,,,,,Legorreta,PT,Legorreta,11.6
2020,F,16 urte eta gehiago,,,,,Legorreta,PT,Legorreta,7.9
2021,F,16 urte eta gehiago,,,,,Legorreta,PT,Legorreta,8.3
2019,F,16 urte eta gehiago,,,,,Legorreta,PT,Legorreta,8.6
2015,F,16 urte eta gehiago,,,,,Legorreta,PT,Legorreta,16.5
2015,F,16 urte eta gehiago,,,,,Legutio,PT,Legutio,13.6
2010,F,16 urte eta gehiago,,,,,Legutio,PT,Legutio,9.8
2018,F,16 urte eta gehiago,,,,,Legutio,PT,Legutio,11.1
2019,F,16 urte eta gehiago,,,,,Legutio,PT,Legutio,13.0
2016,F,16 urte eta gehiago,,,,,Legutio,PT,Legutio,13.4
2021,F,16 urte eta gehiago,,,,,Legutio,PT,Legutio,16.0
2020,F,16 urte eta gehiago,,,,,Legutio,PT,Legutio,11.8
2021,F,16 urte eta gehiago,,,,,Leintz-Gatzaga,PT,Leintz-Gatzaga,5.1
2019,F,16 urte eta gehiago,,,,,Leintz-Gatzaga,PT,Leintz-Gatzaga,5.9
2018,F,16 urte eta gehiago,,,,,Leintz-Gatzaga,PT,Leintz-Gatzaga,10.2
2015,F,16 urte eta gehiago,,,,,Leintz-Gatzaga,PT,Leintz-Gatzaga,16.4
2020,F,16 urte eta gehiago,,,,,Leintz-Gatzaga,PT,Leintz-Gatzaga,6.4
2016,F,16 urte eta gehiago,,,,,Leintz-Gatzaga,PT,Leintz-Gatzaga,8.3
2010,F,16 urte eta gehiago,,,,,Leintz-Gatzaga,PT,Leintz-Gatzaga,6.1
2021,F,16 urte eta gehiago,,,,,ES48054,PT,ES48054,11.3
2020,F,16 urte eta gehiago,,,,,ES48054,PT,ES48054,10.5
2019,F,16 urte eta gehiago,,,,,ES48054,PT,ES48054,10.6
2010,F,16 urte eta gehiago,,,,,ES48054,PT,ES48054,9.2
2015,F,16 urte eta gehiago,,,,,ES48054,PT,ES48054,14.6
2016,F,16 urte eta gehiago,,,,,ES48054,PT,ES48054,15.4
2018,F,16 urte eta gehiago,,,,,ES48054,PT,ES48054,11.4
2019,F,16 urte eta gehiago,,,,,ES48057,PT,ES48057,10.7
2020,F,16 urte eta gehiago,,,,,ES48057,PT,ES48057,9.8
2018,F,16 urte eta gehiago,,,,,ES48057,PT,ES48057,11.0
2010,F,16 urte eta gehiago,,,,,ES48057,PT,ES48057,10.8
2016,F,16 urte eta gehiago,,,,,ES48057,PT,ES48057,15.1
2015,F,16 urte eta gehiago,,,,,ES48057,PT,ES48057,15.9
2021,F,16 urte eta gehiago,,,,,ES48057,PT,ES48057,9.2
2018,F,16 urte eta gehiago,,,,,ES48055,PT,ES48055,14.7
2010,F,16 urte eta gehiago,,,,,ES48055,PT,ES48055,9.3
2021,F,16 urte eta gehiago,,,,,ES48055,PT,ES48055,13.2
2020,F,16 urte eta gehiago,,,,,ES48055,PT,ES48055,12.6
2019,F,16 urte eta gehiago,,,,,ES48055,PT,ES48055,13.3
2016,F,16 urte eta gehiago,,,,,ES48055,PT,ES48055,17.2
2015,F,16 urte eta gehiago,,,,,ES48055,PT,ES48055,16.7
2019,F,16 urte eta gehiago,,,,,ES48056,PT,ES48056,8.0
2016,F,16 urte eta gehiago,,,,,ES48056,PT,ES48056,11.7
2018,F,16 urte eta gehiago,,,,,ES48056,PT,ES48056,9.1
2010,F,16 urte eta gehiago,,,,,ES48056,PT,ES48056,5.5
2021,F,16 urte eta gehiago,,,,,ES48056,PT,ES48056,10.0
2020,F,16 urte eta gehiago,,,,,ES48056,PT,ES48056,8.5
2015,F,16 urte eta gehiago,,,,,ES48056,PT,ES48056,9.7
2015,F,16 urte eta gehiago,,,,,Leza,PT,Leza,15.2
2020,F,16 urte eta gehiago,,,,,Leza,PT,Leza,7.1
2010,F,16 urte eta gehiago,,,,,Leza,PT,Leza,13.6
2019,F,16 urte eta gehiago,,,,,Leza,PT,Leza,7.3
2016,F,16 urte eta gehiago,,,,,Leza,PT,Leza,18.4
2021,F,16 urte eta gehiago,,,,,Leza,PT,Leza,9.5
2018,F,16 urte eta gehiago,,,,,Leza,PT,Leza,7.9
2021,F,16 urte eta gehiago,,,,,ES48081,PT,ES48081,10.4
2016,F,16 urte eta gehiago,,,,,ES48081,PT,ES48081,12.2
2018,F,16 urte eta gehiago,,,,,ES48081,PT,ES48081,10.0
2015,F,16 urte eta gehiago,,,,,ES48081,PT,ES48081,12.2
2020,F,16 urte eta gehiago,,,,,ES48081,PT,ES48081,9.4
2019,F,16 urte eta gehiago,,,,,ES48081,PT,ES48081,8.9
2010,F,16 urte eta gehiago,,,,,ES48081,PT,ES48081,6.1
2021,F,16 urte eta gehiago,,,,,Lezo,PT,Lezo,10.3
2010,F,16 urte eta gehiago,,,,,Lezo,PT,Lezo,8.5
2020,F,16 urte eta gehiago,,,,,Lezo,PT,Lezo,10.1
2019,F,16 urte eta gehiago,,,,,Lezo,PT,Lezo,10.2
2016,F,16 urte eta gehiago,,,,,Lezo,PT,Lezo,13.5
2018,F,16 urte eta gehiago,,,,,Lezo,PT,Lezo,10.1
2015,F,16 urte eta gehiago,,,,,Lezo,PT,Lezo,13.4
2015,F,16 urte eta gehiago,,,,,Lizartza,PT,Lizartza,16.3
2020,F,16 urte eta gehiago,,,,,Lizartza,PT,Lizartza,10.9
2016,F,16 urte eta gehiago,,,,,Lizartza,PT,Lizartza,9.4
2019,F,16 urte eta gehiago,,,,,Lizartza,PT,Lizartza,14.0
2010,F,16 urte eta gehiago,,,,,Lizartza,PT,Lizartza,7.7
2021,F,16 urte eta gehiago,,,,,Lizartza,PT,Lizartza,8.9
2018,F,16 urte eta gehiago,,,,,Lizartza,PT,Lizartza,14.9
2018,F,16 urte eta gehiago,,,,,ES48903,PT,ES48903,10.9
2021,F,16 urte eta gehiago,,,,,ES48903,PT,ES48903,9.7
2020,F,16 urte eta gehiago,,,,,ES48903,PT,ES48903,8.4
2016,F,16 urte eta gehiago,,,,,ES48903,PT,ES48903,12.0
2015,F,16 urte eta gehiago,,,,,ES48903,PT,ES48903,13.0
2019,F,16 urte eta gehiago,,,,,ES48903,PT,ES48903,9.6
2010,F,16 urte eta gehiago,,,,,ES48903,PT,ES48903,6.9
2016,F,16 urte eta gehiago,,,,,ES48058,PT,ES48058,12.4
2021,F,16 urte eta gehiago,,,,,ES48058,PT,ES48058,14.3
2010,F,16 urte eta gehiago,,,,,ES48058,PT,ES48058,10.2
2015,F,16 urte eta gehiago,,,,,ES48058,PT,ES48058,13.3
2020,F,16 urte eta gehiago,,,,,ES48058,PT,ES48058,9.9
2019,F,16 urte eta gehiago,,,,,ES48058,PT,ES48058,9.6
2018,F,16 urte eta gehiago,,,,,ES48058,PT,ES48058,11.0
2016,F,16 urte eta gehiago,,,,,ES48059,PT,ES48059,11.5
2018,F,16 urte eta gehiago,,,,,ES48059,PT,ES48059,10.3
2015,F,16 urte eta gehiago,,,,,ES48059,PT,ES48059,11.6
2020,F,16 urte eta gehiago,,,,,ES48059,PT,ES48059,8.9
2019,F,16 urte eta gehiago,,,,,ES48059,PT,ES48059,7.4
2021,F,16 urte eta gehiago,,,,,ES48059,PT,ES48059,11.8
2010,F,16 urte eta gehiago,,,,,ES48059,PT,ES48059,6.9
2019,F,16 urte eta gehiago,,,,,ES48060,PT,ES48060,7.4
2010,F,16 urte eta gehiago,,,,,ES48060,PT,ES48060,7.6
2020,F,16 urte eta gehiago,,,,,ES48060,PT,ES48060,7.3
2015,F,16 urte eta gehiago,,,,,ES48060,PT,ES48060,12.7
2018,F,16 urte eta gehiago,,,,,ES48060,PT,ES48060,7.3
2021,F,16 urte eta gehiago,,,,,ES48060,PT,ES48060,8.7
2016,F,16 urte eta gehiago,,,,,ES48060,PT,ES48060,12.0
2021,F,16 urte eta gehiago,,,,,ES48061,PT,ES48061,7.9
2010,F,16 urte eta gehiago,,,,,ES48061,PT,ES48061,7.2
2016,F,16 urte eta gehiago,,,,,ES48061,PT,ES48061,10.6
2020,F,16 urte eta gehiago,,,,,ES48061,PT,ES48061,5.0
2018,F,16 urte eta gehiago,,,,,ES48061,PT,ES48061,7.3
2015,F,16 urte eta gehiago,,,,,ES48061,PT,ES48061,11.8
2019,F,16 urte eta gehiago,,,,,ES48061,PT,ES48061,8.0
2015,F,16 urte eta gehiago,,,,,ES20901,PT,ES20901,15.6
2010,F,16 urte eta gehiago,,,,,ES20901,PT,ES20901,9.5
2019,F,16 urte eta gehiago,,,,,ES20901,PT,ES20901,9.9
2021,F,16 urte eta gehiago,,,,,ES20901,PT,ES20901,10.2
2016,F,16 urte eta gehiago,,,,,ES20901,PT,ES20901,14.4
2020,F,16 urte eta gehiago,,,,,ES20901,PT,ES20901,9.7
2018,F,16 urte eta gehiago,,,,,ES20901,PT,ES20901,12.0
2020,F,16 urte eta gehiago,,,,,ES48062,PT,ES48062,5.8
2021,F,16 urte eta gehiago,,,,,ES48062,PT,ES48062,7.2
2016,F,16 urte eta gehiago,,,,,ES48062,PT,ES48062,12.1
2018,F,16 urte eta gehiago,,,,,ES48062,PT,ES48062,5.9
2015,F,16 urte eta gehiago,,,,,ES48062,PT,ES48062,7.1
2010,F,16 urte eta gehiago,,,,,ES48062,PT,ES48062,3.7
2019,F,16 urte eta gehiago,,,,,ES48062,PT,ES48062,7.2
2021,F,16 urte eta gehiago,,,,,ES48063,PT,ES48063,8.7
2016,F,16 urte eta gehiago,,,,,ES48063,PT,ES48063,9.1
2015,F,16 urte eta gehiago,,,,,ES48063,PT,ES48063,7.4
2019,F,16 urte eta gehiago,,,,,ES48063,PT,ES48063,4.5
2020,F,16 urte eta gehiago,,,,,ES48063,PT,ES48063,6.3
2018,F,16 urte eta gehiago,,,,,ES48063,PT,ES48063,5.6
2010,F,16 urte eta gehiago,,,,,ES48063,PT,ES48063,7.5
2015,F,16 urte eta gehiago,,,,,ES48064,PT,ES48064,7.5
2010,F,16 urte eta gehiago,,,,,ES48064,PT,ES48064,6.5
2020,F,16 urte eta gehiago,,,,,ES48064,PT,ES48064,5.6
2018,F,16 urte eta gehiago,,,,,ES48064,PT,ES48064,4.7
2019,F,16 urte eta gehiago,,,,,ES48064,PT,ES48064,8.7
2016,F,16 urte eta gehiago,,,,,ES48064,PT,ES48064,7.8
2021,F,16 urte eta gehiago,,,,,ES48064,PT,ES48064,7.3
2020,F,16 urte eta gehiago,,,,,Moreda de Álava / Moreda Araba,PT,Moreda de Álava / Moreda Araba,14.0
2021,F,16 urte eta gehiago,,,,,Moreda de Álava / Moreda Araba,PT,Moreda de Álava / Moreda Araba,11.5
2019,F,16 urte eta gehiago,,,,,Moreda de Álava / Moreda Araba,PT,Moreda de Álava / Moreda Araba,11.7
2015,F,16 urte eta gehiago,,,,,Moreda de Álava / Moreda Araba,PT,Moreda de Álava / Moreda Araba,19.1
2018,F,16 urte eta gehiago,,,,,Moreda de Álava / Moreda Araba,PT,Moreda de Álava / Moreda Araba,21.7
2016,F,16 urte eta gehiago,,,,,Moreda de Álava / Moreda Araba,PT,Moreda de Álava / Moreda Araba,12.5
2010,F,16 urte eta gehiago,,,,,Moreda de Álava / Moreda Araba,PT,Moreda de Álava / Moreda Araba,16.0
2021,F,16 urte eta gehiago,,,,,ES48066,PT,ES48066,11.2
2016,F,16 urte eta gehiago,,,,,ES48066,PT,ES48066,9.8
2015,F,16 urte eta gehiago,,,,,ES48066,PT,ES48066,9.9
2020,F,16 urte eta gehiago,,,,,ES48066,PT,ES48066,10.9
2010,F,16 urte eta gehiago,,,,,ES48066,PT,ES48066,10.6
2019,F,16 urte eta gehiago,,,,,ES48066,PT,ES48066,13.0
2018,F,16 urte eta gehiago,,,,,ES48066,PT,ES48066,21.0
2015,F,16 urte eta gehiago,,,,,ES48068,PT,ES48068,14.7
2016,F,16 urte eta gehiago,,,,,ES48068,PT,ES48068,12.7
2020,F,16 urte eta gehiago,,,,,ES48068,PT,ES48068,8.7
2010,F,16 urte eta gehiago,,,,,ES48068,PT,ES48068,7.3
2019,F,16 urte eta gehiago,,,,,ES48068,PT,ES48068,8.7
2021,F,16 urte eta gehiago,,,,,ES48068,PT,ES48068,9.9
2018,F,16 urte eta gehiago,,,,,ES48068,PT,ES48068,9.8
2015,F,16 urte eta gehiago,,,,,ES48069,PT,ES48069,14.7
2019,F,16 urte eta gehiago,,,,,ES48069,PT,ES48069,11.5
2010,F,16 urte eta gehiago,,,,,ES48069,PT,ES48069,8.9
2016,F,16 urte eta gehiago,,,,,ES48069,PT,ES48069,15.8
2020,F,16 urte eta gehiago,,,,,ES48069,PT,ES48069,10.6
2021,F,16 urte eta gehiago,,,,,ES48069,PT,ES48069,10.7
2018,F,16 urte eta gehiago,,,,,ES48069,PT,ES48069,12.0
2021,F,16 urte eta gehiago,,,,,ES48007,PT,ES48007,7.8
2018,F,16 urte eta gehiago,,,,,ES48007,PT,ES48007,4.7
2015,F,16 urte eta gehiago,,,,,ES48007,PT,ES48007,4.5
2016,F,16 urte eta gehiago,,,,,ES48007,PT,ES48007,11.9
2019,F,16 urte eta gehiago,,,,,ES48007,PT,ES48007,6.4
2010,F,16 urte eta gehiago,,,,,ES48007,PT,ES48007,6.2
2020,F,16 urte eta gehiago,,,,,ES48007,PT,ES48007,10.3
2016,F,16 urte eta gehiago,,,,,ES48908,PT,ES48908,11.0
2020,F,16 urte eta gehiago,,,,,ES48908,PT,ES48908,6.1
2018,F,16 urte eta gehiago,,,,,ES48908,PT,ES48908,12.9
2019,F,16 urte eta gehiago,,,,,ES48908,PT,ES48908,7.1
2021,F,16 urte eta gehiago,,,,,ES48908,PT,ES48908,11.1
2015,F,16 urte eta gehiago,,,,,ES48908,PT,ES48908,12.3
2010,F,16 urte eta gehiago,,,,,ES48908,PT,ES48908,9.2
2018,F,16 urte eta gehiago,,,,,ES48071,PT,ES48071,14.6
2010,F,16 urte eta gehiago,,,,,ES48071,PT,ES48071,9.4
2015,F,16 urte eta gehiago,,,,,ES48071,PT,ES48071,19.1
2019,F,16 urte eta gehiago,,,,,ES48071,PT,ES48071,14.1
2020,F,16 urte eta gehiago,,,,,ES48071,PT,ES48071,13.1
2016,F,16 urte eta gehiago,,,,,ES48071,PT,ES48071,19.0
2021,F,16 urte eta gehiago,,,,,ES48071,PT,ES48071,14.0
2016,F,16 urte eta gehiago,,,,,Mutiloa,PT,Mutiloa,8.2
2020,F,16 urte eta gehiago,,,,,Mutiloa,PT,Mutiloa,5.8
2019,F,16 urte eta gehiago,,,,,Mutiloa,PT,Mutiloa,4.2
2018,F,16 urte eta gehiago,,,,,Mutiloa,PT,Mutiloa,4.4
2015,F,16 urte eta gehiago,,,,,Mutiloa,PT,Mutiloa,12.0
2021,F,16 urte eta gehiago,,,,,Mutiloa,PT,Mutiloa,6.7
2010,F,16 urte eta gehiago,,,,,Mutiloa,PT,Mutiloa,6.0
2015,F,16 urte eta gehiago,,,,,Mutriku,PT,Mutriku,14.9
2020,F,16 urte eta gehiago,,,,,Mutriku,PT,Mutriku,12.7
2010,F,16 urte eta gehiago,,,,,Mutriku,PT,Mutriku,9.2
2016,F,16 urte eta gehiago,,,,,Mutriku,PT,Mutriku,15.4
2018,F,16 urte eta gehiago,,,,,Mutriku,PT,Mutriku,11.8
2019,F,16 urte eta gehiago,,,,,Mutriku,PT,Mutriku,12.5
2021,F,16 urte eta gehiago,,,,,Mutriku,PT,Mutriku,14.2
2021,F,16 urte eta gehiago,,,,,ES48067,PT,ES48067,6.5
2020,F,16 urte eta gehiago,,,,,ES48067,PT,ES48067,6.2
2019,F,16 urte eta gehiago,,,,,ES48067,PT,ES48067,9.3
2010,F,16 urte eta gehiago,,,,,ES48067,PT,ES48067,7.9
2016,F,16 urte eta gehiago,,,,,ES48067,PT,ES48067,12.9
2015,F,16 urte eta gehiago,,,,,ES48067,PT,ES48067,12.3
2018,F,16 urte eta gehiago,,,,,ES48067,PT,ES48067,10.7
2018,F,16 urte eta gehiago,,,,,ES48909,PT,ES48909,6.0
2010,F,16 urte eta gehiago,,,,,ES48909,PT,ES48909,5.9
2021,F,16 urte eta gehiago,,,,,ES48909,PT,ES48909,6.0
2020,F,16 urte eta gehiago,,,,,ES48909,PT,ES48909,9.2
2016,F,16 urte eta gehiago,,,,,ES48909,PT,ES48909,8.3
2019,F,16 urte eta gehiago,,,,,ES48909,PT,ES48909,9.9
2015,F,16 urte eta gehiago,,,,,ES48909,PT,ES48909,6.6
2020,F,16 urte eta gehiago,,,,,Navaridas,PT,Navaridas,6.3
2021,F,16 urte eta gehiago,,,,,Navaridas,PT,Navaridas,7.1
2015,F,16 urte eta gehiago,,,,,Navaridas,PT,Navaridas,15.8
2018,F,16 urte eta gehiago,,,,,Navaridas,PT,Navaridas,7.3
2016,F,16 urte eta gehiago,,,,,Navaridas,PT,Navaridas,8.3
2019,F,16 urte eta gehiago,,,,,Navaridas,PT,Navaridas,13.9
2010,F,16 urte eta gehiago,,,,,Navaridas,PT,Navaridas,3.3
2016,F,16 urte eta gehiago,,,,,Oiartzun,PT,Oiartzun,11.2
2021,F,16 urte eta gehiago,,,,,Oiartzun,PT,Oiartzun,7.9
2015,F,16 urte eta gehiago,,,,,Oiartzun,PT,Oiartzun,11.2
2020,F,16 urte eta gehiago,,,,,Oiartzun,PT,Oiartzun,7.1
2018,F,16 urte eta gehiago,,,,,Oiartzun,PT,Oiartzun,8.5
2019,F,16 urte eta gehiago,,,,,Oiartzun,PT,Oiartzun,7.7
2010,F,16 urte eta gehiago,,,,,Oiartzun,PT,Oiartzun,7.1
2016,F,16 urte eta gehiago,,,,,Okondo,PT,Okondo,19.4
2021,F,16 urte eta gehiago,,,,,Okondo,PT,Okondo,11.2
2019,F,16 urte eta gehiago,,,,,Okondo,PT,Okondo,13.5
2018,F,16 urte eta gehiago,,,,,Okondo,PT,Okondo,16.2
2015,F,16 urte eta gehiago,,,,,Okondo,PT,Okondo,14.8
2020,F,16 urte eta gehiago,,,,,Okondo,PT,Okondo,16.0
2010,F,16 urte eta gehiago,,,,,Okondo,PT,Okondo,9.9
2016,F,16 urte eta gehiago,,,,,Olaberria,PT,Olaberria,17.1
2015,F,16 urte eta gehiago,,,,,Olaberria,PT,Olaberria,15.8
2019,F,16 urte eta gehiago,,,,,Olaberria,PT,Olaberria,13.3
2018,F,16 urte eta gehiago,,,,,Olaberria,PT,Olaberria,12.8
2020,F,16 urte eta gehiago,,,,,Olaberria,PT,Olaberria,12.4
2010,F,16 urte eta gehiago,,,,,Olaberria,PT,Olaberria,7.3
2021,F,16 urte eta gehiago,,,,,Olaberria,PT,Olaberria,9.1
2021,F,16 urte eta gehiago,,,,,ES48073,PT,ES48073,15.9
2015,F,16 urte eta gehiago,,,,,ES48073,PT,ES48073,20.8
2018,F,16 urte eta gehiago,,,,,ES48073,PT,ES48073,16.0
2020,F,16 urte eta gehiago,,,,,ES48073,PT,ES48073,12.8
2010,F,16 urte eta gehiago,,,,,ES48073,PT,ES48073,10.0
2019,F,16 urte eta gehiago,,,,,ES48073,PT,ES48073,14.6
2016,F,16 urte eta gehiago,,,,,ES48073,PT,ES48073,17.3
2019,F,16 urte eta gehiago,,,,,Oñati,PT,Oñati,6.6
2015,F,16 urte eta gehiago,,,,,Oñati,PT,Oñati,8.8
2010,F,16 urte eta gehiago,,,,,Oñati,PT,Oñati,5.5
2020,F,16 urte eta gehiago,,,,,Oñati,PT,Oñati,6.2
2016,F,16 urte eta gehiago,,,,,Oñati,PT,Oñati,9.4
2021,F,16 urte eta gehiago,,,,,Oñati,PT,Oñati,7.0
2018,F,16 urte eta gehiago,,,,,Oñati,PT,Oñati,6.2
2010,F,16 urte eta gehiago,,,,,Ordizia,PT,Ordizia,8.8
2018,F,16 urte eta gehiago,,,,,Ordizia,PT,Ordizia,12.6
2015,F,16 urte eta gehiago,,,,,Ordizia,PT,Ordizia,14.3
2019,F,16 urte eta gehiago,,,,,Ordizia,PT,Ordizia,10.5
2016,F,16 urte eta gehiago,,,,,Ordizia,PT,Ordizia,15.1
2020,F,16 urte eta gehiago,,,,,Ordizia,PT,Ordizia,9.8
2021,F,16 urte eta gehiago,,,,,Ordizia,PT,Ordizia,10.5
2021,F,16 urte eta gehiago,,,,,ES20905,PT,ES20905,3.7
2018,F,16 urte eta gehiago,,,,,ES20905,PT,ES20905,4.1
2010,F,16 urte eta gehiago,,,,,ES20905,PT,ES20905,5.7
2020,F,16 urte eta gehiago,,,,,ES20905,PT,ES20905,2.0
2016,F,16 urte eta gehiago,,,,,ES20905,PT,ES20905,8.5
2019,F,16 urte eta gehiago,,,,,ES20905,PT,ES20905,4.2
2015,F,16 urte eta gehiago,,,,,ES20905,PT,ES20905,7.0
2021,F,16 urte eta gehiago,,,,,Orexa,PT,Orexa,4.8
2010,F,16 urte eta gehiago,,,,,Orexa,PT,Orexa,4.0
2020,F,16 urte eta gehiago,,,,,Orexa,PT,Orexa,8.3
2016,F,16 urte eta gehiago,,,,,Orexa,PT,Orexa,0.0
2018,F,16 urte eta gehiago,,,,,Orexa,PT,Orexa,0.0
2019,F,16 urte eta gehiago,,,,,Orexa,PT,Orexa,8.3
2015,F,16 urte eta gehiago,,,,,Orexa,PT,Orexa,4.0
2020,F,16 urte eta gehiago,,,,,Orio,PT,Orio,11.0
2015,F,16 urte eta gehiago,,,,,Orio,PT,Orio,14.4
2018,F,16 urte eta gehiago,,,,,Orio,PT,Orio,10.4
2010,F,16 urte eta gehiago,,,,,Orio,PT,Orio,6.6
2021,F,16 urte eta gehiago,,,,,Orio,PT,Orio,11.2
2016,F,16 urte eta gehiago,,,,,Orio,PT,Orio,13.9
2019,F,16 urte eta gehiago,,,,,Orio,PT,Orio,9.3
2016,F,16 urte eta gehiago,,,,,Ormaiztegi,PT,Ormaiztegi,14.2
2021,F,16 urte eta gehiago,,,,,Ormaiztegi,PT,Ormaiztegi,8.9
2018,F,16 urte eta gehiago,,,,,Ormaiztegi,PT,Ormaiztegi,12.6
2019,F,16 urte eta gehiago,,,,,Ormaiztegi,PT,Ormaiztegi,10.2
2015,F,16 urte eta gehiago,,,,,Ormaiztegi,PT,Ormaiztegi,11.0
2010,F,16 urte eta gehiago,,,,,Ormaiztegi,PT,Ormaiztegi,8.8
2020,F,16 urte eta gehiago,,,,,Ormaiztegi,PT,Ormaiztegi,8.4
2019,F,16 urte eta gehiago,,,,,ES48075,PT,ES48075,9.8
2020,F,16 urte eta gehiago,,,,,ES48075,PT,ES48075,10.9
2015,F,16 urte eta gehiago,,,,,ES48075,PT,ES48075,13.8
2018,F,16 urte eta gehiago,,,,,ES48075,PT,ES48075,9.7
2010,F,16 urte eta gehiago,,,,,ES48075,PT,ES48075,6.6
2016,F,16 urte eta gehiago,,,,,ES48075,PT,ES48075,13.9
2021,F,16 urte eta gehiago,,,,,ES48075,PT,ES48075,10.8
2020,F,16 urte eta gehiago,,,,,ES48083,PT,ES48083,14.6
2018,F,16 urte eta gehiago,,,,,ES48083,PT,ES48083,16.7
2015,F,16 urte eta gehiago,,,,,ES48083,PT,ES48083,20.0
2010,F,16 urte eta gehiago,,,,,ES48083,PT,ES48083,8.8
2019,F,16 urte eta gehiago,,,,,ES48083,PT,ES48083,16.2
2016,F,16 urte eta gehiago,,,,,ES48083,PT,ES48083,22.0
2021,F,16 urte eta gehiago,,,,,ES48083,PT,ES48083,18.1
2021,F,16 urte eta gehiago,,,,,ES48072,PT,ES48072,9.2
2020,F,16 urte eta gehiago,,,,,ES48072,PT,ES48072,8.5
2016,F,16 urte eta gehiago,,,,,ES48072,PT,ES48072,12.9
2019,F,16 urte eta gehiago,,,,,ES48072,PT,ES48072,8.0
2015,F,16 urte eta gehiago,,,,,ES48072,PT,ES48072,12.4
2010,F,16 urte eta gehiago,,,,,ES48072,PT,ES48072,5.6
2018,F,16 urte eta gehiago,,,,,ES48072,PT,ES48072,9.1
2010,F,16 urte eta gehiago,,,,,Oyón-Oion,PT,Oyón-Oion,18.1
2021,F,16 urte eta gehiago,,,,,Oyón-Oion,PT,Oyón-Oion,19.5
2016,F,16 urte eta gehiago,,,,,Oyón-Oion,PT,Oyón-Oion,29.1
2019,F,16 urte eta gehiago,,,,,Oyón-Oion,PT,Oyón-Oion,24.7
2015,F,16 urte eta gehiago,,,,,Oyón-Oion,PT,Oyón-Oion,25.0
2018,F,16 urte eta gehiago,,,,,Oyón-Oion,PT,Oyón-Oion,24.6
2020,F,16 urte eta gehiago,,,,,Oyón-Oion,PT,Oyón-Oion,21.2
2019,F,16 urte eta gehiago,,,,,Pasaia,PT,Pasaia,11.7
2010,F,16 urte eta gehiago,,,,,Pasaia,PT,Pasaia,9.0
2018,F,16 urte eta gehiago,,,,,Pasaia,PT,Pasaia,13.3
2015,F,16 urte eta gehiago,,,,,Pasaia,PT,Pasaia,15.4
2020,F,16 urte eta gehiago,,,,,Pasaia,PT,Pasaia,10.7
2021,F,16 urte eta gehiago,,,,,Pasaia,PT,Pasaia,12.3
