Year,Series,Territorio,Comarca,Municipio,Units,GeoCode,Value
2021,EU_ELEC_PC,,,ES48001,KW_PER_CAPITA_DAY,ES48001,17818.7
2017,EU_ELEC_PC,,,ES48001,KW_PER_CAPITA_DAY,ES48001,20100.9
2016,EU_ELEC_PC,,,ES48001,KW_PER_CAPITA_DAY,ES48001,19400.7
2019,EU_ELEC_PC,,,ES48001,KW_PER_CAPITA_DAY,ES48001,19742.7
2022,EU_ELEC_PC,,,ES48001,KW_PER_CAPITA_DAY,ES48001,17251.3
2011,EU_ELEC_PC,,,ES48001,KW_PER_CAPITA_DAY,ES48001,18737.3
2010,EU_ELEC_PC,,,ES48001,KW_PER_CAPITA_DAY,ES48001,17232.3
2014,EU_ELEC_PC,,,ES48001,KW_PER_CAPITA_DAY,ES48001,18142.6
2013,EU_ELEC_PC,,,ES48001,KW_PER_CAPITA_DAY,ES48001,16888.1
2015,EU_ELEC_PC,,,ES48001,KW_PER_CAPITA_DAY,ES48001,18926.4
2022,EU_ELEC_PC,,,ES20001,KW_PER_CAPITA_DAY,ES20001,2018.5
2012,EU_ELEC_PC,,,ES20001,KW_PER_CAPITA_DAY,ES20001,2704.0
2013,EU_ELEC_PC,,,ES20001,KW_PER_CAPITA_DAY,ES20001,2414.5
2017,EU_ELEC_PC,,,ES20001,KW_PER_CAPITA_DAY,ES20001,1966.6
2011,EU_ELEC_PC,,,ES20001,KW_PER_CAPITA_DAY,ES20001,2119.6
2020,EU_ELEC_PC,,,ES20001,KW_PER_CAPITA_DAY,ES20001,2181.9
2015,EU_ELEC_PC,,,ES20001,KW_PER_CAPITA_DAY,ES20001,1842.6
2010,EU_ELEC_PC,,,ES20001,KW_PER_CAPITA_DAY,ES20001,2383.3
2014,EU_ELEC_PC,,,ES20001,KW_PER_CAPITA_DAY,ES20001,2054.4
2021,EU_ELEC_PC,,,ES20001,KW_PER_CAPITA_DAY,ES20001,2166.0
2016,EU_ELEC_PC,,,ES20001,KW_PER_CAPITA_DAY,ES20001,2305.4
2018,EU_ELEC_PC,,,ES20001,KW_PER_CAPITA_DAY,ES20001,2212.7
2019,EU_ELEC_PC,,,ES20001,KW_PER_CAPITA_DAY,ES20001,2136.9
2014,EU_ELEC_PC,,,ES48002,KW_PER_CAPITA_DAY,ES48002,6807.5
2015,EU_ELEC_PC,,,ES48002,KW_PER_CAPITA_DAY,ES48002,6684.1
2022,EU_ELEC_PC,,,ES48002,KW_PER_CAPITA_DAY,ES48002,6705.6
2012,EU_ELEC_PC,,,ES48002,KW_PER_CAPITA_DAY,ES48002,5908.4
2011,EU_ELEC_PC,,,ES48002,KW_PER_CAPITA_DAY,ES48002,5454.8
2016,EU_ELEC_PC,,,ES48002,KW_PER_CAPITA_DAY,ES48002,6974.2
2021,EU_ELEC_PC,,,ES48002,KW_PER_CAPITA_DAY,ES48002,6370.6
2018,EU_ELEC_PC,,,ES48002,KW_PER_CAPITA_DAY,ES48002,7384.0
2010,EU_ELEC_PC,,,ES48002,KW_PER_CAPITA_DAY,ES48002,5211.9
2020,EU_ELEC_PC,,,ES48002,KW_PER_CAPITA_DAY,ES48002,5774.1
2017,EU_ELEC_PC,,,ES48002,KW_PER_CAPITA_DAY,ES48002,7152.4
2019,EU_ELEC_PC,,,ES48002,KW_PER_CAPITA_DAY,ES48002,7021.0
2013,EU_ELEC_PC,,,ES48002,KW_PER_CAPITA_DAY,ES48002,6264.6
2010,EU_ELEC_PC,,,ES20002,KW_PER_CAPITA_DAY,ES20002,30103.3
2013,EU_ELEC_PC,,,ES20002,KW_PER_CAPITA_DAY,ES20002,31821.2
2015,EU_ELEC_PC,,,ES20002,KW_PER_CAPITA_DAY,ES20002,31191.0
2011,EU_ELEC_PC,,,ES20002,KW_PER_CAPITA_DAY,ES20002,30424.4
2014,EU_ELEC_PC,,,ES20002,KW_PER_CAPITA_DAY,ES20002,30849.0
2016,EU_ELEC_PC,,,ES20002,KW_PER_CAPITA_DAY,ES20002,28785.5
2017,EU_ELEC_PC,,,ES20002,KW_PER_CAPITA_DAY,ES20002,32699.6
2018,EU_ELEC_PC,,,ES20002,KW_PER_CAPITA_DAY,ES20002,35562.8
2022,EU_ELEC_PC,,,ES20002,KW_PER_CAPITA_DAY,ES20002,37074.2
2021,EU_ELEC_PC,,,ES20002,KW_PER_CAPITA_DAY,ES20002,38422.1
2019,EU_ELEC_PC,,,ES20002,KW_PER_CAPITA_DAY,ES20002,34929.3
2020,EU_ELEC_PC,,,ES20002,KW_PER_CAPITA_DAY,ES20002,35630.9
2012,EU_ELEC_PC,,,ES20002,KW_PER_CAPITA_DAY,ES20002,30739.8
2019,EU_ELEC_PC,,,ES01051,KW_PER_CAPITA_DAY,ES01051,19084.3
2014,EU_ELEC_PC,,,ES01051,KW_PER_CAPITA_DAY,ES01051,15171.5
2020,EU_ELEC_PC,,,ES01051,KW_PER_CAPITA_DAY,ES01051,17079.0
2022,EU_ELEC_PC,,,ES01051,KW_PER_CAPITA_DAY,ES01051,20028.4
2017,EU_ELEC_PC,,,ES01051,KW_PER_CAPITA_DAY,ES01051,18181.6
2013,EU_ELEC_PC,,,ES01051,KW_PER_CAPITA_DAY,ES01051,15488.5
2010,EU_ELEC_PC,,,ES01051,KW_PER_CAPITA_DAY,ES01051,12426.5
2021,EU_ELEC_PC,,,ES01051,KW_PER_CAPITA_DAY,ES01051,20353.7
2018,EU_ELEC_PC,,,ES01051,KW_PER_CAPITA_DAY,ES01051,18688.2
2016,EU_ELEC_PC,,,ES01051,KW_PER_CAPITA_DAY,ES01051,16428.7
2012,EU_ELEC_PC,,,ES01051,KW_PER_CAPITA_DAY,ES01051,14222.3
2015,EU_ELEC_PC,,,ES01051,KW_PER_CAPITA_DAY,ES01051,14968.8
2011,EU_ELEC_PC,,,ES01051,KW_PER_CAPITA_DAY,ES01051,14073.1
2014,EU_ELEC_PC,,,ES20016,KW_PER_CAPITA_DAY,ES20016,7140.7
2016,EU_ELEC_PC,,,ES20016,KW_PER_CAPITA_DAY,ES20016,7045.7
2011,EU_ELEC_PC,,,ES20016,KW_PER_CAPITA_DAY,ES20016,7633.1
2019,EU_ELEC_PC,,,ES20016,KW_PER_CAPITA_DAY,ES20016,7626.9
2018,EU_ELEC_PC,,,ES20016,KW_PER_CAPITA_DAY,ES20016,8157.7
2015,EU_ELEC_PC,,,ES20016,KW_PER_CAPITA_DAY,ES20016,6903.1
2012,EU_ELEC_PC,,,ES20016,KW_PER_CAPITA_DAY,ES20016,7465.3
2022,EU_ELEC_PC,,,ES20016,KW_PER_CAPITA_DAY,ES20016,6531.2
2020,EU_ELEC_PC,,,ES20016,KW_PER_CAPITA_DAY,ES20016,7038.6
2010,EU_ELEC_PC,,,ES20016,KW_PER_CAPITA_DAY,ES20016,7566.8
2017,EU_ELEC_PC,,,ES20016,KW_PER_CAPITA_DAY,ES20016,7448.9
2021,EU_ELEC_PC,,,ES20016,KW_PER_CAPITA_DAY,ES20016,7174.2
2013,EU_ELEC_PC,,,ES20016,KW_PER_CAPITA_DAY,ES20016,7460.2
2017,EU_ELEC_PC,,,ES20003,KW_PER_CAPITA_DAY,ES20003,115416.7
2016,EU_ELEC_PC,,,ES20003,KW_PER_CAPITA_DAY,ES20003,91320.1
2014,EU_ELEC_PC,,,ES20003,KW_PER_CAPITA_DAY,ES20003,109026.9
2019,EU_ELEC_PC,,,ES20003,KW_PER_CAPITA_DAY,ES20003,116334.4
2010,EU_ELEC_PC,,,ES20003,KW_PER_CAPITA_DAY,ES20003,126732.8
2022,EU_ELEC_PC,,,ES20003,KW_PER_CAPITA_DAY,ES20003,103024.5
2012,EU_ELEC_PC,,,ES20003,KW_PER_CAPITA_DAY,ES20003,95104.0
2021,EU_ELEC_PC,,,ES20003,KW_PER_CAPITA_DAY,ES20003,109583.1
2020,EU_ELEC_PC,,,ES20003,KW_PER_CAPITA_DAY,ES20003,105211.2
2011,EU_ELEC_PC,,,ES20003,KW_PER_CAPITA_DAY,ES20003,121677.3
2013,EU_ELEC_PC,,,ES20003,KW_PER_CAPITA_DAY,ES20003,114690.5
2015,EU_ELEC_PC,,,ES20003,KW_PER_CAPITA_DAY,ES20003,103026.1
2018,EU_ELEC_PC,,,ES20003,KW_PER_CAPITA_DAY,ES20003,119369.3
2010,EU_ELEC_PC,,,ES48911,KW_PER_CAPITA_DAY,ES48911,59103.8
2019,EU_ELEC_PC,,,ES48911,KW_PER_CAPITA_DAY,ES48911,65371.4
2011,EU_ELEC_PC,,,ES48911,KW_PER_CAPITA_DAY,ES48911,62821.0
2014,EU_ELEC_PC,,,ES48911,KW_PER_CAPITA_DAY,ES48911,57127.9
2013,EU_ELEC_PC,,,ES48911,KW_PER_CAPITA_DAY,ES48911,58109.9
2022,EU_ELEC_PC,,,ES48911,KW_PER_CAPITA_DAY,ES48911,51495.3
2021,EU_ELEC_PC,,,ES48911,KW_PER_CAPITA_DAY,ES48911,57494.6
2020,EU_ELEC_PC,,,ES48911,KW_PER_CAPITA_DAY,ES48911,54469.8
2016,EU_ELEC_PC,,,ES48911,KW_PER_CAPITA_DAY,ES48911,61105.9
2018,EU_ELEC_PC,,,ES48911,KW_PER_CAPITA_DAY,ES48911,66625.3
2015,EU_ELEC_PC,,,ES48911,KW_PER_CAPITA_DAY,ES48911,60470.3
2017,EU_ELEC_PC,,,ES48911,KW_PER_CAPITA_DAY,ES48911,65044.2
2012,EU_ELEC_PC,,,ES48911,KW_PER_CAPITA_DAY,ES48911,59749.1
2014,EU_ELEC_PC,,,ES20004,KW_PER_CAPITA_DAY,ES20004,4129.4
2018,EU_ELEC_PC,,,ES20004,KW_PER_CAPITA_DAY,ES20004,7954.7
2022,EU_ELEC_PC,,,ES20004,KW_PER_CAPITA_DAY,ES20004,6360.6
2020,EU_ELEC_PC,,,ES20004,KW_PER_CAPITA_DAY,ES20004,6053.4
2013,EU_ELEC_PC,,,ES20004,KW_PER_CAPITA_DAY,ES20004,8899.5
2017,EU_ELEC_PC,,,ES20004,KW_PER_CAPITA_DAY,ES20004,7499.7
2010,EU_ELEC_PC,,,ES20004,KW_PER_CAPITA_DAY,ES20004,11227.8
2019,EU_ELEC_PC,,,ES20004,KW_PER_CAPITA_DAY,ES20004,7791.1
2016,EU_ELEC_PC,,,ES20004,KW_PER_CAPITA_DAY,ES20004,8691.8
2012,EU_ELEC_PC,,,ES20004,KW_PER_CAPITA_DAY,ES20004,10357.2
2011,EU_ELEC_PC,,,ES20004,KW_PER_CAPITA_DAY,ES20004,11063.5
2021,EU_ELEC_PC,,,ES20004,KW_PER_CAPITA_DAY,ES20004,6386.3
2015,EU_ELEC_PC,,,ES20004,KW_PER_CAPITA_DAY,ES20004,4647.5
2011,EU_ELEC_PC,,,ES20005,KW_PER_CAPITA_DAY,ES20005,10690.1
2022,EU_ELEC_PC,,,ES20005,KW_PER_CAPITA_DAY,ES20005,12849.2
2019,EU_ELEC_PC,,,ES20005,KW_PER_CAPITA_DAY,ES20005,12152.9
2012,EU_ELEC_PC,,,ES20005,KW_PER_CAPITA_DAY,ES20005,9909.0
2016,EU_ELEC_PC,,,ES20005,KW_PER_CAPITA_DAY,ES20005,11363.9
2014,EU_ELEC_PC,,,ES20005,KW_PER_CAPITA_DAY,ES20005,10059.8
2017,EU_ELEC_PC,,,ES20005,KW_PER_CAPITA_DAY,ES20005,11608.6
2021,EU_ELEC_PC,,,ES20005,KW_PER_CAPITA_DAY,ES20005,12864.6
2015,EU_ELEC_PC,,,ES20005,KW_PER_CAPITA_DAY,ES20005,10578.2
2013,EU_ELEC_PC,,,ES20005,KW_PER_CAPITA_DAY,ES20005,10612.8
2020,EU_ELEC_PC,,,ES20005,KW_PER_CAPITA_DAY,ES20005,11642.3
2010,EU_ELEC_PC,,,ES20005,KW_PER_CAPITA_DAY,ES20005,10659.2
2018,EU_ELEC_PC,,,ES20005,KW_PER_CAPITA_DAY,ES20005,12863.3
2020,EU_ELEC_PC,,,ES01001,KW_PER_CAPITA_DAY,ES01001,3882.5
2021,EU_ELEC_PC,,,ES01001,KW_PER_CAPITA_DAY,ES01001,4244.2
2010,EU_ELEC_PC,,,ES01001,KW_PER_CAPITA_DAY,ES01001,7910.9
2014,EU_ELEC_PC,,,ES01001,KW_PER_CAPITA_DAY,ES01001,7224.2
2016,EU_ELEC_PC,,,ES01001,KW_PER_CAPITA_DAY,ES01001,5569.6
2018,EU_ELEC_PC,,,ES01001,KW_PER_CAPITA_DAY,ES01001,4394.3
2011,EU_ELEC_PC,,,ES01001,KW_PER_CAPITA_DAY,ES01001,7747.7
2017,EU_ELEC_PC,,,ES01001,KW_PER_CAPITA_DAY,ES01001,3766.3
2013,EU_ELEC_PC,,,ES01001,KW_PER_CAPITA_DAY,ES01001,7365.9
2022,EU_ELEC_PC,,,ES01001,KW_PER_CAPITA_DAY,ES01001,3754.3
2015,EU_ELEC_PC,,,ES01001,KW_PER_CAPITA_DAY,ES01001,6589.5
2019,EU_ELEC_PC,,,ES01001,KW_PER_CAPITA_DAY,ES01001,4271.4
2012,EU_ELEC_PC,,,ES01001,KW_PER_CAPITA_DAY,ES01001,7817.1
2016,EU_ELEC_PC,,,ES20006,KW_PER_CAPITA_DAY,ES20006,1899.5
2017,EU_ELEC_PC,,,ES20006,KW_PER_CAPITA_DAY,ES20006,1913.5
2022,EU_ELEC_PC,,,ES20006,KW_PER_CAPITA_DAY,ES20006,1917.3
2014,EU_ELEC_PC,,,ES20006,KW_PER_CAPITA_DAY,ES20006,1849.8
2012,EU_ELEC_PC,,,ES20006,KW_PER_CAPITA_DAY,ES20006,1843.5
2011,EU_ELEC_PC,,,ES20006,KW_PER_CAPITA_DAY,ES20006,2269.6
2010,EU_ELEC_PC,,,ES20006,KW_PER_CAPITA_DAY,ES20006,2449.0
2021,EU_ELEC_PC,,,ES20006,KW_PER_CAPITA_DAY,ES20006,1789.3
2013,EU_ELEC_PC,,,ES20006,KW_PER_CAPITA_DAY,ES20006,1901.4
2015,EU_ELEC_PC,,,ES20006,KW_PER_CAPITA_DAY,ES20006,1953.4
2020,EU_ELEC_PC,,,ES20006,KW_PER_CAPITA_DAY,ES20006,1936.2
2018,EU_ELEC_PC,,,ES20006,KW_PER_CAPITA_DAY,ES20006,1938.3
2019,EU_ELEC_PC,,,ES20006,KW_PER_CAPITA_DAY,ES20006,1887.0
2013,EU_ELEC_PC,,,ES48912,KW_PER_CAPITA_DAY,ES48912,7396.0
2014,EU_ELEC_PC,,,ES48912,KW_PER_CAPITA_DAY,ES48912,7229.4
2012,EU_ELEC_PC,,,ES48912,KW_PER_CAPITA_DAY,ES48912,6795.3
2010,EU_ELEC_PC,,,ES48912,KW_PER_CAPITA_DAY,ES48912,8995.8
2017,EU_ELEC_PC,,,ES48912,KW_PER_CAPITA_DAY,ES48912,6626.0
2020,EU_ELEC_PC,,,ES48912,KW_PER_CAPITA_DAY,ES48912,6252.8
2022,EU_ELEC_PC,,,ES48912,KW_PER_CAPITA_DAY,ES48912,6075.7
2018,EU_ELEC_PC,,,ES48912,KW_PER_CAPITA_DAY,ES48912,6606.3
2015,EU_ELEC_PC,,,ES48912,KW_PER_CAPITA_DAY,ES48912,7334.7
2019,EU_ELEC_PC,,,ES48912,KW_PER_CAPITA_DAY,ES48912,6605.9
2021,EU_ELEC_PC,,,ES48912,KW_PER_CAPITA_DAY,ES48912,6377.4
2011,EU_ELEC_PC,,,ES48912,KW_PER_CAPITA_DAY,ES48912,7626.2
2016,EU_ELEC_PC,,,ES48912,KW_PER_CAPITA_DAY,ES48912,6502.4
2015,EU_ELEC_PC,,,ES20906,KW_PER_CAPITA_DAY,ES20906,1851.0
2017,EU_ELEC_PC,,,ES20906,KW_PER_CAPITA_DAY,ES20906,1847.3
2014,EU_ELEC_PC,,,ES20906,KW_PER_CAPITA_DAY,ES20906,1879.1
2021,EU_ELEC_PC,,,ES20906,KW_PER_CAPITA_DAY,ES20906,1701.4
2011,EU_ELEC_PC,,,ES20906,KW_PER_CAPITA_DAY,ES20906,2121.0
2016,EU_ELEC_PC,,,ES20906,KW_PER_CAPITA_DAY,ES20906,1698.2
2018,EU_ELEC_PC,,,ES20906,KW_PER_CAPITA_DAY,ES20906,1873.9
2013,EU_ELEC_PC,,,ES20906,KW_PER_CAPITA_DAY,ES20906,1795.1
2022,EU_ELEC_PC,,,ES20906,KW_PER_CAPITA_DAY,ES20906,1730.2
2020,EU_ELEC_PC,,,ES20906,KW_PER_CAPITA_DAY,ES20906,1817.3
2012,EU_ELEC_PC,,,ES20906,KW_PER_CAPITA_DAY,ES20906,2183.0
2019,EU_ELEC_PC,,,ES20906,KW_PER_CAPITA_DAY,ES20906,0.0
2010,EU_ELEC_PC,,,ES20906,KW_PER_CAPITA_DAY,ES20906,2308.5
2016,EU_ELEC_PC,,,ES20007,KW_PER_CAPITA_DAY,ES20007,36461.0
2012,EU_ELEC_PC,,,ES20007,KW_PER_CAPITA_DAY,ES20007,42121.3
2021,EU_ELEC_PC,,,ES20007,KW_PER_CAPITA_DAY,ES20007,39848.0
2018,EU_ELEC_PC,,,ES20007,KW_PER_CAPITA_DAY,ES20007,41017.2
2010,EU_ELEC_PC,,,ES20007,KW_PER_CAPITA_DAY,ES20007,42118.0
2015,EU_ELEC_PC,,,ES20007,KW_PER_CAPITA_DAY,ES20007,39926.6
2014,EU_ELEC_PC,,,ES20007,KW_PER_CAPITA_DAY,ES20007,41382.0
2019,EU_ELEC_PC,,,ES20007,KW_PER_CAPITA_DAY,ES20007,38664.0
2022,EU_ELEC_PC,,,ES20007,KW_PER_CAPITA_DAY,ES20007,38850.0
2011,EU_ELEC_PC,,,ES20007,KW_PER_CAPITA_DAY,ES20007,44318.6
2013,EU_ELEC_PC,,,ES20007,KW_PER_CAPITA_DAY,ES20007,43720.5
2017,EU_ELEC_PC,,,ES20007,KW_PER_CAPITA_DAY,ES20007,41518.8
2020,EU_ELEC_PC,,,ES20007,KW_PER_CAPITA_DAY,ES20007,38786.2
2019,EU_ELEC_PC,,,ES20008,KW_PER_CAPITA_DAY,ES20008,92344.5
2012,EU_ELEC_PC,,,ES20008,KW_PER_CAPITA_DAY,ES20008,87315.4
2011,EU_ELEC_PC,,,ES20008,KW_PER_CAPITA_DAY,ES20008,80919.3
2013,EU_ELEC_PC,,,ES20008,KW_PER_CAPITA_DAY,ES20008,87741.0
2018,EU_ELEC_PC,,,ES20008,KW_PER_CAPITA_DAY,ES20008,93297.3
2015,EU_ELEC_PC,,,ES20008,KW_PER_CAPITA_DAY,ES20008,84732.7
2017,EU_ELEC_PC,,,ES20008,KW_PER_CAPITA_DAY,ES20008,95529.4
2020,EU_ELEC_PC,,,ES20008,KW_PER_CAPITA_DAY,ES20008,92046.9
2010,EU_ELEC_PC,,,ES20008,KW_PER_CAPITA_DAY,ES20008,81033.1
2014,EU_ELEC_PC,,,ES20008,KW_PER_CAPITA_DAY,ES20008,89616.9
2021,EU_ELEC_PC,,,ES20008,KW_PER_CAPITA_DAY,ES20008,108207.5
2022,EU_ELEC_PC,,,ES20008,KW_PER_CAPITA_DAY,ES20008,96255.2
2016,EU_ELEC_PC,,,ES20008,KW_PER_CAPITA_DAY,ES20008,86414.1
2018,EU_ELEC_PC,,,ES48003,KW_PER_CAPITA_DAY,ES48003,13064.0
2019,EU_ELEC_PC,,,ES48003,KW_PER_CAPITA_DAY,ES48003,11817.2
2016,EU_ELEC_PC,,,ES48003,KW_PER_CAPITA_DAY,ES48003,12409.6
2017,EU_ELEC_PC,,,ES48003,KW_PER_CAPITA_DAY,ES48003,12629.1
2015,EU_ELEC_PC,,,ES48003,KW_PER_CAPITA_DAY,ES48003,11853.9
2010,EU_ELEC_PC,,,ES48003,KW_PER_CAPITA_DAY,ES48003,11584.5
2012,EU_ELEC_PC,,,ES48003,KW_PER_CAPITA_DAY,ES48003,11606.8
2014,EU_ELEC_PC,,,ES48003,KW_PER_CAPITA_DAY,ES48003,11519.2
2011,EU_ELEC_PC,,,ES48003,KW_PER_CAPITA_DAY,ES48003,11411.1
2020,EU_ELEC_PC,,,ES48003,KW_PER_CAPITA_DAY,ES48003,11171.9
2013,EU_ELEC_PC,,,ES48003,KW_PER_CAPITA_DAY,ES48003,11501.9
2022,EU_ELEC_PC,,,ES48003,KW_PER_CAPITA_DAY,ES48003,11960.6
2021,EU_ELEC_PC,,,ES48003,KW_PER_CAPITA_DAY,ES48003,11842.9
2020,EU_ELEC_PC,,,ES48004,KW_PER_CAPITA_DAY,ES48004,6067.1
2014,EU_ELEC_PC,,,ES48004,KW_PER_CAPITA_DAY,ES48004,5300.2
2021,EU_ELEC_PC,,,ES48004,KW_PER_CAPITA_DAY,ES48004,6128.9
2018,EU_ELEC_PC,,,ES48004,KW_PER_CAPITA_DAY,ES48004,6118.7
2011,EU_ELEC_PC,,,ES48004,KW_PER_CAPITA_DAY,ES48004,6262.9
2010,EU_ELEC_PC,,,ES48004,KW_PER_CAPITA_DAY,ES48004,5994.4
2016,EU_ELEC_PC,,,ES48004,KW_PER_CAPITA_DAY,ES48004,5579.6
2013,EU_ELEC_PC,,,ES48004,KW_PER_CAPITA_DAY,ES48004,5759.0
2015,EU_ELEC_PC,,,ES48004,KW_PER_CAPITA_DAY,ES48004,5633.1
2012,EU_ELEC_PC,,,ES48004,KW_PER_CAPITA_DAY,ES48004,6028.7
2019,EU_ELEC_PC,,,ES48004,KW_PER_CAPITA_DAY,ES48004,6185.6
2022,EU_ELEC_PC,,,ES48004,KW_PER_CAPITA_DAY,ES48004,6412.6
2017,EU_ELEC_PC,,,ES48004,KW_PER_CAPITA_DAY,ES48004,6034.2
2018,EU_ELEC_PC,,,ES01002,KW_PER_CAPITA_DAY,ES01002,35450.5
2021,EU_ELEC_PC,,,ES01002,KW_PER_CAPITA_DAY,ES01002,20617.5
2010,EU_ELEC_PC,,,ES01002,KW_PER_CAPITA_DAY,ES01002,31439.5
2017,EU_ELEC_PC,,,ES01002,KW_PER_CAPITA_DAY,ES01002,36065.9
2022,EU_ELEC_PC,,,ES01002,KW_PER_CAPITA_DAY,ES01002,31289.3
2019,EU_ELEC_PC,,,ES01002,KW_PER_CAPITA_DAY,ES01002,29780.2
2012,EU_ELEC_PC,,,ES01002,KW_PER_CAPITA_DAY,ES01002,35056.0
2014,EU_ELEC_PC,,,ES01002,KW_PER_CAPITA_DAY,ES01002,36869.1
2016,EU_ELEC_PC,,,ES01002,KW_PER_CAPITA_DAY,ES01002,32091.8
2011,EU_ELEC_PC,,,ES01002,KW_PER_CAPITA_DAY,ES01002,35524.3
2015,EU_ELEC_PC,,,ES01002,KW_PER_CAPITA_DAY,ES01002,34636.8
2013,EU_ELEC_PC,,,ES01002,KW_PER_CAPITA_DAY,ES01002,30668.4
2020,EU_ELEC_PC,,,ES01002,KW_PER_CAPITA_DAY,ES01002,22065.1
2022,EU_ELEC_PC,,,ES20009,KW_PER_CAPITA_DAY,ES20009,5891.0
2010,EU_ELEC_PC,,,ES20009,KW_PER_CAPITA_DAY,ES20009,5550.9
2014,EU_ELEC_PC,,,ES20009,KW_PER_CAPITA_DAY,ES20009,6213.9
2017,EU_ELEC_PC,,,ES20009,KW_PER_CAPITA_DAY,ES20009,6611.5
2012,EU_ELEC_PC,,,ES20009,KW_PER_CAPITA_DAY,ES20009,6056.7
2019,EU_ELEC_PC,,,ES20009,KW_PER_CAPITA_DAY,ES20009,6273.5
2016,EU_ELEC_PC,,,ES20009,KW_PER_CAPITA_DAY,ES20009,6701.3
2011,EU_ELEC_PC,,,ES20009,KW_PER_CAPITA_DAY,ES20009,5497.9
2018,EU_ELEC_PC,,,ES20009,KW_PER_CAPITA_DAY,ES20009,6508.3
2021,EU_ELEC_PC,,,ES20009,KW_PER_CAPITA_DAY,ES20009,5867.0
2013,EU_ELEC_PC,,,ES20009,KW_PER_CAPITA_DAY,ES20009,6193.9
2020,EU_ELEC_PC,,,ES20009,KW_PER_CAPITA_DAY,ES20009,5680.8
2015,EU_ELEC_PC,,,ES20009,KW_PER_CAPITA_DAY,ES20009,6587.4
2018,EU_ELEC_PC,,,ES20010,KW_PER_CAPITA_DAY,ES20010,4066.9
2019,EU_ELEC_PC,,,ES20010,KW_PER_CAPITA_DAY,ES20010,3821.1
2011,EU_ELEC_PC,,,ES20010,KW_PER_CAPITA_DAY,ES20010,4617.0
2014,EU_ELEC_PC,,,ES20010,KW_PER_CAPITA_DAY,ES20010,4394.9
2017,EU_ELEC_PC,,,ES20010,KW_PER_CAPITA_DAY,ES20010,4071.8
2020,EU_ELEC_PC,,,ES20010,KW_PER_CAPITA_DAY,ES20010,3494.0
2010,EU_ELEC_PC,,,ES20010,KW_PER_CAPITA_DAY,ES20010,4419.8
2016,EU_ELEC_PC,,,ES20010,KW_PER_CAPITA_DAY,ES20010,4059.4
2021,EU_ELEC_PC,,,ES20010,KW_PER_CAPITA_DAY,ES20010,3421.8
2015,EU_ELEC_PC,,,ES20010,KW_PER_CAPITA_DAY,ES20010,4748.0
2012,EU_ELEC_PC,,,ES20010,KW_PER_CAPITA_DAY,ES20010,4245.4
2022,EU_ELEC_PC,,,ES20010,KW_PER_CAPITA_DAY,ES20010,3286.5
2013,EU_ELEC_PC,,,ES20010,KW_PER_CAPITA_DAY,ES20010,4104.2
2010,EU_ELEC_PC,,,ES20011,KW_PER_CAPITA_DAY,ES20011,8241.2
