Year,Violencia,Territorio,Comarca,Municipio,Units,GeoCode,Value
2018,ALLV,,,ES48075,PER_10000,ES48075,37.7
2019,ALLV,,,ES48075,PER_10000,ES48075,30.1
2020,ALLV,,,ES48083,PER_10000,ES48083,79.3
2019,ALLV,,,ES48083,PER_10000,ES48083,83.8
2021,ALLV,,,ES48083,PER_10000,ES48083,85.7
2018,ALLV,,,ES48083,PER_10000,ES48083,51.2
2018,ALLV,,,ES48072,PER_10000,ES48072,30.2
2019,ALLV,,,ES48072,PER_10000,ES48072,29.9
2021,ALLV,,,ES48072,PER_10000,ES48072,15.3
2020,ALLV,,,ES48072,PER_10000,ES48072,30.0
2018,ALLV,,,ES01043,PER_10000,ES01043,41.0
2019,ALLV,,,ES01043,PER_10000,ES01043,23.2
2020,ALLV,,,ES01043,PER_10000,ES01043,46.0
2021,ALLV,,,ES01043,PER_10000,ES01043,17.1
2019,ALLV,,,ES20064,PER_10000,ES20064,63.3
2021,ALLV,,,ES20064,PER_10000,ES20064,59.3
2018,ALLV,,,ES20064,PER_10000,ES20064,56.5
2020,ALLV,,,ES20064,PER_10000,ES20064,47.3
2018,ALLV,,,ES01044,PER_10000,ES01044,0.0
2019,ALLV,,,ES01044,PER_10000,ES01044,0.0
2021,ALLV,,,ES01044,PER_10000,ES01044,0.0
2020,ALLV,,,ES01044,PER_10000,ES01044,78.1
2019,ALLV,,,ES48077,PER_10000,ES48077,53.5
2020,ALLV,,,ES48077,PER_10000,ES48077,56.7
2018,ALLV,,,ES48077,PER_10000,ES48077,48.9
2021,ALLV,,,ES48077,PER_10000,ES48077,34.7
2020,ALLV,,,ES48078,PER_10000,ES48078,50.1
2021,ALLV,,,ES48078,PER_10000,ES48078,55.7
2018,ALLV,,,ES48078,PER_10000,ES48078,32.4
2019,ALLV,,,ES48078,PER_10000,ES48078,42.4
2020,ALLV,,,ES01047,PER_10000,ES01047,13.3
2019,ALLV,,,ES01047,PER_10000,ES01047,0.0
2021,ALLV,,,ES01047,PER_10000,ES01047,27.0
2018,ALLV,,,ES01047,PER_10000,ES01047,27.0
2021,ALLV,,,ES01052,PER_10000,ES01052,0.0
2020,ALLV,,,ES01052,PER_10000,ES01052,0.0
2019,ALLV,,,ES01052,PER_10000,ES01052,0.0
2018,ALLV,,,ES01052,PER_10000,ES01052,0.0
2020,ALLV,,,ES01053,PER_10000,ES01053,61.7
2021,ALLV,,,ES01053,PER_10000,ES01053,121.2
2018,ALLV,,,ES01053,PER_10000,ES01053,31.4
2019,ALLV,,,ES01053,PER_10000,ES01053,94.0
2020,ALLV,,,ES48082,PER_10000,ES48082,51.2
2021,ALLV,,,ES48082,PER_10000,ES48082,79.3
2018,ALLV,,,ES48082,PER_10000,ES48082,53.5
2019,ALLV,,,ES48082,PER_10000,ES48082,45.3
2019,ALLV,,,ES20070,PER_10000,ES20070,0.0
2021,ALLV,,,ES20070,PER_10000,ES20070,0.0
2020,ALLV,,,ES20070,PER_10000,ES20070,53.5
2018,ALLV,,,ES20070,PER_10000,ES20070,0.0
2018,ALLV,,,ES48084,PER_10000,ES48084,65.8
2019,ALLV,,,ES48084,PER_10000,ES48084,94.0
2020,ALLV,,,ES48084,PER_10000,ES48084,110.8
2021,ALLV,,,ES48084,PER_10000,ES48084,93.3
2019,ALLV,,,ES48904,PER_10000,ES48904,38.2
2020,ALLV,,,ES48904,PER_10000,ES48904,42.4
2021,ALLV,,,ES48904,PER_10000,ES48904,55.5
2018,ALLV,,,ES48904,PER_10000,ES48904,25.6
2018,ALLV,,,ES48085,PER_10000,ES48085,56.9
2019,ALLV,,,ES48085,PER_10000,ES48085,39.4
2020,ALLV,,,ES48085,PER_10000,ES48085,33.0
2021,ALLV,,,ES48085,PER_10000,ES48085,59.1
2021,ALLV,,,ES48086,PER_10000,ES48086,37.2
2019,ALLV,,,ES48086,PER_10000,ES48086,15.9
2020,ALLV,,,ES48086,PER_10000,ES48086,30.9
2018,ALLV,,,ES48086,PER_10000,ES48086,8.0
2018,ALLV,,,ES20065,PER_10000,ES20065,20.3
2020,ALLV,,,ES20065,PER_10000,ES20065,41.5
2021,ALLV,,,ES20065,PER_10000,ES20065,64.0
2019,ALLV,,,ES20065,PER_10000,ES20065,35.6
2020,ALLV,,,ES48076,PER_10000,ES48076,0.0
2019,ALLV,,,ES48076,PER_10000,ES48076,119.8
2021,ALLV,,,ES48076,PER_10000,ES48076,0.0
2018,ALLV,,,ES48076,PER_10000,ES48076,0.0
2018,ALLV,,,ES20071,PER_10000,ES20071,39.5
2020,ALLV,,,ES20071,PER_10000,ES20071,37.7
2019,ALLV,,,ES20071,PER_10000,ES20071,32.1
2021,ALLV,,,ES20071,PER_10000,ES20071,53.2
2018,ALLV,,,ES48087,PER_10000,ES48087,79.4
2020,ALLV,,,ES48087,PER_10000,ES48087,0.0
2019,ALLV,,,ES48087,PER_10000,ES48087,39.4
2021,ALLV,,,ES48087,PER_10000,ES48087,0.0
2018,ALLV,,,ES48088,PER_10000,ES48088,0.0
2019,ALLV,,,ES48088,PER_10000,ES48088,0.0
2021,ALLV,,,ES48088,PER_10000,ES48088,0.0
2020,ALLV,,,ES48088,PER_10000,ES48088,0.0
2020,ALLV,,,ES48065,PER_10000,ES48065,98.6
2018,ALLV,,,ES48065,PER_10000,ES48065,34.6
2021,ALLV,,,ES48065,PER_10000,ES48065,59.3
2019,ALLV,,,ES48065,PER_10000,ES48065,39.5
2021,ALLV,,,ES48089,PER_10000,ES48089,47.4
2018,ALLV,,,ES48089,PER_10000,ES48089,67.6
2019,ALLV,,,ES48089,PER_10000,ES48089,37.0
2020,ALLV,,,ES48089,PER_10000,ES48089,55.2
2020,ALLV,,,ES48074,PER_10000,ES48074,34.9
2021,ALLV,,,ES48074,PER_10000,ES48074,35.2
2018,ALLV,,,ES48074,PER_10000,ES48074,94.2
2019,ALLV,,,ES48074,PER_10000,ES48074,59.4
2021,ALLV,,,ES01054,PER_10000,ES01054,0.0
2019,ALLV,,,ES01054,PER_10000,ES01054,29.4
2020,ALLV,,,ES01054,PER_10000,ES01054,43.6
2018,ALLV,,,ES01054,PER_10000,ES01054,0.0
2021,ALLV,,,ES20072,PER_10000,ES20072,39.0
2019,ALLV,,,ES20072,PER_10000,ES20072,38.6
2018,ALLV,,,ES20072,PER_10000,ES20072,35.3
2020,ALLV,,,ES20072,PER_10000,ES20072,67.9
2018,ALLV,,,ES20077,PER_10000,ES20077,26.5
2019,ALLV,,,ES20077,PER_10000,ES20077,32.3
2020,ALLV,,,ES20077,PER_10000,ES20077,47.0
2021,ALLV,,,ES20077,PER_10000,ES20077,59.0
2020,ALLV,,,ES20073,PER_10000,ES20073,22.7
2021,ALLV,,,ES20073,PER_10000,ES20073,32.6
2019,ALLV,,,ES20073,PER_10000,ES20073,74.0
2018,ALLV,,,ES20073,PER_10000,ES20073,45.1
2020,ALLV,,,ES01055,PER_10000,ES01055,40.2
2018,ALLV,,,ES01055,PER_10000,ES01055,0.0
2021,ALLV,,,ES01055,PER_10000,ES01055,57.1
2019,ALLV,,,ES01055,PER_10000,ES01055,41.7
2018,ALLV,,,ES48080,PER_10000,ES48080,58.5
2019,ALLV,,,ES48080,PER_10000,ES48080,53.6
2021,ALLV,,,ES48080,PER_10000,ES48080,80.2
2020,ALLV,,,ES48080,PER_10000,ES48080,44.0
2018,ALLV,,,ES20075,PER_10000,ES20075,40.3
2021,ALLV,,,ES20075,PER_10000,ES20075,27.5
2019,ALLV,,,ES20075,PER_10000,ES20075,50.4
2020,ALLV,,,ES20075,PER_10000,ES20075,30.5
2021,ALLV,,,ES01057,PER_10000,ES01057,70.9
2020,ALLV,,,ES01057,PER_10000,ES01057,0.0
2018,ALLV,,,ES01057,PER_10000,ES01057,130.7
2019,ALLV,,,ES01057,PER_10000,ES01057,69.0
2021,ALLV,,,ES01059,PER_10000,ES01059,49.3
2020,ALLV,,,ES01059,PER_10000,ES01059,46.3
2018,ALLV,,,ES01059,PER_10000,ES01059,46.0
2019,ALLV,,,ES01059,PER_10000,ES01059,52.4
2018,ALLV,,,ES01060,PER_10000,ES01060,0.0
2019,ALLV,,,ES01060,PER_10000,ES01060,0.0
2021,ALLV,,,ES01060,PER_10000,ES01060,86.2
2020,ALLV,,,ES01060,PER_10000,ES01060,0.0
2020,ALLV,,,ES48095,PER_10000,ES48095,59.4
2021,ALLV,,,ES48095,PER_10000,ES48095,13.3
2019,ALLV,,,ES48095,PER_10000,ES48095,33.0
2018,ALLV,,,ES48095,PER_10000,ES48095,19.7
2020,ALLV,,,ES20078,PER_10000,ES20078,0.0
2021,ALLV,,,ES20078,PER_10000,ES20078,12.4
2019,ALLV,,,ES20078,PER_10000,ES20078,0.0
2018,ALLV,,,ES20078,PER_10000,ES20078,0.0
2018,ALLV,,,ES01061,PER_10000,ES01061,0.0
2019,ALLV,,,ES01061,PER_10000,ES01061,0.0
2021,ALLV,,,ES01061,PER_10000,ES01061,101.0
2020,ALLV,,,ES01061,PER_10000,ES01061,0.0
2018,ALLV,,,ES48096,PER_10000,ES48096,30.3
2021,ALLV,,,ES48096,PER_10000,ES48096,56.7
2020,ALLV,,,ES48096,PER_10000,ES48096,56.1
2019,ALLV,,,ES48096,PER_10000,ES48096,51.3
2018,ALLV,,,ES01062,PER_10000,ES01062,49.8
2020,ALLV,,,ES01062,PER_10000,ES01062,47.4
2019,ALLV,,,ES01062,PER_10000,ES01062,47.8
2021,ALLV,,,ES01062,PER_10000,ES01062,0.0
2018,ALLV,,,ES48905,PER_10000,ES48905,24.2
2021,ALLV,,,ES48905,PER_10000,ES48905,117.9
2020,ALLV,,,ES48905,PER_10000,ES48905,67.1
2019,ALLV,,,ES48905,PER_10000,ES48905,36.3
2019,ALLV,,,ES48097,PER_10000,ES48097,35.8
2020,ALLV,,,ES48097,PER_10000,ES48097,154.0
2018,ALLV,,,ES48097,PER_10000,ES48097,24.1
2021,ALLV,,,ES48097,PER_10000,ES48097,83.6
2020,ALLV,,,ES20079,PER_10000,ES20079,14.2
2018,ALLV,,,ES20079,PER_10000,ES20079,34.4
2021,ALLV,,,ES20079,PER_10000,ES20079,25.1
2019,ALLV,,,ES20079,PER_10000,ES20079,22.5
2021,ALLV,,,ES48024,PER_10000,ES48024,64.1
2020,ALLV,,,ES48024,PER_10000,ES48024,32.8
2019,ALLV,,,ES48024,PER_10000,ES48024,49.8
2018,ALLV,,,ES48024,PER_10000,ES48024,0.0
2018,ALLV,,,ES48025,PER_10000,ES48025,18.8
2021,ALLV,,,ES48025,PER_10000,ES48025,56.1
2020,ALLV,,,ES48025,PER_10000,ES48025,55.9
2019,ALLV,,,ES48025,PER_10000,ES48025,37.2
2018,ALLV,,,ES20025,PER_10000,ES20025,27.5
2020,ALLV,,,ES20025,PER_10000,ES20025,13.5
2021,ALLV,,,ES20025,PER_10000,ES20025,13.4
2019,ALLV,,,ES20025,PER_10000,ES20025,0.0
2021,ALLV,,,ES20026,PER_10000,ES20026,0.0
2020,ALLV,,,ES20026,PER_10000,ES20026,68.0
2018,ALLV,,,ES20026,PER_10000,ES20026,0.0
2019,ALLV,,,ES20026,PER_10000,ES20026,137.9
2018,ALLV,,,ES20027,PER_10000,ES20027,27.4
2020,ALLV,,,ES20027,PER_10000,ES20027,49.2
2019,ALLV,,,ES20027,PER_10000,ES20027,38.0
2021,ALLV,,,ES20027,PER_10000,ES20027,22.3
2021,ALLV,,,ES48913,PER_10000,ES48913,85.5
2019,ALLV,,,ES48913,PER_10000,ES48913,56.3
2020,ALLV,,,ES48913,PER_10000,ES48913,84.2
2018,ALLV,,,ES48913,PER_10000,ES48913,114.0
2020,ALLV,,,ES01018,PER_10000,ES01018,24.5
2019,ALLV,,,ES01018,PER_10000,ES01018,12.7
2021,ALLV,,,ES01018,PER_10000,ES01018,23.7
2018,ALLV,,,ES01018,PER_10000,ES01018,38.0
2019,ALLV,,,ES48915,PER_10000,ES48915,0.0
2020,ALLV,,,ES48915,PER_10000,ES48915,99.0
2018,ALLV,,,ES48915,PER_10000,ES48915,0.0
2021,ALLV,,,ES48915,PER_10000,ES48915,0.0
2018,ALLV,,,ES20028,PER_10000,ES20028,52.9
2020,ALLV,,,ES20028,PER_10000,ES20028,40.4
2019,ALLV,,,ES20028,PER_10000,ES20028,13.2
2021,ALLV,,,ES20028,PER_10000,ES20028,62.1
2019,ALLV,,,ES01063,PER_10000,ES01063,0.0
2021,ALLV,,,ES01063,PER_10000,ES01063,17.9
2018,ALLV,,,ES01063,PER_10000,ES01063,0.0
2020,ALLV,,,ES01063,PER_10000,ES01063,17.7
2019,ALLV,,,ES20081,PER_10000,ES20081,24.2
2020,ALLV,,,ES20081,PER_10000,ES20081,16.0
2021,ALLV,,,ES20081,PER_10000,ES20081,47.6
2018,ALLV,,,ES20081,PER_10000,ES20081,44.5
2020,ALLV,,,ES20080,PER_10000,ES20080,16.7
2021,ALLV,,,ES20080,PER_10000,ES20080,20.4
2018,ALLV,,,ES20080,PER_10000,ES20080,17.8
2019,ALLV,,,ES20080,PER_10000,ES20080,20.1
2022,ALLV,,ES0101,,PER_10000,ES0101,46.0
2019,ALLV,,ES0101,,PER_10000,ES0101,25.2
2021,ALLV,,ES0101,,PER_10000,ES0101,49.1
2020,ALLV,,ES0101,,PER_10000,ES0101,46.0
2018,ALLV,,ES0101,,PER_10000,ES0101,25.4
2022,ALLV,,ES0104,,PER_10000,ES0104,305.4
2021,ALLV,,ES0104,,PER_10000,ES0104,304.2
2018,ALLV,,ES0104,,PER_10000,ES0104,26.9
2019,ALLV,,ES0104,,PER_10000,ES0104,35.7
2020,ALLV,,ES0104,,PER_10000,ES0104,305.3
2021,ALLV,,ES0106,,PER_10000,ES0106,8.6
2022,ALLV,,ES0106,,PER_10000,ES0106,6.8
2018,ALLV,,ES0106,,PER_10000,ES0106,48.7
2019,ALLV,,ES0106,,PER_10000,ES0106,39.6
2020,ALLV,,ES0106,,PER_10000,ES0106,6.8
2018,ALLV,,ES0102,,PER_10000,ES0102,45.5
2021,ALLV,,ES0102,,PER_10000,ES0102,1.2
2022,ALLV,,ES0102,,PER_10000,ES0102,1.5
2020,ALLV,,ES0102,,PER_10000,ES0102,1.5
2019,ALLV,,ES0102,,PER_10000,ES0102,51.4
2018,ALLV,,ES0103,,PER_10000,ES0103,112.4
2021,ALLV,,ES0103,,PER_10000,ES0103,529.6
2020,ALLV,,ES0103,,PER_10000,ES0103,481.8
2022,ALLV,,ES0103,,PER_10000,ES0103,481.8
2019,ALLV,,ES0103,,PER_10000,ES0103,37.6
2021,ALLV,,ES4801,,PER_10000,ES4801,558.6
2020,ALLV,,ES4801,,PER_10000,ES4801,538.6
2019,ALLV,,ES4801,,PER_10000,ES4801,42.1
2018,ALLV,,ES4801,,PER_10000,ES4801,39.6
2022,ALLV,,ES4801,,PER_10000,ES4801,538.6
2022,ALLV,,ES2001,,PER_10000,ES2001,1.0
2021,ALLV,,ES2001,,PER_10000,ES2001,0.9
2020,ALLV,,ES2001,,PER_10000,ES2001,1.4
2019,ALLV,,ES2001,,PER_10000,ES2001,86.9
2018,ALLV,,ES2001,,PER_10000,ES2001,85.0
2021,ALLV,,ES4802,,PER_10000,ES4802,1.1
2022,ALLV,,ES4802,,PER_10000,ES4802,1.6
2018,ALLV,,ES4802,,PER_10000,ES4802,49.4
2019,ALLV,,ES4802,,PER_10000,ES4802,52.2
2020,ALLV,,ES4802,,PER_10000,ES4802,1.6
2021,ALLV,,ES2002,,PER_10000,ES2002,73.5
2020,ALLV,,ES2002,,PER_10000,ES2002,55.1
2019,ALLV,,ES2002,,PER_10000,ES2002,29.4
2022,ALLV,,ES2002,,PER_10000,ES2002,77.3
2018,ALLV,,ES2002,,PER_10000,ES2002,25.2
2021,ALLV,,ES2003,,PER_10000,ES2003,733.4
2022,ALLV,,ES2003,,PER_10000,ES2003,727.2
2018,ALLV,,ES2003,,PER_10000,ES2003,29.0
2019,ALLV,,ES2003,,PER_10000,ES2003,35.5
2020,ALLV,,ES2003,,PER_10000,ES2003,727.2
2018,ALLV,,ES2004,,PER_10000,ES2004,47.6
2019,ALLV,,ES2004,,PER_10000,ES2004,52.9
2022,ALLV,,ES2004,,PER_10000,ES2004,8.2
2021,ALLV,,ES2004,,PER_10000,ES2004,8.9
2020,ALLV,,ES2004,,PER_10000,ES2004,8.2
2018,ALLV,,ES4803,,PER_10000,ES4803,37.4
2022,ALLV,,ES4803,,PER_10000,ES4803,15.6
2020,ALLV,,ES4803,,PER_10000,ES4803,15.6
2019,ALLV,,ES4803,,PER_10000,ES4803,33.8
2021,ALLV,,ES4803,,PER_10000,ES4803,26.9
2022,ALLV,,ES4804,,PER_10000,ES4804,486.1
2018,ALLV,,ES4804,,PER_10000,ES4804,37.3
2020,ALLV,,ES4804,,PER_10000,ES4804,486.1
2021,ALLV,,ES4804,,PER_10000,ES4804,532.8
2019,ALLV,,ES4804,,PER_10000,ES4804,40.8
2021,ALLV,,ES4805,,PER_10000,ES4805,32.8
2018,ALLV,,ES4805,,PER_10000,ES4805,41.5
2020,ALLV,,ES4805,,PER_10000,ES4805,35.3
2022,ALLV,,ES4805,,PER_10000,ES4805,35.3
2019,ALLV,,ES4805,,PER_10000,ES4805,49.5
2022,ALLV,,ES2005,,PER_10000,ES2005,41.4
2019,ALLV,,ES2005,,PER_10000,ES2005,28.4
2018,ALLV,,ES2005,,PER_10000,ES2005,27.4
2020,ALLV,,ES2005,,PER_10000,ES2005,41.4
2021,ALLV,,ES2005,,PER_10000,ES2005,32.2
2020,ALLV,,ES0105,,PER_10000,ES0105,291.5
2019,ALLV,,ES0105,,PER_10000,ES0105,21.4
2018,ALLV,,ES0105,,PER_10000,ES0105,14.3
2022,ALLV,,ES0105,,PER_10000,ES0105,291.5
2021,ALLV,,ES0105,,PER_10000,ES0105,287.6
2021,ALLV,,ES4806,,PER_10000,ES4806,30.4
2018,ALLV,,ES4806,,PER_10000,ES4806,27.9
2019,ALLV,,ES4806,,PER_10000,ES4806,27.0
2020,ALLV,,ES4806,,PER_10000,ES4806,34.0
2022,ALLV,,ES4806,,PER_10000,ES4806,34.0
2019,ALLV,,ES4807,,PER_10000,ES4807,32.3
2021,ALLV,,ES4807,,PER_10000,ES4807,45.0
2022,ALLV,,ES4807,,PER_10000,ES4807,40.7
2020,ALLV,,ES4807,,PER_10000,ES4807,40.7
2018,ALLV,,ES4807,,PER_10000,ES4807,51.1
2022,ALLV,,ES2006,,PER_10000,ES2006,38.7
2018,ALLV,,ES2006,,PER_10000,ES2006,37.1
2020,ALLV,,ES2006,,PER_10000,ES2006,38.7
2019,ALLV,,ES2006,,PER_10000,ES2006,30.4
2021,ALLV,,ES2006,,PER_10000,ES2006,40.0
2021,ALLV,,ES2007,,PER_10000,ES2007,25.8
2020,ALLV,,ES2007,,PER_10000,ES2007,25.3
2022,ALLV,,ES2007,,PER_10000,ES2007,25.3
2019,ALLV,,ES2007,,PER_10000,ES2007,23.0
2018,ALLV,,ES2007,,PER_10000,ES2007,33.1
2019,ALLV,ES211,,,PER_10000,ES211,50.6
2022,ALLV,ES211,,,PER_10000,ES211,45.4
2018,ALLV,ES211,,,PER_10000,ES211,47.4
2021,ALLV,ES211,,,PER_10000,ES211,47.3
2020,ALLV,ES211,,,PER_10000,ES211,45.4
2020,ALLV,ES213,,,PER_10000,ES213,49.8
2019,ALLV,ES213,,,PER_10000,ES213,50.3
2022,ALLV,ES213,,,PER_10000,ES213,49.8
2021,ALLV,ES213,,,PER_10000,ES213,49.1
2018,ALLV,ES213,,,PER_10000,ES213,49.5
2022,ALLV,ES212,,,PER_10000,ES212,42.2
2021,ALLV,ES212,,,PER_10000,ES212,47.1
2018,ALLV,ES212,,,PER_10000,ES212,43.6
2019,ALLV,ES212,,,PER_10000,ES212,45.8
2020,ALLV,ES212,,,PER_10000,ES212,42.2
2020,SEXV,,,,PER_10000,,4.0
2019,SEXV,,,,PER_10000,,3.1
2021,SEXV,,,,PER_10000,,4.6
2018,SEXV,,,,PER_10000,,3.8
2020,SEXV,,,ES48001,PER_10000,ES48001,5.2
2018,SEXV,,,ES48001,PER_10000,ES48001,5.2
2019,SEXV,,,ES48001,PER_10000,ES48001,0.0
2019,SEXV,,,ES20001,PER_10000,ES20001,0.0
2020,SEXV,,,ES20001,PER_10000,ES20001,0.0
2018,SEXV,,,ES20001,PER_10000,ES20001,0.0
2020,SEXV,,,ES48002,PER_10000,ES48002,0.0
2019,SEXV,,,ES48002,PER_10000,ES48002,0.0
2018,SEXV,,,ES48002,PER_10000,ES48002,2.1
2019,SEXV,,,ES20002,PER_10000,ES20002,0.0
2020,SEXV,,,ES20002,PER_10000,ES20002,0.0
2018,SEXV,,,ES20002,PER_10000,ES20002,0.0
2018,SEXV,,,ES01051,PER_10000,ES01051,0.0
2019,SEXV,,,ES01051,PER_10000,ES01051,0.0
2020,SEXV,,,ES01051,PER_10000,ES01051,3.9
2019,SEXV,,,ES20016,PER_10000,ES20016,10.5
2018,SEXV,,,ES20016,PER_10000,ES20016,0.0
2020,SEXV,,,ES20016,PER_10000,ES20016,0.0
2020,SEXV,,,ES20003,PER_10000,ES20003,0.0
2019,SEXV,,,ES20003,PER_10000,ES20003,0.0
2018,SEXV,,,ES20003,PER_10000,ES20003,0.0
2019,SEXV,,,ES48911,PER_10000,ES48911,0.0
2018,SEXV,,,ES48911,PER_10000,ES48911,0.0
2020,SEXV,,,ES48911,PER_10000,ES48911,0.0
2019,SEXV,,,ES20004,PER_10000,ES20004,0.0
2020,SEXV,,,ES20004,PER_10000,ES20004,0.0
2018,SEXV,,,ES20004,PER_10000,ES20004,0.0
2018,SEXV,,,ES20005,PER_10000,ES20005,0.0
2019,SEXV,,,ES20005,PER_10000,ES20005,0.0
2020,SEXV,,,ES20005,PER_10000,ES20005,0.0
2019,SEXV,,,ES01001,PER_10000,ES01001,0.0
2018,SEXV,,,ES01001,PER_10000,ES01001,0.0
2020,SEXV,,,ES01001,PER_10000,ES01001,13.1
2018,SEXV,,,ES20006,PER_10000,ES20006,0.0
2019,SEXV,,,ES20006,PER_10000,ES20006,0.0
2020,SEXV,,,ES20006,PER_10000,ES20006,0.0
2018,SEXV,,,ES48912,PER_10000,ES48912,0.0
2020,SEXV,,,ES48912,PER_10000,ES48912,0.0
2019,SEXV,,,ES48912,PER_10000,ES48912,0.0
2018,SEXV,,,ES20906,PER_10000,ES20906,0.0
2019,SEXV,,,ES20906,PER_10000,ES20906,0.0
2020,SEXV,,,ES20906,PER_10000,ES20906,0.0
2019,SEXV,,,ES20007,PER_10000,ES20007,0.0
2018,SEXV,,,ES20007,PER_10000,ES20007,0.0
2020,SEXV,,,ES20007,PER_10000,ES20007,0.0
2019,SEXV,,,ES20008,PER_10000,ES20008,0.0
2018,SEXV,,,ES20008,PER_10000,ES20008,22.9
2020,SEXV,,,ES20008,PER_10000,ES20008,0.0
2019,SEXV,,,ES48003,PER_10000,ES48003,0.0
2018,SEXV,,,ES48003,PER_10000,ES48003,3.1
2020,SEXV,,,ES48003,PER_10000,ES48003,1.0
2019,SEXV,,,ES48004,PER_10000,ES48004,0.0
2020,SEXV,,,ES48004,PER_10000,ES48004,0.0
2018,SEXV,,,ES48004,PER_10000,ES48004,0.0
2019,SEXV,,,ES01002,PER_10000,ES01002,0.0
2018,SEXV,,,ES01002,PER_10000,ES01002,0.0
2020,SEXV,,,ES01002,PER_10000,ES01002,3.8
2019,SEXV,,,ES20009,PER_10000,ES20009,0.0
2018,SEXV,,,ES20009,PER_10000,ES20009,0.0
2020,SEXV,,,ES20009,PER_10000,ES20009,0.0
2018,SEXV,,,ES20010,PER_10000,ES20010,0.0
2019,SEXV,,,ES20010,PER_10000,ES20010,0.0
2020,SEXV,,,ES20010,PER_10000,ES20010,0.0
2020,SEXV,,,ES20011,PER_10000,ES20011,0.0
2019,SEXV,,,ES20011,PER_10000,ES20011,0.0
2018,SEXV,,,ES20011,PER_10000,ES20011,0.0
2020,SEXV,,,ES01049,PER_10000,ES01049,0.0
2019,SEXV,,,ES01049,PER_10000,ES01049,0.0
2018,SEXV,,,ES01049,PER_10000,ES01049,0.0
2020,SEXV,,,ES48005,PER_10000,ES48005,0.0
2019,SEXV,,,ES48005,PER_10000,ES48005,0.0
2018,SEXV,,,ES48005,PER_10000,ES48005,0.0
2018,SEXV,,,ES20012,PER_10000,ES20012,0.0
2019,SEXV,,,ES20012,PER_10000,ES20012,0.0
2020,SEXV,,,ES20012,PER_10000,ES20012,0.0
2020,SEXV,,,ES01003,PER_10000,ES01003,0.0
2019,SEXV,,,ES01003,PER_10000,ES01003,0.0
2018,SEXV,,,ES01003,PER_10000,ES01003,13.9
2020,SEXV,,,ES48006,PER_10000,ES48006,0.0
2018,SEXV,,,ES48006,PER_10000,ES48006,0.0
2019,SEXV,,,ES48006,PER_10000,ES48006,0.0
2018,SEXV,,,ES48093,PER_10000,ES48093,0.0
2019,SEXV,,,ES48093,PER_10000,ES48093,0.0
2020,SEXV,,,ES48093,PER_10000,ES48093,0.0
2018,SEXV,,,ES20013,PER_10000,ES20013,0.0
2020,SEXV,,,ES20013,PER_10000,ES20013,0.0
2019,SEXV,,,ES20013,PER_10000,ES20013,2.8
2018,SEXV,,,ES01006,PER_10000,ES01006,0.0
2019,SEXV,,,ES01006,PER_10000,ES01006,0.0
2020,SEXV,,,ES01006,PER_10000,ES01006,0.0
2020,SEXV,,,ES01037,PER_10000,ES01037,0.0
2018,SEXV,,,ES01037,PER_10000,ES01037,0.0
2019,SEXV,,,ES01037,PER_10000,ES01037,0.0
2019,SEXV,,,ES48009,PER_10000,ES48009,0.0
2020,SEXV,,,ES48009,PER_10000,ES48009,0.0
2018,SEXV,,,ES48009,PER_10000,ES48009,19.6
2020,SEXV,,,ES20055,PER_10000,ES20055,11.8
2018,SEXV,,,ES20055,PER_10000,ES20055,2.7
2019,SEXV,,,ES20055,PER_10000,ES20055,0.9
2019,SEXV,,,ES48914,PER_10000,ES48914,0.0
2020,SEXV,,,ES48914,PER_10000,ES48914,0.0
2018,SEXV,,,ES48914,PER_10000,ES48914,0.0
2018,SEXV,,,ES01008,PER_10000,ES01008,0.0
2019,SEXV,,,ES01008,PER_10000,ES01008,21.0
2020,SEXV,,,ES01008,PER_10000,ES01008,20.2
2019,SEXV,,,ES48010,PER_10000,ES48010,0.0
2018,SEXV,,,ES48010,PER_10000,ES48010,0.0
2020,SEXV,,,ES48010,PER_10000,ES48010,0.0
2018,SEXV,,,ES48011,PER_10000,ES48011,3.3
2019,SEXV,,,ES48011,PER_10000,ES48011,3.2
2020,SEXV,,,ES48011,PER_10000,ES48011,4.9
2020,SEXV,,,ES48023,PER_10000,ES48023,0.0
2019,SEXV,,,ES48023,PER_10000,ES48023,0.0
2018,SEXV,,,ES48023,PER_10000,ES48023,0.0
2020,SEXV,,,ES48008,PER_10000,ES48008,0.0
2018,SEXV,,,ES48008,PER_10000,ES48008,0.0
2019,SEXV,,,ES48008,PER_10000,ES48008,0.0
2018,SEXV,,,ES01004,PER_10000,ES01004,10.4
2020,SEXV,,,ES01004,PER_10000,ES01004,0.0
2019,SEXV,,,ES01004,PER_10000,ES01004,0.0
2018,SEXV,,,ES01009,PER_10000,ES01009,0.0
2019,SEXV,,,ES01009,PER_10000,ES01009,24.6
2020,SEXV,,,ES01009,PER_10000,ES01009,0.0
2019,SEXV,,,ES20014,PER_10000,ES20014,0.0
2020,SEXV,,,ES20014,PER_10000,ES20014,0.0
2018,SEXV,,,ES20014,PER_10000,ES20014,0.0
2019,SEXV,,,ES20903,PER_10000,ES20903,0.0
2020,SEXV,,,ES20903,PER_10000,ES20903,0.0
2018,SEXV,,,ES20903,PER_10000,ES20903,3.1
2020,SEXV,,,ES20015,PER_10000,ES20015,0.0
