Year,Series,Units,Value
2011,EG_ACS_ELEC,PT,100
2016,EG_ACS_ELEC,PT,100
2014,EG_ACS_ELEC,PT,100
2017,EG_ACS_ELEC,PT,100
2022,EG_ACS_ELEC,PT,100
2018,EG_ACS_ELEC,PT,100
2010,EG_ACS_ELEC,PT,100
2015,EG_ACS_ELEC,PT,100
2013,EG_ACS_ELEC,PT,100
2020,EG_ACS_ELEC,PT,100
2021,EG_ACS_ELEC,PT,100
2019,EG_ACS_ELEC,PT,100
2023,EG_ACS_ELEC,PT,100
2012,EG_ACS_ELEC,PT,100
