Year,Actividad,Territorio,Comarca,Municipio,Units,GeoCode,Value
2021,AGRI_ECO,,,,PT,,10.1
2010,AGRI_ECO,,,,PT,,3.1
2018,AGRI_ECO,,,,PT,,6.0
2020,AGRI_ECO,,,,PT,,7.2
2011,AGRI_ECO,,,,PT,,3.9
2013,AGRI_ECO,,,,PT,,4.1
2016,AGRI_ECO,,,,PT,,5.4
2022,AGRI_ECO,,,,PT,,9.9
2014,AGRI_ECO,,,,PT,,4.6
2019,AGRI_ECO,,,,PT,,6.5
2012,AGRI_ECO,,,,PT,,3.7
2017,AGRI_ECO,,,,PT,,5.7
2015,AGRI_ECO,,,,PT,,5.6
2022,AGRI_ECO,,,ES48001,PT,ES48001,10.0
2016,AGRI_ECO,,,ES48001,PT,ES48001,4.8
2012,AGRI_ECO,,,ES48001,PT,ES48001,7.1
2019,AGRI_ECO,,,ES48001,PT,ES48001,7.1
2021,AGRI_ECO,,,ES48001,PT,ES48001,10.0
2010,AGRI_ECO,,,ES48001,PT,ES48001,7.1
2018,AGRI_ECO,,,ES48001,PT,ES48001,7.1
2011,AGRI_ECO,,,ES48001,PT,ES48001,9.5
2013,AGRI_ECO,,,ES48001,PT,ES48001,7.1
2014,AGRI_ECO,,,ES48001,PT,ES48001,9.5
2020,AGRI_ECO,,,ES48001,PT,ES48001,10.0
2017,AGRI_ECO,,,ES48001,PT,ES48001,4.8
2015,AGRI_ECO,,,ES48001,PT,ES48001,9.5
2022,AGRI_ECO,,,ES20001,PT,ES20001,0.0
2020,AGRI_ECO,,,ES20001,PT,ES20001,12.5
2015,AGRI_ECO,,,ES20001,PT,ES20001,0.0
2016,AGRI_ECO,,,ES20001,PT,ES20001,0.0
2012,AGRI_ECO,,,ES20001,PT,ES20001,7.1
2017,AGRI_ECO,,,ES20001,PT,ES20001,0.0
2018,AGRI_ECO,,,ES20001,PT,ES20001,0.0
2021,AGRI_ECO,,,ES20001,PT,ES20001,0.0
2013,AGRI_ECO,,,ES20001,PT,ES20001,7.1
2019,AGRI_ECO,,,ES20001,PT,ES20001,0.0
2010,AGRI_ECO,,,ES20001,PT,ES20001,7.1
2011,AGRI_ECO,,,ES20001,PT,ES20001,7.1
2014,AGRI_ECO,,,ES20001,PT,ES20001,0.0
2017,AGRI_ECO,,,ES48002,PT,ES48002,5.9
2021,AGRI_ECO,,,ES48002,PT,ES48002,14.3
2012,AGRI_ECO,,,ES48002,PT,ES48002,0.0
2014,AGRI_ECO,,,ES48002,PT,ES48002,0.0
2018,AGRI_ECO,,,ES48002,PT,ES48002,5.9
2015,AGRI_ECO,,,ES48002,PT,ES48002,0.0
2020,AGRI_ECO,,,ES48002,PT,ES48002,0.0
2013,AGRI_ECO,,,ES48002,PT,ES48002,0.0
2011,AGRI_ECO,,,ES48002,PT,ES48002,0.0
2016,AGRI_ECO,,,ES48002,PT,ES48002,0.0
2010,AGRI_ECO,,,ES48002,PT,ES48002,0.0
2019,AGRI_ECO,,,ES48002,PT,ES48002,5.9
2022,AGRI_ECO,,,ES48002,PT,ES48002,14.3
2017,AGRI_ECO,,,ES20002,PT,ES20002,0.0
2016,AGRI_ECO,,,ES20002,PT,ES20002,0.0
2013,AGRI_ECO,,,ES20002,PT,ES20002,0.0
2014,AGRI_ECO,,,ES20002,PT,ES20002,0.0
2022,AGRI_ECO,,,ES20002,PT,ES20002,0.0
2011,AGRI_ECO,,,ES20002,PT,ES20002,0.0
2015,AGRI_ECO,,,ES20002,PT,ES20002,0.0
2010,AGRI_ECO,,,ES20002,PT,ES20002,0.0
2021,AGRI_ECO,,,ES20002,PT,ES20002,0.0
2018,AGRI_ECO,,,ES20002,PT,ES20002,0.0
2019,AGRI_ECO,,,ES20002,PT,ES20002,0.0
2020,AGRI_ECO,,,ES20002,PT,ES20002,0.0
2012,AGRI_ECO,,,ES20002,PT,ES20002,0.0
2021,AGRI_ECO,,,ES01051,PT,ES01051,0.0
2022,AGRI_ECO,,,ES01051,PT,ES01051,0.0
2016,AGRI_ECO,,,ES01051,PT,ES01051,2.8
2020,AGRI_ECO,,,ES01051,PT,ES01051,3.0
2011,AGRI_ECO,,,ES01051,PT,ES01051,2.8
2015,AGRI_ECO,,,ES01051,PT,ES01051,5.6
2010,AGRI_ECO,,,ES01051,PT,ES01051,2.8
2014,AGRI_ECO,,,ES01051,PT,ES01051,2.8
2013,AGRI_ECO,,,ES01051,PT,ES01051,2.8
2018,AGRI_ECO,,,ES01051,PT,ES01051,2.8
2019,AGRI_ECO,,,ES01051,PT,ES01051,2.8
2017,AGRI_ECO,,,ES01051,PT,ES01051,2.8
2012,AGRI_ECO,,,ES01051,PT,ES01051,2.8
2010,AGRI_ECO,,,ES20016,PT,ES20016,6.5
2018,AGRI_ECO,,,ES20016,PT,ES20016,9.7
2016,AGRI_ECO,,,ES20016,PT,ES20016,9.7
2021,AGRI_ECO,,,ES20016,PT,ES20016,14.6
2020,AGRI_ECO,,,ES20016,PT,ES20016,14.6
2012,AGRI_ECO,,,ES20016,PT,ES20016,6.5
2014,AGRI_ECO,,,ES20016,PT,ES20016,9.7
2022,AGRI_ECO,,,ES20016,PT,ES20016,7.3
2015,AGRI_ECO,,,ES20016,PT,ES20016,12.9
2013,AGRI_ECO,,,ES20016,PT,ES20016,9.7
2017,AGRI_ECO,,,ES20016,PT,ES20016,9.7
2011,AGRI_ECO,,,ES20016,PT,ES20016,12.9
2019,AGRI_ECO,,,ES20016,PT,ES20016,16.1
2017,AGRI_ECO,,,ES20003,PT,ES20003,28.6
2011,AGRI_ECO,,,ES20003,PT,ES20003,42.9
2022,AGRI_ECO,,,ES20003,PT,ES20003,12.5
2014,AGRI_ECO,,,ES20003,PT,ES20003,28.6
2013,AGRI_ECO,,,ES20003,PT,ES20003,42.9
2012,AGRI_ECO,,,ES20003,PT,ES20003,42.9
2010,AGRI_ECO,,,ES20003,PT,ES20003,42.9
2019,AGRI_ECO,,,ES20003,PT,ES20003,14.3
2021,AGRI_ECO,,,ES20003,PT,ES20003,12.5
2015,AGRI_ECO,,,ES20003,PT,ES20003,28.6
2016,AGRI_ECO,,,ES20003,PT,ES20003,28.6
2020,AGRI_ECO,,,ES20003,PT,ES20003,12.5
2018,AGRI_ECO,,,ES20003,PT,ES20003,28.6
2012,AGRI_ECO,,,ES48911,PT,ES48911,5.9
2010,AGRI_ECO,,,ES48911,PT,ES48911,5.9
2016,AGRI_ECO,,,ES48911,PT,ES48911,8.8
2021,AGRI_ECO,,,ES48911,PT,ES48911,33.3
2022,AGRI_ECO,,,ES48911,PT,ES48911,22.2
2017,AGRI_ECO,,,ES48911,PT,ES48911,8.8
2011,AGRI_ECO,,,ES48911,PT,ES48911,8.8
2015,AGRI_ECO,,,ES48911,PT,ES48911,8.8
2020,AGRI_ECO,,,ES48911,PT,ES48911,22.2
2018,AGRI_ECO,,,ES48911,PT,ES48911,5.9
2013,AGRI_ECO,,,ES48911,PT,ES48911,8.8
2014,AGRI_ECO,,,ES48911,PT,ES48911,8.8
2019,AGRI_ECO,,,ES48911,PT,ES48911,8.8
2014,AGRI_ECO,,,ES20004,PT,ES20004,0.0
2017,AGRI_ECO,,,ES20004,PT,ES20004,0.0
2020,AGRI_ECO,,,ES20004,PT,ES20004,0.0
2012,AGRI_ECO,,,ES20004,PT,ES20004,0.0
2018,AGRI_ECO,,,ES20004,PT,ES20004,0.0
2011,AGRI_ECO,,,ES20004,PT,ES20004,0.0
2022,AGRI_ECO,,,ES20004,PT,ES20004,25.0
2019,AGRI_ECO,,,ES20004,PT,ES20004,0.0
2016,AGRI_ECO,,,ES20004,PT,ES20004,0.0
2010,AGRI_ECO,,,ES20004,PT,ES20004,0.0
2021,AGRI_ECO,,,ES20004,PT,ES20004,0.0
2015,AGRI_ECO,,,ES20004,PT,ES20004,0.0
2013,AGRI_ECO,,,ES20004,PT,ES20004,0.0
2011,AGRI_ECO,,,ES20005,PT,ES20005,0.0
2017,AGRI_ECO,,,ES20005,PT,ES20005,0.0
2013,AGRI_ECO,,,ES20005,PT,ES20005,0.0
2010,AGRI_ECO,,,ES20005,PT,ES20005,0.0
2014,AGRI_ECO,,,ES20005,PT,ES20005,0.0
2012,AGRI_ECO,,,ES20005,PT,ES20005,0.0
2016,AGRI_ECO,,,ES20005,PT,ES20005,0.0
2020,AGRI_ECO,,,ES20005,PT,ES20005,0.0
2018,AGRI_ECO,,,ES20005,PT,ES20005,0.0
2021,AGRI_ECO,,,ES20005,PT,ES20005,0.0
2022,AGRI_ECO,,,ES20005,PT,ES20005,0.0
2019,AGRI_ECO,,,ES20005,PT,ES20005,0.0
2015,AGRI_ECO,,,ES20005,PT,ES20005,0.0
2020,AGRI_ECO,,,ES01001,PT,ES01001,6.3
2021,AGRI_ECO,,,ES01001,PT,ES01001,6.3
2013,AGRI_ECO,,,ES01001,PT,ES01001,0.0
2010,AGRI_ECO,,,ES01001,PT,ES01001,0.0
2018,AGRI_ECO,,,ES01001,PT,ES01001,5.9
2011,AGRI_ECO,,,ES01001,PT,ES01001,0.0
2017,AGRI_ECO,,,ES01001,PT,ES01001,0.0
2022,AGRI_ECO,,,ES01001,PT,ES01001,6.3
2014,AGRI_ECO,,,ES01001,PT,ES01001,5.9
2016,AGRI_ECO,,,ES01001,PT,ES01001,0.0
2012,AGRI_ECO,,,ES01001,PT,ES01001,0.0
2015,AGRI_ECO,,,ES01001,PT,ES01001,5.9
2019,AGRI_ECO,,,ES01001,PT,ES01001,5.9
2011,AGRI_ECO,,,ES20006,PT,ES20006,0.0
2020,AGRI_ECO,,,ES20006,PT,ES20006,14.3
2022,AGRI_ECO,,,ES20006,PT,ES20006,42.9
2013,AGRI_ECO,,,ES20006,PT,ES20006,0.0
2014,AGRI_ECO,,,ES20006,PT,ES20006,0.0
2018,AGRI_ECO,,,ES20006,PT,ES20006,0.0
2012,AGRI_ECO,,,ES20006,PT,ES20006,0.0
2021,AGRI_ECO,,,ES20006,PT,ES20006,14.3
2016,AGRI_ECO,,,ES20006,PT,ES20006,0.0
2015,AGRI_ECO,,,ES20006,PT,ES20006,50.0
2019,AGRI_ECO,,,ES20006,PT,ES20006,0.0
2017,AGRI_ECO,,,ES20006,PT,ES20006,0.0
2010,AGRI_ECO,,,ES20006,PT,ES20006,0.0
2011,AGRI_ECO,,,ES48912,PT,ES48912,0.0
2010,AGRI_ECO,,,ES48912,PT,ES48912,0.0
2021,AGRI_ECO,,,ES48912,PT,ES48912,0.0
2013,AGRI_ECO,,,ES48912,PT,ES48912,16.7
2014,AGRI_ECO,,,ES48912,PT,ES48912,16.7
2016,AGRI_ECO,,,ES48912,PT,ES48912,16.7
2012,AGRI_ECO,,,ES48912,PT,ES48912,16.7
2022,AGRI_ECO,,,ES48912,PT,ES48912,50.0
2019,AGRI_ECO,,,ES48912,PT,ES48912,16.7
2018,AGRI_ECO,,,ES48912,PT,ES48912,16.7
2020,AGRI_ECO,,,ES48912,PT,ES48912,50.0
2017,AGRI_ECO,,,ES48912,PT,ES48912,16.7
2015,AGRI_ECO,,,ES48912,PT,ES48912,16.7
2019,AGRI_ECO,,,ES20906,PT,ES20906,16.7
2020,AGRI_ECO,,,ES20906,PT,ES20906,0.0
2017,AGRI_ECO,,,ES20906,PT,ES20906,16.7
2014,AGRI_ECO,,,ES20906,PT,ES20906,16.7
2010,AGRI_ECO,,,ES20906,PT,ES20906,0.0
2011,AGRI_ECO,,,ES20906,PT,ES20906,0.0
2016,AGRI_ECO,,,ES20906,PT,ES20906,16.7
2021,AGRI_ECO,,,ES20906,PT,ES20906,16.7
2022,AGRI_ECO,,,ES20906,PT,ES20906,16.7
2015,AGRI_ECO,,,ES20906,PT,ES20906,16.7
2013,AGRI_ECO,,,ES20906,PT,ES20906,16.7
2018,AGRI_ECO,,,ES20906,PT,ES20906,16.7
2012,AGRI_ECO,,,ES20906,PT,ES20906,0.0
2014,AGRI_ECO,,,ES20007,PT,ES20007,14.3
2010,AGRI_ECO,,,ES20007,PT,ES20007,14.3
2013,AGRI_ECO,,,ES20007,PT,ES20007,14.3
2021,AGRI_ECO,,,ES20007,PT,ES20007,22.2
2018,AGRI_ECO,,,ES20007,PT,ES20007,14.3
2020,AGRI_ECO,,,ES20007,PT,ES20007,11.1
2016,AGRI_ECO,,,ES20007,PT,ES20007,14.3
2022,AGRI_ECO,,,ES20007,PT,ES20007,22.2
2019,AGRI_ECO,,,ES20007,PT,ES20007,28.6
2011,AGRI_ECO,,,ES20007,PT,ES20007,14.3
2012,AGRI_ECO,,,ES20007,PT,ES20007,14.3
2015,AGRI_ECO,,,ES20007,PT,ES20007,14.3
2017,AGRI_ECO,,,ES20007,PT,ES20007,14.3
2015,AGRI_ECO,,,ES20008,PT,ES20008,0.0
2011,AGRI_ECO,,,ES20008,PT,ES20008,6.7
2010,AGRI_ECO,,,ES20008,PT,ES20008,0.0
2017,AGRI_ECO,,,ES20008,PT,ES20008,0.0
2012,AGRI_ECO,,,ES20008,PT,ES20008,0.0
2018,AGRI_ECO,,,ES20008,PT,ES20008,0.0
2013,AGRI_ECO,,,ES20008,PT,ES20008,0.0
2021,AGRI_ECO,,,ES20008,PT,ES20008,0.0
2022,AGRI_ECO,,,ES20008,PT,ES20008,0.0
2016,AGRI_ECO,,,ES20008,PT,ES20008,0.0
2020,AGRI_ECO,,,ES20008,PT,ES20008,0.0
2019,AGRI_ECO,,,ES20008,PT,ES20008,0.0
2014,AGRI_ECO,,,ES20008,PT,ES20008,0.0
2014,AGRI_ECO,,,ES48003,PT,ES48003,1.1
2013,AGRI_ECO,,,ES48003,PT,ES48003,1.1
2016,AGRI_ECO,,,ES48003,PT,ES48003,2.1
2019,AGRI_ECO,,,ES48003,PT,ES48003,3.2
2021,AGRI_ECO,,,ES48003,PT,ES48003,12.8
2012,AGRI_ECO,,,ES48003,PT,ES48003,0.0
2010,AGRI_ECO,,,ES48003,PT,ES48003,0.0
2017,AGRI_ECO,,,ES48003,PT,ES48003,3.2
2020,AGRI_ECO,,,ES48003,PT,ES48003,10.3
2015,AGRI_ECO,,,ES48003,PT,ES48003,1.1
2018,AGRI_ECO,,,ES48003,PT,ES48003,2.1
2011,AGRI_ECO,,,ES48003,PT,ES48003,0.0
2022,AGRI_ECO,,,ES48003,PT,ES48003,10.3
2020,AGRI_ECO,,,ES48004,PT,ES48004,20.0
2016,AGRI_ECO,,,ES48004,PT,ES48004,5.3
2021,AGRI_ECO,,,ES48004,PT,ES48004,20.0
2019,AGRI_ECO,,,ES48004,PT,ES48004,10.5
2018,AGRI_ECO,,,ES48004,PT,ES48004,5.3
2014,AGRI_ECO,,,ES48004,PT,ES48004,0.0
2012,AGRI_ECO,,,ES48004,PT,ES48004,10.5
2010,AGRI_ECO,,,ES48004,PT,ES48004,5.3
2011,AGRI_ECO,,,ES48004,PT,ES48004,10.5
2017,AGRI_ECO,,,ES48004,PT,ES48004,5.3
2015,AGRI_ECO,,,ES48004,PT,ES48004,5.3
2013,AGRI_ECO,,,ES48004,PT,ES48004,10.5
2022,AGRI_ECO,,,ES48004,PT,ES48004,0.0
2018,AGRI_ECO,,,ES01002,PT,ES01002,9.3
2020,AGRI_ECO,,,ES01002,PT,ES01002,10.7
2015,AGRI_ECO,,,ES01002,PT,ES01002,16.3
2011,AGRI_ECO,,,ES01002,PT,ES01002,4.7
2021,AGRI_ECO,,,ES01002,PT,ES01002,17.9
2012,AGRI_ECO,,,ES01002,PT,ES01002,4.7
2016,AGRI_ECO,,,ES01002,PT,ES01002,7.0
2017,AGRI_ECO,,,ES01002,PT,ES01002,9.3
2022,AGRI_ECO,,,ES01002,PT,ES01002,14.3
2010,AGRI_ECO,,,ES01002,PT,ES01002,7.0
2013,AGRI_ECO,,,ES01002,PT,ES01002,9.3
2019,AGRI_ECO,,,ES01002,PT,ES01002,9.3
2014,AGRI_ECO,,,ES01002,PT,ES01002,14.0
2010,AGRI_ECO,,,ES20009,PT,ES20009,0.0
2020,AGRI_ECO,,,ES20009,PT,ES20009,9.5
2021,AGRI_ECO,,,ES20009,PT,ES20009,9.5
2013,AGRI_ECO,,,ES20009,PT,ES20009,0.0
2018,AGRI_ECO,,,ES20009,PT,ES20009,4.3
2011,AGRI_ECO,,,ES20009,PT,ES20009,0.0
2017,AGRI_ECO,,,ES20009,PT,ES20009,4.3
2022,AGRI_ECO,,,ES20009,PT,ES20009,9.5
2014,AGRI_ECO,,,ES20009,PT,ES20009,4.3
2012,AGRI_ECO,,,ES20009,PT,ES20009,0.0
2016,AGRI_ECO,,,ES20009,PT,ES20009,4.3
2015,AGRI_ECO,,,ES20009,PT,ES20009,13.0
2019,AGRI_ECO,,,ES20009,PT,ES20009,8.7
2018,AGRI_ECO,,,ES20010,PT,ES20010,14.3
2022,AGRI_ECO,,,ES20010,PT,ES20010,9.1
2013,AGRI_ECO,,,ES20010,PT,ES20010,14.3
2017,AGRI_ECO,,,ES20010,PT,ES20010,14.3
2012,AGRI_ECO,,,ES20010,PT,ES20010,14.3
2015,AGRI_ECO,,,ES20010,PT,ES20010,14.3
2021,AGRI_ECO,,,ES20010,PT,ES20010,9.1
2020,AGRI_ECO,,,ES20010,PT,ES20010,0.0
2016,AGRI_ECO,,,ES20010,PT,ES20010,14.3
2019,AGRI_ECO,,,ES20010,PT,ES20010,14.3
2014,AGRI_ECO,,,ES20010,PT,ES20010,14.3
2011,AGRI_ECO,,,ES20010,PT,ES20010,14.3
2010,AGRI_ECO,,,ES20010,PT,ES20010,14.3
2013,AGRI_ECO,,,ES20011,PT,ES20011,6.7
2021,AGRI_ECO,,,ES20011,PT,ES20011,12.5
2010,AGRI_ECO,,,ES20011,PT,ES20011,6.7
2017,AGRI_ECO,,,ES20011,PT,ES20011,20.0
2014,AGRI_ECO,,,ES20011,PT,ES20011,6.7
2012,AGRI_ECO,,,ES20011,PT,ES20011,6.7
2019,AGRI_ECO,,,ES20011,PT,ES20011,13.3
2020,AGRI_ECO,,,ES20011,PT,ES20011,12.5
2022,AGRI_ECO,,,ES20011,PT,ES20011,6.3
2016,AGRI_ECO,,,ES20011,PT,ES20011,20.0
2015,AGRI_ECO,,,ES20011,PT,ES20011,13.3
2018,AGRI_ECO,,,ES20011,PT,ES20011,13.3
2011,AGRI_ECO,,,ES20011,PT,ES20011,13.3
2015,AGRI_ECO,,,ES01049,PT,ES01049,8.3
2018,AGRI_ECO,,,ES01049,PT,ES01049,0.0
2012,AGRI_ECO,,,ES01049,PT,ES01049,0.0
2017,AGRI_ECO,,,ES01049,PT,ES01049,0.0
2022,AGRI_ECO,,,ES01049,PT,ES01049,12.5
2014,AGRI_ECO,,,ES01049,PT,ES01049,0.0
2010,AGRI_ECO,,,ES01049,PT,ES01049,0.0
2013,AGRI_ECO,,,ES01049,PT,ES01049,0.0
2019,AGRI_ECO,,,ES01049,PT,ES01049,0.0
2021,AGRI_ECO,,,ES01049,PT,ES01049,0.0
2011,AGRI_ECO,,,ES01049,PT,ES01049,0.0
2016,AGRI_ECO,,,ES01049,PT,ES01049,0.0
2020,AGRI_ECO,,,ES01049,PT,ES01049,0.0
2017,AGRI_ECO,,,ES48005,PT,ES48005,0.0
2018,AGRI_ECO,,,ES48005,PT,ES48005,0.0
2014,AGRI_ECO,,,ES48005,PT,ES48005,0.0
2013,AGRI_ECO,,,ES48005,PT,ES48005,0.0
2021,AGRI_ECO,,,ES48005,PT,ES48005,0.0
2012,AGRI_ECO,,,ES48005,PT,ES48005,0.0
2016,AGRI_ECO,,,ES48005,PT,ES48005,0.0
2020,AGRI_ECO,,,ES48005,PT,ES48005,0.0
2010,AGRI_ECO,,,ES48005,PT,ES48005,0.0
2019,AGRI_ECO,,,ES48005,PT,ES48005,0.0
2011,AGRI_ECO,,,ES48005,PT,ES48005,0.0
2015,AGRI_ECO,,,ES48005,PT,ES48005,0.0
2022,AGRI_ECO,,,ES48005,PT,ES48005,0.0
2022,AGRI_ECO,,,ES20012,PT,ES20012,0.0
2012,AGRI_ECO,,,ES20012,PT,ES20012,0.0
2017,AGRI_ECO,,,ES20012,PT,ES20012,0.0
2020,AGRI_ECO,,,ES20012,PT,ES20012,0.0
2010,AGRI_ECO,,,ES20012,PT,ES20012,0.0
2011,AGRI_ECO,,,ES20012,PT,ES20012,0.0
2018,AGRI_ECO,,,ES20012,PT,ES20012,0.0
2021,AGRI_ECO,,,ES20012,PT,ES20012,0.0
2013,AGRI_ECO,,,ES20012,PT,ES20012,0.0
2016,AGRI_ECO,,,ES20012,PT,ES20012,0.0
2014,AGRI_ECO,,,ES20012,PT,ES20012,0.0
2015,AGRI_ECO,,,ES20012,PT,ES20012,0.0
2019,AGRI_ECO,,,ES20012,PT,ES20012,0.0
2022,AGRI_ECO,,,ES01003,PT,ES01003,36.8
2018,AGRI_ECO,,,ES01003,PT,ES01003,31.6
2010,AGRI_ECO,,,ES01003,PT,ES01003,21.1
2019,AGRI_ECO,,,ES01003,PT,ES01003,31.6
2012,AGRI_ECO,,,ES01003,PT,ES01003,26.3
2011,AGRI_ECO,,,ES01003,PT,ES01003,26.3
2015,AGRI_ECO,,,ES01003,PT,ES01003,36.8
2017,AGRI_ECO,,,ES01003,PT,ES01003,31.6
2014,AGRI_ECO,,,ES01003,PT,ES01003,42.1
2016,AGRI_ECO,,,ES01003,PT,ES01003,36.8
2013,AGRI_ECO,,,ES01003,PT,ES01003,31.6
2020,AGRI_ECO,,,ES01003,PT,ES01003,36.8
2021,AGRI_ECO,,,ES01003,PT,ES01003,36.8
2012,AGRI_ECO,,,ES48006,PT,ES48006,0.0
2019,AGRI_ECO,,,ES48006,PT,ES48006,0.0
2018,AGRI_ECO,,,ES48006,PT,ES48006,0.0
2022,AGRI_ECO,,,ES48006,PT,ES48006,0.0
2013,AGRI_ECO,,,ES48006,PT,ES48006,0.0
2011,AGRI_ECO,,,ES48006,PT,ES48006,0.0
2014,AGRI_ECO,,,ES48006,PT,ES48006,0.0
2017,AGRI_ECO,,,ES48006,PT,ES48006,0.0
2020,AGRI_ECO,,,ES48006,PT,ES48006,33.3
2015,AGRI_ECO,,,ES48006,PT,ES48006,0.0
2016,AGRI_ECO,,,ES48006,PT,ES48006,0.0
2010,AGRI_ECO,,,ES48006,PT,ES48006,0.0
2021,AGRI_ECO,,,ES48006,PT,ES48006,0.0
2021,AGRI_ECO,,,ES48093,PT,ES48093,100.0
2013,AGRI_ECO,,,ES48093,PT,ES48093,14.3
2018,AGRI_ECO,,,ES48093,PT,ES48093,14.3
2016,AGRI_ECO,,,ES48093,PT,ES48093,14.3
2011,AGRI_ECO,,,ES48093,PT,ES48093,14.3
2022,AGRI_ECO,,,ES48093,PT,ES48093,50.0
2017,AGRI_ECO,,,ES48093,PT,ES48093,14.3
2020,AGRI_ECO,,,ES48093,PT,ES48093,50.0
2019,AGRI_ECO,,,ES48093,PT,ES48093,14.3
2010,AGRI_ECO,,,ES48093,PT,ES48093,14.3
2012,AGRI_ECO,,,ES48093,PT,ES48093,14.3
2014,AGRI_ECO,,,ES48093,PT,ES48093,14.3
2015,AGRI_ECO,,,ES48093,PT,ES48093,14.3
2016,AGRI_ECO,,,ES20013,PT,ES20013,0.0
2014,AGRI_ECO,,,ES20013,PT,ES20013,0.0
2019,AGRI_ECO,,,ES20013,PT,ES20013,0.0
2017,AGRI_ECO,,,ES20013,PT,ES20013,0.0
2015,AGRI_ECO,,,ES20013,PT,ES20013,5.9
2021,AGRI_ECO,,,ES20013,PT,ES20013,16.7
2011,AGRI_ECO,,,ES20013,PT,ES20013,5.9
2020,AGRI_ECO,,,ES20013,PT,ES20013,0.0
2018,AGRI_ECO,,,ES20013,PT,ES20013,0.0
2013,AGRI_ECO,,,ES20013,PT,ES20013,0.0
2010,AGRI_ECO,,,ES20013,PT,ES20013,0.0
2012,AGRI_ECO,,,ES20013,PT,ES20013,0.0
2022,AGRI_ECO,,,ES20013,PT,ES20013,16.7
2020,AGRI_ECO,,,ES01006,PT,ES01006,10.0
2018,AGRI_ECO,,,ES01006,PT,ES01006,0.0
2022,AGRI_ECO,,,ES01006,PT,ES01006,0.0
2015,AGRI_ECO,,,ES01006,PT,ES01006,0.0
2016,AGRI_ECO,,,ES01006,PT,ES01006,0.0
2010,AGRI_ECO,,,ES01006,PT,ES01006,0.0
2019,AGRI_ECO,,,ES01006,PT,ES01006,0.0
2011,AGRI_ECO,,,ES01006,PT,ES01006,0.0
2017,AGRI_ECO,,,ES01006,PT,ES01006,0.0
2021,AGRI_ECO,,,ES01006,PT,ES01006,0.0
2012,AGRI_ECO,,,ES01006,PT,ES01006,0.0
2014,AGRI_ECO,,,ES01006,PT,ES01006,0.0
2013,AGRI_ECO,,,ES01006,PT,ES01006,0.0
2011,AGRI_ECO,,,ES01037,PT,ES01037,4.9
2021,AGRI_ECO,,,ES01037,PT,ES01037,15.4
2016,AGRI_ECO,,,ES01037,PT,ES01037,4.9
2022,AGRI_ECO,,,ES01037,PT,ES01037,19.2
2010,AGRI_ECO,,,ES01037,PT,ES01037,4.9
2020,AGRI_ECO,,,ES01037,PT,ES01037,0.0
2015,AGRI_ECO,,,ES01037,PT,ES01037,2.4
2012,AGRI_ECO,,,ES01037,PT,ES01037,4.9
2014,AGRI_ECO,,,ES01037,PT,ES01037,4.9
2019,AGRI_ECO,,,ES01037,PT,ES01037,7.3
2018,AGRI_ECO,,,ES01037,PT,ES01037,4.9
2017,AGRI_ECO,,,ES01037,PT,ES01037,4.9
2013,AGRI_ECO,,,ES01037,PT,ES01037,4.9
2016,AGRI_ECO,,,ES48009,PT,ES48009,8.3
2018,AGRI_ECO,,,ES48009,PT,ES48009,8.3
2015,AGRI_ECO,,,ES48009,PT,ES48009,8.3
2020,AGRI_ECO,,,ES48009,PT,ES48009,12.5
2022,AGRI_ECO,,,ES48009,PT,ES48009,0.0
2019,AGRI_ECO,,,ES48009,PT,ES48009,8.3
2012,AGRI_ECO,,,ES48009,PT,ES48009,8.3
2021,AGRI_ECO,,,ES48009,PT,ES48009,0.0
2010,AGRI_ECO,,,ES48009,PT,ES48009,0.0
2011,AGRI_ECO,,,ES48009,PT,ES48009,8.3
2014,AGRI_ECO,,,ES48009,PT,ES48009,8.3
2013,AGRI_ECO,,,ES48009,PT,ES48009,8.3
2017,AGRI_ECO,,,ES48009,PT,ES48009,8.3
2016,AGRI_ECO,,,ES20055,PT,ES20055,10.0
2022,AGRI_ECO,,,ES20055,PT,ES20055,19.2
2021,AGRI_ECO,,,ES20055,PT,ES20055,19.2
2013,AGRI_ECO,,,ES20055,PT,ES20055,7.5
2014,AGRI_ECO,,,ES20055,PT,ES20055,7.5
2011,AGRI_ECO,,,ES20055,PT,ES20055,7.5
2017,AGRI_ECO,,,ES20055,PT,ES20055,10.0
2010,AGRI_ECO,,,ES20055,PT,ES20055,10.0
2019,AGRI_ECO,,,ES20055,PT,ES20055,12.5
2012,AGRI_ECO,,,ES20055,PT,ES20055,7.5
2018,AGRI_ECO,,,ES20055,PT,ES20055,10.0
2015,AGRI_ECO,,,ES20055,PT,ES20055,10.0
2020,AGRI_ECO,,,ES20055,PT,ES20055,15.4
2021,AGRI_ECO,,,ES48914,PT,ES48914,0.0
2018,AGRI_ECO,,,ES48914,PT,ES48914,3.3
2014,AGRI_ECO,,,ES48914,PT,ES48914,3.3
2012,AGRI_ECO,,,ES48914,PT,ES48914,3.3
2020,AGRI_ECO,,,ES48914,PT,ES48914,0.0
2016,AGRI_ECO,,,ES48914,PT,ES48914,3.3
2011,AGRI_ECO,,,ES48914,PT,ES48914,3.3
2017,AGRI_ECO,,,ES48914,PT,ES48914,3.3
2013,AGRI_ECO,,,ES48914,PT,ES48914,3.3
2015,AGRI_ECO,,,ES48914,PT,ES48914,3.3
2022,AGRI_ECO,,,ES48914,PT,ES48914,0.0
