Year,Actividad,Territorio,Comarca,Municipio,Units,GeoCode,Value
2020,GAN_ECO,,,ES48910,PT,ES48910,0.0
2021,GAN_ECO,,,ES48050,PT,ES48050,0.0
2017,GAN_ECO,,,ES48050,PT,ES48050,0.0
2015,GAN_ECO,,,ES48050,PT,ES48050,0.0
2011,GAN_ECO,,,ES48050,PT,ES48050,0.0
2022,GAN_ECO,,,ES48050,PT,ES48050,0.0
2010,GAN_ECO,,,ES48050,PT,ES48050,0.0
2019,GAN_ECO,,,ES48050,PT,ES48050,0.0
2018,GAN_ECO,,,ES48050,PT,ES48050,0.0
2014,GAN_ECO,,,ES48050,PT,ES48050,0.0
2013,GAN_ECO,,,ES48050,PT,ES48050,0.0
2016,GAN_ECO,,,ES48050,PT,ES48050,0.0
2012,GAN_ECO,,,ES48050,PT,ES48050,0.0
2020,GAN_ECO,,,ES48050,PT,ES48050,0.0
2016,GAN_ECO,,,ES48022,PT,ES48022,0.7
2017,GAN_ECO,,,ES48022,PT,ES48022,1.1
2012,GAN_ECO,,,ES48022,PT,ES48022,0.7
2022,GAN_ECO,,,ES48022,PT,ES48022,0.7
2020,GAN_ECO,,,ES48022,PT,ES48022,0.7
2011,GAN_ECO,,,ES48022,PT,ES48022,0.7
2019,GAN_ECO,,,ES48022,PT,ES48022,1.1
2018,GAN_ECO,,,ES48022,PT,ES48022,1.1
2015,GAN_ECO,,,ES48022,PT,ES48022,0.7
2014,GAN_ECO,,,ES48022,PT,ES48022,0.7
2010,GAN_ECO,,,ES48022,PT,ES48022,0.4
2021,GAN_ECO,,,ES48022,PT,ES48022,0.7
2013,GAN_ECO,,,ES48022,PT,ES48022,0.7
2012,GAN_ECO,,,ES48907,PT,ES48907,0.0
2020,GAN_ECO,,,ES48907,PT,ES48907,0.0
2016,GAN_ECO,,,ES48907,PT,ES48907,0.0
2011,GAN_ECO,,,ES48907,PT,ES48907,0.0
2018,GAN_ECO,,,ES48907,PT,ES48907,0.0
2014,GAN_ECO,,,ES48907,PT,ES48907,0.0
2013,GAN_ECO,,,ES48907,PT,ES48907,0.0
2010,GAN_ECO,,,ES48907,PT,ES48907,0.0
2021,GAN_ECO,,,ES48907,PT,ES48907,0.0
2017,GAN_ECO,,,ES48907,PT,ES48907,0.0
2022,GAN_ECO,,,ES48907,PT,ES48907,0.0
2015,GAN_ECO,,,ES48907,PT,ES48907,0.0
2019,GAN_ECO,,,ES48907,PT,ES48907,0.0
2015,GAN_ECO,,,ES01019,PT,ES01019,0.0
2021,GAN_ECO,,,ES01019,PT,ES01019,0.0
2010,GAN_ECO,,,ES01019,PT,ES01019,0.0
2011,GAN_ECO,,,ES01019,PT,ES01019,0.0
2016,GAN_ECO,,,ES01019,PT,ES01019,0.0
2018,GAN_ECO,,,ES01019,PT,ES01019,0.0
2014,GAN_ECO,,,ES01019,PT,ES01019,0.0
2019,GAN_ECO,,,ES01019,PT,ES01019,0.0
2012,GAN_ECO,,,ES01019,PT,ES01019,0.0
2017,GAN_ECO,,,ES01019,PT,ES01019,0.0
2022,GAN_ECO,,,ES01019,PT,ES01019,0.0
2020,GAN_ECO,,,ES01019,PT,ES01019,0.0
2013,GAN_ECO,,,ES01019,PT,ES01019,0.0
2019,GAN_ECO,,,ES01020,PT,ES01020,6.7
2022,GAN_ECO,,,ES01020,PT,ES01020,18.2
2017,GAN_ECO,,,ES01020,PT,ES01020,3.3
2015,GAN_ECO,,,ES01020,PT,ES01020,3.3
2011,GAN_ECO,,,ES01020,PT,ES01020,0.0
2013,GAN_ECO,,,ES01020,PT,ES01020,3.3
2021,GAN_ECO,,,ES01020,PT,ES01020,15.2
2020,GAN_ECO,,,ES01020,PT,ES01020,6.1
2018,GAN_ECO,,,ES01020,PT,ES01020,6.7
2014,GAN_ECO,,,ES01020,PT,ES01020,3.3
2012,GAN_ECO,,,ES01020,PT,ES01020,3.3
2010,GAN_ECO,,,ES01020,PT,ES01020,0.0
2016,GAN_ECO,,,ES01020,PT,ES01020,3.3
2010,GAN_ECO,,,ES01028,PT,ES01028,0.0
2013,GAN_ECO,,,ES01028,PT,ES01028,0.0
2019,GAN_ECO,,,ES01028,PT,ES01028,0.0
2012,GAN_ECO,,,ES01028,PT,ES01028,0.0
2015,GAN_ECO,,,ES01028,PT,ES01028,0.0
2018,GAN_ECO,,,ES01028,PT,ES01028,0.0
2020,GAN_ECO,,,ES01028,PT,ES01028,0.0
2022,GAN_ECO,,,ES01028,PT,ES01028,0.0
2021,GAN_ECO,,,ES01028,PT,ES01028,0.0
2016,GAN_ECO,,,ES01028,PT,ES01028,0.0
2014,GAN_ECO,,,ES01028,PT,ES01028,0.0
2011,GAN_ECO,,,ES01028,PT,ES01028,0.0
2017,GAN_ECO,,,ES01028,PT,ES01028,0.0
2021,GAN_ECO,,,ES01030,PT,ES01030,0.0
2017,GAN_ECO,,,ES01030,PT,ES01030,20.0
2022,GAN_ECO,,,ES01030,PT,ES01030,0.0
2020,GAN_ECO,,,ES01030,PT,ES01030,0.0
2016,GAN_ECO,,,ES01030,PT,ES01030,20.0
2019,GAN_ECO,,,ES01030,PT,ES01030,0.0
2018,GAN_ECO,,,ES01030,PT,ES01030,20.0
2012,GAN_ECO,,,ES01030,PT,ES01030,0.0
2013,GAN_ECO,,,ES01030,PT,ES01030,20.0
2015,GAN_ECO,,,ES01030,PT,ES01030,0.0
2010,GAN_ECO,,,ES01030,PT,ES01030,0.0
2014,GAN_ECO,,,ES01030,PT,ES01030,20.0
2011,GAN_ECO,,,ES01030,PT,ES01030,0.0
2017,GAN_ECO,,,ES01031,PT,ES01031,0.0
2022,GAN_ECO,,,ES01031,PT,ES01031,0.0
2015,GAN_ECO,,,ES01031,PT,ES01031,0.0
2020,GAN_ECO,,,ES01031,PT,ES01031,0.0
2014,GAN_ECO,,,ES01031,PT,ES01031,0.0
2010,GAN_ECO,,,ES01031,PT,ES01031,0.0
2021,GAN_ECO,,,ES01031,PT,ES01031,0.0
2019,GAN_ECO,,,ES01031,PT,ES01031,0.0
2016,GAN_ECO,,,ES01031,PT,ES01031,0.0
2011,GAN_ECO,,,ES01031,PT,ES01031,0.0
2018,GAN_ECO,,,ES01031,PT,ES01031,0.0
2012,GAN_ECO,,,ES01031,PT,ES01031,0.0
2013,GAN_ECO,,,ES01031,PT,ES01031,0.0
2018,GAN_ECO,,,ES48051,PT,ES48051,0.0
2012,GAN_ECO,,,ES48051,PT,ES48051,0.0
2017,GAN_ECO,,,ES48051,PT,ES48051,0.0
2013,GAN_ECO,,,ES48051,PT,ES48051,0.0
2020,GAN_ECO,,,ES48051,PT,ES48051,0.0
2016,GAN_ECO,,,ES48051,PT,ES48051,0.0
2014,GAN_ECO,,,ES48051,PT,ES48051,0.0
2011,GAN_ECO,,,ES48051,PT,ES48051,0.0
2010,GAN_ECO,,,ES48051,PT,ES48051,0.0
2015,GAN_ECO,,,ES48051,PT,ES48051,0.0
2019,GAN_ECO,,,ES48051,PT,ES48051,0.0
2021,GAN_ECO,,,ES48051,PT,ES48051,0.0
2022,GAN_ECO,,,ES48051,PT,ES48051,0.0
2011,GAN_ECO,,,ES01902,PT,ES01902,11.1
2021,GAN_ECO,,,ES01902,PT,ES01902,20.0
2013,GAN_ECO,,,ES01902,PT,ES01902,11.1
2018,GAN_ECO,,,ES01902,PT,ES01902,11.1
2015,GAN_ECO,,,ES01902,PT,ES01902,11.1
2012,GAN_ECO,,,ES01902,PT,ES01902,11.1
2010,GAN_ECO,,,ES01902,PT,ES01902,11.1
2014,GAN_ECO,,,ES01902,PT,ES01902,11.1
2022,GAN_ECO,,,ES01902,PT,ES01902,20.0
2017,GAN_ECO,,,ES01902,PT,ES01902,11.1
2020,GAN_ECO,,,ES01902,PT,ES01902,60.0
2016,GAN_ECO,,,ES01902,PT,ES01902,11.1
2019,GAN_ECO,,,ES01902,PT,ES01902,11.1
2021,GAN_ECO,,,ES01033,PT,ES01033,0.0
2020,GAN_ECO,,,ES01033,PT,ES01033,0.0
2022,GAN_ECO,,,ES01033,PT,ES01033,0.0
2015,GAN_ECO,,,ES48052,PT,ES48052,2.0
2019,GAN_ECO,,,ES48052,PT,ES48052,2.0
2011,GAN_ECO,,,ES48052,PT,ES48052,4.0
2020,GAN_ECO,,,ES48052,PT,ES48052,5.3
2014,GAN_ECO,,,ES48052,PT,ES48052,4.0
2021,GAN_ECO,,,ES48052,PT,ES48052,5.3
2017,GAN_ECO,,,ES48052,PT,ES48052,2.0
2016,GAN_ECO,,,ES48052,PT,ES48052,2.0
2013,GAN_ECO,,,ES48052,PT,ES48052,4.0
2012,GAN_ECO,,,ES48052,PT,ES48052,4.0
2018,GAN_ECO,,,ES48052,PT,ES48052,2.0
2010,GAN_ECO,,,ES48052,PT,ES48052,4.0
2022,GAN_ECO,,,ES48052,PT,ES48052,5.3
2022,GAN_ECO,,,ES20048,PT,ES20048,5.6
2019,GAN_ECO,,,ES20048,PT,ES20048,0.0
2016,GAN_ECO,,,ES20048,PT,ES20048,0.0
2018,GAN_ECO,,,ES20048,PT,ES20048,0.0
2017,GAN_ECO,,,ES20048,PT,ES20048,0.0
2012,GAN_ECO,,,ES20048,PT,ES20048,0.0
2021,GAN_ECO,,,ES20048,PT,ES20048,5.6
2020,GAN_ECO,,,ES20048,PT,ES20048,0.0
2015,GAN_ECO,,,ES20048,PT,ES20048,0.0
2014,GAN_ECO,,,ES20048,PT,ES20048,0.0
2011,GAN_ECO,,,ES20048,PT,ES20048,0.0
2010,GAN_ECO,,,ES20048,PT,ES20048,0.0
2013,GAN_ECO,,,ES20048,PT,ES20048,0.0
2021,GAN_ECO,,,ES20902,PT,ES20902,0.0
2011,GAN_ECO,,,ES20902,PT,ES20902,0.0
2015,GAN_ECO,,,ES20902,PT,ES20902,0.0
2018,GAN_ECO,,,ES20902,PT,ES20902,0.0
2020,GAN_ECO,,,ES20902,PT,ES20902,0.0
2014,GAN_ECO,,,ES20902,PT,ES20902,0.0
2022,GAN_ECO,,,ES20902,PT,ES20902,0.0
2017,GAN_ECO,,,ES20902,PT,ES20902,0.0
2016,GAN_ECO,,,ES20902,PT,ES20902,0.0
2013,GAN_ECO,,,ES20902,PT,ES20902,0.0
2012,GAN_ECO,,,ES20902,PT,ES20902,0.0
2010,GAN_ECO,,,ES20902,PT,ES20902,0.0
2019,GAN_ECO,,,ES20902,PT,ES20902,0.0
2011,GAN_ECO,,,ES01036,PT,ES01036,1.1
2010,GAN_ECO,,,ES01036,PT,ES01036,1.1
2018,GAN_ECO,,,ES01036,PT,ES01036,1.1
2016,GAN_ECO,,,ES01036,PT,ES01036,1.1
2015,GAN_ECO,,,ES01036,PT,ES01036,1.1
2017,GAN_ECO,,,ES01036,PT,ES01036,1.1
2013,GAN_ECO,,,ES01036,PT,ES01036,1.1
2014,GAN_ECO,,,ES01036,PT,ES01036,1.1
2021,GAN_ECO,,,ES01036,PT,ES01036,1.4
2022,GAN_ECO,,,ES01036,PT,ES01036,0.0
2012,GAN_ECO,,,ES01036,PT,ES01036,1.1
2019,GAN_ECO,,,ES01036,PT,ES01036,1.1
2020,GAN_ECO,,,ES01036,PT,ES01036,1.4
2017,GAN_ECO,,,ES48053,PT,ES48053,0.0
2012,GAN_ECO,,,ES48053,PT,ES48053,0.0
2022,GAN_ECO,,,ES48053,PT,ES48053,0.0
2020,GAN_ECO,,,ES48053,PT,ES48053,0.0
2011,GAN_ECO,,,ES48053,PT,ES48053,0.0
2019,GAN_ECO,,,ES48053,PT,ES48053,0.0
2018,GAN_ECO,,,ES48053,PT,ES48053,0.0
2015,GAN_ECO,,,ES48053,PT,ES48053,0.0
2014,GAN_ECO,,,ES48053,PT,ES48053,0.0
2010,GAN_ECO,,,ES48053,PT,ES48053,0.0
2021,GAN_ECO,,,ES48053,PT,ES48053,0.0
2013,GAN_ECO,,,ES48053,PT,ES48053,0.0
2016,GAN_ECO,,,ES48053,PT,ES48053,0.0
2010,GAN_ECO,,,ES20049,PT,ES20049,0.0
2015,GAN_ECO,,,ES20049,PT,ES20049,0.0
2012,GAN_ECO,,,ES20049,PT,ES20049,0.0
2013,GAN_ECO,,,ES20049,PT,ES20049,0.0
2016,GAN_ECO,,,ES20049,PT,ES20049,0.0
2021,GAN_ECO,,,ES20049,PT,ES20049,0.0
2020,GAN_ECO,,,ES20049,PT,ES20049,0.0
2018,GAN_ECO,,,ES20049,PT,ES20049,0.0
2022,GAN_ECO,,,ES20049,PT,ES20049,0.0
2017,GAN_ECO,,,ES20049,PT,ES20049,0.0
2014,GAN_ECO,,,ES20049,PT,ES20049,0.0
2011,GAN_ECO,,,ES20049,PT,ES20049,0.0
2019,GAN_ECO,,,ES20049,PT,ES20049,0.0
2020,GAN_ECO,,,ES20050,PT,ES20050,0.0
2021,GAN_ECO,,,ES20050,PT,ES20050,0.0
2017,GAN_ECO,,,ES20050,PT,ES20050,0.0
2010,GAN_ECO,,,ES20050,PT,ES20050,0.0
2016,GAN_ECO,,,ES20050,PT,ES20050,0.0
2022,GAN_ECO,,,ES20050,PT,ES20050,0.0
2013,GAN_ECO,,,ES20050,PT,ES20050,0.0
2012,GAN_ECO,,,ES20050,PT,ES20050,0.0
2018,GAN_ECO,,,ES20050,PT,ES20050,0.0
2015,GAN_ECO,,,ES20050,PT,ES20050,0.0
2014,GAN_ECO,,,ES20050,PT,ES20050,0.0
2011,GAN_ECO,,,ES20050,PT,ES20050,0.0
2019,GAN_ECO,,,ES20050,PT,ES20050,0.0
2017,GAN_ECO,,,ES20051,PT,ES20051,0.0
2013,GAN_ECO,,,ES20051,PT,ES20051,0.0
2012,GAN_ECO,,,ES20051,PT,ES20051,0.0
2022,GAN_ECO,,,ES20051,PT,ES20051,2.0
2015,GAN_ECO,,,ES20051,PT,ES20051,0.0
2019,GAN_ECO,,,ES20051,PT,ES20051,0.0
2014,GAN_ECO,,,ES20051,PT,ES20051,0.0
2018,GAN_ECO,,,ES20051,PT,ES20051,0.0
2016,GAN_ECO,,,ES20051,PT,ES20051,0.0
2011,GAN_ECO,,,ES20051,PT,ES20051,0.0
2010,GAN_ECO,,,ES20051,PT,ES20051,0.0
2021,GAN_ECO,,,ES20051,PT,ES20051,0.0
2020,GAN_ECO,,,ES20051,PT,ES20051,0.0
2011,GAN_ECO,,,ES20052,PT,ES20052,3.6
2014,GAN_ECO,,,ES20052,PT,ES20052,3.6
2015,GAN_ECO,,,ES20052,PT,ES20052,3.6
2013,GAN_ECO,,,ES20052,PT,ES20052,3.6
2022,GAN_ECO,,,ES20052,PT,ES20052,0.0
2020,GAN_ECO,,,ES20052,PT,ES20052,0.0
2016,GAN_ECO,,,ES20052,PT,ES20052,0.0
2019,GAN_ECO,,,ES20052,PT,ES20052,0.0
2012,GAN_ECO,,,ES20052,PT,ES20052,3.6
2021,GAN_ECO,,,ES20052,PT,ES20052,0.0
2018,GAN_ECO,,,ES20052,PT,ES20052,0.0
2017,GAN_ECO,,,ES20052,PT,ES20052,0.0
2010,GAN_ECO,,,ES20052,PT,ES20052,0.0
2022,GAN_ECO,,,ES01058,PT,ES01058,0.0
2014,GAN_ECO,,,ES01058,PT,ES01058,3.4
2016,GAN_ECO,,,ES01058,PT,ES01058,0.0
2015,GAN_ECO,,,ES01058,PT,ES01058,0.0
2010,GAN_ECO,,,ES01058,PT,ES01058,0.0
2020,GAN_ECO,,,ES01058,PT,ES01058,0.0
2013,GAN_ECO,,,ES01058,PT,ES01058,3.4
2019,GAN_ECO,,,ES01058,PT,ES01058,0.0
2011,GAN_ECO,,,ES01058,PT,ES01058,0.0
2012,GAN_ECO,,,ES01058,PT,ES01058,0.0
2018,GAN_ECO,,,ES01058,PT,ES01058,0.0
2017,GAN_ECO,,,ES01058,PT,ES01058,0.0
2021,GAN_ECO,,,ES01058,PT,ES01058,0.0
2011,GAN_ECO,,,ES20068,PT,ES20068,0.0
2010,GAN_ECO,,,ES20068,PT,ES20068,0.0
2017,GAN_ECO,,,ES20068,PT,ES20068,0.0
2014,GAN_ECO,,,ES20068,PT,ES20068,0.0
2013,GAN_ECO,,,ES20068,PT,ES20068,0.0
2022,GAN_ECO,,,ES20068,PT,ES20068,0.0
2021,GAN_ECO,,,ES20068,PT,ES20068,0.0
2019,GAN_ECO,,,ES20068,PT,ES20068,0.0
2016,GAN_ECO,,,ES20068,PT,ES20068,0.0
2015,GAN_ECO,,,ES20068,PT,ES20068,0.0
2012,GAN_ECO,,,ES20068,PT,ES20068,0.0
2020,GAN_ECO,,,ES20068,PT,ES20068,0.0
2018,GAN_ECO,,,ES20068,PT,ES20068,0.0
2022,GAN_ECO,,,ES48054,PT,ES48054,0.0
2013,GAN_ECO,,,ES48054,PT,ES48054,0.0
2014,GAN_ECO,,,ES48054,PT,ES48054,0.0
2018,GAN_ECO,,,ES48054,PT,ES48054,0.0
2021,GAN_ECO,,,ES48054,PT,ES48054,0.0
2020,GAN_ECO,,,ES48054,PT,ES48054,0.0
2017,GAN_ECO,,,ES48054,PT,ES48054,0.0
2015,GAN_ECO,,,ES48054,PT,ES48054,0.0
2011,GAN_ECO,,,ES48054,PT,ES48054,0.0
2010,GAN_ECO,,,ES48054,PT,ES48054,0.0
2012,GAN_ECO,,,ES48054,PT,ES48054,0.0
2016,GAN_ECO,,,ES48054,PT,ES48054,0.0
2019,GAN_ECO,,,ES48054,PT,ES48054,0.0
2018,GAN_ECO,,,ES48057,PT,ES48057,0.0
2022,GAN_ECO,,,ES48057,PT,ES48057,0.0
2012,GAN_ECO,,,ES48057,PT,ES48057,0.0
2016,GAN_ECO,,,ES48057,PT,ES48057,0.0
2020,GAN_ECO,,,ES48057,PT,ES48057,0.0
2019,GAN_ECO,,,ES48057,PT,ES48057,0.0
2014,GAN_ECO,,,ES48057,PT,ES48057,0.0
2011,GAN_ECO,,,ES48057,PT,ES48057,0.0
2010,GAN_ECO,,,ES48057,PT,ES48057,0.0
2017,GAN_ECO,,,ES48057,PT,ES48057,0.0
2015,GAN_ECO,,,ES48057,PT,ES48057,0.0
2021,GAN_ECO,,,ES48057,PT,ES48057,0.0
2013,GAN_ECO,,,ES48057,PT,ES48057,0.0
2014,GAN_ECO,,,ES48055,PT,ES48055,0.0
2018,GAN_ECO,,,ES48055,PT,ES48055,0.0
2010,GAN_ECO,,,ES48055,PT,ES48055,0.0
2020,GAN_ECO,,,ES48055,PT,ES48055,3.7
2013,GAN_ECO,,,ES48055,PT,ES48055,0.0
2022,GAN_ECO,,,ES48055,PT,ES48055,0.0
2021,GAN_ECO,,,ES48055,PT,ES48055,0.0
2017,GAN_ECO,,,ES48055,PT,ES48055,0.0
2016,GAN_ECO,,,ES48055,PT,ES48055,0.0
2012,GAN_ECO,,,ES48055,PT,ES48055,0.0
2011,GAN_ECO,,,ES48055,PT,ES48055,0.0
2019,GAN_ECO,,,ES48055,PT,ES48055,0.0
2015,GAN_ECO,,,ES48055,PT,ES48055,0.0
2015,GAN_ECO,,,ES48056,PT,ES48056,5.3
2011,GAN_ECO,,,ES48056,PT,ES48056,2.6
2016,GAN_ECO,,,ES48056,PT,ES48056,2.6
2021,GAN_ECO,,,ES48056,PT,ES48056,4.2
2020,GAN_ECO,,,ES48056,PT,ES48056,4.2
2010,GAN_ECO,,,ES48056,PT,ES48056,2.6
2019,GAN_ECO,,,ES48056,PT,ES48056,2.6
2017,GAN_ECO,,,ES48056,PT,ES48056,2.6
2013,GAN_ECO,,,ES48056,PT,ES48056,2.6
2012,GAN_ECO,,,ES48056,PT,ES48056,2.6
2014,GAN_ECO,,,ES48056,PT,ES48056,5.3
2018,GAN_ECO,,,ES48056,PT,ES48056,2.6
2022,GAN_ECO,,,ES48056,PT,ES48056,4.2
2022,GAN_ECO,,,ES01034,PT,ES01034,0.0
2020,GAN_ECO,,,ES01034,PT,ES01034,0.0
2021,GAN_ECO,,,ES01034,PT,ES01034,0.0
2013,GAN_ECO,,,ES48081,PT,ES48081,0.0
2012,GAN_ECO,,,ES48081,PT,ES48081,0.0
2018,GAN_ECO,,,ES48081,PT,ES48081,2.9
2022,GAN_ECO,,,ES48081,PT,ES48081,4.3
2021,GAN_ECO,,,ES48081,PT,ES48081,0.0
2020,GAN_ECO,,,ES48081,PT,ES48081,0.0
2016,GAN_ECO,,,ES48081,PT,ES48081,2.9
2014,GAN_ECO,,,ES48081,PT,ES48081,0.0
2011,GAN_ECO,,,ES48081,PT,ES48081,0.0
2010,GAN_ECO,,,ES48081,PT,ES48081,0.0
2015,GAN_ECO,,,ES48081,PT,ES48081,0.0
2019,GAN_ECO,,,ES48081,PT,ES48081,2.9
2017,GAN_ECO,,,ES48081,PT,ES48081,2.9
2016,GAN_ECO,,,ES20053,PT,ES20053,0.0
2017,GAN_ECO,,,ES20053,PT,ES20053,0.0
2021,GAN_ECO,,,ES20053,PT,ES20053,0.0
2010,GAN_ECO,,,ES20053,PT,ES20053,0.0
2022,GAN_ECO,,,ES20053,PT,ES20053,3.3
2013,GAN_ECO,,,ES20053,PT,ES20053,0.0
2019,GAN_ECO,,,ES20053,PT,ES20053,0.0
2020,GAN_ECO,,,ES20053,PT,ES20053,0.0
2018,GAN_ECO,,,ES20053,PT,ES20053,0.0
2012,GAN_ECO,,,ES20053,PT,ES20053,0.0
2015,GAN_ECO,,,ES20053,PT,ES20053,0.0
2014,GAN_ECO,,,ES20053,PT,ES20053,0.0
2011,GAN_ECO,,,ES20053,PT,ES20053,0.0
2020,GAN_ECO,,,ES20054,PT,ES20054,0.0
2016,GAN_ECO,,,ES20054,PT,ES20054,0.0
2022,GAN_ECO,,,ES20054,PT,ES20054,13.3
2013,GAN_ECO,,,ES20054,PT,ES20054,0.0
2017,GAN_ECO,,,ES20054,PT,ES20054,0.0
2019,GAN_ECO,,,ES20054,PT,ES20054,0.0
2021,GAN_ECO,,,ES20054,PT,ES20054,0.0
2012,GAN_ECO,,,ES20054,PT,ES20054,0.0
2018,GAN_ECO,,,ES20054,PT,ES20054,0.0
2015,GAN_ECO,,,ES20054,PT,ES20054,0.0
2014,GAN_ECO,,,ES20054,PT,ES20054,0.0
2011,GAN_ECO,,,ES20054,PT,ES20054,0.0
2010,GAN_ECO,,,ES20054,PT,ES20054,0.0
2016,GAN_ECO,,,ES48903,PT,ES48903,3.8
2022,GAN_ECO,,,ES48903,PT,ES48903,0.0
2014,GAN_ECO,,,ES48903,PT,ES48903,0.0
2020,GAN_ECO,,,ES48903,PT,ES48903,0.0
2010,GAN_ECO,,,ES48903,PT,ES48903,0.0
2017,GAN_ECO,,,ES48903,PT,ES48903,3.8
2012,GAN_ECO,,,ES48903,PT,ES48903,0.0
2011,GAN_ECO,,,ES48903,PT,ES48903,0.0
2021,GAN_ECO,,,ES48903,PT,ES48903,0.0
2013,GAN_ECO,,,ES48903,PT,ES48903,0.0
2018,GAN_ECO,,,ES48903,PT,ES48903,3.8
2019,GAN_ECO,,,ES48903,PT,ES48903,3.8
2015,GAN_ECO,,,ES48903,PT,ES48903,3.8
2010,GAN_ECO,,,ES48058,PT,ES48058,0.0
2015,GAN_ECO,,,ES48058,PT,ES48058,0.0
2018,GAN_ECO,,,ES48058,PT,ES48058,0.0
2019,GAN_ECO,,,ES48058,PT,ES48058,0.0
2014,GAN_ECO,,,ES48058,PT,ES48058,0.0
2022,GAN_ECO,,,ES48058,PT,ES48058,1.9
2021,GAN_ECO,,,ES48058,PT,ES48058,0.0
2017,GAN_ECO,,,ES48058,PT,ES48058,0.0
2016,GAN_ECO,,,ES48058,PT,ES48058,0.0
2013,GAN_ECO,,,ES48058,PT,ES48058,0.0
2011,GAN_ECO,,,ES48058,PT,ES48058,0.0
2012,GAN_ECO,,,ES48058,PT,ES48058,0.0
2020,GAN_ECO,,,ES48058,PT,ES48058,1.9
2016,GAN_ECO,,,ES48059,PT,ES48059,0.0
2012,GAN_ECO,,,ES48059,PT,ES48059,0.0
2017,GAN_ECO,,,ES48059,PT,ES48059,0.0
2021,GAN_ECO,,,ES48059,PT,ES48059,0.0
2020,GAN_ECO,,,ES48059,PT,ES48059,0.0
2019,GAN_ECO,,,ES48059,PT,ES48059,0.0
2010,GAN_ECO,,,ES48059,PT,ES48059,0.0
2014,GAN_ECO,,,ES48059,PT,ES48059,0.0
2022,GAN_ECO,,,ES48059,PT,ES48059,0.0
2018,GAN_ECO,,,ES48059,PT,ES48059,0.0
2013,GAN_ECO,,,ES48059,PT,ES48059,0.0
2011,GAN_ECO,,,ES48059,PT,ES48059,0.0
2015,GAN_ECO,,,ES48059,PT,ES48059,0.0
2015,GAN_ECO,,,ES48060,PT,ES48060,0.0
2019,GAN_ECO,,,ES48060,PT,ES48060,0.0
2010,GAN_ECO,,,ES48060,PT,ES48060,0.0
2020,GAN_ECO,,,ES48060,PT,ES48060,0.0
2014,GAN_ECO,,,ES48060,PT,ES48060,0.0
2022,GAN_ECO,,,ES48060,PT,ES48060,0.0
2018,GAN_ECO,,,ES48060,PT,ES48060,0.0
2016,GAN_ECO,,,ES48060,PT,ES48060,0.0
2012,GAN_ECO,,,ES48060,PT,ES48060,0.0
2011,GAN_ECO,,,ES48060,PT,ES48060,0.0
2013,GAN_ECO,,,ES48060,PT,ES48060,0.0
2017,GAN_ECO,,,ES48060,PT,ES48060,0.0
2021,GAN_ECO,,,ES48060,PT,ES48060,0.0
2015,GAN_ECO,,,ES48061,PT,ES48061,0.0
2012,GAN_ECO,,,ES48061,PT,ES48061,3.2
2022,GAN_ECO,,,ES48061,PT,ES48061,0.0
2021,GAN_ECO,,,ES48061,PT,ES48061,0.0
2011,GAN_ECO,,,ES48061,PT,ES48061,3.2
2019,GAN_ECO,,,ES48061,PT,ES48061,0.0
2018,GAN_ECO,,,ES48061,PT,ES48061,0.0
2014,GAN_ECO,,,ES48061,PT,ES48061,0.0
2013,GAN_ECO,,,ES48061,PT,ES48061,3.2
2010,GAN_ECO,,,ES48061,PT,ES48061,3.2
2016,GAN_ECO,,,ES48061,PT,ES48061,0.0
2020,GAN_ECO,,,ES48061,PT,ES48061,0.0
2017,GAN_ECO,,,ES48061,PT,ES48061,0.0
2012,GAN_ECO,,,ES20901,PT,ES20901,0.0
2022,GAN_ECO,,,ES20901,PT,ES20901,3.6
2015,GAN_ECO,,,ES20901,PT,ES20901,0.0
2017,GAN_ECO,,,ES20901,PT,ES20901,0.0
2018,GAN_ECO,,,ES20901,PT,ES20901,0.0
2021,GAN_ECO,,,ES20901,PT,ES20901,3.6
2014,GAN_ECO,,,ES20901,PT,ES20901,0.0
2020,GAN_ECO,,,ES20901,PT,ES20901,0.0
2019,GAN_ECO,,,ES20901,PT,ES20901,0.0
2016,GAN_ECO,,,ES20901,PT,ES20901,0.0
2013,GAN_ECO,,,ES20901,PT,ES20901,0.0
2010,GAN_ECO,,,ES20901,PT,ES20901,0.0
2011,GAN_ECO,,,ES20901,PT,ES20901,0.0
2018,GAN_ECO,,,ES48062,PT,ES48062,0.0
2022,GAN_ECO,,,ES48062,PT,ES48062,0.0
2013,GAN_ECO,,,ES48062,PT,ES48062,0.0
2014,GAN_ECO,,,ES48062,PT,ES48062,0.0
2017,GAN_ECO,,,ES48062,PT,ES48062,0.0
2021,GAN_ECO,,,ES48062,PT,ES48062,0.0
2020,GAN_ECO,,,ES48062,PT,ES48062,0.0
2016,GAN_ECO,,,ES48062,PT,ES48062,0.0
2015,GAN_ECO,,,ES48062,PT,ES48062,0.0
2012,GAN_ECO,,,ES48062,PT,ES48062,0.0
2010,GAN_ECO,,,ES48062,PT,ES48062,0.0
2011,GAN_ECO,,,ES48062,PT,ES48062,0.0
2019,GAN_ECO,,,ES48062,PT,ES48062,0.0
2020,GAN_ECO,,,ES48063,PT,ES48063,0.0
2016,GAN_ECO,,,ES48063,PT,ES48063,0.0
2019,GAN_ECO,,,ES48063,PT,ES48063,0.0
