Year,Series,Energia,Territorio,Comarca,Municipio,Units,GeoCode,Value
2017,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES01046,W_PER_CAPITA,ES01046,0.0
2012,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES01046,W_PER_CAPITA,ES01046,0.0
2014,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES01046,W_PER_CAPITA,ES01046,0.0
2016,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48079,W_PER_CAPITA,ES48079,0.0
2014,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48079,W_PER_CAPITA,ES48079,0.0
2021,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48079,W_PER_CAPITA,ES48079,0.0
2018,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48079,W_PER_CAPITA,ES48079,0.0
2015,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48079,W_PER_CAPITA,ES48079,0.0
2013,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48079,W_PER_CAPITA,ES48079,0.0
2019,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48079,W_PER_CAPITA,ES48079,0.0
2017,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48079,W_PER_CAPITA,ES48079,0.0
2011,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48079,W_PER_CAPITA,ES48079,0.0
2012,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48079,W_PER_CAPITA,ES48079,0.0
2010,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48079,W_PER_CAPITA,ES48079,0.0
2022,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48079,W_PER_CAPITA,ES48079,0.0
2020,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48079,W_PER_CAPITA,ES48079,0.0
2016,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20034,W_PER_CAPITA,ES20034,0.0
2021,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20034,W_PER_CAPITA,ES20034,0.0
2020,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20034,W_PER_CAPITA,ES20034,0.0
2018,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20034,W_PER_CAPITA,ES20034,0.0
2015,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20034,W_PER_CAPITA,ES20034,0.0
2010,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20034,W_PER_CAPITA,ES20034,0.0
2013,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20034,W_PER_CAPITA,ES20034,0.0
2019,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20034,W_PER_CAPITA,ES20034,0.0
2017,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20034,W_PER_CAPITA,ES20034,0.0
2011,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20034,W_PER_CAPITA,ES20034,0.0
2012,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20034,W_PER_CAPITA,ES20034,0.0
2014,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20034,W_PER_CAPITA,ES20034,0.0
2022,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20034,W_PER_CAPITA,ES20034,0.0
2012,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48029,W_PER_CAPITA,ES48029,0.0
2022,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48029,W_PER_CAPITA,ES48029,0.0
2016,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48029,W_PER_CAPITA,ES48029,0.0
2020,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48029,W_PER_CAPITA,ES48029,0.0
2014,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48029,W_PER_CAPITA,ES48029,0.0
2010,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48029,W_PER_CAPITA,ES48029,0.0
2018,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48029,W_PER_CAPITA,ES48029,0.0
2011,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48029,W_PER_CAPITA,ES48029,0.0
2021,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48029,W_PER_CAPITA,ES48029,0.0
2013,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48029,W_PER_CAPITA,ES48029,0.0
2015,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48029,W_PER_CAPITA,ES48029,0.0
2017,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48029,W_PER_CAPITA,ES48029,0.0
2019,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48029,W_PER_CAPITA,ES48029,0.0
2013,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48030,W_PER_CAPITA,ES48030,0.0
2021,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48030,W_PER_CAPITA,ES48030,0.0
2011,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48030,W_PER_CAPITA,ES48030,0.0
2017,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48030,W_PER_CAPITA,ES48030,0.0
2020,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48030,W_PER_CAPITA,ES48030,0.0
2016,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48030,W_PER_CAPITA,ES48030,0.0
2014,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48030,W_PER_CAPITA,ES48030,0.0
2022,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48030,W_PER_CAPITA,ES48030,0.0
2010,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48030,W_PER_CAPITA,ES48030,0.0
2018,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48030,W_PER_CAPITA,ES48030,0.0
2012,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48030,W_PER_CAPITA,ES48030,0.0
2015,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48030,W_PER_CAPITA,ES48030,0.0
2019,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48030,W_PER_CAPITA,ES48030,0.0
2015,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20035,W_PER_CAPITA,ES20035,0.0
2010,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20035,W_PER_CAPITA,ES20035,0.0
2020,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20035,W_PER_CAPITA,ES20035,0.0
2021,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20035,W_PER_CAPITA,ES20035,0.0
2014,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20035,W_PER_CAPITA,ES20035,0.0
2011,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20035,W_PER_CAPITA,ES20035,0.0
2016,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20035,W_PER_CAPITA,ES20035,0.0
2022,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20035,W_PER_CAPITA,ES20035,0.0
2013,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20035,W_PER_CAPITA,ES20035,0.0
2018,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20035,W_PER_CAPITA,ES20035,0.0
2012,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20035,W_PER_CAPITA,ES20035,0.0
2019,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20035,W_PER_CAPITA,ES20035,0.0
2017,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20035,W_PER_CAPITA,ES20035,0.0
2014,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48906,W_PER_CAPITA,ES48906,0.0
2020,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48906,W_PER_CAPITA,ES48906,0.0
2012,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48906,W_PER_CAPITA,ES48906,0.0
2021,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48906,W_PER_CAPITA,ES48906,0.0
2017,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48906,W_PER_CAPITA,ES48906,0.0
2010,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48906,W_PER_CAPITA,ES48906,0.0
2018,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48906,W_PER_CAPITA,ES48906,0.0
2022,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48906,W_PER_CAPITA,ES48906,0.0
2015,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48906,W_PER_CAPITA,ES48906,0.0
2016,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48906,W_PER_CAPITA,ES48906,0.0
2019,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48906,W_PER_CAPITA,ES48906,0.0
2011,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48906,W_PER_CAPITA,ES48906,0.0
2013,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48906,W_PER_CAPITA,ES48906,0.0
2012,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48035,W_PER_CAPITA,ES48035,0.0
2013,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48035,W_PER_CAPITA,ES48035,0.0
2021,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48035,W_PER_CAPITA,ES48035,0.0
2011,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48035,W_PER_CAPITA,ES48035,0.0
2017,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48035,W_PER_CAPITA,ES48035,0.0
2019,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48035,W_PER_CAPITA,ES48035,0.0
2015,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48035,W_PER_CAPITA,ES48035,0.0
2016,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48035,W_PER_CAPITA,ES48035,0.0
2014,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48035,W_PER_CAPITA,ES48035,0.0
2010,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48035,W_PER_CAPITA,ES48035,0.0
2022,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48035,W_PER_CAPITA,ES48035,0.0
2020,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48035,W_PER_CAPITA,ES48035,0.0
2018,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48035,W_PER_CAPITA,ES48035,0.0
2021,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20038,W_PER_CAPITA,ES20038,0.0
2019,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20038,W_PER_CAPITA,ES20038,0.0
2016,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20038,W_PER_CAPITA,ES20038,0.0
2011,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20038,W_PER_CAPITA,ES20038,0.0
2014,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20038,W_PER_CAPITA,ES20038,0.0
2018,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20038,W_PER_CAPITA,ES20038,0.0
2022,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20038,W_PER_CAPITA,ES20038,0.0
2020,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20038,W_PER_CAPITA,ES20038,0.0
2017,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20038,W_PER_CAPITA,ES20038,0.0
2013,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20038,W_PER_CAPITA,ES20038,0.0
2012,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20038,W_PER_CAPITA,ES20038,0.0
2010,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20038,W_PER_CAPITA,ES20038,0.0
2015,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20038,W_PER_CAPITA,ES20038,0.0
2022,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20037,W_PER_CAPITA,ES20037,0.0
2021,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20037,W_PER_CAPITA,ES20037,0.0
2014,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20037,W_PER_CAPITA,ES20037,0.0
2015,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20037,W_PER_CAPITA,ES20037,0.0
2011,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20037,W_PER_CAPITA,ES20037,0.0
2013,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20037,W_PER_CAPITA,ES20037,0.0
2016,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20037,W_PER_CAPITA,ES20037,0.0
2012,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20037,W_PER_CAPITA,ES20037,0.0
2020,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20037,W_PER_CAPITA,ES20037,0.0
2010,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20037,W_PER_CAPITA,ES20037,0.0
2017,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20037,W_PER_CAPITA,ES20037,0.0
2019,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20037,W_PER_CAPITA,ES20037,0.0
2018,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20037,W_PER_CAPITA,ES20037,0.0
2014,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48036,W_PER_CAPITA,ES48036,0.0
2022,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48036,W_PER_CAPITA,ES48036,0.0
2020,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48036,W_PER_CAPITA,ES48036,0.0
2018,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48036,W_PER_CAPITA,ES48036,0.0
2012,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48036,W_PER_CAPITA,ES48036,0.0
2016,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48036,W_PER_CAPITA,ES48036,0.0
2019,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48036,W_PER_CAPITA,ES48036,0.0
2010,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48036,W_PER_CAPITA,ES48036,0.0
2011,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48036,W_PER_CAPITA,ES48036,0.0
2017,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48036,W_PER_CAPITA,ES48036,0.0
2013,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48036,W_PER_CAPITA,ES48036,0.0
2015,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48036,W_PER_CAPITA,ES48036,0.0
2021,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48036,W_PER_CAPITA,ES48036,0.0
2011,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48037,W_PER_CAPITA,ES48037,0.0
2017,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48037,W_PER_CAPITA,ES48037,0.0
2022,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48037,W_PER_CAPITA,ES48037,0.0
2021,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48037,W_PER_CAPITA,ES48037,0.0
2015,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48037,W_PER_CAPITA,ES48037,0.0
2013,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48037,W_PER_CAPITA,ES48037,0.0
2020,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48037,W_PER_CAPITA,ES48037,0.0
2016,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48037,W_PER_CAPITA,ES48037,0.0
2019,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48037,W_PER_CAPITA,ES48037,0.0
2012,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48037,W_PER_CAPITA,ES48037,0.0
2018,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48037,W_PER_CAPITA,ES48037,0.0
2010,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48037,W_PER_CAPITA,ES48037,0.0
2014,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48037,W_PER_CAPITA,ES48037,0.0
2020,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48038,W_PER_CAPITA,ES48038,0.0
2018,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48038,W_PER_CAPITA,ES48038,0.0
2022,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48038,W_PER_CAPITA,ES48038,0.0
2019,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48038,W_PER_CAPITA,ES48038,0.0
2017,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48038,W_PER_CAPITA,ES48038,0.0
2010,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48038,W_PER_CAPITA,ES48038,0.0
2012,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48038,W_PER_CAPITA,ES48038,0.0
2016,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48038,W_PER_CAPITA,ES48038,0.0
2011,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48038,W_PER_CAPITA,ES48038,0.0
2015,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48038,W_PER_CAPITA,ES48038,0.0
2021,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48038,W_PER_CAPITA,ES48038,0.0
2013,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48038,W_PER_CAPITA,ES48038,0.0
2014,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48038,W_PER_CAPITA,ES48038,0.0
2011,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48039,W_PER_CAPITA,ES48039,0.0
2017,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48039,W_PER_CAPITA,ES48039,0.0
2013,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48039,W_PER_CAPITA,ES48039,0.0
2021,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48039,W_PER_CAPITA,ES48039,0.0
2015,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48039,W_PER_CAPITA,ES48039,0.0
2019,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48039,W_PER_CAPITA,ES48039,0.0
2010,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48039,W_PER_CAPITA,ES48039,0.0
2022,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48039,W_PER_CAPITA,ES48039,0.0
2014,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48039,W_PER_CAPITA,ES48039,0.0
2012,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48039,W_PER_CAPITA,ES48039,0.0
2020,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48039,W_PER_CAPITA,ES48039,0.0
2016,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48039,W_PER_CAPITA,ES48039,0.0
2018,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48039,W_PER_CAPITA,ES48039,0.0
2020,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48040,W_PER_CAPITA,ES48040,0.0
2012,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48040,W_PER_CAPITA,ES48040,0.0
2010,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48040,W_PER_CAPITA,ES48040,0.0
2021,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48040,W_PER_CAPITA,ES48040,0.0
2011,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48040,W_PER_CAPITA,ES48040,0.0
2019,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48040,W_PER_CAPITA,ES48040,0.0
2013,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48040,W_PER_CAPITA,ES48040,0.0
2017,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48040,W_PER_CAPITA,ES48040,0.0
2016,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48040,W_PER_CAPITA,ES48040,0.0
2015,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48040,W_PER_CAPITA,ES48040,0.0
2018,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48040,W_PER_CAPITA,ES48040,0.0
2014,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48040,W_PER_CAPITA,ES48040,0.0
2022,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48040,W_PER_CAPITA,ES48040,0.0
2019,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48041,W_PER_CAPITA,ES48041,0.0
2018,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48041,W_PER_CAPITA,ES48041,0.0
2010,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48041,W_PER_CAPITA,ES48041,0.0
2016,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48041,W_PER_CAPITA,ES48041,0.0
2021,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48041,W_PER_CAPITA,ES48041,0.0
2015,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48041,W_PER_CAPITA,ES48041,0.0
2014,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48041,W_PER_CAPITA,ES48041,0.0
2022,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48041,W_PER_CAPITA,ES48041,0.0
2020,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48041,W_PER_CAPITA,ES48041,0.0
2012,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48041,W_PER_CAPITA,ES48041,0.0
2011,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48041,W_PER_CAPITA,ES48041,0.0
2017,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48041,W_PER_CAPITA,ES48041,0.0
2013,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48041,W_PER_CAPITA,ES48041,0.0
2012,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20907,W_PER_CAPITA,ES20907,0.0
2017,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20907,W_PER_CAPITA,ES20907,0.0
2015,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20907,W_PER_CAPITA,ES20907,0.0
2013,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20907,W_PER_CAPITA,ES20907,0.0
2010,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20907,W_PER_CAPITA,ES20907,0.0
2020,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20907,W_PER_CAPITA,ES20907,0.0
2018,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20907,W_PER_CAPITA,ES20907,0.0
2021,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20907,W_PER_CAPITA,ES20907,0.0
2014,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20907,W_PER_CAPITA,ES20907,0.0
2019,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20907,W_PER_CAPITA,ES20907,0.0
2022,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20907,W_PER_CAPITA,ES20907,0.0
2016,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20907,W_PER_CAPITA,ES20907,0.0
2011,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20907,W_PER_CAPITA,ES20907,0.0
2011,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48046,W_PER_CAPITA,ES48046,39.8
2017,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48046,W_PER_CAPITA,ES48046,39.6
2020,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48046,W_PER_CAPITA,ES48046,39.2
2010,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48046,W_PER_CAPITA,ES48046,40.6
2013,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48046,W_PER_CAPITA,ES48046,39.9
2021,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48046,W_PER_CAPITA,ES48046,39.7
2022,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48046,W_PER_CAPITA,ES48046,39.2
2019,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48046,W_PER_CAPITA,ES48046,39.3
2015,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48046,W_PER_CAPITA,ES48046,39.8
2014,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48046,W_PER_CAPITA,ES48046,40.0
2012,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48046,W_PER_CAPITA,ES48046,39.7
2016,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48046,W_PER_CAPITA,ES48046,39.8
2018,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48046,W_PER_CAPITA,ES48046,39.5
2020,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20039,W_PER_CAPITA,ES20039,3.2
2018,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20039,W_PER_CAPITA,ES20039,3.5
2021,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20039,W_PER_CAPITA,ES20039,3.2
2017,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20039,W_PER_CAPITA,ES20039,0.0
2011,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20039,W_PER_CAPITA,ES20039,0.0
2012,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20039,W_PER_CAPITA,ES20039,0.0
2014,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20039,W_PER_CAPITA,ES20039,0.0
2019,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20039,W_PER_CAPITA,ES20039,3.2
2016,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20039,W_PER_CAPITA,ES20039,0.0
2022,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20039,W_PER_CAPITA,ES20039,3.2
2010,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20039,W_PER_CAPITA,ES20039,0.0
2013,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20039,W_PER_CAPITA,ES20039,0.0
2015,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES20039,W_PER_CAPITA,ES20039,0.0
2019,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48044,W_PER_CAPITA,ES48044,0.0
2011,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48044,W_PER_CAPITA,ES48044,0.0
2017,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48044,W_PER_CAPITA,ES48044,0.0
2014,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48044,W_PER_CAPITA,ES48044,0.0
2013,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48044,W_PER_CAPITA,ES48044,0.0
2012,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48044,W_PER_CAPITA,ES48044,0.0
2022,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48044,W_PER_CAPITA,ES48044,0.0
2016,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48044,W_PER_CAPITA,ES48044,0.0
2015,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48044,W_PER_CAPITA,ES48044,0.0
2020,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48044,W_PER_CAPITA,ES48044,0.0
2018,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48044,W_PER_CAPITA,ES48044,0.0
2010,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48044,W_PER_CAPITA,ES48044,0.0
2021,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48044,W_PER_CAPITA,ES48044,0.0
2014,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48047,W_PER_CAPITA,ES48047,0.0
2021,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48047,W_PER_CAPITA,ES48047,0.0
2012,EG_EGY_RNEW,TRT_HYDROPOWER,,,ES48047,W_PER_CAPITA,ES48047,0.0
