Year,Series,Energia,Territorio,Comarca,Municipio,Units,GeoCode,Value
2015,EG_EGY_RNEW,TRT_MULTIPLE,,ES4803,,W_PER_CAPITA,ES4803,3254.6
2013,EG_EGY_RNEW,TRT_MULTIPLE,,ES4803,,W_PER_CAPITA,ES4803,3252.7
2010,EG_EGY_RNEW,TRT_MULTIPLE,,ES4803,,W_PER_CAPITA,ES4803,3212.8
2021,EG_EGY_RNEW,TRT_MULTIPLE,,ES4803,,W_PER_CAPITA,ES4803,3430.8
2015,EG_EGY_RNEW,TRT_MULTIPLE,,ES4804,,W_PER_CAPITA,ES4804,1081.9
2022,EG_EGY_RNEW,TRT_MULTIPLE,,ES4804,,W_PER_CAPITA,ES4804,1264.4
2016,EG_EGY_RNEW,TRT_MULTIPLE,,ES4804,,W_PER_CAPITA,ES4804,1127.4
2017,EG_EGY_RNEW,TRT_MULTIPLE,,ES4804,,W_PER_CAPITA,ES4804,1131.0
2014,EG_EGY_RNEW,TRT_MULTIPLE,,ES4804,,W_PER_CAPITA,ES4804,1078.2
2019,EG_EGY_RNEW,TRT_MULTIPLE,,ES4804,,W_PER_CAPITA,ES4804,1138.7
2012,EG_EGY_RNEW,TRT_MULTIPLE,,ES4804,,W_PER_CAPITA,ES4804,1036.3
2010,EG_EGY_RNEW,TRT_MULTIPLE,,ES4804,,W_PER_CAPITA,ES4804,856.2
2021,EG_EGY_RNEW,TRT_MULTIPLE,,ES4804,,W_PER_CAPITA,ES4804,1277.8
2020,EG_EGY_RNEW,TRT_MULTIPLE,,ES4804,,W_PER_CAPITA,ES4804,1151.6
2011,EG_EGY_RNEW,TRT_MULTIPLE,,ES4804,,W_PER_CAPITA,ES4804,875.9
2013,EG_EGY_RNEW,TRT_MULTIPLE,,ES4804,,W_PER_CAPITA,ES4804,1045.7
2018,EG_EGY_RNEW,TRT_MULTIPLE,,ES4804,,W_PER_CAPITA,ES4804,1131.4
2016,EG_EGY_RNEW,TRT_MULTIPLE,,ES4805,,W_PER_CAPITA,ES4805,233.1
2022,EG_EGY_RNEW,TRT_MULTIPLE,,ES4805,,W_PER_CAPITA,ES4805,504.3
2015,EG_EGY_RNEW,TRT_MULTIPLE,,ES4805,,W_PER_CAPITA,ES4805,223.1
2014,EG_EGY_RNEW,TRT_MULTIPLE,,ES4805,,W_PER_CAPITA,ES4805,222.3
2013,EG_EGY_RNEW,TRT_MULTIPLE,,ES4805,,W_PER_CAPITA,ES4805,210.3
2017,EG_EGY_RNEW,TRT_MULTIPLE,,ES4805,,W_PER_CAPITA,ES4805,240.2
2021,EG_EGY_RNEW,TRT_MULTIPLE,,ES4805,,W_PER_CAPITA,ES4805,479.7
2012,EG_EGY_RNEW,TRT_MULTIPLE,,ES4805,,W_PER_CAPITA,ES4805,201.3
2018,EG_EGY_RNEW,TRT_MULTIPLE,,ES4805,,W_PER_CAPITA,ES4805,244.4
2011,EG_EGY_RNEW,TRT_MULTIPLE,,ES4805,,W_PER_CAPITA,ES4805,188.7
2020,EG_EGY_RNEW,TRT_MULTIPLE,,ES4805,,W_PER_CAPITA,ES4805,366.1
2010,EG_EGY_RNEW,TRT_MULTIPLE,,ES4805,,W_PER_CAPITA,ES4805,182.0
2019,EG_EGY_RNEW,TRT_MULTIPLE,,ES4805,,W_PER_CAPITA,ES4805,300.6
2011,EG_EGY_RNEW,TRT_MULTIPLE,,ES2005,,W_PER_CAPITA,ES2005,514.8
2010,EG_EGY_RNEW,TRT_MULTIPLE,,ES2005,,W_PER_CAPITA,ES2005,503.5
2017,EG_EGY_RNEW,TRT_MULTIPLE,,ES2005,,W_PER_CAPITA,ES2005,543.3
2022,EG_EGY_RNEW,TRT_MULTIPLE,,ES2005,,W_PER_CAPITA,ES2005,768.5
2015,EG_EGY_RNEW,TRT_MULTIPLE,,ES2005,,W_PER_CAPITA,ES2005,534.9
2012,EG_EGY_RNEW,TRT_MULTIPLE,,ES2005,,W_PER_CAPITA,ES2005,517.7
2021,EG_EGY_RNEW,TRT_MULTIPLE,,ES2005,,W_PER_CAPITA,ES2005,750.6
2013,EG_EGY_RNEW,TRT_MULTIPLE,,ES2005,,W_PER_CAPITA,ES2005,522.2
2016,EG_EGY_RNEW,TRT_MULTIPLE,,ES2005,,W_PER_CAPITA,ES2005,541.3
2018,EG_EGY_RNEW,TRT_MULTIPLE,,ES2005,,W_PER_CAPITA,ES2005,548.0
2014,EG_EGY_RNEW,TRT_MULTIPLE,,ES2005,,W_PER_CAPITA,ES2005,533.9
2019,EG_EGY_RNEW,TRT_MULTIPLE,,ES2005,,W_PER_CAPITA,ES2005,556.0
2020,EG_EGY_RNEW,TRT_MULTIPLE,,ES2005,,W_PER_CAPITA,ES2005,580.0
2021,EG_EGY_RNEW,TRT_MULTIPLE,,ES0105,,W_PER_CAPITA,ES0105,2652.2
2022,EG_EGY_RNEW,TRT_MULTIPLE,,ES0105,,W_PER_CAPITA,ES0105,2718.7
2014,EG_EGY_RNEW,TRT_MULTIPLE,,ES0105,,W_PER_CAPITA,ES0105,1491.2
2011,EG_EGY_RNEW,TRT_MULTIPLE,,ES0105,,W_PER_CAPITA,ES0105,1375.3
2016,EG_EGY_RNEW,TRT_MULTIPLE,,ES0105,,W_PER_CAPITA,ES0105,1524.0
2013,EG_EGY_RNEW,TRT_MULTIPLE,,ES0105,,W_PER_CAPITA,ES0105,1466.1
2012,EG_EGY_RNEW,TRT_MULTIPLE,,ES0105,,W_PER_CAPITA,ES0105,1426.2
2015,EG_EGY_RNEW,TRT_MULTIPLE,,ES0105,,W_PER_CAPITA,ES0105,1505.2
2020,EG_EGY_RNEW,TRT_MULTIPLE,,ES0105,,W_PER_CAPITA,ES0105,1878.3
2010,EG_EGY_RNEW,TRT_MULTIPLE,,ES0105,,W_PER_CAPITA,ES0105,1342.6
2018,EG_EGY_RNEW,TRT_MULTIPLE,,ES0105,,W_PER_CAPITA,ES0105,1613.4
2019,EG_EGY_RNEW,TRT_MULTIPLE,,ES0105,,W_PER_CAPITA,ES0105,1808.3
2017,EG_EGY_RNEW,TRT_MULTIPLE,,ES0105,,W_PER_CAPITA,ES0105,1551.5
2016,EG_EGY_RNEW,TRT_MULTIPLE,,ES4806,,W_PER_CAPITA,ES4806,2948.2
2017,EG_EGY_RNEW,TRT_MULTIPLE,,ES4806,,W_PER_CAPITA,ES4806,2962.9
2013,EG_EGY_RNEW,TRT_MULTIPLE,,ES4806,,W_PER_CAPITA,ES4806,2906.6
2020,EG_EGY_RNEW,TRT_MULTIPLE,,ES4806,,W_PER_CAPITA,ES4806,3083.3
2019,EG_EGY_RNEW,TRT_MULTIPLE,,ES4806,,W_PER_CAPITA,ES4806,3049.4
2010,EG_EGY_RNEW,TRT_MULTIPLE,,ES4806,,W_PER_CAPITA,ES4806,2884.2
2014,EG_EGY_RNEW,TRT_MULTIPLE,,ES4806,,W_PER_CAPITA,ES4806,2943.9
2011,EG_EGY_RNEW,TRT_MULTIPLE,,ES4806,,W_PER_CAPITA,ES4806,2880.2
2015,EG_EGY_RNEW,TRT_MULTIPLE,,ES4806,,W_PER_CAPITA,ES4806,2953.6
2021,EG_EGY_RNEW,TRT_MULTIPLE,,ES4806,,W_PER_CAPITA,ES4806,3206.4
2018,EG_EGY_RNEW,TRT_MULTIPLE,,ES4806,,W_PER_CAPITA,ES4806,2964.0
2012,EG_EGY_RNEW,TRT_MULTIPLE,,ES4806,,W_PER_CAPITA,ES4806,2894.4
2022,EG_EGY_RNEW,TRT_MULTIPLE,,ES4806,,W_PER_CAPITA,ES4806,3235.2
2012,EG_EGY_RNEW,TRT_MULTIPLE,,ES4807,,W_PER_CAPITA,ES4807,234.8
2015,EG_EGY_RNEW,TRT_MULTIPLE,,ES4807,,W_PER_CAPITA,ES4807,244.3
2019,EG_EGY_RNEW,TRT_MULTIPLE,,ES4807,,W_PER_CAPITA,ES4807,418.6
2011,EG_EGY_RNEW,TRT_MULTIPLE,,ES4807,,W_PER_CAPITA,ES4807,229.3
2018,EG_EGY_RNEW,TRT_MULTIPLE,,ES4807,,W_PER_CAPITA,ES4807,292.2
2010,EG_EGY_RNEW,TRT_MULTIPLE,,ES4807,,W_PER_CAPITA,ES4807,224.6
2017,EG_EGY_RNEW,TRT_MULTIPLE,,ES4807,,W_PER_CAPITA,ES4807,277.6
2022,EG_EGY_RNEW,TRT_MULTIPLE,,ES4807,,W_PER_CAPITA,ES4807,588.1
2014,EG_EGY_RNEW,TRT_MULTIPLE,,ES4807,,W_PER_CAPITA,ES4807,244.8
2013,EG_EGY_RNEW,TRT_MULTIPLE,,ES4807,,W_PER_CAPITA,ES4807,241.0
2021,EG_EGY_RNEW,TRT_MULTIPLE,,ES4807,,W_PER_CAPITA,ES4807,567.5
2020,EG_EGY_RNEW,TRT_MULTIPLE,,ES4807,,W_PER_CAPITA,ES4807,435.3
2016,EG_EGY_RNEW,TRT_MULTIPLE,,ES4807,,W_PER_CAPITA,ES4807,259.0
2018,EG_EGY_RNEW,TRT_MULTIPLE,,ES2006,,W_PER_CAPITA,ES2006,1811.9
2021,EG_EGY_RNEW,TRT_MULTIPLE,,ES2006,,W_PER_CAPITA,ES2006,2206.2
2011,EG_EGY_RNEW,TRT_MULTIPLE,,ES2006,,W_PER_CAPITA,ES2006,1717.0
2020,EG_EGY_RNEW,TRT_MULTIPLE,,ES2006,,W_PER_CAPITA,ES2006,1885.1
2015,EG_EGY_RNEW,TRT_MULTIPLE,,ES2006,,W_PER_CAPITA,ES2006,1791.8
2014,EG_EGY_RNEW,TRT_MULTIPLE,,ES2006,,W_PER_CAPITA,ES2006,1787.8
2013,EG_EGY_RNEW,TRT_MULTIPLE,,ES2006,,W_PER_CAPITA,ES2006,1781.2
2012,EG_EGY_RNEW,TRT_MULTIPLE,,ES2006,,W_PER_CAPITA,ES2006,1729.8
2017,EG_EGY_RNEW,TRT_MULTIPLE,,ES2006,,W_PER_CAPITA,ES2006,1790.0
2010,EG_EGY_RNEW,TRT_MULTIPLE,,ES2006,,W_PER_CAPITA,ES2006,1733.4
2022,EG_EGY_RNEW,TRT_MULTIPLE,,ES2006,,W_PER_CAPITA,ES2006,2230.4
2016,EG_EGY_RNEW,TRT_MULTIPLE,,ES2006,,W_PER_CAPITA,ES2006,1795.7
2019,EG_EGY_RNEW,TRT_MULTIPLE,,ES2006,,W_PER_CAPITA,ES2006,1837.9
2019,EG_EGY_RNEW,TRT_MULTIPLE,,ES2007,,W_PER_CAPITA,ES2007,426.8
2015,EG_EGY_RNEW,TRT_MULTIPLE,,ES2007,,W_PER_CAPITA,ES2007,388.9
2022,EG_EGY_RNEW,TRT_MULTIPLE,,ES2007,,W_PER_CAPITA,ES2007,577.9
2021,EG_EGY_RNEW,TRT_MULTIPLE,,ES2007,,W_PER_CAPITA,ES2007,519.5
2010,EG_EGY_RNEW,TRT_MULTIPLE,,ES2007,,W_PER_CAPITA,ES2007,377.9
2020,EG_EGY_RNEW,TRT_MULTIPLE,,ES2007,,W_PER_CAPITA,ES2007,464.5
2016,EG_EGY_RNEW,TRT_MULTIPLE,,ES2007,,W_PER_CAPITA,ES2007,398.6
2013,EG_EGY_RNEW,TRT_MULTIPLE,,ES2007,,W_PER_CAPITA,ES2007,385.8
2017,EG_EGY_RNEW,TRT_MULTIPLE,,ES2007,,W_PER_CAPITA,ES2007,405.1
2011,EG_EGY_RNEW,TRT_MULTIPLE,,ES2007,,W_PER_CAPITA,ES2007,391.1
2014,EG_EGY_RNEW,TRT_MULTIPLE,,ES2007,,W_PER_CAPITA,ES2007,389.6
2012,EG_EGY_RNEW,TRT_MULTIPLE,,ES2007,,W_PER_CAPITA,ES2007,382.6
2018,EG_EGY_RNEW,TRT_MULTIPLE,,ES2007,,W_PER_CAPITA,ES2007,421.3
2019,EG_EGY_RNEW,TRT_MULTIPLE,ES211,,,W_PER_CAPITA,ES211,4520.4
2016,EG_EGY_RNEW,TRT_MULTIPLE,ES211,,,W_PER_CAPITA,ES211,4518.4
2013,EG_EGY_RNEW,TRT_MULTIPLE,ES211,,,W_PER_CAPITA,ES211,4548.6
2010,EG_EGY_RNEW,TRT_MULTIPLE,ES211,,,W_PER_CAPITA,ES211,4509.4
2021,EG_EGY_RNEW,TRT_MULTIPLE,ES211,,,W_PER_CAPITA,ES211,5471.6
2015,EG_EGY_RNEW,TRT_MULTIPLE,ES211,,,W_PER_CAPITA,ES211,4623.5
2022,EG_EGY_RNEW,TRT_MULTIPLE,ES211,,,W_PER_CAPITA,ES211,5465.3
2018,EG_EGY_RNEW,TRT_MULTIPLE,ES211,,,W_PER_CAPITA,ES211,4485.2
2012,EG_EGY_RNEW,TRT_MULTIPLE,ES211,,,W_PER_CAPITA,ES211,4525.9
2017,EG_EGY_RNEW,TRT_MULTIPLE,ES211,,,W_PER_CAPITA,ES211,4499.8
2011,EG_EGY_RNEW,TRT_MULTIPLE,ES211,,,W_PER_CAPITA,ES211,4481.0
2014,EG_EGY_RNEW,TRT_MULTIPLE,ES211,,,W_PER_CAPITA,ES211,4535.0
2020,EG_EGY_RNEW,TRT_MULTIPLE,ES211,,,W_PER_CAPITA,ES211,5339.2
2021,EG_EGY_RNEW,TRT_MULTIPLE,ES213,,,W_PER_CAPITA,ES213,1500.4
2020,EG_EGY_RNEW,TRT_MULTIPLE,ES213,,,W_PER_CAPITA,ES213,1422.7
2016,EG_EGY_RNEW,TRT_MULTIPLE,ES213,,,W_PER_CAPITA,ES213,1374.9
2014,EG_EGY_RNEW,TRT_MULTIPLE,ES213,,,W_PER_CAPITA,ES213,1332.3
2015,EG_EGY_RNEW,TRT_MULTIPLE,ES213,,,W_PER_CAPITA,ES213,1335.4
2017,EG_EGY_RNEW,TRT_MULTIPLE,ES213,,,W_PER_CAPITA,ES213,1380.5
2022,EG_EGY_RNEW,TRT_MULTIPLE,ES213,,,W_PER_CAPITA,ES213,1505.8
2019,EG_EGY_RNEW,TRT_MULTIPLE,ES213,,,W_PER_CAPITA,ES213,1400.9
2013,EG_EGY_RNEW,TRT_MULTIPLE,ES213,,,W_PER_CAPITA,ES213,1325.5
2011,EG_EGY_RNEW,TRT_MULTIPLE,ES213,,,W_PER_CAPITA,ES213,1298.8
2018,EG_EGY_RNEW,TRT_MULTIPLE,ES213,,,W_PER_CAPITA,ES213,1385.7
2012,EG_EGY_RNEW,TRT_MULTIPLE,ES213,,,W_PER_CAPITA,ES213,1315.1
2010,EG_EGY_RNEW,TRT_MULTIPLE,ES213,,,W_PER_CAPITA,ES213,1297.1
2018,EG_EGY_RNEW,TRT_MULTIPLE,ES212,,,W_PER_CAPITA,ES212,1025.0
2010,EG_EGY_RNEW,TRT_MULTIPLE,ES212,,,W_PER_CAPITA,ES212,948.2
2013,EG_EGY_RNEW,TRT_MULTIPLE,ES212,,,W_PER_CAPITA,ES212,963.7
2019,EG_EGY_RNEW,TRT_MULTIPLE,ES212,,,W_PER_CAPITA,ES212,1044.7
2021,EG_EGY_RNEW,TRT_MULTIPLE,ES212,,,W_PER_CAPITA,ES212,1181.2
2014,EG_EGY_RNEW,TRT_MULTIPLE,ES212,,,W_PER_CAPITA,ES212,968.5
2011,EG_EGY_RNEW,TRT_MULTIPLE,ES212,,,W_PER_CAPITA,ES212,950.5
2022,EG_EGY_RNEW,TRT_MULTIPLE,ES212,,,W_PER_CAPITA,ES212,1193.3
2020,EG_EGY_RNEW,TRT_MULTIPLE,ES212,,,W_PER_CAPITA,ES212,1074.3
2015,EG_EGY_RNEW,TRT_MULTIPLE,ES212,,,W_PER_CAPITA,ES212,968.3
2012,EG_EGY_RNEW,TRT_MULTIPLE,ES212,,,W_PER_CAPITA,ES212,949.2
2016,EG_EGY_RNEW,TRT_MULTIPLE,ES212,,,W_PER_CAPITA,ES212,960.3
2017,EG_EGY_RNEW,TRT_MULTIPLE,ES212,,,W_PER_CAPITA,ES212,964.8
2020,EG_EGY_RNEW,TRT_FV,,,,W_PER_CAPITA,,271.0
2017,EG_EGY_RNEW,TRT_FV,,,,W_PER_CAPITA,,111.0
2015,EG_EGY_RNEW,TRT_FV,,,,W_PER_CAPITA,,109.2
2011,EG_EGY_RNEW,TRT_FV,,,,W_PER_CAPITA,,99.0
2010,EG_EGY_RNEW,TRT_FV,,,,W_PER_CAPITA,,95.6
2019,EG_EGY_RNEW,TRT_FV,,,,W_PER_CAPITA,,136.6
2021,EG_EGY_RNEW,TRT_FV,,,,W_PER_CAPITA,,362.5
2016,EG_EGY_RNEW,TRT_FV,,,,W_PER_CAPITA,,110.8
2013,EG_EGY_RNEW,TRT_FV,,,,W_PER_CAPITA,,107.2
2014,EG_EGY_RNEW,TRT_FV,,,,W_PER_CAPITA,,109.1
2022,EG_EGY_RNEW,TRT_FV,,,,W_PER_CAPITA,,377.1
2018,EG_EGY_RNEW,TRT_FV,,,,W_PER_CAPITA,,116.2
2012,EG_EGY_RNEW,TRT_FV,,,,W_PER_CAPITA,,101.4
2010,EG_EGY_RNEW,TRT_FV,,,ES48001,W_PER_CAPITA,ES48001,150.8
2016,EG_EGY_RNEW,TRT_FV,,,ES48001,W_PER_CAPITA,ES48001,156.0
2018,EG_EGY_RNEW,TRT_FV,,,ES48001,W_PER_CAPITA,ES48001,154.5
2017,EG_EGY_RNEW,TRT_FV,,,ES48001,W_PER_CAPITA,ES48001,155.6
2022,EG_EGY_RNEW,TRT_FV,,,ES48001,W_PER_CAPITA,ES48001,224.7
2014,EG_EGY_RNEW,TRT_FV,,,ES48001,W_PER_CAPITA,ES48001,156.6
2015,EG_EGY_RNEW,TRT_FV,,,ES48001,W_PER_CAPITA,ES48001,156.6
2012,EG_EGY_RNEW,TRT_FV,,,ES48001,W_PER_CAPITA,ES48001,156.6
2011,EG_EGY_RNEW,TRT_FV,,,ES48001,W_PER_CAPITA,ES48001,157.5
2020,EG_EGY_RNEW,TRT_FV,,,ES48001,W_PER_CAPITA,ES48001,156.0
2021,EG_EGY_RNEW,TRT_FV,,,ES48001,W_PER_CAPITA,ES48001,204.5
2019,EG_EGY_RNEW,TRT_FV,,,ES48001,W_PER_CAPITA,ES48001,153.3
2013,EG_EGY_RNEW,TRT_FV,,,ES48001,W_PER_CAPITA,ES48001,156.0
2010,EG_EGY_RNEW,TRT_FV,,,ES20001,W_PER_CAPITA,ES20001,286.6
2021,EG_EGY_RNEW,TRT_FV,,,ES20001,W_PER_CAPITA,ES20001,641.5
2018,EG_EGY_RNEW,TRT_FV,,,ES20001,W_PER_CAPITA,ES20001,469.5
2013,EG_EGY_RNEW,TRT_FV,,,ES20001,W_PER_CAPITA,ES20001,294.7
2015,EG_EGY_RNEW,TRT_FV,,,ES20001,W_PER_CAPITA,ES20001,490.5
2020,EG_EGY_RNEW,TRT_FV,,,ES20001,W_PER_CAPITA,ES20001,501.6
2011,EG_EGY_RNEW,TRT_FV,,,ES20001,W_PER_CAPITA,ES20001,283.0
2012,EG_EGY_RNEW,TRT_FV,,,ES20001,W_PER_CAPITA,ES20001,293.8
2017,EG_EGY_RNEW,TRT_FV,,,ES20001,W_PER_CAPITA,ES20001,490.5
2022,EG_EGY_RNEW,TRT_FV,,,ES20001,W_PER_CAPITA,ES20001,1105.9
2016,EG_EGY_RNEW,TRT_FV,,,ES20001,W_PER_CAPITA,ES20001,481.3
2019,EG_EGY_RNEW,TRT_FV,,,ES20001,W_PER_CAPITA,ES20001,490.5
2014,EG_EGY_RNEW,TRT_FV,,,ES20001,W_PER_CAPITA,ES20001,470.2
2019,EG_EGY_RNEW,TRT_FV,,,ES48002,W_PER_CAPITA,ES48002,260.4
2021,EG_EGY_RNEW,TRT_FV,,,ES48002,W_PER_CAPITA,ES48002,428.6
2015,EG_EGY_RNEW,TRT_FV,,,ES48002,W_PER_CAPITA,ES48002,155.1
2014,EG_EGY_RNEW,TRT_FV,,,ES48002,W_PER_CAPITA,ES48002,153.6
2017,EG_EGY_RNEW,TRT_FV,,,ES48002,W_PER_CAPITA,ES48002,154.9
2012,EG_EGY_RNEW,TRT_FV,,,ES48002,W_PER_CAPITA,ES48002,126.3
2010,EG_EGY_RNEW,TRT_FV,,,ES48002,W_PER_CAPITA,ES48002,126.4
2020,EG_EGY_RNEW,TRT_FV,,,ES48002,W_PER_CAPITA,ES48002,308.6
2016,EG_EGY_RNEW,TRT_FV,,,ES48002,W_PER_CAPITA,ES48002,154.8
2013,EG_EGY_RNEW,TRT_FV,,,ES48002,W_PER_CAPITA,ES48002,138.3
2018,EG_EGY_RNEW,TRT_FV,,,ES48002,W_PER_CAPITA,ES48002,156.6
2011,EG_EGY_RNEW,TRT_FV,,,ES48002,W_PER_CAPITA,ES48002,126.0
2022,EG_EGY_RNEW,TRT_FV,,,ES48002,W_PER_CAPITA,ES48002,427.0
2015,EG_EGY_RNEW,TRT_FV,,,ES20002,W_PER_CAPITA,ES20002,264.5
2012,EG_EGY_RNEW,TRT_FV,,,ES20002,W_PER_CAPITA,ES20002,271.5
2016,EG_EGY_RNEW,TRT_FV,,,ES20002,W_PER_CAPITA,ES20002,255.7
2014,EG_EGY_RNEW,TRT_FV,,,ES20002,W_PER_CAPITA,ES20002,258.1
2017,EG_EGY_RNEW,TRT_FV,,,ES20002,W_PER_CAPITA,ES20002,256.3
2013,EG_EGY_RNEW,TRT_FV,,,ES20002,W_PER_CAPITA,ES20002,263.4
2020,EG_EGY_RNEW,TRT_FV,,,ES20002,W_PER_CAPITA,ES20002,257.3
2022,EG_EGY_RNEW,TRT_FV,,,ES20002,W_PER_CAPITA,ES20002,4530.8
2021,EG_EGY_RNEW,TRT_FV,,,ES20002,W_PER_CAPITA,ES20002,4718.4
2011,EG_EGY_RNEW,TRT_FV,,,ES20002,W_PER_CAPITA,ES20002,268.5
2010,EG_EGY_RNEW,TRT_FV,,,ES20002,W_PER_CAPITA,ES20002,268.5
2018,EG_EGY_RNEW,TRT_FV,,,ES20002,W_PER_CAPITA,ES20002,256.3
2019,EG_EGY_RNEW,TRT_FV,,,ES20002,W_PER_CAPITA,ES20002,254.7
2018,EG_EGY_RNEW,TRT_FV,,,ES01051,W_PER_CAPITA,ES01051,4527.2
2021,EG_EGY_RNEW,TRT_FV,,,ES01051,W_PER_CAPITA,ES01051,5355.0
2014,EG_EGY_RNEW,TRT_FV,,,ES01051,W_PER_CAPITA,ES01051,4697.4
2017,EG_EGY_RNEW,TRT_FV,,,ES01051,W_PER_CAPITA,ES01051,4575.6
2022,EG_EGY_RNEW,TRT_FV,,,ES01051,W_PER_CAPITA,ES01051,5908.6
2016,EG_EGY_RNEW,TRT_FV,,,ES01051,W_PER_CAPITA,ES01051,4570.3
2012,EG_EGY_RNEW,TRT_FV,,,ES01051,W_PER_CAPITA,ES01051,4700.3
2013,EG_EGY_RNEW,TRT_FV,,,ES01051,W_PER_CAPITA,ES01051,4738.3
2019,EG_EGY_RNEW,TRT_FV,,,ES01051,W_PER_CAPITA,ES01051,4608.6
2020,EG_EGY_RNEW,TRT_FV,,,ES01051,W_PER_CAPITA,ES01051,5378.6
2015,EG_EGY_RNEW,TRT_FV,,,ES01051,W_PER_CAPITA,ES01051,4651.0
2011,EG_EGY_RNEW,TRT_FV,,,ES01051,W_PER_CAPITA,ES01051,4750.4
2010,EG_EGY_RNEW,TRT_FV,,,ES01051,W_PER_CAPITA,ES01051,4878.0
2019,EG_EGY_RNEW,TRT_FV,,,ES20016,W_PER_CAPITA,ES20016,239.3
2020,EG_EGY_RNEW,TRT_FV,,,ES20016,W_PER_CAPITA,ES20016,393.0
2012,EG_EGY_RNEW,TRT_FV,,,ES20016,W_PER_CAPITA,ES20016,177.7
2011,EG_EGY_RNEW,TRT_FV,,,ES20016,W_PER_CAPITA,ES20016,180.0
2013,EG_EGY_RNEW,TRT_FV,,,ES20016,W_PER_CAPITA,ES20016,200.4
2015,EG_EGY_RNEW,TRT_FV,,,ES20016,W_PER_CAPITA,ES20016,199.3
2010,EG_EGY_RNEW,TRT_FV,,,ES20016,W_PER_CAPITA,ES20016,181.9
2014,EG_EGY_RNEW,TRT_FV,,,ES20016,W_PER_CAPITA,ES20016,197.6
2016,EG_EGY_RNEW,TRT_FV,,,ES20016,W_PER_CAPITA,ES20016,208.9
2018,EG_EGY_RNEW,TRT_FV,,,ES20016,W_PER_CAPITA,ES20016,211.7
2022,EG_EGY_RNEW,TRT_FV,,,ES20016,W_PER_CAPITA,ES20016,560.0
2017,EG_EGY_RNEW,TRT_FV,,,ES20016,W_PER_CAPITA,ES20016,209.4
2021,EG_EGY_RNEW,TRT_FV,,,ES20016,W_PER_CAPITA,ES20016,537.6
2014,EG_EGY_RNEW,TRT_FV,,,ES20003,W_PER_CAPITA,ES20003,1470.2
2022,EG_EGY_RNEW,TRT_FV,,,ES20003,W_PER_CAPITA,ES20003,1528.7
2013,EG_EGY_RNEW,TRT_FV,,,ES20003,W_PER_CAPITA,ES20003,1473.5
2018,EG_EGY_RNEW,TRT_FV,,,ES20003,W_PER_CAPITA,ES20003,1456.1
2015,EG_EGY_RNEW,TRT_FV,,,ES20003,W_PER_CAPITA,ES20003,1473.5
2011,EG_EGY_RNEW,TRT_FV,,,ES20003,W_PER_CAPITA,ES20003,1504.1
2012,EG_EGY_RNEW,TRT_FV,,,ES20003,W_PER_CAPITA,ES20003,1481.3
2010,EG_EGY_RNEW,TRT_FV,,,ES20003,W_PER_CAPITA,ES20003,1563.4
2021,EG_EGY_RNEW,TRT_FV,,,ES20003,W_PER_CAPITA,ES20003,1522.6
2020,EG_EGY_RNEW,TRT_FV,,,ES20003,W_PER_CAPITA,ES20003,1441.0
2017,EG_EGY_RNEW,TRT_FV,,,ES20003,W_PER_CAPITA,ES20003,1450.4
2019,EG_EGY_RNEW,TRT_FV,,,ES20003,W_PER_CAPITA,ES20003,1444.7
2016,EG_EGY_RNEW,TRT_FV,,,ES20003,W_PER_CAPITA,ES20003,1444.7
2019,EG_EGY_RNEW,TRT_FV,,,ES48911,W_PER_CAPITA,ES48911,0.0
2016,EG_EGY_RNEW,TRT_FV,,,ES48911,W_PER_CAPITA,ES48911,0.0
2014,EG_EGY_RNEW,TRT_FV,,,ES48911,W_PER_CAPITA,ES48911,0.0
2017,EG_EGY_RNEW,TRT_FV,,,ES48911,W_PER_CAPITA,ES48911,0.0
2010,EG_EGY_RNEW,TRT_FV,,,ES48911,W_PER_CAPITA,ES48911,0.0
2015,EG_EGY_RNEW,TRT_FV,,,ES48911,W_PER_CAPITA,ES48911,0.0
2012,EG_EGY_RNEW,TRT_FV,,,ES48911,W_PER_CAPITA,ES48911,0.0
2011,EG_EGY_RNEW,TRT_FV,,,ES48911,W_PER_CAPITA,ES48911,0.0
2022,EG_EGY_RNEW,TRT_FV,,,ES48911,W_PER_CAPITA,ES48911,94.8
2013,EG_EGY_RNEW,TRT_FV,,,ES48911,W_PER_CAPITA,ES48911,0.0
2018,EG_EGY_RNEW,TRT_FV,,,ES48911,W_PER_CAPITA,ES48911,0.0
2020,EG_EGY_RNEW,TRT_FV,,,ES48911,W_PER_CAPITA,ES48911,0.0
2021,EG_EGY_RNEW,TRT_FV,,,ES48911,W_PER_CAPITA,ES48911,0.0
2010,EG_EGY_RNEW,TRT_FV,,,ES20004,W_PER_CAPITA,ES20004,173.0
2018,EG_EGY_RNEW,TRT_FV,,,ES20004,W_PER_CAPITA,ES20004,554.1
2015,EG_EGY_RNEW,TRT_FV,,,ES20004,W_PER_CAPITA,ES20004,174.8
2020,EG_EGY_RNEW,TRT_FV,,,ES20004,W_PER_CAPITA,ES20004,3841.1
2013,EG_EGY_RNEW,TRT_FV,,,ES20004,W_PER_CAPITA,ES20004,176.5
2014,EG_EGY_RNEW,TRT_FV,,,ES20004,W_PER_CAPITA,ES20004,166.7
2011,EG_EGY_RNEW,TRT_FV,,,ES20004,W_PER_CAPITA,ES20004,170.1
