Year,Territorio,Units,Value
2013,,LITRES,177555343
2022,,LITRES,1785063803
2021,,LITRES,176421751
2016,,LITRES,180637435
2020,,LITRES,1636756505
2017,,LITRES,180334331
2018,,LITRES,179965484
2019,,LITRES,1781942637
2021,ES211,LITRES,330052137
2022,ES211,LITRES,342892833
2022,ES213,LITRES,806674187
2021,ES213,LITRES,805922502
2022,ES212,LITRES,635496782
2021,ES212,LITRES,628242871
