Year,Value,Units,Series
2010,32.77,Porcentaje,_L_ES_010A02_02
2011,32.7,Porcentaje,_L_ES_010A02_02
2012,33.4,Porcentaje,_L_ES_010A02_02
2013,35.29,Porcentaje,_L_ES_010A02_02
2014,34.49,Porcentaje,_L_ES_010A02_02
2015,35.25,Porcentaje,_L_ES_010A02_02
2016,34.92,Porcentaje,_L_ES_010A02_02
2017,34.64,Porcentaje,_L_ES_010A02_02
2018,36.02,Porcentaje,_L_ES_010A02_02
2019,37.2,Porcentaje,_L_ES_010A02_02
2020,37.99,Porcentaje,_L_ES_010A02_02
2021,38.56,Porcentaje,_L_ES_010A02_02
