Year,Value,Units,Series
2018,26.7,Porcentaje,Índice de Gini
2014,27.1,Porcentaje,Índice de Gini
2016,25.8,Porcentaje,Índice de Gini
2022,26.9,Porcentaje,Índice de Gini
2020,28.2,Porcentaje,Índice de Gini
2012,25.3,Porcentaje,Índice de Gini
