Year,Series,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2021,Baso-azalera azalera osoaren proportzioan,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,29.9
2020,Baso-azalera azalera osoaren proportzioan,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,29.9
2010,Baso-azalera azalera osoaren proportzioan,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,35.7
2019,Baso-azalera azalera osoaren proportzioan,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,29.4
2016,Baso-azalera azalera osoaren proportzioan,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,35.7
2018,Baso-azalera azalera osoaren proportzioan,,,Aduna,Porcentaje,Aduna,62.3
2020,Baso-azalera azalera osoaren proportzioan,,,Aduna,Porcentaje,Aduna,62.2
2016,Baso-azalera azalera osoaren proportzioan,,,Aduna,Porcentaje,Aduna,65.3
2010,Baso-azalera azalera osoaren proportzioan,,,Aduna,Porcentaje,Aduna,67.0
2019,Baso-azalera azalera osoaren proportzioan,,,Aduna,Porcentaje,Aduna,62.2
2022,Baso-azalera azalera osoaren proportzioan,,,Aduna,Porcentaje,Aduna,62.2
2021,Baso-azalera azalera osoaren proportzioan,,,Aduna,Porcentaje,Aduna,62.2
2018,Baso-azalera azalera osoaren proportzioan,,,Agurain / Salvatierra,Porcentaje,Agurain / Salvatierra,20.4
2016,Baso-azalera azalera osoaren proportzioan,,,Agurain / Salvatierra,Porcentaje,Agurain / Salvatierra,20.4
2019,Baso-azalera azalera osoaren proportzioan,,,Agurain / Salvatierra,Porcentaje,Agurain / Salvatierra,20.4
2020,Baso-azalera azalera osoaren proportzioan,,,Agurain / Salvatierra,Porcentaje,Agurain / Salvatierra,20.4
2010,Baso-azalera azalera osoaren proportzioan,,,Agurain / Salvatierra,Porcentaje,Agurain / Salvatierra,19.8
2021,Baso-azalera azalera osoaren proportzioan,,,Agurain / Salvatierra,Porcentaje,Agurain / Salvatierra,20.4
2022,Baso-azalera azalera osoaren proportzioan,,,Agurain / Salvatierra,Porcentaje,Agurain / Salvatierra,20.4
2018,Baso-azalera azalera osoaren proportzioan,,,Aia,Porcentaje,Aia,50.3
2021,Baso-azalera azalera osoaren proportzioan,,,Aia,Porcentaje,Aia,51.0
2019,Baso-azalera azalera osoaren proportzioan,,,Aia,Porcentaje,Aia,50.9
2020,Baso-azalera azalera osoaren proportzioan,,,Aia,Porcentaje,Aia,51.0
2016,Baso-azalera azalera osoaren proportzioan,,,Aia,Porcentaje,Aia,51.4
2010,Baso-azalera azalera osoaren proportzioan,,,Aia,Porcentaje,Aia,51.6
2022,Baso-azalera azalera osoaren proportzioan,,,Aia,Porcentaje,Aia,51.0
2016,Baso-azalera azalera osoaren proportzioan,,,Aizarnazabal,Porcentaje,Aizarnazabal,36.3
2021,Baso-azalera azalera osoaren proportzioan,,,Aizarnazabal,Porcentaje,Aizarnazabal,34.3
2020,Baso-azalera azalera osoaren proportzioan,,,Aizarnazabal,Porcentaje,Aizarnazabal,34.1
2010,Baso-azalera azalera osoaren proportzioan,,,Aizarnazabal,Porcentaje,Aizarnazabal,37.8
2018,Baso-azalera azalera osoaren proportzioan,,,Aizarnazabal,Porcentaje,Aizarnazabal,33.4
2022,Baso-azalera azalera osoaren proportzioan,,,Aizarnazabal,Porcentaje,Aizarnazabal,34.3
2019,Baso-azalera azalera osoaren proportzioan,,,Aizarnazabal,Porcentaje,Aizarnazabal,34.1
2010,Baso-azalera azalera osoaren proportzioan,,,Ajangiz,Porcentaje,Ajangiz,53.7
2020,Baso-azalera azalera osoaren proportzioan,,,Ajangiz,Porcentaje,Ajangiz,54.9
2016,Baso-azalera azalera osoaren proportzioan,,,Ajangiz,Porcentaje,Ajangiz,57.1
2022,Baso-azalera azalera osoaren proportzioan,,,Ajangiz,Porcentaje,Ajangiz,55.0
2019,Baso-azalera azalera osoaren proportzioan,,,Ajangiz,Porcentaje,Ajangiz,54.7
2021,Baso-azalera azalera osoaren proportzioan,,,Ajangiz,Porcentaje,Ajangiz,54.9
2018,Baso-azalera azalera osoaren proportzioan,,,Ajangiz,Porcentaje,Ajangiz,54.5
2016,Baso-azalera azalera osoaren proportzioan,,,Albiztur,Porcentaje,Albiztur,65.3
2020,Baso-azalera azalera osoaren proportzioan,,,Albiztur,Porcentaje,Albiztur,64.4
2018,Baso-azalera azalera osoaren proportzioan,,,Albiztur,Porcentaje,Albiztur,63.9
2010,Baso-azalera azalera osoaren proportzioan,,,Albiztur,Porcentaje,Albiztur,68.9
2022,Baso-azalera azalera osoaren proportzioan,,,Albiztur,Porcentaje,Albiztur,64.6
2019,Baso-azalera azalera osoaren proportzioan,,,Albiztur,Porcentaje,Albiztur,64.0
2021,Baso-azalera azalera osoaren proportzioan,,,Albiztur,Porcentaje,Albiztur,64.4
2019,Baso-azalera azalera osoaren proportzioan,,,Alegia,Porcentaje,Alegia,69.4
2021,Baso-azalera azalera osoaren proportzioan,,,Alegia,Porcentaje,Alegia,69.4
2010,Baso-azalera azalera osoaren proportzioan,,,Alegia,Porcentaje,Alegia,72.6
2016,Baso-azalera azalera osoaren proportzioan,,,Alegia,Porcentaje,Alegia,71.2
2020,Baso-azalera azalera osoaren proportzioan,,,Alegia,Porcentaje,Alegia,69.4
2018,Baso-azalera azalera osoaren proportzioan,,,Alegia,Porcentaje,Alegia,68.8
2022,Baso-azalera azalera osoaren proportzioan,,,Alegia,Porcentaje,Alegia,69.4
2018,Baso-azalera azalera osoaren proportzioan,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,32.9
2019,Baso-azalera azalera osoaren proportzioan,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,32.9
2021,Baso-azalera azalera osoaren proportzioan,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,32.9
2022,Baso-azalera azalera osoaren proportzioan,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,32.9
2020,Baso-azalera azalera osoaren proportzioan,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,32.9
2016,Baso-azalera azalera osoaren proportzioan,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,32.9
2010,Baso-azalera azalera osoaren proportzioan,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,33.6
2018,Baso-azalera azalera osoaren proportzioan,,,Alkiza,Porcentaje,Alkiza,68.0
2021,Baso-azalera azalera osoaren proportzioan,,,Alkiza,Porcentaje,Alkiza,68.0
2016,Baso-azalera azalera osoaren proportzioan,,,Alkiza,Porcentaje,Alkiza,68.9
2010,Baso-azalera azalera osoaren proportzioan,,,Alkiza,Porcentaje,Alkiza,70.4
2020,Baso-azalera azalera osoaren proportzioan,,,Alkiza,Porcentaje,Alkiza,68.0
2022,Baso-azalera azalera osoaren proportzioan,,,Alkiza,Porcentaje,Alkiza,67.9
2019,Baso-azalera azalera osoaren proportzioan,,,Alkiza,Porcentaje,Alkiza,68.1
2018,Baso-azalera azalera osoaren proportzioan,,,Alonsotegi,Porcentaje,Alonsotegi,52.4
2019,Baso-azalera azalera osoaren proportzioan,,,Alonsotegi,Porcentaje,Alonsotegi,52.1
2022,Baso-azalera azalera osoaren proportzioan,,,Alonsotegi,Porcentaje,Alonsotegi,54.5
2021,Baso-azalera azalera osoaren proportzioan,,,Alonsotegi,Porcentaje,Alonsotegi,54.5
2016,Baso-azalera azalera osoaren proportzioan,,,Alonsotegi,Porcentaje,Alonsotegi,51.5
2010,Baso-azalera azalera osoaren proportzioan,,,Alonsotegi,Porcentaje,Alonsotegi,47.6
2020,Baso-azalera azalera osoaren proportzioan,,,Alonsotegi,Porcentaje,Alonsotegi,54.6
2019,Baso-azalera azalera osoaren proportzioan,,,Altzaga,Porcentaje,Altzaga,61.1
2018,Baso-azalera azalera osoaren proportzioan,,,Altzaga,Porcentaje,Altzaga,61.1
2020,Baso-azalera azalera osoaren proportzioan,,,Altzaga,Porcentaje,Altzaga,61.1
2021,Baso-azalera azalera osoaren proportzioan,,,Altzaga,Porcentaje,Altzaga,61.8
2010,Baso-azalera azalera osoaren proportzioan,,,Altzaga,Porcentaje,Altzaga,60.4
2016,Baso-azalera azalera osoaren proportzioan,,,Altzaga,Porcentaje,Altzaga,62.6
2022,Baso-azalera azalera osoaren proportzioan,,,Altzaga,Porcentaje,Altzaga,61.8
2020,Baso-azalera azalera osoaren proportzioan,,,Altzo,Porcentaje,Altzo,65.6
2018,Baso-azalera azalera osoaren proportzioan,,,Altzo,Porcentaje,Altzo,65.2
2021,Baso-azalera azalera osoaren proportzioan,,,Altzo,Porcentaje,Altzo,65.7
2016,Baso-azalera azalera osoaren proportzioan,,,Altzo,Porcentaje,Altzo,68.7
2010,Baso-azalera azalera osoaren proportzioan,,,Altzo,Porcentaje,Altzo,69.1
2022,Baso-azalera azalera osoaren proportzioan,,,Altzo,Porcentaje,Altzo,65.8
2019,Baso-azalera azalera osoaren proportzioan,,,Altzo,Porcentaje,Altzo,65.6
2022,Baso-azalera azalera osoaren proportzioan,,,Amezketa,Porcentaje,Amezketa,61.4
2016,Baso-azalera azalera osoaren proportzioan,,,Amezketa,Porcentaje,Amezketa,62.8
2018,Baso-azalera azalera osoaren proportzioan,,,Amezketa,Porcentaje,Amezketa,60.7
2010,Baso-azalera azalera osoaren proportzioan,,,Amezketa,Porcentaje,Amezketa,62.9
2021,Baso-azalera azalera osoaren proportzioan,,,Amezketa,Porcentaje,Amezketa,61.0
2019,Baso-azalera azalera osoaren proportzioan,,,Amezketa,Porcentaje,Amezketa,61.1
2020,Baso-azalera azalera osoaren proportzioan,,,Amezketa,Porcentaje,Amezketa,61.1
2010,Baso-azalera azalera osoaren proportzioan,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,64.4
2021,Baso-azalera azalera osoaren proportzioan,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,62.8
2018,Baso-azalera azalera osoaren proportzioan,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,61.8
2016,Baso-azalera azalera osoaren proportzioan,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,63.7
2020,Baso-azalera azalera osoaren proportzioan,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,62.3
2019,Baso-azalera azalera osoaren proportzioan,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,61.8
2022,Baso-azalera azalera osoaren proportzioan,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,62.8
2010,Baso-azalera azalera osoaren proportzioan,,,Amoroto,Porcentaje,Amoroto,83.3
2020,Baso-azalera azalera osoaren proportzioan,,,Amoroto,Porcentaje,Amoroto,82.8
2018,Baso-azalera azalera osoaren proportzioan,,,Amoroto,Porcentaje,Amoroto,82.3
2022,Baso-azalera azalera osoaren proportzioan,,,Amoroto,Porcentaje,Amoroto,83.6
2016,Baso-azalera azalera osoaren proportzioan,,,Amoroto,Porcentaje,Amoroto,82.9
2019,Baso-azalera azalera osoaren proportzioan,,,Amoroto,Porcentaje,Amoroto,82.2
2021,Baso-azalera azalera osoaren proportzioan,,,Amoroto,Porcentaje,Amoroto,83.6
2021,Baso-azalera azalera osoaren proportzioan,,,Amurrio,Porcentaje,Amurrio,59.0
2016,Baso-azalera azalera osoaren proportzioan,,,Amurrio,Porcentaje,Amurrio,58.0
2018,Baso-azalera azalera osoaren proportzioan,,,Amurrio,Porcentaje,Amurrio,58.0
2020,Baso-azalera azalera osoaren proportzioan,,,Amurrio,Porcentaje,Amurrio,59.0
2019,Baso-azalera azalera osoaren proportzioan,,,Amurrio,Porcentaje,Amurrio,58.4
2022,Baso-azalera azalera osoaren proportzioan,,,Amurrio,Porcentaje,Amurrio,59.1
2010,Baso-azalera azalera osoaren proportzioan,,,Amurrio,Porcentaje,Amurrio,57.8
2018,Baso-azalera azalera osoaren proportzioan,,,Andoain,Porcentaje,Andoain,57.0
2019,Baso-azalera azalera osoaren proportzioan,,,Andoain,Porcentaje,Andoain,57.0
2022,Baso-azalera azalera osoaren proportzioan,,,Andoain,Porcentaje,Andoain,57.4
2016,Baso-azalera azalera osoaren proportzioan,,,Andoain,Porcentaje,Andoain,58.0
2010,Baso-azalera azalera osoaren proportzioan,,,Andoain,Porcentaje,Andoain,57.5
2020,Baso-azalera azalera osoaren proportzioan,,,Andoain,Porcentaje,Andoain,57.0
2021,Baso-azalera azalera osoaren proportzioan,,,Andoain,Porcentaje,Andoain,57.4
2021,Baso-azalera azalera osoaren proportzioan,,,Anoeta,Porcentaje,Anoeta,50.5
2016,Baso-azalera azalera osoaren proportzioan,,,Anoeta,Porcentaje,Anoeta,52.0
2019,Baso-azalera azalera osoaren proportzioan,,,Anoeta,Porcentaje,Anoeta,50.5
2020,Baso-azalera azalera osoaren proportzioan,,,Anoeta,Porcentaje,Anoeta,50.5
2022,Baso-azalera azalera osoaren proportzioan,,,Anoeta,Porcentaje,Anoeta,50.5
2010,Baso-azalera azalera osoaren proportzioan,,,Anoeta,Porcentaje,Anoeta,53.7
2018,Baso-azalera azalera osoaren proportzioan,,,Anoeta,Porcentaje,Anoeta,50.5
2021,Baso-azalera azalera osoaren proportzioan,,,Antzuola,Porcentaje,Antzuola,75.1
2018,Baso-azalera azalera osoaren proportzioan,,,Antzuola,Porcentaje,Antzuola,75.0
2019,Baso-azalera azalera osoaren proportzioan,,,Antzuola,Porcentaje,Antzuola,75.0
2022,Baso-azalera azalera osoaren proportzioan,,,Antzuola,Porcentaje,Antzuola,75.1
2010,Baso-azalera azalera osoaren proportzioan,,,Antzuola,Porcentaje,Antzuola,80.6
2020,Baso-azalera azalera osoaren proportzioan,,,Antzuola,Porcentaje,Antzuola,75.0
2016,Baso-azalera azalera osoaren proportzioan,,,Antzuola,Porcentaje,Antzuola,77.7
2010,Baso-azalera azalera osoaren proportzioan,,,Añana,Porcentaje,Añana,43.2
2019,Baso-azalera azalera osoaren proportzioan,,,Añana,Porcentaje,Añana,46.2
2022,Baso-azalera azalera osoaren proportzioan,,,Añana,Porcentaje,Añana,46.3
2018,Baso-azalera azalera osoaren proportzioan,,,Añana,Porcentaje,Añana,45.7
2021,Baso-azalera azalera osoaren proportzioan,,,Añana,Porcentaje,Añana,46.2
2016,Baso-azalera azalera osoaren proportzioan,,,Añana,Porcentaje,Añana,45.7
2020,Baso-azalera azalera osoaren proportzioan,,,Añana,Porcentaje,Añana,46.2
2020,Baso-azalera azalera osoaren proportzioan,,,Arakaldo,Porcentaje,Arakaldo,74.9
2019,Baso-azalera azalera osoaren proportzioan,,,Arakaldo,Porcentaje,Arakaldo,74.9
2022,Baso-azalera azalera osoaren proportzioan,,,Arakaldo,Porcentaje,Arakaldo,75.0
2016,Baso-azalera azalera osoaren proportzioan,,,Arakaldo,Porcentaje,Arakaldo,75.8
2021,Baso-azalera azalera osoaren proportzioan,,,Arakaldo,Porcentaje,Arakaldo,74.9
2018,Baso-azalera azalera osoaren proportzioan,,,Arakaldo,Porcentaje,Arakaldo,74.9
2010,Baso-azalera azalera osoaren proportzioan,,,Arakaldo,Porcentaje,Arakaldo,79.6
2021,Baso-azalera azalera osoaren proportzioan,,,Arama,Porcentaje,Arama,51.4
2020,Baso-azalera azalera osoaren proportzioan,,,Arama,Porcentaje,Arama,51.4
2018,Baso-azalera azalera osoaren proportzioan,,,Arama,Porcentaje,Arama,51.3
2019,Baso-azalera azalera osoaren proportzioan,,,Arama,Porcentaje,Arama,51.4
2010,Baso-azalera azalera osoaren proportzioan,,,Arama,Porcentaje,Arama,60.0
2022,Baso-azalera azalera osoaren proportzioan,,,Arama,Porcentaje,Arama,51.5
2016,Baso-azalera azalera osoaren proportzioan,,,Arama,Porcentaje,Arama,54.7
2022,Baso-azalera azalera osoaren proportzioan,,,Aramaio,Porcentaje,Aramaio,78.9
2018,Baso-azalera azalera osoaren proportzioan,,,Aramaio,Porcentaje,Aramaio,78.5
2019,Baso-azalera azalera osoaren proportzioan,,,Aramaio,Porcentaje,Aramaio,78.6
2010,Baso-azalera azalera osoaren proportzioan,,,Aramaio,Porcentaje,Aramaio,77.7
2016,Baso-azalera azalera osoaren proportzioan,,,Aramaio,Porcentaje,Aramaio,78.9
2020,Baso-azalera azalera osoaren proportzioan,,,Aramaio,Porcentaje,Aramaio,78.7
2021,Baso-azalera azalera osoaren proportzioan,,,Aramaio,Porcentaje,Aramaio,78.8
2018,Baso-azalera azalera osoaren proportzioan,,,Arantzazu,Porcentaje,Arantzazu,58.3
2021,Baso-azalera azalera osoaren proportzioan,,,Arantzazu,Porcentaje,Arantzazu,61.0
2020,Baso-azalera azalera osoaren proportzioan,,,Arantzazu,Porcentaje,Arantzazu,60.6
2010,Baso-azalera azalera osoaren proportzioan,,,Arantzazu,Porcentaje,Arantzazu,64.2
2016,Baso-azalera azalera osoaren proportzioan,,,Arantzazu,Porcentaje,Arantzazu,59.9
2022,Baso-azalera azalera osoaren proportzioan,,,Arantzazu,Porcentaje,Arantzazu,61.0
2019,Baso-azalera azalera osoaren proportzioan,,,Arantzazu,Porcentaje,Arantzazu,60.6
2016,Baso-azalera azalera osoaren proportzioan,,,Areatza,Porcentaje,Areatza,86.2
2019,Baso-azalera azalera osoaren proportzioan,,,Areatza,Porcentaje,Areatza,83.6
2021,Baso-azalera azalera osoaren proportzioan,,,Areatza,Porcentaje,Areatza,86.3
2010,Baso-azalera azalera osoaren proportzioan,,,Areatza,Porcentaje,Areatza,89.6
2020,Baso-azalera azalera osoaren proportzioan,,,Areatza,Porcentaje,Areatza,85.4
2022,Baso-azalera azalera osoaren proportzioan,,,Areatza,Porcentaje,Areatza,86.3
2018,Baso-azalera azalera osoaren proportzioan,,,Areatza,Porcentaje,Areatza,83.2
2021,Baso-azalera azalera osoaren proportzioan,,,Aretxabaleta,Porcentaje,Aretxabaleta,55.6
2010,Baso-azalera azalera osoaren proportzioan,,,Aretxabaleta,Porcentaje,Aretxabaleta,51.2
2016,Baso-azalera azalera osoaren proportzioan,,,Aretxabaleta,Porcentaje,Aretxabaleta,55.8
2022,Baso-azalera azalera osoaren proportzioan,,,Aretxabaleta,Porcentaje,Aretxabaleta,55.6
2018,Baso-azalera azalera osoaren proportzioan,,,Aretxabaleta,Porcentaje,Aretxabaleta,54.8
2020,Baso-azalera azalera osoaren proportzioan,,,Aretxabaleta,Porcentaje,Aretxabaleta,55.6
2019,Baso-azalera azalera osoaren proportzioan,,,Aretxabaleta,Porcentaje,Aretxabaleta,55.5
2021,Baso-azalera azalera osoaren proportzioan,,,Armiñón,Porcentaje,Armiñón,6.6
2020,Baso-azalera azalera osoaren proportzioan,,,Armiñón,Porcentaje,Armiñón,6.6
2010,Baso-azalera azalera osoaren proportzioan,,,Armiñón,Porcentaje,Armiñón,8.4
2022,Baso-azalera azalera osoaren proportzioan,,,Armiñón,Porcentaje,Armiñón,6.6
2016,Baso-azalera azalera osoaren proportzioan,,,Armiñón,Porcentaje,Armiñón,6.6
2019,Baso-azalera azalera osoaren proportzioan,,,Armiñón,Porcentaje,Armiñón,6.6
2018,Baso-azalera azalera osoaren proportzioan,,,Armiñón,Porcentaje,Armiñón,6.6
2021,Baso-azalera azalera osoaren proportzioan,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,62.6
2020,Baso-azalera azalera osoaren proportzioan,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,62.5
2019,Baso-azalera azalera osoaren proportzioan,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,62.1
2016,Baso-azalera azalera osoaren proportzioan,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,62.1
2022,Baso-azalera azalera osoaren proportzioan,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,62.6
2010,Baso-azalera azalera osoaren proportzioan,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,61.8
2018,Baso-azalera azalera osoaren proportzioan,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,62.1
2016,Baso-azalera azalera osoaren proportzioan,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,73.3
2019,Baso-azalera azalera osoaren proportzioan,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,72.5
2018,Baso-azalera azalera osoaren proportzioan,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,72.6
2010,Baso-azalera azalera osoaren proportzioan,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,73.4
2022,Baso-azalera azalera osoaren proportzioan,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,73.6
2021,Baso-azalera azalera osoaren proportzioan,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,73.4
2020,Baso-azalera azalera osoaren proportzioan,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,73.0
2016,Baso-azalera azalera osoaren proportzioan,,,Arrasate / Mondragón,Porcentaje,Arrasate / Mondragón,65.5
2022,Baso-azalera azalera osoaren proportzioan,,,Arrasate / Mondragón,Porcentaje,Arrasate / Mondragón,64.0
2018,Baso-azalera azalera osoaren proportzioan,,,Arrasate / Mondragón,Porcentaje,Arrasate / Mondragón,63.5
2020,Baso-azalera azalera osoaren proportzioan,,,Arrasate / Mondragón,Porcentaje,Arrasate / Mondragón,64.0
2021,Baso-azalera azalera osoaren proportzioan,,,Arrasate / Mondragón,Porcentaje,Arrasate / Mondragón,64.0
2010,Baso-azalera azalera osoaren proportzioan,,,Arrasate / Mondragón,Porcentaje,Arrasate / Mondragón,64.6
2019,Baso-azalera azalera osoaren proportzioan,,,Arrasate / Mondragón,Porcentaje,Arrasate / Mondragón,64.0
2016,Baso-azalera azalera osoaren proportzioan,,,Arratzu,Porcentaje,Arratzu,71.1
2010,Baso-azalera azalera osoaren proportzioan,,,Arratzu,Porcentaje,Arratzu,70.9
2022,Baso-azalera azalera osoaren proportzioan,,,Arratzu,Porcentaje,Arratzu,72.1
2020,Baso-azalera azalera osoaren proportzioan,,,Arratzu,Porcentaje,Arratzu,72.1
2021,Baso-azalera azalera osoaren proportzioan,,,Arratzu,Porcentaje,Arratzu,72.1
2018,Baso-azalera azalera osoaren proportzioan,,,Arratzu,Porcentaje,Arratzu,70.9
2019,Baso-azalera azalera osoaren proportzioan,,,Arratzu,Porcentaje,Arratzu,71.8
2020,Baso-azalera azalera osoaren proportzioan,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,29.2
2019,Baso-azalera azalera osoaren proportzioan,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,29.2
2010,Baso-azalera azalera osoaren proportzioan,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,28.7
2021,Baso-azalera azalera osoaren proportzioan,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,29.2
2016,Baso-azalera azalera osoaren proportzioan,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,28.7
2018,Baso-azalera azalera osoaren proportzioan,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,28.6
2022,Baso-azalera azalera osoaren proportzioan,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,29.2
2022,Baso-azalera azalera osoaren proportzioan,,,Arrieta,Porcentaje,Arrieta,65.3
2020,Baso-azalera azalera osoaren proportzioan,,,Arrieta,Porcentaje,Arrieta,65.2
2010,Baso-azalera azalera osoaren proportzioan,,,Arrieta,Porcentaje,Arrieta,64.7
2016,Baso-azalera azalera osoaren proportzioan,,,Arrieta,Porcentaje,Arrieta,66.3
2021,Baso-azalera azalera osoaren proportzioan,,,Arrieta,Porcentaje,Arrieta,65.2
2019,Baso-azalera azalera osoaren proportzioan,,,Arrieta,Porcentaje,Arrieta,65.1
2018,Baso-azalera azalera osoaren proportzioan,,,Arrieta,Porcentaje,Arrieta,65.1
2019,Baso-azalera azalera osoaren proportzioan,,,Arrigorriaga,Porcentaje,Arrigorriaga,60.5
2010,Baso-azalera azalera osoaren proportzioan,,,Arrigorriaga,Porcentaje,Arrigorriaga,61.4
2022,Baso-azalera azalera osoaren proportzioan,,,Arrigorriaga,Porcentaje,Arrigorriaga,61.4
2018,Baso-azalera azalera osoaren proportzioan,,,Arrigorriaga,Porcentaje,Arrigorriaga,60.5
2020,Baso-azalera azalera osoaren proportzioan,,,Arrigorriaga,Porcentaje,Arrigorriaga,61.3
2021,Baso-azalera azalera osoaren proportzioan,,,Arrigorriaga,Porcentaje,Arrigorriaga,61.4
2016,Baso-azalera azalera osoaren proportzioan,,,Arrigorriaga,Porcentaje,Arrigorriaga,61.0
2022,Baso-azalera azalera osoaren proportzioan,,,Artea,Porcentaje,Artea,74.4
2018,Baso-azalera azalera osoaren proportzioan,,,Artea,Porcentaje,Artea,70.5
2016,Baso-azalera azalera osoaren proportzioan,,,Artea,Porcentaje,Artea,74.3
2019,Baso-azalera azalera osoaren proportzioan,,,Artea,Porcentaje,Artea,73.0
2021,Baso-azalera azalera osoaren proportzioan,,,Artea,Porcentaje,Artea,74.2
2010,Baso-azalera azalera osoaren proportzioan,,,Artea,Porcentaje,Artea,74.4
2020,Baso-azalera azalera osoaren proportzioan,,,Artea,Porcentaje,Artea,74.0
2020,Baso-azalera azalera osoaren proportzioan,,,Artzentales,Porcentaje,Artzentales,59.8
2018,Baso-azalera azalera osoaren proportzioan,,,Artzentales,Porcentaje,Artzentales,59.1
2021,Baso-azalera azalera osoaren proportzioan,,,Artzentales,Porcentaje,Artzentales,60.1
2019,Baso-azalera azalera osoaren proportzioan,,,Artzentales,Porcentaje,Artzentales,59.3
2010,Baso-azalera azalera osoaren proportzioan,,,Artzentales,Porcentaje,Artzentales,60.0
2022,Baso-azalera azalera osoaren proportzioan,,,Artzentales,Porcentaje,Artzentales,60.0
2016,Baso-azalera azalera osoaren proportzioan,,,Artzentales,Porcentaje,Artzentales,60.1
2022,Baso-azalera azalera osoaren proportzioan,,,Artziniega,Porcentaje,Artziniega,57.2
2021,Baso-azalera azalera osoaren proportzioan,,,Artziniega,Porcentaje,Artziniega,56.9
2019,Baso-azalera azalera osoaren proportzioan,,,Artziniega,Porcentaje,Artziniega,58.1
2016,Baso-azalera azalera osoaren proportzioan,,,Artziniega,Porcentaje,Artziniega,57.3
2018,Baso-azalera azalera osoaren proportzioan,,,Artziniega,Porcentaje,Artziniega,58.5
2020,Baso-azalera azalera osoaren proportzioan,,,Artziniega,Porcentaje,Artziniega,56.9
2010,Baso-azalera azalera osoaren proportzioan,,,Artziniega,Porcentaje,Artziniega,57.3
2021,Baso-azalera azalera osoaren proportzioan,,,Asparrena,Porcentaje,Asparrena,52.4
2022,Baso-azalera azalera osoaren proportzioan,,,Asparrena,Porcentaje,Asparrena,52.4
2016,Baso-azalera azalera osoaren proportzioan,,,Asparrena,Porcentaje,Asparrena,52.4
2010,Baso-azalera azalera osoaren proportzioan,,,Asparrena,Porcentaje,Asparrena,53.4
2018,Baso-azalera azalera osoaren proportzioan,,,Asparrena,Porcentaje,Asparrena,52.4
2020,Baso-azalera azalera osoaren proportzioan,,,Asparrena,Porcentaje,Asparrena,52.4
2019,Baso-azalera azalera osoaren proportzioan,,,Asparrena,Porcentaje,Asparrena,52.4
2019,Baso-azalera azalera osoaren proportzioan,,,Asteasu,Porcentaje,Asteasu,43.8
2021,Baso-azalera azalera osoaren proportzioan,,,Asteasu,Porcentaje,Asteasu,43.9
2016,Baso-azalera azalera osoaren proportzioan,,,Asteasu,Porcentaje,Asteasu,44.9
