Year,Teknologia berriztagarri mota,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2022,Eguzki-energia termikoa,,,Olaberria,W_PER_CAPITA,Olaberria,12.3
2018,Eguzki-energia termikoa,,,Olaberria,W_PER_CAPITA,Olaberria,6.6
2011,Eguzki-energia termikoa,,,Olaberria,W_PER_CAPITA,Olaberria,0.0
2010,Eguzki-energia termikoa,,,Olaberria,W_PER_CAPITA,Olaberria,0.0
2013,Eguzki-energia termikoa,,,Olaberria,W_PER_CAPITA,Olaberria,0.0
2016,Eguzki-energia termikoa,,,Olaberria,W_PER_CAPITA,Olaberria,6.6
2021,Eguzki-energia termikoa,,,Olaberria,W_PER_CAPITA,Olaberria,12.3
2019,Eguzki-energia termikoa,,,Olaberria,W_PER_CAPITA,Olaberria,6.5
2017,Eguzki-energia termikoa,,,Olaberria,W_PER_CAPITA,Olaberria,6.6
2015,Eguzki-energia termikoa,,,Olaberria,W_PER_CAPITA,Olaberria,6.3
2014,Eguzki-energia termikoa,,,Olaberria,W_PER_CAPITA,Olaberria,6.4
2012,Eguzki-energia termikoa,,,Olaberria,W_PER_CAPITA,Olaberria,0.0
2020,Eguzki-energia termikoa,,,Olaberria,W_PER_CAPITA,Olaberria,12.0
2015,Eguzki-energia termikoa,,,Ondarroa,W_PER_CAPITA,Ondarroa,5.7
2018,Eguzki-energia termikoa,,,Ondarroa,W_PER_CAPITA,Ondarroa,5.8
2021,Eguzki-energia termikoa,,,Ondarroa,W_PER_CAPITA,Ondarroa,6.0
2023,Eguzki-energia termikoa,,,Ondarroa,W_PER_CAPITA,Ondarroa,6.1
2013,Eguzki-energia termikoa,,,Ondarroa,W_PER_CAPITA,Ondarroa,4.6
2011,Eguzki-energia termikoa,,,Ondarroa,W_PER_CAPITA,Ondarroa,4.6
2022,Eguzki-energia termikoa,,,Ondarroa,W_PER_CAPITA,Ondarroa,6.0
2019,Eguzki-energia termikoa,,,Ondarroa,W_PER_CAPITA,Ondarroa,5.8
2017,Eguzki-energia termikoa,,,Ondarroa,W_PER_CAPITA,Ondarroa,5.8
2014,Eguzki-energia termikoa,,,Ondarroa,W_PER_CAPITA,Ondarroa,5.7
2012,Eguzki-energia termikoa,,,Ondarroa,W_PER_CAPITA,Ondarroa,4.6
2010,Eguzki-energia termikoa,,,Ondarroa,W_PER_CAPITA,Ondarroa,4.6
2020,Eguzki-energia termikoa,,,Ondarroa,W_PER_CAPITA,Ondarroa,5.9
2016,Eguzki-energia termikoa,,,Ondarroa,W_PER_CAPITA,Ondarroa,5.8
2022,Eguzki-energia termikoa,,,Oñati,W_PER_CAPITA,Oñati,13.8
2015,Eguzki-energia termikoa,,,Oñati,W_PER_CAPITA,Oñati,10.6
2013,Eguzki-energia termikoa,,,Oñati,W_PER_CAPITA,Oñati,8.8
2017,Eguzki-energia termikoa,,,Oñati,W_PER_CAPITA,Oñati,11.7
2011,Eguzki-energia termikoa,,,Oñati,W_PER_CAPITA,Oñati,8.6
2019,Eguzki-energia termikoa,,,Oñati,W_PER_CAPITA,Oñati,12.5
2023,Eguzki-energia termikoa,,,Oñati,W_PER_CAPITA,Oñati,13.8
2021,Eguzki-energia termikoa,,,Oñati,W_PER_CAPITA,Oñati,13.8
2020,Eguzki-energia termikoa,,,Oñati,W_PER_CAPITA,Oñati,13.0
2018,Eguzki-energia termikoa,,,Oñati,W_PER_CAPITA,Oñati,11.7
2016,Eguzki-energia termikoa,,,Oñati,W_PER_CAPITA,Oñati,11.4
2014,Eguzki-energia termikoa,,,Oñati,W_PER_CAPITA,Oñati,10.7
2012,Eguzki-energia termikoa,,,Oñati,W_PER_CAPITA,Oñati,8.6
2010,Eguzki-energia termikoa,,,Oñati,W_PER_CAPITA,Oñati,8.5
2022,Eguzki-energia termikoa,,,Ordizia,W_PER_CAPITA,Ordizia,4.7
2012,Eguzki-energia termikoa,,,Ordizia,W_PER_CAPITA,Ordizia,0.8
2017,Eguzki-energia termikoa,,,Ordizia,W_PER_CAPITA,Ordizia,2.3
2010,Eguzki-energia termikoa,,,Ordizia,W_PER_CAPITA,Ordizia,0.3
2014,Eguzki-energia termikoa,,,Ordizia,W_PER_CAPITA,Ordizia,1.1
2023,Eguzki-energia termikoa,,,Ordizia,W_PER_CAPITA,Ordizia,4.7
2021,Eguzki-energia termikoa,,,Ordizia,W_PER_CAPITA,Ordizia,3.7
2019,Eguzki-energia termikoa,,,Ordizia,W_PER_CAPITA,Ordizia,2.2
2018,Eguzki-energia termikoa,,,Ordizia,W_PER_CAPITA,Ordizia,2.2
2016,Eguzki-energia termikoa,,,Ordizia,W_PER_CAPITA,Ordizia,2.3
2013,Eguzki-energia termikoa,,,Ordizia,W_PER_CAPITA,Ordizia,1.1
2011,Eguzki-energia termikoa,,,Ordizia,W_PER_CAPITA,Ordizia,0.8
2015,Eguzki-energia termikoa,,,Ordizia,W_PER_CAPITA,Ordizia,1.1
2020,Eguzki-energia termikoa,,,Ordizia,W_PER_CAPITA,Ordizia,3.6
2014,Eguzki-energia termikoa,,,Orendain,W_PER_CAPITA,Orendain,18.0
2013,Eguzki-energia termikoa,,,Orendain,W_PER_CAPITA,Orendain,18.8
2021,Eguzki-energia termikoa,,,Orendain,W_PER_CAPITA,Orendain,14.9
2023,Eguzki-energia termikoa,,,Orendain,W_PER_CAPITA,Orendain,14.9
2019,Eguzki-energia termikoa,,,Orendain,W_PER_CAPITA,Orendain,17.1
2016,Eguzki-energia termikoa,,,Orendain,W_PER_CAPITA,Orendain,18.6
2022,Eguzki-energia termikoa,,,Orendain,W_PER_CAPITA,Orendain,15.3
2020,Eguzki-energia termikoa,,,Orendain,W_PER_CAPITA,Orendain,16.0
2017,Eguzki-energia termikoa,,,Orendain,W_PER_CAPITA,Orendain,17.8
2015,Eguzki-energia termikoa,,,Orendain,W_PER_CAPITA,Orendain,17.4
2012,Eguzki-energia termikoa,,,Orendain,W_PER_CAPITA,Orendain,18.9
2010,Eguzki-energia termikoa,,,Orendain,W_PER_CAPITA,Orendain,19.8
2018,Eguzki-energia termikoa,,,Orendain,W_PER_CAPITA,Orendain,17.8
2011,Eguzki-energia termikoa,,,Orendain,W_PER_CAPITA,Orendain,20.1
2023,Eguzki-energia termikoa,,,Orexa,W_PER_CAPITA,Orexa,78.0
2019,Eguzki-energia termikoa,,,Orexa,W_PER_CAPITA,Orexa,73.6
2021,Eguzki-energia termikoa,,,Orexa,W_PER_CAPITA,Orexa,72.9
2020,Eguzki-energia termikoa,,,Orexa,W_PER_CAPITA,Orexa,70.3
2015,Eguzki-energia termikoa,,,Orexa,W_PER_CAPITA,Orexa,69.5
2013,Eguzki-energia termikoa,,,Orexa,W_PER_CAPITA,Orexa,68.4
2012,Eguzki-energia termikoa,,,Orexa,W_PER_CAPITA,Orexa,68.4
2017,Eguzki-energia termikoa,,,Orexa,W_PER_CAPITA,Orexa,69.6
2010,Eguzki-energia termikoa,,,Orexa,W_PER_CAPITA,Orexa,67.8
2022,Eguzki-energia termikoa,,,Orexa,W_PER_CAPITA,Orexa,76.5
2018,Eguzki-energia termikoa,,,Orexa,W_PER_CAPITA,Orexa,70.9
2016,Eguzki-energia termikoa,,,Orexa,W_PER_CAPITA,Orexa,69.6
2014,Eguzki-energia termikoa,,,Orexa,W_PER_CAPITA,Orexa,68.3
2011,Eguzki-energia termikoa,,,Orexa,W_PER_CAPITA,Orexa,68.4
2023,Eguzki-energia termikoa,,,Orio,W_PER_CAPITA,Orio,16.7
2017,Eguzki-energia termikoa,,,Orio,W_PER_CAPITA,Orio,14.2
2012,Eguzki-energia termikoa,,,Orio,W_PER_CAPITA,Orio,8.6
2013,Eguzki-energia termikoa,,,Orio,W_PER_CAPITA,Orio,11.9
2011,Eguzki-energia termikoa,,,Orio,W_PER_CAPITA,Orio,4.9
2014,Eguzki-energia termikoa,,,Orio,W_PER_CAPITA,Orio,11.7
2019,Eguzki-energia termikoa,,,Orio,W_PER_CAPITA,Orio,16.8
2015,Eguzki-energia termikoa,,,Orio,W_PER_CAPITA,Orio,11.6
2022,Eguzki-energia termikoa,,,Orio,W_PER_CAPITA,Orio,16.8
2021,Eguzki-energia termikoa,,,Orio,W_PER_CAPITA,Orio,17.0
2020,Eguzki-energia termikoa,,,Orio,W_PER_CAPITA,Orio,16.9
2018,Eguzki-energia termikoa,,,Orio,W_PER_CAPITA,Orio,14.1
2016,Eguzki-energia termikoa,,,Orio,W_PER_CAPITA,Orio,11.5
2010,Eguzki-energia termikoa,,,Orio,W_PER_CAPITA,Orio,5.0
2023,Eguzki-energia termikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,1.4
2021,Eguzki-energia termikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,1.4
2015,Eguzki-energia termikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,1.5
2019,Eguzki-energia termikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,1.4
2011,Eguzki-energia termikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,0.0
2018,Eguzki-energia termikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,1.4
2013,Eguzki-energia termikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,0.0
2022,Eguzki-energia termikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,1.5
2020,Eguzki-energia termikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,1.4
2016,Eguzki-energia termikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,1.4
2014,Eguzki-energia termikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,1.5
2012,Eguzki-energia termikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,0.0
2010,Eguzki-energia termikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,0.0
2017,Eguzki-energia termikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,1.4
2012,Eguzki-energia termikoa,,,Orozko,W_PER_CAPITA,Orozko,3.9
2019,Eguzki-energia termikoa,,,Orozko,W_PER_CAPITA,Orozko,3.9
2010,Eguzki-energia termikoa,,,Orozko,W_PER_CAPITA,Orozko,3.1
2017,Eguzki-energia termikoa,,,Orozko,W_PER_CAPITA,Orozko,3.9
2015,Eguzki-energia termikoa,,,Orozko,W_PER_CAPITA,Orozko,3.9
2023,Eguzki-energia termikoa,,,Orozko,W_PER_CAPITA,Orozko,4.8
2021,Eguzki-energia termikoa,,,Orozko,W_PER_CAPITA,Orozko,4.8
2013,Eguzki-energia termikoa,,,Orozko,W_PER_CAPITA,Orozko,3.9
2022,Eguzki-energia termikoa,,,Orozko,W_PER_CAPITA,Orozko,4.8
2020,Eguzki-energia termikoa,,,Orozko,W_PER_CAPITA,Orozko,4.8
2018,Eguzki-energia termikoa,,,Orozko,W_PER_CAPITA,Orozko,3.9
2016,Eguzki-energia termikoa,,,Orozko,W_PER_CAPITA,Orozko,3.9
2014,Eguzki-energia termikoa,,,Orozko,W_PER_CAPITA,Orozko,3.9
2011,Eguzki-energia termikoa,,,Orozko,W_PER_CAPITA,Orozko,3.0
2015,Eguzki-energia termikoa,,,Ortuella,W_PER_CAPITA,Ortuella,0.4
2013,Eguzki-energia termikoa,,,Ortuella,W_PER_CAPITA,Ortuella,0.4
2022,Eguzki-energia termikoa,,,Ortuella,W_PER_CAPITA,Ortuella,0.4
2019,Eguzki-energia termikoa,,,Ortuella,W_PER_CAPITA,Ortuella,0.4
2010,Eguzki-energia termikoa,,,Ortuella,W_PER_CAPITA,Ortuella,0.0
2017,Eguzki-energia termikoa,,,Ortuella,W_PER_CAPITA,Ortuella,0.4
2023,Eguzki-energia termikoa,,,Ortuella,W_PER_CAPITA,Ortuella,0.4
2021,Eguzki-energia termikoa,,,Ortuella,W_PER_CAPITA,Ortuella,0.4
2018,Eguzki-energia termikoa,,,Ortuella,W_PER_CAPITA,Ortuella,0.4
2016,Eguzki-energia termikoa,,,Ortuella,W_PER_CAPITA,Ortuella,0.4
2014,Eguzki-energia termikoa,,,Ortuella,W_PER_CAPITA,Ortuella,0.4
2011,Eguzki-energia termikoa,,,Ortuella,W_PER_CAPITA,Ortuella,0.4
2012,Eguzki-energia termikoa,,,Ortuella,W_PER_CAPITA,Ortuella,0.4
2020,Eguzki-energia termikoa,,,Ortuella,W_PER_CAPITA,Ortuella,0.4
2023,Eguzki-energia termikoa,,,Otxandio,W_PER_CAPITA,Otxandio,0.0
2010,Eguzki-energia termikoa,,,Otxandio,W_PER_CAPITA,Otxandio,0.0
2012,Eguzki-energia termikoa,,,Otxandio,W_PER_CAPITA,Otxandio,0.0
2020,Eguzki-energia termikoa,,,Otxandio,W_PER_CAPITA,Otxandio,0.0
2017,Eguzki-energia termikoa,,,Otxandio,W_PER_CAPITA,Otxandio,0.0
2015,Eguzki-energia termikoa,,,Otxandio,W_PER_CAPITA,Otxandio,0.0
2021,Eguzki-energia termikoa,,,Otxandio,W_PER_CAPITA,Otxandio,0.0
2019,Eguzki-energia termikoa,,,Otxandio,W_PER_CAPITA,Otxandio,0.0
2016,Eguzki-energia termikoa,,,Otxandio,W_PER_CAPITA,Otxandio,0.0
2013,Eguzki-energia termikoa,,,Otxandio,W_PER_CAPITA,Otxandio,0.0
2011,Eguzki-energia termikoa,,,Otxandio,W_PER_CAPITA,Otxandio,0.0
2022,Eguzki-energia termikoa,,,Otxandio,W_PER_CAPITA,Otxandio,0.0
2014,Eguzki-energia termikoa,,,Otxandio,W_PER_CAPITA,Otxandio,0.0
2018,Eguzki-energia termikoa,,,Otxandio,W_PER_CAPITA,Otxandio,0.0
2013,Eguzki-energia termikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,9.4
2010,Eguzki-energia termikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,9.5
2018,Eguzki-energia termikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,9.1
2016,Eguzki-energia termikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,9.3
2017,Eguzki-energia termikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,9.2
2022,Eguzki-energia termikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,8.9
2023,Eguzki-energia termikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,8.9
2011,Eguzki-energia termikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,9.4
2014,Eguzki-energia termikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,9.4
2019,Eguzki-energia termikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,9.0
2020,Eguzki-energia termikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,8.9
2015,Eguzki-energia termikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,9.3
2021,Eguzki-energia termikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,9.0
2012,Eguzki-energia termikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,9.5
2016,Eguzki-energia termikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2018,Eguzki-energia termikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2012,Eguzki-energia termikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2017,Eguzki-energia termikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2010,Eguzki-energia termikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2023,Eguzki-energia termikoa,,,Pasaia,W_PER_CAPITA,Pasaia,2.5
2020,Eguzki-energia termikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2021,Eguzki-energia termikoa,,,Pasaia,W_PER_CAPITA,Pasaia,2.5
2014,Eguzki-energia termikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2022,Eguzki-energia termikoa,,,Pasaia,W_PER_CAPITA,Pasaia,2.5
2019,Eguzki-energia termikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2015,Eguzki-energia termikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2013,Eguzki-energia termikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2011,Eguzki-energia termikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2014,Eguzki-energia termikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,0.0
2023,Eguzki-energia termikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,7.4
2013,Eguzki-energia termikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,0.0
2021,Eguzki-energia termikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,7.3
2010,Eguzki-energia termikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,0.0
2012,Eguzki-energia termikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,0.0
2020,Eguzki-energia termikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,7.5
2019,Eguzki-energia termikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,8.3
2018,Eguzki-energia termikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,8.4
2017,Eguzki-energia termikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,0.0
2015,Eguzki-energia termikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,0.0
2022,Eguzki-energia termikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,7.4
2011,Eguzki-energia termikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,0.0
2016,Eguzki-energia termikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,0.0
2010,Eguzki-energia termikoa,,,Plentzia,W_PER_CAPITA,Plentzia,16.7
2020,Eguzki-energia termikoa,,,Plentzia,W_PER_CAPITA,Plentzia,16.3
2018,Eguzki-energia termikoa,,,Plentzia,W_PER_CAPITA,Plentzia,16.9
2013,Eguzki-energia termikoa,,,Plentzia,W_PER_CAPITA,Plentzia,16.7
2015,Eguzki-energia termikoa,,,Plentzia,W_PER_CAPITA,Plentzia,16.9
2022,Eguzki-energia termikoa,,,Plentzia,W_PER_CAPITA,Plentzia,16.6
2023,Eguzki-energia termikoa,,,Plentzia,W_PER_CAPITA,Plentzia,16.4
2021,Eguzki-energia termikoa,,,Plentzia,W_PER_CAPITA,Plentzia,16.5
2019,Eguzki-energia termikoa,,,Plentzia,W_PER_CAPITA,Plentzia,16.8
2017,Eguzki-energia termikoa,,,Plentzia,W_PER_CAPITA,Plentzia,16.7
2014,Eguzki-energia termikoa,,,Plentzia,W_PER_CAPITA,Plentzia,16.8
2011,Eguzki-energia termikoa,,,Plentzia,W_PER_CAPITA,Plentzia,16.8
2012,Eguzki-energia termikoa,,,Plentzia,W_PER_CAPITA,Plentzia,16.7
2016,Eguzki-energia termikoa,,,Plentzia,W_PER_CAPITA,Plentzia,16.9
2023,Eguzki-energia termikoa,,,Portugalete,W_PER_CAPITA,Portugalete,3.3
2016,Eguzki-energia termikoa,,,Portugalete,W_PER_CAPITA,Portugalete,1.4
2013,Eguzki-energia termikoa,,,Portugalete,W_PER_CAPITA,Portugalete,0.9
2021,Eguzki-energia termikoa,,,Portugalete,W_PER_CAPITA,Portugalete,3.3
2011,Eguzki-energia termikoa,,,Portugalete,W_PER_CAPITA,Portugalete,0.2
2019,Eguzki-energia termikoa,,,Portugalete,W_PER_CAPITA,Portugalete,2.7
2022,Eguzki-energia termikoa,,,Portugalete,W_PER_CAPITA,Portugalete,3.3
2020,Eguzki-energia termikoa,,,Portugalete,W_PER_CAPITA,Portugalete,3.3
2017,Eguzki-energia termikoa,,,Portugalete,W_PER_CAPITA,Portugalete,1.4
2015,Eguzki-energia termikoa,,,Portugalete,W_PER_CAPITA,Portugalete,0.9
2012,Eguzki-energia termikoa,,,Portugalete,W_PER_CAPITA,Portugalete,0.2
2010,Eguzki-energia termikoa,,,Portugalete,W_PER_CAPITA,Portugalete,0.2
2018,Eguzki-energia termikoa,,,Portugalete,W_PER_CAPITA,Portugalete,2.7
2014,Eguzki-energia termikoa,,,Portugalete,W_PER_CAPITA,Portugalete,0.9
2020,Eguzki-energia termikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,99.6
2018,Eguzki-energia termikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,17.3
2023,Eguzki-energia termikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,99.0
2016,Eguzki-energia termikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,17.5
2014,Eguzki-energia termikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,18.1
2017,Eguzki-energia termikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,17.2
2012,Eguzki-energia termikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,18.6
2019,Eguzki-energia termikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,16.9
2015,Eguzki-energia termikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,18.1
2010,Eguzki-energia termikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,19.2
2013,Eguzki-energia termikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,18.3
2011,Eguzki-energia termikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,18.7
2021,Eguzki-energia termikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,99.5
2022,Eguzki-energia termikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,99.5
2016,Eguzki-energia termikoa,,,Samaniego,W_PER_CAPITA,Samaniego,132.2
2013,Eguzki-energia termikoa,,,Samaniego,W_PER_CAPITA,Samaniego,118.7
2010,Eguzki-energia termikoa,,,Samaniego,W_PER_CAPITA,Samaniego,98.5
2023,Eguzki-energia termikoa,,,Samaniego,W_PER_CAPITA,Samaniego,114.9
2020,Eguzki-energia termikoa,,,Samaniego,W_PER_CAPITA,Samaniego,111.0
2011,Eguzki-energia termikoa,,,Samaniego,W_PER_CAPITA,Samaniego,101.6
2022,Eguzki-energia termikoa,,,Samaniego,W_PER_CAPITA,Samaniego,109.1
2019,Eguzki-energia termikoa,,,Samaniego,W_PER_CAPITA,Samaniego,134.4
2014,Eguzki-energia termikoa,,,Samaniego,W_PER_CAPITA,Samaniego,117.8
2015,Eguzki-energia termikoa,,,Samaniego,W_PER_CAPITA,Samaniego,117.4
2021,Eguzki-energia termikoa,,,Samaniego,W_PER_CAPITA,Samaniego,109.1
2018,Eguzki-energia termikoa,,,Samaniego,W_PER_CAPITA,Samaniego,136.1
2017,Eguzki-energia termikoa,,,Samaniego,W_PER_CAPITA,Samaniego,136.7
2012,Eguzki-energia termikoa,,,Samaniego,W_PER_CAPITA,Samaniego,105.2
2014,Eguzki-energia termikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,35.6
2012,Eguzki-energia termikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,30.8
2010,Eguzki-energia termikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,31.7
2021,Eguzki-energia termikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,36.2
2018,Eguzki-energia termikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,35.8
2019,Eguzki-energia termikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,36.4
2015,Eguzki-energia termikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,35.8
2013,Eguzki-energia termikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,31.5
2016,Eguzki-energia termikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,36.0
2022,Eguzki-energia termikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,36.1
2017,Eguzki-energia termikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,36.2
2020,Eguzki-energia termikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,36.1
2011,Eguzki-energia termikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,31.8
2023,Eguzki-energia termikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,36.7
2019,Eguzki-energia termikoa,,,Santurtzi,W_PER_CAPITA,Santurtzi,6.6
2016,Eguzki-energia termikoa,,,Santurtzi,W_PER_CAPITA,Santurtzi,2.1
2014,Eguzki-energia termikoa,,,Santurtzi,W_PER_CAPITA,Santurtzi,2.1
2021,Eguzki-energia termikoa,,,Santurtzi,W_PER_CAPITA,Santurtzi,6.7
2012,Eguzki-energia termikoa,,,Santurtzi,W_PER_CAPITA,Santurtzi,2.1
2023,Eguzki-energia termikoa,,,Santurtzi,W_PER_CAPITA,Santurtzi,6.7
2020,Eguzki-energia termikoa,,,Santurtzi,W_PER_CAPITA,Santurtzi,6.7
2017,Eguzki-energia termikoa,,,Santurtzi,W_PER_CAPITA,Santurtzi,5.1
2015,Eguzki-energia termikoa,,,Santurtzi,W_PER_CAPITA,Santurtzi,2.1
2013,Eguzki-energia termikoa,,,Santurtzi,W_PER_CAPITA,Santurtzi,2.1
2011,Eguzki-energia termikoa,,,Santurtzi,W_PER_CAPITA,Santurtzi,2.1
2018,Eguzki-energia termikoa,,,Santurtzi,W_PER_CAPITA,Santurtzi,6.7
2010,Eguzki-energia termikoa,,,Santurtzi,W_PER_CAPITA,Santurtzi,0.4
2022,Eguzki-energia termikoa,,,Santurtzi,W_PER_CAPITA,Santurtzi,6.7
2022,Eguzki-energia termikoa,,,Segura,W_PER_CAPITA,Segura,1.6
2011,Eguzki-energia termikoa,,,Segura,W_PER_CAPITA,Segura,1.6
2010,Eguzki-energia termikoa,,,Segura,W_PER_CAPITA,Segura,1.6
2020,Eguzki-energia termikoa,,,Segura,W_PER_CAPITA,Segura,1.6
2016,Eguzki-energia termikoa,,,Segura,W_PER_CAPITA,Segura,1.6
2013,Eguzki-energia termikoa,,,Segura,W_PER_CAPITA,Segura,1.6
2023,Eguzki-energia termikoa,,,Segura,W_PER_CAPITA,Segura,1.6
2021,Eguzki-energia termikoa,,,Segura,W_PER_CAPITA,Segura,1.6
2019,Eguzki-energia termikoa,,,Segura,W_PER_CAPITA,Segura,1.6
2017,Eguzki-energia termikoa,,,Segura,W_PER_CAPITA,Segura,1.6
2015,Eguzki-energia termikoa,,,Segura,W_PER_CAPITA,Segura,1.5
2014,Eguzki-energia termikoa,,,Segura,W_PER_CAPITA,Segura,1.5
2012,Eguzki-energia termikoa,,,Segura,W_PER_CAPITA,Segura,1.6
2018,Eguzki-energia termikoa,,,Segura,W_PER_CAPITA,Segura,1.6
