Year,Teknologia berriztagarri mota,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2011,,,,Errigoiti,W_PER_CAPITA,Errigoiti,24.9
2013,,,,Errigoiti,W_PER_CAPITA,Errigoiti,26.2
2015,,,,Errigoiti,W_PER_CAPITA,Errigoiti,47.5
2019,,,,Eskoriatza,W_PER_CAPITA,Eskoriatza,665.8
2011,,,,Eskoriatza,W_PER_CAPITA,Eskoriatza,1113.5
2015,,,,Eskoriatza,W_PER_CAPITA,Eskoriatza,1108.2
2021,,,,Eskoriatza,W_PER_CAPITA,Eskoriatza,668.5
2016,,,,Eskoriatza,W_PER_CAPITA,Eskoriatza,666.3
2012,,,,Eskoriatza,W_PER_CAPITA,Eskoriatza,1106.7
2010,,,,Eskoriatza,W_PER_CAPITA,Eskoriatza,1119.0
2018,,,,Eskoriatza,W_PER_CAPITA,Eskoriatza,672.0
2022,,,,Eskoriatza,W_PER_CAPITA,Eskoriatza,665.8
2023,,,,Eskoriatza,W_PER_CAPITA,Eskoriatza,668.0
2013,,,,Eskoriatza,W_PER_CAPITA,Eskoriatza,1100.2
2020,,,,Eskoriatza,W_PER_CAPITA,Eskoriatza,662.8
2017,,,,Eskoriatza,W_PER_CAPITA,Eskoriatza,668.1
2014,,,,Eskoriatza,W_PER_CAPITA,Eskoriatza,1104.9
2013,,,,Etxebarri,W_PER_CAPITA,Etxebarri,0.0
2012,,,,Etxebarri,W_PER_CAPITA,Etxebarri,0.0
2020,,,,Etxebarri,W_PER_CAPITA,Etxebarri,4.9
2015,,,,Etxebarri,W_PER_CAPITA,Etxebarri,0.0
2017,,,,Etxebarri,W_PER_CAPITA,Etxebarri,2.1
2021,,,,Etxebarri,W_PER_CAPITA,Etxebarri,5.2
2019,,,,Etxebarri,W_PER_CAPITA,Etxebarri,5.0
2022,,,,Etxebarri,W_PER_CAPITA,Etxebarri,5.1
2011,,,,Etxebarri,W_PER_CAPITA,Etxebarri,0.0
2018,,,,Etxebarri,W_PER_CAPITA,Etxebarri,5.0
2023,,,,Etxebarri,W_PER_CAPITA,Etxebarri,7.8
2016,,,,Etxebarri,W_PER_CAPITA,Etxebarri,1.3
2010,,,,Etxebarri,W_PER_CAPITA,Etxebarri,0.0
2014,,,,Etxebarri,W_PER_CAPITA,Etxebarri,0.0
2020,,,,Etxebarria,W_PER_CAPITA,Etxebarria,354.7
2014,,,,Etxebarria,W_PER_CAPITA,Etxebarria,44.6
2015,,,,Etxebarria,W_PER_CAPITA,Etxebarria,45.2
2012,,,,Etxebarria,W_PER_CAPITA,Etxebarria,43.0
2022,,,,Etxebarria,W_PER_CAPITA,Etxebarria,361.3
2023,,,,Etxebarria,W_PER_CAPITA,Etxebarria,406.9
2017,,,,Etxebarria,W_PER_CAPITA,Etxebarria,47.2
2011,,,,Etxebarria,W_PER_CAPITA,Etxebarria,43.5
2013,,,,Etxebarria,W_PER_CAPITA,Etxebarria,43.9
2010,,,,Etxebarria,W_PER_CAPITA,Etxebarria,43.2
2019,,,,Etxebarria,W_PER_CAPITA,Etxebarria,332.5
2016,,,,Etxebarria,W_PER_CAPITA,Etxebarria,45.5
2018,,,,Etxebarria,W_PER_CAPITA,Etxebarria,55.8
2021,,,,Etxebarria,W_PER_CAPITA,Etxebarria,356.7
2012,,,,Ezkio-Itsaso,W_PER_CAPITA,Ezkio-Itsaso,40.1
2020,,,,Ezkio-Itsaso,W_PER_CAPITA,Ezkio-Itsaso,68.5
2022,,,,Ezkio-Itsaso,W_PER_CAPITA,Ezkio-Itsaso,69.7
2014,,,,Ezkio-Itsaso,W_PER_CAPITA,Ezkio-Itsaso,39.4
2021,,,,Ezkio-Itsaso,W_PER_CAPITA,Ezkio-Itsaso,68.9
2017,,,,Ezkio-Itsaso,W_PER_CAPITA,Ezkio-Itsaso,43.0
2016,,,,Ezkio-Itsaso,W_PER_CAPITA,Ezkio-Itsaso,38.9
2019,,,,Ezkio-Itsaso,W_PER_CAPITA,Ezkio-Itsaso,47.2
2011,,,,Ezkio-Itsaso,W_PER_CAPITA,Ezkio-Itsaso,40.2
2015,,,,Ezkio-Itsaso,W_PER_CAPITA,Ezkio-Itsaso,39.5
2010,,,,Ezkio-Itsaso,W_PER_CAPITA,Ezkio-Itsaso,36.4
2018,,,,Ezkio-Itsaso,W_PER_CAPITA,Ezkio-Itsaso,46.4
2013,,,,Ezkio-Itsaso,W_PER_CAPITA,Ezkio-Itsaso,39.6
2023,,,,Ezkio-Itsaso,W_PER_CAPITA,Ezkio-Itsaso,99.8
2012,,,,Forua,W_PER_CAPITA,Forua,6.8
2022,,,,Forua,W_PER_CAPITA,Forua,53.6
2023,,,,Forua,W_PER_CAPITA,Forua,92.7
2018,,,,Forua,W_PER_CAPITA,Forua,31.1
2019,,,,Forua,W_PER_CAPITA,Forua,31.5
2013,,,,Forua,W_PER_CAPITA,Forua,6.9
2016,,,,Forua,W_PER_CAPITA,Forua,30.8
2010,,,,Forua,W_PER_CAPITA,Forua,6.8
2015,,,,Forua,W_PER_CAPITA,Forua,12.8
2020,,,,Forua,W_PER_CAPITA,Forua,38.3
2011,,,,Forua,W_PER_CAPITA,Forua,6.9
2017,,,,Forua,W_PER_CAPITA,Forua,30.8
2021,,,,Forua,W_PER_CAPITA,Forua,49.7
2014,,,,Forua,W_PER_CAPITA,Forua,12.6
2022,,,,Fruiz,W_PER_CAPITA,Fruiz,57.2
2013,,,,Fruiz,W_PER_CAPITA,Fruiz,10.8
2014,,,,Fruiz,W_PER_CAPITA,Fruiz,10.6
2019,,,,Fruiz,W_PER_CAPITA,Fruiz,42.9
2010,,,,Fruiz,W_PER_CAPITA,Fruiz,12.8
2012,,,,Fruiz,W_PER_CAPITA,Fruiz,10.9
2023,,,,Fruiz,W_PER_CAPITA,Fruiz,100.5
2011,,,,Fruiz,W_PER_CAPITA,Fruiz,11.2
2016,,,,Fruiz,W_PER_CAPITA,Fruiz,10.9
2017,,,,Fruiz,W_PER_CAPITA,Fruiz,32.9
2021,,,,Fruiz,W_PER_CAPITA,Fruiz,57.7
2015,,,,Fruiz,W_PER_CAPITA,Fruiz,10.7
2018,,,,Fruiz,W_PER_CAPITA,Fruiz,33.1
2020,,,,Fruiz,W_PER_CAPITA,Fruiz,46.7
2015,,,,Gabiria,W_PER_CAPITA,Gabiria,64.1
2017,,,,Gabiria,W_PER_CAPITA,Gabiria,69.6
2013,,,,Gabiria,W_PER_CAPITA,Gabiria,59.3
2018,,,,Gabiria,W_PER_CAPITA,Gabiria,69.6
2014,,,,Gabiria,W_PER_CAPITA,Gabiria,63.9
2023,,,,Gabiria,W_PER_CAPITA,Gabiria,303.3
2019,,,,Gabiria,W_PER_CAPITA,Gabiria,74.5
2021,,,,Gabiria,W_PER_CAPITA,Gabiria,92.4
2010,,,,Gabiria,W_PER_CAPITA,Gabiria,54.0
2011,,,,Gabiria,W_PER_CAPITA,Gabiria,54.3
2016,,,,Gabiria,W_PER_CAPITA,Gabiria,68.9
2012,,,,Gabiria,W_PER_CAPITA,Gabiria,53.6
2020,,,,Gabiria,W_PER_CAPITA,Gabiria,81.7
2022,,,,Gabiria,W_PER_CAPITA,Gabiria,91.5
2022,,,,Gaintza,W_PER_CAPITA,Gaintza,0.0
2010,,,,Gaintza,W_PER_CAPITA,Gaintza,0.0
2023,,,,Gaintza,W_PER_CAPITA,Gaintza,109.6
2014,,,,Gaintza,W_PER_CAPITA,Gaintza,0.0
2015,,,,Gaintza,W_PER_CAPITA,Gaintza,0.0
2012,,,,Gaintza,W_PER_CAPITA,Gaintza,0.0
2019,,,,Gaintza,W_PER_CAPITA,Gaintza,0.0
2016,,,,Gaintza,W_PER_CAPITA,Gaintza,0.0
2011,,,,Gaintza,W_PER_CAPITA,Gaintza,0.0
2018,,,,Gaintza,W_PER_CAPITA,Gaintza,0.0
2021,,,,Gaintza,W_PER_CAPITA,Gaintza,0.0
2017,,,,Gaintza,W_PER_CAPITA,Gaintza,0.0
2013,,,,Gaintza,W_PER_CAPITA,Gaintza,0.0
2020,,,,Gaintza,W_PER_CAPITA,Gaintza,0.0
2011,,,,Galdakao,W_PER_CAPITA,Galdakao,8.3
2014,,,,Galdakao,W_PER_CAPITA,Galdakao,11.2
2013,,,,Galdakao,W_PER_CAPITA,Galdakao,10.6
2019,,,,Galdakao,W_PER_CAPITA,Galdakao,17.1
2021,,,,Galdakao,W_PER_CAPITA,Galdakao,20.5
2023,,,,Galdakao,W_PER_CAPITA,Galdakao,38.0
2018,,,,Galdakao,W_PER_CAPITA,Galdakao,17.1
2012,,,,Galdakao,W_PER_CAPITA,Galdakao,10.6
2022,,,,Galdakao,W_PER_CAPITA,Galdakao,20.9
2015,,,,Galdakao,W_PER_CAPITA,Galdakao,11.2
2010,,,,Galdakao,W_PER_CAPITA,Galdakao,8.0
2017,,,,Galdakao,W_PER_CAPITA,Galdakao,12.8
2020,,,,Galdakao,W_PER_CAPITA,Galdakao,17.2
2016,,,,Galdakao,W_PER_CAPITA,Galdakao,12.0
2019,,,,Galdames,W_PER_CAPITA,Galdames,21.7
2018,,,,Galdames,W_PER_CAPITA,Galdames,16.0
2022,,,,Galdames,W_PER_CAPITA,Galdames,136.7
2010,,,,Galdames,W_PER_CAPITA,Galdames,11.6
2020,,,,Galdames,W_PER_CAPITA,Galdames,21.8
2013,,,,Galdames,W_PER_CAPITA,Galdames,16.3
2011,,,,Galdames,W_PER_CAPITA,Galdames,15.2
2012,,,,Galdames,W_PER_CAPITA,Galdames,16.1
2023,,,,Galdames,W_PER_CAPITA,Galdames,147.2
2021,,,,Galdames,W_PER_CAPITA,Galdames,136.9
2014,,,,Galdames,W_PER_CAPITA,Galdames,15.8
2016,,,,Galdames,W_PER_CAPITA,Galdames,16.2
2015,,,,Galdames,W_PER_CAPITA,Galdames,16.4
2017,,,,Galdames,W_PER_CAPITA,Galdames,16.1
2013,,,,Gamiz-Fika,W_PER_CAPITA,Gamiz-Fika,35.4
2023,,,,Gamiz-Fika,W_PER_CAPITA,Gamiz-Fika,332.5
2015,,,,Gamiz-Fika,W_PER_CAPITA,Gamiz-Fika,34.7
2016,,,,Gamiz-Fika,W_PER_CAPITA,Gamiz-Fika,34.5
2022,,,,Gamiz-Fika,W_PER_CAPITA,Gamiz-Fika,147.1
2021,,,,Gamiz-Fika,W_PER_CAPITA,Gamiz-Fika,140.9
2017,,,,Gamiz-Fika,W_PER_CAPITA,Gamiz-Fika,34.5
2012,,,,Gamiz-Fika,W_PER_CAPITA,Gamiz-Fika,27.0
2014,,,,Gamiz-Fika,W_PER_CAPITA,Gamiz-Fika,35.0
2018,,,,Gamiz-Fika,W_PER_CAPITA,Gamiz-Fika,36.2
2020,,,,Gamiz-Fika,W_PER_CAPITA,Gamiz-Fika,141.7
2011,,,,Gamiz-Fika,W_PER_CAPITA,Gamiz-Fika,24.1
2019,,,,Gamiz-Fika,W_PER_CAPITA,Gamiz-Fika,136.8
2010,,,,Gamiz-Fika,W_PER_CAPITA,Gamiz-Fika,24.3
2013,,,,Garai,W_PER_CAPITA,Garai,17.8
2017,,,,Garai,W_PER_CAPITA,Garai,72.9
2014,,,,Garai,W_PER_CAPITA,Garai,17.0
2023,,,,Garai,W_PER_CAPITA,Garai,249.5
2015,,,,Garai,W_PER_CAPITA,Garai,17.7
2022,,,,Garai,W_PER_CAPITA,Garai,105.3
2018,,,,Garai,W_PER_CAPITA,Garai,71.3
2016,,,,Garai,W_PER_CAPITA,Garai,22.6
2021,,,,Garai,W_PER_CAPITA,Garai,105.0
2010,,,,Garai,W_PER_CAPITA,Garai,0.0
2011,,,,Garai,W_PER_CAPITA,Garai,0.0
2020,,,,Garai,W_PER_CAPITA,Garai,72.4
2012,,,,Garai,W_PER_CAPITA,Garai,0.0
2019,,,,Garai,W_PER_CAPITA,Garai,71.5
2015,,,,Gatika,W_PER_CAPITA,Gatika,32.4
2014,,,,Gatika,W_PER_CAPITA,Gatika,32.6
2010,,,,Gatika,W_PER_CAPITA,Gatika,34.2
2018,,,,Gatika,W_PER_CAPITA,Gatika,44.8
2019,,,,Gatika,W_PER_CAPITA,Gatika,44.8
2012,,,,Gatika,W_PER_CAPITA,Gatika,33.2
2013,,,,Gatika,W_PER_CAPITA,Gatika,33.1
2017,,,,Gatika,W_PER_CAPITA,Gatika,37.2
2011,,,,Gatika,W_PER_CAPITA,Gatika,33.3
2016,,,,Gatika,W_PER_CAPITA,Gatika,32.3
2022,,,,Gatika,W_PER_CAPITA,Gatika,71.5
2020,,,,Gatika,W_PER_CAPITA,Gatika,53.1
2023,,,,Gatika,W_PER_CAPITA,Gatika,121.3
2021,,,,Gatika,W_PER_CAPITA,Gatika,70.7
2022,,,,Gautegiz Arteaga,W_PER_CAPITA,Gautegiz Arteaga,39.6
2014,,,,Gautegiz Arteaga,W_PER_CAPITA,Gautegiz Arteaga,10.6
2016,,,,Gautegiz Arteaga,W_PER_CAPITA,Gautegiz Arteaga,13.0
2011,,,,Gautegiz Arteaga,W_PER_CAPITA,Gautegiz Arteaga,11.8
2021,,,,Gautegiz Arteaga,W_PER_CAPITA,Gautegiz Arteaga,27.8
2013,,,,Gautegiz Arteaga,W_PER_CAPITA,Gautegiz Arteaga,10.6
2019,,,,Gautegiz Arteaga,W_PER_CAPITA,Gautegiz Arteaga,19.6
2010,,,,Gautegiz Arteaga,W_PER_CAPITA,Gautegiz Arteaga,3.4
2012,,,,Gautegiz Arteaga,W_PER_CAPITA,Gautegiz Arteaga,10.2
2023,,,,Gautegiz Arteaga,W_PER_CAPITA,Gautegiz Arteaga,111.2
2015,,,,Gautegiz Arteaga,W_PER_CAPITA,Gautegiz Arteaga,12.9
2018,,,,Gautegiz Arteaga,W_PER_CAPITA,Gautegiz Arteaga,12.9
2020,,,,Gautegiz Arteaga,W_PER_CAPITA,Gautegiz Arteaga,24.8
2017,,,,Gautegiz Arteaga,W_PER_CAPITA,Gautegiz Arteaga,12.8
2016,,,,Gaztelu,W_PER_CAPITA,Gaztelu,64.3
2017,,,,Gaztelu,W_PER_CAPITA,Gaztelu,65.9
2022,,,,Gaztelu,W_PER_CAPITA,Gaztelu,75.0
2013,,,,Gaztelu,W_PER_CAPITA,Gaztelu,28.1
2023,,,,Gaztelu,W_PER_CAPITA,Gaztelu,133.0
2018,,,,Gaztelu,W_PER_CAPITA,Gaztelu,66.3
2020,,,,Gaztelu,W_PER_CAPITA,Gaztelu,68.2
2019,,,,Gaztelu,W_PER_CAPITA,Gaztelu,65.5
2010,,,,Gaztelu,W_PER_CAPITA,Gaztelu,0.0
2015,,,,Gaztelu,W_PER_CAPITA,Gaztelu,66.7
2014,,,,Gaztelu,W_PER_CAPITA,Gaztelu,65.1
2012,,,,Gaztelu,W_PER_CAPITA,Gaztelu,28.4
2011,,,,Gaztelu,W_PER_CAPITA,Gaztelu,0.0
2021,,,,Gaztelu,W_PER_CAPITA,Gaztelu,73.3
2017,,,,Gernika-Lumo,W_PER_CAPITA,Gernika-Lumo,17.7
2018,,,,Gernika-Lumo,W_PER_CAPITA,Gernika-Lumo,17.6
2011,,,,Gernika-Lumo,W_PER_CAPITA,Gernika-Lumo,16.3
2012,,,,Gernika-Lumo,W_PER_CAPITA,Gernika-Lumo,17.7
2015,,,,Gernika-Lumo,W_PER_CAPITA,Gernika-Lumo,17.8
2021,,,,Gernika-Lumo,W_PER_CAPITA,Gernika-Lumo,26.2
2023,,,,Gernika-Lumo,W_PER_CAPITA,Gernika-Lumo,37.0
2010,,,,Gernika-Lumo,W_PER_CAPITA,Gernika-Lumo,16.6
2016,,,,Gernika-Lumo,W_PER_CAPITA,Gernika-Lumo,17.7
2020,,,,Gernika-Lumo,W_PER_CAPITA,Gernika-Lumo,24.9
2022,,,,Gernika-Lumo,W_PER_CAPITA,Gernika-Lumo,28.0
2019,,,,Gernika-Lumo,W_PER_CAPITA,Gernika-Lumo,18.4
2014,,,,Gernika-Lumo,W_PER_CAPITA,Gernika-Lumo,17.8
2013,,,,Gernika-Lumo,W_PER_CAPITA,Gernika-Lumo,17.8
2012,,,,Getaria,W_PER_CAPITA,Getaria,7.5
2019,,,,Getaria,W_PER_CAPITA,Getaria,10.0
2013,,,,Getaria,W_PER_CAPITA,Getaria,7.6
2010,,,,Getaria,W_PER_CAPITA,Getaria,7.7
2016,,,,Getaria,W_PER_CAPITA,Getaria,7.3
2011,,,,Getaria,W_PER_CAPITA,Getaria,7.7
2014,,,,Getaria,W_PER_CAPITA,Getaria,7.4
2023,,,,Getaria,W_PER_CAPITA,Getaria,25.1
2020,,,,Getaria,W_PER_CAPITA,Getaria,9.9
2018,,,,Getaria,W_PER_CAPITA,Getaria,9.9
2015,,,,Getaria,W_PER_CAPITA,Getaria,7.3
2021,,,,Getaria,W_PER_CAPITA,Getaria,9.8
2017,,,,Getaria,W_PER_CAPITA,Getaria,9.4
2022,,,,Getaria,W_PER_CAPITA,Getaria,11.7
2022,,,,Getxo,W_PER_CAPITA,Getxo,4.9
2011,,,,Getxo,W_PER_CAPITA,Getxo,2.1
2018,,,,Getxo,W_PER_CAPITA,Getxo,3.7
2014,,,,Getxo,W_PER_CAPITA,Getxo,2.3
2020,,,,Getxo,W_PER_CAPITA,Getxo,4.5
2012,,,,Getxo,W_PER_CAPITA,Getxo,2.2
2016,,,,Getxo,W_PER_CAPITA,Getxo,3.4
2021,,,,Getxo,W_PER_CAPITA,Getxo,4.9
2023,,,,Getxo,W_PER_CAPITA,Getxo,7.4
2013,,,,Getxo,W_PER_CAPITA,Getxo,2.2
2017,,,,Getxo,W_PER_CAPITA,Getxo,3.5
2015,,,,Getxo,W_PER_CAPITA,Getxo,2.4
2019,,,,Getxo,W_PER_CAPITA,Getxo,4.2
2010,,,,Getxo,W_PER_CAPITA,Getxo,1.8
2021,,,,Gizaburuaga,W_PER_CAPITA,Gizaburuaga,15.1
2010,,,,Gizaburuaga,W_PER_CAPITA,Gizaburuaga,0.0
2019,,,,Gizaburuaga,W_PER_CAPITA,Gizaburuaga,15.0
2023,,,,Gizaburuaga,W_PER_CAPITA,Gizaburuaga,14.6
2015,,,,Gizaburuaga,W_PER_CAPITA,Gizaburuaga,14.4
2016,,,,Gizaburuaga,W_PER_CAPITA,Gizaburuaga,14.3
2013,,,,Gizaburuaga,W_PER_CAPITA,Gizaburuaga,0.0
2011,,,,Gizaburuaga,W_PER_CAPITA,Gizaburuaga,0.0
2018,,,,Gizaburuaga,W_PER_CAPITA,Gizaburuaga,14.3
2012,,,,Gizaburuaga,W_PER_CAPITA,Gizaburuaga,0.0
2022,,,,Gizaburuaga,W_PER_CAPITA,Gizaburuaga,14.7
2017,,,,Gizaburuaga,W_PER_CAPITA,Gizaburuaga,14.1
2020,,,,Gizaburuaga,W_PER_CAPITA,Gizaburuaga,14.6
2014,,,,Gizaburuaga,W_PER_CAPITA,Gizaburuaga,14.0
2023,,,,Gordexola,W_PER_CAPITA,Gordexola,64.0
2014,,,,Gordexola,W_PER_CAPITA,Gordexola,23.4
2017,,,,Gordexola,W_PER_CAPITA,Gordexola,24.7
2015,,,,Gordexola,W_PER_CAPITA,Gordexola,23.7
2016,,,,Gordexola,W_PER_CAPITA,Gordexola,24.5
2012,,,,Gordexola,W_PER_CAPITA,Gordexola,23.5
2010,,,,Gordexola,W_PER_CAPITA,Gordexola,19.8
2022,,,,Gordexola,W_PER_CAPITA,Gordexola,53.4
2018,,,,Gordexola,W_PER_CAPITA,Gordexola,24.4
2011,,,,Gordexola,W_PER_CAPITA,Gordexola,20.1
2021,,,,Gordexola,W_PER_CAPITA,Gordexola,52.4
2020,,,,Gordexola,W_PER_CAPITA,Gordexola,27.5
2013,,,,Gordexola,W_PER_CAPITA,Gordexola,23.7
2019,,,,Gordexola,W_PER_CAPITA,Gordexola,26.2
2013,,,,Gorliz,W_PER_CAPITA,Gorliz,12.1
2022,,,,Gorliz,W_PER_CAPITA,Gorliz,18.4
2021,,,,Gorliz,W_PER_CAPITA,Gorliz,16.8
2010,,,,Gorliz,W_PER_CAPITA,Gorliz,11.6
2011,,,,Gorliz,W_PER_CAPITA,Gorliz,11.5
2018,,,,Gorliz,W_PER_CAPITA,Gorliz,13.4
2019,,,,Gorliz,W_PER_CAPITA,Gorliz,13.1
2023,,,,Gorliz,W_PER_CAPITA,Gorliz,36.5
2016,,,,Gorliz,W_PER_CAPITA,Gorliz,13.2
2015,,,,Gorliz,W_PER_CAPITA,Gorliz,12.3
2012,,,,Gorliz,W_PER_CAPITA,Gorliz,12.0
2014,,,,Gorliz,W_PER_CAPITA,Gorliz,12.2
2017,,,,Gorliz,W_PER_CAPITA,Gorliz,13.2
2020,,,,Gorliz,W_PER_CAPITA,Gorliz,13.2
2014,,,,Güeñes,W_PER_CAPITA,Güeñes,60.6
2017,,,,Güeñes,W_PER_CAPITA,Güeñes,60.7
2010,,,,Güeñes,W_PER_CAPITA,Güeñes,77.1
2022,,,,Güeñes,W_PER_CAPITA,Güeñes,66.5
2012,,,,Güeñes,W_PER_CAPITA,Güeñes,58.8
2011,,,,Güeñes,W_PER_CAPITA,Güeñes,76.1
2019,,,,Güeñes,W_PER_CAPITA,Güeñes,63.0
2018,,,,Güeñes,W_PER_CAPITA,Güeñes,60.3
2021,,,,Güeñes,W_PER_CAPITA,Güeñes,66.2
2013,,,,Güeñes,W_PER_CAPITA,Güeñes,59.9
2016,,,,Güeñes,W_PER_CAPITA,Güeñes,60.5
2020,,,,Güeñes,W_PER_CAPITA,Güeñes,63.3
2023,,,,Güeñes,W_PER_CAPITA,Güeñes,74.5
2015,,,,Güeñes,W_PER_CAPITA,Güeñes,60.0
2016,,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,2378.2
2013,,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,2225.7
2018,,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,2478.2
2017,,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,2397.6
2015,,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,2426.2
2020,,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,2467.8
2023,,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,2661.2
2012,,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,2176.4
2011,,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,2083.4
2022,,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,2575.5
2021,,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,2509.8
2010,,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,2012.3
2014,,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,2366.9
2019,,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,2499.2
2011,,,,Hernani,W_PER_CAPITA,Hernani,96.7
2019,,,,Hernani,W_PER_CAPITA,Hernani,125.1
2023,,,,Hernani,W_PER_CAPITA,Hernani,173.9
2010,,,,Hernani,W_PER_CAPITA,Hernani,94.5
2016,,,,Hernani,W_PER_CAPITA,Hernani,114.3
2013,,,,Hernani,W_PER_CAPITA,Hernani,96.5
2021,,,,Hernani,W_PER_CAPITA,Hernani,148.5
2018,,,,Hernani,W_PER_CAPITA,Hernani,115.4
2022,,,,Hernani,W_PER_CAPITA,Hernani,138.6
2012,,,,Hernani,W_PER_CAPITA,Hernani,81.0
2015,,,,Hernani,W_PER_CAPITA,Hernani,97.1
2017,,,,Hernani,W_PER_CAPITA,Hernani,115.5
2020,,,,Hernani,W_PER_CAPITA,Hernani,122.3
2014,,,,Hernani,W_PER_CAPITA,Hernani,97.3
2010,,,,Hernialde,W_PER_CAPITA,Hernialde,6.9
2012,,,,Hernialde,W_PER_CAPITA,Hernialde,7.0
2011,,,,Hernialde,W_PER_CAPITA,Hernialde,6.9
2017,,,,Hernialde,W_PER_CAPITA,Hernialde,7.6
2023,,,,Hernialde,W_PER_CAPITA,Hernialde,118.9
2015,,,,Hernialde,W_PER_CAPITA,Hernialde,8.1
2022,,,,Hernialde,W_PER_CAPITA,Hernialde,7.6
2019,,,,Hernialde,W_PER_CAPITA,Hernialde,7.9
2020,,,,Hernialde,W_PER_CAPITA,Hernialde,7.5
2018,,,,Hernialde,W_PER_CAPITA,Hernialde,7.9
2021,,,,Hernialde,W_PER_CAPITA,Hernialde,7.6
2013,,,,Hernialde,W_PER_CAPITA,Hernialde,7.0
2016,,,,Hernialde,W_PER_CAPITA,Hernialde,7.7
2014,,,,Hernialde,W_PER_CAPITA,Hernialde,7.8
2023,,,,Hondarribia,W_PER_CAPITA,Hondarribia,36.2
2022,,,,Hondarribia,W_PER_CAPITA,Hondarribia,25.9
2016,,,,Hondarribia,W_PER_CAPITA,Hondarribia,15.6
2020,,,,Hondarribia,W_PER_CAPITA,Hondarribia,21.2
2012,,,,Hondarribia,W_PER_CAPITA,Hondarribia,10.6
2018,,,,Hondarribia,W_PER_CAPITA,Hondarribia,16.2
2014,,,,Hondarribia,W_PER_CAPITA,Hondarribia,15.6
2021,,,,Hondarribia,W_PER_CAPITA,Hondarribia,25.4
2011,,,,Hondarribia,W_PER_CAPITA,Hondarribia,10.8
2010,,,,Hondarribia,W_PER_CAPITA,Hondarribia,10.9
2017,,,,Hondarribia,W_PER_CAPITA,Hondarribia,15.7
2013,,,,Hondarribia,W_PER_CAPITA,Hondarribia,13.3
2019,,,,Hondarribia,W_PER_CAPITA,Hondarribia,20.4
2015,,,,Hondarribia,W_PER_CAPITA,Hondarribia,15.5
2019,,,,Ibarra,W_PER_CAPITA,Ibarra,14.1
2021,,,,Ibarra,W_PER_CAPITA,Ibarra,59.1
2018,,,,Ibarra,W_PER_CAPITA,Ibarra,14.2
2017,,,,Ibarra,W_PER_CAPITA,Ibarra,14.3
2011,,,,Ibarra,W_PER_CAPITA,Ibarra,7.5
2014,,,,Ibarra,W_PER_CAPITA,Ibarra,10.6
2020,,,,Ibarra,W_PER_CAPITA,Ibarra,21.1
2022,,,,Ibarra,W_PER_CAPITA,Ibarra,86.2
2016,,,,Ibarra,W_PER_CAPITA,Ibarra,14.3
2015,,,,Ibarra,W_PER_CAPITA,Ibarra,10.8
2013,,,,Ibarra,W_PER_CAPITA,Ibarra,7.9
2010,,,,Ibarra,W_PER_CAPITA,Ibarra,7.5
2012,,,,Ibarra,W_PER_CAPITA,Ibarra,7.9
2023,,,,Ibarra,W_PER_CAPITA,Ibarra,159.5
2020,,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,51.4
2018,,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,56.2
2023,,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,98.0
2022,,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,59.6
2017,,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,51.0
2019,,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,56.5
2014,,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,43.5
2021,,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,60.8
2011,,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,17.2
2013,,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,35.3
2016,,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,50.4
2012,,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,28.6
2010,,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,17.2
2015,,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,43.2
2011,,,,Idiazabal,W_PER_CAPITA,Idiazabal,12.1
2019,,,,Idiazabal,W_PER_CAPITA,Idiazabal,16.7
