Year,Series,Alimento,Ambito,Units,Value
2009 07,IFPA_rolling,Total,,IX,-0.509801681
2009 08,IFPA_rolling,Total,ES211,IX,-0.741437359
2009 08,IFPA_rolling,Total,ES212,IX,-0.602504864
2009 08,IFPA_rolling,Total,ES213,IX,-0.658258023
2009 08,IFPA_rolling,Aceite,,IX,-0.873885875
2009 08,IFPA_rolling,Cereales,,IX,0.14563458
2009 08,IFPA_rolling,Huevos,,IX,-0.405403409
2009 08,IFPA_rolling,Leche,,IX,-0.714726436
2009 08,IFPA_rolling,Pan,,IX,-0.26364055
2009 08,IFPA_rolling,Total,,IX,-0.659024718
2009 09,IFPA_rolling,Total,ES211,IX,-0.869402019
2009 09,IFPA_rolling,Total,ES212,IX,-0.718072785
2009 09,IFPA_rolling,Total,ES213,IX,-0.77467436
2009 09,IFPA_rolling,Aceite,,IX,-0.945437333
2009 09,IFPA_rolling,Cereales,,IX,0.007830131
2009 09,IFPA_rolling,Huevos,,IX,-0.460020615
2009 09,IFPA_rolling,Leche,,IX,-0.851440306
2009 09,IFPA_rolling,Pan,,IX,-0.389569963
2009 09,IFPA_rolling,Total,,IX,-0.777364943
2009 10,IFPA_rolling,Total,ES211,IX,-0.943987148
2009 10,IFPA_rolling,Total,ES212,IX,-0.805895176
2009 10,IFPA_rolling,Total,ES213,IX,-0.864317746
2009 10,IFPA_rolling,Aceite,,IX,-0.943628901
2009 10,IFPA_rolling,Cereales,,IX,-0.12147281
2009 10,IFPA_rolling,Huevos,,IX,-0.494180759
2009 10,IFPA_rolling,Leche,,IX,-0.909525952
2009 10,IFPA_rolling,Pan,,IX,-0.460815768
2009 10,IFPA_rolling,Total,,IX,-0.864424872
2009 11,IFPA_rolling,Total,ES211,IX,-0.996247535
2009 11,IFPA_rolling,Total,ES212,IX,-0.903724574
2009 11,IFPA_rolling,Total,ES213,IX,-0.93920118
2009 11,IFPA_rolling,Aceite,,IX,-0.916731433
2009 11,IFPA_rolling,Cereales,,IX,-0.216103958
2009 11,IFPA_rolling,Huevos,,IX,-0.508827861
2009 11,IFPA_rolling,Leche,,IX,-0.897013875
2009 11,IFPA_rolling,Pan,,IX,-0.549107436
2009 11,IFPA_rolling,Total,,IX,-0.944047112
2009 12,IFPA_rolling,Total,ES211,IX,-1.059608919
2009 12,IFPA_rolling,Total,ES212,IX,-0.992470586
2009 12,IFPA_rolling,Total,ES213,IX,-1.00372495
2009 12,IFPA_rolling,Aceite,,IX,-0.858299856
2009 12,IFPA_rolling,Cereales,,IX,-0.358370655
2009 12,IFPA_rolling,Huevos,,IX,-0.524099497
2009 12,IFPA_rolling,Leche,,IX,-0.882101759
2009 12,IFPA_rolling,Pan,,IX,-0.616740152
2009 12,IFPA_rolling,Total,,IX,-1.017471699
2010 01,IFPA_rolling,Total,ES211,IX,-1.119521758
2010 01,IFPA_rolling,Total,ES212,IX,-1.080552942
2010 01,IFPA_rolling,Total,ES213,IX,-1.063514975
2010 01,IFPA_rolling,Aceite,,IX,-0.818442869
2010 01,IFPA_rolling,Cereales,,IX,-0.472932097
2010 01,IFPA_rolling,Huevos,,IX,-0.497508992
2010 01,IFPA_rolling,Leche,,IX,-0.935773244
2010 01,IFPA_rolling,Pan,,IX,-0.650749995
2010 01,IFPA_rolling,Total,,IX,-1.087908869
2010 02,IFPA_rolling,Total,ES211,IX,-1.204166121
2010 02,IFPA_rolling,Total,ES212,IX,-1.194107227
2010 02,IFPA_rolling,Total,ES213,IX,-1.154856978
2010 02,IFPA_rolling,Aceite,,IX,-0.812230352
2010 02,IFPA_rolling,Cereales,,IX,-0.592989056
2010 02,IFPA_rolling,Huevos,,IX,-0.493222715
2010 02,IFPA_rolling,Leche,,IX,-1.045935388
2010 02,IFPA_rolling,Pan,,IX,-0.628412388
2010 02,IFPA_rolling,Total,,IX,-1.186591399
2010 03,IFPA_rolling,Total,ES211,IX,-1.220558042
2010 03,IFPA_rolling,Total,ES212,IX,-1.248546021
2010 03,IFPA_rolling,Total,ES213,IX,-1.201413865
2010 03,IFPA_rolling,Aceite,,IX,-0.799969237
2010 03,IFPA_rolling,Cereales,,IX,-0.646314116
2010 03,IFPA_rolling,Huevos,,IX,-0.50314473
2010 03,IFPA_rolling,Leche,,IX,-1.144260259
2010 03,IFPA_rolling,Pan,,IX,-0.649368642
2010 03,IFPA_rolling,Total,,IX,-1.231619034
2010 04,IFPA_rolling,Total,ES211,IX,-1.211132185
2010 04,IFPA_rolling,Total,ES212,IX,-1.263688362
2010 04,IFPA_rolling,Total,ES213,IX,-1.240241613
2010 04,IFPA_rolling,Aceite,,IX,-0.788728497
2010 04,IFPA_rolling,Cereales,,IX,-0.726986962
2010 04,IFPA_rolling,Huevos,,IX,-0.52736395
2010 04,IFPA_rolling,Leche,,IX,-1.246468023
2010 04,IFPA_rolling,Pan,,IX,-0.580250043
2010 04,IFPA_rolling,Total,,IX,-1.254710329
2010 05,IFPA_rolling,Total,ES211,IX,-1.14999144
2010 05,IFPA_rolling,Total,ES212,IX,-1.228661805
2010 05,IFPA_rolling,Total,ES213,IX,-1.230674113
2010 05,IFPA_rolling,Aceite,,IX,-0.738002511
2010 05,IFPA_rolling,Cereales,,IX,-0.727451989
2010 05,IFPA_rolling,Huevos,,IX,-0.556111128
2010 05,IFPA_rolling,Leche,,IX,-1.169729279
2010 05,IFPA_rolling,Pan,,IX,-0.62205601
2010 05,IFPA_rolling,Total,,IX,-1.227647916
2010 06,IFPA_rolling,Total,ES211,IX,-1.089731503
2010 06,IFPA_rolling,Total,ES212,IX,-1.191297241
2010 06,IFPA_rolling,Total,ES213,IX,-1.20845401
2010 06,IFPA_rolling,Aceite,,IX,-0.648232084
2010 06,IFPA_rolling,Cereales,,IX,-0.721784544
2010 06,IFPA_rolling,Huevos,,IX,-0.581748689
2010 06,IFPA_rolling,Leche,,IX,-1.170652335
2010 06,IFPA_rolling,Pan,,IX,-0.615228092
2010 06,IFPA_rolling,Total,,IX,-1.193417472
2010 07,IFPA_rolling,Total,ES211,IX,-1.002150681
2010 07,IFPA_rolling,Total,ES212,IX,-1.152914974
2010 07,IFPA_rolling,Total,ES213,IX,-1.157285499
2010 07,IFPA_rolling,Aceite,,IX,-0.555433383
2010 07,IFPA_rolling,Cereales,,IX,-0.686320826
2010 07,IFPA_rolling,Huevos,,IX,-0.582180437
2010 07,IFPA_rolling,Leche,,IX,-1.102410333
2010 07,IFPA_rolling,Pan,,IX,-0.668352794
2010 07,IFPA_rolling,Total,,IX,-1.140477061
2010 08,IFPA_rolling,Total,ES211,IX,-0.940140476
2010 08,IFPA_rolling,Total,ES212,IX,-1.12885043
2010 08,IFPA_rolling,Total,ES213,IX,-1.107536672
2010 08,IFPA_rolling,Aceite,,IX,-0.484989483
2010 08,IFPA_rolling,Cereales,,IX,-0.637251348
2010 08,IFPA_rolling,Huevos,,IX,-0.602628231
2010 08,IFPA_rolling,Leche,,IX,-1.085731728
2010 08,IFPA_rolling,Pan,,IX,-0.631560006
2010 08,IFPA_rolling,Total,,IX,-1.096678864
2010 09,IFPA_rolling,Total,ES211,IX,-0.895102873
2010 09,IFPA_rolling,Total,ES212,IX,-1.109785686
2010 09,IFPA_rolling,Total,ES213,IX,-1.062949723
2010 09,IFPA_rolling,Aceite,,IX,-0.429369958
2010 09,IFPA_rolling,Cereales,,IX,-0.661689505
2010 09,IFPA_rolling,Huevos,,IX,-0.598667562
2010 09,IFPA_rolling,Leche,,IX,-1.058283314
2010 09,IFPA_rolling,Pan,,IX,-0.624537725
2010 09,IFPA_rolling,Total,,IX,-1.060762303
2010 10,IFPA_rolling,Total,ES211,IX,-0.864570533
2010 10,IFPA_rolling,Total,ES212,IX,-1.086080818
2010 10,IFPA_rolling,Total,ES213,IX,-1.016214469
2010 10,IFPA_rolling,Aceite,,IX,-0.463872109
2010 10,IFPA_rolling,Cereales,,IX,-0.637450713
2010 10,IFPA_rolling,Huevos,,IX,-0.565221565
2010 10,IFPA_rolling,Leche,,IX,-1.061833014
2010 10,IFPA_rolling,Pan,,IX,-0.60906527
2010 10,IFPA_rolling,Total,,IX,-1.024424092
2010 11,IFPA_rolling,Total,ES211,IX,-0.84850212
2010 11,IFPA_rolling,Total,ES212,IX,-1.045270294
2010 11,IFPA_rolling,Total,ES213,IX,-0.965669181
2010 11,IFPA_rolling,Aceite,,IX,-0.514345188
2010 11,IFPA_rolling,Cereales,,IX,-0.696557112
2010 11,IFPA_rolling,Huevos,,IX,-0.55320371
2010 11,IFPA_rolling,Leche,,IX,-1.074184184
2010 11,IFPA_rolling,Pan,,IX,-0.583861835
2010 11,IFPA_rolling,Total,,IX,-0.982784068
2010 12,IFPA_rolling,Total,ES211,IX,-0.820476319
2010 12,IFPA_rolling,Total,ES212,IX,-1.001957514
2010 12,IFPA_rolling,Total,ES213,IX,-0.926589479
2010 12,IFPA_rolling,Aceite,,IX,-0.592720458
2010 12,IFPA_rolling,Cereales,,IX,-0.65412649
2010 12,IFPA_rolling,Huevos,,IX,-0.560691825
2010 12,IFPA_rolling,Leche,,IX,-1.073344827
2010 12,IFPA_rolling,Pan,,IX,-0.615356394
2010 12,IFPA_rolling,Total,,IX,-0.943937199
2011 01,IFPA_rolling,Total,ES211,IX,-0.786741418
2011 01,IFPA_rolling,Total,ES212,IX,-0.949104479
2011 01,IFPA_rolling,Total,ES213,IX,-0.87473743
2011 01,IFPA_rolling,Aceite,,IX,-0.597148534
2011 01,IFPA_rolling,Cereales,,IX,-0.608612201
2011 01,IFPA_rolling,Huevos,,IX,-0.600169736
2011 01,IFPA_rolling,Leche,,IX,-0.981262334
2011 01,IFPA_rolling,Pan,,IX,-0.579574907
2011 01,IFPA_rolling,Total,,IX,-0.894264758
2011 02,IFPA_rolling,Total,ES211,IX,-0.701177969
2011 02,IFPA_rolling,Total,ES212,IX,-0.859471028
2011 02,IFPA_rolling,Total,ES213,IX,-0.770109949
2011 02,IFPA_rolling,Aceite,,IX,-0.535990635
2011 02,IFPA_rolling,Cereales,,IX,-0.512063604
2011 02,IFPA_rolling,Huevos,,IX,-0.591790882
2011 02,IFPA_rolling,Leche,,IX,-0.853183992
2011 02,IFPA_rolling,Pan,,IX,-0.563988411
2011 02,IFPA_rolling,Total,,IX,-0.79714758
2011 03,IFPA_rolling,Total,ES211,IX,-0.627826881
2011 03,IFPA_rolling,Total,ES212,IX,-0.786791767
2011 03,IFPA_rolling,Total,ES213,IX,-0.657502802
2011 03,IFPA_rolling,Aceite,,IX,-0.471393158
2011 03,IFPA_rolling,Cereales,,IX,-0.435349777
2011 03,IFPA_rolling,Huevos,,IX,-0.594346357
2011 03,IFPA_rolling,Leche,,IX,-0.752079002
2011 03,IFPA_rolling,Pan,,IX,-0.49869323
2011 03,IFPA_rolling,Total,,IX,-0.703568839
2011 04,IFPA_rolling,Total,ES211,IX,-0.557881727
2011 04,IFPA_rolling,Total,ES212,IX,-0.724517794
2011 04,IFPA_rolling,Total,ES213,IX,-0.53950949
2011 04,IFPA_rolling,Aceite,,IX,-0.407097516
2011 04,IFPA_rolling,Cereales,,IX,-0.323153052
2011 04,IFPA_rolling,Huevos,,IX,-0.563487761
2011 04,IFPA_rolling,Leche,,IX,-0.648642831
2011 04,IFPA_rolling,Pan,,IX,-0.459925904
2011 04,IFPA_rolling,Total,,IX,-0.611283034
2011 05,IFPA_rolling,Total,ES211,IX,-0.508323376
2011 05,IFPA_rolling,Total,ES212,IX,-0.670247731
2011 05,IFPA_rolling,Total,ES213,IX,-0.439412468
2011 05,IFPA_rolling,Aceite,,IX,-0.388104965
2011 05,IFPA_rolling,Cereales,,IX,-0.207341816
2011 05,IFPA_rolling,Huevos,,IX,-0.533896838
2011 05,IFPA_rolling,Leche,,IX,-0.580692214
2011 05,IFPA_rolling,Pan,,IX,-0.436395467
2011 05,IFPA_rolling,Total,,IX,-0.53451787
2011 06,IFPA_rolling,Total,ES211,IX,-0.477300812
2011 06,IFPA_rolling,Total,ES212,IX,-0.620688686
2011 06,IFPA_rolling,Total,ES213,IX,-0.363990775
2011 06,IFPA_rolling,Aceite,,IX,-0.38612883
2011 06,IFPA_rolling,Cereales,,IX,-0.127504376
2011 06,IFPA_rolling,Huevos,,IX,-0.492511847
2011 06,IFPA_rolling,Leche,,IX,-0.484959269
2011 06,IFPA_rolling,Pan,,IX,-0.482027155
2011 06,IFPA_rolling,Total,,IX,-0.474915618
2011 07,IFPA_rolling,Total,ES211,IX,-0.44976083
2011 07,IFPA_rolling,Total,ES212,IX,-0.557574945
2011 07,IFPA_rolling,Total,ES213,IX,-0.306178342
2011 07,IFPA_rolling,Aceite,,IX,-0.390075276
2011 07,IFPA_rolling,Cereales,,IX,-0.070719556
2011 07,IFPA_rolling,Huevos,,IX,-0.450144359
2011 07,IFPA_rolling,Leche,,IX,-0.457388117
2011 07,IFPA_rolling,Pan,,IX,-0.422075537
2011 07,IFPA_rolling,Total,,IX,-0.419581556
2011 08,IFPA_rolling,Total,ES211,IX,-0.437631822
2011 08,IFPA_rolling,Total,ES212,IX,-0.516955048
2011 08,IFPA_rolling,Total,ES213,IX,-0.28197874
2011 08,IFPA_rolling,Aceite,,IX,-0.377399401
2011 08,IFPA_rolling,Cereales,,IX,-0.029534893
2011 08,IFPA_rolling,Huevos,,IX,-0.399246637
2011 08,IFPA_rolling,Leche,,IX,-0.421560133
2011 08,IFPA_rolling,Pan,,IX,-0.377285925
2011 08,IFPA_rolling,Total,,IX,-0.391089373
2011 09,IFPA_rolling,Total,ES211,IX,-0.406901259
2011 09,IFPA_rolling,Total,ES212,IX,-0.473125913
2011 09,IFPA_rolling,Total,ES213,IX,-0.249957998
2011 09,IFPA_rolling,Aceite,,IX,-0.364853394
2011 09,IFPA_rolling,Cereales,,IX,0.049767513
2011 09,IFPA_rolling,Huevos,,IX,-0.350385076
2011 09,IFPA_rolling,Leche,,IX,-0.387917457
2011 09,IFPA_rolling,Pan,,IX,-0.328452596
2011 09,IFPA_rolling,Total,,IX,-0.354058116
2011 10,IFPA_rolling,Total,ES211,IX,-0.376728979
2011 10,IFPA_rolling,Total,ES212,IX,-0.442963847
2011 10,IFPA_rolling,Total,ES213,IX,-0.237054566
2011 10,IFPA_rolling,Aceite,,IX,-0.331482264
2011 10,IFPA_rolling,Cereales,,IX,0.118765255
2011 10,IFPA_rolling,Huevos,,IX,-0.316103477
2011 10,IFPA_rolling,Leche,,IX,-0.341815
2011 10,IFPA_rolling,Pan,,IX,-0.301527232
2011 10,IFPA_rolling,Total,,IX,-0.332224248
2011 11,IFPA_rolling,Total,ES211,IX,-0.343248692
2011 11,IFPA_rolling,Total,ES212,IX,-0.411194074
2011 11,IFPA_rolling,Total,ES213,IX,-0.21590469
2011 11,IFPA_rolling,Aceite,,IX,-0.304400293
2011 11,IFPA_rolling,Cereales,,IX,0.229700997
2011 11,IFPA_rolling,Huevos,,IX,-0.292355034
2011 11,IFPA_rolling,Leche,,IX,-0.31320567
2011 11,IFPA_rolling,Pan,,IX,-0.240673025
2011 11,IFPA_rolling,Total,,IX,-0.305102352
2011 12,IFPA_rolling,Total,ES211,IX,-0.303828962
2011 12,IFPA_rolling,Total,ES212,IX,-0.381675622
2011 12,IFPA_rolling,Total,ES213,IX,-0.190808715
2011 12,IFPA_rolling,Aceite,,IX,-0.259063965
2011 12,IFPA_rolling,Cereales,,IX,0.271486234
2011 12,IFPA_rolling,Huevos,,IX,-0.271273027
2011 12,IFPA_rolling,Leche,,IX,-0.296959947
2011 12,IFPA_rolling,Pan,,IX,-0.120643939
2011 12,IFPA_rolling,Total,,IX,-0.275642306
2012 01,IFPA_rolling,Total,ES211,IX,-0.266584661
2012 01,IFPA_rolling,Total,ES212,IX,-0.342555903
2012 01,IFPA_rolling,Total,ES213,IX,-0.155185921
2012 01,IFPA_rolling,Aceite,,IX,-0.231515059
2012 01,IFPA_rolling,Cereales,,IX,0.300756408
2012 01,IFPA_rolling,Huevos,,IX,-0.215945372
2012 01,IFPA_rolling,Leche,,IX,-0.274863496
2012 01,IFPA_rolling,Pan,,IX,-0.106904887
2012 01,IFPA_rolling,Total,,IX,-0.238037377
2012 02,IFPA_rolling,Total,ES211,IX,-0.235883555
2012 02,IFPA_rolling,Total,ES212,IX,-0.297557944
2012 02,IFPA_rolling,Total,ES213,IX,-0.130117369
2012 02,IFPA_rolling,Aceite,,IX,-0.235542773
2012 02,IFPA_rolling,Cereales,,IX,0.310907864
2012 02,IFPA_rolling,Huevos,,IX,-0.1222249
2012 02,IFPA_rolling,Leche,,IX,-0.205801149
2012 02,IFPA_rolling,Pan,,IX,-0.107061184
2012 02,IFPA_rolling,Total,,IX,-0.204660395
2012 03,IFPA_rolling,Total,ES211,IX,-0.219138625
2012 03,IFPA_rolling,Total,ES212,IX,-0.254142175
2012 03,IFPA_rolling,Total,ES213,IX,-0.124197541
2012 03,IFPA_rolling,Aceite,,IX,-0.256641681
2012 03,IFPA_rolling,Cereales,,IX,0.31366973
2012 03,IFPA_rolling,Huevos,,IX,0.065633636
2012 03,IFPA_rolling,Leche,,IX,-0.116826231
2012 03,IFPA_rolling,Pan,,IX,-0.131810879
2012 03,IFPA_rolling,Total,,IX,-0.183293456
2012 04,IFPA_rolling,Total,ES211,IX,-0.216048157
2012 04,IFPA_rolling,Total,ES212,IX,-0.219368868
2012 04,IFPA_rolling,Total,ES213,IX,-0.130801886
2012 04,IFPA_rolling,Aceite,,IX,-0.288909034
2012 04,IFPA_rolling,Cereales,,IX,0.265035541
2012 04,IFPA_rolling,Huevos,,IX,0.219470913
2012 04,IFPA_rolling,Leche,,IX,-0.062238946
2012 04,IFPA_rolling,Pan,,IX,-0.120651369
2012 04,IFPA_rolling,Total,,IX,-0.173878297
2012 05,IFPA_rolling,Total,ES211,IX,-0.241199987
2012 05,IFPA_rolling,Total,ES212,IX,-0.215409411
2012 05,IFPA_rolling,Total,ES213,IX,-0.168530832
2012 05,IFPA_rolling,Aceite,,IX,-0.295368314
2012 05,IFPA_rolling,Cereales,,IX,0.18380523
2012 05,IFPA_rolling,Huevos,,IX,0.382241642
2012 05,IFPA_rolling,Leche,,IX,-0.055044948
2012 05,IFPA_rolling,Pan,,IX,-0.126042197
2012 05,IFPA_rolling,Total,,IX,-0.195411271
2012 06,IFPA_rolling,Total,ES211,IX,-0.24382342
2012 06,IFPA_rolling,Total,ES212,IX,-0.196146537
2012 06,IFPA_rolling,Total,ES213,IX,-0.185838305
2012 06,IFPA_rolling,Aceite,,IX,-0.290315286
2012 06,IFPA_rolling,Cereales,,IX,0.102056117
2012 06,IFPA_rolling,Huevos,,IX,0.554758945
2012 06,IFPA_rolling,Leche,,IX,-0.062928401
2012 06,IFPA_rolling,Pan,,IX,-0.028027592
2012 06,IFPA_rolling,Total,,IX,-0.197678507
2012 07,IFPA_rolling,Total,ES211,IX,-0.264551333
2012 07,IFPA_rolling,Total,ES212,IX,-0.200427089
2012 07,IFPA_rolling,Total,ES213,IX,-0.217338021
2012 07,IFPA_rolling,Aceite,,IX,-0.283585115
2012 07,IFPA_rolling,Cereales,,IX,0.065598026
2012 07,IFPA_rolling,Huevos,,IX,0.739966183
2012 07,IFPA_rolling,Leche,,IX,-0.035453017
2012 07,IFPA_rolling,Pan,,IX,-0.066048795
2012 07,IFPA_rolling,Total,,IX,-0.218193785
2012 08,IFPA_rolling,Total,ES211,IX,-0.260807837
2012 08,IFPA_rolling,Total,ES212,IX,-0.191727662
2012 08,IFPA_rolling,Total,ES213,IX,-0.208875604
2012 08,IFPA_rolling,Aceite,,IX,-0.283410008
2012 08,IFPA_rolling,Cereales,,IX,0.023017179
2012 08,IFPA_rolling,Huevos,,IX,0.876233936
2012 08,IFPA_rolling,Leche,,IX,-0.037013745
2012 08,IFPA_rolling,Pan,,IX,-0.073037731
2012 08,IFPA_rolling,Total,,IX,-0.210170373
2012 09,IFPA_rolling,Total,ES211,IX,-0.276196479
2012 09,IFPA_rolling,Total,ES212,IX,-0.17373045
2012 09,IFPA_rolling,Total,ES213,IX,-0.180118938
2012 09,IFPA_rolling,Aceite,,IX,-0.282716605
2012 09,IFPA_rolling,Cereales,,IX,0.002873584
2012 09,IFPA_rolling,Huevos,,IX,0.984042531
2012 09,IFPA_rolling,Leche,,IX,-0.016430079
2012 09,IFPA_rolling,Pan,,IX,-0.079813763
2012 09,IFPA_rolling,Total,,IX,-0.193056134
2012 10,IFPA_rolling,Total,ES211,IX,-0.266547296
2012 10,IFPA_rolling,Total,ES212,IX,-0.130613937
2012 10,IFPA_rolling,Total,ES213,IX,-0.123761308
2012 10,IFPA_rolling,Aceite,,IX,-0.172618651
2012 10,IFPA_rolling,Cereales,,IX,-0.02656696
2012 10,IFPA_rolling,Huevos,,IX,1.071248771
2012 10,IFPA_rolling,Leche,,IX,-0.015048914
2012 10,IFPA_rolling,Pan,,IX,-0.104073974
2012 10,IFPA_rolling,Total,,IX,-0.147842813
2012 11,IFPA_rolling,Total,ES211,IX,-0.241858285
2012 11,IFPA_rolling,Total,ES212,IX,-0.069701467
2012 11,IFPA_rolling,Total,ES213,IX,-0.072665449
2012 11,IFPA_rolling,Aceite,,IX,0.017933245
2012 11,IFPA_rolling,Cereales,,IX,-0.078666982
2012 11,IFPA_rolling,Huevos,,IX,1.163821995
2012 11,IFPA_rolling,Leche,,IX,-0.003573699
2012 11,IFPA_rolling,Pan,,IX,-0.217405747
2012 11,IFPA_rolling,Total,,IX,-0.097094487
2012 12,IFPA_rolling,Total,ES211,IX,-0.22541545
2012 12,IFPA_rolling,Total,ES212,IX,-0.026078121
2012 12,IFPA_rolling,Total,ES213,IX,-0.026874891
2012 12,IFPA_rolling,Aceite,,IX,0.179252584
2012 12,IFPA_rolling,Cereales,,IX,-0.098324079
2012 12,IFPA_rolling,Huevos,,IX,1.252277331
2012 12,IFPA_rolling,Leche,,IX,0.00076676
2012 12,IFPA_rolling,Pan,,IX,-0.325897948
2012 12,IFPA_rolling,Total,,IX,-0.056148791
2013 01,IFPA_rolling,Total,ES211,IX,-0.204365797
2013 01,IFPA_rolling,Total,ES212,IX,0.003540786
2013 01,IFPA_rolling,Total,ES213,IX,-0.007350359
2013 01,IFPA_rolling,Aceite,,IX,0.273963204
2013 01,IFPA_rolling,Cereales,,IX,-0.123318532
2013 01,IFPA_rolling,Huevos,,IX,1.314419935
2013 01,IFPA_rolling,Leche,,IX,0.010738
2013 01,IFPA_rolling,Pan,,IX,-0.41416336
2013 01,IFPA_rolling,Total,,IX,-0.032663388
2013 02,IFPA_rolling,Total,ES211,IX,-0.198897095
2013 02,IFPA_rolling,Total,ES212,IX,0.002623013
2013 02,IFPA_rolling,Total,ES213,IX,-0.018274929
2013 02,IFPA_rolling,Aceite,,IX,0.333639153
2013 02,IFPA_rolling,Cereales,,IX,-0.125300288
2013 02,IFPA_rolling,Huevos,,IX,1.294887463
2013 02,IFPA_rolling,Leche,,IX,-0.025716654
2013 02,IFPA_rolling,Pan,,IX,-0.448437925
2013 02,IFPA_rolling,Total,,IX,-0.037905573
2013 03,IFPA_rolling,Total,ES211,IX,-0.207400368
2013 03,IFPA_rolling,Total,ES212,IX,-0.012512474
2013 03,IFPA_rolling,Total,ES213,IX,-0.031378937
2013 03,IFPA_rolling,Aceite,,IX,0.408090192
2013 03,IFPA_rolling,Cereales,,IX,-0.107793429
2013 03,IFPA_rolling,Huevos,,IX,1.199635237
2013 03,IFPA_rolling,Leche,,IX,-0.060856474
2013 03,IFPA_rolling,Pan,,IX,-0.470973805
2013 03,IFPA_rolling,Total,,IX,-0.051576642
2013 04,IFPA_rolling,Total,ES211,IX,-0.203529806
2013 04,IFPA_rolling,Total,ES212,IX,-0.020563916
2013 04,IFPA_rolling,Total,ES213,IX,-0.03232532
2013 04,IFPA_rolling,Aceite,,IX,0.500109755
2013 04,IFPA_rolling,Cereales,,IX,-0.051123374
2013 04,IFPA_rolling,Huevos,,IX,1.097200809
2013 04,IFPA_rolling,Leche,,IX,-0.090057054
2013 04,IFPA_rolling,Pan,,IX,-0.486079107
2013 04,IFPA_rolling,Total,,IX,-0.054354522
2013 05,IFPA_rolling,Total,ES211,IX,-0.157264973
2013 05,IFPA_rolling,Total,ES212,IX,0.016829814
2013 05,IFPA_rolling,Total,ES213,IX,0.026497913
2013 05,IFPA_rolling,Aceite,,IX,0.590016204
2013 05,IFPA_rolling,Cereales,,IX,0.010152025
2013 05,IFPA_rolling,Huevos,,IX,0.95410002
2013 05,IFPA_rolling,Leche,,IX,-0.090895438
2013 05,IFPA_rolling,Pan,,IX,-0.491173972
2013 05,IFPA_rolling,Total,,IX,-0.004100029
2013 06,IFPA_rolling,Total,ES211,IX,-0.0952957
2013 06,IFPA_rolling,Total,ES212,IX,0.060255434
2013 06,IFPA_rolling,Total,ES213,IX,0.094042272
2013 06,IFPA_rolling,Aceite,,IX,0.670567375
2013 06,IFPA_rolling,Cereales,,IX,0.037673694
2013 06,IFPA_rolling,Huevos,,IX,0.798751061
2013 06,IFPA_rolling,Leche,,IX,-0.090347941
2013 06,IFPA_rolling,Pan,,IX,-0.566405385
2013 06,IFPA_rolling,Total,,IX,0.054994084
2013 07,IFPA_rolling,Total,ES211,IX,-0.001926804
2013 07,IFPA_rolling,Total,ES212,IX,0.119509949
2013 07,IFPA_rolling,Total,ES213,IX,0.181789769
2013 07,IFPA_rolling,Aceite,,IX,0.74526253
2013 07,IFPA_rolling,Cereales,,IX,0.014612468
2013 07,IFPA_rolling,Huevos,,IX,0.637528584
2013 07,IFPA_rolling,Leche,,IX,-0.115390901
2013 07,IFPA_rolling,Pan,,IX,-0.602290159
2013 07,IFPA_rolling,Total,,IX,0.134668233
2013 08,IFPA_rolling,Total,ES211,IX,0.039593169
2013 08,IFPA_rolling,Total,ES212,IX,0.15878739
2013 08,IFPA_rolling,Total,ES213,IX,0.235104247
2013 08,IFPA_rolling,Aceite,,IX,0.81029263
2013 08,IFPA_rolling,Cereales,,IX,-0.016153818
2013 08,IFPA_rolling,Huevos,,IX,0.512457209
2013 08,IFPA_rolling,Leche,,IX,-0.116049318
2013 08,IFPA_rolling,Pan,,IX,-0.648293251
2013 08,IFPA_rolling,Total,,IX,0.182186909
2013 09,IFPA_rolling,Total,ES211,IX,-0.004088225
2013 09,IFPA_rolling,Total,ES212,IX,0.105783687
2013 09,IFPA_rolling,Total,ES213,IX,0.150132921
2013 09,IFPA_rolling,Aceite,,IX,0.848794087
2013 09,IFPA_rolling,Cereales,,IX,-0.048409546
2013 09,IFPA_rolling,Huevos,,IX,0.378644187
2013 09,IFPA_rolling,Leche,,IX,-0.124951521
2013 09,IFPA_rolling,Pan,,IX,-0.703547311
2013 09,IFPA_rolling,Total,,IX,0.113162424
2013 10,IFPA_rolling,Total,ES211,IX,-0.090084656
2013 10,IFPA_rolling,Total,ES212,IX,-0.002754281
2013 10,IFPA_rolling,Total,ES213,IX,0.02120882
2013 10,IFPA_rolling,Aceite,,IX,0.74340886
2013 10,IFPA_rolling,Cereales,,IX,-0.071998261
2013 10,IFPA_rolling,Huevos,,IX,0.270222226
2013 10,IFPA_rolling,Leche,,IX,-0.116053008
2013 10,IFPA_rolling,Pan,,IX,-0.712005844
2013 10,IFPA_rolling,Total,,IX,-0.004857007
2013 11,IFPA_rolling,Total,ES211,IX,-0.194544697
2013 11,IFPA_rolling,Total,ES212,IX,-0.148242321
2013 11,IFPA_rolling,Total,ES213,IX,-0.111020005
2013 11,IFPA_rolling,Aceite,,IX,0.535220198
2013 11,IFPA_rolling,Cereales,,IX,-0.089195166
2013 11,IFPA_rolling,Huevos,,IX,0.162368444
2013 11,IFPA_rolling,Leche,,IX,-0.111260738
2013 11,IFPA_rolling,Pan,,IX,-0.658904182
2013 11,IFPA_rolling,Total,,IX,-0.138972343
2013 12,IFPA_rolling,Total,ES211,IX,-0.262871278
