Year,Sexo,Territorio,Comarca,Municipio,Units,GeoCode,Value
2010,M,Araba/Álava,,,PER_100000_POP,ES211,0
2011,M,Araba/Álava,,,PER_100000_POP,ES211,0
2012,M,Araba/Álava,,,PER_100000_POP,ES211,0
2013,M,Araba/Álava,,,PER_100000_POP,ES211,0
2014,M,Araba/Álava,,,PER_100000_POP,ES211,0.63
2015,M,Araba/Álava,,,PER_100000_POP,ES211,0
2016,M,Araba/Álava,,,PER_100000_POP,ES211,0
2017,M,Araba/Álava,,,PER_100000_POP,ES211,0
2018,M,Araba/Álava,,,PER_100000_POP,ES211,0
2019,M,Araba/Álava,,,PER_100000_POP,ES211,0.62
2020,M,Araba/Álava,,,PER_100000_POP,ES211,0
2021,M,Araba/Álava,,,PER_100000_POP,ES211,0
2022,M,Araba/Álava,,,PER_100000_POP,ES211,0.61
2010,F,Araba/Álava,,,PER_100000_POP,ES211,0
2011,F,Araba/Álava,,,PER_100000_POP,ES211,0
2012,F,Araba/Álava,,,PER_100000_POP,ES211,0
2013,F,Araba/Álava,,,PER_100000_POP,ES211,0
2014,F,Araba/Álava,,,PER_100000_POP,ES211,0
2015,F,Araba/Álava,,,PER_100000_POP,ES211,0
2016,F,Araba/Álava,,,PER_100000_POP,ES211,0.61
2017,F,Araba/Álava,,,PER_100000_POP,ES211,0
2018,F,Araba/Álava,,,PER_100000_POP,ES211,0
2019,F,Araba/Álava,,,PER_100000_POP,ES211,0
2020,F,Araba/Álava,,,PER_100000_POP,ES211,0
2021,F,Araba/Álava,,,PER_100000_POP,ES211,0
2022,F,Araba/Álava,,,PER_100000_POP,ES211,0
2010,,Araba/Álava,,,PER_100000_POP,ES211,0
2011,,Araba/Álava,,,PER_100000_POP,ES211,0
2012,,Araba/Álava,,,PER_100000_POP,ES211,0
2013,,Araba/Álava,,,PER_100000_POP,ES211,0
2014,,Araba/Álava,,,PER_100000_POP,ES211,0.31
2015,,Araba/Álava,,,PER_100000_POP,ES211,0
2016,,Araba/Álava,,,PER_100000_POP,ES211,0.31
2017,,Araba/Álava,,,PER_100000_POP,ES211,0
2018,,Araba/Álava,,,PER_100000_POP,ES211,0
2019,,Araba/Álava,,,PER_100000_POP,ES211,0.3
2020,,Araba/Álava,,,PER_100000_POP,ES211,0
2021,,Araba/Álava,,,PER_100000_POP,ES211,0
2022,,Araba/Álava,,,PER_100000_POP,ES211,0.3
2010,M,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2011,M,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2012,M,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2013,M,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2014,M,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2015,M,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2016,M,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2017,M,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2018,M,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2019,M,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2020,M,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2021,M,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2022,M,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2010,F,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2011,F,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2012,F,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2013,F,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2014,F,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2015,F,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2016,F,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2017,F,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2018,F,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2019,F,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2020,F,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2021,F,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2022,F,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2010,,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2011,,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2012,,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2013,,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2014,,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2015,,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2016,,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2017,,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2018,,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2019,,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2020,,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2021,,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2022,,,,Alegría-Dulantzi,PER_100000_POP,ES01001,0
2010,M,,,Amurrio,PER_100000_POP,ES01002,0
2011,M,,,Amurrio,PER_100000_POP,ES01002,0
2012,M,,,Amurrio,PER_100000_POP,ES01002,0
2013,M,,,Amurrio,PER_100000_POP,ES01002,0
2014,M,,,Amurrio,PER_100000_POP,ES01002,0
2015,M,,,Amurrio,PER_100000_POP,ES01002,0
2016,M,,,Amurrio,PER_100000_POP,ES01002,0
2017,M,,,Amurrio,PER_100000_POP,ES01002,0
2018,M,,,Amurrio,PER_100000_POP,ES01002,0
2019,M,,,Amurrio,PER_100000_POP,ES01002,0
2020,M,,,Amurrio,PER_100000_POP,ES01002,0
2021,M,,,Amurrio,PER_100000_POP,ES01002,0
2022,M,,,Amurrio,PER_100000_POP,ES01002,0
2010,F,,,Amurrio,PER_100000_POP,ES01002,0
2011,F,,,Amurrio,PER_100000_POP,ES01002,0
2012,F,,,Amurrio,PER_100000_POP,ES01002,0
2013,F,,,Amurrio,PER_100000_POP,ES01002,0
2014,F,,,Amurrio,PER_100000_POP,ES01002,0
2015,F,,,Amurrio,PER_100000_POP,ES01002,0
2016,F,,,Amurrio,PER_100000_POP,ES01002,0
2017,F,,,Amurrio,PER_100000_POP,ES01002,0
2018,F,,,Amurrio,PER_100000_POP,ES01002,0
2019,F,,,Amurrio,PER_100000_POP,ES01002,0
2020,F,,,Amurrio,PER_100000_POP,ES01002,0
2021,F,,,Amurrio,PER_100000_POP,ES01002,0
2022,F,,,Amurrio,PER_100000_POP,ES01002,0
2010,,,,Amurrio,PER_100000_POP,ES01002,0
2011,,,,Amurrio,PER_100000_POP,ES01002,0
2012,,,,Amurrio,PER_100000_POP,ES01002,0
2013,,,,Amurrio,PER_100000_POP,ES01002,0
2014,,,,Amurrio,PER_100000_POP,ES01002,0
2015,,,,Amurrio,PER_100000_POP,ES01002,0
2016,,,,Amurrio,PER_100000_POP,ES01002,0
2017,,,,Amurrio,PER_100000_POP,ES01002,0
2018,,,,Amurrio,PER_100000_POP,ES01002,0
2019,,,,Amurrio,PER_100000_POP,ES01002,0
2020,,,,Amurrio,PER_100000_POP,ES01002,0
2021,,,,Amurrio,PER_100000_POP,ES01002,0
2022,,,,Amurrio,PER_100000_POP,ES01002,0
2010,M,,,Aramaio,PER_100000_POP,ES01003,0
2011,M,,,Aramaio,PER_100000_POP,ES01003,0
2012,M,,,Aramaio,PER_100000_POP,ES01003,0
2013,M,,,Aramaio,PER_100000_POP,ES01003,0
2014,M,,,Aramaio,PER_100000_POP,ES01003,0
2015,M,,,Aramaio,PER_100000_POP,ES01003,0
2016,M,,,Aramaio,PER_100000_POP,ES01003,0
2017,M,,,Aramaio,PER_100000_POP,ES01003,0
2018,M,,,Aramaio,PER_100000_POP,ES01003,0
2019,M,,,Aramaio,PER_100000_POP,ES01003,0
2020,M,,,Aramaio,PER_100000_POP,ES01003,0
2021,M,,,Aramaio,PER_100000_POP,ES01003,0
2022,M,,,Aramaio,PER_100000_POP,ES01003,0
2010,F,,,Aramaio,PER_100000_POP,ES01003,0
2011,F,,,Aramaio,PER_100000_POP,ES01003,0
2012,F,,,Aramaio,PER_100000_POP,ES01003,0
2013,F,,,Aramaio,PER_100000_POP,ES01003,0
2014,F,,,Aramaio,PER_100000_POP,ES01003,0
2015,F,,,Aramaio,PER_100000_POP,ES01003,0
2016,F,,,Aramaio,PER_100000_POP,ES01003,0
2017,F,,,Aramaio,PER_100000_POP,ES01003,0
2018,F,,,Aramaio,PER_100000_POP,ES01003,0
2019,F,,,Aramaio,PER_100000_POP,ES01003,0
2020,F,,,Aramaio,PER_100000_POP,ES01003,0
2021,F,,,Aramaio,PER_100000_POP,ES01003,0
2022,F,,,Aramaio,PER_100000_POP,ES01003,0
2010,,,,Aramaio,PER_100000_POP,ES01003,0
2011,,,,Aramaio,PER_100000_POP,ES01003,0
2012,,,,Aramaio,PER_100000_POP,ES01003,0
2013,,,,Aramaio,PER_100000_POP,ES01003,0
2014,,,,Aramaio,PER_100000_POP,ES01003,0
2015,,,,Aramaio,PER_100000_POP,ES01003,0
2016,,,,Aramaio,PER_100000_POP,ES01003,0
2017,,,,Aramaio,PER_100000_POP,ES01003,0
2018,,,,Aramaio,PER_100000_POP,ES01003,0
2019,,,,Aramaio,PER_100000_POP,ES01003,0
2020,,,,Aramaio,PER_100000_POP,ES01003,0
2021,,,,Aramaio,PER_100000_POP,ES01003,0
2022,,,,Aramaio,PER_100000_POP,ES01003,0
2010,M,,,Artziniega,PER_100000_POP,ES01004,0
2011,M,,,Artziniega,PER_100000_POP,ES01004,0
2012,M,,,Artziniega,PER_100000_POP,ES01004,0
2013,M,,,Artziniega,PER_100000_POP,ES01004,0
2014,M,,,Artziniega,PER_100000_POP,ES01004,0
2015,M,,,Artziniega,PER_100000_POP,ES01004,0
2016,M,,,Artziniega,PER_100000_POP,ES01004,0
2017,M,,,Artziniega,PER_100000_POP,ES01004,0
2018,M,,,Artziniega,PER_100000_POP,ES01004,0
2019,M,,,Artziniega,PER_100000_POP,ES01004,0
2020,M,,,Artziniega,PER_100000_POP,ES01004,0
2021,M,,,Artziniega,PER_100000_POP,ES01004,0
2022,M,,,Artziniega,PER_100000_POP,ES01004,0
2010,F,,,Artziniega,PER_100000_POP,ES01004,0
2011,F,,,Artziniega,PER_100000_POP,ES01004,0
2012,F,,,Artziniega,PER_100000_POP,ES01004,0
2013,F,,,Artziniega,PER_100000_POP,ES01004,0
2014,F,,,Artziniega,PER_100000_POP,ES01004,0
2015,F,,,Artziniega,PER_100000_POP,ES01004,0
2016,F,,,Artziniega,PER_100000_POP,ES01004,0
2017,F,,,Artziniega,PER_100000_POP,ES01004,0
2018,F,,,Artziniega,PER_100000_POP,ES01004,0
2019,F,,,Artziniega,PER_100000_POP,ES01004,0
2020,F,,,Artziniega,PER_100000_POP,ES01004,0
2021,F,,,Artziniega,PER_100000_POP,ES01004,0
2022,F,,,Artziniega,PER_100000_POP,ES01004,0
2010,,,,Artziniega,PER_100000_POP,ES01004,0
2011,,,,Artziniega,PER_100000_POP,ES01004,0
2012,,,,Artziniega,PER_100000_POP,ES01004,0
2013,,,,Artziniega,PER_100000_POP,ES01004,0
2014,,,,Artziniega,PER_100000_POP,ES01004,0
2015,,,,Artziniega,PER_100000_POP,ES01004,0
2016,,,,Artziniega,PER_100000_POP,ES01004,0
2017,,,,Artziniega,PER_100000_POP,ES01004,0
2018,,,,Artziniega,PER_100000_POP,ES01004,0
2019,,,,Artziniega,PER_100000_POP,ES01004,0
2020,,,,Artziniega,PER_100000_POP,ES01004,0
2021,,,,Artziniega,PER_100000_POP,ES01004,0
2022,,,,Artziniega,PER_100000_POP,ES01004,0
2010,M,,,Armiñón,PER_100000_POP,ES01006,0
2011,M,,,Armiñón,PER_100000_POP,ES01006,0
2012,M,,,Armiñón,PER_100000_POP,ES01006,0
2013,M,,,Armiñón,PER_100000_POP,ES01006,0
2014,M,,,Armiñón,PER_100000_POP,ES01006,0
2015,M,,,Armiñón,PER_100000_POP,ES01006,0
2016,M,,,Armiñón,PER_100000_POP,ES01006,0
2017,M,,,Armiñón,PER_100000_POP,ES01006,0
2018,M,,,Armiñón,PER_100000_POP,ES01006,0
2019,M,,,Armiñón,PER_100000_POP,ES01006,0
2020,M,,,Armiñón,PER_100000_POP,ES01006,0
2021,M,,,Armiñón,PER_100000_POP,ES01006,0
2022,M,,,Armiñón,PER_100000_POP,ES01006,0
2010,F,,,Armiñón,PER_100000_POP,ES01006,0
2011,F,,,Armiñón,PER_100000_POP,ES01006,0
2012,F,,,Armiñón,PER_100000_POP,ES01006,0
2013,F,,,Armiñón,PER_100000_POP,ES01006,0
2014,F,,,Armiñón,PER_100000_POP,ES01006,0
2015,F,,,Armiñón,PER_100000_POP,ES01006,0
2016,F,,,Armiñón,PER_100000_POP,ES01006,0
2017,F,,,Armiñón,PER_100000_POP,ES01006,0
2018,F,,,Armiñón,PER_100000_POP,ES01006,0
2019,F,,,Armiñón,PER_100000_POP,ES01006,0
2020,F,,,Armiñón,PER_100000_POP,ES01006,0
2021,F,,,Armiñón,PER_100000_POP,ES01006,0
2022,F,,,Armiñón,PER_100000_POP,ES01006,0
2010,,,,Armiñón,PER_100000_POP,ES01006,0
2011,,,,Armiñón,PER_100000_POP,ES01006,0
2012,,,,Armiñón,PER_100000_POP,ES01006,0
2013,,,,Armiñón,PER_100000_POP,ES01006,0
2014,,,,Armiñón,PER_100000_POP,ES01006,0
2015,,,,Armiñón,PER_100000_POP,ES01006,0
2016,,,,Armiñón,PER_100000_POP,ES01006,0
2017,,,,Armiñón,PER_100000_POP,ES01006,0
2018,,,,Armiñón,PER_100000_POP,ES01006,0
2019,,,,Armiñón,PER_100000_POP,ES01006,0
2020,,,,Armiñón,PER_100000_POP,ES01006,0
2021,,,,Armiñón,PER_100000_POP,ES01006,0
2022,,,,Armiñón,PER_100000_POP,ES01006,0
2010,M,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2011,M,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2012,M,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2013,M,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2014,M,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2015,M,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2016,M,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2017,M,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2018,M,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2019,M,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2020,M,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2021,M,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2022,M,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2010,F,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2011,F,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2012,F,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2013,F,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2014,F,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2015,F,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2016,F,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2017,F,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2018,F,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2019,F,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2020,F,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2021,F,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2022,F,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2010,,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2011,,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2012,,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2013,,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2014,,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2015,,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2016,,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2017,,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2018,,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2019,,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2020,,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2021,,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2022,,,,Arratzua-Ubarrundia,PER_100000_POP,ES01008,0
2010,M,,,Asparrena,PER_100000_POP,ES01009,0
2011,M,,,Asparrena,PER_100000_POP,ES01009,0
2012,M,,,Asparrena,PER_100000_POP,ES01009,0
2013,M,,,Asparrena,PER_100000_POP,ES01009,0
2014,M,,,Asparrena,PER_100000_POP,ES01009,0
2015,M,,,Asparrena,PER_100000_POP,ES01009,0
2016,M,,,Asparrena,PER_100000_POP,ES01009,0
2017,M,,,Asparrena,PER_100000_POP,ES01009,0
2018,M,,,Asparrena,PER_100000_POP,ES01009,0
2019,M,,,Asparrena,PER_100000_POP,ES01009,0
2020,M,,,Asparrena,PER_100000_POP,ES01009,0
2021,M,,,Asparrena,PER_100000_POP,ES01009,0
2022,M,,,Asparrena,PER_100000_POP,ES01009,0
2010,F,,,Asparrena,PER_100000_POP,ES01009,0
2011,F,,,Asparrena,PER_100000_POP,ES01009,0
2012,F,,,Asparrena,PER_100000_POP,ES01009,0
2013,F,,,Asparrena,PER_100000_POP,ES01009,0
2014,F,,,Asparrena,PER_100000_POP,ES01009,0
2015,F,,,Asparrena,PER_100000_POP,ES01009,0
2016,F,,,Asparrena,PER_100000_POP,ES01009,0
2017,F,,,Asparrena,PER_100000_POP,ES01009,0
2018,F,,,Asparrena,PER_100000_POP,ES01009,0
2019,F,,,Asparrena,PER_100000_POP,ES01009,0
2020,F,,,Asparrena,PER_100000_POP,ES01009,0
2021,F,,,Asparrena,PER_100000_POP,ES01009,0
2022,F,,,Asparrena,PER_100000_POP,ES01009,0
2010,,,,Asparrena,PER_100000_POP,ES01009,0
2011,,,,Asparrena,PER_100000_POP,ES01009,0
2012,,,,Asparrena,PER_100000_POP,ES01009,0
2013,,,,Asparrena,PER_100000_POP,ES01009,0
2014,,,,Asparrena,PER_100000_POP,ES01009,0
2015,,,,Asparrena,PER_100000_POP,ES01009,0
2016,,,,Asparrena,PER_100000_POP,ES01009,0
2017,,,,Asparrena,PER_100000_POP,ES01009,0
2018,,,,Asparrena,PER_100000_POP,ES01009,0
2019,,,,Asparrena,PER_100000_POP,ES01009,0
2020,,,,Asparrena,PER_100000_POP,ES01009,0
2021,,,,Asparrena,PER_100000_POP,ES01009,0
2022,,,,Asparrena,PER_100000_POP,ES01009,0
2010,M,,Añana (comarca),,PER_100000_POP,EU0101,0
2011,M,,Añana (comarca),,PER_100000_POP,EU0101,0
2012,M,,Añana (comarca),,PER_100000_POP,EU0101,0
2013,M,,Añana (comarca),,PER_100000_POP,EU0101,0
2014,M,,Añana (comarca),,PER_100000_POP,EU0101,0
2015,M,,Añana (comarca),,PER_100000_POP,EU0101,0
2016,M,,Añana (comarca),,PER_100000_POP,EU0101,0
2017,M,,Añana (comarca),,PER_100000_POP,EU0101,0
2018,M,,Añana (comarca),,PER_100000_POP,EU0101,0
2019,M,,Añana (comarca),,PER_100000_POP,EU0101,0
2020,M,,Añana (comarca),,PER_100000_POP,EU0101,0
2021,M,,Añana (comarca),,PER_100000_POP,EU0101,0
2022,M,,Añana (comarca),,PER_100000_POP,EU0101,0
2010,F,,Añana (comarca),,PER_100000_POP,EU0101,0
2011,F,,Añana (comarca),,PER_100000_POP,EU0101,0
2012,F,,Añana (comarca),,PER_100000_POP,EU0101,0
2013,F,,Añana (comarca),,PER_100000_POP,EU0101,0
2014,F,,Añana (comarca),,PER_100000_POP,EU0101,0
2015,F,,Añana (comarca),,PER_100000_POP,EU0101,0
2016,F,,Añana (comarca),,PER_100000_POP,EU0101,0
2017,F,,Añana (comarca),,PER_100000_POP,EU0101,0
2018,F,,Añana (comarca),,PER_100000_POP,EU0101,0
2019,F,,Añana (comarca),,PER_100000_POP,EU0101,0
2020,F,,Añana (comarca),,PER_100000_POP,EU0101,0
2021,F,,Añana (comarca),,PER_100000_POP,EU0101,0
2022,F,,Añana (comarca),,PER_100000_POP,EU0101,0
2010,,,Añana (comarca),,PER_100000_POP,EU0101,0
2011,,,Añana (comarca),,PER_100000_POP,EU0101,0
2012,,,Añana (comarca),,PER_100000_POP,EU0101,0
2013,,,Añana (comarca),,PER_100000_POP,EU0101,0
2014,,,Añana (comarca),,PER_100000_POP,EU0101,0
2015,,,Añana (comarca),,PER_100000_POP,EU0101,0
2016,,,Añana (comarca),,PER_100000_POP,EU0101,0
2017,,,Añana (comarca),,PER_100000_POP,EU0101,0
2018,,,Añana (comarca),,PER_100000_POP,EU0101,0
2019,,,Añana (comarca),,PER_100000_POP,EU0101,0
2020,,,Añana (comarca),,PER_100000_POP,EU0101,0
2021,,,Añana (comarca),,PER_100000_POP,EU0101,0
2022,,,Añana (comarca),,PER_100000_POP,EU0101,0
2010,M,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2011,M,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2012,M,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2013,M,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2014,M,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2015,M,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2016,M,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2017,M,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2018,M,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2019,M,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2020,M,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2021,M,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2022,M,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2010,F,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2011,F,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2012,F,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2013,F,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2014,F,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2015,F,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2016,F,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2017,F,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2018,F,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2019,F,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2020,F,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2021,F,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2022,F,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2010,,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2011,,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2012,,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2013,,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2014,,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2015,,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2016,,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2017,,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2018,,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2019,,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2020,,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2021,,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2022,,,,Ayala/Aiara,PER_100000_POP,ES01010,0
2010,M,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2011,M,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2012,M,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2013,M,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2014,M,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2015,M,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2016,M,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2017,M,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2018,M,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2019,M,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2020,M,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2021,M,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2022,M,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2010,F,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2011,F,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2012,F,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2013,F,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2014,F,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2015,F,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2016,F,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2017,F,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2018,F,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2019,F,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2020,F,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2021,F,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2022,F,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2010,,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2011,,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2012,,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2013,,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2014,,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2015,,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2016,,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2017,,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2018,,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2019,,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2020,,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2021,,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2022,,,,Baños de Ebro/Mañueta,PER_100000_POP,ES01011,0
2010,M,,,Barrundia,PER_100000_POP,ES01013,0
2011,M,,,Barrundia,PER_100000_POP,ES01013,0
2012,M,,,Barrundia,PER_100000_POP,ES01013,0
2013,M,,,Barrundia,PER_100000_POP,ES01013,0
2014,M,,,Barrundia,PER_100000_POP,ES01013,0
2015,M,,,Barrundia,PER_100000_POP,ES01013,0
2016,M,,,Barrundia,PER_100000_POP,ES01013,0
2017,M,,,Barrundia,PER_100000_POP,ES01013,0
2018,M,,,Barrundia,PER_100000_POP,ES01013,0
2019,M,,,Barrundia,PER_100000_POP,ES01013,0
2020,M,,,Barrundia,PER_100000_POP,ES01013,0
2021,M,,,Barrundia,PER_100000_POP,ES01013,0
2022,M,,,Barrundia,PER_100000_POP,ES01013,0
2010,F,,,Barrundia,PER_100000_POP,ES01013,0
2011,F,,,Barrundia,PER_100000_POP,ES01013,0
2012,F,,,Barrundia,PER_100000_POP,ES01013,0
