Year,Sexo,Territorio,Comarca,Municipio,Units,GeoCode,Value
2015,M,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2016,M,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2017,M,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2018,M,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2019,M,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2020,M,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2021,M,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2022,M,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2010,F,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2011,F,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2012,F,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2013,F,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2014,F,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2015,F,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2016,F,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2017,F,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2018,F,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2019,F,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2020,F,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2021,F,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2022,F,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2010,,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0.55
2011,,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2012,,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2013,,,,Donostia / San Sebastián,PER_100000_POP,ES20069,1.11
2014,,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2015,,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2016,,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2017,,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2018,,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2019,,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2020,,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2021,,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2022,,,,Donostia / San Sebastián,PER_100000_POP,ES20069,0
2010,M,,Urola Kosta,,PER_100000_POP,EU2007,0
2011,M,,Urola Kosta,,PER_100000_POP,EU2007,0
2012,M,,Urola Kosta,,PER_100000_POP,EU2007,0
2013,M,,Urola Kosta,,PER_100000_POP,EU2007,0
2014,M,,Urola Kosta,,PER_100000_POP,EU2007,0
2015,M,,Urola Kosta,,PER_100000_POP,EU2007,0
2016,M,,Urola Kosta,,PER_100000_POP,EU2007,0
2017,M,,Urola Kosta,,PER_100000_POP,EU2007,0
2018,M,,Urola Kosta,,PER_100000_POP,EU2007,0
2019,M,,Urola Kosta,,PER_100000_POP,EU2007,0
2020,M,,Urola Kosta,,PER_100000_POP,EU2007,0
2021,M,,Urola Kosta,,PER_100000_POP,EU2007,0
2022,M,,Urola Kosta,,PER_100000_POP,EU2007,0
2010,F,,Urola Kosta,,PER_100000_POP,EU2007,0
2011,F,,Urola Kosta,,PER_100000_POP,EU2007,0
2012,F,,Urola Kosta,,PER_100000_POP,EU2007,0
2013,F,,Urola Kosta,,PER_100000_POP,EU2007,0
2014,F,,Urola Kosta,,PER_100000_POP,EU2007,0
2015,F,,Urola Kosta,,PER_100000_POP,EU2007,0
2016,F,,Urola Kosta,,PER_100000_POP,EU2007,0
2017,F,,Urola Kosta,,PER_100000_POP,EU2007,0
2018,F,,Urola Kosta,,PER_100000_POP,EU2007,0
2019,F,,Urola Kosta,,PER_100000_POP,EU2007,0
2020,F,,Urola Kosta,,PER_100000_POP,EU2007,0
2021,F,,Urola Kosta,,PER_100000_POP,EU2007,0
2022,F,,Urola Kosta,,PER_100000_POP,EU2007,0
2010,,,Urola Kosta,,PER_100000_POP,EU2007,0
2011,,,Urola Kosta,,PER_100000_POP,EU2007,0
2012,,,Urola Kosta,,PER_100000_POP,EU2007,0
2013,,,Urola Kosta,,PER_100000_POP,EU2007,0
2014,,,Urola Kosta,,PER_100000_POP,EU2007,0
2015,,,Urola Kosta,,PER_100000_POP,EU2007,0
2016,,,Urola Kosta,,PER_100000_POP,EU2007,0
2017,,,Urola Kosta,,PER_100000_POP,EU2007,0
2018,,,Urola Kosta,,PER_100000_POP,EU2007,0
2019,,,Urola Kosta,,PER_100000_POP,EU2007,0
2020,,,Urola Kosta,,PER_100000_POP,EU2007,0
2021,,,Urola Kosta,,PER_100000_POP,EU2007,0
2022,,,Urola Kosta,,PER_100000_POP,EU2007,0
2010,M,,,Segura,PER_100000_POP,ES20070,0
2011,M,,,Segura,PER_100000_POP,ES20070,0
2012,M,,,Segura,PER_100000_POP,ES20070,0
2013,M,,,Segura,PER_100000_POP,ES20070,0
2014,M,,,Segura,PER_100000_POP,ES20070,0
2015,M,,,Segura,PER_100000_POP,ES20070,0
2016,M,,,Segura,PER_100000_POP,ES20070,0
2017,M,,,Segura,PER_100000_POP,ES20070,0
2018,M,,,Segura,PER_100000_POP,ES20070,0
2019,M,,,Segura,PER_100000_POP,ES20070,0
2020,M,,,Segura,PER_100000_POP,ES20070,0
2021,M,,,Segura,PER_100000_POP,ES20070,0
2022,M,,,Segura,PER_100000_POP,ES20070,0
2010,F,,,Segura,PER_100000_POP,ES20070,0
2011,F,,,Segura,PER_100000_POP,ES20070,0
2012,F,,,Segura,PER_100000_POP,ES20070,0
2013,F,,,Segura,PER_100000_POP,ES20070,0
2014,F,,,Segura,PER_100000_POP,ES20070,0
2015,F,,,Segura,PER_100000_POP,ES20070,0
2016,F,,,Segura,PER_100000_POP,ES20070,0
2017,F,,,Segura,PER_100000_POP,ES20070,0
2018,F,,,Segura,PER_100000_POP,ES20070,0
2019,F,,,Segura,PER_100000_POP,ES20070,0
2020,F,,,Segura,PER_100000_POP,ES20070,0
2021,F,,,Segura,PER_100000_POP,ES20070,0
2022,F,,,Segura,PER_100000_POP,ES20070,0
2010,,,,Segura,PER_100000_POP,ES20070,0
2011,,,,Segura,PER_100000_POP,ES20070,0
2012,,,,Segura,PER_100000_POP,ES20070,0
2013,,,,Segura,PER_100000_POP,ES20070,0
2014,,,,Segura,PER_100000_POP,ES20070,0
2015,,,,Segura,PER_100000_POP,ES20070,0
2016,,,,Segura,PER_100000_POP,ES20070,0
2017,,,,Segura,PER_100000_POP,ES20070,0
2018,,,,Segura,PER_100000_POP,ES20070,0
2019,,,,Segura,PER_100000_POP,ES20070,0
2020,,,,Segura,PER_100000_POP,ES20070,0
2021,,,,Segura,PER_100000_POP,ES20070,0
2022,,,,Segura,PER_100000_POP,ES20070,0
2010,M,,,Tolosa,PER_100000_POP,ES20071,0
2011,M,,,Tolosa,PER_100000_POP,ES20071,0
2012,M,,,Tolosa,PER_100000_POP,ES20071,0
2013,M,,,Tolosa,PER_100000_POP,ES20071,0
2014,M,,,Tolosa,PER_100000_POP,ES20071,0
2015,M,,,Tolosa,PER_100000_POP,ES20071,0
2016,M,,,Tolosa,PER_100000_POP,ES20071,0
2017,M,,,Tolosa,PER_100000_POP,ES20071,0
2018,M,,,Tolosa,PER_100000_POP,ES20071,0
2019,M,,,Tolosa,PER_100000_POP,ES20071,0
2020,M,,,Tolosa,PER_100000_POP,ES20071,0
2021,M,,,Tolosa,PER_100000_POP,ES20071,0
2022,M,,,Tolosa,PER_100000_POP,ES20071,0
2010,F,,,Tolosa,PER_100000_POP,ES20071,0
2011,F,,,Tolosa,PER_100000_POP,ES20071,0
2012,F,,,Tolosa,PER_100000_POP,ES20071,0
2013,F,,,Tolosa,PER_100000_POP,ES20071,0
2014,F,,,Tolosa,PER_100000_POP,ES20071,0
2015,F,,,Tolosa,PER_100000_POP,ES20071,0
2016,F,,,Tolosa,PER_100000_POP,ES20071,0
2017,F,,,Tolosa,PER_100000_POP,ES20071,0
2018,F,,,Tolosa,PER_100000_POP,ES20071,0
2019,F,,,Tolosa,PER_100000_POP,ES20071,0
2020,F,,,Tolosa,PER_100000_POP,ES20071,0
2021,F,,,Tolosa,PER_100000_POP,ES20071,0
2022,F,,,Tolosa,PER_100000_POP,ES20071,0
2010,,,,Tolosa,PER_100000_POP,ES20071,0
2011,,,,Tolosa,PER_100000_POP,ES20071,0
2012,,,,Tolosa,PER_100000_POP,ES20071,0
2013,,,,Tolosa,PER_100000_POP,ES20071,0
2014,,,,Tolosa,PER_100000_POP,ES20071,0
2015,,,,Tolosa,PER_100000_POP,ES20071,0
2016,,,,Tolosa,PER_100000_POP,ES20071,0
2017,,,,Tolosa,PER_100000_POP,ES20071,0
2018,,,,Tolosa,PER_100000_POP,ES20071,0
2019,,,,Tolosa,PER_100000_POP,ES20071,0
2020,,,,Tolosa,PER_100000_POP,ES20071,0
2021,,,,Tolosa,PER_100000_POP,ES20071,0
2022,,,,Tolosa,PER_100000_POP,ES20071,0
2010,M,,,Urnieta,PER_100000_POP,ES20072,0
2011,M,,,Urnieta,PER_100000_POP,ES20072,0
2012,M,,,Urnieta,PER_100000_POP,ES20072,0
2013,M,,,Urnieta,PER_100000_POP,ES20072,0
2014,M,,,Urnieta,PER_100000_POP,ES20072,0
2015,M,,,Urnieta,PER_100000_POP,ES20072,0
2016,M,,,Urnieta,PER_100000_POP,ES20072,0
2017,M,,,Urnieta,PER_100000_POP,ES20072,0
2018,M,,,Urnieta,PER_100000_POP,ES20072,0
2019,M,,,Urnieta,PER_100000_POP,ES20072,0
2020,M,,,Urnieta,PER_100000_POP,ES20072,0
2021,M,,,Urnieta,PER_100000_POP,ES20072,0
2022,M,,,Urnieta,PER_100000_POP,ES20072,0
2010,F,,,Urnieta,PER_100000_POP,ES20072,0
2011,F,,,Urnieta,PER_100000_POP,ES20072,0
2012,F,,,Urnieta,PER_100000_POP,ES20072,0
2013,F,,,Urnieta,PER_100000_POP,ES20072,0
2014,F,,,Urnieta,PER_100000_POP,ES20072,0
2015,F,,,Urnieta,PER_100000_POP,ES20072,0
2016,F,,,Urnieta,PER_100000_POP,ES20072,0
2017,F,,,Urnieta,PER_100000_POP,ES20072,0
2018,F,,,Urnieta,PER_100000_POP,ES20072,0
2019,F,,,Urnieta,PER_100000_POP,ES20072,0
2020,F,,,Urnieta,PER_100000_POP,ES20072,0
2021,F,,,Urnieta,PER_100000_POP,ES20072,0
2022,F,,,Urnieta,PER_100000_POP,ES20072,0
2010,,,,Urnieta,PER_100000_POP,ES20072,0
2011,,,,Urnieta,PER_100000_POP,ES20072,0
2012,,,,Urnieta,PER_100000_POP,ES20072,0
2013,,,,Urnieta,PER_100000_POP,ES20072,0
2014,,,,Urnieta,PER_100000_POP,ES20072,0
2015,,,,Urnieta,PER_100000_POP,ES20072,0
2016,,,,Urnieta,PER_100000_POP,ES20072,0
2017,,,,Urnieta,PER_100000_POP,ES20072,0
2018,,,,Urnieta,PER_100000_POP,ES20072,0
2019,,,,Urnieta,PER_100000_POP,ES20072,0
2020,,,,Urnieta,PER_100000_POP,ES20072,0
2021,,,,Urnieta,PER_100000_POP,ES20072,0
2022,,,,Urnieta,PER_100000_POP,ES20072,0
2010,M,,,Usurbil,PER_100000_POP,ES20073,0
2011,M,,,Usurbil,PER_100000_POP,ES20073,0
2012,M,,,Usurbil,PER_100000_POP,ES20073,0
2013,M,,,Usurbil,PER_100000_POP,ES20073,0
2014,M,,,Usurbil,PER_100000_POP,ES20073,0
2015,M,,,Usurbil,PER_100000_POP,ES20073,0
2016,M,,,Usurbil,PER_100000_POP,ES20073,0
2017,M,,,Usurbil,PER_100000_POP,ES20073,0
2018,M,,,Usurbil,PER_100000_POP,ES20073,0
2019,M,,,Usurbil,PER_100000_POP,ES20073,0
2020,M,,,Usurbil,PER_100000_POP,ES20073,0
2021,M,,,Usurbil,PER_100000_POP,ES20073,0
2022,M,,,Usurbil,PER_100000_POP,ES20073,0
2010,F,,,Usurbil,PER_100000_POP,ES20073,0
2011,F,,,Usurbil,PER_100000_POP,ES20073,0
2012,F,,,Usurbil,PER_100000_POP,ES20073,0
2013,F,,,Usurbil,PER_100000_POP,ES20073,0
2014,F,,,Usurbil,PER_100000_POP,ES20073,0
2015,F,,,Usurbil,PER_100000_POP,ES20073,0
2016,F,,,Usurbil,PER_100000_POP,ES20073,0
2017,F,,,Usurbil,PER_100000_POP,ES20073,0
2018,F,,,Usurbil,PER_100000_POP,ES20073,0
2019,F,,,Usurbil,PER_100000_POP,ES20073,0
2020,F,,,Usurbil,PER_100000_POP,ES20073,0
2021,F,,,Usurbil,PER_100000_POP,ES20073,0
2022,F,,,Usurbil,PER_100000_POP,ES20073,0
2010,,,,Usurbil,PER_100000_POP,ES20073,0
2011,,,,Usurbil,PER_100000_POP,ES20073,0
2012,,,,Usurbil,PER_100000_POP,ES20073,0
2013,,,,Usurbil,PER_100000_POP,ES20073,0
2014,,,,Usurbil,PER_100000_POP,ES20073,0
2015,,,,Usurbil,PER_100000_POP,ES20073,0
2016,,,,Usurbil,PER_100000_POP,ES20073,0
2017,,,,Usurbil,PER_100000_POP,ES20073,0
2018,,,,Usurbil,PER_100000_POP,ES20073,0
2019,,,,Usurbil,PER_100000_POP,ES20073,0
2020,,,,Usurbil,PER_100000_POP,ES20073,0
2021,,,,Usurbil,PER_100000_POP,ES20073,0
2022,,,,Usurbil,PER_100000_POP,ES20073,0
2010,M,,,Bergara,PER_100000_POP,ES20074,0
2011,M,,,Bergara,PER_100000_POP,ES20074,0
2012,M,,,Bergara,PER_100000_POP,ES20074,0
2013,M,,,Bergara,PER_100000_POP,ES20074,0
2014,M,,,Bergara,PER_100000_POP,ES20074,0
2015,M,,,Bergara,PER_100000_POP,ES20074,0
2016,M,,,Bergara,PER_100000_POP,ES20074,0
2017,M,,,Bergara,PER_100000_POP,ES20074,0
2018,M,,,Bergara,PER_100000_POP,ES20074,0
2019,M,,,Bergara,PER_100000_POP,ES20074,0
2020,M,,,Bergara,PER_100000_POP,ES20074,0
2021,M,,,Bergara,PER_100000_POP,ES20074,0
2022,M,,,Bergara,PER_100000_POP,ES20074,13.66
2010,F,,,Bergara,PER_100000_POP,ES20074,0
2011,F,,,Bergara,PER_100000_POP,ES20074,0
2012,F,,,Bergara,PER_100000_POP,ES20074,0
2013,F,,,Bergara,PER_100000_POP,ES20074,0
2014,F,,,Bergara,PER_100000_POP,ES20074,0
2015,F,,,Bergara,PER_100000_POP,ES20074,0
2016,F,,,Bergara,PER_100000_POP,ES20074,0
2017,F,,,Bergara,PER_100000_POP,ES20074,0
2018,F,,,Bergara,PER_100000_POP,ES20074,0
2019,F,,,Bergara,PER_100000_POP,ES20074,0
2020,F,,,Bergara,PER_100000_POP,ES20074,0
2021,F,,,Bergara,PER_100000_POP,ES20074,0
2022,F,,,Bergara,PER_100000_POP,ES20074,0
2010,,,,Bergara,PER_100000_POP,ES20074,0
2011,,,,Bergara,PER_100000_POP,ES20074,0
2012,,,,Bergara,PER_100000_POP,ES20074,0
2013,,,,Bergara,PER_100000_POP,ES20074,0
2014,,,,Bergara,PER_100000_POP,ES20074,0
2015,,,,Bergara,PER_100000_POP,ES20074,0
2016,,,,Bergara,PER_100000_POP,ES20074,0
2017,,,,Bergara,PER_100000_POP,ES20074,0
2018,,,,Bergara,PER_100000_POP,ES20074,0
2019,,,,Bergara,PER_100000_POP,ES20074,0
2020,,,,Bergara,PER_100000_POP,ES20074,0
2021,,,,Bergara,PER_100000_POP,ES20074,0
2022,,,,Bergara,PER_100000_POP,ES20074,6.81
2010,M,,,Villabona,PER_100000_POP,ES20075,0
2011,M,,,Villabona,PER_100000_POP,ES20075,0
2012,M,,,Villabona,PER_100000_POP,ES20075,0
2013,M,,,Villabona,PER_100000_POP,ES20075,0
2014,M,,,Villabona,PER_100000_POP,ES20075,0
2015,M,,,Villabona,PER_100000_POP,ES20075,0
2016,M,,,Villabona,PER_100000_POP,ES20075,0
2017,M,,,Villabona,PER_100000_POP,ES20075,0
2018,M,,,Villabona,PER_100000_POP,ES20075,0
2019,M,,,Villabona,PER_100000_POP,ES20075,0
2020,M,,,Villabona,PER_100000_POP,ES20075,0
2021,M,,,Villabona,PER_100000_POP,ES20075,0
2022,M,,,Villabona,PER_100000_POP,ES20075,0
2010,F,,,Villabona,PER_100000_POP,ES20075,0
2011,F,,,Villabona,PER_100000_POP,ES20075,0
2012,F,,,Villabona,PER_100000_POP,ES20075,0
2013,F,,,Villabona,PER_100000_POP,ES20075,0
2014,F,,,Villabona,PER_100000_POP,ES20075,0
2015,F,,,Villabona,PER_100000_POP,ES20075,0
2016,F,,,Villabona,PER_100000_POP,ES20075,0
2017,F,,,Villabona,PER_100000_POP,ES20075,0
2018,F,,,Villabona,PER_100000_POP,ES20075,0
2019,F,,,Villabona,PER_100000_POP,ES20075,0
2020,F,,,Villabona,PER_100000_POP,ES20075,0
2021,F,,,Villabona,PER_100000_POP,ES20075,0
2022,F,,,Villabona,PER_100000_POP,ES20075,0
2010,,,,Villabona,PER_100000_POP,ES20075,0
2011,,,,Villabona,PER_100000_POP,ES20075,0
2012,,,,Villabona,PER_100000_POP,ES20075,0
2013,,,,Villabona,PER_100000_POP,ES20075,0
2014,,,,Villabona,PER_100000_POP,ES20075,0
2015,,,,Villabona,PER_100000_POP,ES20075,0
2016,,,,Villabona,PER_100000_POP,ES20075,0
2017,,,,Villabona,PER_100000_POP,ES20075,0
2018,,,,Villabona,PER_100000_POP,ES20075,0
2019,,,,Villabona,PER_100000_POP,ES20075,0
2020,,,,Villabona,PER_100000_POP,ES20075,0
2021,,,,Villabona,PER_100000_POP,ES20075,0
2022,,,,Villabona,PER_100000_POP,ES20075,0
2010,M,,,Ordizia,PER_100000_POP,ES20076,0
2011,M,,,Ordizia,PER_100000_POP,ES20076,0
2012,M,,,Ordizia,PER_100000_POP,ES20076,0
2013,M,,,Ordizia,PER_100000_POP,ES20076,0
2014,M,,,Ordizia,PER_100000_POP,ES20076,0
2015,M,,,Ordizia,PER_100000_POP,ES20076,0
2016,M,,,Ordizia,PER_100000_POP,ES20076,0
2017,M,,,Ordizia,PER_100000_POP,ES20076,0
2018,M,,,Ordizia,PER_100000_POP,ES20076,0
2019,M,,,Ordizia,PER_100000_POP,ES20076,0
2020,M,,,Ordizia,PER_100000_POP,ES20076,0
2021,M,,,Ordizia,PER_100000_POP,ES20076,0
2022,M,,,Ordizia,PER_100000_POP,ES20076,0
2010,F,,,Ordizia,PER_100000_POP,ES20076,0
2011,F,,,Ordizia,PER_100000_POP,ES20076,0
2012,F,,,Ordizia,PER_100000_POP,ES20076,0
2013,F,,,Ordizia,PER_100000_POP,ES20076,0
2014,F,,,Ordizia,PER_100000_POP,ES20076,0
2015,F,,,Ordizia,PER_100000_POP,ES20076,0
2016,F,,,Ordizia,PER_100000_POP,ES20076,0
2017,F,,,Ordizia,PER_100000_POP,ES20076,0
2018,F,,,Ordizia,PER_100000_POP,ES20076,0
2019,F,,,Ordizia,PER_100000_POP,ES20076,0
2020,F,,,Ordizia,PER_100000_POP,ES20076,0
2021,F,,,Ordizia,PER_100000_POP,ES20076,0
2022,F,,,Ordizia,PER_100000_POP,ES20076,0
2010,,,,Ordizia,PER_100000_POP,ES20076,0
2011,,,,Ordizia,PER_100000_POP,ES20076,0
2012,,,,Ordizia,PER_100000_POP,ES20076,0
2013,,,,Ordizia,PER_100000_POP,ES20076,0
2014,,,,Ordizia,PER_100000_POP,ES20076,0
2015,,,,Ordizia,PER_100000_POP,ES20076,0
2016,,,,Ordizia,PER_100000_POP,ES20076,0
2017,,,,Ordizia,PER_100000_POP,ES20076,0
2018,,,,Ordizia,PER_100000_POP,ES20076,0
2019,,,,Ordizia,PER_100000_POP,ES20076,0
2020,,,,Ordizia,PER_100000_POP,ES20076,0
2021,,,,Ordizia,PER_100000_POP,ES20076,0
2022,,,,Ordizia,PER_100000_POP,ES20076,0
2010,M,,,Urretxu,PER_100000_POP,ES20077,0
2011,M,,,Urretxu,PER_100000_POP,ES20077,0
2012,M,,,Urretxu,PER_100000_POP,ES20077,0
2013,M,,,Urretxu,PER_100000_POP,ES20077,0
2014,M,,,Urretxu,PER_100000_POP,ES20077,0
2015,M,,,Urretxu,PER_100000_POP,ES20077,0
2016,M,,,Urretxu,PER_100000_POP,ES20077,0
2017,M,,,Urretxu,PER_100000_POP,ES20077,0
2018,M,,,Urretxu,PER_100000_POP,ES20077,0
2019,M,,,Urretxu,PER_100000_POP,ES20077,0
2020,M,,,Urretxu,PER_100000_POP,ES20077,0
2021,M,,,Urretxu,PER_100000_POP,ES20077,0
2022,M,,,Urretxu,PER_100000_POP,ES20077,0
2010,F,,,Urretxu,PER_100000_POP,ES20077,0
2011,F,,,Urretxu,PER_100000_POP,ES20077,0
2012,F,,,Urretxu,PER_100000_POP,ES20077,0
2013,F,,,Urretxu,PER_100000_POP,ES20077,0
2014,F,,,Urretxu,PER_100000_POP,ES20077,0
2015,F,,,Urretxu,PER_100000_POP,ES20077,0
2016,F,,,Urretxu,PER_100000_POP,ES20077,0
2017,F,,,Urretxu,PER_100000_POP,ES20077,0
2018,F,,,Urretxu,PER_100000_POP,ES20077,0
2019,F,,,Urretxu,PER_100000_POP,ES20077,0
2020,F,,,Urretxu,PER_100000_POP,ES20077,0
2021,F,,,Urretxu,PER_100000_POP,ES20077,0
2022,F,,,Urretxu,PER_100000_POP,ES20077,0
2010,,,,Urretxu,PER_100000_POP,ES20077,0
2011,,,,Urretxu,PER_100000_POP,ES20077,0
2012,,,,Urretxu,PER_100000_POP,ES20077,0
2013,,,,Urretxu,PER_100000_POP,ES20077,0
2014,,,,Urretxu,PER_100000_POP,ES20077,0
2015,,,,Urretxu,PER_100000_POP,ES20077,0
2016,,,,Urretxu,PER_100000_POP,ES20077,0
2017,,,,Urretxu,PER_100000_POP,ES20077,0
2018,,,,Urretxu,PER_100000_POP,ES20077,0
2019,,,,Urretxu,PER_100000_POP,ES20077,0
2020,,,,Urretxu,PER_100000_POP,ES20077,0
2021,,,,Urretxu,PER_100000_POP,ES20077,0
2022,,,,Urretxu,PER_100000_POP,ES20077,0
2010,M,,,Zaldibia,PER_100000_POP,ES20078,0
2011,M,,,Zaldibia,PER_100000_POP,ES20078,0
2012,M,,,Zaldibia,PER_100000_POP,ES20078,0
2013,M,,,Zaldibia,PER_100000_POP,ES20078,0
2014,M,,,Zaldibia,PER_100000_POP,ES20078,0
2015,M,,,Zaldibia,PER_100000_POP,ES20078,0
2016,M,,,Zaldibia,PER_100000_POP,ES20078,0
2017,M,,,Zaldibia,PER_100000_POP,ES20078,0
2018,M,,,Zaldibia,PER_100000_POP,ES20078,0
2019,M,,,Zaldibia,PER_100000_POP,ES20078,0
2020,M,,,Zaldibia,PER_100000_POP,ES20078,0
2021,M,,,Zaldibia,PER_100000_POP,ES20078,0
2022,M,,,Zaldibia,PER_100000_POP,ES20078,0
2010,F,,,Zaldibia,PER_100000_POP,ES20078,0
2011,F,,,Zaldibia,PER_100000_POP,ES20078,0
2012,F,,,Zaldibia,PER_100000_POP,ES20078,0
2013,F,,,Zaldibia,PER_100000_POP,ES20078,0
2014,F,,,Zaldibia,PER_100000_POP,ES20078,0
2015,F,,,Zaldibia,PER_100000_POP,ES20078,0
2016,F,,,Zaldibia,PER_100000_POP,ES20078,0
2017,F,,,Zaldibia,PER_100000_POP,ES20078,0
2018,F,,,Zaldibia,PER_100000_POP,ES20078,0
2019,F,,,Zaldibia,PER_100000_POP,ES20078,0
2020,F,,,Zaldibia,PER_100000_POP,ES20078,0
2021,F,,,Zaldibia,PER_100000_POP,ES20078,0
2022,F,,,Zaldibia,PER_100000_POP,ES20078,0
2010,,,,Zaldibia,PER_100000_POP,ES20078,0
2011,,,,Zaldibia,PER_100000_POP,ES20078,0
2012,,,,Zaldibia,PER_100000_POP,ES20078,0
2013,,,,Zaldibia,PER_100000_POP,ES20078,0
2014,,,,Zaldibia,PER_100000_POP,ES20078,0
2015,,,,Zaldibia,PER_100000_POP,ES20078,0
2016,,,,Zaldibia,PER_100000_POP,ES20078,0
2017,,,,Zaldibia,PER_100000_POP,ES20078,0
2018,,,,Zaldibia,PER_100000_POP,ES20078,0
2019,,,,Zaldibia,PER_100000_POP,ES20078,0
2020,,,,Zaldibia,PER_100000_POP,ES20078,0
2021,,,,Zaldibia,PER_100000_POP,ES20078,0
2022,,,,Zaldibia,PER_100000_POP,ES20078,0
2010,M,,,Zarautz,PER_100000_POP,ES20079,0
2011,M,,,Zarautz,PER_100000_POP,ES20079,0
2012,M,,,Zarautz,PER_100000_POP,ES20079,0
2013,M,,,Zarautz,PER_100000_POP,ES20079,0
2014,M,,,Zarautz,PER_100000_POP,ES20079,0
2015,M,,,Zarautz,PER_100000_POP,ES20079,0
2016,M,,,Zarautz,PER_100000_POP,ES20079,0
2017,M,,,Zarautz,PER_100000_POP,ES20079,0
2018,M,,,Zarautz,PER_100000_POP,ES20079,0
2019,M,,,Zarautz,PER_100000_POP,ES20079,0
2020,M,,,Zarautz,PER_100000_POP,ES20079,0
2021,M,,,Zarautz,PER_100000_POP,ES20079,0
2022,M,,,Zarautz,PER_100000_POP,ES20079,0
2010,F,,,Zarautz,PER_100000_POP,ES20079,0
2011,F,,,Zarautz,PER_100000_POP,ES20079,0
2012,F,,,Zarautz,PER_100000_POP,ES20079,0
2013,F,,,Zarautz,PER_100000_POP,ES20079,0
2014,F,,,Zarautz,PER_100000_POP,ES20079,0
2015,F,,,Zarautz,PER_100000_POP,ES20079,0
2016,F,,,Zarautz,PER_100000_POP,ES20079,0
2017,F,,,Zarautz,PER_100000_POP,ES20079,0
2018,F,,,Zarautz,PER_100000_POP,ES20079,0
2019,F,,,Zarautz,PER_100000_POP,ES20079,0
2020,F,,,Zarautz,PER_100000_POP,ES20079,0
2021,F,,,Zarautz,PER_100000_POP,ES20079,0
2022,F,,,Zarautz,PER_100000_POP,ES20079,0
2010,,,,Zarautz,PER_100000_POP,ES20079,0
2011,,,,Zarautz,PER_100000_POP,ES20079,0
2012,,,,Zarautz,PER_100000_POP,ES20079,0
2013,,,,Zarautz,PER_100000_POP,ES20079,0
2014,,,,Zarautz,PER_100000_POP,ES20079,0
2015,,,,Zarautz,PER_100000_POP,ES20079,0
2016,,,,Zarautz,PER_100000_POP,ES20079,0
2017,,,,Zarautz,PER_100000_POP,ES20079,0
2018,,,,Zarautz,PER_100000_POP,ES20079,0
2019,,,,Zarautz,PER_100000_POP,ES20079,0
2020,,,,Zarautz,PER_100000_POP,ES20079,0
2021,,,,Zarautz,PER_100000_POP,ES20079,0
2022,,,,Zarautz,PER_100000_POP,ES20079,0
2010,M,,,Zumarraga,PER_100000_POP,ES20080,0
2011,M,,,Zumarraga,PER_100000_POP,ES20080,0
2012,M,,,Zumarraga,PER_100000_POP,ES20080,0
2013,M,,,Zumarraga,PER_100000_POP,ES20080,0
2014,M,,,Zumarraga,PER_100000_POP,ES20080,0
2015,M,,,Zumarraga,PER_100000_POP,ES20080,0
2016,M,,,Zumarraga,PER_100000_POP,ES20080,0
2017,M,,,Zumarraga,PER_100000_POP,ES20080,0
2018,M,,,Zumarraga,PER_100000_POP,ES20080,0
2019,M,,,Zumarraga,PER_100000_POP,ES20080,0
2020,M,,,Zumarraga,PER_100000_POP,ES20080,0
2021,M,,,Zumarraga,PER_100000_POP,ES20080,0
2022,M,,,Zumarraga,PER_100000_POP,ES20080,0
2010,F,,,Zumarraga,PER_100000_POP,ES20080,0
2011,F,,,Zumarraga,PER_100000_POP,ES20080,0
2012,F,,,Zumarraga,PER_100000_POP,ES20080,0
2013,F,,,Zumarraga,PER_100000_POP,ES20080,0
