Year,Series,Valor,Territorio,Comarca,Municipio,Units,GeoCode,Value
2019,NV_IND_MANF,NOM,,,ES48020,PT,ES48020,1.8
2017,NV_IND_MANFPC,NOM,,,ES48020,EUR_PER_CAPITA,ES48020,725.3
2015,NV_IND_MANF,NOM,,,ES48021,PT,ES48021,5.4
2017,NV_IND_MANF,NOM,,,ES48021,PT,ES48021,6
2016,NV_IND_MANF,NOM,,,ES48021,PT,ES48021,5
2020,NV_IND_MANF,NOM,,,ES48021,PT,ES48021,6.7
2021,NV_IND_MANF,NOM,,,ES48021,PT,ES48021,7.5
2018,NV_IND_MANFPC,NOM,,,ES48021,EUR_PER_CAPITA,ES48021,934.4
2015,NV_IND_MANFPC,NOM,,,ES48021,EUR_PER_CAPITA,ES48021,836.4
2019,NV_IND_MANFPC,NOM,,,ES48021,EUR_PER_CAPITA,ES48021,939
2021,NV_IND_MANFPC,NOM,,,ES48021,EUR_PER_CAPITA,ES48021,1234.1
2014,NV_IND_MANFPC,NOM,,,ES48021,EUR_PER_CAPITA,ES48021,803.8
2017,NV_IND_MANFPC,NOM,,,ES48021,EUR_PER_CAPITA,ES48021,963.9
2016,NV_IND_MANFPC,NOM,,,ES48021,EUR_PER_CAPITA,ES48021,822.1
2020,NV_IND_MANFPC,NOM,,,ES48021,EUR_PER_CAPITA,ES48021,1089.9
2019,NV_IND_MANF,NOM,,,ES48021,PT,ES48021,5.3
2018,NV_IND_MANF,NOM,,,ES48021,PT,ES48021,5.4
2014,NV_IND_MANF,NOM,,,ES48021,PT,ES48021,5.2
2020,NV_IND_MANF,NOM,,,ES01017,PT,ES01017,8.3
2021,NV_IND_MANFPC,NOM,,,ES01017,EUR_PER_CAPITA,ES01017,2471
2018,NV_IND_MANFPC,NOM,,,ES01017,EUR_PER_CAPITA,ES01017,2482.2
2016,NV_IND_MANFPC,NOM,,,ES01017,EUR_PER_CAPITA,ES01017,2550.1
2019,NV_IND_MANF,NOM,,,ES01017,PT,ES01017,12.9
2019,NV_IND_MANFPC,NOM,,,ES01017,EUR_PER_CAPITA,ES01017,3239.3
2017,NV_IND_MANF,NOM,,,ES01017,PT,ES01017,11.2
2021,NV_IND_MANF,NOM,,,ES01017,PT,ES01017,9.5
2015,NV_IND_MANFPC,NOM,,,ES01017,EUR_PER_CAPITA,ES01017,2189.1
2014,NV_IND_MANF,NOM,,,ES01017,PT,ES01017,8.3
2017,NV_IND_MANFPC,NOM,,,ES01017,EUR_PER_CAPITA,ES01017,2760.2
2014,NV_IND_MANFPC,NOM,,,ES01017,EUR_PER_CAPITA,ES01017,2139.1
2018,NV_IND_MANF,NOM,,,ES01017,PT,ES01017,10.5
2016,NV_IND_MANF,NOM,,,ES01017,PT,ES01017,11.4
2015,NV_IND_MANF,NOM,,,ES01017,PT,ES01017,9.5
2020,NV_IND_MANFPC,NOM,,,ES01017,EUR_PER_CAPITA,ES01017,2162
2016,NV_IND_MANFPC,NOM,,,ES20029,EUR_PER_CAPITA,ES20029,16475.8
2014,NV_IND_MANF,NOM,,,ES20029,PT,ES20029,43.7
2021,NV_IND_MANFPC,NOM,,,ES20029,EUR_PER_CAPITA,ES20029,19132.5
2016,NV_IND_MANF,NOM,,,ES20029,PT,ES20029,40.9
2020,NV_IND_MANF,NOM,,,ES20029,PT,ES20029,43.1
2020,NV_IND_MANFPC,NOM,,,ES20029,EUR_PER_CAPITA,ES20029,16393.6
2017,NV_IND_MANF,NOM,,,ES20029,PT,ES20029,40.1
2019,NV_IND_MANF,NOM,,,ES20029,PT,ES20029,42.2
2019,NV_IND_MANFPC,NOM,,,ES20029,EUR_PER_CAPITA,ES20029,18684.5
2015,NV_IND_MANF,NOM,,,ES20029,PT,ES20029,41
2018,NV_IND_MANF,NOM,,,ES20029,PT,ES20029,40.2
2015,NV_IND_MANFPC,NOM,,,ES20029,EUR_PER_CAPITA,ES20029,14728.5
2021,NV_IND_MANF,NOM,,,ES20029,PT,ES20029,45.6
2018,NV_IND_MANFPC,NOM,,,ES20029,EUR_PER_CAPITA,ES20029,18462.6
2017,NV_IND_MANFPC,NOM,,,ES20029,EUR_PER_CAPITA,ES20029,16505.1
2014,NV_IND_MANFPC,NOM,,,ES20029,EUR_PER_CAPITA,ES20029,14272.4
2021,NV_IND_MANFPC,NOM,,,ES48901,EUR_PER_CAPITA,ES48901,15490.4
2015,NV_IND_MANFPC,NOM,,,ES48901,EUR_PER_CAPITA,ES48901,15726.5
2020,NV_IND_MANFPC,NOM,,,ES48901,EUR_PER_CAPITA,ES48901,14561.6
2019,NV_IND_MANF,NOM,,,ES48901,PT,ES48901,10.4
2019,NV_IND_MANFPC,NOM,,,ES48901,EUR_PER_CAPITA,ES48901,14555.3
2020,NV_IND_MANF,NOM,,,ES48901,PT,ES48901,11.5
2018,NV_IND_MANFPC,NOM,,,ES48901,EUR_PER_CAPITA,ES48901,14833.9
2021,NV_IND_MANF,NOM,,,ES48901,PT,ES48901,11.5
2016,NV_IND_MANF,NOM,,,ES48901,PT,ES48901,12
2018,NV_IND_MANF,NOM,,,ES48901,PT,ES48901,10.5
2015,NV_IND_MANF,NOM,,,ES48901,PT,ES48901,13.2
2017,NV_IND_MANF,NOM,,,ES48901,PT,ES48901,12.9
2017,NV_IND_MANFPC,NOM,,,ES48901,EUR_PER_CAPITA,ES48901,16465
2016,NV_IND_MANFPC,NOM,,,ES48901,EUR_PER_CAPITA,ES48901,14939
2014,NV_IND_MANF,NOM,,,ES48901,PT,ES48901,12
2014,NV_IND_MANFPC,NOM,,,ES48901,EUR_PER_CAPITA,ES48901,14774.1
2016,NV_IND_MANF,NOM,,,ES48026,PT,ES48026,20
2018,NV_IND_MANF,NOM,,,ES48026,PT,ES48026,14.9
2014,NV_IND_MANFPC,NOM,,,ES48026,EUR_PER_CAPITA,ES48026,3358.4
2020,NV_IND_MANFPC,NOM,,,ES48026,EUR_PER_CAPITA,ES48026,1981.5
2021,NV_IND_MANFPC,NOM,,,ES48026,EUR_PER_CAPITA,ES48026,2071.5
2016,NV_IND_MANFPC,NOM,,,ES48026,EUR_PER_CAPITA,ES48026,3475.1
2017,NV_IND_MANF,NOM,,,ES48026,PT,ES48026,17.4
2019,NV_IND_MANFPC,NOM,,,ES48026,EUR_PER_CAPITA,ES48026,1854.3
2015,NV_IND_MANF,NOM,,,ES48026,PT,ES48026,18.7
2019,NV_IND_MANF,NOM,,,ES48026,PT,ES48026,10.8
2014,NV_IND_MANF,NOM,,,ES48026,PT,ES48026,20.4
2020,NV_IND_MANF,NOM,,,ES48026,PT,ES48026,12.5
2021,NV_IND_MANF,NOM,,,ES48026,PT,ES48026,12.4
2018,NV_IND_MANFPC,NOM,,,ES48026,EUR_PER_CAPITA,ES48026,2546.5
2015,NV_IND_MANFPC,NOM,,,ES48026,EUR_PER_CAPITA,ES48026,2950.8
2017,NV_IND_MANFPC,NOM,,,ES48026,EUR_PER_CAPITA,ES48026,2914.2
2017,NV_IND_MANFPC,NOM,,,ES20069,EUR_PER_CAPITA,ES20069,1260
2019,NV_IND_MANFPC,NOM,,,ES20069,EUR_PER_CAPITA,ES20069,1308.9
2016,NV_IND_MANF,NOM,,,ES20069,PT,ES20069,3.1
2018,NV_IND_MANFPC,NOM,,,ES20069,EUR_PER_CAPITA,ES20069,1286.6
2015,NV_IND_MANF,NOM,,,ES20069,PT,ES20069,3.2
2017,NV_IND_MANF,NOM,,,ES20069,PT,ES20069,3.1
2014,NV_IND_MANF,NOM,,,ES20069,PT,ES20069,3.3
2019,NV_IND_MANF,NOM,,,ES20069,PT,ES20069,3
2020,NV_IND_MANF,NOM,,,ES20069,PT,ES20069,2.9
2015,NV_IND_MANFPC,NOM,,,ES20069,EUR_PER_CAPITA,ES20069,1206.1
2021,NV_IND_MANFPC,NOM,,,ES20069,EUR_PER_CAPITA,ES20069,1565.7
2016,NV_IND_MANFPC,NOM,,,ES20069,EUR_PER_CAPITA,ES20069,1229.9
2014,NV_IND_MANFPC,NOM,,,ES20069,EUR_PER_CAPITA,ES20069,1207.1
2021,NV_IND_MANF,NOM,,,ES20069,PT,ES20069,3.7
2020,NV_IND_MANFPC,NOM,,,ES20069,EUR_PER_CAPITA,ES20069,1151.3
2018,NV_IND_MANF,NOM,,,ES20069,PT,ES20069,3.1
2019,NV_IND_MANF,NOM,,,ES48027,PT,ES48027,10.7
2020,NV_IND_MANF,NOM,,,ES48027,PT,ES48027,9.3
2015,NV_IND_MANF,NOM,,,ES48027,PT,ES48027,13
2021,NV_IND_MANF,NOM,,,ES48027,PT,ES48027,10.7
2018,NV_IND_MANF,NOM,,,ES48027,PT,ES48027,12.1
2017,NV_IND_MANF,NOM,,,ES48027,PT,ES48027,13.2
2018,NV_IND_MANFPC,NOM,,,ES48027,EUR_PER_CAPITA,ES48027,2836
2015,NV_IND_MANFPC,NOM,,,ES48027,EUR_PER_CAPITA,ES48027,2738.1
2019,NV_IND_MANFPC,NOM,,,ES48027,EUR_PER_CAPITA,ES48027,2504.1
2021,NV_IND_MANFPC,NOM,,,ES48027,EUR_PER_CAPITA,ES48027,2686
2014,NV_IND_MANFPC,NOM,,,ES48027,EUR_PER_CAPITA,ES48027,2487.8
2014,NV_IND_MANF,NOM,,,ES48027,PT,ES48027,11.8
2016,NV_IND_MANF,NOM,,,ES48027,PT,ES48027,12.9
2017,NV_IND_MANFPC,NOM,,,ES48027,EUR_PER_CAPITA,ES48027,2909.1
2016,NV_IND_MANFPC,NOM,,,ES48027,EUR_PER_CAPITA,ES48027,2756
2020,NV_IND_MANFPC,NOM,,,ES48027,EUR_PER_CAPITA,ES48027,1972.6
2021,NV_IND_MANF,NOM,,,ES48028,PT,ES48028,26.9
2014,NV_IND_MANF,NOM,,,ES48028,PT,ES48028,22.7
2017,NV_IND_MANF,NOM,,,ES48028,PT,ES48028,19.2
2019,NV_IND_MANFPC,NOM,,,ES48028,EUR_PER_CAPITA,ES48028,4924
2016,NV_IND_MANFPC,NOM,,,ES48028,EUR_PER_CAPITA,ES48028,3718
2020,NV_IND_MANFPC,NOM,,,ES48028,EUR_PER_CAPITA,ES48028,5116.1
2020,NV_IND_MANF,NOM,,,ES48028,PT,ES48028,23.3
2014,NV_IND_MANFPC,NOM,,,ES48028,EUR_PER_CAPITA,ES48028,4410.3
2015,NV_IND_MANFPC,NOM,,,ES48028,EUR_PER_CAPITA,ES48028,4002.4
2021,NV_IND_MANFPC,NOM,,,ES48028,EUR_PER_CAPITA,ES48028,6990
2018,NV_IND_MANF,NOM,,,ES48028,PT,ES48028,21.1
2015,NV_IND_MANF,NOM,,,ES48028,PT,ES48028,20.1
2019,NV_IND_MANF,NOM,,,ES48028,PT,ES48028,21.2
2016,NV_IND_MANF,NOM,,,ES48028,PT,ES48028,17.6
2018,NV_IND_MANFPC,NOM,,,ES48028,EUR_PER_CAPITA,ES48028,4716.5
2017,NV_IND_MANFPC,NOM,,,ES48028,EUR_PER_CAPITA,ES48028,3936.4
2017,NV_IND_MANFPC,NOM,,,ES20030,EUR_PER_CAPITA,ES20030,3876.3
2014,NV_IND_MANFPC,NOM,,,ES20030,EUR_PER_CAPITA,ES20030,3520.4
2020,NV_IND_MANFPC,NOM,,,ES20030,EUR_PER_CAPITA,ES20030,3262.7
2021,NV_IND_MANFPC,NOM,,,ES20030,EUR_PER_CAPITA,ES20030,3934.8
2015,NV_IND_MANFPC,NOM,,,ES20030,EUR_PER_CAPITA,ES20030,3536.7
2014,NV_IND_MANF,NOM,,,ES20030,PT,ES20030,15.3
2015,NV_IND_MANF,NOM,,,ES20030,PT,ES20030,14.6
2020,NV_IND_MANF,NOM,,,ES20030,PT,ES20030,12.8
2018,NV_IND_MANF,NOM,,,ES20030,PT,ES20030,13.3
2019,NV_IND_MANFPC,NOM,,,ES20030,EUR_PER_CAPITA,ES20030,3756
2021,NV_IND_MANF,NOM,,,ES20030,PT,ES20030,14.2
2016,NV_IND_MANF,NOM,,,ES20030,PT,ES20030,15.7
2019,NV_IND_MANF,NOM,,,ES20030,PT,ES20030,13.6
2016,NV_IND_MANFPC,NOM,,,ES20030,EUR_PER_CAPITA,ES20030,4010.1
2017,NV_IND_MANF,NOM,,,ES20030,PT,ES20030,14.9
2018,NV_IND_MANFPC,NOM,,,ES20030,EUR_PER_CAPITA,ES20030,3646.3
2016,NV_IND_MANF,NOM,,,ES48031,PT,ES48031,0
2021,NV_IND_MANF,NOM,,,ES48031,PT,ES48031,0
2019,NV_IND_MANF,NOM,,,ES48031,PT,ES48031,0
2015,NV_IND_MANF,NOM,,,ES48031,PT,ES48031,0
2018,NV_IND_MANFPC,NOM,,,ES48031,EUR_PER_CAPITA,ES48031,0
2015,NV_IND_MANFPC,NOM,,,ES48031,EUR_PER_CAPITA,ES48031,0
2019,NV_IND_MANFPC,NOM,,,ES48031,EUR_PER_CAPITA,ES48031,0
2017,NV_IND_MANF,NOM,,,ES48031,PT,ES48031,0
2016,NV_IND_MANFPC,NOM,,,ES48031,EUR_PER_CAPITA,ES48031,0
2021,NV_IND_MANFPC,NOM,,,ES48031,EUR_PER_CAPITA,ES48031,0
2014,NV_IND_MANFPC,NOM,,,ES48031,EUR_PER_CAPITA,ES48031,0
2014,NV_IND_MANF,NOM,,,ES48031,PT,ES48031,0
2018,NV_IND_MANF,NOM,,,ES48031,PT,ES48031,0
2020,NV_IND_MANF,NOM,,,ES48031,PT,ES48031,0
2017,NV_IND_MANFPC,NOM,,,ES48031,EUR_PER_CAPITA,ES48031,0
2020,NV_IND_MANFPC,NOM,,,ES48031,EUR_PER_CAPITA,ES48031,0
2017,NV_IND_MANFPC,NOM,,,ES01021,EUR_PER_CAPITA,ES01021,396.5
2018,NV_IND_MANFPC,NOM,,,ES01021,EUR_PER_CAPITA,ES01021,430.8
2020,NV_IND_MANFPC,NOM,,,ES01021,EUR_PER_CAPITA,ES01021,325.3
2014,NV_IND_MANFPC,NOM,,,ES01021,EUR_PER_CAPITA,ES01021,426
2017,NV_IND_MANF,NOM,,,ES01021,PT,ES01021,1.8
2015,NV_IND_MANF,NOM,,,ES01021,PT,ES01021,2.2
2015,NV_IND_MANFPC,NOM,,,ES01021,EUR_PER_CAPITA,ES01021,431.8
2021,NV_IND_MANF,NOM,,,ES01021,PT,ES01021,1.5
2014,NV_IND_MANF,NOM,,,ES01021,PT,ES01021,2.1
2016,NV_IND_MANF,NOM,,,ES01021,PT,ES01021,1.8
2019,NV_IND_MANF,NOM,,,ES01021,PT,ES01021,2
2019,NV_IND_MANFPC,NOM,,,ES01021,EUR_PER_CAPITA,ES01021,422.5
2020,NV_IND_MANF,NOM,,,ES01021,PT,ES01021,2
2016,NV_IND_MANFPC,NOM,,,ES01021,EUR_PER_CAPITA,ES01021,391.5
2018,NV_IND_MANF,NOM,,,ES01021,PT,ES01021,1.9
2021,NV_IND_MANFPC,NOM,,,ES01021,EUR_PER_CAPITA,ES01021,277.6
2017,NV_IND_MANFPC,NOM,,,ES01022,EUR_PER_CAPITA,ES01022,33034.1
2019,NV_IND_MANFPC,NOM,,,ES01022,EUR_PER_CAPITA,ES01022,31478.1
2020,NV_IND_MANFPC,NOM,,,ES01022,EUR_PER_CAPITA,ES01022,27655.7
2015,NV_IND_MANF,NOM,,,ES01022,PT,ES01022,44.5
2015,NV_IND_MANFPC,NOM,,,ES01022,EUR_PER_CAPITA,ES01022,26016
2019,NV_IND_MANF,NOM,,,ES01022,PT,ES01022,43.4
2014,NV_IND_MANFPC,NOM,,,ES01022,EUR_PER_CAPITA,ES01022,25487.6
2014,NV_IND_MANF,NOM,,,ES01022,PT,ES01022,47.3
2018,NV_IND_MANFPC,NOM,,,ES01022,EUR_PER_CAPITA,ES01022,32626.6
2021,NV_IND_MANF,NOM,,,ES01022,PT,ES01022,45.8
2016,NV_IND_MANF,NOM,,,ES01022,PT,ES01022,45.1
2021,NV_IND_MANFPC,NOM,,,ES01022,EUR_PER_CAPITA,ES01022,31602.7
2020,NV_IND_MANF,NOM,,,ES01022,PT,ES01022,50.4
2016,NV_IND_MANFPC,NOM,,,ES01022,EUR_PER_CAPITA,ES01022,31898.3
2017,NV_IND_MANF,NOM,,,ES01022,PT,ES01022,43.8
2018,NV_IND_MANF,NOM,,,ES01022,PT,ES01022,41
2020,NV_IND_MANFPC,NOM,,,ES20031,EUR_PER_CAPITA,ES20031,15937.9
2014,NV_IND_MANFPC,NOM,,,ES20031,EUR_PER_CAPITA,ES20031,14412.4
2016,NV_IND_MANF,NOM,,,ES20031,PT,ES20031,65.3
2017,NV_IND_MANF,NOM,,,ES20031,PT,ES20031,61.6
2020,NV_IND_MANF,NOM,,,ES20031,PT,ES20031,56.5
2021,NV_IND_MANF,NOM,,,ES20031,PT,ES20031,49.2
2021,NV_IND_MANFPC,NOM,,,ES20031,EUR_PER_CAPITA,ES20031,15090.9
2014,NV_IND_MANF,NOM,,,ES20031,PT,ES20031,51.6
2019,NV_IND_MANF,NOM,,,ES20031,PT,ES20031,60.4
2015,NV_IND_MANFPC,NOM,,,ES20031,EUR_PER_CAPITA,ES20031,19163.9
2018,NV_IND_MANFPC,NOM,,,ES20031,EUR_PER_CAPITA,ES20031,16101.4
2015,NV_IND_MANF,NOM,,,ES20031,PT,ES20031,59.7
2019,NV_IND_MANFPC,NOM,,,ES20031,EUR_PER_CAPITA,ES20031,19294.1
2016,NV_IND_MANFPC,NOM,,,ES20031,EUR_PER_CAPITA,ES20031,24666.7
2018,NV_IND_MANF,NOM,,,ES20031,PT,ES20031,58.1
2017,NV_IND_MANFPC,NOM,,,ES20031,EUR_PER_CAPITA,ES20031,21160.5
2021,NV_IND_MANFPC,NOM,,,ES20033,EUR_PER_CAPITA,ES20033,31009
2015,NV_IND_MANF,NOM,,,ES20033,PT,ES20033,60.6
2017,NV_IND_MANF,NOM,,,ES20033,PT,ES20033,65.2
2016,NV_IND_MANF,NOM,,,ES20033,PT,ES20033,63.4
2020,NV_IND_MANFPC,NOM,,,ES20033,EUR_PER_CAPITA,ES20033,26932.5
2018,NV_IND_MANFPC,NOM,,,ES20033,EUR_PER_CAPITA,ES20033,34131.6
2019,NV_IND_MANF,NOM,,,ES20033,PT,ES20033,63.5
2017,NV_IND_MANFPC,NOM,,,ES20033,EUR_PER_CAPITA,ES20033,32059.6
2021,NV_IND_MANF,NOM,,,ES20033,PT,ES20033,55.6
2014,NV_IND_MANF,NOM,,,ES20033,PT,ES20033,61
2019,NV_IND_MANFPC,NOM,,,ES20033,EUR_PER_CAPITA,ES20033,34467
2018,NV_IND_MANF,NOM,,,ES20033,PT,ES20033,65.7
2016,NV_IND_MANFPC,NOM,,,ES20033,EUR_PER_CAPITA,ES20033,30208.1
2014,NV_IND_MANFPC,NOM,,,ES20033,EUR_PER_CAPITA,ES20033,29804.3
2015,NV_IND_MANFPC,NOM,,,ES20033,EUR_PER_CAPITA,ES20033,29495.7
2020,NV_IND_MANF,NOM,,,ES20033,PT,ES20033,60.1
2021,NV_IND_MANFPC,NOM,,,ES20032,EUR_PER_CAPITA,ES20032,21535.7
2017,NV_IND_MANF,NOM,,,ES20032,PT,ES20032,51.9
2020,NV_IND_MANF,NOM,,,ES20032,PT,ES20032,48.2
2015,NV_IND_MANFPC,NOM,,,ES20032,EUR_PER_CAPITA,ES20032,23600.9
2019,NV_IND_MANF,NOM,,,ES20032,PT,ES20032,49.2
2016,NV_IND_MANF,NOM,,,ES20032,PT,ES20032,52.2
2018,NV_IND_MANF,NOM,,,ES20032,PT,ES20032,51.1
2015,NV_IND_MANF,NOM,,,ES20032,PT,ES20032,53.4
2017,NV_IND_MANFPC,NOM,,,ES20032,EUR_PER_CAPITA,ES20032,23536.9
2014,NV_IND_MANF,NOM,,,ES20032,PT,ES20032,54.2
2016,NV_IND_MANFPC,NOM,,,ES20032,EUR_PER_CAPITA,ES20032,23301.7
2021,NV_IND_MANF,NOM,,,ES20032,PT,ES20032,48.3
2019,NV_IND_MANFPC,NOM,,,ES20032,EUR_PER_CAPITA,ES20032,23035.7
2020,NV_IND_MANFPC,NOM,,,ES20032,EUR_PER_CAPITA,ES20032,20652.3
2014,NV_IND_MANFPC,NOM,,,ES20032,EUR_PER_CAPITA,ES20032,22768.2
2018,NV_IND_MANFPC,NOM,,,ES20032,EUR_PER_CAPITA,ES20032,24149.1
2016,NV_IND_MANFPC,NOM,,,ES48032,EUR_PER_CAPITA,ES48032,9384.9
2016,NV_IND_MANF,NOM,,,ES48032,PT,ES48032,27.6
2021,NV_IND_MANF,NOM,,,ES48032,PT,ES48032,28.4
2018,NV_IND_MANFPC,NOM,,,ES48032,EUR_PER_CAPITA,ES48032,10873
2020,NV_IND_MANFPC,NOM,,,ES48032,EUR_PER_CAPITA,ES48032,9529.2
2015,NV_IND_MANFPC,NOM,,,ES48032,EUR_PER_CAPITA,ES48032,8640.2
2017,NV_IND_MANFPC,NOM,,,ES48032,EUR_PER_CAPITA,ES48032,10448.3
2019,NV_IND_MANFPC,NOM,,,ES48032,EUR_PER_CAPITA,ES48032,11090.1
2021,NV_IND_MANFPC,NOM,,,ES48032,EUR_PER_CAPITA,ES48032,10739.1
2020,NV_IND_MANF,NOM,,,ES48032,PT,ES48032,24.4
2015,NV_IND_MANF,NOM,,,ES48032,PT,ES48032,22.2
2014,NV_IND_MANF,NOM,,,ES48032,PT,ES48032,23.2
2019,NV_IND_MANF,NOM,,,ES48032,PT,ES48032,29.5
2018,NV_IND_MANF,NOM,,,ES48032,PT,ES48032,28.6
2017,NV_IND_MANF,NOM,,,ES48032,PT,ES48032,28.8
2014,NV_IND_MANFPC,NOM,,,ES48032,EUR_PER_CAPITA,ES48032,8491.3
2017,NV_IND_MANF,NOM,,,ES01023,PT,ES01023,36.5
2015,NV_IND_MANF,NOM,,,ES01023,PT,ES01023,41.5
2019,NV_IND_MANF,NOM,,,ES01023,PT,ES01023,32.1
2020,NV_IND_MANF,NOM,,,ES01023,PT,ES01023,21.7
2014,NV_IND_MANFPC,NOM,,,ES01023,EUR_PER_CAPITA,ES01023,17851.5
2014,NV_IND_MANF,NOM,,,ES01023,PT,ES01023,50.3
2017,NV_IND_MANFPC,NOM,,,ES01023,EUR_PER_CAPITA,ES01023,16193.2
2018,NV_IND_MANFPC,NOM,,,ES01023,EUR_PER_CAPITA,ES01023,14758
2016,NV_IND_MANF,NOM,,,ES01023,PT,ES01023,36.8
2018,NV_IND_MANF,NOM,,,ES01023,PT,ES01023,33.1
2021,NV_IND_MANFPC,NOM,,,ES01023,EUR_PER_CAPITA,ES01023,9120.2
2015,NV_IND_MANFPC,NOM,,,ES01023,EUR_PER_CAPITA,ES01023,15818.4
2021,NV_IND_MANF,NOM,,,ES01023,PT,ES01023,27.9
2019,NV_IND_MANFPC,NOM,,,ES01023,EUR_PER_CAPITA,ES01023,12070.7
2016,NV_IND_MANFPC,NOM,,,ES01023,EUR_PER_CAPITA,ES01023,15135.7
2020,NV_IND_MANFPC,NOM,,,ES01023,EUR_PER_CAPITA,ES01023,5624.1
2020,NV_IND_MANFPC,NOM,,,ES48902,EUR_PER_CAPITA,ES48902,4611.1
2020,NV_IND_MANF,NOM,,,ES48902,PT,ES48902,12.3
2014,NV_IND_MANF,NOM,,,ES48902,PT,ES48902,13.4
2016,NV_IND_MANFPC,NOM,,,ES48902,EUR_PER_CAPITA,ES48902,6055.7
2016,NV_IND_MANF,NOM,,,ES48902,PT,ES48902,15.6
2017,NV_IND_MANFPC,NOM,,,ES48902,EUR_PER_CAPITA,ES48902,5909
2019,NV_IND_MANF,NOM,,,ES48902,PT,ES48902,14.3
2015,NV_IND_MANFPC,NOM,,,ES48902,EUR_PER_CAPITA,ES48902,6385.7
2015,NV_IND_MANF,NOM,,,ES48902,PT,ES48902,16.1
2019,NV_IND_MANFPC,NOM,,,ES48902,EUR_PER_CAPITA,ES48902,6447.5
2017,NV_IND_MANF,NOM,,,ES48902,PT,ES48902,15.2
2018,NV_IND_MANF,NOM,,,ES48902,PT,ES48902,13.9
2018,NV_IND_MANFPC,NOM,,,ES48902,EUR_PER_CAPITA,ES48902,5799.6
2014,NV_IND_MANFPC,NOM,,,ES48902,EUR_PER_CAPITA,ES48902,5126.6
2021,NV_IND_MANFPC,NOM,,,ES48902,EUR_PER_CAPITA,ES48902,7618.2
2021,NV_IND_MANF,NOM,,,ES48902,PT,ES48902,17.8
2018,NV_IND_MANF,NOM,,,ES48033,PT,ES48033,2.7
2017,NV_IND_MANF,NOM,,,ES48033,PT,ES48033,1.8
2014,NV_IND_MANFPC,NOM,,,ES48033,EUR_PER_CAPITA,ES48033,407.8
2015,NV_IND_MANF,NOM,,,ES48033,PT,ES48033,2.1
2020,NV_IND_MANF,NOM,,,ES48033,PT,ES48033,1.5
2019,NV_IND_MANF,NOM,,,ES48033,PT,ES48033,2.9
2014,NV_IND_MANF,NOM,,,ES48033,PT,ES48033,2.3
2016,NV_IND_MANF,NOM,,,ES48033,PT,ES48033,1.7
2021,NV_IND_MANF,NOM,,,ES48033,PT,ES48033,1.1
2018,NV_IND_MANFPC,NOM,,,ES48033,EUR_PER_CAPITA,ES48033,456.8
2015,NV_IND_MANFPC,NOM,,,ES48033,EUR_PER_CAPITA,ES48033,423.9
2017,NV_IND_MANFPC,NOM,,,ES48033,EUR_PER_CAPITA,ES48033,446.6
2019,NV_IND_MANFPC,NOM,,,ES48033,EUR_PER_CAPITA,ES48033,429.6
2021,NV_IND_MANFPC,NOM,,,ES48033,EUR_PER_CAPITA,ES48033,173.9
2020,NV_IND_MANFPC,NOM,,,ES48033,EUR_PER_CAPITA,ES48033,178.2
2016,NV_IND_MANFPC,NOM,,,ES48033,EUR_PER_CAPITA,ES48033,443.2
2014,NV_IND_MANF,NOM,,,ES48034,PT,ES48034,35.9
2020,NV_IND_MANF,NOM,,,ES48034,PT,ES48034,32.4
2014,NV_IND_MANFPC,NOM,,,ES48034,EUR_PER_CAPITA,ES48034,6811.6
2018,NV_IND_MANF,NOM,,,ES48034,PT,ES48034,38.1
2017,NV_IND_MANF,NOM,,,ES48034,PT,ES48034,36.7
2021,NV_IND_MANF,NOM,,,ES48034,PT,ES48034,32.9
2018,NV_IND_MANFPC,NOM,,,ES48034,EUR_PER_CAPITA,ES48034,8770.6
2016,NV_IND_MANFPC,NOM,,,ES48034,EUR_PER_CAPITA,ES48034,7763.2
2020,NV_IND_MANFPC,NOM,,,ES48034,EUR_PER_CAPITA,ES48034,6287.1
2015,NV_IND_MANFPC,NOM,,,ES48034,EUR_PER_CAPITA,ES48034,7437.6
2017,NV_IND_MANFPC,NOM,,,ES48034,EUR_PER_CAPITA,ES48034,8208.8
2019,NV_IND_MANFPC,NOM,,,ES48034,EUR_PER_CAPITA,ES48034,7961.3
2021,NV_IND_MANFPC,NOM,,,ES48034,EUR_PER_CAPITA,ES48034,6876.2
2019,NV_IND_MANF,NOM,,,ES48034,PT,ES48034,35
2016,NV_IND_MANF,NOM,,,ES48034,PT,ES48034,35.6
2015,NV_IND_MANF,NOM,,,ES48034,PT,ES48034,36.6
2015,NV_IND_MANFPC,NOM,,,ES20067,EUR_PER_CAPITA,ES20067,2728.4
2021,NV_IND_MANFPC,NOM,,,ES20067,EUR_PER_CAPITA,ES20067,3472.4
2020,NV_IND_MANF,NOM,,,ES20067,PT,ES20067,16.3
2016,NV_IND_MANF,NOM,,,ES20067,PT,ES20067,16.9
2017,NV_IND_MANFPC,NOM,,,ES20067,EUR_PER_CAPITA,ES20067,3027.7
2019,NV_IND_MANF,NOM,,,ES20067,PT,ES20067,17.8
2017,NV_IND_MANF,NOM,,,ES20067,PT,ES20067,16
2014,NV_IND_MANF,NOM,,,ES20067,PT,ES20067,15.6
2021,NV_IND_MANF,NOM,,,ES20067,PT,ES20067,16.8
