Year,Edad,Sexo,Territorio,Units,Value
2013,Y10T14,F,ES48050,PT,0
2022,Y10T14,F,ES48050,PT,0
2018,Y10T14,F,ES0102,PT,0
2018,Y10T14,F,ES01060,PT,0
2016,Y10T14,F,ES48050,PT,0
2016,Y10T14,F,,PT,0
2014,Y10T14,F,ES01008,PT,0
2010,Y10T14,F,ES01060,PT,0
2020,Y10T14,F,ES211,PT,0
2021,Y10T14,F,ES211,PT,0
2019,Y10T14,F,ES211,PT,0
2016,Y10T14,F,ES211,PT,0
2014,Y10T14,F,ES211,PT,0
2010,Y10T14,F,ES211,PT,0
2015,Y10T14,F,ES211,PT,0
2018,Y10T14,F,ES211,PT,0
2022,Y10T14,F,ES211,PT,0
2013,Y10T14,F,ES211,PT,0
2021,Y10T14,F,ES213,PT,0
2019,Y10T14,F,ES213,PT,0
2016,Y10T14,F,ES213,PT,0
2014,Y10T14,F,ES213,PT,0
2020,Y10T14,F,ES213,PT,0
2015,Y10T14,F,ES213,PT,0
2022,Y10T14,F,ES213,PT,0
2013,Y10T14,F,ES213,PT,0
2018,Y10T14,F,ES213,PT,0
2010,Y10T14,F,ES213,PT,0
2021,Y10T14,F,ES212,PT,0
2019,Y10T14,F,ES212,PT,0
2016,Y10T14,F,ES212,PT,0
2020,Y10T14,F,ES212,PT,0
2014,Y10T14,F,ES212,PT,0
2010,Y10T14,F,ES212,PT,0
2015,Y10T14,F,ES212,PT,0
2022,Y10T14,F,ES212,PT,0
2013,Y10T14,F,ES212,PT,0
2018,Y10T14,F,ES212,PT,0
2013,Y10T14,M,ES20043,PT,0
2021,Y10T14,M,ES20043,PT,0
2015,Y10T14,M,ES4805,PT,0
2018,Y10T14,M,ES4805,PT,0
2020,Y10T14,M,ES4805,PT,0
2020,Y10T14,M,ES01060,PT,0
2015,Y10T14,M,ES20043,PT,0
2019,Y10T14,M,ES4805,PT,0
2022,Y10T14,M,ES4805,PT,0
2021,Y10T14,M,ES4805,PT,0
2016,Y10T14,M,ES4805,PT,0
2018,Y10T14,M,ES01031,PT,0
2016,Y10T14,M,ES20043,PT,0
2019,Y10T14,M,ES20043,PT,0
2020,Y10T14,M,ES20043,PT,0
2016,Y10T14,M,ES01031,PT,0
2018,Y10T14,M,ES20043,PT,0
2010,Y10T14,M,ES48049,PT,0
2014,Y10T14,M,ES48049,PT,0
2016,Y10T14,M,ES48049,PT,0
2015,Y10T14,M,ES48049,PT,0
2010,Y10T14,M,ES01031,PT,0
2020,Y10T14,M,ES48049,PT,0
2022,Y10T14,M,ES48049,PT,0
2020,Y10T14,M,ES01003,PT,0
2019,Y10T14,M,ES48049,PT,0
2018,Y10T14,M,ES48049,PT,0
2021,Y10T14,M,ES48049,PT,0
2018,Y10T14,M,ES01014,PT,0
2022,Y10T14,M,ES20043,PT,0
2013,Y10T14,M,ES20042,PT,0
2014,Y10T14,M,ES20042,PT,0
2019,Y10T14,M,ES48048,PT,0
2010,Y10T14,M,ES20042,PT,0
2022,Y10T14,M,ES48048,PT,0
2018,Y10T14,M,ES48048,PT,0
2018,Y10T14,M,ES20042,PT,0
2021,Y10T14,M,ES48048,PT,0
2015,Y10T14,M,ES48048,PT,0
2014,Y10T14,M,ES48048,PT,0
2015,Y10T14,M,ES01030,PT,0
2010,Y10T14,M,ES0106,PT,0
2015,Y10T14,M,ES20042,PT,0
2016,Y10T14,M,ES20042,PT,0
2010,Y10T14,M,ES48048,PT,0
2019,Y10T14,M,ES20042,PT,0
2013,Y10T14,M,ES0106,PT,0
2019,Y10T14,M,ES01014,PT,0
2022,Y10T14,M,ES01030,PT,0
2020,Y10T14,M,ES0106,PT,0
2021,Y10T14,M,ES48047,PT,0
2020,Y10T14,M,ES48047,PT,0
2016,Y10T14,M,ES48047,PT,0
2014,Y10T14,M,ES48047,PT,0
2022,Y10T14,M,ES48047,PT,0
2020,Y10T14,M,ES20042,PT,0
2021,Y10T14,M,ES0106,PT,0
2021,Y10T14,M,ES20042,PT,0
2018,Y10T14,M,ES0106,PT,0
2010,Y10T14,M,ES01008,PT,0
2015,Y10T14,M,ES48047,PT,0
2010,Y10T14,M,ES48047,PT,0
2013,Y10T14,M,ES48047,PT,0
2018,Y10T14,M,ES48047,PT,0
2021,Y10T14,M,ES20041,PT,0
2014,Y10T14,M,ES0106,PT,0
2016,Y10T14,M,ES0106,PT,0
2014,Y10T14,M,ES20041,PT,0
2020,Y10T14,M,ES48046,PT,0
2018,Y10T14,M,ES01030,PT,0
2019,Y10T14,M,ES20041,PT,0
2021,Y10T14,M,ES48046,PT,0
2022,Y10T14,M,ES48046,PT,0
2019,Y10T14,M,ES48046,PT,0
2016,Y10T14,M,ES48046,PT,0
2016,Y10T14,M,ES20041,PT,0
2018,Y10T14,M,ES48046,PT,0
2022,Y10T14,M,ES20042,PT,0
2019,Y10T14,M,ES48047,PT,0
2014,Y10T14,M,ES48046,PT,0
2010,Y10T14,M,ES48046,PT,0
2015,Y10T14,M,ES0106,PT,0
2013,Y10T14,M,ES48046,PT,0
2015,Y10T14,M,ES48046,PT,0
2010,Y10T14,M,ES20041,PT,0
2013,Y10T14,M,ES01030,PT,0
2022,Y10T14,M,ES0106,PT,0
2013,Y10T14,M,ES01014,PT,0
2020,Y10T14,M,ES01030,PT,0
2020,Y10T14,M,ES20041,PT,0
2015,Y10T14,M,ES20041,PT,0
2021,Y10T14,M,ES48045,PT,0
2019,Y10T14,M,ES48045,PT,0
2018,Y10T14,M,ES20041,PT,0
2020,Y10T14,M,ES48045,PT,0
2016,Y10T14,M,ES48045,PT,0
2013,Y10T14,M,ES20041,PT,0
2014,Y10T14,M,ES48045,PT,0
2019,Y10T14,M,ES0106,PT,0
2015,Y10T14,M,ES48045,PT,0
2010,Y10T14,M,ES48045,PT,0
2014,Y10T14,M,,PT,0
2018,Y10T14,M,ES48045,PT,0
2022,Y10T14,M,ES20041,PT,0
2022,Y10T14,M,ES48045,PT,0
2013,Y10T14,M,ES48045,PT,0
2021,Y10T14,M,ES01059,PT,0
2019,Y10T14,M,ES20040,PT,0
2020,Y10T14,M,ES01059,PT,0
2013,Y10T14,M,ES48048,PT,0
2022,Y10T14,M,ES01059,PT,0
2020,Y10T14,M,ES01008,PT,0
2016,Y10T14,M,ES48048,PT,0
2021,Y10T14,M,ES48044,PT,0
2022,Y10T14,M,ES48044,PT,0
2020,Y10T14,M,ES48048,PT,0
2019,Y10T14,M,ES48044,PT,0
2016,Y10T14,M,ES48044,PT,0
2020,Y10T14,M,ES01014,PT,0
2018,Y10T14,M,ES48044,PT,0
2014,Y10T14,M,ES48044,PT,0
2020,Y10T14,M,ES48044,PT,0
2010,Y10T14,M,ES48044,PT,0
2013,Y10T14,M,ES48044,PT,0
2015,Y10T14,M,ES48044,PT,0
2014,Y10T14,M,ES01030,PT,0
2014,Y10T14,M,ES20040,PT,0
2021,Y10T14,M,ES01008,PT,0
2019,Y10T14,M,ES01059,PT,0
2021,Y10T14,M,ES20040,PT,0
2022,Y10T14,M,ES20040,PT,0
2015,Y10T14,M,ES20040,PT,0
2022,Y10T14,M,ES01014,PT,0
2016,Y10T14,M,ES20040,PT,0
2018,Y10T14,M,ES20040,PT,0
2021,Y10T14,M,ES48043,PT,0
2019,Y10T14,M,ES48043,PT,0
2020,Y10T14,M,ES20040,PT,0
2020,Y10T14,M,ES48043,PT,0
2016,Y10T14,M,ES48043,PT,0
2010,Y10T14,M,ES20040,PT,0
2022,Y10T14,M,ES48043,PT,0
2014,Y10T14,M,ES48043,PT,0
2013,Y10T14,M,ES20040,PT,0
2015,Y10T14,M,ES48043,PT,0
2010,Y10T14,M,ES48043,PT,0
2013,Y10T14,M,ES48043,PT,0
2022,Y10T14,M,ES2004,PT,0
2018,Y10T14,M,ES48043,PT,0
2016,Y10T14,M,ES2004,PT,0
2010,Y10T14,M,ES01030,PT,0
2019,Y10T14,M,ES2004,PT,0
2010,Y10T14,M,ES01059,PT,0
2013,Y10T14,M,ES48049,PT,0
2016,Y10T14,M,ES01030,PT,0
2018,Y10T14,M,ES01059,PT,0
2014,Y10T14,M,ES2004,PT,0
2015,Y10T14,M,ES2004,PT,0
2019,Y10T14,M,ES01030,PT,0
2013,Y10T14,M,ES01059,PT,0
2021,Y10T14,M,ES48042,PT,0
2022,Y10T14,M,ES48042,PT,0
2019,Y10T14,M,ES48042,PT,0
2016,Y10T14,M,ES48042,PT,0
2015,Y10T14,M,ES01059,PT,0
2018,Y10T14,M,ES48042,PT,0
2014,Y10T14,M,ES48042,PT,0
2010,Y10T14,M,ES48042,PT,0
2013,Y10T14,M,ES48042,PT,0
2014,Y10T14,M,ES01059,PT,0
2015,Y10T14,M,ES48042,PT,0
2020,Y10T14,M,ES48042,PT,0
2020,Y10T14,M,ES2004,PT,0
2021,Y10T14,M,ES01030,PT,0
2021,Y10T14,M,ES2004,PT,0
2016,Y10T14,M,ES01059,PT,0
2010,Y10T14,M,ES2004,PT,0
2019,Y10T14,M,ES01001,PT,0
2014,Y10T14,M,ES01008,PT,0
2013,Y10T14,M,ES2004,PT,0
2021,Y10T14,M,ES48041,PT,0
2019,Y10T14,M,ES48041,PT,0
2018,Y10T14,M,ES2004,PT,0
2020,Y10T14,M,ES48041,PT,0
2016,Y10T14,M,ES48041,PT,0
2014,Y10T14,M,ES48041,PT,0
2014,Y10T14,M,ES20043,PT,0
2013,Y10T14,M,ES4805,PT,0
2015,Y10T14,M,ES48041,PT,0
2010,Y10T14,M,ES48041,PT,0
2010,Y10T14,M,ES20043,PT,0
2010,Y10T14,M,ES4805,PT,0
2014,Y10T14,M,ES4805,PT,0
2018,Y10T14,M,ES48041,PT,0
2013,Y10T14,M,ES48041,PT,0
2010,Y10T14,M,ES20039,PT,0
2022,Y10T14,M,ES48041,PT,0
2016,Y10T14,M,ES01058,PT,0
2013,Y10T14,M,ES20039,PT,0
2015,Y10T14,M,ES48040,PT,0
2015,Y10T14,M,ES20039,PT,0
2015,Y10T14,M,ES01008,PT,0
2018,Y10T14,M,ES01058,PT,0
2013,Y10T14,M,ES01058,PT,0
2021,Y10T14,M,ES48040,PT,0
2022,Y10T14,M,ES48040,PT,0
2019,Y10T14,M,ES48040,PT,0
2016,Y10T14,M,ES48040,PT,0
2018,Y10T14,M,ES48040,PT,0
2022,Y10T14,M,ES01058,PT,0
2014,Y10T14,M,ES48040,PT,0
2020,Y10T14,M,ES48040,PT,0
2010,Y10T14,M,ES48040,PT,0
2013,Y10T14,M,ES48040,PT,0
2010,Y10T14,M,ES4804,PT,0
2022,Y10T14,M,ES01008,PT,0
2021,Y10T14,M,ES01058,PT,0
2010,Y10T14,M,ES0103,PT,0
2014,Y10T14,M,ES01058,PT,0
2015,Y10T14,M,ES01058,PT,0
2022,Y10T14,M,ES20039,PT,0
2019,Y10T14,M,ES01058,PT,0
2021,Y10T14,M,ES20039,PT,0
2019,Y10T14,M,ES20039,PT,0
2016,Y10T14,M,ES20039,PT,0
2021,Y10T14,M,ES4804,PT,0
2018,Y10T14,M,ES20039,PT,0
2019,Y10T14,M,ES4804,PT,0
2020,Y10T14,M,ES4804,PT,0
2010,Y10T14,M,ES01058,PT,0
2014,Y10T14,M,ES20039,PT,0
2016,Y10T14,M,ES4804,PT,0
2022,Y10T14,M,ES4804,PT,0
2020,Y10T14,M,ES20039,PT,0
2014,Y10T14,M,ES4804,PT,0
2020,Y10T14,M,ES01058,PT,0
2015,Y10T14,M,ES4804,PT,0
2013,Y10T14,M,ES4804,PT,0
2018,Y10T14,M,ES4804,PT,0
2013,Y10T14,M,ES20038,PT,0
2020,Y10T14,M,ES48039,PT,0
2014,Y10T14,M,ES48039,PT,0
2018,Y10T14,M,ES20038,PT,0
2020,Y10T14,M,ES0103,PT,0
2014,Y10T14,M,ES20038,PT,0
2021,Y10T14,M,ES48039,PT,0
2022,Y10T14,M,ES48039,PT,0
2018,Y10T14,M,ES0103,PT,0
2019,Y10T14,M,ES48039,PT,0
2016,Y10T14,M,ES48039,PT,0
2018,Y10T14,M,ES48039,PT,0
2010,Y10T14,M,ES48039,PT,0
2018,Y10T14,M,ES01008,PT,0
2010,Y10T14,M,ES01014,PT,0
2013,Y10T14,M,ES48039,PT,0
2015,Y10T14,M,ES48039,PT,0
2013,Y10T14,M,ES48038,PT,0
2019,Y10T14,M,ES0103,PT,0
2010,Y10T14,M,ES20038,PT,0
2013,Y10T14,M,ES0103,PT,0
2019,Y10T14,M,ES20038,PT,0
2020,Y10T14,M,ES20038,PT,0
2021,Y10T14,M,ES48038,PT,0
2021,Y10T14,M,ES20038,PT,0
2019,Y10T14,M,ES48038,PT,0
2020,Y10T14,M,ES48038,PT,0
2016,Y10T14,M,ES20038,PT,0
2016,Y10T14,M,ES48038,PT,0
2016,Y10T14,M,ES01014,PT,0
2014,Y10T14,M,ES48038,PT,0
2015,Y10T14,M,ES20038,PT,0
2015,Y10T14,M,ES48038,PT,0
2010,Y10T14,M,ES48038,PT,0
2022,Y10T14,M,ES20038,PT,0
2018,Y10T14,M,ES48038,PT,0
2020,Y10T14,M,ES01057,PT,0
2022,Y10T14,M,ES48038,PT,0
2018,Y10T14,M,ES48037,PT,0
2014,Y10T14,M,ES48037,PT,0
2010,Y10T14,M,ES20037,PT,0
2020,Y10T14,M,ES48037,PT,0
2010,Y10T14,M,ES48037,PT,0
2014,Y10T14,M,ES0103,PT,0
2010,Y10T14,M,ES01057,PT,0
2019,Y10T14,M,ES20037,PT,0
2013,Y10T14,M,ES48037,PT,0
2018,Y10T14,M,ES20037,PT,0
2015,Y10T14,M,ES48037,PT,0
2020,Y10T14,M,ES20037,PT,0
2016,Y10T14,M,ES01057,PT,0
2014,Y10T14,M,ES01057,PT,0
2022,Y10T14,M,ES0103,PT,0
2019,Y10T14,M,ES01057,PT,0
2021,Y10T14,M,ES48037,PT,0
2022,Y10T14,M,ES48037,PT,0
2019,Y10T14,M,ES48037,PT,0
2016,Y10T14,M,ES48037,PT,0
2021,Y10T14,M,ES48036,PT,0
2019,Y10T14,M,ES48036,PT,0
2020,Y10T14,M,ES48036,PT,0
2016,Y10T14,M,ES48036,PT,0
2022,Y10T14,M,ES48036,PT,0
2014,Y10T14,M,ES48036,PT,0
2015,Y10T14,M,ES48036,PT,0
2010,Y10T14,M,ES48036,PT,0
2013,Y10T14,M,ES48036,PT,0
2018,Y10T14,M,ES48036,PT,0
2015,Y10T14,M,ES01014,PT,0
2021,Y10T14,M,ES20037,PT,0
2015,Y10T14,M,ES0103,PT,0
2013,Y10T14,M,ES20037,PT,0
2022,Y10T14,M,ES20037,PT,0
2016,Y10T14,M,ES20037,PT,0
2014,Y10T14,M,ES20037,PT,0
2021,Y10T14,M,ES0103,PT,0
2015,Y10T14,M,ES01057,PT,0
2015,Y10T14,M,ES20037,PT,0
2013,Y10T14,M,ES20036,PT,0
2021,Y10T14,M,ES48035,PT,0
2022,Y10T14,M,ES48035,PT,0
2019,Y10T14,M,ES48035,PT,0
2016,Y10T14,M,ES48035,PT,0
2018,Y10T14,M,ES48035,PT,0
2014,Y10T14,M,ES48035,PT,0
2020,Y10T14,M,ES20036,PT,0
2010,Y10T14,M,ES48035,PT,0
2015,Y10T14,M,ES01001,PT,0
2013,Y10T14,M,ES48035,PT,0
2010,Y10T14,M,ES20036,PT,0
2015,Y10T14,M,ES48035,PT,0
2020,Y10T14,M,ES48035,PT,0
2021,Y10T14,M,ES01014,PT,0
2013,Y10T14,M,ES01057,PT,0
2015,Y10T14,M,ES20036,PT,0
2014,Y10T14,M,ES01014,PT,0
2016,Y10T14,M,ES0103,PT,0
2021,Y10T14,M,ES01057,PT,0
2021,Y10T14,M,ES48034,PT,0
2019,Y10T14,M,ES48034,PT,0
2020,Y10T14,M,ES48034,PT,0
2016,Y10T14,M,ES48034,PT,0
2014,Y10T14,M,ES48034,PT,0
2015,Y10T14,M,ES48034,PT,0
2010,Y10T14,M,ES48034,PT,0
2018,Y10T14,M,ES48034,PT,0
2013,Y10T14,M,ES48034,PT,0
2018,Y10T14,M,ES01057,PT,0
2022,Y10T14,M,ES48034,PT,0
2022,Y10T14,M,ES01057,PT,0
2019,Y10T14,M,ES20036,PT,0
2021,Y10T14,M,ES20036,PT,0
2018,Y10T14,M,ES20036,PT,0
2022,Y10T14,M,ES20036,PT,0
2016,Y10T14,M,ES20036,PT,0
2015,Y10T14,M,ES01002,PT,0
2014,Y10T14,M,ES20036,PT,0
2022,Y10T14,M,ES01056,PT,0
2019,Y10T14,M,ES20035,PT,0
2021,Y10T14,M,ES48033,PT,0
2022,Y10T14,M,ES48033,PT,0
2016,Y10T14,M,ES20035,PT,0
2019,Y10T14,M,ES48033,PT,0
2016,Y10T14,M,ES48033,PT,0
2021,Y10T14,M,ES01056,PT,0
2013,Y10T14,M,ES20035,PT,0
2018,Y10T14,M,ES48033,PT,0
2014,Y10T14,M,ES48033,PT,0
2020,Y10T14,M,ES20035,PT,0
2020,Y10T14,M,ES48033,PT,0
2018,Y10T14,M,ES01056,PT,0
2010,Y10T14,M,ES48033,PT,0
2013,Y10T14,M,ES48033,PT,0
2015,Y10T14,M,ES48033,PT,0
2010,Y10T14,M,ES01056,PT,0
2022,Y10T14,M,ES20035,PT,0
2016,Y10T14,M,ES01028,PT,0
2014,Y10T14,M,ES20035,PT,0
2010,Y10T14,M,ES01028,PT,0
2021,Y10T14,M,ES48032,PT,0
2019,Y10T14,M,ES48032,PT,0
2020,Y10T14,M,ES48032,PT,0
2016,Y10T14,M,ES48032,PT,0
2022,Y10T14,M,ES48032,PT,0
2014,Y10T14,M,ES48032,PT,0
2015,Y10T14,M,ES48032,PT,0
2010,Y10T14,M,ES48032,PT,0
2013,Y10T14,M,ES48032,PT,0
2018,Y10T14,M,ES48032,PT,0
2020,Y10T14,M,ES01056,PT,0
2015,Y10T14,M,,PT,0
2014,Y10T14,M,ES01028,PT,0
2013,Y10T14,M,ES01056,PT,0
2019,Y10T14,M,ES01013,PT,0
2014,Y10T14,M,ES01056,PT,0
2021,Y10T14,M,ES20035,PT,0
2015,Y10T14,M,ES20035,PT,0
2015,Y10T14,M,ES01028,PT,0
2010,Y10T14,M,ES20035,PT,0
2018,Y10T14,M,ES20035,PT,0
2010,Y10T14,M,ES20034,PT,0
2021,Y10T14,M,ES48031,PT,0
2022,Y10T14,M,ES48031,PT,0
2013,Y10T14,M,ES01028,PT,0
2019,Y10T14,M,ES01056,PT,0
2013,Y10T14,M,ES20034,PT,0
2019,Y10T14,M,ES48031,PT,0
2016,Y10T14,M,ES48031,PT,0
2018,Y10T14,M,ES48031,PT,0
2014,Y10T14,M,ES48031,PT,0
2014,Y10T14,M,ES20034,PT,0
2010,Y10T14,M,ES48031,PT,0
2013,Y10T14,M,ES48031,PT,0
2018,Y10T14,M,ES20034,PT,0
2015,Y10T14,M,ES48031,PT,0
2015,Y10T14,M,ES20034,PT,0
2020,Y10T14,M,ES48031,PT,0
2016,Y10T14,M,ES01056,PT,0
2016,Y10T14,M,ES20034,PT,0
2022,Y10T14,M,ES20034,PT,0
2019,Y10T14,M,ES20034,PT,0
2015,Y10T14,M,ES01056,PT,0
2021,Y10T14,M,ES48030,PT,0
2019,Y10T14,M,ES48030,PT,0
2020,Y10T14,M,ES48030,PT,0
2016,Y10T14,M,ES48030,PT,0
2014,Y10T14,M,ES48030,PT,0
2015,Y10T14,M,ES48030,PT,0
2010,Y10T14,M,ES48030,PT,0
2018,Y10T14,M,ES48030,PT,0
2018,Y10T14,M,ES01006,PT,0
2019,Y10T14,M,ES01028,PT,0
2022,Y10T14,M,ES48030,PT,0
2013,Y10T14,M,ES48030,PT,0
2018,Y10T14,M,ES01028,PT,0
2020,Y10T14,M,ES20034,PT,0
2021,Y10T14,M,ES20034,PT,0
2019,Y10T14,M,ES01055,PT,0
2019,Y10T14,M,ES20033,PT,0
2021,Y10T14,M,ES4803,PT,0
2022,Y10T14,M,ES4803,PT,0
2016,Y10T14,M,ES20033,PT,0
2019,Y10T14,M,ES4803,PT,0
2016,Y10T14,M,ES4803,PT,0
2016,Y10T14,M,ES01055,PT,0
2018,Y10T14,M,ES20033,PT,0
2018,Y10T14,M,ES4803,PT,0
2014,Y10T14,M,ES4803,PT,0
2013,Y10T14,M,ES20033,PT,0
2020,Y10T14,M,ES4803,PT,0
2010,Y10T14,M,ES4803,PT,0
2013,Y10T14,M,ES4803,PT,0
2015,Y10T14,M,ES20033,PT,0
2015,Y10T14,M,ES4803,PT,0
2014,Y10T14,M,ES20033,PT,0
2015,Y10T14,M,ES01055,PT,0
2022,Y10T14,M,ES20033,PT,0
2014,Y10T14,M,ES01006,PT,0
2022,Y10T14,M,ES01013,PT,0
2021,Y10T14,M,ES01055,PT,0
2020,Y10T14,M,ES20033,PT,0
2021,Y10T14,M,ES48029,PT,0
2019,Y10T14,M,ES48029,PT,0
2020,Y10T14,M,ES48029,PT,0
2016,Y10T14,M,ES48029,PT,0
2022,Y10T14,M,ES01028,PT,0
2022,Y10T14,M,ES48029,PT,0
2014,Y10T14,M,ES48029,PT,0
2015,Y10T14,M,ES48029,PT,0
2010,Y10T14,M,ES48029,PT,0
2013,Y10T14,M,ES48029,PT,0
2018,Y10T14,M,ES48029,PT,0
2014,Y10T14,M,ES01055,PT,0
2021,Y10T14,M,ES20033,PT,0
2021,Y10T14,M,ES01028,PT,0
2013,Y10T14,M,ES01055,PT,0
2010,Y10T14,M,ES20033,PT,0
2013,Y10T14,M,ES20032,PT,0
2021,Y10T14,M,ES48028,PT,0
2022,Y10T14,M,ES48028,PT,0
2018,Y10T14,M,ES20032,PT,0
2019,Y10T14,M,ES48028,PT,0
2016,Y10T14,M,ES48028,PT,0
2018,Y10T14,M,ES48028,PT,0
2014,Y10T14,M,ES48028,PT,0
2010,Y10T14,M,ES01055,PT,0
2016,Y10T14,M,ES20032,PT,0
2010,Y10T14,M,ES48028,PT,0
2013,Y10T14,M,ES48028,PT,0
2014,Y10T14,M,ES20032,PT,0
2015,Y10T14,M,ES48028,PT,0
2020,Y10T14,M,ES48028,PT,0
2020,Y10T14,M,ES01002,PT,0
2019,Y10T14,M,ES01006,PT,0
2020,Y10T14,M,ES20032,PT,0
2019,Y10T14,M,ES20032,PT,0
2018,Y10T14,M,ES01055,PT,0
2022,Y10T14,M,ES20032,PT,0
2021,Y10T14,M,ES48027,PT,0
2019,Y10T14,M,ES48027,PT,0
2020,Y10T14,M,ES48027,PT,0
2016,Y10T14,M,ES48027,PT,0
2014,Y10T14,M,ES48027,PT,0
2015,Y10T14,M,ES48027,PT,0
2010,Y10T14,M,ES48027,PT,0
2018,Y10T14,M,ES48027,PT,0
2010,Y10T14,M,ES01006,PT,0
2013,Y10T14,M,ES48027,PT,0
2022,Y10T14,M,ES48027,PT,0
2020,Y10T14,M,ES01055,PT,0
2015,Y10T14,M,ES01013,PT,0
2020,Y10T14,M,ES01028,PT,0
2015,Y10T14,M,ES20032,PT,0
2021,Y10T14,M,ES20032,PT,0
2022,Y10T14,M,ES01055,PT,0
2010,Y10T14,M,ES20032,PT,0
2021,Y10T14,M,ES48026,PT,0
2022,Y10T14,M,ES48026,PT,0
2019,Y10T14,M,ES20031,PT,0
2019,Y10T14,M,ES48026,PT,0
2016,Y10T14,M,ES48026,PT,0
2016,Y10T14,M,ES20031,PT,0
2018,Y10T14,M,ES48026,PT,0
2021,Y10T14,M,,PT,0
2014,Y10T14,M,ES48026,PT,0
2018,Y10T14,M,ES20031,PT,0
2020,Y10T14,M,ES48026,PT,0
2022,Y10T14,M,ES01006,PT,0
2010,Y10T14,M,ES48026,PT,0
2020,Y10T14,M,ES01054,PT,0
2014,Y10T14,M,ES20031,PT,0
2013,Y10T14,M,ES48026,PT,0
2018,Y10T14,M,ES01054,PT,0
2015,Y10T14,M,ES48026,PT,0
2020,Y10T14,M,ES20031,PT,0
2018,Y10T14,M,ES01027,PT,0
2015,Y10T14,M,ES01054,PT,0
2014,Y10T14,M,ES01054,PT,0
2021,Y10T14,M,ES48025,PT,0
2019,Y10T14,M,ES48025,PT,0
2020,Y10T14,M,ES48025,PT,0
2016,Y10T14,M,ES48025,PT,0
2022,Y10T14,M,ES48025,PT,0
2014,Y10T14,M,ES48025,PT,0
2015,Y10T14,M,ES48025,PT,0
2010,Y10T14,M,ES48025,PT,0
2014,Y10T14,M,ES01027,PT,0
2013,Y10T14,M,ES48025,PT,0
2018,Y10T14,M,ES48025,PT,0
2020,Y10T14,M,ES01013,PT,0
2019,Y10T14,M,ES01054,PT,0
2021,Y10T14,M,ES20031,PT,0
2022,Y10T14,M,ES20031,PT,0
2015,Y10T14,M,ES01006,PT,0
2010,Y10T14,M,ES01013,PT,0
2015,Y10T14,M,ES20031,PT,0
2013,Y10T14,M,ES20031,PT,0
2010,Y10T14,M,ES20031,PT,0
2021,Y10T14,M,ES01054,PT,0
2021,Y10T14,M,ES48024,PT,0
2022,Y10T14,M,ES01054,PT,0
2022,Y10T14,M,ES48024,PT,0
2019,Y10T14,M,ES48024,PT,0
2016,Y10T14,M,ES48024,PT,0
2014,Y10T14,M,ES20030,PT,0
2018,Y10T14,M,ES48024,PT,0
2014,Y10T14,M,ES48024,PT,0
2018,Y10T14,M,ES20030,PT,0
2010,Y10T14,M,ES48024,PT,0
2013,Y10T14,M,ES48024,PT,0
2022,Y10T14,M,ES20030,PT,0
2015,Y10T14,M,ES48024,PT,0
2016,Y10T14,M,ES01054,PT,0
2013,Y10T14,M,ES20030,PT,0
2020,Y10T14,M,ES48024,PT,0
2016,Y10T14,M,ES20030,PT,0
2021,Y10T14,M,ES20030,PT,0
2015,Y10T14,M,ES20030,PT,0
2013,Y10T14,M,ES01054,PT,0
2020,Y10T14,M,ES20030,PT,0
2019,Y10T14,M,ES20030,PT,0
2021,Y10T14,M,ES48023,PT,0
2019,Y10T14,M,ES48023,PT,0
2010,Y10T14,M,ES01054,PT,0
2020,Y10T14,M,ES48023,PT,0
2016,Y10T14,M,ES48023,PT,0
2014,Y10T14,M,ES48023,PT,0
2015,Y10T14,M,ES48023,PT,0
2010,Y10T14,M,ES48023,PT,0
2018,Y10T14,M,ES48023,PT,0
2019,Y10T14,M,ES01027,PT,0
2022,Y10T14,M,ES48023,PT,0
2013,Y10T14,M,ES48023,PT,0
2014,Y10T14,M,ES01013,PT,0
2015,Y10T14,M,ES01027,PT,0
2010,Y10T14,M,ES20030,PT,0
2022,Y10T14,M,ES01053,PT,0
2021,Y10T14,M,ES48022,PT,0
2022,Y10T14,M,ES48022,PT,0
2021,Y10T14,M,ES2003,PT,0
2019,Y10T14,M,ES48022,PT,0
2010,Y10T14,M,ES01027,PT,0
2016,Y10T14,M,ES48022,PT,0
2019,Y10T14,M,ES2003,PT,0
2018,Y10T14,M,ES48022,PT,0
2014,Y10T14,M,ES48022,PT,0
2010,Y10T14,M,ES2003,PT,0
2020,Y10T14,M,ES48022,PT,0
2010,Y10T14,M,ES48022,PT,0
2010,Y10T14,M,ES01053,PT,0
2020,Y10T14,M,ES2003,PT,0
2013,Y10T14,M,ES48022,PT,0
2015,Y10T14,M,ES48022,PT,0
2014,Y10T14,M,ES2003,PT,0
2016,Y10T14,M,ES01053,PT,0
2018,Y10T14,M,ES2003,PT,0
2016,Y10T14,M,ES2003,PT,0
2013,Y10T14,M,ES01013,PT,0
2015,Y10T14,M,ES2003,PT,0
2015,Y10T14,M,ES01053,PT,0
2018,Y10T14,M,ES01053,PT,0
2021,Y10T14,M,ES48021,PT,0
2019,Y10T14,M,ES48021,PT,0
2020,Y10T14,M,ES48021,PT,0
2016,Y10T14,M,ES01027,PT,0
2014,Y10T14,M,ES01053,PT,0
2016,Y10T14,M,ES48021,PT,0
2022,Y10T14,M,ES48021,PT,0
2014,Y10T14,M,ES48021,PT,0
2015,Y10T14,M,ES48021,PT,0
