Year,Series,Territorio,Comarca,Municipio,Units,GeoCode,Value
2018,AG_LND_FRST,,,ES20002,PT,ES20002,62.3
2022,AG_LND_FRST,,,ES20002,PT,ES20002,62.2
2020,AG_LND_FRST,,,ES20002,PT,ES20002,62.2
2021,AG_LND_FRST,,,ES01051,PT,ES01051,20.4
2022,AG_LND_FRST,,,ES01051,PT,ES01051,20.4
2020,AG_LND_FRST,,,ES01051,PT,ES01051,20.4
2018,AG_LND_FRST,,,ES01051,PT,ES01051,20.4
2016,AG_LND_FRST,,,ES01051,PT,ES01051,20.4
2010,AG_LND_FRST,,,ES01051,PT,ES01051,19.8
2019,AG_LND_FRST,,,ES01051,PT,ES01051,20.4
2016,AG_LND_FRST,,,ES20016,PT,ES20016,51.4
2020,AG_LND_FRST,,,ES20016,PT,ES20016,51
2010,AG_LND_FRST,,,ES20016,PT,ES20016,51.6
2018,AG_LND_FRST,,,ES20016,PT,ES20016,50.3
2022,AG_LND_FRST,,,ES20016,PT,ES20016,51
2019,AG_LND_FRST,,,ES20016,PT,ES20016,50.9
2021,AG_LND_FRST,,,ES20016,PT,ES20016,51
2016,AG_LND_FRST,,,ES20003,PT,ES20003,36.3
2018,AG_LND_FRST,,,ES20003,PT,ES20003,33.4
2021,AG_LND_FRST,,,ES20003,PT,ES20003,34.3
2010,AG_LND_FRST,,,ES20003,PT,ES20003,37.8
2019,AG_LND_FRST,,,ES20003,PT,ES20003,34.1
2022,AG_LND_FRST,,,ES20003,PT,ES20003,34.3
2020,AG_LND_FRST,,,ES20003,PT,ES20003,34.1
2022,AG_LND_FRST,,,ES48911,PT,ES48911,55
2010,AG_LND_FRST,,,ES48911,PT,ES48911,53.7
2020,AG_LND_FRST,,,ES48911,PT,ES48911,54.9
2021,AG_LND_FRST,,,ES48911,PT,ES48911,54.9
2019,AG_LND_FRST,,,ES48911,PT,ES48911,54.7
2018,AG_LND_FRST,,,ES48911,PT,ES48911,54.5
2016,AG_LND_FRST,,,ES48911,PT,ES48911,57.1
2020,AG_LND_FRST,,,ES20004,PT,ES20004,64.4
2021,AG_LND_FRST,,,ES20004,PT,ES20004,64.4
2019,AG_LND_FRST,,,ES20004,PT,ES20004,64
2018,AG_LND_FRST,,,ES20004,PT,ES20004,63.9
2010,AG_LND_FRST,,,ES20004,PT,ES20004,68.9
2016,AG_LND_FRST,,,ES20004,PT,ES20004,65.3
2022,AG_LND_FRST,,,ES20004,PT,ES20004,64.6
2018,AG_LND_FRST,,,ES20005,PT,ES20005,68.8
2021,AG_LND_FRST,,,ES20005,PT,ES20005,69.4
2019,AG_LND_FRST,,,ES20005,PT,ES20005,69.4
2010,AG_LND_FRST,,,ES20005,PT,ES20005,72.6
2022,AG_LND_FRST,,,ES20005,PT,ES20005,69.4
2016,AG_LND_FRST,,,ES20005,PT,ES20005,71.2
2020,AG_LND_FRST,,,ES20005,PT,ES20005,69.4
2018,AG_LND_FRST,,,ES01001,PT,ES01001,32.9
2022,AG_LND_FRST,,,ES01001,PT,ES01001,32.9
2016,AG_LND_FRST,,,ES01001,PT,ES01001,32.9
2010,AG_LND_FRST,,,ES01001,PT,ES01001,33.6
2019,AG_LND_FRST,,,ES01001,PT,ES01001,32.9
2021,AG_LND_FRST,,,ES01001,PT,ES01001,32.9
2020,AG_LND_FRST,,,ES01001,PT,ES01001,32.9
2016,AG_LND_FRST,,,ES20006,PT,ES20006,68.9
2020,AG_LND_FRST,,,ES20006,PT,ES20006,68
2022,AG_LND_FRST,,,ES20006,PT,ES20006,67.9
2018,AG_LND_FRST,,,ES20006,PT,ES20006,68
2021,AG_LND_FRST,,,ES20006,PT,ES20006,68
2019,AG_LND_FRST,,,ES20006,PT,ES20006,68.1
2010,AG_LND_FRST,,,ES20006,PT,ES20006,70.4
2021,AG_LND_FRST,,,ES48912,PT,ES48912,54.5
2020,AG_LND_FRST,,,ES48912,PT,ES48912,54.6
2022,AG_LND_FRST,,,ES48912,PT,ES48912,54.5
2010,AG_LND_FRST,,,ES48912,PT,ES48912,47.6
2019,AG_LND_FRST,,,ES48912,PT,ES48912,52.1
2018,AG_LND_FRST,,,ES48912,PT,ES48912,52.4
2016,AG_LND_FRST,,,ES48912,PT,ES48912,51.5
2020,AG_LND_FRST,,,ES20906,PT,ES20906,61.1
2022,AG_LND_FRST,,,ES20906,PT,ES20906,61.8
2021,AG_LND_FRST,,,ES20906,PT,ES20906,61.8
2018,AG_LND_FRST,,,ES20906,PT,ES20906,61.1
2016,AG_LND_FRST,,,ES20906,PT,ES20906,62.6
2010,AG_LND_FRST,,,ES20906,PT,ES20906,60.4
2019,AG_LND_FRST,,,ES20906,PT,ES20906,61.1
2016,AG_LND_FRST,,,ES20007,PT,ES20007,68.7
2021,AG_LND_FRST,,,ES20007,PT,ES20007,65.7
2010,AG_LND_FRST,,,ES20007,PT,ES20007,69.1
2020,AG_LND_FRST,,,ES20007,PT,ES20007,65.6
2018,AG_LND_FRST,,,ES20007,PT,ES20007,65.2
2019,AG_LND_FRST,,,ES20007,PT,ES20007,65.6
2022,AG_LND_FRST,,,ES20007,PT,ES20007,65.8
2020,AG_LND_FRST,,,ES20008,PT,ES20008,61.1
2018,AG_LND_FRST,,,ES20008,PT,ES20008,60.7
2010,AG_LND_FRST,,,ES20008,PT,ES20008,62.9
2021,AG_LND_FRST,,,ES20008,PT,ES20008,61
2016,AG_LND_FRST,,,ES20008,PT,ES20008,62.8
2022,AG_LND_FRST,,,ES20008,PT,ES20008,61.4
2019,AG_LND_FRST,,,ES20008,PT,ES20008,61.1
2018,AG_LND_FRST,,,ES48003,PT,ES48003,61.8
2019,AG_LND_FRST,,,ES48003,PT,ES48003,61.8
2021,AG_LND_FRST,,,ES48003,PT,ES48003,62.8
2020,AG_LND_FRST,,,ES48003,PT,ES48003,62.3
2022,AG_LND_FRST,,,ES48003,PT,ES48003,62.8
2016,AG_LND_FRST,,,ES48003,PT,ES48003,63.7
2010,AG_LND_FRST,,,ES48003,PT,ES48003,64.4
2018,AG_LND_FRST,,,ES48004,PT,ES48004,82.3
2022,AG_LND_FRST,,,ES48004,PT,ES48004,83.6
2019,AG_LND_FRST,,,ES48004,PT,ES48004,82.2
2020,AG_LND_FRST,,,ES48004,PT,ES48004,82.8
2016,AG_LND_FRST,,,ES48004,PT,ES48004,82.9
2010,AG_LND_FRST,,,ES48004,PT,ES48004,83.3
2021,AG_LND_FRST,,,ES48004,PT,ES48004,83.6
2020,AG_LND_FRST,,,ES01002,PT,ES01002,59
2010,AG_LND_FRST,,,ES01002,PT,ES01002,57.8
2021,AG_LND_FRST,,,ES01002,PT,ES01002,59
2016,AG_LND_FRST,,,ES01002,PT,ES01002,58
2018,AG_LND_FRST,,,ES01002,PT,ES01002,58
2022,AG_LND_FRST,,,ES01002,PT,ES01002,59.1
2019,AG_LND_FRST,,,ES01002,PT,ES01002,58.4
2019,AG_LND_FRST,,,ES20009,PT,ES20009,57
2018,AG_LND_FRST,,,ES20009,PT,ES20009,57
2010,AG_LND_FRST,,,ES20009,PT,ES20009,57.5
2016,AG_LND_FRST,,,ES20009,PT,ES20009,58
2021,AG_LND_FRST,,,ES20009,PT,ES20009,57.4
2020,AG_LND_FRST,,,ES20009,PT,ES20009,57
2022,AG_LND_FRST,,,ES20009,PT,ES20009,57.4
2020,AG_LND_FRST,,,ES20010,PT,ES20010,50.5
2021,AG_LND_FRST,,,ES20010,PT,ES20010,50.5
2010,AG_LND_FRST,,,ES20010,PT,ES20010,53.7
2019,AG_LND_FRST,,,ES20010,PT,ES20010,50.5
2018,AG_LND_FRST,,,ES20010,PT,ES20010,50.5
2022,AG_LND_FRST,,,ES20010,PT,ES20010,50.5
2016,AG_LND_FRST,,,ES20010,PT,ES20010,52
2020,AG_LND_FRST,,,ES20011,PT,ES20011,75
2021,AG_LND_FRST,,,ES20011,PT,ES20011,75.1
2010,AG_LND_FRST,,,ES20011,PT,ES20011,80.6
2022,AG_LND_FRST,,,ES20011,PT,ES20011,75.1
2016,AG_LND_FRST,,,ES20011,PT,ES20011,77.7
2018,AG_LND_FRST,,,ES20011,PT,ES20011,75
2019,AG_LND_FRST,,,ES20011,PT,ES20011,75
2019,AG_LND_FRST,,,ES01049,PT,ES01049,46.2
2016,AG_LND_FRST,,,ES01049,PT,ES01049,45.7
2020,AG_LND_FRST,,,ES01049,PT,ES01049,46.2
2021,AG_LND_FRST,,,ES01049,PT,ES01049,46.2
2022,AG_LND_FRST,,,ES01049,PT,ES01049,46.3
2010,AG_LND_FRST,,,ES01049,PT,ES01049,43.2
2018,AG_LND_FRST,,,ES01049,PT,ES01049,45.7
2020,AG_LND_FRST,,,ES48005,PT,ES48005,74.9
2021,AG_LND_FRST,,,ES48005,PT,ES48005,74.9
2010,AG_LND_FRST,,,ES48005,PT,ES48005,79.6
2018,AG_LND_FRST,,,ES48005,PT,ES48005,74.9
2016,AG_LND_FRST,,,ES48005,PT,ES48005,75.8
2019,AG_LND_FRST,,,ES48005,PT,ES48005,74.9
2022,AG_LND_FRST,,,ES48005,PT,ES48005,75
2021,AG_LND_FRST,,,ES20012,PT,ES20012,51.4
2016,AG_LND_FRST,,,ES20012,PT,ES20012,54.7
2022,AG_LND_FRST,,,ES20012,PT,ES20012,51.5
2020,AG_LND_FRST,,,ES20012,PT,ES20012,51.4
2018,AG_LND_FRST,,,ES20012,PT,ES20012,51.3
2019,AG_LND_FRST,,,ES20012,PT,ES20012,51.4
2010,AG_LND_FRST,,,ES20012,PT,ES20012,60
2021,AG_LND_FRST,,,ES01003,PT,ES01003,78.8
2010,AG_LND_FRST,,,ES01003,PT,ES01003,77.7
2022,AG_LND_FRST,,,ES01003,PT,ES01003,78.9
2019,AG_LND_FRST,,,ES01003,PT,ES01003,78.6
2020,AG_LND_FRST,,,ES01003,PT,ES01003,78.7
2016,AG_LND_FRST,,,ES01003,PT,ES01003,78.9
2018,AG_LND_FRST,,,ES01003,PT,ES01003,78.5
2020,AG_LND_FRST,,,ES48006,PT,ES48006,60.6
2019,AG_LND_FRST,,,ES48006,PT,ES48006,60.6
2022,AG_LND_FRST,,,ES48006,PT,ES48006,61
2021,AG_LND_FRST,,,ES48006,PT,ES48006,61
2010,AG_LND_FRST,,,ES48006,PT,ES48006,64.2
2018,AG_LND_FRST,,,ES48006,PT,ES48006,58.3
2016,AG_LND_FRST,,,ES48006,PT,ES48006,59.9
2022,AG_LND_FRST,,,ES48093,PT,ES48093,86.3
2019,AG_LND_FRST,,,ES48093,PT,ES48093,83.6
2018,AG_LND_FRST,,,ES48093,PT,ES48093,83.2
2021,AG_LND_FRST,,,ES48093,PT,ES48093,86.3
2020,AG_LND_FRST,,,ES48093,PT,ES48093,85.4
2016,AG_LND_FRST,,,ES48093,PT,ES48093,86.2
2010,AG_LND_FRST,,,ES48093,PT,ES48093,89.6
2021,AG_LND_FRST,,,ES20013,PT,ES20013,55.6
2016,AG_LND_FRST,,,ES20013,PT,ES20013,55.8
2018,AG_LND_FRST,,,ES20013,PT,ES20013,54.8
2022,AG_LND_FRST,,,ES20013,PT,ES20013,55.6
2010,AG_LND_FRST,,,ES20013,PT,ES20013,51.2
2020,AG_LND_FRST,,,ES20013,PT,ES20013,55.6
2019,AG_LND_FRST,,,ES20013,PT,ES20013,55.5
2019,AG_LND_FRST,,,ES01006,PT,ES01006,6.6
2020,AG_LND_FRST,,,ES01006,PT,ES01006,6.6
2016,AG_LND_FRST,,,ES01006,PT,ES01006,6.6
2010,AG_LND_FRST,,,ES01006,PT,ES01006,8.4
2018,AG_LND_FRST,,,ES01006,PT,ES01006,6.6
2021,AG_LND_FRST,,,ES01006,PT,ES01006,6.6
2022,AG_LND_FRST,,,ES01006,PT,ES01006,6.6
2018,AG_LND_FRST,,,ES01037,PT,ES01037,62.1
2019,AG_LND_FRST,,,ES01037,PT,ES01037,62.1
2020,AG_LND_FRST,,,ES01037,PT,ES01037,62.5
2022,AG_LND_FRST,,,ES01037,PT,ES01037,62.6
2016,AG_LND_FRST,,,ES01037,PT,ES01037,62.1
2010,AG_LND_FRST,,,ES01037,PT,ES01037,61.8
2021,AG_LND_FRST,,,ES01037,PT,ES01037,62.6
2021,AG_LND_FRST,,,ES48009,PT,ES48009,73.4
2019,AG_LND_FRST,,,ES48009,PT,ES48009,72.5
2018,AG_LND_FRST,,,ES48009,PT,ES48009,72.6
2022,AG_LND_FRST,,,ES48009,PT,ES48009,73.6
2020,AG_LND_FRST,,,ES48009,PT,ES48009,73
2010,AG_LND_FRST,,,ES48009,PT,ES48009,73.4
2016,AG_LND_FRST,,,ES48009,PT,ES48009,73.3
2018,AG_LND_FRST,,,ES20055,PT,ES20055,63.5
2020,AG_LND_FRST,,,ES20055,PT,ES20055,64
2021,AG_LND_FRST,,,ES20055,PT,ES20055,64
2016,AG_LND_FRST,,,ES20055,PT,ES20055,65.5
2010,AG_LND_FRST,,,ES20055,PT,ES20055,64.6
2022,AG_LND_FRST,,,ES20055,PT,ES20055,64
2019,AG_LND_FRST,,,ES20055,PT,ES20055,64
2016,AG_LND_FRST,,,ES48914,PT,ES48914,71.1
2021,AG_LND_FRST,,,ES48914,PT,ES48914,72.1
2018,AG_LND_FRST,,,ES48914,PT,ES48914,70.9
2020,AG_LND_FRST,,,ES48914,PT,ES48914,72.1
2019,AG_LND_FRST,,,ES48914,PT,ES48914,71.8
2022,AG_LND_FRST,,,ES48914,PT,ES48914,72.1
2010,AG_LND_FRST,,,ES48914,PT,ES48914,70.9
2021,AG_LND_FRST,,,ES01008,PT,ES01008,29.2
2022,AG_LND_FRST,,,ES01008,PT,ES01008,29.2
2016,AG_LND_FRST,,,ES01008,PT,ES01008,28.7
2019,AG_LND_FRST,,,ES01008,PT,ES01008,29.2
2018,AG_LND_FRST,,,ES01008,PT,ES01008,28.6
2020,AG_LND_FRST,,,ES01008,PT,ES01008,29.2
2010,AG_LND_FRST,,,ES01008,PT,ES01008,28.7
2020,AG_LND_FRST,,,ES48010,PT,ES48010,65.2
2021,AG_LND_FRST,,,ES48010,PT,ES48010,65.2
2018,AG_LND_FRST,,,ES48010,PT,ES48010,65.1
2022,AG_LND_FRST,,,ES48010,PT,ES48010,65.3
2010,AG_LND_FRST,,,ES48010,PT,ES48010,64.7
2019,AG_LND_FRST,,,ES48010,PT,ES48010,65.1
2016,AG_LND_FRST,,,ES48010,PT,ES48010,66.3
2022,AG_LND_FRST,,,ES48011,PT,ES48011,61.4
2016,AG_LND_FRST,,,ES48011,PT,ES48011,61
2018,AG_LND_FRST,,,ES48011,PT,ES48011,60.5
2010,AG_LND_FRST,,,ES48011,PT,ES48011,61.4
2021,AG_LND_FRST,,,ES48011,PT,ES48011,61.4
2020,AG_LND_FRST,,,ES48011,PT,ES48011,61.3
2019,AG_LND_FRST,,,ES48011,PT,ES48011,60.5
2018,AG_LND_FRST,,,ES48023,PT,ES48023,70.5
2010,AG_LND_FRST,,,ES48023,PT,ES48023,74.4
2022,AG_LND_FRST,,,ES48023,PT,ES48023,74.4
2019,AG_LND_FRST,,,ES48023,PT,ES48023,73
2016,AG_LND_FRST,,,ES48023,PT,ES48023,74.3
2020,AG_LND_FRST,,,ES48023,PT,ES48023,74
2021,AG_LND_FRST,,,ES48023,PT,ES48023,74.2
2019,AG_LND_FRST,,,ES48008,PT,ES48008,59.3
2022,AG_LND_FRST,,,ES48008,PT,ES48008,60
2016,AG_LND_FRST,,,ES48008,PT,ES48008,60.1
2010,AG_LND_FRST,,,ES48008,PT,ES48008,60
2021,AG_LND_FRST,,,ES48008,PT,ES48008,60.1
2020,AG_LND_FRST,,,ES48008,PT,ES48008,59.8
2018,AG_LND_FRST,,,ES48008,PT,ES48008,59.1
2010,AG_LND_FRST,,,ES01004,PT,ES01004,57.3
2018,AG_LND_FRST,,,ES01004,PT,ES01004,58.5
2022,AG_LND_FRST,,,ES01004,PT,ES01004,57.2
2021,AG_LND_FRST,,,ES01004,PT,ES01004,56.9
2020,AG_LND_FRST,,,ES01004,PT,ES01004,56.9
2019,AG_LND_FRST,,,ES01004,PT,ES01004,58.1
2016,AG_LND_FRST,,,ES01004,PT,ES01004,57.3
2020,AG_LND_FRST,,,ES01009,PT,ES01009,52.4
2010,AG_LND_FRST,,,ES01009,PT,ES01009,53.4
2016,AG_LND_FRST,,,ES01009,PT,ES01009,52.4
2018,AG_LND_FRST,,,ES01009,PT,ES01009,52.4
2019,AG_LND_FRST,,,ES01009,PT,ES01009,52.4
2021,AG_LND_FRST,,,ES01009,PT,ES01009,52.4
2022,AG_LND_FRST,,,ES01009,PT,ES01009,52.4
2022,AG_LND_FRST,,,ES20014,PT,ES20014,43.9
2018,AG_LND_FRST,,,ES20014,PT,ES20014,43.7
2019,AG_LND_FRST,,,ES20014,PT,ES20014,43.8
2010,AG_LND_FRST,,,ES20014,PT,ES20014,44.2
2016,AG_LND_FRST,,,ES20014,PT,ES20014,44.9
2021,AG_LND_FRST,,,ES20014,PT,ES20014,43.9
2020,AG_LND_FRST,,,ES20014,PT,ES20014,43.8
2010,AG_LND_FRST,,,ES20903,PT,ES20903,42.7
2018,AG_LND_FRST,,,ES20903,PT,ES20903,41.8
2019,AG_LND_FRST,,,ES20903,PT,ES20903,42.3
2022,AG_LND_FRST,,,ES20903,PT,ES20903,42
2021,AG_LND_FRST,,,ES20903,PT,ES20903,42.1
2020,AG_LND_FRST,,,ES20903,PT,ES20903,42.1
2016,AG_LND_FRST,,,ES20903,PT,ES20903,42.4
2019,AG_LND_FRST,,,ES20015,PT,ES20015,82.5
2020,AG_LND_FRST,,,ES20015,PT,ES20015,82.5
2018,AG_LND_FRST,,,ES20015,PT,ES20015,82.3
2010,AG_LND_FRST,,,ES20015,PT,ES20015,82
2021,AG_LND_FRST,,,ES20015,PT,ES20015,82.5
2016,AG_LND_FRST,,,ES20015,PT,ES20015,82.5
2022,AG_LND_FRST,,,ES20015,PT,ES20015,82.6
2010,AG_LND_FRST,,,ES48091,PT,ES48091,66
2016,AG_LND_FRST,,,ES48091,PT,ES48091,63.2
2022,AG_LND_FRST,,,ES48091,PT,ES48091,62.7
2020,AG_LND_FRST,,,ES48091,PT,ES48091,62.7
2019,AG_LND_FRST,,,ES48091,PT,ES48091,62.4
2018,AG_LND_FRST,,,ES48091,PT,ES48091,62.3
2021,AG_LND_FRST,,,ES48091,PT,ES48091,62.7
2022,AG_LND_FRST,,,ES48070,PT,ES48070,79.1
2018,AG_LND_FRST,,,ES48070,PT,ES48070,78.2
2021,AG_LND_FRST,,,ES48070,PT,ES48070,79.1
2020,AG_LND_FRST,,,ES48070,PT,ES48070,78.7
2010,AG_LND_FRST,,,ES48070,PT,ES48070,80.5
2019,AG_LND_FRST,,,ES48070,PT,ES48070,78.5
2016,AG_LND_FRST,,,ES48070,PT,ES48070,79.2
2021,AG_LND_FRST,,,ES01010,PT,ES01010,53.5
2010,AG_LND_FRST,,,ES01010,PT,ES01010,52.9
2018,AG_LND_FRST,,,ES01010,PT,ES01010,53.7
2022,AG_LND_FRST,,,ES01010,PT,ES01010,53.9
2019,AG_LND_FRST,,,ES01010,PT,ES01010,53.5
2020,AG_LND_FRST,,,ES01010,PT,ES01010,53.5
2016,AG_LND_FRST,,,ES01010,PT,ES01010,53.7
2018,AG_LND_FRST,,,ES20017,PT,ES20017,66.4
2022,AG_LND_FRST,,,ES20017,PT,ES20017,66.7
2020,AG_LND_FRST,,,ES20017,PT,ES20017,66.6
2021,AG_LND_FRST,,,ES20017,PT,ES20017,66.6
2016,AG_LND_FRST,,,ES20017,PT,ES20017,68.8
2010,AG_LND_FRST,,,ES20017,PT,ES20017,66.7
2019,AG_LND_FRST,,,ES20017,PT,ES20017,66.5
2021,AG_LND_FRST,,,ES20018,PT,ES20018,62.7
2022,AG_LND_FRST,,,ES20018,PT,ES20018,62.7
2020,AG_LND_FRST,,,ES20018,PT,ES20018,62.5
2018,AG_LND_FRST,,,ES20018,PT,ES20018,62
2016,AG_LND_FRST,,,ES20018,PT,ES20018,64
2019,AG_LND_FRST,,,ES20018,PT,ES20018,62.3
2010,AG_LND_FRST,,,ES20018,PT,ES20018,64.4
2010,AG_LND_FRST,,,ES48012,PT,ES48012,64.3
2022,AG_LND_FRST,,,ES48012,PT,ES48012,67
2016,AG_LND_FRST,,,ES48012,PT,ES48012,67
2020,AG_LND_FRST,,,ES48012,PT,ES48012,67
2018,AG_LND_FRST,,,ES48012,PT,ES48012,66.9
2021,AG_LND_FRST,,,ES48012,PT,ES48012,67
2019,AG_LND_FRST,,,ES48012,PT,ES48012,66.9
2019,AG_LND_FRST,,,ES20904,PT,ES20904,51.6
2021,AG_LND_FRST,,,ES20904,PT,ES20904,52.4
2016,AG_LND_FRST,,,ES20904,PT,ES20904,54.9
2010,AG_LND_FRST,,,ES20904,PT,ES20904,58.5
2020,AG_LND_FRST,,,ES20904,PT,ES20904,51.6
2018,AG_LND_FRST,,,ES20904,PT,ES20904,51.6
2022,AG_LND_FRST,,,ES20904,PT,ES20904,52.6
2019,AG_LND_FRST,,,ES48090,PT,ES48090,78.4
2010,AG_LND_FRST,,,ES48090,PT,ES48090,80.8
2021,AG_LND_FRST,,,ES48090,PT,ES48090,79
2022,AG_LND_FRST,,,ES48090,PT,ES48090,79.1
2016,AG_LND_FRST,,,ES48090,PT,ES48090,80.2
2018,AG_LND_FRST,,,ES48090,PT,ES48090,78.5
2020,AG_LND_FRST,,,ES48090,PT,ES48090,78.9
2010,AG_LND_FRST,,,ES01011,PT,ES01011,8.3
2016,AG_LND_FRST,,,ES01011,PT,ES01011,9.5
2021,AG_LND_FRST,,,ES01011,PT,ES01011,9.5
2020,AG_LND_FRST,,,ES01011,PT,ES01011,9.5
2022,AG_LND_FRST,,,ES01011,PT,ES01011,9.5
2018,AG_LND_FRST,,,ES01011,PT,ES01011,9.5
2019,AG_LND_FRST,,,ES01011,PT,ES01011,9.5
2021,AG_LND_FRST,,,ES48013,PT,ES48013,35.2
2020,AG_LND_FRST,,,ES48013,PT,ES48013,35.2
2018,AG_LND_FRST,,,ES48013,PT,ES48013,33.5
2019,AG_LND_FRST,,,ES48013,PT,ES48013,35.4
2016,AG_LND_FRST,,,ES48013,PT,ES48013,33.5
2022,AG_LND_FRST,,,ES48013,PT,ES48013,35.2
2010,AG_LND_FRST,,,ES48013,PT,ES48013,34.6
2016,AG_LND_FRST,,,ES48014,PT,ES48014,26.2
2018,AG_LND_FRST,,,ES48014,PT,ES48014,26.2
2022,AG_LND_FRST,,,ES48014,PT,ES48014,31.4
2020,AG_LND_FRST,,,ES48014,PT,ES48014,30.9
2019,AG_LND_FRST,,,ES48014,PT,ES48014,28.1
2021,AG_LND_FRST,,,ES48014,PT,ES48014,31.4
2010,AG_LND_FRST,,,ES48014,PT,ES48014,25.1
2022,AG_LND_FRST,,,ES01013,PT,ES01013,42.6
2019,AG_LND_FRST,,,ES01013,PT,ES01013,42.6
2021,AG_LND_FRST,,,ES01013,PT,ES01013,42.6
2018,AG_LND_FRST,,,ES01013,PT,ES01013,41.8
2016,AG_LND_FRST,,,ES01013,PT,ES01013,41.8
2020,AG_LND_FRST,,,ES01013,PT,ES01013,42.6
2010,AG_LND_FRST,,,ES01013,PT,ES01013,41.7
2021,AG_LND_FRST,,,ES48015,PT,ES48015,12.7
2010,AG_LND_FRST,,,ES48015,PT,ES48015,11.4
2022,AG_LND_FRST,,,ES48015,PT,ES48015,12.7
2020,AG_LND_FRST,,,ES48015,PT,ES48015,12.7
2018,AG_LND_FRST,,,ES48015,PT,ES48015,11.5
2019,AG_LND_FRST,,,ES48015,PT,ES48015,12.7
2016,AG_LND_FRST,,,ES48015,PT,ES48015,11.5
2016,AG_LND_FRST,,,ES20019,PT,ES20019,72.9
2019,AG_LND_FRST,,,ES20019,PT,ES20019,71.1
2021,AG_LND_FRST,,,ES20019,PT,ES20019,71.5
2018,AG_LND_FRST,,,ES20019,PT,ES20019,71.2
2010,AG_LND_FRST,,,ES20019,PT,ES20019,73.8
2020,AG_LND_FRST,,,ES20019,PT,ES20019,71.1
2022,AG_LND_FRST,,,ES20019,PT,ES20019,71.7
2019,AG_LND_FRST,,,ES48092,PT,ES48092,77.1
2020,AG_LND_FRST,,,ES48092,PT,ES48092,77.7
2022,AG_LND_FRST,,,ES48092,PT,ES48092,77.8
2021,AG_LND_FRST,,,ES48092,PT,ES48092,77.8
2016,AG_LND_FRST,,,ES48092,PT,ES48092,81.2
2018,AG_LND_FRST,,,ES48092,PT,ES48092,77.1
2010,AG_LND_FRST,,,ES48092,PT,ES48092,80.8
2019,AG_LND_FRST,,,ES20020,PT,ES20020,73.3
2022,AG_LND_FRST,,,ES20020,PT,ES20020,73.4
2018,AG_LND_FRST,,,ES20020,PT,ES20020,73.3
2016,AG_LND_FRST,,,ES20020,PT,ES20020,74.3
2020,AG_LND_FRST,,,ES20020,PT,ES20020,73.3
2010,AG_LND_FRST,,,ES20020,PT,ES20020,71.7
2021,AG_LND_FRST,,,ES20020,PT,ES20020,73.3
2021,AG_LND_FRST,,,ES20021,PT,ES20021,56.4
2022,AG_LND_FRST,,,ES20021,PT,ES20021,56.3
2019,AG_LND_FRST,,,ES20021,PT,ES20021,56.4
2016,AG_LND_FRST,,,ES20021,PT,ES20021,56.9
2010,AG_LND_FRST,,,ES20021,PT,ES20021,60.9
2020,AG_LND_FRST,,,ES20021,PT,ES20021,56.4
2018,AG_LND_FRST,,,ES20021,PT,ES20021,56.3
2019,AG_LND_FRST,,,ES48016,PT,ES48016,37.6
2020,AG_LND_FRST,,,ES48016,PT,ES48016,38
2022,AG_LND_FRST,,,ES48016,PT,ES48016,38.6
2018,AG_LND_FRST,,,ES48016,PT,ES48016,35.2
2016,AG_LND_FRST,,,ES48016,PT,ES48016,35.3
2010,AG_LND_FRST,,,ES48016,PT,ES48016,34.9
