Year,Series,Sexo,Renta,Territorio,Comarca,Municipio,Units,GeoCode,Value
2015,EU_INCOME_AVG,,INCOME_TOT,,,,EUR,,19968
2013,EU_INCOME_AVG,,INCOME_TOT,,,,EUR,,19319
2009,EU_INCOME_AVG,,INCOME_TOT,,,,EUR,,19631
2016,EU_INCOME_AVG,,INCOME_TOT,,,,EUR,,20295
2020,EU_INCOME_AVG,,INCOME_TOT,,,,EUR,,22343
2018,EU_INCOME_AVG,,INCOME_TOT,,,,EUR,,21458
2014,EU_INCOME_AVG,,INCOME_TOT,,,,EUR,,19379
2019,EU_INCOME_AVG,,INCOME_TOT,,,,EUR,,22548
2017,EU_INCOME_AVG,,INCOME_TOT,,,,EUR,,21083
2021,EU_INCOME_AVG,,INCOME_TOT,,,,EUR,,23313
2011,EU_INCOME_AVG,,INCOME_TOT,,,,EUR,,19715
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48001,EUR,ES48001,20364
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48001,EUR,ES48001,23350
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48001,EUR,ES48001,20907
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48001,EUR,ES48001,19440
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48001,EUR,ES48001,21468
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48001,EUR,ES48001,19111
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48001,EUR,ES48001,19690
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48001,EUR,ES48001,21429
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48001,EUR,ES48001,22782
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48001,EUR,ES48001,19133
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48001,EUR,ES48001,22558
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20001,EUR,ES20001,24382
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20001,EUR,ES20001,31985
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20001,EUR,ES20001,20451
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20001,EUR,ES20001,23782
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20001,EUR,ES20001,25290
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20001,EUR,ES20001,21723
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20001,EUR,ES20001,25319
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20001,EUR,ES20001,19835
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20001,EUR,ES20001,20460
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20001,EUR,ES20001,21637
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20001,EUR,ES20001,34346
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48002,EUR,ES48002,19493
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48002,EUR,ES48002,17514
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48002,EUR,ES48002,16727
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48002,EUR,ES48002,16916
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48002,EUR,ES48002,20371
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48002,EUR,ES48002,18586
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48002,EUR,ES48002,19637
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48002,EUR,ES48002,17978
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48002,EUR,ES48002,17186
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48002,EUR,ES48002,17109
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48002,EUR,ES48002,16599
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20002,EUR,ES20002,20580
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20002,EUR,ES20002,22596
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20002,EUR,ES20002,25744
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20002,EUR,ES20002,27058
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20002,EUR,ES20002,25526
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20002,EUR,ES20002,21538
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20002,EUR,ES20002,21585
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20002,EUR,ES20002,22624
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20002,EUR,ES20002,21279
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20002,EUR,ES20002,26051
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20002,EUR,ES20002,25457
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES01051,EUR,ES01051,17508
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES01051,EUR,ES01051,18324
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES01051,EUR,ES01051,19354
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES01051,EUR,ES01051,18355
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES01051,EUR,ES01051,17689
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES01051,EUR,ES01051,16969
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES01051,EUR,ES01051,17966
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES01051,EUR,ES01051,17519
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES01051,EUR,ES01051,19701
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES01051,EUR,ES01051,16969
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES01051,EUR,ES01051,19590
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20016,EUR,ES20016,18886
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20016,EUR,ES20016,18209
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20016,EUR,ES20016,18226
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20016,EUR,ES20016,22314
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20016,EUR,ES20016,20524
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20016,EUR,ES20016,21367
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20016,EUR,ES20016,20387
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20016,EUR,ES20016,19844
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20016,EUR,ES20016,17876
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20016,EUR,ES20016,18293
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20016,EUR,ES20016,22975
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20003,EUR,ES20003,20093
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20003,EUR,ES20003,17216
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20003,EUR,ES20003,18723
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20003,EUR,ES20003,21021
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20003,EUR,ES20003,20430
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20003,EUR,ES20003,19607
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20003,EUR,ES20003,17957
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20003,EUR,ES20003,22932
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20003,EUR,ES20003,21318
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20003,EUR,ES20003,22777
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20003,EUR,ES20003,22277
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48911,EUR,ES48911,24883
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48911,EUR,ES48911,23299
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48911,EUR,ES48911,22278
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48911,EUR,ES48911,20486
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48911,EUR,ES48911,25075
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48911,EUR,ES48911,25017
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48911,EUR,ES48911,25837
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48911,EUR,ES48911,23604
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48911,EUR,ES48911,22470
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48911,EUR,ES48911,23857
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48911,EUR,ES48911,22358
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20004,EUR,ES20004,23047
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20004,EUR,ES20004,21531
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20004,EUR,ES20004,24053
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20004,EUR,ES20004,21543
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20004,EUR,ES20004,26754
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20004,EUR,ES20004,24887
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20004,EUR,ES20004,21837
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20004,EUR,ES20004,25471
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20004,EUR,ES20004,21670
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20004,EUR,ES20004,24548
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20004,EUR,ES20004,22338
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20005,EUR,ES20005,20191
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20005,EUR,ES20005,17408
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20005,EUR,ES20005,20021
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20005,EUR,ES20005,17586
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20005,EUR,ES20005,21086
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20005,EUR,ES20005,21456
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20005,EUR,ES20005,18185
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20005,EUR,ES20005,17846
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20005,EUR,ES20005,18664
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20005,EUR,ES20005,18532
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20005,EUR,ES20005,19936
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES01001,EUR,ES01001,19743
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES01001,EUR,ES01001,22064
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES01001,EUR,ES01001,21043
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES01001,EUR,ES01001,20537
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES01001,EUR,ES01001,20228
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES01001,EUR,ES01001,22275
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES01001,EUR,ES01001,20843
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES01001,EUR,ES01001,21459
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES01001,EUR,ES01001,21047
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES01001,EUR,ES01001,20976
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES01001,EUR,ES01001,20837
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20006,EUR,ES20006,23107
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20006,EUR,ES20006,19064
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20006,EUR,ES20006,23176
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20006,EUR,ES20006,21764
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20006,EUR,ES20006,21566
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20006,EUR,ES20006,19380
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20006,EUR,ES20006,22476
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20006,EUR,ES20006,20020
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20006,EUR,ES20006,21694
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20006,EUR,ES20006,20277
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20006,EUR,ES20006,23665
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48912,EUR,ES48912,16746
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48912,EUR,ES48912,16368
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48912,EUR,ES48912,17294
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48912,EUR,ES48912,17141
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48912,EUR,ES48912,18576
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48912,EUR,ES48912,16456
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48912,EUR,ES48912,15839
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48912,EUR,ES48912,19375
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48912,EUR,ES48912,16137
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48912,EUR,ES48912,18504
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48912,EUR,ES48912,16301
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20906,EUR,ES20906,23037
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20906,EUR,ES20906,21426
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20906,EUR,ES20906,21184
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20906,EUR,ES20906,22711
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20906,EUR,ES20906,22787
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20906,EUR,ES20906,21865
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20906,EUR,ES20906,20767
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20906,EUR,ES20906,21767
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20906,EUR,ES20906,19715
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20906,EUR,ES20906,20552
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20906,EUR,ES20906,20698
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20007,EUR,ES20007,23165
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20007,EUR,ES20007,20029
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20007,EUR,ES20007,25569
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20007,EUR,ES20007,25781
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20007,EUR,ES20007,20318
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20007,EUR,ES20007,21424
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20007,EUR,ES20007,26018
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20007,EUR,ES20007,21019
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20007,EUR,ES20007,23422
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20007,EUR,ES20007,20919
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20007,EUR,ES20007,20469
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20008,EUR,ES20008,19101
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20008,EUR,ES20008,20020
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20008,EUR,ES20008,24849
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20008,EUR,ES20008,19754
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20008,EUR,ES20008,23815
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20008,EUR,ES20008,22662
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20008,EUR,ES20008,21165
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20008,EUR,ES20008,19539
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20008,EUR,ES20008,26035
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20008,EUR,ES20008,23152
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20008,EUR,ES20008,18559
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48003,EUR,ES48003,19813
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48003,EUR,ES48003,22606
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48003,EUR,ES48003,20108
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48003,EUR,ES48003,19244
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48003,EUR,ES48003,21281
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48003,EUR,ES48003,19264
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48003,EUR,ES48003,20063
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48003,EUR,ES48003,22329
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48003,EUR,ES48003,19418
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48003,EUR,ES48003,23373
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48003,EUR,ES48003,21588
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48004,EUR,ES48004,18070
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48004,EUR,ES48004,18022
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48004,EUR,ES48004,20947
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48004,EUR,ES48004,18734
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48004,EUR,ES48004,21585
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48004,EUR,ES48004,19570
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48004,EUR,ES48004,20428
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48004,EUR,ES48004,20562
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48004,EUR,ES48004,22518
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48004,EUR,ES48004,19728
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48004,EUR,ES48004,19149
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES01002,EUR,ES01002,21819
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES01002,EUR,ES01002,21462
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES01002,EUR,ES01002,19368
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES01002,EUR,ES01002,20748
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES01002,EUR,ES01002,19735
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES01002,EUR,ES01002,18556
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES01002,EUR,ES01002,20283
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES01002,EUR,ES01002,19311
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES01002,EUR,ES01002,19241
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES01002,EUR,ES01002,19394
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES01002,EUR,ES01002,18951
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20009,EUR,ES20009,19266
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20009,EUR,ES20009,18381
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20009,EUR,ES20009,20959
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20009,EUR,ES20009,18146
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20009,EUR,ES20009,19955
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20009,EUR,ES20009,21416
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20009,EUR,ES20009,18113
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20009,EUR,ES20009,18348
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20009,EUR,ES20009,19644
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20009,EUR,ES20009,21747
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20009,EUR,ES20009,18741
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20010,EUR,ES20010,18642
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20010,EUR,ES20010,18362
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20010,EUR,ES20010,20009
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20010,EUR,ES20010,22736
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20010,EUR,ES20010,21598
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20010,EUR,ES20010,21891
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20010,EUR,ES20010,19054
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20010,EUR,ES20010,18771
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20010,EUR,ES20010,20857
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20010,EUR,ES20010,19379
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20010,EUR,ES20010,18440
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20011,EUR,ES20011,27158
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20011,EUR,ES20011,27629
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20011,EUR,ES20011,21863
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20011,EUR,ES20011,26402
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20011,EUR,ES20011,26209
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20011,EUR,ES20011,23880
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20011,EUR,ES20011,22174
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20011,EUR,ES20011,22106
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20011,EUR,ES20011,22297
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20011,EUR,ES20011,26374
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20011,EUR,ES20011,24507
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES01049,EUR,ES01049,17402
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES01049,EUR,ES01049,20319
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES01049,EUR,ES01049,17781
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES01049,EUR,ES01049,18693
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES01049,EUR,ES01049,14972
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES01049,EUR,ES01049,21415
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES01049,EUR,ES01049,16079
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES01049,EUR,ES01049,18082
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES01049,EUR,ES01049,17315
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES01049,EUR,ES01049,23465
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES01049,EUR,ES01049,16667
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48005,EUR,ES48005,18638
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48005,EUR,ES48005,22075
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48005,EUR,ES48005,22825
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48005,EUR,ES48005,21267
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48005,EUR,ES48005,24590
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48005,EUR,ES48005,24599
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48005,EUR,ES48005,24073
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48005,EUR,ES48005,20925
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48005,EUR,ES48005,23201
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48005,EUR,ES48005,23746
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48005,EUR,ES48005,22495
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20012,EUR,ES20012,27337
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20012,EUR,ES20012,27309
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20012,EUR,ES20012,26779
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20012,EUR,ES20012,29115
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20012,EUR,ES20012,26744
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20012,EUR,ES20012,30795
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20012,EUR,ES20012,22886
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20012,EUR,ES20012,26847
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20012,EUR,ES20012,28018
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20012,EUR,ES20012,25810
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20012,EUR,ES20012,23610
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES01003,EUR,ES01003,23349
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES01003,EUR,ES01003,22708
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES01003,EUR,ES01003,21107
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES01003,EUR,ES01003,21832
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES01003,EUR,ES01003,23976
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES01003,EUR,ES01003,23754
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES01003,EUR,ES01003,21567
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES01003,EUR,ES01003,23416
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES01003,EUR,ES01003,26138
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES01003,EUR,ES01003,23529
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES01003,EUR,ES01003,23924
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48006,EUR,ES48006,21557
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48006,EUR,ES48006,22824
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48006,EUR,ES48006,22859
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48006,EUR,ES48006,21951
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48006,EUR,ES48006,21771
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48006,EUR,ES48006,23313
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48006,EUR,ES48006,20891
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48006,EUR,ES48006,22492
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48006,EUR,ES48006,23656
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48006,EUR,ES48006,23587
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48006,EUR,ES48006,22993
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48093,EUR,ES48093,19488
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48093,EUR,ES48093,20909
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48093,EUR,ES48093,17359
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48093,EUR,ES48093,18668
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48093,EUR,ES48093,19948
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48093,EUR,ES48093,18856
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48093,EUR,ES48093,18161
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48093,EUR,ES48093,20930
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48093,EUR,ES48093,17780
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48093,EUR,ES48093,18189
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48093,EUR,ES48093,20017
