Year,Series,Sexo,Renta,Territorio,Comarca,Municipio,Units,GeoCode,Value
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20073,EUR,ES20073,24868
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01055,EUR,ES01055,17843
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01055,EUR,ES01055,18401
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01055,EUR,ES01055,17635
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01055,EUR,ES01055,20502
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01055,EUR,ES01055,17822
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01055,EUR,ES01055,18721
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01055,EUR,ES01055,17573
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01055,EUR,ES01055,19329
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01055,EUR,ES01055,18510
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01055,EUR,ES01055,19986
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01055,EUR,ES01055,18427
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48080,EUR,ES48080,20647
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48080,EUR,ES48080,20246
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48080,EUR,ES48080,20748
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48080,EUR,ES48080,19500
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48080,EUR,ES48080,18734
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48080,EUR,ES48080,19392
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48080,EUR,ES48080,18789
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48080,EUR,ES48080,18646
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48080,EUR,ES48080,18905
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48080,EUR,ES48080,19905
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48080,EUR,ES48080,21113
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20075,EUR,ES20075,21044
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20075,EUR,ES20075,20929
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20075,EUR,ES20075,20510
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20075,EUR,ES20075,22743
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20075,EUR,ES20075,22807
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20075,EUR,ES20075,21919
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20075,EUR,ES20075,20907
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20075,EUR,ES20075,19418
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20075,EUR,ES20075,22143
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20075,EUR,ES20075,20005
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20075,EUR,ES20075,19877
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01057,EUR,ES01057,16708
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01057,EUR,ES01057,15925
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01057,EUR,ES01057,14672
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01057,EUR,ES01057,14708
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01057,EUR,ES01057,16651
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01057,EUR,ES01057,14519
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01057,EUR,ES01057,13762
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01057,EUR,ES01057,14144
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01057,EUR,ES01057,15377
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01057,EUR,ES01057,12283
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01057,EUR,ES01057,16785
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01059,EUR,ES01059,21224
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01059,EUR,ES01059,21862
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01059,EUR,ES01059,20560
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01059,EUR,ES01059,20606
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01059,EUR,ES01059,20309
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01059,EUR,ES01059,21177
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01059,EUR,ES01059,21572
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01059,EUR,ES01059,22364
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01059,EUR,ES01059,20164
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01059,EUR,ES01059,22465
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01059,EUR,ES01059,21628
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01060,EUR,ES01060,16115
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01060,EUR,ES01060,12275
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01060,EUR,ES01060,13270
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01060,EUR,ES01060,18678
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01060,EUR,ES01060,18419
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01060,EUR,ES01060,16585
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01060,EUR,ES01060,17332
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01060,EUR,ES01060,16684
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01060,EUR,ES01060,18573
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01060,EUR,ES01060,15342
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01060,EUR,ES01060,14347
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48095,EUR,ES48095,24914
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48095,EUR,ES48095,21505
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48095,EUR,ES48095,24371
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48095,EUR,ES48095,22115
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48095,EUR,ES48095,23734
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48095,EUR,ES48095,22407
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48095,EUR,ES48095,24035
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48095,EUR,ES48095,23463
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48095,EUR,ES48095,23410
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48095,EUR,ES48095,20941
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48095,EUR,ES48095,22192
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20078,EUR,ES20078,23292
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20078,EUR,ES20078,22656
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20078,EUR,ES20078,25069
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20078,EUR,ES20078,25291
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20078,EUR,ES20078,21335
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20078,EUR,ES20078,24025
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20078,EUR,ES20078,25487
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20078,EUR,ES20078,20875
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20078,EUR,ES20078,21697
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20078,EUR,ES20078,21286
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20078,EUR,ES20078,21851
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01061,EUR,ES01061,20517
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01061,EUR,ES01061,33833
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01061,EUR,ES01061,21587
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01061,EUR,ES01061,24016
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01061,EUR,ES01061,23114
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01061,EUR,ES01061,19650
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01061,EUR,ES01061,21245
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01061,EUR,ES01061,22218
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01061,EUR,ES01061,21939
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01061,EUR,ES01061,22747
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01061,EUR,ES01061,21137
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48096,EUR,ES48096,19960
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48096,EUR,ES48096,21842
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48096,EUR,ES48096,19204
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48096,EUR,ES48096,19310
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48096,EUR,ES48096,20046
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48096,EUR,ES48096,21415
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48096,EUR,ES48096,18397
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48096,EUR,ES48096,18779
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48096,EUR,ES48096,20291
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48096,EUR,ES48096,21220
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48096,EUR,ES48096,18480
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01062,EUR,ES01062,18094
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01062,EUR,ES01062,18455
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01062,EUR,ES01062,19466
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01062,EUR,ES01062,18746
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01062,EUR,ES01062,17890
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01062,EUR,ES01062,18196
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01062,EUR,ES01062,20255
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01062,EUR,ES01062,17257
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01062,EUR,ES01062,19491
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01062,EUR,ES01062,18149
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01062,EUR,ES01062,18340
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48905,EUR,ES48905,21096
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48905,EUR,ES48905,21440
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48905,EUR,ES48905,22464
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48905,EUR,ES48905,20451
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48905,EUR,ES48905,20675
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48905,EUR,ES48905,20158
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48905,EUR,ES48905,21204
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48905,EUR,ES48905,20330
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48905,EUR,ES48905,20006
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48905,EUR,ES48905,19315
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48905,EUR,ES48905,21494
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48097,EUR,ES48097,18329
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48097,EUR,ES48097,21076
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48097,EUR,ES48097,19967
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48097,EUR,ES48097,20671
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48097,EUR,ES48097,19085
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48097,EUR,ES48097,19706
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48097,EUR,ES48097,18314
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48097,EUR,ES48097,19875
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48097,EUR,ES48097,20189
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48097,EUR,ES48097,21497
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48097,EUR,ES48097,19938
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20079,EUR,ES20079,21082
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20079,EUR,ES20079,25404
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20079,EUR,ES20079,22448
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20079,EUR,ES20079,26030
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20079,EUR,ES20079,22661
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20079,EUR,ES20079,24351
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20079,EUR,ES20079,23773
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20079,EUR,ES20079,25495
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20079,EUR,ES20079,21359
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20079,EUR,ES20079,23112
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20079,EUR,ES20079,23369
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48024,EUR,ES48024,22006
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48024,EUR,ES48024,21082
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48024,EUR,ES48024,23165
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48024,EUR,ES48024,24591
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48024,EUR,ES48024,24265
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48024,EUR,ES48024,21497
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48024,EUR,ES48024,25226
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48024,EUR,ES48024,22908
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48024,EUR,ES48024,21930
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48024,EUR,ES48024,21778
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48024,EUR,ES48024,21783
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48025,EUR,ES48025,19760
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48025,EUR,ES48025,21725
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48025,EUR,ES48025,19034
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48025,EUR,ES48025,19580
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48025,EUR,ES48025,22504
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48025,EUR,ES48025,20219
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48025,EUR,ES48025,20685
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48025,EUR,ES48025,22052
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48025,EUR,ES48025,20298
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48025,EUR,ES48025,19362
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48025,EUR,ES48025,22774
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20025,EUR,ES20025,20323
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20025,EUR,ES20025,24746
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20025,EUR,ES20025,21336
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20025,EUR,ES20025,23788
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20025,EUR,ES20025,26289
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20025,EUR,ES20025,27291
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20025,EUR,ES20025,21319
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20025,EUR,ES20025,22413
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20025,EUR,ES20025,21662
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20025,EUR,ES20025,24252
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20025,EUR,ES20025,27003
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20026,EUR,ES20026,24048
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20026,EUR,ES20026,27281
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20026,EUR,ES20026,30072
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20026,EUR,ES20026,24976
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20026,EUR,ES20026,25394
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20026,EUR,ES20026,32239
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20026,EUR,ES20026,24251
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20026,EUR,ES20026,24490
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20026,EUR,ES20026,27226
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20026,EUR,ES20026,30451
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20026,EUR,ES20026,29123
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20027,EUR,ES20027,20276
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20027,EUR,ES20027,19877
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20027,EUR,ES20027,21014
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20027,EUR,ES20027,20330
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20027,EUR,ES20027,18611
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20027,EUR,ES20027,21935
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20027,EUR,ES20027,21406
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20027,EUR,ES20027,19075
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20027,EUR,ES20027,20654
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20027,EUR,ES20027,19794
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20027,EUR,ES20027,22433
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48913,EUR,ES48913,25244
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48913,EUR,ES48913,23159
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48913,EUR,ES48913,20700
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48913,EUR,ES48913,22063
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48913,EUR,ES48913,21866
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48913,EUR,ES48913,26814
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48913,EUR,ES48913,23877
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48913,EUR,ES48913,20986
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48913,EUR,ES48913,21701
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48913,EUR,ES48913,24038
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48913,EUR,ES48913,24746
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01018,EUR,ES01018,27436
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01018,EUR,ES01018,25173
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01018,EUR,ES01018,25313
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01018,EUR,ES01018,25230
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01018,EUR,ES01018,25612
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01018,EUR,ES01018,25223
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01018,EUR,ES01018,24514
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01018,EUR,ES01018,26664
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01018,EUR,ES01018,24146
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01018,EUR,ES01018,26487
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01018,EUR,ES01018,26068
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48915,EUR,ES48915,17169
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48915,EUR,ES48915,20350
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48915,EUR,ES48915,16408
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48915,EUR,ES48915,22915
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48915,EUR,ES48915,20516
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48915,EUR,ES48915,19409
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48915,EUR,ES48915,18836
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48915,EUR,ES48915,17768
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48915,EUR,ES48915,20843
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48915,EUR,ES48915,17844
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES48915,EUR,ES48915,19827
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20028,EUR,ES20028,20681
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20028,EUR,ES20028,22568
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20028,EUR,ES20028,22821
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20028,EUR,ES20028,23950
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20028,EUR,ES20028,20731
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20028,EUR,ES20028,20239
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20028,EUR,ES20028,20216
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20028,EUR,ES20028,21606
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20028,EUR,ES20028,21279
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20028,EUR,ES20028,22243
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20028,EUR,ES20028,22353
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01063,EUR,ES01063,25514
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01063,EUR,ES01063,26417
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01063,EUR,ES01063,23632
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01063,EUR,ES01063,24953
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01063,EUR,ES01063,28448
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01063,EUR,ES01063,24429
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01063,EUR,ES01063,24723
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01063,EUR,ES01063,28188
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01063,EUR,ES01063,23990
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01063,EUR,ES01063,24670
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES01063,EUR,ES01063,25880
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20081,EUR,ES20081,27056
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20081,EUR,ES20081,25065
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20081,EUR,ES20081,23472
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20081,EUR,ES20081,23799
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20081,EUR,ES20081,21749
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20081,EUR,ES20081,23490
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20081,EUR,ES20081,21578
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20081,EUR,ES20081,26519
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20081,EUR,ES20081,26237
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20081,EUR,ES20081,26375
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20081,EUR,ES20081,25951
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20080,EUR,ES20080,21552
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20080,EUR,ES20080,23656
2019,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20080,EUR,ES20080,23379
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20080,EUR,ES20080,21704
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20080,EUR,ES20080,22947
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20080,EUR,ES20080,21054
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20080,EUR,ES20080,20763
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20080,EUR,ES20080,22719
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20080,EUR,ES20080,22485
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20080,EUR,ES20080,23134
2021,EU_INCOME_AVG,M,INCOME_LABOUR,,,ES20080,EUR,ES20080,23264
2017,EU_INCOME_AVG,M,INCOME_LABOUR,,ES0101,,EUR,ES0101,19385
2015,EU_INCOME_AVG,M,INCOME_LABOUR,,ES0101,,EUR,ES0101,18752
2009,EU_INCOME_AVG,M,INCOME_LABOUR,,ES0101,,EUR,ES0101,19336
2013,EU_INCOME_AVG,M,INCOME_LABOUR,,ES0101,,EUR,ES0101,18595
2016,EU_INCOME_AVG,M,INCOME_LABOUR,,ES0101,,EUR,ES0101,18732
2011,EU_INCOME_AVG,M,INCOME_LABOUR,,ES0101,,EUR,ES0101,19723
2020,EU_INCOME_AVG,M,INCOME_LABOUR,,ES0101,,EUR,ES0101,20081
2018,EU_INCOME_AVG,M,INCOME_LABOUR,,ES0101,,EUR,ES0101,19171
2014,EU_INCOME_AVG,M,INCOME_LABOUR,,ES0101,,EUR,ES0101,18192
