Year,Territorio,Comarca,Municipio,Units,GeoCode,Value
2014,,,01017,PT,01017,11.5
2015,,,01017,PT,01017,12.9
2016,,,01017,PT,01017,13.1
2017,,,01017,PT,01017,11.3
2018,,,01017,PT,01017,12.6
2019,,,01017,PT,01017,11.3
2020,,,01017,PT,01017,9.7
2014,,,01018,PT,01018,4.4
2015,,,01018,PT,01018,2.7
2016,,,01018,PT,01018,2.9
2017,,,01018,PT,01018,3.4
2018,,,01018,PT,01018,3.5
2019,,,01018,PT,01018,2.8
2020,,,01018,PT,01018,3.2
2014,,,01019,PT,01019,45.8
2015,,,01019,PT,01019,59
2016,,,01019,PT,01019,60.7
2017,,,01019,PT,01019,59.9
2018,,,01019,PT,01019,63.8
2019,,,01019,PT,01019,60.2
2020,,,01019,PT,01019,58.9
2014,,0102,,PT,0102,0.5
2015,,0102,,PT,0102,0.6
2016,,0102,,PT,0102,0.5
2017,,0102,,PT,0102,0.5
2018,,0102,,PT,0102,0.5
2019,,0102,,PT,0102,0.4
2020,,0102,,PT,0102,0.4
2014,,,01020,PT,01020,41.3
2015,,,01020,PT,01020,29.5
2016,,,01020,PT,01020,32.8
2017,,,01020,PT,01020,33
2018,,,01020,PT,01020,37.3
2019,,,01020,PT,01020,35.4
2020,,,01020,PT,01020,33.3
2014,,,01021,PT,01021,17
2015,,,01021,PT,01021,25.6
2016,,,01021,PT,01021,20.2
2017,,,01021,PT,01021,17.3
2018,,,01021,PT,01021,17.3
2019,,,01021,PT,01021,18.1
2020,,,01021,PT,01021,18.9
2014,,,01022,PT,01022,9.8
2015,,,01022,PT,01022,13.3
2016,,,01022,PT,01022,13.8
2017,,,01022,PT,01022,12.6
2018,,,01022,PT,01022,14.1
2019,,,01022,PT,01022,12.5
2020,,,01022,PT,01022,12.3
2014,,,01023,PT,01023,25.5
2015,,,01023,PT,01023,33.6
2016,,,01023,PT,01023,39.7
2017,,,01023,PT,01023,43.1
2018,,,01023,PT,01023,50.6
2019,,,01023,PT,01023,48.9
2020,,,01023,PT,01023,53.4
2014,,,01027,PT,01027,35.9
2015,,,01027,PT,01027,44.1
2016,,,01027,PT,01027,37.2
2017,,,01027,PT,01027,34.5
2018,,,01027,PT,01027,33.5
2019,,,01027,PT,01027,36.5
2020,,,01027,PT,01027,35.3
2014,,,01028,PT,01028,8.2
2015,,,01028,PT,01028,10.8
2016,,,01028,PT,01028,8.9
2017,,,01028,PT,01028,8.6
2018,,,01028,PT,01028,9.8
2019,,,01028,PT,01028,8.2
2020,,,01028,PT,01028,6.8
2014,,0103,,PT,0103,12
2015,,0103,,PT,0103,12.2
2016,,0103,,PT,0103,12.6
2017,,0103,,PT,0103,12
2018,,0103,,PT,0103,12.4
2019,,0103,,PT,0103,11.4
2020,,0103,,PT,0103,10
2014,,,01030,PT,01030,18.9
2015,,,01030,PT,01030,24
2016,,,01030,PT,01030,21.5
2017,,,01030,PT,01030,17.9
2018,,,01030,PT,01030,22
2019,,,01030,PT,01030,18.9
2020,,,01030,PT,01030,22.1
2014,,,01031,PT,01031,8.3
2015,,,01031,PT,01031,9.3
2016,,,01031,PT,01031,10.4
2017,,,01031,PT,01031,9.8
2018,,,01031,PT,01031,11.2
2019,,,01031,PT,01031,9
2020,,,01031,PT,01031,8.6
2014,,,01032,PT,01032,13
2015,,,01032,PT,01032,17.7
2016,,,01032,PT,01032,17.3
2017,,,01032,PT,01032,17.4
2018,,,01032,PT,01032,18.9
2019,,,01032,PT,01032,16.3
2020,,,01032,PT,01032,12.9
2014,,,01033,PT,01033,1.8
2015,,,01033,PT,01033,2.5
2016,,,01033,PT,01033,3
2017,,,01033,PT,01033,3.7
2018,,,01033,PT,01033,4.8
2019,,,01033,PT,01033,5.6
2020,,,01033,PT,01033,5.8
2014,,,01034,PT,01034,23.4
2015,,,01034,PT,01034,29.8
2016,,,01034,PT,01034,32.1
2017,,,01034,PT,01034,29.1
2018,,,01034,PT,01034,48.6
2019,,,01034,PT,01034,44.3
2020,,,01034,PT,01034,37.5
2014,,,01036,PT,01036,0.3
2015,,,01036,PT,01036,0.3
2016,,,01036,PT,01036,0.3
2017,,,01036,PT,01036,0.3
2018,,,01036,PT,01036,0.3
2019,,,01036,PT,01036,0.2
2020,,,01036,PT,01036,0.2
2014,,,01037,PT,01037,12.6
2015,,,01037,PT,01037,11
2016,,,01037,PT,01037,12.7
