Year,Edad,Educacion,Territorio,Comarca,Municipio,Units,GeoCode,Value
2010,Y_GE10,NIVI_0,,,,PT,,36.4
2016,Y_GE10,NIVI_0,,,,PT,,33.3
2020,Y_GE10,NIVI_0,,,,PT,,30
2013,Y_GE10,NIVI_0,,,,PT,,34.7
2018,Y_GE10,NIVI_0,,,,PT,,31.7
2015,Y_GE10,NIVI_0,,,,PT,,33.8
2014,Y_GE10,NIVI_0,,,,PT,,34.3
2021,Y_GE10,NIVI_0,,,,PT,,29.3
2019,Y_GE10,NIVI_0,,,,PT,,30.6
2020,Y_GE10,NIVI_0,,,ES48001,PT,ES48001,35.6
2014,Y_GE10,NIVI_0,,,ES48001,PT,ES48001,39.2
2018,Y_GE10,NIVI_0,,,ES48001,PT,ES48001,37.2
2021,Y_GE10,NIVI_0,,,ES48001,PT,ES48001,34.6
2013,Y_GE10,NIVI_0,,,ES48001,PT,ES48001,40
2010,Y_GE10,NIVI_0,,,ES48001,PT,ES48001,41.1
2015,Y_GE10,NIVI_0,,,ES48001,PT,ES48001,38.8
2016,Y_GE10,NIVI_0,,,ES48001,PT,ES48001,38.3
2019,Y_GE10,NIVI_0,,,ES48001,PT,ES48001,36.2
2021,Y_GE10,NIVI_0,,,ES20001,PT,ES20001,39.1
2019,Y_GE10,NIVI_0,,,ES20001,PT,ES20001,42
2020,Y_GE10,NIVI_0,,,ES20001,PT,ES20001,40.8
2018,Y_GE10,NIVI_0,,,ES20001,PT,ES20001,44.1
2014,Y_GE10,NIVI_0,,,ES20001,PT,ES20001,49.8
2013,Y_GE10,NIVI_0,,,ES20001,PT,ES20001,49.8
2016,Y_GE10,NIVI_0,,,ES20001,PT,ES20001,49.5
2010,Y_GE10,NIVI_0,,,ES20001,PT,ES20001,56.9
2015,Y_GE10,NIVI_0,,,ES20001,PT,ES20001,49.1
2018,Y_GE10,NIVI_0,,,ES48002,PT,ES48002,35.2
2021,Y_GE10,NIVI_0,,,ES48002,PT,ES48002,32.7
2015,Y_GE10,NIVI_0,,,ES48002,PT,ES48002,37.2
2016,Y_GE10,NIVI_0,,,ES48002,PT,ES48002,36.4
2020,Y_GE10,NIVI_0,,,ES48002,PT,ES48002,33.1
2019,Y_GE10,NIVI_0,,,ES48002,PT,ES48002,34
2014,Y_GE10,NIVI_0,,,ES48002,PT,ES48002,37.6
2013,Y_GE10,NIVI_0,,,ES48002,PT,ES48002,38.7
2010,Y_GE10,NIVI_0,,,ES48002,PT,ES48002,40.3
2010,Y_GE10,NIVI_0,,,ES20002,PT,ES20002,37.8
2014,Y_GE10,NIVI_0,,,ES20002,PT,ES20002,32.5
2015,Y_GE10,NIVI_0,,,ES20002,PT,ES20002,30.9
2013,Y_GE10,NIVI_0,,,ES20002,PT,ES20002,32.8
2018,Y_GE10,NIVI_0,,,ES20002,PT,ES20002,30.9
2021,Y_GE10,NIVI_0,,,ES20002,PT,ES20002,29.9
2016,Y_GE10,NIVI_0,,,ES20002,PT,ES20002,30.9
2019,Y_GE10,NIVI_0,,,ES20002,PT,ES20002,31.1
2020,Y_GE10,NIVI_0,,,ES20002,PT,ES20002,29.1
2013,Y_GE10,NIVI_0,,,ES01051,PT,ES01051,44.9
2020,Y_GE10,NIVI_0,,,ES01051,PT,ES01051,39.5
2015,Y_GE10,NIVI_0,,,ES01051,PT,ES01051,43.3
2018,Y_GE10,NIVI_0,,,ES01051,PT,ES01051,41.1
2019,Y_GE10,NIVI_0,,,ES01051,PT,ES01051,40.7
2014,Y_GE10,NIVI_0,,,ES01051,PT,ES01051,44.6
2010,Y_GE10,NIVI_0,,,ES01051,PT,ES01051,46.3
2021,Y_GE10,NIVI_0,,,ES01051,PT,ES01051,39.1
2016,Y_GE10,NIVI_0,,,ES01051,PT,ES01051,42.9
2018,Y_GE10,NIVI_0,,,ES20016,PT,ES20016,33.5
2019,Y_GE10,NIVI_0,,,ES20016,PT,ES20016,32.6
2020,Y_GE10,NIVI_0,,,ES20016,PT,ES20016,32.2
2014,Y_GE10,NIVI_0,,,ES20016,PT,ES20016,33.8
2010,Y_GE10,NIVI_0,,,ES20016,PT,ES20016,35.8
2013,Y_GE10,NIVI_0,,,ES20016,PT,ES20016,34.5
2015,Y_GE10,NIVI_0,,,ES20016,PT,ES20016,34.3
2021,Y_GE10,NIVI_0,,,ES20016,PT,ES20016,30.9
2016,Y_GE10,NIVI_0,,,ES20016,PT,ES20016,34.2
2014,Y_GE10,NIVI_0,,,ES20003,PT,ES20003,44.3
2019,Y_GE10,NIVI_0,,,ES20003,PT,ES20003,42.2
2016,Y_GE10,NIVI_0,,,ES20003,PT,ES20003,44.1
2010,Y_GE10,NIVI_0,,,ES20003,PT,ES20003,47.9
2013,Y_GE10,NIVI_0,,,ES20003,PT,ES20003,44.5
2020,Y_GE10,NIVI_0,,,ES20003,PT,ES20003,40.2
2018,Y_GE10,NIVI_0,,,ES20003,PT,ES20003,40.5
2015,Y_GE10,NIVI_0,,,ES20003,PT,ES20003,44.4
2021,Y_GE10,NIVI_0,,,ES20003,PT,ES20003,38
2013,Y_GE10,NIVI_0,,,ES48911,PT,ES48911,36.2
2021,Y_GE10,NIVI_0,,,ES48911,PT,ES48911,27.4
2016,Y_GE10,NIVI_0,,,ES48911,PT,ES48911,32
2014,Y_GE10,NIVI_0,,,ES48911,PT,ES48911,35.7
2018,Y_GE10,NIVI_0,,,ES48911,PT,ES48911,29.6
2015,Y_GE10,NIVI_0,,,ES48911,PT,ES48911,34.1
2019,Y_GE10,NIVI_0,,,ES48911,PT,ES48911,28
2020,Y_GE10,NIVI_0,,,ES48911,PT,ES48911,27.8
2010,Y_GE10,NIVI_0,,,ES48911,PT,ES48911,38.9
2019,Y_GE10,NIVI_0,,,ES20004,PT,ES20004,35.5
2015,Y_GE10,NIVI_0,,,ES20004,PT,ES20004,33.6
2013,Y_GE10,NIVI_0,,,ES20004,PT,ES20004,33.2
2018,Y_GE10,NIVI_0,,,ES20004,PT,ES20004,36.4
2014,Y_GE10,NIVI_0,,,ES20004,PT,ES20004,31.5
2021,Y_GE10,NIVI_0,,,ES20004,PT,ES20004,34.5
2010,Y_GE10,NIVI_0,,,ES20004,PT,ES20004,35.9
2020,Y_GE10,NIVI_0,,,ES20004,PT,ES20004,35
2016,Y_GE10,NIVI_0,,,ES20004,PT,ES20004,35.5
2016,Y_GE10,NIVI_0,,,ES20005,PT,ES20005,43.7
2010,Y_GE10,NIVI_0,,,ES20005,PT,ES20005,45.9
2013,Y_GE10,NIVI_0,,,ES20005,PT,ES20005,43.7
2018,Y_GE10,NIVI_0,,,ES20005,PT,ES20005,40.8
2020,Y_GE10,NIVI_0,,,ES20005,PT,ES20005,38.7
2019,Y_GE10,NIVI_0,,,ES20005,PT,ES20005,39.8
2015,Y_GE10,NIVI_0,,,ES20005,PT,ES20005,43.3
2014,Y_GE10,NIVI_0,,,ES20005,PT,ES20005,43.4
2021,Y_GE10,NIVI_0,,,ES20005,PT,ES20005,37.4
2010,Y_GE10,NIVI_0,,,ES01001,PT,ES01001,32.9
2015,Y_GE10,NIVI_0,,,ES01001,PT,ES01001,32.6
2018,Y_GE10,NIVI_0,,,ES01001,PT,ES01001,30.7
2021,Y_GE10,NIVI_0,,,ES01001,PT,ES01001,29.2
2013,Y_GE10,NIVI_0,,,ES01001,PT,ES01001,33.2
2019,Y_GE10,NIVI_0,,,ES01001,PT,ES01001,30.6
2020,Y_GE10,NIVI_0,,,ES01001,PT,ES01001,30.4
2016,Y_GE10,NIVI_0,,,ES01001,PT,ES01001,32.7
2014,Y_GE10,NIVI_0,,,ES01001,PT,ES01001,32.7
2013,Y_GE10,NIVI_0,,,ES20006,PT,ES20006,43.6
2014,Y_GE10,NIVI_0,,,ES20006,PT,ES20006,41.6
2015,Y_GE10,NIVI_0,,,ES20006,PT,ES20006,44.2
2020,Y_GE10,NIVI_0,,,ES20006,PT,ES20006,34.2
2018,Y_GE10,NIVI_0,,,ES20006,PT,ES20006,38.7
2019,Y_GE10,NIVI_0,,,ES20006,PT,ES20006,36.5
2010,Y_GE10,NIVI_0,,,ES20006,PT,ES20006,46.4
2021,Y_GE10,NIVI_0,,,ES20006,PT,ES20006,32.1
2016,Y_GE10,NIVI_0,,,ES20006,PT,ES20006,42.6
2019,Y_GE10,NIVI_0,,,ES48912,PT,ES48912,37.3
2016,Y_GE10,NIVI_0,,,ES48912,PT,ES48912,41.4
2021,Y_GE10,NIVI_0,,,ES48912,PT,ES48912,36.4
2014,Y_GE10,NIVI_0,,,ES48912,PT,ES48912,43.7
2018,Y_GE10,NIVI_0,,,ES48912,PT,ES48912,39.2
2020,Y_GE10,NIVI_0,,,ES48912,PT,ES48912,37.1
2010,Y_GE10,NIVI_0,,,ES48912,PT,ES48912,46
2015,Y_GE10,NIVI_0,,,ES48912,PT,ES48912,42.4
2013,Y_GE10,NIVI_0,,,ES48912,PT,ES48912,44.1
2020,Y_GE10,NIVI_0,,,ES20906,PT,ES20906,30.8
2016,Y_GE10,NIVI_0,,,ES20906,PT,ES20906,35.2
2019,Y_GE10,NIVI_0,,,ES20906,PT,ES20906,31.9
2015,Y_GE10,NIVI_0,,,ES20906,PT,ES20906,33.3
2010,Y_GE10,NIVI_0,,,ES20906,PT,ES20906,45.5
2018,Y_GE10,NIVI_0,,,ES20906,PT,ES20906,36.5
2014,Y_GE10,NIVI_0,,,ES20906,PT,ES20906,38.4
2013,Y_GE10,NIVI_0,,,ES20906,PT,ES20906,38.2
2021,Y_GE10,NIVI_0,,,ES20906,PT,ES20906,30.2
2016,Y_GE10,NIVI_0,,,ES20007,PT,ES20007,35.2
2010,Y_GE10,NIVI_0,,,ES20007,PT,ES20007,39.3
2014,Y_GE10,NIVI_0,,,ES20007,PT,ES20007,38.2
2018,Y_GE10,NIVI_0,,,ES20007,PT,ES20007,33.8
2021,Y_GE10,NIVI_0,,,ES20007,PT,ES20007,31.1
2013,Y_GE10,NIVI_0,,,ES20007,PT,ES20007,37.5
2015,Y_GE10,NIVI_0,,,ES20007,PT,ES20007,36.9
2020,Y_GE10,NIVI_0,,,ES20007,PT,ES20007,32.6
2019,Y_GE10,NIVI_0,,,ES20007,PT,ES20007,31.8
2015,Y_GE10,NIVI_0,,,ES20008,PT,ES20008,57.1
2016,Y_GE10,NIVI_0,,,ES20008,PT,ES20008,57.7
2010,Y_GE10,NIVI_0,,,ES20008,PT,ES20008,61
2013,Y_GE10,NIVI_0,,,ES20008,PT,ES20008,59.6
2019,Y_GE10,NIVI_0,,,ES20008,PT,ES20008,51.6
2021,Y_GE10,NIVI_0,,,ES20008,PT,ES20008,49.3
2020,Y_GE10,NIVI_0,,,ES20008,PT,ES20008,50.9
2014,Y_GE10,NIVI_0,,,ES20008,PT,ES20008,59.2
2018,Y_GE10,NIVI_0,,,ES20008,PT,ES20008,54.1
2019,Y_GE10,NIVI_0,,,ES48003,PT,ES48003,31.5
2016,Y_GE10,NIVI_0,,,ES48003,PT,ES48003,34
2021,Y_GE10,NIVI_0,,,ES48003,PT,ES48003,30.2
2014,Y_GE10,NIVI_0,,,ES48003,PT,ES48003,35.5
2013,Y_GE10,NIVI_0,,,ES48003,PT,ES48003,35.8
2018,Y_GE10,NIVI_0,,,ES48003,PT,ES48003,32.4
2020,Y_GE10,NIVI_0,,,ES48003,PT,ES48003,30.6
2010,Y_GE10,NIVI_0,,,ES48003,PT,ES48003,38
2015,Y_GE10,NIVI_0,,,ES48003,PT,ES48003,35
2016,Y_GE10,NIVI_0,,,ES48004,PT,ES48004,46
2020,Y_GE10,NIVI_0,,,ES48004,PT,ES48004,41.1
2014,Y_GE10,NIVI_0,,,ES48004,PT,ES48004,48.8
2015,Y_GE10,NIVI_0,,,ES48004,PT,ES48004,47.9
2018,Y_GE10,NIVI_0,,,ES48004,PT,ES48004,43.2
2013,Y_GE10,NIVI_0,,,ES48004,PT,ES48004,50.3
2021,Y_GE10,NIVI_0,,,ES48004,PT,ES48004,38.7
2019,Y_GE10,NIVI_0,,,ES48004,PT,ES48004,42.3
2010,Y_GE10,NIVI_0,,,ES48004,PT,ES48004,53
2015,Y_GE10,NIVI_0,,,ES01002,PT,ES01002,36.9
2020,Y_GE10,NIVI_0,,,ES01002,PT,ES01002,33.2
2016,Y_GE10,NIVI_0,,,ES01002,PT,ES01002,36
2021,Y_GE10,NIVI_0,,,ES01002,PT,ES01002,32
2019,Y_GE10,NIVI_0,,,ES01002,PT,ES01002,33.8
2014,Y_GE10,NIVI_0,,,ES01002,PT,ES01002,37.1
2010,Y_GE10,NIVI_0,,,ES01002,PT,ES01002,39.4
2018,Y_GE10,NIVI_0,,,ES01002,PT,ES01002,34.9
2013,Y_GE10,NIVI_0,,,ES01002,PT,ES01002,37.8
2015,Y_GE10,NIVI_0,,,ES20009,PT,ES20009,38.3
2021,Y_GE10,NIVI_0,,,ES20009,PT,ES20009,33.7
2019,Y_GE10,NIVI_0,,,ES20009,PT,ES20009,35.3
2016,Y_GE10,NIVI_0,,,ES20009,PT,ES20009,37.7
2010,Y_GE10,NIVI_0,,,ES20009,PT,ES20009,40
2013,Y_GE10,NIVI_0,,,ES20009,PT,ES20009,38.8
2014,Y_GE10,NIVI_0,,,ES20009,PT,ES20009,38.6
2020,Y_GE10,NIVI_0,,,ES20009,PT,ES20009,34.6
2018,Y_GE10,NIVI_0,,,ES20009,PT,ES20009,36.3
2015,Y_GE10,NIVI_0,,,ES20010,PT,ES20010,39.3
2010,Y_GE10,NIVI_0,,,ES20010,PT,ES20010,43.5
2020,Y_GE10,NIVI_0,,,ES20010,PT,ES20010,34.3
2019,Y_GE10,NIVI_0,,,ES20010,PT,ES20010,35.2
2014,Y_GE10,NIVI_0,,,ES20010,PT,ES20010,40.8
2016,Y_GE10,NIVI_0,,,ES20010,PT,ES20010,39.1
2021,Y_GE10,NIVI_0,,,ES20010,PT,ES20010,33.4
2018,Y_GE10,NIVI_0,,,ES20010,PT,ES20010,36.6
2013,Y_GE10,NIVI_0,,,ES20010,PT,ES20010,41.2
2013,Y_GE10,NIVI_0,,,ES20011,PT,ES20011,32.5
2019,Y_GE10,NIVI_0,,,ES20011,PT,ES20011,28.5
2016,Y_GE10,NIVI_0,,,ES20011,PT,ES20011,31
2010,Y_GE10,NIVI_0,,,ES20011,PT,ES20011,33.1
2021,Y_GE10,NIVI_0,,,ES20011,PT,ES20011,27.2
2020,Y_GE10,NIVI_0,,,ES20011,PT,ES20011,27.6
2014,Y_GE10,NIVI_0,,,ES20011,PT,ES20011,32
2018,Y_GE10,NIVI_0,,,ES20011,PT,ES20011,30.3
2015,Y_GE10,NIVI_0,,,ES20011,PT,ES20011,31.6
2015,Y_GE10,NIVI_0,,,ES01049,PT,ES01049,50.3
2018,Y_GE10,NIVI_0,,,ES01049,PT,ES01049,45.3
2021,Y_GE10,NIVI_0,,,ES01049,PT,ES01049,44.2
2019,Y_GE10,NIVI_0,,,ES01049,PT,ES01049,46.5
2013,Y_GE10,NIVI_0,,,ES01049,PT,ES01049,50
2014,Y_GE10,NIVI_0,,,ES01049,PT,ES01049,49.7
2016,Y_GE10,NIVI_0,,,ES01049,PT,ES01049,50
2020,Y_GE10,NIVI_0,,,ES01049,PT,ES01049,47.1
2010,Y_GE10,NIVI_0,,,ES01049,PT,ES01049,57.6
2020,Y_GE10,NIVI_0,,,ES48005,PT,ES48005,26.4
2013,Y_GE10,NIVI_0,,,ES48005,PT,ES48005,36.3
2014,Y_GE10,NIVI_0,,,ES48005,PT,ES48005,37.4
2010,Y_GE10,NIVI_0,,,ES48005,PT,ES48005,41.7
2019,Y_GE10,NIVI_0,,,ES48005,PT,ES48005,27.4
2021,Y_GE10,NIVI_0,,,ES48005,PT,ES48005,27.3
2015,Y_GE10,NIVI_0,,,ES48005,PT,ES48005,29.1
2016,Y_GE10,NIVI_0,,,ES48005,PT,ES48005,26.1
2018,Y_GE10,NIVI_0,,,ES48005,PT,ES48005,27.1
2020,Y_GE10,NIVI_0,,,ES20012,PT,ES20012,24.2
2018,Y_GE10,NIVI_0,,,ES20012,PT,ES20012,21.5
2014,Y_GE10,NIVI_0,,,ES20012,PT,ES20012,28.4
2016,Y_GE10,NIVI_0,,,ES20012,PT,ES20012,26.6
2015,Y_GE10,NIVI_0,,,ES20012,PT,ES20012,25.1
2019,Y_GE10,NIVI_0,,,ES20012,PT,ES20012,24.3
2013,Y_GE10,NIVI_0,,,ES20012,PT,ES20012,29.8
2021,Y_GE10,NIVI_0,,,ES20012,PT,ES20012,24.9
2010,Y_GE10,NIVI_0,,,ES20012,PT,ES20012,31.4
2016,Y_GE10,NIVI_0,,,ES01003,PT,ES01003,34.4
2015,Y_GE10,NIVI_0,,,ES01003,PT,ES01003,34.6
2021,Y_GE10,NIVI_0,,,ES01003,PT,ES01003,27.8
2013,Y_GE10,NIVI_0,,,ES01003,PT,ES01003,35.8
2014,Y_GE10,NIVI_0,,,ES01003,PT,ES01003,34.9
2019,Y_GE10,NIVI_0,,,ES01003,PT,ES01003,30.2
2010,Y_GE10,NIVI_0,,,ES01003,PT,ES01003,38.9
2018,Y_GE10,NIVI_0,,,ES01003,PT,ES01003,31.5
2020,Y_GE10,NIVI_0,,,ES01003,PT,ES01003,29.5
2013,Y_GE10,NIVI_0,,,ES48006,PT,ES48006,30.6
2015,Y_GE10,NIVI_0,,,ES48006,PT,ES48006,32.1
2021,Y_GE10,NIVI_0,,,ES48006,PT,ES48006,24.7
2016,Y_GE10,NIVI_0,,,ES48006,PT,ES48006,29.7
2018,Y_GE10,NIVI_0,,,ES48006,PT,ES48006,26.3
2010,Y_GE10,NIVI_0,,,ES48006,PT,ES48006,36.4
2019,Y_GE10,NIVI_0,,,ES48006,PT,ES48006,24
2020,Y_GE10,NIVI_0,,,ES48006,PT,ES48006,22.5
2014,Y_GE10,NIVI_0,,,ES48006,PT,ES48006,29.3
2020,Y_GE10,NIVI_0,,,ES48093,PT,ES48093,29.3
2014,Y_GE10,NIVI_0,,,ES48093,PT,ES48093,36
2015,Y_GE10,NIVI_0,,,ES48093,PT,ES48093,35.1
2021,Y_GE10,NIVI_0,,,ES48093,PT,ES48093,28.2
2010,Y_GE10,NIVI_0,,,ES48093,PT,ES48093,40
2016,Y_GE10,NIVI_0,,,ES48093,PT,ES48093,34.5
2013,Y_GE10,NIVI_0,,,ES48093,PT,ES48093,38.4
2018,Y_GE10,NIVI_0,,,ES48093,PT,ES48093,31.1
2019,Y_GE10,NIVI_0,,,ES48093,PT,ES48093,29
2014,Y_GE10,NIVI_0,,,ES20013,PT,ES20013,32.3
2013,Y_GE10,NIVI_0,,,ES20013,PT,ES20013,32.7
2018,Y_GE10,NIVI_0,,,ES20013,PT,ES20013,30
2016,Y_GE10,NIVI_0,,,ES20013,PT,ES20013,31.6
2015,Y_GE10,NIVI_0,,,ES20013,PT,ES20013,32.2
2020,Y_GE10,NIVI_0,,,ES20013,PT,ES20013,28.5
2021,Y_GE10,NIVI_0,,,ES20013,PT,ES20013,27.5
2019,Y_GE10,NIVI_0,,,ES20013,PT,ES20013,29
2010,Y_GE10,NIVI_0,,,ES20013,PT,ES20013,33.7
2021,Y_GE10,NIVI_0,,,ES01006,PT,ES01006,29.8
2016,Y_GE10,NIVI_0,,,ES01006,PT,ES01006,34.9
2020,Y_GE10,NIVI_0,,,ES01006,PT,ES01006,30.5
2018,Y_GE10,NIVI_0,,,ES01006,PT,ES01006,33.3
2014,Y_GE10,NIVI_0,,,ES01006,PT,ES01006,38.6
2019,Y_GE10,NIVI_0,,,ES01006,PT,ES01006,31.5
2015,Y_GE10,NIVI_0,,,ES01006,PT,ES01006,33.3
2010,Y_GE10,NIVI_0,,,ES01006,PT,ES01006,43.7
2013,Y_GE10,NIVI_0,,,ES01006,PT,ES01006,35.8
2010,Y_GE10,NIVI_0,,,ES01037,PT,ES01037,48.3
2019,Y_GE10,NIVI_0,,,ES01037,PT,ES01037,38.3
2015,Y_GE10,NIVI_0,,,ES01037,PT,ES01037,43.5
2016,Y_GE10,NIVI_0,,,ES01037,PT,ES01037,43
2021,Y_GE10,NIVI_0,,,ES01037,PT,ES01037,34.6
2020,Y_GE10,NIVI_0,,,ES01037,PT,ES01037,37
2013,Y_GE10,NIVI_0,,,ES01037,PT,ES01037,44.1
2014,Y_GE10,NIVI_0,,,ES01037,PT,ES01037,43.3
2018,Y_GE10,NIVI_0,,,ES01037,PT,ES01037,41.3
2014,Y_GE10,NIVI_0,,,ES48009,PT,ES48009,34.1
2016,Y_GE10,NIVI_0,,,ES48009,PT,ES48009,33.1
2015,Y_GE10,NIVI_0,,,ES48009,PT,ES48009,33
2013,Y_GE10,NIVI_0,,,ES48009,PT,ES48009,35.3
2019,Y_GE10,NIVI_0,,,ES48009,PT,ES48009,30.8
2018,Y_GE10,NIVI_0,,,ES48009,PT,ES48009,31.9
2021,Y_GE10,NIVI_0,,,ES48009,PT,ES48009,28.2
2010,Y_GE10,NIVI_0,,,ES48009,PT,ES48009,38.8
2020,Y_GE10,NIVI_0,,,ES48009,PT,ES48009,30
2020,Y_GE10,NIVI_0,,,ES20055,PT,ES20055,32.6
2014,Y_GE10,NIVI_0,,,ES20055,PT,ES20055,37.7
2019,Y_GE10,NIVI_0,,,ES20055,PT,ES20055,33.4
2016,Y_GE10,NIVI_0,,,ES20055,PT,ES20055,36.4
2018,Y_GE10,NIVI_0,,,ES20055,PT,ES20055,34.6
2015,Y_GE10,NIVI_0,,,ES20055,PT,ES20055,37.1
2013,Y_GE10,NIVI_0,,,ES20055,PT,ES20055,37.9
2021,Y_GE10,NIVI_0,,,ES20055,PT,ES20055,31.8
2010,Y_GE10,NIVI_0,,,ES20055,PT,ES20055,39.8
2021,Y_GE10,NIVI_0,,,ES48914,PT,ES48914,31
2018,Y_GE10,NIVI_0,,,ES48914,PT,ES48914,31.7
2016,Y_GE10,NIVI_0,,,ES48914,PT,ES48914,32.9
2010,Y_GE10,NIVI_0,,,ES48914,PT,ES48914,42
2013,Y_GE10,NIVI_0,,,ES48914,PT,ES48914,37.8
2014,Y_GE10,NIVI_0,,,ES48914,PT,ES48914,36.3
2015,Y_GE10,NIVI_0,,,ES48914,PT,ES48914,35.3
2019,Y_GE10,NIVI_0,,,ES48914,PT,ES48914,31.2
2020,Y_GE10,NIVI_0,,,ES48914,PT,ES48914,31.5
2013,Y_GE10,NIVI_0,,,ES01008,PT,ES01008,30
2010,Y_GE10,NIVI_0,,,ES01008,PT,ES01008,34.2
2021,Y_GE10,NIVI_0,,,ES01008,PT,ES01008,25.7
2014,Y_GE10,NIVI_0,,,ES01008,PT,ES01008,29.1
2018,Y_GE10,NIVI_0,,,ES01008,PT,ES01008,27.9
2020,Y_GE10,NIVI_0,,,ES01008,PT,ES01008,25.6
2015,Y_GE10,NIVI_0,,,ES01008,PT,ES01008,29.1
2016,Y_GE10,NIVI_0,,,ES01008,PT,ES01008,26.9
2019,Y_GE10,NIVI_0,,,ES01008,PT,ES01008,25.9
2013,Y_GE10,NIVI_0,,,ES48010,PT,ES48010,35.9
2018,Y_GE10,NIVI_0,,,ES48010,PT,ES48010,27.7
2010,Y_GE10,NIVI_0,,,ES48010,PT,ES48010,41
2016,Y_GE10,NIVI_0,,,ES48010,PT,ES48010,31.3
2015,Y_GE10,NIVI_0,,,ES48010,PT,ES48010,32.4
2019,Y_GE10,NIVI_0,,,ES48010,PT,ES48010,29.6
2014,Y_GE10,NIVI_0,,,ES48010,PT,ES48010,33.3
2021,Y_GE10,NIVI_0,,,ES48010,PT,ES48010,25.7
2020,Y_GE10,NIVI_0,,,ES48010,PT,ES48010,26.4
2016,Y_GE10,NIVI_0,,,ES48011,PT,ES48011,34
2013,Y_GE10,NIVI_0,,,ES48011,PT,ES48011,34.8
2015,Y_GE10,NIVI_0,,,ES48011,PT,ES48011,33.9
2010,Y_GE10,NIVI_0,,,ES48011,PT,ES48011,35.5
2020,Y_GE10,NIVI_0,,,ES48011,PT,ES48011,30.1
2021,Y_GE10,NIVI_0,,,ES48011,PT,ES48011,29.1
2019,Y_GE10,NIVI_0,,,ES48011,PT,ES48011,30.7
2018,Y_GE10,NIVI_0,,,ES48011,PT,ES48011,32
2014,Y_GE10,NIVI_0,,,ES48011,PT,ES48011,34.3
2018,Y_GE10,NIVI_0,,,ES48023,PT,ES48023,25
2010,Y_GE10,NIVI_0,,,ES48023,PT,ES48023,31
2013,Y_GE10,NIVI_0,,,ES48023,PT,ES48023,29.6
2014,Y_GE10,NIVI_0,,,ES48023,PT,ES48023,28.9
2021,Y_GE10,NIVI_0,,,ES48023,PT,ES48023,22.3
2019,Y_GE10,NIVI_0,,,ES48023,PT,ES48023,23.1
2020,Y_GE10,NIVI_0,,,ES48023,PT,ES48023,22.3
2016,Y_GE10,NIVI_0,,,ES48023,PT,ES48023,28
2015,Y_GE10,NIVI_0,,,ES48023,PT,ES48023,27.9
2013,Y_GE10,NIVI_0,,,ES48008,PT,ES48008,37.4
2010,Y_GE10,NIVI_0,,,ES48008,PT,ES48008,41
2016,Y_GE10,NIVI_0,,,ES48008,PT,ES48008,35.7
2021,Y_GE10,NIVI_0,,,ES48008,PT,ES48008,31.8
2019,Y_GE10,NIVI_0,,,ES48008,PT,ES48008,32.9
2020,Y_GE10,NIVI_0,,,ES48008,PT,ES48008,33.4
2015,Y_GE10,NIVI_0,,,ES48008,PT,ES48008,37.1
2014,Y_GE10,NIVI_0,,,ES48008,PT,ES48008,36.3
2018,Y_GE10,NIVI_0,,,ES48008,PT,ES48008,33.8
2014,Y_GE10,NIVI_0,,,ES01004,PT,ES01004,31.5
2021,Y_GE10,NIVI_0,,,ES01004,PT,ES01004,26.8
2013,Y_GE10,NIVI_0,,,ES01004,PT,ES01004,31.4
2018,Y_GE10,NIVI_0,,,ES01004,PT,ES01004,30.2
2015,Y_GE10,NIVI_0,,,ES01004,PT,ES01004,31
2016,Y_GE10,NIVI_0,,,ES01004,PT,ES01004,30.7
2020,Y_GE10,NIVI_0,,,ES01004,PT,ES01004,27
2010,Y_GE10,NIVI_0,,,ES01004,PT,ES01004,32.2
2019,Y_GE10,NIVI_0,,,ES01004,PT,ES01004,28.3
2016,Y_GE10,NIVI_0,,,ES01009,PT,ES01009,42.7
2019,Y_GE10,NIVI_0,,,ES01009,PT,ES01009,39.9
2021,Y_GE10,NIVI_0,,,ES01009,PT,ES01009,38.4
2013,Y_GE10,NIVI_0,,,ES01009,PT,ES01009,44.1
2010,Y_GE10,NIVI_0,,,ES01009,PT,ES01009,46.4
2020,Y_GE10,NIVI_0,,,ES01009,PT,ES01009,39.3
2018,Y_GE10,NIVI_0,,,ES01009,PT,ES01009,40.4
2014,Y_GE10,NIVI_0,,,ES01009,PT,ES01009,44.2
2015,Y_GE10,NIVI_0,,,ES01009,PT,ES01009,44.2
2018,Y_GE10,NIVI_0,,,ES20014,PT,ES20014,40.4
2015,Y_GE10,NIVI_0,,,ES20014,PT,ES20014,44.4
2016,Y_GE10,NIVI_0,,,ES20014,PT,ES20014,43.3
2014,Y_GE10,NIVI_0,,,ES20014,PT,ES20014,45.2
2019,Y_GE10,NIVI_0,,,ES20014,PT,ES20014,38.7
2021,Y_GE10,NIVI_0,,,ES20014,PT,ES20014,37.1
2013,Y_GE10,NIVI_0,,,ES20014,PT,ES20014,45.8
2010,Y_GE10,NIVI_0,,,ES20014,PT,ES20014,48.5
2020,Y_GE10,NIVI_0,,,ES20014,PT,ES20014,38.2
2014,Y_GE10,NIVI_0,,,ES20903,PT,ES20903,30.2
2016,Y_GE10,NIVI_0,,,ES20903,PT,ES20903,28.5
2015,Y_GE10,NIVI_0,,,ES20903,PT,ES20903,29.1
2010,Y_GE10,NIVI_0,,,ES20903,PT,ES20903,34
2020,Y_GE10,NIVI_0,,,ES20903,PT,ES20903,23.4
