Year,Edad,Educacion,Territorio,Comarca,Municipio,Units,GeoCode,Value
2015,Y_GE10,NIVI_1,,,ES01037,PT,ES01037,21.9
2021,Y_GE10,NIVI_1,,,ES01037,PT,ES01037,22.4
2014,Y_GE10,NIVI_1,,,ES01037,PT,ES01037,21.9
2018,Y_GE10,NIVI_1,,,ES01037,PT,ES01037,20.9
2013,Y_GE10,NIVI_1,,,ES01037,PT,ES01037,21.6
2019,Y_GE10,NIVI_1,,,ES01037,PT,ES01037,21.5
2020,Y_GE10,NIVI_1,,,ES48009,PT,ES48009,20.4
2014,Y_GE10,NIVI_1,,,ES48009,PT,ES48009,20.5
2019,Y_GE10,NIVI_1,,,ES48009,PT,ES48009,20.8
2015,Y_GE10,NIVI_1,,,ES48009,PT,ES48009,20.4
2010,Y_GE10,NIVI_1,,,ES48009,PT,ES48009,17.4
2021,Y_GE10,NIVI_1,,,ES48009,PT,ES48009,21.2
2016,Y_GE10,NIVI_1,,,ES48009,PT,ES48009,20.4
2018,Y_GE10,NIVI_1,,,ES48009,PT,ES48009,20.2
2013,Y_GE10,NIVI_1,,,ES48009,PT,ES48009,19.2
2014,Y_GE10,NIVI_1,,,ES20055,PT,ES20055,20.5
2010,Y_GE10,NIVI_1,,,ES20055,PT,ES20055,18.5
2015,Y_GE10,NIVI_1,,,ES20055,PT,ES20055,20.7
2021,Y_GE10,NIVI_1,,,ES20055,PT,ES20055,23.9
2016,Y_GE10,NIVI_1,,,ES20055,PT,ES20055,21
2013,Y_GE10,NIVI_1,,,ES20055,PT,ES20055,20.4
2020,Y_GE10,NIVI_1,,,ES20055,PT,ES20055,23.3
2018,Y_GE10,NIVI_1,,,ES20055,PT,ES20055,21.5
2019,Y_GE10,NIVI_1,,,ES20055,PT,ES20055,22.7
2014,Y_GE10,NIVI_1,,,ES48914,PT,ES48914,18.8
2021,Y_GE10,NIVI_1,,,ES48914,PT,ES48914,21.8
2010,Y_GE10,NIVI_1,,,ES48914,PT,ES48914,17
2016,Y_GE10,NIVI_1,,,ES48914,PT,ES48914,21.4
2015,Y_GE10,NIVI_1,,,ES48914,PT,ES48914,21.5
2018,Y_GE10,NIVI_1,,,ES48914,PT,ES48914,21.7
2019,Y_GE10,NIVI_1,,,ES48914,PT,ES48914,21.9
2013,Y_GE10,NIVI_1,,,ES48914,PT,ES48914,17.3
2020,Y_GE10,NIVI_1,,,ES48914,PT,ES48914,21.6
2020,Y_GE10,NIVI_1,,,ES01008,PT,ES01008,25.1
2019,Y_GE10,NIVI_1,,,ES01008,PT,ES01008,24.4
2021,Y_GE10,NIVI_1,,,ES01008,PT,ES01008,25.4
2016,Y_GE10,NIVI_1,,,ES01008,PT,ES01008,22.9
2014,Y_GE10,NIVI_1,,,ES01008,PT,ES01008,22
2015,Y_GE10,NIVI_1,,,ES01008,PT,ES01008,22.8
2018,Y_GE10,NIVI_1,,,ES01008,PT,ES01008,23.3
2010,Y_GE10,NIVI_1,,,ES01008,PT,ES01008,19.9
2013,Y_GE10,NIVI_1,,,ES01008,PT,ES01008,23.1
2019,Y_GE10,NIVI_1,,,ES48010,PT,ES48010,19.5
2013,Y_GE10,NIVI_1,,,ES48010,PT,ES48010,16.3
2021,Y_GE10,NIVI_1,,,ES48010,PT,ES48010,20.2
2016,Y_GE10,NIVI_1,,,ES48010,PT,ES48010,17.8
2015,Y_GE10,NIVI_1,,,ES48010,PT,ES48010,17.5
2020,Y_GE10,NIVI_1,,,ES48010,PT,ES48010,20.3
2010,Y_GE10,NIVI_1,,,ES48010,PT,ES48010,14.9
2018,Y_GE10,NIVI_1,,,ES48010,PT,ES48010,18.9
2014,Y_GE10,NIVI_1,,,ES48010,PT,ES48010,16.1
2018,Y_GE10,NIVI_1,,,ES48011,PT,ES48011,19.1
2010,Y_GE10,NIVI_1,,,ES48011,PT,ES48011,16.3
2019,Y_GE10,NIVI_1,,,ES48011,PT,ES48011,19.9
2014,Y_GE10,NIVI_1,,,ES48011,PT,ES48011,17.6
2013,Y_GE10,NIVI_1,,,ES48011,PT,ES48011,17.4
2020,Y_GE10,NIVI_1,,,ES48011,PT,ES48011,20.5
2015,Y_GE10,NIVI_1,,,ES48011,PT,ES48011,17.9
2016,Y_GE10,NIVI_1,,,ES48011,PT,ES48011,18.4
2021,Y_GE10,NIVI_1,,,ES48011,PT,ES48011,20.8
2010,Y_GE10,NIVI_1,,,ES48023,PT,ES48023,18.1
2015,Y_GE10,NIVI_1,,,ES48023,PT,ES48023,22
2021,Y_GE10,NIVI_1,,,ES48023,PT,ES48023,24.1
2018,Y_GE10,NIVI_1,,,ES48023,PT,ES48023,23.2
2014,Y_GE10,NIVI_1,,,ES48023,PT,ES48023,20.5
2013,Y_GE10,NIVI_1,,,ES48023,PT,ES48023,19.8
2020,Y_GE10,NIVI_1,,,ES48023,PT,ES48023,24.4
2019,Y_GE10,NIVI_1,,,ES48023,PT,ES48023,24.2
2016,Y_GE10,NIVI_1,,,ES48023,PT,ES48023,22.6
2015,Y_GE10,NIVI_1,,,ES48008,PT,ES48008,21.4
2013,Y_GE10,NIVI_1,,,ES48008,PT,ES48008,20.7
2010,Y_GE10,NIVI_1,,,ES48008,PT,ES48008,19.2
2018,Y_GE10,NIVI_1,,,ES48008,PT,ES48008,23.8
2016,Y_GE10,NIVI_1,,,ES48008,PT,ES48008,22
2021,Y_GE10,NIVI_1,,,ES48008,PT,ES48008,25.5
2020,Y_GE10,NIVI_1,,,ES48008,PT,ES48008,24.3
2014,Y_GE10,NIVI_1,,,ES48008,PT,ES48008,21.1
2019,Y_GE10,NIVI_1,,,ES48008,PT,ES48008,24.2
2013,Y_GE10,NIVI_1,,,ES01004,PT,ES01004,21.7
2016,Y_GE10,NIVI_1,,,ES01004,PT,ES01004,22.4
2018,Y_GE10,NIVI_1,,,ES01004,PT,ES01004,22.2
2015,Y_GE10,NIVI_1,,,ES01004,PT,ES01004,22.3
2010,Y_GE10,NIVI_1,,,ES01004,PT,ES01004,19.4
2021,Y_GE10,NIVI_1,,,ES01004,PT,ES01004,24.7
2014,Y_GE10,NIVI_1,,,ES01004,PT,ES01004,21.9
2019,Y_GE10,NIVI_1,,,ES01004,PT,ES01004,23.9
2020,Y_GE10,NIVI_1,,,ES01004,PT,ES01004,24.9
2014,Y_GE10,NIVI_1,,,ES01009,PT,ES01009,19.5
2013,Y_GE10,NIVI_1,,,ES01009,PT,ES01009,19.6
2021,Y_GE10,NIVI_1,,,ES01009,PT,ES01009,22.6
2016,Y_GE10,NIVI_1,,,ES01009,PT,ES01009,20.8
2010,Y_GE10,NIVI_1,,,ES01009,PT,ES01009,16.4
2020,Y_GE10,NIVI_1,,,ES01009,PT,ES01009,21.9
2015,Y_GE10,NIVI_1,,,ES01009,PT,ES01009,19.7
2019,Y_GE10,NIVI_1,,,ES01009,PT,ES01009,21.8
2018,Y_GE10,NIVI_1,,,ES01009,PT,ES01009,21.2
2019,Y_GE10,NIVI_1,,,ES20014,PT,ES20014,20.9
2020,Y_GE10,NIVI_1,,,ES20014,PT,ES20014,22.2
2021,Y_GE10,NIVI_1,,,ES20014,PT,ES20014,22.9
2016,Y_GE10,NIVI_1,,,ES20014,PT,ES20014,19
2014,Y_GE10,NIVI_1,,,ES20014,PT,ES20014,18.7
2013,Y_GE10,NIVI_1,,,ES20014,PT,ES20014,19.4
2015,Y_GE10,NIVI_1,,,ES20014,PT,ES20014,19
2018,Y_GE10,NIVI_1,,,ES20014,PT,ES20014,20.4
2010,Y_GE10,NIVI_1,,,ES20014,PT,ES20014,16.6
2019,Y_GE10,NIVI_1,,,ES20903,PT,ES20903,23.1
2014,Y_GE10,NIVI_1,,,ES20903,PT,ES20903,22.1
2020,Y_GE10,NIVI_1,,,ES20903,PT,ES20903,23.5
2015,Y_GE10,NIVI_1,,,ES20903,PT,ES20903,22.6
2010,Y_GE10,NIVI_1,,,ES20903,PT,ES20903,19.9
2021,Y_GE10,NIVI_1,,,ES20903,PT,ES20903,23.8
2018,Y_GE10,NIVI_1,,,ES20903,PT,ES20903,22.5
2013,Y_GE10,NIVI_1,,,ES20903,PT,ES20903,21.9
2016,Y_GE10,NIVI_1,,,ES20903,PT,ES20903,22.4
2021,Y_GE10,NIVI_1,,,ES20015,PT,ES20015,22.5
2016,Y_GE10,NIVI_1,,,ES20015,PT,ES20015,21.6
2018,Y_GE10,NIVI_1,,,ES20015,PT,ES20015,21.6
2010,Y_GE10,NIVI_1,,,ES20015,PT,ES20015,17.8
2015,Y_GE10,NIVI_1,,,ES20015,PT,ES20015,21.3
2019,Y_GE10,NIVI_1,,,ES20015,PT,ES20015,22.2
2014,Y_GE10,NIVI_1,,,ES20015,PT,ES20015,21.5
2020,Y_GE10,NIVI_1,,,ES20015,PT,ES20015,22.9
2013,Y_GE10,NIVI_1,,,ES20015,PT,ES20015,20.6
2020,Y_GE10,NIVI_1,,,ES48091,PT,ES48091,23.2
2018,Y_GE10,NIVI_1,,,ES48091,PT,ES48091,21.9
2015,Y_GE10,NIVI_1,,,ES48091,PT,ES48091,20.9
2019,Y_GE10,NIVI_1,,,ES48091,PT,ES48091,22.6
2021,Y_GE10,NIVI_1,,,ES48091,PT,ES48091,23.6
2010,Y_GE10,NIVI_1,,,ES48091,PT,ES48091,16.1
2016,Y_GE10,NIVI_1,,,ES48091,PT,ES48091,20.9
2014,Y_GE10,NIVI_1,,,ES48091,PT,ES48091,20.2
2013,Y_GE10,NIVI_1,,,ES48091,PT,ES48091,19.1
2013,Y_GE10,NIVI_1,,,ES48070,PT,ES48070,20.3
2019,Y_GE10,NIVI_1,,,ES48070,PT,ES48070,23.3
2021,Y_GE10,NIVI_1,,,ES48070,PT,ES48070,24.4
2010,Y_GE10,NIVI_1,,,ES48070,PT,ES48070,19.8
2014,Y_GE10,NIVI_1,,,ES48070,PT,ES48070,21.2
2018,Y_GE10,NIVI_1,,,ES48070,PT,ES48070,21.5
2016,Y_GE10,NIVI_1,,,ES48070,PT,ES48070,21.8
2015,Y_GE10,NIVI_1,,,ES48070,PT,ES48070,21.8
2020,Y_GE10,NIVI_1,,,ES48070,PT,ES48070,23.6
2016,Y_GE10,NIVI_1,,,ES01010,PT,ES01010,22.8
2021,Y_GE10,NIVI_1,,,ES01010,PT,ES01010,24.5
2018,Y_GE10,NIVI_1,,,ES01010,PT,ES01010,22.7
2019,Y_GE10,NIVI_1,,,ES01010,PT,ES01010,23.4
2020,Y_GE10,NIVI_1,,,ES01010,PT,ES01010,23.9
2013,Y_GE10,NIVI_1,,,ES01010,PT,ES01010,21.6
2014,Y_GE10,NIVI_1,,,ES01010,PT,ES01010,21.9
2015,Y_GE10,NIVI_1,,,ES01010,PT,ES01010,22.3
2010,Y_GE10,NIVI_1,,,ES01010,PT,ES01010,20.4
2014,Y_GE10,NIVI_1,,,ES20017,PT,ES20017,17.1
2015,Y_GE10,NIVI_1,,,ES20017,PT,ES20017,17.6
2010,Y_GE10,NIVI_1,,,ES20017,PT,ES20017,14.9
2019,Y_GE10,NIVI_1,,,ES20017,PT,ES20017,19.9
2020,Y_GE10,NIVI_1,,,ES20017,PT,ES20017,20.8
2016,Y_GE10,NIVI_1,,,ES20017,PT,ES20017,17.8
2013,Y_GE10,NIVI_1,,,ES20017,PT,ES20017,16.5
2021,Y_GE10,NIVI_1,,,ES20017,PT,ES20017,20.5
2018,Y_GE10,NIVI_1,,,ES20017,PT,ES20017,18.7
2019,Y_GE10,NIVI_1,,,ES20018,PT,ES20018,18.9
2014,Y_GE10,NIVI_1,,,ES20018,PT,ES20018,15.9
2020,Y_GE10,NIVI_1,,,ES20018,PT,ES20018,19.4
2018,Y_GE10,NIVI_1,,,ES20018,PT,ES20018,17.7
2015,Y_GE10,NIVI_1,,,ES20018,PT,ES20018,16.3
2016,Y_GE10,NIVI_1,,,ES20018,PT,ES20018,16.7
2010,Y_GE10,NIVI_1,,,ES20018,PT,ES20018,13.5
2021,Y_GE10,NIVI_1,,,ES20018,PT,ES20018,19.4
2013,Y_GE10,NIVI_1,,,ES20018,PT,ES20018,15.7
2021,Y_GE10,NIVI_1,,,ES48012,PT,ES48012,16.2
2013,Y_GE10,NIVI_1,,,ES48012,PT,ES48012,13.5
2016,Y_GE10,NIVI_1,,,ES48012,PT,ES48012,14.7
2015,Y_GE10,NIVI_1,,,ES48012,PT,ES48012,14.4
2018,Y_GE10,NIVI_1,,,ES48012,PT,ES48012,14.3
2010,Y_GE10,NIVI_1,,,ES48012,PT,ES48012,12.5
2014,Y_GE10,NIVI_1,,,ES48012,PT,ES48012,14.2
2019,Y_GE10,NIVI_1,,,ES48012,PT,ES48012,15.5
2020,Y_GE10,NIVI_1,,,ES48012,PT,ES48012,15.9
2010,Y_GE10,NIVI_1,,,ES20904,PT,ES20904,16.5
2015,Y_GE10,NIVI_1,,,ES20904,PT,ES20904,20
2018,Y_GE10,NIVI_1,,,ES20904,PT,ES20904,20.7
2021,Y_GE10,NIVI_1,,,ES20904,PT,ES20904,21.4
2020,Y_GE10,NIVI_1,,,ES20904,PT,ES20904,19.1
2014,Y_GE10,NIVI_1,,,ES20904,PT,ES20904,18.9
2013,Y_GE10,NIVI_1,,,ES20904,PT,ES20904,17.1
2016,Y_GE10,NIVI_1,,,ES20904,PT,ES20904,17.2
2019,Y_GE10,NIVI_1,,,ES20904,PT,ES20904,18
2010,Y_GE10,NIVI_1,,,ES48090,PT,ES48090,17.7
2016,Y_GE10,NIVI_1,,,ES48090,PT,ES48090,20.4
2013,Y_GE10,NIVI_1,,,ES48090,PT,ES48090,19.2
2018,Y_GE10,NIVI_1,,,ES48090,PT,ES48090,20.8
2020,Y_GE10,NIVI_1,,,ES48090,PT,ES48090,22.2
2019,Y_GE10,NIVI_1,,,ES48090,PT,ES48090,21.5
2014,Y_GE10,NIVI_1,,,ES48090,PT,ES48090,19.6
2021,Y_GE10,NIVI_1,,,ES48090,PT,ES48090,22.7
2015,Y_GE10,NIVI_1,,,ES48090,PT,ES48090,19.9
2020,Y_GE10,NIVI_1,,,ES01011,PT,ES01011,10.5
2018,Y_GE10,NIVI_1,,,ES01011,PT,ES01011,11.1
2021,Y_GE10,NIVI_1,,,ES01011,PT,ES01011,10.5
2010,Y_GE10,NIVI_1,,,ES01011,PT,ES01011,7.8
2016,Y_GE10,NIVI_1,,,ES01011,PT,ES01011,9.3
2013,Y_GE10,NIVI_1,,,ES01011,PT,ES01011,8.2
2015,Y_GE10,NIVI_1,,,ES01011,PT,ES01011,8.7
2014,Y_GE10,NIVI_1,,,ES01011,PT,ES01011,9.1
2019,Y_GE10,NIVI_1,,,ES01011,PT,ES01011,9.9
2020,Y_GE10,NIVI_1,,,ES48013,PT,ES48013,20.8
2021,Y_GE10,NIVI_1,,,ES48013,PT,ES48013,21
2016,Y_GE10,NIVI_1,,,ES48013,PT,ES48013,18.4
2015,Y_GE10,NIVI_1,,,ES48013,PT,ES48013,18
2013,Y_GE10,NIVI_1,,,ES48013,PT,ES48013,17.4
2014,Y_GE10,NIVI_1,,,ES48013,PT,ES48013,17.8
2010,Y_GE10,NIVI_1,,,ES48013,PT,ES48013,15.8
2018,Y_GE10,NIVI_1,,,ES48013,PT,ES48013,19
2019,Y_GE10,NIVI_1,,,ES48013,PT,ES48013,20.3
2015,Y_GE10,NIVI_1,,,ES48014,PT,ES48014,15.3
2010,Y_GE10,NIVI_1,,,ES48014,PT,ES48014,13.1
2020,Y_GE10,NIVI_1,,,ES48014,PT,ES48014,16.7
2016,Y_GE10,NIVI_1,,,ES48014,PT,ES48014,15.9
2021,Y_GE10,NIVI_1,,,ES48014,PT,ES48014,17.2
2013,Y_GE10,NIVI_1,,,ES48014,PT,ES48014,14.2
2018,Y_GE10,NIVI_1,,,ES48014,PT,ES48014,14.7
2014,Y_GE10,NIVI_1,,,ES48014,PT,ES48014,14.9
2019,Y_GE10,NIVI_1,,,ES48014,PT,ES48014,16.1
2019,Y_GE10,NIVI_1,,,ES01013,PT,ES01013,24.5
2013,Y_GE10,NIVI_1,,,ES01013,PT,ES01013,22.5
2010,Y_GE10,NIVI_1,,,ES01013,PT,ES01013,22
2014,Y_GE10,NIVI_1,,,ES01013,PT,ES01013,21.3
2018,Y_GE10,NIVI_1,,,ES01013,PT,ES01013,23
2020,Y_GE10,NIVI_1,,,ES01013,PT,ES01013,23.9
2015,Y_GE10,NIVI_1,,,ES01013,PT,ES01013,21.3
2021,Y_GE10,NIVI_1,,,ES01013,PT,ES01013,24.9
2016,Y_GE10,NIVI_1,,,ES01013,PT,ES01013,22.5
2016,Y_GE10,NIVI_1,,,ES48015,PT,ES48015,14.3
2010,Y_GE10,NIVI_1,,,ES48015,PT,ES48015,11.6
2018,Y_GE10,NIVI_1,,,ES48015,PT,ES48015,14.9
2015,Y_GE10,NIVI_1,,,ES48015,PT,ES48015,13.9
2019,Y_GE10,NIVI_1,,,ES48015,PT,ES48015,16.1
2013,Y_GE10,NIVI_1,,,ES48015,PT,ES48015,13.2
2021,Y_GE10,NIVI_1,,,ES48015,PT,ES48015,17.3
2014,Y_GE10,NIVI_1,,,ES48015,PT,ES48015,13.6
2020,Y_GE10,NIVI_1,,,ES48015,PT,ES48015,16.9
2015,Y_GE10,NIVI_1,,,ES20019,PT,ES20019,20.4
2013,Y_GE10,NIVI_1,,,ES20019,PT,ES20019,20
2019,Y_GE10,NIVI_1,,,ES20019,PT,ES20019,21.8
2020,Y_GE10,NIVI_1,,,ES20019,PT,ES20019,22.5
2010,Y_GE10,NIVI_1,,,ES20019,PT,ES20019,18.3
2021,Y_GE10,NIVI_1,,,ES20019,PT,ES20019,22.6
2016,Y_GE10,NIVI_1,,,ES20019,PT,ES20019,20.8
2018,Y_GE10,NIVI_1,,,ES20019,PT,ES20019,21
2014,Y_GE10,NIVI_1,,,ES20019,PT,ES20019,20.3
2015,Y_GE10,NIVI_1,,,ES48092,PT,ES48092,19.9
2013,Y_GE10,NIVI_1,,,ES48092,PT,ES48092,18.7
2019,Y_GE10,NIVI_1,,,ES48092,PT,ES48092,20.6
2014,Y_GE10,NIVI_1,,,ES48092,PT,ES48092,19.1
2020,Y_GE10,NIVI_1,,,ES48092,PT,ES48092,21.3
2018,Y_GE10,NIVI_1,,,ES48092,PT,ES48092,19.6
2016,Y_GE10,NIVI_1,,,ES48092,PT,ES48092,20.3
2010,Y_GE10,NIVI_1,,,ES48092,PT,ES48092,15.7
2021,Y_GE10,NIVI_1,,,ES48092,PT,ES48092,22.3
2013,Y_GE10,NIVI_1,,,ES20020,PT,ES20020,14.3
2019,Y_GE10,NIVI_1,,,ES20020,PT,ES20020,15.1
2020,Y_GE10,NIVI_1,,,ES20020,PT,ES20020,16.4
2015,Y_GE10,NIVI_1,,,ES20020,PT,ES20020,15.2
2016,Y_GE10,NIVI_1,,,ES20020,PT,ES20020,17.7
2018,Y_GE10,NIVI_1,,,ES20020,PT,ES20020,14.9
2021,Y_GE10,NIVI_1,,,ES20020,PT,ES20020,15.2
2010,Y_GE10,NIVI_1,,,ES20020,PT,ES20020,15.3
2014,Y_GE10,NIVI_1,,,ES20020,PT,ES20020,16.5
2019,Y_GE10,NIVI_1,,,ES20021,PT,ES20021,17.9
2010,Y_GE10,NIVI_1,,,ES20021,PT,ES20021,19.1
2014,Y_GE10,NIVI_1,,,ES20021,PT,ES20021,17.5
2015,Y_GE10,NIVI_1,,,ES20021,PT,ES20021,16.3
2013,Y_GE10,NIVI_1,,,ES20021,PT,ES20021,18.1
2020,Y_GE10,NIVI_1,,,ES20021,PT,ES20021,19.2
2018,Y_GE10,NIVI_1,,,ES20021,PT,ES20021,21.2
2016,Y_GE10,NIVI_1,,,ES20021,PT,ES20021,17.7
2021,Y_GE10,NIVI_1,,,ES20021,PT,ES20021,19.7
2021,Y_GE10,NIVI_1,,,ES48016,PT,ES48016,16
2013,Y_GE10,NIVI_1,,,ES48016,PT,ES48016,14.5
2018,Y_GE10,NIVI_1,,,ES48016,PT,ES48016,14.9
2015,Y_GE10,NIVI_1,,,ES48016,PT,ES48016,14.5
2019,Y_GE10,NIVI_1,,,ES48016,PT,ES48016,15.4
2020,Y_GE10,NIVI_1,,,ES48016,PT,ES48016,15.6
2010,Y_GE10,NIVI_1,,,ES48016,PT,ES48016,13.6
2014,Y_GE10,NIVI_1,,,ES48016,PT,ES48016,14.7
2016,Y_GE10,NIVI_1,,,ES48016,PT,ES48016,14.7
2013,Y_GE10,NIVI_1,,,ES01014,PT,ES01014,17
2019,Y_GE10,NIVI_1,,,ES01014,PT,ES01014,21.9
2018,Y_GE10,NIVI_1,,,ES01014,PT,ES01014,20.5
2010,Y_GE10,NIVI_1,,,ES01014,PT,ES01014,14.3
2020,Y_GE10,NIVI_1,,,ES01014,PT,ES01014,21.6
2021,Y_GE10,NIVI_1,,,ES01014,PT,ES01014,21.9
2015,Y_GE10,NIVI_1,,,ES01014,PT,ES01014,18.6
2016,Y_GE10,NIVI_1,,,ES01014,PT,ES01014,19.5
2014,Y_GE10,NIVI_1,,,ES01014,PT,ES01014,17.8
2015,Y_GE10,NIVI_1,,,ES20022,PT,ES20022,18.6
2020,Y_GE10,NIVI_1,,,ES20022,PT,ES20022,21.9
2016,Y_GE10,NIVI_1,,,ES20022,PT,ES20022,19.7
2019,Y_GE10,NIVI_1,,,ES20022,PT,ES20022,21.5
2013,Y_GE10,NIVI_1,,,ES20022,PT,ES20022,16.5
2014,Y_GE10,NIVI_1,,,ES20022,PT,ES20022,18.2
2021,Y_GE10,NIVI_1,,,ES20022,PT,ES20022,22
2010,Y_GE10,NIVI_1,,,ES20022,PT,ES20022,13
2018,Y_GE10,NIVI_1,,,ES20022,PT,ES20022,20.8
2014,Y_GE10,NIVI_1,,,ES20074,PT,ES20074,22.3
2018,Y_GE10,NIVI_1,,,ES20074,PT,ES20074,23.8
2019,Y_GE10,NIVI_1,,,ES20074,PT,ES20074,24.7
2016,Y_GE10,NIVI_1,,,ES20074,PT,ES20074,22.8
2021,Y_GE10,NIVI_1,,,ES20074,PT,ES20074,25.3
2020,Y_GE10,NIVI_1,,,ES20074,PT,ES20074,25.3
2013,Y_GE10,NIVI_1,,,ES20074,PT,ES20074,22.1
2010,Y_GE10,NIVI_1,,,ES20074,PT,ES20074,20.1
2015,Y_GE10,NIVI_1,,,ES20074,PT,ES20074,22.6
2016,Y_GE10,NIVI_1,,,ES48017,PT,ES48017,18.1
2014,Y_GE10,NIVI_1,,,ES48017,PT,ES48017,17.2
2021,Y_GE10,NIVI_1,,,ES48017,PT,ES48017,20.7
2018,Y_GE10,NIVI_1,,,ES48017,PT,ES48017,18.7
2019,Y_GE10,NIVI_1,,,ES48017,PT,ES48017,19.8
2020,Y_GE10,NIVI_1,,,ES48017,PT,ES48017,20.3
2015,Y_GE10,NIVI_1,,,ES48017,PT,ES48017,17.7
2013,Y_GE10,NIVI_1,,,ES48017,PT,ES48017,16.5
2010,Y_GE10,NIVI_1,,,ES48017,PT,ES48017,15.3
2013,Y_GE10,NIVI_1,,,ES01016,PT,ES01016,18.6
2019,Y_GE10,NIVI_1,,,ES01016,PT,ES01016,21.3
2020,Y_GE10,NIVI_1,,,ES01016,PT,ES01016,20.7
2016,Y_GE10,NIVI_1,,,ES01016,PT,ES01016,20.7
2021,Y_GE10,NIVI_1,,,ES01016,PT,ES01016,23.3
2018,Y_GE10,NIVI_1,,,ES01016,PT,ES01016,20.2
2015,Y_GE10,NIVI_1,,,ES01016,PT,ES01016,20.3
2010,Y_GE10,NIVI_1,,,ES01016,PT,ES01016,15.3
2014,Y_GE10,NIVI_1,,,ES01016,PT,ES01016,19.5
2013,Y_GE10,NIVI_1,,,ES48018,PT,ES48018,15.6
2014,Y_GE10,NIVI_1,,,ES48018,PT,ES48018,14.3
2016,Y_GE10,NIVI_1,,,ES48018,PT,ES48018,16.3
2015,Y_GE10,NIVI_1,,,ES48018,PT,ES48018,15.2
2010,Y_GE10,NIVI_1,,,ES48018,PT,ES48018,12.4
2018,Y_GE10,NIVI_1,,,ES48018,PT,ES48018,17.1
2020,Y_GE10,NIVI_1,,,ES48018,PT,ES48018,19.7
2019,Y_GE10,NIVI_1,,,ES48018,PT,ES48018,18.7
2021,Y_GE10,NIVI_1,,,ES48018,PT,ES48018,19.6
2015,Y_GE10,NIVI_1,,,ES48019,PT,ES48019,20.2
2020,Y_GE10,NIVI_1,,,ES48019,PT,ES48019,22.2
2018,Y_GE10,NIVI_1,,,ES48019,PT,ES48019,21
2021,Y_GE10,NIVI_1,,,ES48019,PT,ES48019,22.4
2014,Y_GE10,NIVI_1,,,ES48019,PT,ES48019,20
2016,Y_GE10,NIVI_1,,,ES48019,PT,ES48019,20.6
2013,Y_GE10,NIVI_1,,,ES48019,PT,ES48019,19.8
2010,Y_GE10,NIVI_1,,,ES48019,PT,ES48019,17.5
2019,Y_GE10,NIVI_1,,,ES48019,PT,ES48019,21.7
2013,Y_GE10,NIVI_1,,,ES20023,PT,ES20023,15.5
2010,Y_GE10,NIVI_1,,,ES20023,PT,ES20023,13.5
2021,Y_GE10,NIVI_1,,,ES20023,PT,ES20023,20.5
2020,Y_GE10,NIVI_1,,,ES20023,PT,ES20023,19.4
2015,Y_GE10,NIVI_1,,,ES20023,PT,ES20023,17
2019,Y_GE10,NIVI_1,,,ES20023,PT,ES20023,19.4
2018,Y_GE10,NIVI_1,,,ES20023,PT,ES20023,18.7
2016,Y_GE10,NIVI_1,,,ES20023,PT,ES20023,18.1
2014,Y_GE10,NIVI_1,,,ES20023,PT,ES20023,17.3
2010,Y_GE10,NIVI_1,,,ES20024,PT,ES20024,12.2
2018,Y_GE10,NIVI_1,,,ES20024,PT,ES20024,19.8
2013,Y_GE10,NIVI_1,,,ES20024,PT,ES20024,16.8
2015,Y_GE10,NIVI_1,,,ES20024,PT,ES20024,18.1
2014,Y_GE10,NIVI_1,,,ES20024,PT,ES20024,18.3
2019,Y_GE10,NIVI_1,,,ES20024,PT,ES20024,21.8
2021,Y_GE10,NIVI_1,,,ES20024,PT,ES20024,24.5
2016,Y_GE10,NIVI_1,,,ES20024,PT,ES20024,18.5
2020,Y_GE10,NIVI_1,,,ES20024,PT,ES20024,22.8
2015,Y_GE10,NIVI_1,,,ES48020,PT,ES48020,14.2
2013,Y_GE10,NIVI_1,,,ES48020,PT,ES48020,13.7
2020,Y_GE10,NIVI_1,,,ES48020,PT,ES48020,16.5
2018,Y_GE10,NIVI_1,,,ES48020,PT,ES48020,14.8
2010,Y_GE10,NIVI_1,,,ES48020,PT,ES48020,12.7
2019,Y_GE10,NIVI_1,,,ES48020,PT,ES48020,16
2014,Y_GE10,NIVI_1,,,ES48020,PT,ES48020,14
2016,Y_GE10,NIVI_1,,,ES48020,PT,ES48020,14.4
2021,Y_GE10,NIVI_1,,,ES48020,PT,ES48020,16.8
2018,Y_GE10,NIVI_1,,,ES48021,PT,ES48021,16.9
2014,Y_GE10,NIVI_1,,,ES48021,PT,ES48021,15.8
2019,Y_GE10,NIVI_1,,,ES48021,PT,ES48021,17.6
2010,Y_GE10,NIVI_1,,,ES48021,PT,ES48021,14.4
2016,Y_GE10,NIVI_1,,,ES48021,PT,ES48021,16.3
2015,Y_GE10,NIVI_1,,,ES48021,PT,ES48021,16.3
2013,Y_GE10,NIVI_1,,,ES48021,PT,ES48021,15.6
2020,Y_GE10,NIVI_1,,,ES48021,PT,ES48021,18.4
2021,Y_GE10,NIVI_1,,,ES48021,PT,ES48021,19.1
2019,Y_GE10,NIVI_1,,,ES01017,PT,ES01017,19.4
2015,Y_GE10,NIVI_1,,,ES01017,PT,ES01017,18.8
2016,Y_GE10,NIVI_1,,,ES01017,PT,ES01017,18.8
2021,Y_GE10,NIVI_1,,,ES01017,PT,ES01017,21.1
2018,Y_GE10,NIVI_1,,,ES01017,PT,ES01017,19.1
