Year,Series,Units,Value
2018,EN_WWT_WWDS,PT,80
2012,EN_WWT_WWDS,PT,74
2016,EN_WWT_WWDS,PT,76.3
2020,EN_WWT_WWDS,PT,80.8
2022,EN_WWT_WWDS,PT,79.4
2014,EN_WWT_WWDS,PT,77.5
2012,EU_WWT_COLECT,PT,100
2014,EU_WWT_COLECT,PT,100
2016,EU_WWT_COLECT,PT,100
2018,EU_WWT_COLECT,PT,100
2020,EU_WWT_COLECT,PT,100
2022,EU_WWT_COLECT,PT,99.9
