Year,Series,Units,Value
2019,SH_H2O_SAFE,PT,100
2020,SH_H2O_SAFE,PT,100
2021,SH_H2O_SAFE,PT,100
2017,SH_H2O_SAFE,PT,100
2018,SH_H2O_SAFE,PT,100
2016,SH_H2O_SAFE,PT,100
2022,SH_H2O_SAFE,PT,100
2019,EU_H20_COVNAC,PT,82.1
2017,EU_H20_COVNAC,PT,84
2016,EU_H20_COVNAC,PT,82.6
2021,EU_H20_COVNAC,PT,81.3
2022,EU_H20_COVNAC,PT,76.1
2020,EU_H20_COVNAC,PT,81.3
2018,EU_H20_COVNAC,PT,81.9
