Year,ServEsencial,Administracion,Territorio,Comarca,Municipio,Units,GeoCode,Value
2015,,ADM_PUB,,,,PT,,70.3
2019,,ADM_PUB,,,,PT,,71.2
2020,,ADM_PUB,,,,PT,,72
2014,,ADM_PUB,,,,PT,,70
2012,,ADM_PUB,,,,PT,,69.3
2021,,ADM_PUB,,,,PT,,72.5
2016,,ADM_PUB,,,,PT,,70.5
2017,,ADM_PUB,,,,PT,,70.1
2018,,ADM_PUB,,,,PT,,71
2015,,ADM_AUT,,,,PT,,69.6
2014,,ADM_AUT,,,,PT,,68.4
2012,,ADM_AUT,,,,PT,,65.9
2019,,ADM_AUT,,,,PT,,71.6
2017,,ADM_AUT,,,,PT,,68.4
2021,,ADM_AUT,,,,PT,,71.8
2018,,ADM_AUT,,,,PT,,70
2020,,ADM_AUT,,,,PT,,72.2
2016,,ADM_AUT,,,,PT,,69.1
2020,,ADM_MUN,,,,PT,,19.1
2021,,ADM_MUN,,,,PT,,18.7
2018,,ADM_MUN,,,,PT,,18.1
2019,,ADM_MUN,,,,PT,,18.9
2017,,ADM_MUN,,,,PT,,18.2
2017,,ADM_MUN,,,ES48001,PT,ES48001,13.9
2018,,ADM_MUN,,,ES48001,PT,ES48001,12.5
2021,,ADM_MUN,,,ES48001,PT,ES48001,15.5
2020,,ADM_MUN,,,ES48001,PT,ES48001,11.5
2019,,ADM_MUN,,,ES48001,PT,ES48001,10
2021,,ADM_MUN,,,ES20001,PT,ES20001,9.5
2017,,ADM_MUN,,,ES20001,PT,ES20001,17.2
2019,,ADM_MUN,,,ES20001,PT,ES20001,13.9
2020,,ADM_MUN,,,ES20001,PT,ES20001,5
2018,,ADM_MUN,,,ES20001,PT,ES20001,23.4
2017,,ADM_MUN,,,ES48002,PT,ES48002,17.2
2021,,ADM_MUN,,,ES48002,PT,ES48002,21.3
2019,,ADM_MUN,,,ES48002,PT,ES48002,17.4
2020,,ADM_MUN,,,ES48002,PT,ES48002,19.4
2018,,ADM_MUN,,,ES48002,PT,ES48002,15.4
2019,,ADM_MUN,,,ES20002,PT,ES20002,11.4
2020,,ADM_MUN,,,ES20002,PT,ES20002,18.8
2021,,ADM_MUN,,,ES20002,PT,ES20002,17.7
2017,,ADM_MUN,,,ES20002,PT,ES20002,12.3
2018,,ADM_MUN,,,ES20002,PT,ES20002,16.3
2017,,ADM_MUN,,,ES01051,PT,ES01051,14.8
2020,,ADM_MUN,,,ES01051,PT,ES01051,20.8
2018,,ADM_MUN,,,ES01051,PT,ES01051,13.4
2019,,ADM_MUN,,,ES01051,PT,ES01051,13
2021,,ADM_MUN,,,ES01051,PT,ES01051,16.5
2020,,ADM_MUN,,,ES20016,PT,ES20016,17
2018,,ADM_MUN,,,ES20016,PT,ES20016,17.9
2021,,ADM_MUN,,,ES20016,PT,ES20016,18.6
2019,,ADM_MUN,,,ES20016,PT,ES20016,21.7
2017,,ADM_MUN,,,ES20016,PT,ES20016,21.8
2020,,ADM_MUN,,,ES20003,PT,ES20003,5.5
2019,,ADM_MUN,,,ES20003,PT,ES20003,2.2
2017,,ADM_MUN,,,ES20003,PT,ES20003,2.2
2018,,ADM_MUN,,,ES20003,PT,ES20003,2.6
2021,,ADM_MUN,,,ES20003,PT,ES20003,2.4
2018,,ADM_MUN,,,ES48911,PT,ES48911,4.9
2019,,ADM_MUN,,,ES48911,PT,ES48911,5.7
2020,,ADM_MUN,,,ES48911,PT,ES48911,5.6
2017,,ADM_MUN,,,ES48911,PT,ES48911,3.4
2021,,ADM_MUN,,,ES48911,PT,ES48911,4.3
2021,,ADM_MUN,,,ES20004,PT,ES20004,19.4
2020,,ADM_MUN,,,ES20004,PT,ES20004,19.1
2018,,ADM_MUN,,,ES20004,PT,ES20004,16.2
2019,,ADM_MUN,,,ES20004,PT,ES20004,18.1
2017,,ADM_MUN,,,ES20004,PT,ES20004,14.5
2018,,ADM_MUN,,,ES20005,PT,ES20005,12
2019,,ADM_MUN,,,ES20005,PT,ES20005,17.5
2020,,ADM_MUN,,,ES20005,PT,ES20005,19.5
2021,,ADM_MUN,,,ES20005,PT,ES20005,17.4
2017,,ADM_MUN,,,ES20005,PT,ES20005,13.3
2017,,ADM_MUN,,,ES01001,PT,ES01001,16.6
2019,,ADM_MUN,,,ES01001,PT,ES01001,18.8
2020,,ADM_MUN,,,ES01001,PT,ES01001,18.7
2018,,ADM_MUN,,,ES01001,PT,ES01001,15
2021,,ADM_MUN,,,ES01001,PT,ES01001,20.6
2019,,ADM_MUN,,,ES20006,PT,ES20006,13
2017,,ADM_MUN,,,ES20006,PT,ES20006,10.7
2020,,ADM_MUN,,,ES20006,PT,ES20006,9.3
2021,,ADM_MUN,,,ES20006,PT,ES20006,6.6
2018,,ADM_MUN,,,ES20006,PT,ES20006,8.3
2020,,ADM_MUN,,,ES48912,PT,ES48912,20.4
2019,,ADM_MUN,,,ES48912,PT,ES48912,20.1
2017,,ADM_MUN,,,ES48912,PT,ES48912,15.1
2021,,ADM_MUN,,,ES48912,PT,ES48912,16.9
2018,,ADM_MUN,,,ES48912,PT,ES48912,16
2020,,ADM_MUN,,,ES20906,PT,ES20906,1.8
2021,,ADM_MUN,,,ES20906,PT,ES20906,1
2017,,ADM_MUN,,,ES20906,PT,ES20906,1.4
2019,,ADM_MUN,,,ES20906,PT,ES20906,1
2018,,ADM_MUN,,,ES20906,PT,ES20906,0.5
2018,,ADM_MUN,,,ES20007,PT,ES20007,4.1
2019,,ADM_MUN,,,ES20007,PT,ES20007,3.2
2020,,ADM_MUN,,,ES20007,PT,ES20007,12.4
2017,,ADM_MUN,,,ES20007,PT,ES20007,5.4
2021,,ADM_MUN,,,ES20007,PT,ES20007,8.3
2020,,ADM_MUN,,,ES20008,PT,ES20008,11
2018,,ADM_MUN,,,ES20008,PT,ES20008,8.5
2019,,ADM_MUN,,,ES20008,PT,ES20008,16.6
2017,,ADM_MUN,,,ES20008,PT,ES20008,9.6
2021,,ADM_MUN,,,ES20008,PT,ES20008,11.8
2018,,ADM_MUN,,,ES48003,PT,ES48003,19
2017,,ADM_MUN,,,ES48003,PT,ES48003,20.6
2021,,ADM_MUN,,,ES48003,PT,ES48003,19.5
2019,,ADM_MUN,,,ES48003,PT,ES48003,18.6
2020,,ADM_MUN,,,ES48003,PT,ES48003,19.1
2019,,ADM_MUN,,,ES48004,PT,ES48004,10
2020,,ADM_MUN,,,ES48004,PT,ES48004,4.6
2017,,ADM_MUN,,,ES48004,PT,ES48004,16.1
2021,,ADM_MUN,,,ES48004,PT,ES48004,5.1
2018,,ADM_MUN,,,ES48004,PT,ES48004,11.2
2017,,ADM_MUN,,,ES01002,PT,ES01002,17.1
2019,,ADM_MUN,,,ES01002,PT,ES01002,21.8
2021,,ADM_MUN,,,ES01002,PT,ES01002,19.3
2018,,ADM_MUN,,,ES01002,PT,ES01002,22.2
2020,,ADM_MUN,,,ES01002,PT,ES01002,14.3
2017,,ADM_MUN,,,ES20009,PT,ES20009,33.3
2021,,ADM_MUN,,,ES20009,PT,ES20009,24.6
2020,,ADM_MUN,,,ES20009,PT,ES20009,29.6
2018,,ADM_MUN,,,ES20009,PT,ES20009,21.5
2019,,ADM_MUN,,,ES20009,PT,ES20009,24.1
2020,,ADM_MUN,,,ES20010,PT,ES20010,27
2019,,ADM_MUN,,,ES20010,PT,ES20010,21.9
2021,,ADM_MUN,,,ES20010,PT,ES20010,9.6
2018,,ADM_MUN,,,ES20010,PT,ES20010,18.8
2017,,ADM_MUN,,,ES20010,PT,ES20010,7.4
2021,,ADM_MUN,,,ES20011,PT,ES20011,24.7
2020,,ADM_MUN,,,ES20011,PT,ES20011,18.3
2018,,ADM_MUN,,,ES20011,PT,ES20011,17.1
2017,,ADM_MUN,,,ES20011,PT,ES20011,22.2
2019,,ADM_MUN,,,ES20011,PT,ES20011,21.5
2019,,ADM_MUN,,,ES01049,PT,ES01049,0
2020,,ADM_MUN,,,ES01049,PT,ES01049,3
2021,,ADM_MUN,,,ES01049,PT,ES01049,5.2
2017,,ADM_MUN,,,ES01049,PT,ES01049,3.7
2018,,ADM_MUN,,,ES01049,PT,ES01049,3.7
2019,,ADM_MUN,,,ES48005,PT,ES48005,2.6
2021,,ADM_MUN,,,ES48005,PT,ES48005,3.5
2017,,ADM_MUN,,,ES48005,PT,ES48005,1.9
2018,,ADM_MUN,,,ES48005,PT,ES48005,3.1
2020,,ADM_MUN,,,ES48005,PT,ES48005,1.7
2020,,ADM_MUN,,,ES20012,PT,ES20012,1.6
2018,,ADM_MUN,,,ES20012,PT,ES20012,1.2
2019,,ADM_MUN,,,ES20012,PT,ES20012,2.3
2021,,ADM_MUN,,,ES20012,PT,ES20012,0.9
2017,,ADM_MUN,,,ES20012,PT,ES20012,2.3
2021,,ADM_MUN,,,ES01003,PT,ES01003,10.7
2020,,ADM_MUN,,,ES01003,PT,ES01003,23.1
2018,,ADM_MUN,,,ES01003,PT,ES01003,11.8
2019,,ADM_MUN,,,ES01003,PT,ES01003,12
2017,,ADM_MUN,,,ES01003,PT,ES01003,10.3
2018,,ADM_MUN,,,ES48006,PT,ES48006,1.4
2020,,ADM_MUN,,,ES48006,PT,ES48006,3
2017,,ADM_MUN,,,ES48006,PT,ES48006,6.3
2019,,ADM_MUN,,,ES48006,PT,ES48006,1.8
2021,,ADM_MUN,,,ES48006,PT,ES48006,4.1
2020,,ADM_MUN,,,ES48093,PT,ES48093,16.5
2019,,ADM_MUN,,,ES48093,PT,ES48093,5.7
2017,,ADM_MUN,,,ES48093,PT,ES48093,6
2021,,ADM_MUN,,,ES48093,PT,ES48093,14.7
2018,,ADM_MUN,,,ES48093,PT,ES48093,6.3
2017,,ADM_MUN,,,ES20013,PT,ES20013,13.4
2020,,ADM_MUN,,,ES20013,PT,ES20013,16.2
2021,,ADM_MUN,,,ES20013,PT,ES20013,19.5
2019,,ADM_MUN,,,ES20013,PT,ES20013,13.6
2018,,ADM_MUN,,,ES20013,PT,ES20013,14.9
2017,,ADM_MUN,,,ES01006,PT,ES01006,6.3
2021,,ADM_MUN,,,ES01006,PT,ES01006,7.8
2019,,ADM_MUN,,,ES01006,PT,ES01006,10
2020,,ADM_MUN,,,ES01006,PT,ES01006,1.4
2018,,ADM_MUN,,,ES01006,PT,ES01006,6.7
2019,,ADM_MUN,,,ES01037,PT,ES01037,26.2
2018,,ADM_MUN,,,ES01037,PT,ES01037,16.3
2020,,ADM_MUN,,,ES01037,PT,ES01037,46.8
2021,,ADM_MUN,,,ES01037,PT,ES01037,25.3
2017,,ADM_MUN,,,ES01037,PT,ES01037,19.6
2020,,ADM_MUN,,,ES48009,PT,ES48009,13.4
2017,,ADM_MUN,,,ES48009,PT,ES48009,18.7
2021,,ADM_MUN,,,ES48009,PT,ES48009,10.4
2018,,ADM_MUN,,,ES48009,PT,ES48009,13.2
2019,,ADM_MUN,,,ES48009,PT,ES48009,15.6
2021,,ADM_MUN,,,ES20055,PT,ES20055,13.4
2019,,ADM_MUN,,,ES20055,PT,ES20055,13.5
2020,,ADM_MUN,,,ES20055,PT,ES20055,14.1
2018,,ADM_MUN,,,ES20055,PT,ES20055,13.1
2017,,ADM_MUN,,,ES20055,PT,ES20055,13.2
2020,,ADM_MUN,,,ES48914,PT,ES48914,3.6
2021,,ADM_MUN,,,ES48914,PT,ES48914,2.8
2019,,ADM_MUN,,,ES48914,PT,ES48914,2.7
2017,,ADM_MUN,,,ES48914,PT,ES48914,3.2
2018,,ADM_MUN,,,ES48914,PT,ES48914,3.2
2020,,ADM_MUN,,,ES01008,PT,ES01008,5.8
2019,,ADM_MUN,,,ES01008,PT,ES01008,7.5
2018,,ADM_MUN,,,ES01008,PT,ES01008,4.7
2021,,ADM_MUN,,,ES01008,PT,ES01008,6.7
2017,,ADM_MUN,,,ES01008,PT,ES01008,5.8
2020,,ADM_MUN,,,ES48010,PT,ES48010,6.5
2017,,ADM_MUN,,,ES48010,PT,ES48010,5.3
2018,,ADM_MUN,,,ES48010,PT,ES48010,7.7
2021,,ADM_MUN,,,ES48010,PT,ES48010,7.5
2019,,ADM_MUN,,,ES48010,PT,ES48010,5.1
2018,,ADM_MUN,,,ES48011,PT,ES48011,18.8
2020,,ADM_MUN,,,ES48011,PT,ES48011,17.2
2019,,ADM_MUN,,,ES48011,PT,ES48011,14.2
2017,,ADM_MUN,,,ES48011,PT,ES48011,20.1
2021,,ADM_MUN,,,ES48011,PT,ES48011,18.3
2019,,ADM_MUN,,,ES48023,PT,ES48023,3.9
2020,,ADM_MUN,,,ES48023,PT,ES48023,3.7
2021,,ADM_MUN,,,ES48023,PT,ES48023,2.6
2018,,ADM_MUN,,,ES48023,PT,ES48023,2.9
2017,,ADM_MUN,,,ES48023,PT,ES48023,8
2021,,ADM_MUN,,,ES48008,PT,ES48008,6.8
2020,,ADM_MUN,,,ES48008,PT,ES48008,3.6
2018,,ADM_MUN,,,ES48008,PT,ES48008,6.1
2017,,ADM_MUN,,,ES48008,PT,ES48008,3
2019,,ADM_MUN,,,ES48008,PT,ES48008,4.5
2019,,ADM_MUN,,,ES01004,PT,ES01004,15.3
2017,,ADM_MUN,,,ES01004,PT,ES01004,9.7
2018,,ADM_MUN,,,ES01004,PT,ES01004,16.5
2021,,ADM_MUN,,,ES01004,PT,ES01004,10.8
2020,,ADM_MUN,,,ES01004,PT,ES01004,13.6
2021,,ADM_MUN,,,ES01009,PT,ES01009,32.6
2020,,ADM_MUN,,,ES01009,PT,ES01009,21
2018,,ADM_MUN,,,ES01009,PT,ES01009,22.9
2017,,ADM_MUN,,,ES01009,PT,ES01009,13.9
2019,,ADM_MUN,,,ES01009,PT,ES01009,22.6
2019,,ADM_MUN,,,ES20014,PT,ES20014,7.2
2020,,ADM_MUN,,,ES20014,PT,ES20014,12.5
2018,,ADM_MUN,,,ES20014,PT,ES20014,9.1
2017,,ADM_MUN,,,ES20014,PT,ES20014,11.1
2021,,ADM_MUN,,,ES20014,PT,ES20014,10.3
2020,,ADM_MUN,,,ES20903,PT,ES20903,18
2017,,ADM_MUN,,,ES20903,PT,ES20903,18.3
2018,,ADM_MUN,,,ES20903,PT,ES20903,19.9
2021,,ADM_MUN,,,ES20903,PT,ES20903,23.9
2019,,ADM_MUN,,,ES20903,PT,ES20903,15.4
2018,,ADM_MUN,,,ES20015,PT,ES20015,8.8
2021,,ADM_MUN,,,ES20015,PT,ES20015,8.9
2019,,ADM_MUN,,,ES20015,PT,ES20015,8.5
2020,,ADM_MUN,,,ES20015,PT,ES20015,9.3
2017,,ADM_MUN,,,ES20015,PT,ES20015,9
2017,,ADM_MUN,,,ES48091,PT,ES48091,12.2
2019,,ADM_MUN,,,ES48091,PT,ES48091,7.4
2018,,ADM_MUN,,,ES48091,PT,ES48091,11.9
2020,,ADM_MUN,,,ES48091,PT,ES48091,8.4
2021,,ADM_MUN,,,ES48091,PT,ES48091,10.3
2018,,ADM_MUN,,,ES48070,PT,ES48070,6.9
2021,,ADM_MUN,,,ES48070,PT,ES48070,14.1
2020,,ADM_MUN,,,ES48070,PT,ES48070,6.5
2019,,ADM_MUN,,,ES48070,PT,ES48070,23.8
2017,,ADM_MUN,,,ES48070,PT,ES48070,7.7
2017,,ADM_MUN,,,ES01010,PT,ES01010,27.3
2021,,ADM_MUN,,,ES01010,PT,ES01010,17.5
2019,,ADM_MUN,,,ES01010,PT,ES01010,18.4
2020,,ADM_MUN,,,ES01010,PT,ES01010,17.5
2018,,ADM_MUN,,,ES01010,PT,ES01010,17.9
2019,,ADM_MUN,,,ES20017,PT,ES20017,13.5
2017,,ADM_MUN,,,ES20017,PT,ES20017,14.7
2021,,ADM_MUN,,,ES20017,PT,ES20017,15.4
2018,,ADM_MUN,,,ES20017,PT,ES20017,12.1
2020,,ADM_MUN,,,ES20017,PT,ES20017,14.5
2018,,ADM_MUN,,,ES20018,PT,ES20018,15.9
2019,,ADM_MUN,,,ES20018,PT,ES20018,19.4
2017,,ADM_MUN,,,ES20018,PT,ES20018,15.1
2021,,ADM_MUN,,,ES20018,PT,ES20018,20.4
2020,,ADM_MUN,,,ES20018,PT,ES20018,20.7
2017,,ADM_MUN,,,ES48012,PT,ES48012,1.7
2020,,ADM_MUN,,,ES48012,PT,ES48012,4.7
2021,,ADM_MUN,,,ES48012,PT,ES48012,4
2019,,ADM_MUN,,,ES48012,PT,ES48012,14.3
2018,,ADM_MUN,,,ES48012,PT,ES48012,2.4
2019,,ADM_MUN,,,ES20904,PT,ES20904,13.5
2017,,ADM_MUN,,,ES20904,PT,ES20904,8.5
2020,,ADM_MUN,,,ES20904,PT,ES20904,10.5
2018,,ADM_MUN,,,ES20904,PT,ES20904,9.4
2021,,ADM_MUN,,,ES20904,PT,ES20904,8.4
2020,,ADM_MUN,,,ES48090,PT,ES48090,15.2
2019,,ADM_MUN,,,ES48090,PT,ES48090,14.2
2021,,ADM_MUN,,,ES48090,PT,ES48090,11.1
2017,,ADM_MUN,,,ES48090,PT,ES48090,20.8
2018,,ADM_MUN,,,ES48090,PT,ES48090,16.8
2019,,ADM_MUN,,,ES01011,PT,ES01011,2.8
2018,,ADM_MUN,,,ES01011,PT,ES01011,6.8
2017,,ADM_MUN,,,ES01011,PT,ES01011,1.2
2020,,ADM_MUN,,,ES01011,PT,ES01011,5.1
2021,,ADM_MUN,,,ES01011,PT,ES01011,5.5
2020,,ADM_MUN,,,ES48013,PT,ES48013,31.3
2021,,ADM_MUN,,,ES48013,PT,ES48013,29
2018,,ADM_MUN,,,ES48013,PT,ES48013,31.2
2019,,ADM_MUN,,,ES48013,PT,ES48013,30.8
2017,,ADM_MUN,,,ES48013,PT,ES48013,30.7
2018,,ADM_MUN,,,ES48014,PT,ES48014,4.2
2019,,ADM_MUN,,,ES48014,PT,ES48014,2
2017,,ADM_MUN,,,ES48014,PT,ES48014,1.9
2021,,ADM_MUN,,,ES48014,PT,ES48014,2.2
2020,,ADM_MUN,,,ES48014,PT,ES48014,3
2019,,ADM_MUN,,,ES01013,PT,ES01013,6.5
2020,,ADM_MUN,,,ES01013,PT,ES01013,15.3
2017,,ADM_MUN,,,ES01013,PT,ES01013,5.2
2018,,ADM_MUN,,,ES01013,PT,ES01013,4.6
2021,,ADM_MUN,,,ES01013,PT,ES01013,11.1
2021,,ADM_MUN,,,ES48015,PT,ES48015,16.3
2018,,ADM_MUN,,,ES48015,PT,ES48015,14.9
2017,,ADM_MUN,,,ES48015,PT,ES48015,17.2
2020,,ADM_MUN,,,ES48015,PT,ES48015,17.5
2019,,ADM_MUN,,,ES48015,PT,ES48015,15.9
2018,,ADM_MUN,,,ES20019,PT,ES20019,21.5
2019,,ADM_MUN,,,ES20019,PT,ES20019,21
2020,,ADM_MUN,,,ES20019,PT,ES20019,24.2
2021,,ADM_MUN,,,ES20019,PT,ES20019,24.1
2017,,ADM_MUN,,,ES20019,PT,ES20019,20.5
2021,,ADM_MUN,,,ES48092,PT,ES48092,2.1
2020,,ADM_MUN,,,ES48092,PT,ES48092,1.6
2019,,ADM_MUN,,,ES48092,PT,ES48092,1.4
2017,,ADM_MUN,,,ES48092,PT,ES48092,1.4
2018,,ADM_MUN,,,ES48092,PT,ES48092,1.1
2021,,ADM_MUN,,,ES20020,PT,ES20020,8.1
2019,,ADM_MUN,,,ES20020,PT,ES20020,9.2
2020,,ADM_MUN,,,ES20020,PT,ES20020,12.6
2018,,ADM_MUN,,,ES20020,PT,ES20020,5.7
2017,,ADM_MUN,,,ES20020,PT,ES20020,7.9
2019,,ADM_MUN,,,ES20021,PT,ES20021,0.2
2021,,ADM_MUN,,,ES20021,PT,ES20021,0.7
2018,,ADM_MUN,,,ES20021,PT,ES20021,0.3
2020,,ADM_MUN,,,ES20021,PT,ES20021,0.2
2017,,ADM_MUN,,,ES20021,PT,ES20021,0.4
2017,,ADM_MUN,,,ES48016,PT,ES48016,6.6
2020,,ADM_MUN,,,ES48016,PT,ES48016,7.8
2021,,ADM_MUN,,,ES48016,PT,ES48016,7.6
2018,,ADM_MUN,,,ES48016,PT,ES48016,6.3
2019,,ADM_MUN,,,ES48016,PT,ES48016,6.8
2017,,ADM_MUN,,,ES01014,PT,ES01014,11.4
2021,,ADM_MUN,,,ES01014,PT,ES01014,7.5
2019,,ADM_MUN,,,ES01014,PT,ES01014,5.4
2020,,ADM_MUN,,,ES01014,PT,ES01014,5.2
2018,,ADM_MUN,,,ES01014,PT,ES01014,7
2017,,ADM_MUN,,,ES20022,PT,ES20022,4.4
2021,,ADM_MUN,,,ES20022,PT,ES20022,8.1
2018,,ADM_MUN,,,ES20022,PT,ES20022,7.9
2020,,ADM_MUN,,,ES20022,PT,ES20022,13.9
2019,,ADM_MUN,,,ES20022,PT,ES20022,10.4
2017,,ADM_MUN,,,ES20074,PT,ES20074,12.5
2018,,ADM_MUN,,,ES20074,PT,ES20074,10.8
2020,,ADM_MUN,,,ES20074,PT,ES20074,11.2
2019,,ADM_MUN,,,ES20074,PT,ES20074,12.3
2021,,ADM_MUN,,,ES20074,PT,ES20074,13.3
2018,,ADM_MUN,,,ES48017,PT,ES48017,20.5
2021,,ADM_MUN,,,ES48017,PT,ES48017,30.7
2019,,ADM_MUN,,,ES48017,PT,ES48017,18.8
2017,,ADM_MUN,,,ES48017,PT,ES48017,22.8
2020,,ADM_MUN,,,ES48017,PT,ES48017,21.1
2019,,ADM_MUN,,,ES01016,PT,ES01016,10.8
2018,,ADM_MUN,,,ES01016,PT,ES01016,10.7
2017,,ADM_MUN,,,ES01016,PT,ES01016,9.9
2020,,ADM_MUN,,,ES01016,PT,ES01016,11.7
2021,,ADM_MUN,,,ES01016,PT,ES01016,13.9
2021,,ADM_MUN,,,ES48018,PT,ES48018,4
2019,,ADM_MUN,,,ES48018,PT,ES48018,7.2
2018,,ADM_MUN,,,ES48018,PT,ES48018,5.4
2017,,ADM_MUN,,,ES48018,PT,ES48018,3.6
2020,,ADM_MUN,,,ES48018,PT,ES48018,2.9
2017,,ADM_MUN,,,ES48019,PT,ES48019,18.6
2019,,ADM_MUN,,,ES48019,PT,ES48019,13.3
2020,,ADM_MUN,,,ES48019,PT,ES48019,16.2
2018,,ADM_MUN,,,ES48019,PT,ES48019,21.4
2021,,ADM_MUN,,,ES48019,PT,ES48019,9.4
2020,,ADM_MUN,,,ES20023,PT,ES20023,17.8
2019,,ADM_MUN,,,ES20023,PT,ES20023,13.8
2018,,ADM_MUN,,,ES20023,PT,ES20023,15.4
2017,,ADM_MUN,,,ES20023,PT,ES20023,16.8
2021,,ADM_MUN,,,ES20023,PT,ES20023,11.2
2020,,ADM_MUN,,,ES20024,PT,ES20024,8.5
2018,,ADM_MUN,,,ES20024,PT,ES20024,16.4
2019,,ADM_MUN,,,ES20024,PT,ES20024,19
2021,,ADM_MUN,,,ES20024,PT,ES20024,9.4
2017,,ADM_MUN,,,ES20024,PT,ES20024,19.2
2018,,ADM_MUN,,,ES48020,PT,ES48020,17.4
2021,,ADM_MUN,,,ES48020,PT,ES48020,18.5
2019,,ADM_MUN,,,ES48020,PT,ES48020,17.1
2020,,ADM_MUN,,,ES48020,PT,ES48020,19.9
2017,,ADM_MUN,,,ES48020,PT,ES48020,17.1
2020,,ADM_MUN,,,ES48021,PT,ES48021,13.1
2021,,ADM_MUN,,,ES48021,PT,ES48021,15.5
2017,,ADM_MUN,,,ES48021,PT,ES48021,12.2
2019,,ADM_MUN,,,ES48021,PT,ES48021,9.3
2018,,ADM_MUN,,,ES48021,PT,ES48021,10.5
2018,,ADM_MUN,,,ES01017,PT,ES01017,28.1
2017,,ADM_MUN,,,ES01017,PT,ES01017,22
2020,,ADM_MUN,,,ES01017,PT,ES01017,18.3
2021,,ADM_MUN,,,ES01017,PT,ES01017,31.2
2019,,ADM_MUN,,,ES01017,PT,ES01017,24.6
2019,,ADM_MUN,,,ES20029,PT,ES20029,14.3
2020,,ADM_MUN,,,ES20029,PT,ES20029,12.2
2017,,ADM_MUN,,,ES20029,PT,ES20029,10.8
2021,,ADM_MUN,,,ES20029,PT,ES20029,14.2
2018,,ADM_MUN,,,ES20029,PT,ES20029,10.7
2018,,ADM_MUN,,,ES48901,PT,ES48901,8.8
2019,,ADM_MUN,,,ES48901,PT,ES48901,9.2
2020,,ADM_MUN,,,ES48901,PT,ES48901,11.8
2017,,ADM_MUN,,,ES48901,PT,ES48901,8.9
2021,,ADM_MUN,,,ES48901,PT,ES48901,9.2
2018,,ADM_MUN,,,ES48026,PT,ES48026,6.2
2020,,ADM_MUN,,,ES48026,PT,ES48026,3.9
2019,,ADM_MUN,,,ES48026,PT,ES48026,3
2017,,ADM_MUN,,,ES48026,PT,ES48026,21.9
2021,,ADM_MUN,,,ES48026,PT,ES48026,5.9
2017,,ADM_MUN,,,ES20069,PT,ES20069,13.7
2019,,ADM_MUN,,,ES20069,PT,ES20069,23.2
2018,,ADM_MUN,,,ES20069,PT,ES20069,13.3
2020,,ADM_MUN,,,ES20069,PT,ES20069,12.2
2021,,ADM_MUN,,,ES20069,PT,ES20069,12.1
2019,,ADM_MUN,,,ES48027,PT,ES48027,17.4
2020,,ADM_MUN,,,ES48027,PT,ES48027,16.2
2018,,ADM_MUN,,,ES48027,PT,ES48027,16.6
2021,,ADM_MUN,,,ES48027,PT,ES48027,18.7
2017,,ADM_MUN,,,ES48027,PT,ES48027,18.4
2020,,ADM_MUN,,,ES48028,PT,ES48028,9
2018,,ADM_MUN,,,ES48028,PT,ES48028,8.9
2021,,ADM_MUN,,,ES48028,PT,ES48028,13.1
2019,,ADM_MUN,,,ES48028,PT,ES48028,7.7
2017,,ADM_MUN,,,ES48028,PT,ES48028,9.1
2019,,ADM_MUN,,,ES20030,PT,ES20030,16.6
2021,,ADM_MUN,,,ES20030,PT,ES20030,19.1
2020,,ADM_MUN,,,ES20030,PT,ES20030,16.6
2018,,ADM_MUN,,,ES20030,PT,ES20030,20.1
2017,,ADM_MUN,,,ES20030,PT,ES20030,16.9
2021,,ADM_MUN,,,ES48031,PT,ES48031,2.7
2018,,ADM_MUN,,,ES48031,PT,ES48031,2.4
2017,,ADM_MUN,,,ES48031,PT,ES48031,2.8
2020,,ADM_MUN,,,ES48031,PT,ES48031,2.7
2019,,ADM_MUN,,,ES48031,PT,ES48031,2.5
2019,,ADM_MUN,,,ES01021,PT,ES01021,5.4
2020,,ADM_MUN,,,ES01021,PT,ES01021,5.7
2021,,ADM_MUN,,,ES01021,PT,ES01021,8.4
2017,,ADM_MUN,,,ES01021,PT,ES01021,4
2018,,ADM_MUN,,,ES01021,PT,ES01021,5.4
2019,,ADM_MUN,,,ES01022,PT,ES01022,6.1
2021,,ADM_MUN,,,ES01022,PT,ES01022,16.5
2020,,ADM_MUN,,,ES01022,PT,ES01022,11.5
2018,,ADM_MUN,,,ES01022,PT,ES01022,11.7
2017,,ADM_MUN,,,ES01022,PT,ES01022,8.9
2019,,ADM_MUN,,,ES20031,PT,ES20031,6.3
2017,,ADM_MUN,,,ES20031,PT,ES20031,9.2
2018,,ADM_MUN,,,ES20031,PT,ES20031,7.7
2020,,ADM_MUN,,,ES20031,PT,ES20031,7.2
2021,,ADM_MUN,,,ES20031,PT,ES20031,4.4
2019,,ADM_MUN,,,ES20033,PT,ES20033,19.8
2020,,ADM_MUN,,,ES20033,PT,ES20033,25.6
2021,,ADM_MUN,,,ES20033,PT,ES20033,24.2
2018,,ADM_MUN,,,ES20033,PT,ES20033,17.7
2017,,ADM_MUN,,,ES20033,PT,ES20033,19.4
2018,,ADM_MUN,,,ES20032,PT,ES20032,8.4
2017,,ADM_MUN,,,ES20032,PT,ES20032,10.7
2020,,ADM_MUN,,,ES20032,PT,ES20032,9.9
2021,,ADM_MUN,,,ES20032,PT,ES20032,12.4
2019,,ADM_MUN,,,ES20032,PT,ES20032,11.1
