Year,ServEsencial,Administracion,Territorio,Comarca,Municipio,Units,GeoCode,Value
2021,PROT,ADM_MUN,,,ES01008,PT,ES01008,3.5
2019,PROT,ADM_MUN,,,ES48010,PT,ES48010,3.1
2017,PROT,ADM_MUN,,,ES48010,PT,ES48010,3.7
2020,PROT,ADM_MUN,,,ES48010,PT,ES48010,4.1
2021,PROT,ADM_MUN,,,ES48010,PT,ES48010,5.5
2018,PROT,ADM_MUN,,,ES48010,PT,ES48010,4.4
2018,PROT,ADM_MUN,,,ES48011,PT,ES48011,13.8
2019,PROT,ADM_MUN,,,ES48011,PT,ES48011,10.8
2020,PROT,ADM_MUN,,,ES48011,PT,ES48011,12.9
2021,PROT,ADM_MUN,,,ES48011,PT,ES48011,14.1
2017,PROT,ADM_MUN,,,ES48011,PT,ES48011,14.8
2017,PROT,ADM_MUN,,,ES48023,PT,ES48023,1.4
2018,PROT,ADM_MUN,,,ES48023,PT,ES48023,1.2
2019,PROT,ADM_MUN,,,ES48023,PT,ES48023,1.7
2020,PROT,ADM_MUN,,,ES48023,PT,ES48023,2.1
2021,PROT,ADM_MUN,,,ES48023,PT,ES48023,1.2
2017,PROT,ADM_MUN,,,ES48008,PT,ES48008,0
2019,PROT,ADM_MUN,,,ES48008,PT,ES48008,0
2020,PROT,ADM_MUN,,,ES48008,PT,ES48008,0
2021,PROT,ADM_MUN,,,ES48008,PT,ES48008,0
2018,PROT,ADM_MUN,,,ES48008,PT,ES48008,0
2021,PROT,ADM_MUN,,,ES01004,PT,ES01004,5.5
2020,PROT,ADM_MUN,,,ES01004,PT,ES01004,7.6
2018,PROT,ADM_MUN,,,ES01004,PT,ES01004,8.1
2019,PROT,ADM_MUN,,,ES01004,PT,ES01004,8
2017,PROT,ADM_MUN,,,ES01004,PT,ES01004,9.5
2021,PROT,ADM_MUN,,,ES01009,PT,ES01009,10.2
2019,PROT,ADM_MUN,,,ES01009,PT,ES01009,10.6
2018,PROT,ADM_MUN,,,ES01009,PT,ES01009,8.5
2020,PROT,ADM_MUN,,,ES01009,PT,ES01009,10.5
2017,PROT,ADM_MUN,,,ES01009,PT,ES01009,6.4
2021,PROT,ADM_MUN,,,ES20014,PT,ES20014,5.4
2020,PROT,ADM_MUN,,,ES20014,PT,ES20014,7.4
2018,PROT,ADM_MUN,,,ES20014,PT,ES20014,5.2
2019,PROT,ADM_MUN,,,ES20014,PT,ES20014,4.2
2017,PROT,ADM_MUN,,,ES20014,PT,ES20014,7
2018,PROT,ADM_MUN,,,ES20903,PT,ES20903,8.2
2021,PROT,ADM_MUN,,,ES20903,PT,ES20903,6.9
2020,PROT,ADM_MUN,,,ES20903,PT,ES20903,7.1
2017,PROT,ADM_MUN,,,ES20903,PT,ES20903,7.2
2019,PROT,ADM_MUN,,,ES20903,PT,ES20903,6.6
2021,PROT,ADM_MUN,,,ES20015,PT,ES20015,6
2017,PROT,ADM_MUN,,,ES20015,PT,ES20015,4.7
2019,PROT,ADM_MUN,,,ES20015,PT,ES20015,5.5
2018,PROT,ADM_MUN,,,ES20015,PT,ES20015,5.4
2020,PROT,ADM_MUN,,,ES20015,PT,ES20015,6.8
2021,PROT,ADM_MUN,,,ES48091,PT,ES48091,4.6
2018,PROT,ADM_MUN,,,ES48091,PT,ES48091,4.6
2017,PROT,ADM_MUN,,,ES48091,PT,ES48091,5
2019,PROT,ADM_MUN,,,ES48091,PT,ES48091,2.6
2020,PROT,ADM_MUN,,,ES48091,PT,ES48091,3.5
2019,PROT,ADM_MUN,,,ES48070,PT,ES48070,15.2
2018,PROT,ADM_MUN,,,ES48070,PT,ES48070,2.3
2020,PROT,ADM_MUN,,,ES48070,PT,ES48070,2.9
2017,PROT,ADM_MUN,,,ES48070,PT,ES48070,3.4
2021,PROT,ADM_MUN,,,ES48070,PT,ES48070,7.4
2021,PROT,ADM_MUN,,,ES01010,PT,ES01010,14.2
2018,PROT,ADM_MUN,,,ES01010,PT,ES01010,6.4
2020,PROT,ADM_MUN,,,ES01010,PT,ES01010,13.9
2019,PROT,ADM_MUN,,,ES01010,PT,ES01010,14.8
2017,PROT,ADM_MUN,,,ES01010,PT,ES01010,13.5
2019,PROT,ADM_MUN,,,ES20017,PT,ES20017,9.7
2017,PROT,ADM_MUN,,,ES20017,PT,ES20017,9.5
2021,PROT,ADM_MUN,,,ES20017,PT,ES20017,12.1
2018,PROT,ADM_MUN,,,ES20017,PT,ES20017,8.5
2020,PROT,ADM_MUN,,,ES20017,PT,ES20017,11.4
2017,PROT,ADM_MUN,,,ES20018,PT,ES20018,10.7
2021,PROT,ADM_MUN,,,ES20018,PT,ES20018,17.1
2019,PROT,ADM_MUN,,,ES20018,PT,ES20018,15.1
2018,PROT,ADM_MUN,,,ES20018,PT,ES20018,11.1
2020,PROT,ADM_MUN,,,ES20018,PT,ES20018,15.6
2017,PROT,ADM_MUN,,,ES48012,PT,ES48012,1.5
2020,PROT,ADM_MUN,,,ES48012,PT,ES48012,1.9
2021,PROT,ADM_MUN,,,ES48012,PT,ES48012,1.8
2018,PROT,ADM_MUN,,,ES48012,PT,ES48012,1.7
2019,PROT,ADM_MUN,,,ES48012,PT,ES48012,1.7
2018,PROT,ADM_MUN,,,ES20904,PT,ES20904,8.6
2020,PROT,ADM_MUN,,,ES20904,PT,ES20904,9.7
2021,PROT,ADM_MUN,,,ES20904,PT,ES20904,7.2
2019,PROT,ADM_MUN,,,ES20904,PT,ES20904,12.9
2017,PROT,ADM_MUN,,,ES20904,PT,ES20904,8
2017,PROT,ADM_MUN,,,ES48090,PT,ES48090,18
2020,PROT,ADM_MUN,,,ES48090,PT,ES48090,13.1
2021,PROT,ADM_MUN,,,ES48090,PT,ES48090,8.3
2018,PROT,ADM_MUN,,,ES48090,PT,ES48090,14.3
2019,PROT,ADM_MUN,,,ES48090,PT,ES48090,12
2020,PROT,ADM_MUN,,,ES01011,PT,ES01011,2.3
2017,PROT,ADM_MUN,,,ES01011,PT,ES01011,0.8
2021,PROT,ADM_MUN,,,ES01011,PT,ES01011,2
2018,PROT,ADM_MUN,,,ES01011,PT,ES01011,5.3
2019,PROT,ADM_MUN,,,ES01011,PT,ES01011,1.7
2018,PROT,ADM_MUN,,,ES48013,PT,ES48013,20.4
2019,PROT,ADM_MUN,,,ES48013,PT,ES48013,20.4
2020,PROT,ADM_MUN,,,ES48013,PT,ES48013,20.8
2021,PROT,ADM_MUN,,,ES48013,PT,ES48013,18.8
2017,PROT,ADM_MUN,,,ES48013,PT,ES48013,19.7
2017,PROT,ADM_MUN,,,ES48014,PT,ES48014,0.9
2019,PROT,ADM_MUN,,,ES48014,PT,ES48014,1.1
2021,PROT,ADM_MUN,,,ES48014,PT,ES48014,0.7
2018,PROT,ADM_MUN,,,ES48014,PT,ES48014,3
2020,PROT,ADM_MUN,,,ES48014,PT,ES48014,1.2
2018,PROT,ADM_MUN,,,ES01013,PT,ES01013,0.3
2021,PROT,ADM_MUN,,,ES01013,PT,ES01013,0.5
2019,PROT,ADM_MUN,,,ES01013,PT,ES01013,0.5
2020,PROT,ADM_MUN,,,ES01013,PT,ES01013,0.7
2017,PROT,ADM_MUN,,,ES01013,PT,ES01013,0.6
2021,PROT,ADM_MUN,,,ES48015,PT,ES48015,15.3
2018,PROT,ADM_MUN,,,ES48015,PT,ES48015,14.1
2020,PROT,ADM_MUN,,,ES48015,PT,ES48015,16.8
2019,PROT,ADM_MUN,,,ES48015,PT,ES48015,15.1
2017,PROT,ADM_MUN,,,ES48015,PT,ES48015,16.2
2019,PROT,ADM_MUN,,,ES20019,PT,ES20019,13.9
2017,PROT,ADM_MUN,,,ES20019,PT,ES20019,13.3
2020,PROT,ADM_MUN,,,ES20019,PT,ES20019,13
2021,PROT,ADM_MUN,,,ES20019,PT,ES20019,14.7
2018,PROT,ADM_MUN,,,ES20019,PT,ES20019,14.3
2020,PROT,ADM_MUN,,,ES48092,PT,ES48092,1.1
2021,PROT,ADM_MUN,,,ES48092,PT,ES48092,1.4
2017,PROT,ADM_MUN,,,ES48092,PT,ES48092,0.8
2018,PROT,ADM_MUN,,,ES48092,PT,ES48092,0.3
2019,PROT,ADM_MUN,,,ES48092,PT,ES48092,0.8
2019,PROT,ADM_MUN,,,ES20020,PT,ES20020,4.7
2021,PROT,ADM_MUN,,,ES20020,PT,ES20020,8.1
2018,PROT,ADM_MUN,,,ES20020,PT,ES20020,3.3
2020,PROT,ADM_MUN,,,ES20020,PT,ES20020,6.3
2017,PROT,ADM_MUN,,,ES20020,PT,ES20020,3.9
2017,PROT,ADM_MUN,,,ES20021,PT,ES20021,0.4
2019,PROT,ADM_MUN,,,ES20021,PT,ES20021,0.2
2018,PROT,ADM_MUN,,,ES20021,PT,ES20021,0.3
2020,PROT,ADM_MUN,,,ES20021,PT,ES20021,0.2
2021,PROT,ADM_MUN,,,ES20021,PT,ES20021,0.7
2020,PROT,ADM_MUN,,,ES48016,PT,ES48016,5.2
2019,PROT,ADM_MUN,,,ES48016,PT,ES48016,3.6
2017,PROT,ADM_MUN,,,ES48016,PT,ES48016,3.2
2021,PROT,ADM_MUN,,,ES48016,PT,ES48016,3.5
2018,PROT,ADM_MUN,,,ES48016,PT,ES48016,3.1
2019,PROT,ADM_MUN,,,ES01014,PT,ES01014,1
2020,PROT,ADM_MUN,,,ES01014,PT,ES01014,2.4
2021,PROT,ADM_MUN,,,ES01014,PT,ES01014,2.8
2018,PROT,ADM_MUN,,,ES01014,PT,ES01014,0.9
2017,PROT,ADM_MUN,,,ES01014,PT,ES01014,0.2
2021,PROT,ADM_MUN,,,ES20022,PT,ES20022,6.4
2017,PROT,ADM_MUN,,,ES20022,PT,ES20022,3.2
2020,PROT,ADM_MUN,,,ES20022,PT,ES20022,9.5
2018,PROT,ADM_MUN,,,ES20022,PT,ES20022,5.6
2019,PROT,ADM_MUN,,,ES20022,PT,ES20022,8.3
2021,PROT,ADM_MUN,,,ES20074,PT,ES20074,8.7
2020,PROT,ADM_MUN,,,ES20074,PT,ES20074,7.3
2017,PROT,ADM_MUN,,,ES20074,PT,ES20074,8.2
2018,PROT,ADM_MUN,,,ES20074,PT,ES20074,6.2
2019,PROT,ADM_MUN,,,ES20074,PT,ES20074,8
2020,PROT,ADM_MUN,,,ES48017,PT,ES48017,15.7
2021,PROT,ADM_MUN,,,ES48017,PT,ES48017,25.7
2018,PROT,ADM_MUN,,,ES48017,PT,ES48017,14.7
2019,PROT,ADM_MUN,,,ES48017,PT,ES48017,13.1
2017,PROT,ADM_MUN,,,ES48017,PT,ES48017,17
2020,PROT,ADM_MUN,,,ES01016,PT,ES01016,6.6
2017,PROT,ADM_MUN,,,ES01016,PT,ES01016,3.3
2018,PROT,ADM_MUN,,,ES01016,PT,ES01016,5.2
2021,PROT,ADM_MUN,,,ES01016,PT,ES01016,7.5
2019,PROT,ADM_MUN,,,ES01016,PT,ES01016,8.1
2019,PROT,ADM_MUN,,,ES48018,PT,ES48018,1.9
2017,PROT,ADM_MUN,,,ES48018,PT,ES48018,1
2020,PROT,ADM_MUN,,,ES48018,PT,ES48018,1
2021,PROT,ADM_MUN,,,ES48018,PT,ES48018,0.7
2018,PROT,ADM_MUN,,,ES48018,PT,ES48018,0.9
2018,PROT,ADM_MUN,,,ES48019,PT,ES48019,10.1
2019,PROT,ADM_MUN,,,ES48019,PT,ES48019,10.3
2020,PROT,ADM_MUN,,,ES48019,PT,ES48019,13
2017,PROT,ADM_MUN,,,ES48019,PT,ES48019,11.2
2021,PROT,ADM_MUN,,,ES48019,PT,ES48019,7.2
2017,PROT,ADM_MUN,,,ES20023,PT,ES20023,9
2021,PROT,ADM_MUN,,,ES20023,PT,ES20023,8.9
2019,PROT,ADM_MUN,,,ES20023,PT,ES20023,11.7
2020,PROT,ADM_MUN,,,ES20023,PT,ES20023,15.1
2018,PROT,ADM_MUN,,,ES20023,PT,ES20023,10.8
2020,PROT,ADM_MUN,,,ES20024,PT,ES20024,6.5
2017,PROT,ADM_MUN,,,ES20024,PT,ES20024,12.5
2018,PROT,ADM_MUN,,,ES20024,PT,ES20024,11.2
2019,PROT,ADM_MUN,,,ES20024,PT,ES20024,13.4
2021,PROT,ADM_MUN,,,ES20024,PT,ES20024,7.1
2020,PROT,ADM_MUN,,,ES48020,PT,ES48020,16.7
2021,PROT,ADM_MUN,,,ES48020,PT,ES48020,15.2
2017,PROT,ADM_MUN,,,ES48020,PT,ES48020,13.8
2019,PROT,ADM_MUN,,,ES48020,PT,ES48020,13.8
2018,PROT,ADM_MUN,,,ES48020,PT,ES48020,14.2
2021,PROT,ADM_MUN,,,ES48021,PT,ES48021,7.3
2019,PROT,ADM_MUN,,,ES48021,PT,ES48021,4.2
2020,PROT,ADM_MUN,,,ES48021,PT,ES48021,6.7
2017,PROT,ADM_MUN,,,ES48021,PT,ES48021,5.7
2018,PROT,ADM_MUN,,,ES48021,PT,ES48021,5
2021,PROT,ADM_MUN,,,ES01017,PT,ES01017,31.2
2020,PROT,ADM_MUN,,,ES01017,PT,ES01017,14.4
2018,PROT,ADM_MUN,,,ES01017,PT,ES01017,21.5
2017,PROT,ADM_MUN,,,ES01017,PT,ES01017,14.6
2019,PROT,ADM_MUN,,,ES01017,PT,ES01017,19.4
2018,PROT,ADM_MUN,,,ES20029,PT,ES20029,8
2017,PROT,ADM_MUN,,,ES20029,PT,ES20029,8.3
2020,PROT,ADM_MUN,,,ES20029,PT,ES20029,8.6
2021,PROT,ADM_MUN,,,ES20029,PT,ES20029,8.1
2019,PROT,ADM_MUN,,,ES20029,PT,ES20029,10.7
2018,PROT,ADM_MUN,,,ES48901,PT,ES48901,4.7
2020,PROT,ADM_MUN,,,ES48901,PT,ES48901,5.9
2017,PROT,ADM_MUN,,,ES48901,PT,ES48901,4.1
2021,PROT,ADM_MUN,,,ES48901,PT,ES48901,5.4
2019,PROT,ADM_MUN,,,ES48901,PT,ES48901,4.7
2020,PROT,ADM_MUN,,,ES48026,PT,ES48026,0.6
2021,PROT,ADM_MUN,,,ES48026,PT,ES48026,0.4
2019,PROT,ADM_MUN,,,ES48026,PT,ES48026,0.4
2017,PROT,ADM_MUN,,,ES48026,PT,ES48026,0.4
2018,PROT,ADM_MUN,,,ES48026,PT,ES48026,0.5
2021,PROT,ADM_MUN,,,ES20069,PT,ES20069,9.3
2018,PROT,ADM_MUN,,,ES20069,PT,ES20069,9.1
2020,PROT,ADM_MUN,,,ES20069,PT,ES20069,11.2
2019,PROT,ADM_MUN,,,ES20069,PT,ES20069,22.7
2017,PROT,ADM_MUN,,,ES20069,PT,ES20069,9.2
2017,PROT,ADM_MUN,,,ES48027,PT,ES48027,8
2021,PROT,ADM_MUN,,,ES48027,PT,ES48027,7.1
2020,PROT,ADM_MUN,,,ES48027,PT,ES48027,6.1
2018,PROT,ADM_MUN,,,ES48027,PT,ES48027,7.3
2019,PROT,ADM_MUN,,,ES48027,PT,ES48027,7.7
2019,PROT,ADM_MUN,,,ES48028,PT,ES48028,3.6
2021,PROT,ADM_MUN,,,ES48028,PT,ES48028,9.3
2017,PROT,ADM_MUN,,,ES48028,PT,ES48028,3.8
2018,PROT,ADM_MUN,,,ES48028,PT,ES48028,4.1
2020,PROT,ADM_MUN,,,ES48028,PT,ES48028,4.5
2020,PROT,ADM_MUN,,,ES20030,PT,ES20030,11.4
2017,PROT,ADM_MUN,,,ES20030,PT,ES20030,11.3
2018,PROT,ADM_MUN,,,ES20030,PT,ES20030,13.6
2019,PROT,ADM_MUN,,,ES20030,PT,ES20030,12.2
2021,PROT,ADM_MUN,,,ES20030,PT,ES20030,12
2021,PROT,ADM_MUN,,,ES48031,PT,ES48031,2.7
2019,PROT,ADM_MUN,,,ES48031,PT,ES48031,2.5
2020,PROT,ADM_MUN,,,ES48031,PT,ES48031,2.7
2017,PROT,ADM_MUN,,,ES48031,PT,ES48031,2.8
2018,PROT,ADM_MUN,,,ES48031,PT,ES48031,2.4
2021,PROT,ADM_MUN,,,ES01021,PT,ES01021,5.1
2018,PROT,ADM_MUN,,,ES01021,PT,ES01021,3.1
2017,PROT,ADM_MUN,,,ES01021,PT,ES01021,1.7
2019,PROT,ADM_MUN,,,ES01021,PT,ES01021,2.1
2020,PROT,ADM_MUN,,,ES01021,PT,ES01021,2.2
2017,PROT,ADM_MUN,,,ES01022,PT,ES01022,1.8
2018,PROT,ADM_MUN,,,ES01022,PT,ES01022,2.4
2020,PROT,ADM_MUN,,,ES01022,PT,ES01022,2
2019,PROT,ADM_MUN,,,ES01022,PT,ES01022,1.2
2021,PROT,ADM_MUN,,,ES01022,PT,ES01022,2.6
2017,PROT,ADM_MUN,,,ES20031,PT,ES20031,5.7
2021,PROT,ADM_MUN,,,ES20031,PT,ES20031,3.3
2018,PROT,ADM_MUN,,,ES20031,PT,ES20031,3.7
2019,PROT,ADM_MUN,,,ES20031,PT,ES20031,4.5
2020,PROT,ADM_MUN,,,ES20031,PT,ES20031,5.6
2019,PROT,ADM_MUN,,,ES20033,PT,ES20033,12.8
2021,PROT,ADM_MUN,,,ES20033,PT,ES20033,15.7
2020,PROT,ADM_MUN,,,ES20033,PT,ES20033,16.8
2018,PROT,ADM_MUN,,,ES20033,PT,ES20033,11.9
2017,PROT,ADM_MUN,,,ES20033,PT,ES20033,13.9
2021,PROT,ADM_MUN,,,ES20032,PT,ES20032,8.2
2020,PROT,ADM_MUN,,,ES20032,PT,ES20032,8.4
2018,PROT,ADM_MUN,,,ES20032,PT,ES20032,7.4
2019,PROT,ADM_MUN,,,ES20032,PT,ES20032,10
2017,PROT,ADM_MUN,,,ES20032,PT,ES20032,8.8
2018,PROT,ADM_MUN,,,ES48032,PT,ES48032,4
2021,PROT,ADM_MUN,,,ES48032,PT,ES48032,3.6
2019,PROT,ADM_MUN,,,ES48032,PT,ES48032,2.9
2017,PROT,ADM_MUN,,,ES48032,PT,ES48032,3.4
2020,PROT,ADM_MUN,,,ES48032,PT,ES48032,3.7
2021,PROT,ADM_MUN,,,ES01023,PT,ES01023,19.1
2017,PROT,ADM_MUN,,,ES01023,PT,ES01023,6.3
2018,PROT,ADM_MUN,,,ES01023,PT,ES01023,11.9
2020,PROT,ADM_MUN,,,ES01023,PT,ES01023,15.7
2019,PROT,ADM_MUN,,,ES01023,PT,ES01023,13.7
2019,PROT,ADM_MUN,,,ES48902,PT,ES48902,16.1
2017,PROT,ADM_MUN,,,ES48902,PT,ES48902,17.6
2021,PROT,ADM_MUN,,,ES48902,PT,ES48902,19.8
2018,PROT,ADM_MUN,,,ES48902,PT,ES48902,18
2020,PROT,ADM_MUN,,,ES48902,PT,ES48902,17.4
2020,PROT,ADM_MUN,,,ES48033,PT,ES48033,2.9
2017,PROT,ADM_MUN,,,ES48033,PT,ES48033,1.2
2021,PROT,ADM_MUN,,,ES48033,PT,ES48033,1.9
2018,PROT,ADM_MUN,,,ES48033,PT,ES48033,0.9
2019,PROT,ADM_MUN,,,ES48033,PT,ES48033,1.5
2017,PROT,ADM_MUN,,,ES48034,PT,ES48034,15.8
2019,PROT,ADM_MUN,,,ES48034,PT,ES48034,16.2
2020,PROT,ADM_MUN,,,ES48034,PT,ES48034,15.6
2021,PROT,ADM_MUN,,,ES48034,PT,ES48034,16
2018,PROT,ADM_MUN,,,ES48034,PT,ES48034,16.7
2020,PROT,ADM_MUN,,,ES20067,PT,ES20067,14.3
2017,PROT,ADM_MUN,,,ES20067,PT,ES20067,14.7
2018,PROT,ADM_MUN,,,ES20067,PT,ES20067,13.2
2021,PROT,ADM_MUN,,,ES20067,PT,ES20067,16.1
2019,PROT,ADM_MUN,,,ES20067,PT,ES20067,14.1
2020,PROT,ADM_MUN,,,ES20066,PT,ES20066,8.4
2017,PROT,ADM_MUN,,,ES20066,PT,ES20066,3.9
2018,PROT,ADM_MUN,,,ES20066,PT,ES20066,5.3
2019,PROT,ADM_MUN,,,ES20066,PT,ES20066,6.9
2021,PROT,ADM_MUN,,,ES20066,PT,ES20066,8.4
2017,PROT,ADM_MUN,,,ES01046,PT,ES01046,2.8
2018,PROT,ADM_MUN,,,ES01046,PT,ES01046,3
2019,PROT,ADM_MUN,,,ES01046,PT,ES01046,1.7
2021,PROT,ADM_MUN,,,ES01046,PT,ES01046,1.2
2020,PROT,ADM_MUN,,,ES01046,PT,ES01046,1.3
2019,PROT,ADM_MUN,,,ES48079,PT,ES48079,2.3
2020,PROT,ADM_MUN,,,ES48079,PT,ES48079,3.1
2021,PROT,ADM_MUN,,,ES48079,PT,ES48079,3.6
2018,PROT,ADM_MUN,,,ES48079,PT,ES48079,2.9
2017,PROT,ADM_MUN,,,ES48079,PT,ES48079,0
2020,PROT,ADM_MUN,,,ES20034,PT,ES20034,12.4
2017,PROT,ADM_MUN,,,ES20034,PT,ES20034,7
2021,PROT,ADM_MUN,,,ES20034,PT,ES20034,10.4
2018,PROT,ADM_MUN,,,ES20034,PT,ES20034,7.7
2019,PROT,ADM_MUN,,,ES20034,PT,ES20034,9.1
2017,PROT,ADM_MUN,,,ES48029,PT,ES48029,11
2019,PROT,ADM_MUN,,,ES48029,PT,ES48029,11.2
2020,PROT,ADM_MUN,,,ES48029,PT,ES48029,11.9
2021,PROT,ADM_MUN,,,ES48029,PT,ES48029,11.4
2018,PROT,ADM_MUN,,,ES48029,PT,ES48029,11.4
2017,PROT,ADM_MUN,,,ES48030,PT,ES48030,7.2
2020,PROT,ADM_MUN,,,ES48030,PT,ES48030,12.5
2018,PROT,ADM_MUN,,,ES48030,PT,ES48030,7.6
2019,PROT,ADM_MUN,,,ES48030,PT,ES48030,7.6
2021,PROT,ADM_MUN,,,ES48030,PT,ES48030,6.2
2017,PROT,ADM_MUN,,,ES20035,PT,ES20035,2.8
2021,PROT,ADM_MUN,,,ES20035,PT,ES20035,2.4
2018,PROT,ADM_MUN,,,ES20035,PT,ES20035,2.9
2019,PROT,ADM_MUN,,,ES20035,PT,ES20035,1.9
2020,PROT,ADM_MUN,,,ES20035,PT,ES20035,2.4
2019,PROT,ADM_MUN,,,ES48906,PT,ES48906,4.9
2020,PROT,ADM_MUN,,,ES48906,PT,ES48906,6.5
2021,PROT,ADM_MUN,,,ES48906,PT,ES48906,4.7
2017,PROT,ADM_MUN,,,ES48906,PT,ES48906,4.6
2018,PROT,ADM_MUN,,,ES48906,PT,ES48906,5.4
2018,PROT,ADM_MUN,,,ES48035,PT,ES48035,4.9
2019,PROT,ADM_MUN,,,ES48035,PT,ES48035,3.8
2020,PROT,ADM_MUN,,,ES48035,PT,ES48035,3.5
2021,PROT,ADM_MUN,,,ES48035,PT,ES48035,1.1
2017,PROT,ADM_MUN,,,ES48035,PT,ES48035,3.4
2017,PROT,ADM_MUN,,,ES20038,PT,ES20038,3.3
2019,PROT,ADM_MUN,,,ES20038,PT,ES20038,3.7
2018,PROT,ADM_MUN,,,ES20038,PT,ES20038,3.2
2021,PROT,ADM_MUN,,,ES20038,PT,ES20038,3.3
2020,PROT,ADM_MUN,,,ES20038,PT,ES20038,2.8
2019,PROT,ADM_MUN,,,ES20037,PT,ES20037,2.1
2017,PROT,ADM_MUN,,,ES20037,PT,ES20037,2.8
2020,PROT,ADM_MUN,,,ES20037,PT,ES20037,3.7
2018,PROT,ADM_MUN,,,ES20037,PT,ES20037,2.6
2021,PROT,ADM_MUN,,,ES20037,PT,ES20037,1.9
2020,PROT,ADM_MUN,,,ES48036,PT,ES48036,17.9
2017,PROT,ADM_MUN,,,ES48036,PT,ES48036,13.5
2019,PROT,ADM_MUN,,,ES48036,PT,ES48036,14.6
2021,PROT,ADM_MUN,,,ES48036,PT,ES48036,12.6
2018,PROT,ADM_MUN,,,ES48036,PT,ES48036,14.5
2017,PROT,ADM_MUN,,,ES48037,PT,ES48037,5.4
2020,PROT,ADM_MUN,,,ES48037,PT,ES48037,0.7
2018,PROT,ADM_MUN,,,ES48037,PT,ES48037,0.7
2021,PROT,ADM_MUN,,,ES48037,PT,ES48037,0.5
2019,PROT,ADM_MUN,,,ES48037,PT,ES48037,0.5
2017,PROT,ADM_MUN,,,ES48038,PT,ES48038,3.8
2019,PROT,ADM_MUN,,,ES48038,PT,ES48038,3.1
2020,PROT,ADM_MUN,,,ES48038,PT,ES48038,1.7
2021,PROT,ADM_MUN,,,ES48038,PT,ES48038,6
2018,PROT,ADM_MUN,,,ES48038,PT,ES48038,2.9
2019,PROT,ADM_MUN,,,ES48039,PT,ES48039,0.5
2020,PROT,ADM_MUN,,,ES48039,PT,ES48039,0.4
2017,PROT,ADM_MUN,,,ES48039,PT,ES48039,0.6
2021,PROT,ADM_MUN,,,ES48039,PT,ES48039,0.4
2018,PROT,ADM_MUN,,,ES48039,PT,ES48039,0.4
2021,PROT,ADM_MUN,,,ES48040,PT,ES48040,13.8
2018,PROT,ADM_MUN,,,ES48040,PT,ES48040,14.6
2019,PROT,ADM_MUN,,,ES48040,PT,ES48040,13.2
2020,PROT,ADM_MUN,,,ES48040,PT,ES48040,13.5
2017,PROT,ADM_MUN,,,ES48040,PT,ES48040,14.1
2020,PROT,ADM_MUN,,,ES48041,PT,ES48041,5.5
2021,PROT,ADM_MUN,,,ES48041,PT,ES48041,4.5
2017,PROT,ADM_MUN,,,ES48041,PT,ES48041,4.3
2018,PROT,ADM_MUN,,,ES48041,PT,ES48041,4.5
2019,PROT,ADM_MUN,,,ES48041,PT,ES48041,4.8
2018,PROT,ADM_MUN,,,ES20907,PT,ES20907,3.9
2019,PROT,ADM_MUN,,,ES20907,PT,ES20907,4.1
2021,PROT,ADM_MUN,,,ES20907,PT,ES20907,4.4
2020,PROT,ADM_MUN,,,ES20907,PT,ES20907,4.3
2017,PROT,ADM_MUN,,,ES20907,PT,ES20907,3.3
2020,PROT,ADM_MUN,,,ES48046,PT,ES48046,7.2
2018,PROT,ADM_MUN,,,ES48046,PT,ES48046,9.3
2019,PROT,ADM_MUN,,,ES48046,PT,ES48046,8.4
2017,PROT,ADM_MUN,,,ES48046,PT,ES48046,6
2021,PROT,ADM_MUN,,,ES48046,PT,ES48046,9
2020,PROT,ADM_MUN,,,ES20039,PT,ES20039,8.6
2019,PROT,ADM_MUN,,,ES20039,PT,ES20039,9.8
2021,PROT,ADM_MUN,,,ES20039,PT,ES20039,9.1
2018,PROT,ADM_MUN,,,ES20039,PT,ES20039,10.4
2017,PROT,ADM_MUN,,,ES20039,PT,ES20039,8.9
2021,PROT,ADM_MUN,,,ES48044,PT,ES48044,13.9
2020,PROT,ADM_MUN,,,ES48044,PT,ES48044,12.8
2018,PROT,ADM_MUN,,,ES48044,PT,ES48044,10.7
2019,PROT,ADM_MUN,,,ES48044,PT,ES48044,11.3
2017,PROT,ADM_MUN,,,ES48044,PT,ES48044,11.9
2018,PROT,ADM_MUN,,,ES48047,PT,ES48047,5.2
2017,PROT,ADM_MUN,,,ES48047,PT,ES48047,5
2021,PROT,ADM_MUN,,,ES48047,PT,ES48047,7.1
2020,PROT,ADM_MUN,,,ES48047,PT,ES48047,4.2
2019,PROT,ADM_MUN,,,ES48047,PT,ES48047,5.2
2021,PROT,ADM_MUN,,,ES48042,PT,ES48042,3.1
2017,PROT,ADM_MUN,,,ES48042,PT,ES48042,1.9
2019,PROT,ADM_MUN,,,ES48042,PT,ES48042,3.2
2020,PROT,ADM_MUN,,,ES48042,PT,ES48042,2.3
2018,PROT,ADM_MUN,,,ES48042,PT,ES48042,2.7
2018,PROT,ADM_MUN,,,ES48043,PT,ES48043,0.6
2020,PROT,ADM_MUN,,,ES48043,PT,ES48043,1.6
2021,PROT,ADM_MUN,,,ES48043,PT,ES48043,1.8
2017,PROT,ADM_MUN,,,ES48043,PT,ES48043,1.1
2019,PROT,ADM_MUN,,,ES48043,PT,ES48043,0.7
2017,PROT,ADM_MUN,,,ES48045,PT,ES48045,7.8
