Year,Series,Units,Value
2016,SH_ALC_CONSPT,LITRES_PURE_ALCOHOL,11
2015,SH_ALC_CONSPT,LITRES_PURE_ALCOHOL,10.6
2017,SH_ALC_CONSPT,LITRES_PURE_ALCOHOL,10.3
2018,SH_ALC_CONSPT,LITRES_PURE_ALCOHOL,9.8
2020,SH_ALC_CONSPT,LITRES_PURE_ALCOHOL,9.3
2019,SH_ALC_CONSPT,LITRES_PURE_ALCOHOL,10
2021,SH_ALC_CONSPT,LITRES_PURE_ALCOHOL,10.7
