Value,eu,es,en,Disaggregation combinations using this value,Number of indicators
H20_AGR,H20_AGR,H20_AGR,H20_AGR,4,1
H20_COM,H20_COM,H20_COM,H20_COM,4,1
H20_IND,H20_IND,H20_IND,H20_IND,4,1
H20_OTR,H20_OTR,H20_OTR,H20_OTR,4,1
H20_PUB,H20_PUB,H20_PUB,H20_PUB,4,1
H20_RES,H20_RES,H20_RES,H20_RES,4,1
