NÚM OBJETIVO,NOMBRE OBJETIVO,NÚM META,NOMBRE META,NÚM INDICADOR,NOMBRE INDICADOR NNUU,INDICADOR DISPONIBLE,SERIE,NOMBRE SERIE,REPORTING_STATUS,BOOLEANO,GOLDILOCK,INDICADOR NO ESTADÍSTICO,TIPO GRÁFICO,MAPA,INDICADORES RELACIONADOS,DESAGREGACIÓN SEXO,DESAGREGACIÓN TH,DESAGREGACIÓN MUNICIPIO,AÑO INICIAL,PERIODICIDAD,TEXTO OCECA,DIRECCIÓN DESEADA,PROGRESO AUTOMÁTICO,AÑO BASE PROGRESO,ÚLTIMO AÑO,ÚLTIMO DATO,TARGET,LIMIT,SCORE,FECHA ÚLTIMA ACTUALIZACIÓN DATOS
1,Poner fin a la pobreza en todas sus formas y en todo el mundo,1.1,"De aquí a 2030, erradicar para todas las personas y en todo el mundo la pobreza extrema (actualmente se considera que sufren pobreza extrema las personas que viven con menos de 1,25 dólares de los Estados Unidos al día)",1.1.1,"Proporción de la población que vive por debajo del umbral internacional de pobreza, desglosada por sexo, edad, situación laboral y ubicación geográfica (urbana o rural)",Proporción de la población que vive por debajo del umbral internacional de la pobreza,,,complete,no,no,no,line,no,,no,no,no,2008,Bienal,no,descenso,si,2014,2022,0.17,0.1,,,
1,Poner fin a la pobreza en todas sus formas y en todo el mundo,1.2,"De aquí a 2030, reducir al menos a la mitad la proporción de hombres, mujeres y niños/as de todas las edades que viven en la pobreza en todas sus dimensiones con arreglo a las definiciones nacionales",1.2.1,"Proporción de la población que vive por debajo del umbral nacional de pobreza, desglosada por sexo y edad",Proporción de la población que vive por debajo del umbral de la pobreza desglosada por sexo,,,complete,no,no,no,line,no,indicator.relacionados,si,no,no,2008,Bienal,si,descenso,si,2014,2022,16.5,8.2,,,
1,Poner fin a la pobreza en todas sus formas y en todo el mundo,1.2,"De aquí a 2030, reducir al menos a la mitad la proporción de hombres, mujeres y niños/as de todas las edades que viven en la pobreza en todas sus dimensiones con arreglo a las definiciones nacionales",1.2.2,"Proporción de hombres, mujeres y niños/as de todas las edades que viven en la pobreza, en todas sus dimensiones, con arreglo a las definiciones nacionales",Tasa AROPE. Proporción de personas en riesgo de pobreza o exclusión social,,,complete,no,no,no,line,no,indicator.relacionados,si,no,no,2004,Bienal,si,descenso,si,2016,2024,20.6,20.5,,,
1,Poner fin a la pobreza en todas sus formas y en todo el mundo,1.3,"Implementar a nivel nacional sistemas y medidas apropiados de protección social para todos, incluidos niveles mínimos, y, de aquí a 2030, lograr una amplia cobertura de las personas pobres y vulnerables",1.3.1,"Proporción de la población cubierta por sistemas o niveles mínimos de protección social, desglosada por sexo, distinguiendo entre los niños/as, las personas desempleadas, los ancianos/as, las personas con discapacidad, las mujeres embarazadas, los recién nacidos/as, las víctimas de accidentes de trabajo, las personas pobres y las personas vulnerables","Proporción de la población cubierta por sistemas o niveles mínimos de protección social, desglosada por sexo, distinguiendo entre las personas desempleadas y la población que ha superado la edad legal de jubilación",SI_COV_UEMP,Proporción de personas desempleadas que reciben prestaciones por desempleo,complete,no,no,no,line,no,,si,si,no,2010,Anual,no,ascenso,si,2017,2025,84.1,,,,
1,Poner fin a la pobreza en todas sus formas y en todo el mundo,1.3,"Implementar a nivel nacional sistemas y medidas apropiados de protección social para todos, incluidos niveles mínimos, y, de aquí a 2030, lograr una amplia cobertura de las personas pobres y vulnerables",1.3.1,"Proporción de la población cubierta por sistemas o niveles mínimos de protección social, desglosada por sexo, distinguiendo entre los niños/as, las personas desempleadas, los ancianos/as, las personas con discapacidad, las mujeres embarazadas, los recién nacidos/as, las víctimas de accidentes de trabajo, las personas pobres y las personas vulnerables","Proporción de la población cubierta por sistemas o niveles mínimos de protección social, desglosada por sexo, distinguiendo entre las personas desempleadas y la población que ha superado la edad legal de jubilación",SI_COV_PENSN,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,complete,no,no,no,line,no,,si,si,no,2010,Anual,no,ascenso,si,2015,2025,82.4,,,,
1,Poner fin a la pobreza en todas sus formas y en todo el mundo,1.4,"De aquí a 2030, garantizar que todos los hombres y mujeres, en particular los pobres y los vulnerables, tengan los mismos derechos a los recursos económicos y acceso a los servicios básicos, la propiedad y el control de la tierra y otros bienes, la herencia, los recursos naturales, las nuevas tecnologías apropiadas y los servicios financieros, incluida la microfinanciación",1.4.1,Proporción de la población que vive en hogares con acceso a los servicios básicos,Proporción de viviendas principales con acceso a servicios básicos (abastecimiento de agua corriente y baño),SP_ACS_BSRVH2O,Proporción de viviendas con agua corriente,complete,no,no,no,line,si,,no,si,si,2010,Anual,si,ascenso,si,2015,2023,99.9,99.9,,,
1,Poner fin a la pobreza en todas sus formas y en todo el mundo,1.4,"De aquí a 2030, garantizar que todos los hombres y mujeres, en particular los pobres y los vulnerables, tengan los mismos derechos a los recursos económicos y acceso a los servicios básicos, la propiedad y el control de la tierra y otros bienes, la herencia, los recursos naturales, las nuevas tecnologías apropiadas y los servicios financieros, incluida la microfinanciación",1.4.1,Proporción de la población que vive en hogares con acceso a los servicios básicos,Proporción de viviendas principales con acceso a servicios básicos (abastecimiento de agua corriente y baño),SP_ACS_BSRVSAN,Proporción de viviendas con baño,complete,no,no,no,line,si,,no,si,si,2010,Anual,si,ascenso,si,2015,2023,99.8,99.9,,,
1,Poner fin a la pobreza en todas sus formas y en todo el mundo,1.4,"De aquí a 2030, garantizar que todos los hombres y mujeres, en particular los pobres y los vulnerables, tengan los mismos derechos a los recursos económicos y acceso a los servicios básicos, la propiedad y el control de la tierra y otros bienes, la herencia, los recursos naturales, las nuevas tecnologías apropiadas y los servicios financieros, incluida la microfinanciación",1.4.2,"Proporción del total de la población adulta con derechos seguros de tenencia de la tierra: a) que posee documentación reconocida legalmente al respecto y b) considera seguros sus derechos, desglosada por sexo y tipo de tenencia",La CA de Euskadi no elabora estadísticas oficiales continuas con la metodología del indicador,,,notstarted,,,,,,,,,,,,,,,,,,,,,
1,Poner fin a la pobreza en todas sus formas y en todo el mundo,1.5,"De aquí a 2030, fomentar la resiliencia de los pobres y las personas que se encuentran en situaciones de vulnerabilidad y reducir su exposición y vulnerabilidad a los fenómenos extremos relacionados con el clima y otras perturbaciones y desastres económicos, sociales y ambientales",1.5.1,"Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100.000 habitantes",Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,,,complete,no,no,no,line,si,,si,si,si,2010,Anual,si,descenso,si,2015,2024,0.18,,0.1,,
1,Poner fin a la pobreza en todas sus formas y en todo el mundo,1.5,"De aquí a 2030, fomentar la resiliencia de los pobres y las personas que se encuentran en situaciones de vulnerabilidad y reducir su exposición y vulnerabilidad a los fenómenos extremos relacionados con el clima y otras perturbaciones y desastres económicos, sociales y ambientales",1.5.2,Pérdidas económicas directas atribuidas a los desastres en relación con el producto interno bruto (PIB) mundial,"Indemnizaciones por daños personales, pérdidas pecuniarias y daños de bienes pagadas y/o provisionadas en proporción al PIB",,,complete,no,no,no,line,no,,no,si,no,2010,Anual,si,,no,,,,,,,
1,Poner fin a la pobreza en todas sus formas y en todo el mundo,1.5,"De aquí a 2030, fomentar la resiliencia de los pobres y las personas que se encuentran en situaciones de vulnerabilidad y reducir su exposición y vulnerabilidad a los fenómenos extremos relacionados con el clima y otras perturbaciones y desastres económicos, sociales y ambientales",1.5.3,Número de países que adoptan y aplican estrategias nacionales de reducción del riesgo de desastres en consonancia con el Marco de Sendái para la Reducción del Riesgo de Desastres 2015‑2030,La CA de Euskadi no elabora estadísticas oficiales continuas con la metodología del indicador,,,complete,no,no,si,line,no,,no,no,no,,,no,,no,,,,,,,
1,Poner fin a la pobreza en todas sus formas y en todo el mundo,1.5,"De aquí a 2030, fomentar la resiliencia de los pobres y las personas que se encuentran en situaciones de vulnerabilidad y reducir su exposición y vulnerabilidad a los fenómenos extremos relacionados con el clima y otras perturbaciones y desastres económicos, sociales y ambientales",1.5.4,Proporción de gobiernos locales que adoptan y aplican estrategias locales de reducción del riesgo de desastres en consonancia con las estrategias nacionales de reducción del riesgo de desastres,Proporción de gobiernos locales que adoptan e implementan estrategias locales de reducción del riesgo de desastres,SG_DSR_SILS,Proporción de municipios que disponen de un plan municipal de emergencias,complete,no,no,no,line,si,,no,si,si,2010,Anual,no,ascenso,si,2015,2024,35.32,,,,
1,Poner fin a la pobreza en todas sus formas y en todo el mundo,1.5,"De aquí a 2030, fomentar la resiliencia de los pobres y las personas que se encuentran en situaciones de vulnerabilidad y reducir su exposición y vulnerabilidad a los fenómenos extremos relacionados con el clima y otras perturbaciones y desastres económicos, sociales y ambientales",1.5.4,Proporción de gobiernos locales que adoptan y aplican estrategias locales de reducción del riesgo de desastres en consonancia con las estrategias nacionales de reducción del riesgo de desastres,Proporción de gobiernos locales que adoptan e implementan estrategias locales de reducción del riesgo de desastres,EU_DSR_SILS_TH,Proporción de municipios cubiertos por un plan de emergencias territorial,complete,no,no,no,line,si,,no,si,si,2010,Anual,no,ascenso,si,2015,2024,100.0,,100,,
1,Poner fin a la pobreza en todas sus formas y en todo el mundo,1.a,"Garantizar una movilización significativa de recursos procedentes de diversas fuentes, incluso mediante la mejora de la cooperación para el desarrollo, a fin de proporcionar medios suficientes y previsibles a los países en desarrollo, en particular los países menos adelantados, para que implementen programas y políticas encaminados a poner fin a la pobreza en todas sus dimensiones",1.a.1,Total de subvenciones de asistencia oficial para el desarrollo destinadas a la reducción de la pobreza en porcentaje de la renta nacional bruta del país beneficiario,La CA de Euskadi no elabora estadísticas oficiales continuas con la metodología del indicador,,,notapplicable,,,,,,,,,,,,,,,,,,,,,
1,Poner fin a la pobreza en todas sus formas y en todo el mundo,1.a,"Garantizar una movilización significativa de recursos procedentes de diversas fuentes, incluso mediante la mejora de la cooperación para el desarrollo, a fin de proporcionar medios suficientes y previsibles a los países en desarrollo, en particular los países menos adelantados, para que implementen programas y políticas encaminados a poner fin a la pobreza en todas sus dimensiones",1.a.2,"Proporción del gasto público total que se dedica a servicios esenciales (educación, salud y protección social)","Proporción del gasto público total que se dedica a servicios esenciales (educación, salud y protección social)",,,complete,no,no,no,line,no,indicator.relacionados,no,no,no,2010,Anual,no,ascenso,si,2015,2023,70.3,,,,
1,Poner fin a la pobreza en todas sus formas y en todo el mundo,1.b,"Crear marcos normativos sólidos en los planos nacional, regional e internacional, sobre la base de estrategias de desarrollo en favor de los pobres que tengan en cuenta las cuestiones de género, a fin de apoyar la inversión acelerada en medidas para erradicar la pobreza",1.b.1,Gasto público social en favor de las personas pobres,La CA de Euskadi no elabora estadísticas oficiales continuas con la metodología del indicador,,,notstarted,,,,,,,,,,,,,,,,,,,,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.1,"De aquí a 2030, poner fin al hambre y asegurar el acceso de todas las personas, en particular los pobres y las personas en situaciones de vulnerabilidad, incluidos los niños y las niñas menores de 1 año, a una alimentación sana, nutritiva y suficiente durante todo el año",2.1.1,Prevalencia de la subalimentación,La CA de Euskadi no elabora estadísticas oficiales continuas con la metodología del indicador,,,complete,no,no,si,line,no,,no,no,no,,,no,,no,,,,,,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.1,"De aquí a 2030, poner fin al hambre y asegurar el acceso de todas las personas, en particular los pobres y las personas en situaciones de vulnerabilidad, incluidos los niños y las niñas menores de 1 año, a una alimentación sana, nutritiva y suficiente durante todo el año",2.1.2,"Prevalencia de la inseguridad alimentaria moderada o grave entre la población, según la escala de experiencia de inseguridad alimentaria",Prevalencia de la inseguridad alimentaria grave o muy grave,AG_PRD_FIESMS,Prevalencia de la inseguridad alimentaria grave o muy grave,complete,no,no,no,line,no,,no,no,no,2000,Bienal,no,descenso,si,2014,2024,7.9,0.1,,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.1,"De aquí a 2030, poner fin al hambre y asegurar el acceso de todas las personas, en particular los pobres y las personas en situaciones de vulnerabilidad, incluidos los niños y las niñas menores de 1 año, a una alimentación sana, nutritiva y suficiente durante todo el año",2.1.2,"Prevalencia de la inseguridad alimentaria moderada o grave entre la población, según la escala de experiencia de inseguridad alimentaria",Prevalencia de la inseguridad alimentaria grave o muy grave,AG_PRD_FIESS,Prevalencia de la inseguridad alimentaria muy grave,complete,no,no,no,line,no,,no,no,no,2000,Bienal,no,descenso,si,2014,2024,2.6,0.1,,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.2,"De aquí a 2030, poner fin a todas las formas de malnutrición, incluso logrando, a más tardar en 2025, las metas convenidas internacionalmente sobre el retraso del crecimiento y la emaciación de los niños y niñas menores de 5 años, y abordar las necesidades de nutrición de las adolescentes, las mujeres embarazadas y lactantes y las personas de edad",2.2.1,"Prevalencia del retraso del crecimiento (estatura para la edad, desviación típica < -2 de la mediana de los patrones de crecimiento infantil de la Organización Mundial de la Salud (OMS)) entre las y los niños menores de 5 años",La CA de Euskadi no elabora estadísticas oficiales continuas con la metodología del indicador,,,complete,no,no,si,line,no,,no,no,no,,,no,,no,,,,,,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.2,"De aquí a 2030, poner fin a todas las formas de malnutrición, incluso logrando, a más tardar en 2025, las metas convenidas internacionalmente sobre el retraso del crecimiento y la emaciación de los niños y niñas menores de 5 años, y abordar las necesidades de nutrición de las adolescentes, las mujeres embarazadas y lactantes y las personas de edad",2.2.2,"Prevalencia de la malnutrición (peso para la estatura, desviación típica > +2 o < -2 de la mediana de los patrones de crecimiento infantil de la OMS) entre las y los niños menores de 5 años, desglosada por tipo (emaciación y sobrepeso)","Proporción de menores entre 2 y 17 años con obesidad, sobrepeso o peso insuficiente",,,complete,no,no,no,bar,no,,si,no,no,2013,Quinquenal,si,descenso,si,2013,2023,36.1,,,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.2,"De aquí a 2030, poner fin a todas las formas de malnutrición, incluso logrando, a más tardar en 2025, las metas convenidas internacionalmente sobre el retraso del crecimiento y la emaciación de los niños y niñas menores de 5 años, y abordar las necesidades de nutrición de las adolescentes, las mujeres embarazadas y lactantes y las personas de edad",2.2.3,"Prevalencia de la anemia en las mujeres de entre 15 y 49 años, desglosada por embarazo (porcentaje)",La CA de Euskadi no elabora estadísticas oficiales continuas con la metodología del indicador,,,notstarted,,,,,,,,,,,,,,,,,,,,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.2,"De aquí a 2030, poner fin a todas las formas de malnutrición, incluso logrando, a más tardar en 2025, las metas convenidas internacionalmente sobre el retraso del crecimiento y la emaciación de los niños y niñas menores de 5 años, y abordar las necesidades de nutrición de las adolescentes, las mujeres embarazadas y lactantes y las personas de edad",2.2.4,"Prevalencia del umbral mínimo de diversidad alimentaria, por grupo de población (niños de 6 a 23,9 meses y mujeres no embarazadas de 15 a 49 años)",La CA de Euskadi no elabora estadísticas oficiales continuas con la metodología del indicador,,,notstarted,,,,,,,,,,,,,,,,,,,,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.2,"De aquí a 2030, poner fin a todas las formas de malnutrición, incluso logrando, a más tardar en 2025, las metas convenidas internacionalmente sobre el retraso del crecimiento y la emaciación de los niños y niñas menores de 5 años, y abordar las necesidades de nutrición de las adolescentes, las mujeres embarazadas y lactantes y las personas de edad",2.2.E1,,Tasa de obesidad de la población adulta según el índice de masa corporal (IMC) (Indicador UE sdg_02_10),,,complete,no,no,no,bar,no,,si,no,no,2011,Irregular / Aperiódica,no,descenso,si,2014,2023,14.0,,,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.3,"De aquí a 2030, duplicar la productividad agrícola y los ingresos de los productores de alimentos en pequeña escala, en particular las mujeres, los pueblos indígenas, las y los agricultores familiares, las y los ganaderos y las y los pescadores, entre otras cosas mediante un acceso seguro y equitativo a las tierras, a otros recursos e insumos de producción y a los conocimientos, los servicios financieros, los mercados y las oportunidades para añadir valor y obtener empleos no agrícolas",2.3.1,Volumen de producción por unidad de trabajo desglosado por tamaño y tipo de explotación (agropecuaria/ganadera/forestal),Volumen de producción por unidad de trabajo desglosado por tamaño de explotación,PD_AGR_SSFP,Productividad de los pequeños productores de alimentos,complete,no,no,no,line,no,,no,si,no,2015,Anual,no,ascenso,si,2015,2021,10509.0,20300,,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.3,"De aquí a 2030, duplicar la productividad agrícola y los ingresos de los productores de alimentos en pequeña escala, en particular las mujeres, los pueblos indígenas, las y los agricultores familiares, las y los ganaderos y las y los pescadores, entre otras cosas mediante un acceso seguro y equitativo a las tierras, a otros recursos e insumos de producción y a los conocimientos, los servicios financieros, los mercados y las oportunidades para añadir valor y obtener empleos no agrícolas",2.3.1,Volumen de producción por unidad de trabajo desglosado por tamaño y tipo de explotación (agropecuaria/ganadera/forestal),Volumen de producción por unidad de trabajo desglosado por tamaño de explotación,PD_AGR_LSFP,Productividad de los grandes productores de alimentos,complete,no,no,no,line,no,,no,si,no,2015,Anual,no,ascenso,si,2015,2021,50293.1,,,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.3,"De aquí a 2030, duplicar la productividad agrícola y los ingresos de los productores de alimentos en pequeña escala, en particular las mujeres, los pueblos indígenas, las y los agricultores familiares, las y los ganaderos y las y los pescadores, entre otras cosas mediante un acceso seguro y equitativo a las tierras, a otros recursos e insumos de producción y a los conocimientos, los servicios financieros, los mercados y las oportunidades para añadir valor y obtener empleos no agrícolas",2.3.2,"Media de ingresos de los productores de alimentos en pequeña escala, desglosada por sexo y condición indígena",Media de ingresos de los productores de alimentos en pequeña escala,SI_AGR_SSFP,Ingresos medios de los pequeños productores de alimentos,complete,no,no,no,line,no,,no,si,no,2015,Anual,no,ascenso,si,2015,2021,4033.8,15360.4,,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.3,"De aquí a 2030, duplicar la productividad agrícola y los ingresos de los productores de alimentos en pequeña escala, en particular las mujeres, los pueblos indígenas, las y los agricultores familiares, las y los ganaderos y las y los pescadores, entre otras cosas mediante un acceso seguro y equitativo a las tierras, a otros recursos e insumos de producción y a los conocimientos, los servicios financieros, los mercados y las oportunidades para añadir valor y obtener empleos no agrícolas",2.3.2,"Media de ingresos de los productores de alimentos en pequeña escala, desglosada por sexo y condición indígena",Media de ingresos de los productores de alimentos en pequeña escala,SI_AGR_LSFP,Ingresos medios de los grandes productores de alimentos,complete,no,no,no,line,no,,no,si,no,2015,Anual,no,ascenso,si,2015,2021,18226.4,,,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.4,"De aquí a 2030, asegurar la sostenibilidad de los sistemas de producción de alimentos y aplicar prácticas agrícolas resilientes que aumenten la productividad y la producción, contribuyan al mantenimiento de los ecosistemas, fortalezcan la capacidad de adaptación al cambio climático, los fenómenos meteorológicos extremos, las sequías, las inundaciones y otros desastres, y mejoren progresivamente la calidad de la tierra y el suelo",2.4.1,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,AG_LND_FOVH,Proporción de superficie agrícola que ha alcanzado un nivel aceptable o deseable de valor de producción agrícola por hectárea,complete,no,no,no,line,no,,no,no,no,2014,Anual,si,ascenso,si,2015,2023,19.44,,,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.4,"De aquí a 2030, asegurar la sostenibilidad de los sistemas de producción de alimentos y aplicar prácticas agrícolas resilientes que aumenten la productividad y la producción, contribuyan al mantenimiento de los ecosistemas, fortalezcan la capacidad de adaptación al cambio climático, los fenómenos meteorológicos extremos, las sequías, las inundaciones y otros desastres, y mejoren progresivamente la calidad de la tierra y el suelo",2.4.1,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,AG_LND_NFI,Proporción de la superficie de tierras agrícolas que ha alcanzado un nivel aceptable o deseable de ingresos agrícolas netos,complete,no,no,no,line,no,,no,no,no,2014,Anual,si,ascenso,si,2016,2023,99.03,,100,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.4,"De aquí a 2030, asegurar la sostenibilidad de los sistemas de producción de alimentos y aplicar prácticas agrícolas resilientes que aumenten la productividad y la producción, contribuyan al mantenimiento de los ecosistemas, fortalezcan la capacidad de adaptación al cambio climático, los fenómenos meteorológicos extremos, las sequías, las inundaciones y otros desastres, y mejoren progresivamente la calidad de la tierra y el suelo",2.4.E1,,Superficie dedicada a la agricultura ecológica (Indicador UE sdg_02_40),,,complete,no,no,no,line,si,,no,si,si,2008,Anual,si,ascenso,si,2015,2024,5.9,,,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.4,"De aquí a 2030, asegurar la sostenibilidad de los sistemas de producción de alimentos y aplicar prácticas agrícolas resilientes que aumenten la productividad y la producción, contribuyan al mantenimiento de los ecosistemas, fortalezcan la capacidad de adaptación al cambio climático, los fenómenos meteorológicos extremos, las sequías, las inundaciones y otros desastres, y mejoren progresivamente la calidad de la tierra y el suelo",2.4.E2,,Emisiones de amoníaco de la agricultura y ganadería (Indicador UE sdg_02_60),EU_SDG_02_60_KG_PER_HA,Emisiones de amoníaco de la agricultura y ganadería por hectárea,complete,no,no,no,line,no,,no,no,no,2010,Anual,si,descenso,si,2015,2023,16.1,,,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.4,"De aquí a 2030, asegurar la sostenibilidad de los sistemas de producción de alimentos y aplicar prácticas agrícolas resilientes que aumenten la productividad y la producción, contribuyan al mantenimiento de los ecosistemas, fortalezcan la capacidad de adaptación al cambio climático, los fenómenos meteorológicos extremos, las sequías, las inundaciones y otros desastres, y mejoren progresivamente la calidad de la tierra y el suelo",2.4.E2,,Emisiones de amoníaco de la agricultura y ganadería (Indicador UE sdg_02_60),EU_SDG_02_60_KT,Emisiones de amoníaco de la agricultura y ganadería,complete,no,no,no,line,no,,no,no,no,2010,Anual,si,descenso,si,2015,2023,3.6,,,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.5,"De aquí a 2020, mantener la diversidad genética de las semillas, las plantas cultivadas y los animales de granja y domesticados y sus correspondientes especies silvestres, entre otras cosas mediante una buena gestión y diversificación de los bancos de semillas y plantas a nivel nacional, regional e internacional, y promover el acceso a los beneficios que se deriven de la utilización de los recursos genéticos y los conocimientos tradicionales conexos y su distribución justa y equitativa, según lo convenido internacionalmente",2.5.1,Número de: a) recursos genéticos vegetales y b) animales para la alimentación y la agricultura preservados en instalaciones de conservación a medio y largo plazo,La CA de Euskadi no elabora estadísticas oficiales continuas con la metodología del indicador,,,notstarted,,,,,,,,,,,,,,,,,,,,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.5,"De aquí a 2020, mantener la diversidad genética de las semillas, las plantas cultivadas y los animales de granja y domesticados y sus correspondientes especies silvestres, entre otras cosas mediante una buena gestión y diversificación de los bancos de semillas y plantas a nivel nacional, regional e internacional, y promover el acceso a los beneficios que se deriven de la utilización de los recursos genéticos y los conocimientos tradicionales conexos y su distribución justa y equitativa, según lo convenido internacionalmente",2.5.2,Proporción de razas y variedades locales consideradas en riesgo de extinción,La CA de Euskadi no elabora estadísticas oficiales continuas con la metodología del indicador,,,notstarted,,,,,,,,,,,,,,,,,,,,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.a,"Aumentar, incluso mediante una mayor cooperación internacional, las inversiones en infraestructura rural, investigación y servicios de extensión agrícola, desarrollo tecnológico y bancos de genes de plantas y ganado a fin de mejorar la capacidad de producción agropecuaria en los países en desarrollo, particularmente en los países menos adelantados",2.a.1,Índice de orientación agrícola para el gasto público,Valor añadido de la agricultura como porcentaje del PIB,,,complete,no,no,no,line,si,,no,si,si,2010,Anual,si,,no,,,,,,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.a,"Aumentar, incluso mediante una mayor cooperación internacional, las inversiones en infraestructura rural, investigación y servicios de extensión agrícola, desarrollo tecnológico y bancos de genes de plantas y ganado a fin de mejorar la capacidad de producción agropecuaria en los países en desarrollo, particularmente en los países menos adelantados",2.a.2,Total de corrientes oficiales de recursos (asistencia oficial para el desarrollo más otras corrientes oficiales) destinado al sector agrícola,La CA de Euskadi no elabora estadísticas oficiales continuas con la metodología del indicador,,,notstarted,,,,,,,,,,,,,,,,,,,,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.b,"Corregir y prevenir las restricciones y distorsiones comerciales en los mercados agropecuarios mundiales, incluso mediante la eliminación paralela de todas las formas de subvención a las exportaciones agrícolas y todas las medidas de exportación con efectos equivalentes, de conformidad con el mandato de la Ronda de Doha para el Desarrollo",2.b.1,Subsidios a la exportación de productos agropecuarios,La CA de Euskadi no elabora estadísticas oficiales continuas con la metodología del indicador,,,notstarted,,,,,,,,,,,,,,,,,,,,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.c,"Adoptar medidas para asegurar el buen funcionamiento de los mercados de productos básicos alimentarios y sus derivados y facilitar el acceso oportuno a la información sobre los mercados, incluso sobre las reservas de alimentos, a fin de ayudar a limitar la extrema volatilidad de los precios de los alimentos",2.c.1,Indicador de anomalías en los precios de los alimentos,Índice de precios de los alimentos,AG_FPA_CFPI,Indicador de anomalías en los precios de los alimentos,complete,no,no,no,bar,no,,no,si,no,2002,Anual,si,,no,,,,,,,
2,"Poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible",2.c,"Adoptar medidas para asegurar el buen funcionamiento de los mercados de productos básicos alimentarios y sus derivados y facilitar el acceso oportuno a la información sobre los mercados, incluso sobre las reservas de alimentos, a fin de ayudar a limitar la extrema volatilidad de los precios de los alimentos",2.c.1,Indicador de anomalías en los precios de los alimentos,Índice de precios de los alimentos,EU_FPA_IPC,Índice de precio de los alimentos,complete,no,no,no,bar,no,,no,si,no,2002,Anual,si,,no,,,,,,,
3,Garantizar una vida sana y promover el bienestar de todos a todas las edades,3.1,"De aquí a 2030, reducir la tasa mundial de mortalidad materna a menos de 70 por cada 100.000 nacidos vivos",3.1.1,Tasa de mortalidad materna,Tasa de mortalidad materna,,,complete,no,no,no,line,no,,no,si,no,2010,Anual,si,descenso,si,2015,2024,0.0,70,,,
3,Garantizar una vida sana y promover el bienestar de todos a todas las edades,3.1,"De aquí a 2030, reducir la tasa mundial de mortalidad materna a menos de 70 por cada 100.000 nacidos vivos",3.1.2,Proporción de partos atendidos por personal sanitario especializado,Proporción de partos atendidos por personal sanitario especializado,,,complete,no,no,no,line,no,,no,si,no,2010,Anual,si,ascenso,si,2015,2025,99.86,99.85,,,
