NÚM OBJETIVO,NOMBRE OBJETIVO,NÚM META,NOMBRE META,NÚM INDICADOR,NOMBRE INDICADOR NNUU,INDICADOR DISPONIBLE,SERIE,NOMBRE SERIE,REPORTING_STATUS,BOOLEANO,GOLDILOCK,INDICADOR NO ESTADÍSTICO,TIPO GRÁFICO,MAPA,INDICADORES RELACIONADOS,DESAGREGACIÓN SEXO,DESAGREGACIÓN TH,DESAGREGACIÓN MUNICIPIO,AÑO INICIAL,PERIODICIDAD,TEXTO OCECA,DIRECCIÓN DESEADA,PROGRESO AUTOMÁTICO,AÑO BASE PROGRESO,ÚLTIMO AÑO,ÚLTIMO DATO,TARGET,LIMIT,SCORE,FECHA ÚLTIMA ACTUALIZACIÓN DATOS
4,Garantizar una educación inclusiva y equitativa de calidad y promover oportunidades de aprendizaje permanente para todos,4.1,"De aquí a 2030, asegurar que todas las niñas y todos los niños terminen la enseñanza primaria y secundaria, que ha de ser gratuita, equitativa y de calidad y producir resultados de aprendizaje pertinentes y efectivos",4.1.1,"Proporción de niños/as y adolescentes que, a) en los grados 2 o 3, b) al final de la educación primaria y c) al final de la educación secundaria inferior, han alcanzado al menos un nivel mínimo de competencia en i) lectura y ii) matemáticas, desglosada por sexo",Proporción de personas de 15 años que han alcanzado al menos el nivel 2 de competencia en lectura y matemáticas,,,complete,no,no,no,line,no,,si,no,no,2012,Trienal,si,,no,,,,,,,
4,Garantizar una educación inclusiva y equitativa de calidad y promover oportunidades de aprendizaje permanente para todos,4.1,"De aquí a 2030, asegurar que todas las niñas y todos los niños terminen la enseñanza primaria y secundaria, que ha de ser gratuita, equitativa y de calidad y producir resultados de aprendizaje pertinentes y efectivos",4.1.2,"Tasa de finalización (educación primaria, educación secundaria inferior y educación secundaria superior)",Tasa de finalización (educación secundaria inferior y educación secundaria superior),SE_TOT_CPLR,Tasa de finalización (educación secundaria inferior y educación secundaria superior),complete,no,no,no,line,no,,no,no,no,2015,Anual,si,,no,,,,,,,
4,Garantizar una educación inclusiva y equitativa de calidad y promover oportunidades de aprendizaje permanente para todos,4.1,"De aquí a 2030, asegurar que todas las niñas y todos los niños terminen la enseñanza primaria y secundaria, que ha de ser gratuita, equitativa y de calidad y producir resultados de aprendizaje pertinentes y efectivos",4.1.E1,,Tasa de abandono escolar prematuro de la población de 18-24 años (Indicador UE sdg_04_10),,,complete,no,no,no,line,no,,si,no,no,2021,Anual,si,descenso,si,2021,2025,8.4,9,,,
4,Garantizar una educación inclusiva y equitativa de calidad y promover oportunidades de aprendizaje permanente para todos,4.2,"De aquí a 2030, asegurar que todas las niñas y todos los niños tengan acceso a servicios de atención y desarrollo en la primera infancia y educación preescolar de calidad, a fin de que estén preparados para la enseñanza primaria",4.2.1,"Proporción de niños/as de 24 a 59 meses cuyo desarrollo es adecuado en cuanto a la salud, el aprendizaje y el bienestar psicosocial, desglosada por sexo ",La CA de Euskadi no elabora estadísticas oficiales continuas con la metodología del indicador,,,notstarted,,,,,,,,,,,,,,,,,,,,,
4,Garantizar una educación inclusiva y equitativa de calidad y promover oportunidades de aprendizaje permanente para todos,4.2,"De aquí a 2030, asegurar que todas las niñas y todos los niños tengan acceso a servicios de atención y desarrollo en la primera infancia y educación preescolar de calidad, a fin de que estén preparados para la enseñanza primaria",4.2.2,"Tasa de participación en el aprendizaje organizado (un año antes de la edad oficial de ingreso en la educación primaria), desglosada por sexo",Tasa neta de escolarización a los 5 años,,,complete,no,no,no,line,si,,si,si,si,2010,Anual,si,,no,,,,,,,
4,Garantizar una educación inclusiva y equitativa de calidad y promover oportunidades de aprendizaje permanente para todos,4.3,"De aquí a 2030, asegurar el acceso igualitario de todos los hombres y las mujeres a una formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria",4.3.1,"Tasa de participación de personas jóvenes y adultas en la educación y formación académica y no académica en los últimos 12 meses, desglosada por sexo","Tasa de participación de personas jóvenes y adultas en la educación y formación académica y no académica, desglosada por sexo",AES_EDUCTRN,Tasa de participación en actividades educativas en los últimos 12 meses,complete,no,no,no,line,no,,si,si,no,2010,Anual,si,,no,,,,,,,
4,Garantizar una educación inclusiva y equitativa de calidad y promover oportunidades de aprendizaje permanente para todos,4.3,"De aquí a 2030, asegurar el acceso igualitario de todos los hombres y las mujeres a una formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria",4.3.1,"Tasa de participación de personas jóvenes y adultas en la educación y formación académica y no académica en los últimos 12 meses, desglosada por sexo","Tasa de participación de personas jóvenes y adultas en la educación y formación académica y no académica, desglosada por sexo",SE_ADT_EDUCTRN,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,complete,no,no,no,line,no,,si,si,no,2010,Anual,si,,no,,,,,,,
4,Garantizar una educación inclusiva y equitativa de calidad y promover oportunidades de aprendizaje permanente para todos,4.4,"De aquí a 2030, aumentar considerablemente el número de jóvenes y adultos que tienen las competencias necesarias, en particular técnicas y profesionales, para acceder al empleo, el trabajo decente y el emprendimiento",4.4.1,"Proporción de personas jóvenes y adultas con competencias en tecnología de la información y las comunicaciones (TIC), desglosada por tipo de competencia","Proporción de personas jóvenes y adultas con competencias en tecnología de la información y las comunicaciones (TIC), desglosada por tipo de competencia",,,complete,no,no,no,line,no,,si,si,no,2019,Anual,si,,no,,,,,,,
4,Garantizar una educación inclusiva y equitativa de calidad y promover oportunidades de aprendizaje permanente para todos,4.5,"De aquí a 2030, eliminar las disparidades de género en la educación y asegurar el acceso igualitario a todos los niveles de la enseñanza y la formación profesional para las personas vulnerables, incluidas las personas con discapacidad, los pueblos indígenas y las y los niños en situaciones de vulnerabilidad",4.5.1,"Índices de paridad (entre mujeres y hombres, zonas rurales y urbanas, quintiles de riqueza superior e inferior y grupos como las y los discapacitados, los pueblos indígenas y las y los afectados por los conflictos, a medida que se disponga de datos) para todos los indicadores de educación de esta lista que puedan desglosarse","Índices de paridad (entre mujeres y hombres, quintiles de riqueza superior e inferior, municipios de más y menos de 10.000 habitantes y personas con y sin limitaciones por problemas de salud) en la realización de actividades educativas (formales o no formales) en los últimos 12 meses o 4 semanas",EU_GPI_TRN,Índice de paridad de género en la realización de actividades educativas,complete,no,si,no,line,no,,no,si,no,2010,Anual,si,descenso,si,2016,2022,1.07,1,,,
4,Garantizar una educación inclusiva y equitativa de calidad y promover oportunidades de aprendizaje permanente para todos,4.5,"De aquí a 2030, eliminar las disparidades de género en la educación y asegurar el acceso igualitario a todos los niveles de la enseñanza y la formación profesional para las personas vulnerables, incluidas las personas con discapacidad, los pueblos indígenas y las y los niños en situaciones de vulnerabilidad",4.5.1,"Índices de paridad (entre mujeres y hombres, zonas rurales y urbanas, quintiles de riqueza superior e inferior y grupos como las y los discapacitados, los pueblos indígenas y las y los afectados por los conflictos, a medida que se disponga de datos) para todos los indicadores de educación de esta lista que puedan desglosarse","Índices de paridad (entre mujeres y hombres, quintiles de riqueza superior e inferior, municipios de más y menos de 10.000 habitantes y personas con y sin limitaciones por problemas de salud) en la realización de actividades educativas (formales o no formales) en los últimos 12 meses o 4 semanas",EU_SESPI,Índice de paridad en ingresos en la realización de actividades educativas (quintiles superior e inferior),complete,no,si,no,line,no,,no,si,no,2010,Anual,si,descenso,si,2016,2022,0.6,1,,,
4,Garantizar una educación inclusiva y equitativa de calidad y promover oportunidades de aprendizaje permanente para todos,4.5,"De aquí a 2030, eliminar las disparidades de género en la educación y asegurar el acceso igualitario a todos los niveles de la enseñanza y la formación profesional para las personas vulnerables, incluidas las personas con discapacidad, los pueblos indígenas y las y los niños en situaciones de vulnerabilidad",4.5.1,"Índices de paridad (entre mujeres y hombres, zonas rurales y urbanas, quintiles de riqueza superior e inferior y grupos como las y los discapacitados, los pueblos indígenas y las y los afectados por los conflictos, a medida que se disponga de datos) para todos los indicadores de educación de esta lista que puedan desglosarse","Índices de paridad (entre mujeres y hombres, quintiles de riqueza superior e inferior, municipios de más y menos de 10.000 habitantes y personas con y sin limitaciones por problemas de salud) en la realización de actividades educativas (formales o no formales) en los últimos 12 meses o 4 semanas",EU_PI_HEALTH,Índice de paridad en salud en la realización de actividades educativas,complete,no,si,no,line,no,,no,si,no,2010,Anual,si,descenso,si,2016,2022,0.7,1,,,
4,Garantizar una educación inclusiva y equitativa de calidad y promover oportunidades de aprendizaje permanente para todos,4.5,"De aquí a 2030, eliminar las disparidades de género en la educación y asegurar el acceso igualitario a todos los niveles de la enseñanza y la formación profesional para las personas vulnerables, incluidas las personas con discapacidad, los pueblos indígenas y las y los niños en situaciones de vulnerabilidad",4.5.1,"Índices de paridad (entre mujeres y hombres, zonas rurales y urbanas, quintiles de riqueza superior e inferior y grupos como las y los discapacitados, los pueblos indígenas y las y los afectados por los conflictos, a medida que se disponga de datos) para todos los indicadores de educación de esta lista que puedan desglosarse","Índices de paridad (entre mujeres y hombres, quintiles de riqueza superior e inferior, municipios de más y menos de 10.000 habitantes y personas con y sin limitaciones por problemas de salud) en la realización de actividades educativas (formales o no formales) en los últimos 12 meses o 4 semanas",EU_RUPI_TRN,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),complete,no,si,no,line,no,,no,si,no,2010,Anual,si,descenso,si,2015,2024,0.97,1,,,
4,Garantizar una educación inclusiva y equitativa de calidad y promover oportunidades de aprendizaje permanente para todos,4.6,"De aquí a 2030, asegurar que todos los jóvenes y una proporción considerable de los adultos, tanto hombres como mujeres, estén alfabetizados y tengan nociones elementales de aritmética",4.6.1,"Proporción de la población en un grupo de edad determinado que ha alcanzado al menos un nivel fijo de competencia funcional en a) alfabetización y b) aritmética, desglosada por sexo",Proporción de personas entre 16 y 65 años que han alcanzado al menos el nivel 2 de competencia en la escala de comprensión lectora y en matemáticas,,,complete,no,no,no,line,no,,si,no,no,2012,Decenal,si,ascenso,si,,,,,100,,
4,Garantizar una educación inclusiva y equitativa de calidad y promover oportunidades de aprendizaje permanente para todos,4.7,"De aquí a 2030, asegurar que todos los alumnos adquieran los conocimientos teóricos y prácticos necesarios para promover el desarrollo sostenible, entre otras cosas mediante la educación para el desarrollo sostenible y los estilos de vida sostenibles, los derechos humanos, la igualdad de género, la promoción de una cultura de paz y no violencia, la ciudadanía mundial y la valoración de la diversidad cultural y la contribución de la cultura al desarrollo sostenible",4.7.1,"Grado en que i) la educación para la ciudadanía mundial y ii) la educación para el desarrollo sostenible se incorporan en a) las políticas nacionales de educación, b) los planes de estudio, c) la formación de docentes y d) la evaluación de los estudiantes",La CA de Euskadi no elabora estadísticas oficiales continuas con la metodología del indicador,,,notstarted,,,,,,,,,,,,,,,,,,,,,
4,Garantizar una educación inclusiva y equitativa de calidad y promover oportunidades de aprendizaje permanente para todos,4.a,"Construir y adecuar instalaciones educativas que tengan en cuenta las necesidades de los niños y las personas con discapacidad y las diferencias de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos",4.a.1,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio","Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",,,complete,no,no,no,line,no,,no,no,no,2010,Anual,si,,no,,,,,,,
4,Garantizar una educación inclusiva y equitativa de calidad y promover oportunidades de aprendizaje permanente para todos,4.b,"De aquí a 2020, aumentar considerablemente a nivel mundial el número de becas disponibles para los países en desarrollo, en particular los países menos adelantados, los pequeños Estados insulares en desarrollo y los países africanos, a fin de que sus estudiantes puedan matricularse en programas de enseñanza superior, incluidos programas de formación profesional y programas técnicos, científicos, de ingeniería y de tecnología de la información y las comunicaciones, de países desarrollados y otros países en desarrollo",4.b.1,Volumen de la asistencia oficial para el desarrollo destinada a becas,La CA de Euskadi no elabora estadísticas oficiales continuas con la metodología del indicador,,,notstarted,,,,,,,,,,,,,,,,,,,,,
4,Garantizar una educación inclusiva y equitativa de calidad y promover oportunidades de aprendizaje permanente para todos,4.c,"De aquí a 2030, aumentar considerablemente la oferta de docentes calificados, incluso mediante la cooperación internacional para la formación de docentes en los países en desarrollo, especialmente los países menos adelantados y los pequeños Estados insulares en desarrollo",4.c.1,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo","Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",SE_TRA_GRDL,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",complete,no,no,no,line,no,,no,no,no,2010,Anual,si,,no,,,,,,,
5,Lograr la igualdad de género y empoderar a todas las mujeres y las niñas,5.1,Poner fin a todas las formas de discriminación contra todas las mujeres y las niñas en todo el mundo,5.1.1,"Determinar si existen o no marcos jurídicos para promover, hacer cumplir y supervisar la igualdad y la no discriminación por razón de sexo","Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género",SG_LGL_GENEQLFP,Area 1: marco legal global y vida pública,complete,no,no,no,line,no,,no,no,no,2015,Bienal,si,,no,,,,,,,
5,Lograr la igualdad de género y empoderar a todas las mujeres y las niñas,5.1,Poner fin a todas las formas de discriminación contra todas las mujeres y las niñas en todo el mundo,5.1.1,"Determinar si existen o no marcos jurídicos para promover, hacer cumplir y supervisar la igualdad y la no discriminación por razón de sexo","Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género",SG_LGL_GENEQVAW,Area 2: violencia contra la mujer,complete,no,no,no,line,no,,no,no,no,2015,Bienal,si,,no,,,,,,,
5,Lograr la igualdad de género y empoderar a todas las mujeres y las niñas,5.1,Poner fin a todas las formas de discriminación contra todas las mujeres y las niñas en todo el mundo,5.1.1,"Determinar si existen o no marcos jurídicos para promover, hacer cumplir y supervisar la igualdad y la no discriminación por razón de sexo","Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género",SG_LGL_GENEQEMP,Area 3: empleo y subsidios económicos,complete,no,no,no,line,no,,no,no,no,2015,Bienal,si,,no,,,,,,,
5,Lograr la igualdad de género y empoderar a todas las mujeres y las niñas,5.1,Poner fin a todas las formas de discriminación contra todas las mujeres y las niñas en todo el mundo,5.1.1,"Determinar si existen o no marcos jurídicos para promover, hacer cumplir y supervisar la igualdad y la no discriminación por razón de sexo","Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género",SG_LGL_GENEQMAR,Area 4: matrimonio y familia,complete,no,no,no,line,no,,no,no,no,2015,Bienal,si,,no,,,,,,,
5,Lograr la igualdad de género y empoderar a todas las mujeres y las niñas,5.2,"Eliminar todas las formas de violencia contra todas las mujeres y las niñas en los ámbitos público y privado, incluidas la trata y la explotación sexual y otros tipos de explotación",5.2.1,"Proporción de mujeres y niñas a partir de 15 años de edad que han sufrido violencia física, sexual o psicológica a manos de su actual o anterior pareja en los últimos 12 meses, desglosada por forma de violencia y edad",Tasa de victimizaciones contra las mujeres a manos de su actual o anterior pareja ,,,complete,no,no,no,line,si,,no,si,si,2019,Anual,no,,no,,,,,,,
5,Lograr la igualdad de género y empoderar a todas las mujeres y las niñas,5.2,"Eliminar todas las formas de violencia contra todas las mujeres y las niñas en los ámbitos público y privado, incluidas la trata y la explotación sexual y otros tipos de explotación",5.2.2,"Proporción de mujeres y niñas a partir de 15 años de edad que han sufrido violencia sexual a manos de personas que no eran su pareja en los últimos12 meses, desglosada por edad y lugar del hecho",Tasa de victimizaciones contra las mujeres por violencia sexual fuera del ámbito familiar,,,complete,no,no,no,line,si,,no,si,si,2019,Anual,no,,no,,,,,,,
5,Lograr la igualdad de género y empoderar a todas las mujeres y las niñas,5.3,"Eliminar todas las prácticas nocivas, como el matrimonio infantil, precoz y forzado y la mutilación genital femenina",5.3.1,Proporción de mujeres de entre 20 y 24 años que estaban casadas o mantenían una unión estable antes de cumplir los 15 años y antes de cumplir los 18 años,Proporción de mujeres de 16 y 17 años que han contraído matrimonio con un hombre,,,complete,no,no,no,line,no,,no,si,no,2010,Anual,no,,no,,,,,,,
5,Lograr la igualdad de género y empoderar a todas las mujeres y las niñas,5.3,"Eliminar todas las prácticas nocivas, como el matrimonio infantil, precoz y forzado y la mutilación genital femenina",5.3.2,"Proporción de niñas y mujeres de entre 15 y 49 años que han sufrido mutilación genital femenina, desglosada por edad",La CA de Euskadi no elabora estadísticas oficiales continuas con la metodología del indicador,,,notstarted,,,,,,,,,,,,,,,,,,,,,
5,Lograr la igualdad de género y empoderar a todas las mujeres y las niñas,5.4,"Reconocer y valorar los cuidados y el trabajo doméstico no remunerados mediante servicios públicos, infraestructuras y políticas de protección social, y promoviendo la responsabilidad compartida en el hogar y la familia, según proceda en cada país",5.4.1,"Proporción de tiempo dedicado al trabajo doméstico y asistencial no remunerado, desglosada por sexo, edad y ubicación",Tiempo dedicado al hogar y familia en un día promedio,,,complete,no,si,no,line,no,,si,si,no,2013,Quinquenal,no,descenso,si,2013,2023,154.0,1,,,
5,Lograr la igualdad de género y empoderar a todas las mujeres y las niñas,5.5,"Asegurar la participación plena y efectiva de las mujeres y la igualdad de oportunidades de liderazgo a todos los niveles decisorios en la vida política, económica y pública",5.5.1,Proporción de escaños ocupados por mujeres en a) los parlamentos nacionales y b) los gobiernos locales,"Proporción de cargos ocupados por mujeres en instituciones legislativas y gubernamentales autonómicas, forales y locales",GEN_PARL,Proporción de escaños ocupados por mujeres en el Parlamento Vasco,complete,no,no,no,line,no,,no,si,no,2010,Anual,no,ascenso,si,2015,2025,53.3,,50,,
5,Lograr la igualdad de género y empoderar a todas las mujeres y las niñas,5.5,"Asegurar la participación plena y efectiva de las mujeres y la igualdad de oportunidades de liderazgo a todos los niveles decisorios en la vida política, económica y pública",5.5.1,Proporción de escaños ocupados por mujeres en a) los parlamentos nacionales y b) los gobiernos locales,"Proporción de cargos ocupados por mujeres en instituciones legislativas y gubernamentales autonómicas, forales y locales",GEN_G,Proporción de mujeres entre las personas titulares de las consejerías del Gobierno Vasco,complete,no,no,no,line,no,,no,si,no,2010,Anual,no,ascenso,si,2015,2025,46.7,,50,,
5,Lograr la igualdad de género y empoderar a todas las mujeres y las niñas,5.5,"Asegurar la participación plena y efectiva de las mujeres y la igualdad de oportunidades de liderazgo a todos los niveles decisorios en la vida política, económica y pública",5.5.1,Proporción de escaños ocupados por mujeres en a) los parlamentos nacionales y b) los gobiernos locales,"Proporción de cargos ocupados por mujeres en instituciones legislativas y gubernamentales autonómicas, forales y locales",GEN_REGIOPARL,Proporción de escaños ocupados por mujeres en las Juntas Generales,complete,no,no,no,line,no,,no,si,no,2010,Anual,no,ascenso,si,2015,2025,44.4,,50,,
5,Lograr la igualdad de género y empoderar a todas las mujeres y las niñas,5.5,"Asegurar la participación plena y efectiva de las mujeres y la igualdad de oportunidades de liderazgo a todos los niveles decisorios en la vida política, económica y pública",5.5.1,Proporción de escaños ocupados por mujeres en a) los parlamentos nacionales y b) los gobiernos locales,"Proporción de cargos ocupados por mujeres en instituciones legislativas y gubernamentales autonómicas, forales y locales",GEN_REGIOG,Proporción de mujeres entre las personas Diputadas Forales,complete,no,no,no,line,no,,no,si,no,2010,Anual,no,ascenso,si,2015,2025,66.7,,50,,
5,Lograr la igualdad de género y empoderar a todas las mujeres y las niñas,5.5,"Asegurar la participación plena y efectiva de las mujeres y la igualdad de oportunidades de liderazgo a todos los niveles decisorios en la vida política, económica y pública",5.5.1,Proporción de escaños ocupados por mujeres en a) los parlamentos nacionales y b) los gobiernos locales,"Proporción de cargos ocupados por mujeres en instituciones legislativas y gubernamentales autonómicas, forales y locales",GEN_LOCP,Proporción de mujeres entre las personas concejalas,complete,no,no,no,line,no,,no,si,no,2010,Anual,no,ascenso,si,2015,2025,46.8,,50,,
5,Lograr la igualdad de género y empoderar a todas las mujeres y las niñas,5.5,"Asegurar la participación plena y efectiva de las mujeres y la igualdad de oportunidades de liderazgo a todos los niveles decisorios en la vida política, económica y pública",5.5.1,Proporción de escaños ocupados por mujeres en a) los parlamentos nacionales y b) los gobiernos locales,"Proporción de cargos ocupados por mujeres en instituciones legislativas y gubernamentales autonómicas, forales y locales",GEN_LOCG,Proporción de mujeres entre las personas titulares de alcaldías,complete,no,no,no,line,no,,no,si,no,2010,Anual,no,ascenso,si,2015,2025,35.7,,50,,
5,Lograr la igualdad de género y empoderar a todas las mujeres y las niñas,5.5,"Asegurar la participación plena y efectiva de las mujeres y la igualdad de oportunidades de liderazgo a todos los niveles decisorios en la vida política, económica y pública",5.5.2,Proporción de mujeres en cargos directivos,Proporción de mujeres en cargos directivos,,,complete,no,no,no,line,no,,no,si,no,2010,Anual,no,,no,,,,,,,
5,Lograr la igualdad de género y empoderar a todas las mujeres y las niñas,5.6,"Asegurar el acceso universal a la salud sexual y reproductiva y los derechos reproductivos según lo acordado de conformidad con el Programa de Acción de la Conferencia Internacional sobre la Población y el Desarrollo, la Plataforma de Acción de Beijing y los documentos finales de sus conferencias de examen",5.6.1,"Proporción de mujeres de entre 15 y 49 años que toman sus propias decisiones informadas sobre las relaciones sexuales, el uso de anticonceptivos y la atención de la salud reproductiva",La CA de Euskadi no elabora estadísticas oficiales continuas con la metodología del indicador,,,notstarted,,,,,,,,,,,,,,,,,,,,,
5,Lograr la igualdad de género y empoderar a todas las mujeres y las niñas,5.6,"Asegurar el acceso universal a la salud sexual y reproductiva y los derechos reproductivos según lo acordado de conformidad con el Programa de Acción de la Conferencia Internacional sobre la Población y el Desarrollo, la Plataforma de Acción de Beijing y los documentos finales de sus conferencias de examen",5.6.2,Número de países con leyes y reglamentos que garantizan a los hombres y las mujeres a partir de los 15 años de edad un acceso pleno e igualitario a los servicios de salud sexual y reproductiva y a la información y educación al respecto,La CA de Euskadi no elabora estadísticas oficiales continuas con la metodología del indicador,,,notstarted,,,,,,,,,,,,,,,,,,,,,
5,Lograr la igualdad de género y empoderar a todas las mujeres y las niñas,5.a,"Emprender reformas que otorguen a las mujeres igualdad de derechos a los recursos económicos, así como acceso a la propiedad y al control de la tierra y otros tipos de bienes, los servicios financieros, la herencia y los recursos naturales, de conformidad con las leyes nacionales",5.a.1,"a) Proporción del total de la población agrícola con derechos de propiedad o derechos seguros sobre tierras agrícolas, desglosada por sexo; y b) proporción de mujeres entre los propietarios o los titulares de derechos sobre tierras agrícolas, desglosada por tipo de tenencia","a) Proporción del total de la población agrícola con derechos de propiedad o derechos seguros sobre tierras agrícolas, desglosada por sexo; y b) proporción de mujeres entre los propietarios o los titulares de derechos sobre tierras agrícolas, desglosada por tipo de tenencia",SP_GNP_WNOWNS,"Proporción de mujeres entre los propietarios o los titulares de derechos sobre tierras agrícolas, desglosada por tipo de tenencia",complete,no,no,no,line,no,,si,si,no,2009,Irregular / Aperiódica,no,,no,,,,,,,
5,Lograr la igualdad de género y empoderar a todas las mujeres y las niñas,5.a,"Emprender reformas que otorguen a las mujeres igualdad de derechos a los recursos económicos, así como acceso a la propiedad y al control de la tierra y otros tipos de bienes, los servicios financieros, la herencia y los recursos naturales, de conformidad con las leyes nacionales",5.a.1,"a) Proporción del total de la población agrícola con derechos de propiedad o derechos seguros sobre tierras agrícolas, desglosada por sexo; y b) proporción de mujeres entre los propietarios o los titulares de derechos sobre tierras agrícolas, desglosada por tipo de tenencia","a) Proporción del total de la población agrícola con derechos de propiedad o derechos seguros sobre tierras agrícolas, desglosada por sexo; y b) proporción de mujeres entre los propietarios o los titulares de derechos sobre tierras agrícolas, desglosada por tipo de tenencia",SP_LGL_LNDAGSEC,Proporción del total de la población agrícola con derechos de propiedad o derechos seguros sobre tierras agrícolas,complete,no,no,no,line,no,,si,si,no,2009,Irregular / Aperiódica,no,,no,,,,,,,
5,Lograr la igualdad de género y empoderar a todas las mujeres y las niñas,5.a,"Emprender reformas que otorguen a las mujeres igualdad de derechos a los recursos económicos, así como acceso a la propiedad y al control de la tierra y otros tipos de bienes, los servicios financieros, la herencia y los recursos naturales, de conformidad con las leyes nacionales",5.a.2,Proporción de países cuyo ordenamiento jurídico (incluido el derecho consuetudinario) garantiza la igualdad de derechos de la mujer a la propiedad o el control de las tierras,Grado en que el marco jurídico garantiza la igualdad de derechos de la mujer a la propiedad o el control de tierras,,,complete,no,no,no,line,no,,no,no,no,2015,Anual,no,,no,,,,,,,
5,Lograr la igualdad de género y empoderar a todas las mujeres y las niñas,5.b,"Mejorar el uso de la tecnología instrumental, en particular la tecnología de la información y las comunicaciones, para promover el empoderamiento de las mujeres",5.b.1,"Proporción de personas que poseen un teléfono móvil, desglosada por sexo",Proporción de personas entre 16 y 74 años que han usado el móvil en los últimos tres meses,,,complete,no,no,no,line,no,,si,si,no,2008,Anual,no,,no,,,,,,,
5,Lograr la igualdad de género y empoderar a todas las mujeres y las niñas,5.c,Aprobar y fortalecer políticas acertadas y leyes aplicables para promover la igualdad de género y el empoderamiento de todas las mujeres y las niñas a todos los niveles,5.c.1,Proporción de países con sistemas para el seguimiento de la igualdad de género y el empoderamiento de las mujeres y la asignación de fondos públicos para ese fin,La CA de Euskadi no elabora estadísticas oficiales continuas con la metodología del indicador,,,notstarted,,,,,,,,,,,,,,,,,,,,,
6,Garantizar la disponibilidad y la gestión sostenible del agua y el saneamiento para todos,6.1,"De aquí a 2030, lograr el acceso universal y equitativo al agua potable a un precio asequible para todos",6.1.1,Proporción de la población que utiliza servicios de suministro de agua potable gestionados sin riesgos,Proporción de la población que utiliza servicios de suministro de agua potable gestionados sin riesgos,SH_H2O_SAFE,Población que utiliza servicios de suministro de agua potable gestionados sin riesgos,complete,no,no,no,line,no,indicator.relacionados,no,no,no,2016,Anual,no,,no,,,,,,,
6,Garantizar la disponibilidad y la gestión sostenible del agua y el saneamiento para todos,6.2,"De aquí a 2030, lograr el acceso a servicios de saneamiento e higiene adecuados y equitativos para todos y poner fin a la defecación al aire libre, prestando especial atención a las necesidades de las mujeres y las niñas y las personas en situaciones de vulnerabilidad",6.2.1,Proporción de la población que utiliza: a) servicios de saneamiento gestionados sin riesgos y b) instalaciones para el lavado de manos con agua y jabón,Proporción de viviendas principales con acceso a servicios básicos (abastecimiento de agua corriente y baño),SP_ACS_BSRVH2O,Proporción de viviendas con agua corriente,complete,no,no,no,line,si,,no,si,si,2010,Anual,si,,no,,,,,,,
6,Garantizar la disponibilidad y la gestión sostenible del agua y el saneamiento para todos,6.2,"De aquí a 2030, lograr el acceso a servicios de saneamiento e higiene adecuados y equitativos para todos y poner fin a la defecación al aire libre, prestando especial atención a las necesidades de las mujeres y las niñas y las personas en situaciones de vulnerabilidad",6.2.1,Proporción de la población que utiliza: a) servicios de saneamiento gestionados sin riesgos y b) instalaciones para el lavado de manos con agua y jabón,Proporción de viviendas principales con acceso a servicios básicos (abastecimiento de agua corriente y baño),SP_ACS_BSRVSAN,Proporción de viviendas con baño,complete,no,no,no,line,si,,no,si,si,2010,Anual,si,,no,,,,,,,
6,Garantizar la disponibilidad y la gestión sostenible del agua y el saneamiento para todos,6.3,"De aquí a 2030, mejorar la calidad del agua reduciendo la contaminación, eliminando el vertimiento y minimizando la emisión de productos químicos y materiales peligrosos, reduciendo a la mitad el porcentaje de aguas residuales sin tratar y aumentando considerablemente el reciclado y la reutilización sin riesgos a nivel mundial",6.3.1,Proporción de los flujos de aguas residuales domésticas e industriales tratados de manera adecuada,"Proporción de los flujos de aguas residuales conectadas a un sistema de colectores, y tratados de manera adecuada",EN_WWT_WWDS,Proporción de flujos de aguas residuales domésticas tratadas de manera adecuada,complete,no,no,no,line,no,,no,no,no,2012,Anual,si,,no,,,,,,,
