Value,eu,es,en,Disaggregation combinations using this value,Number of indicators
SKILL_LTRCY,Irakurmena,Comprensión lectora,SKILL_LTRCY,3,1
SKILL_MATH,Matematika,Matemáticas,SKILL_MATH,3,1
SKILL_NMRCY,Matematika,Matemáticas,SKILL_NMRCY,3,1
SKILL_READ,Irakurmena,Comprensión lectora,SKILL_READ,3,1
